# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# Filtered with: grep -v "GO:0008150" /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended.txt | grep -v "GO:0001906" | grep -v "GO:0002376" | grep -v "GO:0006791"| grep -v "GO:0008152"| grep -v "GO:0009758"| grep -v "GO:0009987"| grep -v "GO:0015976"| grep -v "GO:0019740"| grep -v "GO:0022414"| grep -v "GO:0022610"| grep -v "GO:0023052"| grep -v "GO:0032502"| grep -v "GO:0040011"| grep -v "GO:0050896"| grep -v "GO:0051179"| grep -v "GO:0051704"| grep -v "GO:0065007"| grep -v "GO:0071840"| grep -v "GO:0098754" > /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended_no12.txt 
# Genes	GO	GO branch  
udp	GO:1901360	P
uidR	GO:1901360	P
ulaR	GO:1901360	P
umpG	GO:1901360	P
umpH	GO:1901360	P
umuC	GO:1901360	P
umuD	GO:1901360	P
ung	GO:1901360	P
upp	GO:1901360	P
ushA	GO:1901360	P
uspG	GO:1901360	P
uvrA	GO:1901360	P
uvrB	GO:1901360	P
uvrC	GO:1901360	P
uvrD	GO:1901360	P
uxuR	GO:1901360	P
valS	GO:1901360	P
vsr	GO:1901360	P
xapA	GO:1901360	P
xapB	GO:1901360	P
xdhB	GO:1901360	P
xerC	GO:1901360	P
xerD	GO:1901360	P
xisE	GO:1901360	P
xseA	GO:1901360	P
xseB	GO:1901360	P
xthA	GO:1901360	P
yafC	GO:1901360	P
yafO	GO:1901360	P
yafQ	GO:1901360	P
yagI	GO:1901360	P
yahB	GO:1901360	P
yahF	GO:1901360	P
yaiV	GO:1901360	P
yaiW	GO:1901360	P
yajD	GO:1901360	P
yajO	GO:1901360	P
ybaQ	GO:1901360	P
ybcC	GO:1901360	P
ybcF	GO:1901360	P
ybdZ	GO:1901360	P
ybeF	GO:1901360	P
ybeY	GO:1901360	P
ybhD	GO:1901360	P
ybhP	GO:1901360	P
ybjD	GO:1901360	P
ybjI	GO:1901360	P
ycaN	GO:1901360	P
ycdX	GO:1901360	P
ycfH	GO:1901360	P
yciT	GO:1901360	P
yciV	GO:1901360	P
ycjD	GO:1901360	P
ycjW	GO:1901360	P
ydaC	GO:1901360	P
ydaV	GO:1901360	P
ydcI	GO:1901360	P
ydcM	GO:1901360	P
ydcR	GO:1901360	P
yddM	GO:1901360	P
ydeO	GO:1901360	P
ydfG	GO:1901360	P
ydfH	GO:1901360	P
ydiP	GO:1901360	P
ydiZ	GO:1901360	P
yebG	GO:1901360	P
yebK	GO:1901360	P
yedX	GO:1901360	P
yeeY	GO:1901360	P
yeiE	GO:1901360	P
yeiL	GO:1901360	P
yfaX	GO:1901360	P
yfbR	GO:1901360	P
yfcF	GO:1901360	P
yfdG	GO:1901360	P
yfeR	GO:1901360	P
yfhH	GO:1901360	P
yfiC	GO:1901360	P
yfiE	GO:1901360	P
yfiF	GO:1901360	P
ygbI	GO:1901360	P
ygdG	GO:1901360	P
ygeV	GO:1901360	P
ygfA	GO:1901360	P
ygfI	GO:1901360	P
yggW	GO:1901360	P
yghO	GO:1901360	P
ygjH	GO:1901360	P
yhaJ	GO:1901360	P
yhaV	GO:1901360	P
yhbQ	GO:1901360	P
yhbY	GO:1901360	P
yhdJ	GO:1901360	P
yhgH	GO:1901360	P
yhhZ	GO:1901360	P
yhjB	GO:1901360	P
yhjC	GO:1901360	P
yiaU	GO:1901360	P
yibF	GO:1901360	P
yidL	GO:1901360	P
yidP	GO:1901360	P
yidZ	GO:1901360	P
yieK	GO:1901360	P
yigB	GO:1901360	P
yihL	GO:1901360	P
yihW	GO:1901360	P
yijO	GO:1901360	P
yjhI	GO:1901360	P
yjiQ	GO:1901360	P
yjiR	GO:1901360	P
yjjG	GO:1901360	P
yjjV	GO:1901360	P
yjjX	GO:1901360	P
yjtD	GO:1901360	P
ykgA	GO:1901360	P
ymfK	GO:1901360	P
yneJ	GO:1901360	P
ynfK	GO:1901360	P
yoaA	GO:1901360	P
yoeB	GO:1901360	P
yqgF	GO:1901360	P
yqhC	GO:1901360	P
yraN	GO:1901360	P
zraR	GO:1901360	P
zur	GO:1901360	P
zwf	GO:1901360	P
abgA	GO:1901361	P
abgB	GO:1901361	P
add	GO:1901361	P
ade	GO:1901361	P
adeD	GO:1901361	P
allB	GO:1901361	P
allC	GO:1901361	P
allD	GO:1901361	P
cas3	GO:1901361	P
cdd	GO:1901361	P
codA	GO:1901361	P
cpdB	GO:1901361	P
cra	GO:1901361	P
csrD	GO:1901361	P
deaD	GO:1901361	P
deoB	GO:1901361	P
deoC	GO:1901361	P
deoD	GO:1901361	P
dgt	GO:1901361	P
dut	GO:1901361	P
endA	GO:1901361	P
eno	GO:1901361	P
fadA	GO:1901361	P
fbaA	GO:1901361	P
feaB	GO:1901361	P
fes	GO:1901361	P
gapA	GO:1901361	P
glk	GO:1901361	P
glxR	GO:1901361	P
gpmA	GO:1901361	P
hcaB	GO:1901361	P
hcaC	GO:1901361	P
hcaD	GO:1901361	P
hcaE	GO:1901361	P
hcaF	GO:1901361	P
hexR	GO:1901361	P
hicA	GO:1901361	P
hofM	GO:1901361	P
hofN	GO:1901361	P
hofO	GO:1901361	P
hofP	GO:1901361	P
hofQ	GO:1901361	P
hycB	GO:1901361	P
hyfA	GO:1901361	P
mazF	GO:1901361	P
mazG	GO:1901361	P
mcrB	GO:1901361	P
mdh	GO:1901361	P
mhpA	GO:1901361	P
mhpB	GO:1901361	P
mhpC	GO:1901361	P
murR	GO:1901361	P
nadC	GO:1901361	P
nagD	GO:1901361	P
nemA	GO:1901361	P
nfsB	GO:1901361	P
nudC	GO:1901361	P
orn	GO:1901361	P
paaA	GO:1901361	P
paaB	GO:1901361	P
paaC	GO:1901361	P
paaD	GO:1901361	P
paaE	GO:1901361	P
paaF	GO:1901361	P
paaG	GO:1901361	P
paaH	GO:1901361	P
paaJ	GO:1901361	P
paaK	GO:1901361	P
paaX	GO:1901361	P
paaZ	GO:1901361	P
pfkA	GO:1901361	P
pfkB	GO:1901361	P
pgi	GO:1901361	P
pgk	GO:1901361	P
pnp	GO:1901361	P
preA	GO:1901361	P
preT	GO:1901361	P
putA	GO:1901361	P
pykA	GO:1901361	P
pykF	GO:1901361	P
rdgB	GO:1901361	P
relE	GO:1901361	P
rhlB	GO:1901361	P
rihA	GO:1901361	P
rihB	GO:1901361	P
rihC	GO:1901361	P
rna	GO:1901361	P
rnb	GO:1901361	P
rne	GO:1901361	P
rnhA	GO:1901361	P
rnhB	GO:1901361	P
rnlA	GO:1901361	P
rnr	GO:1901361	P
rph	GO:1901361	P
rpiR	GO:1901361	P
rppH	GO:1901361	P
rraA	GO:1901361	P
rraB	GO:1901361	P
rutA	GO:1901361	P
rutB	GO:1901361	P
rutC	GO:1901361	P
rutD	GO:1901361	P
rutE	GO:1901361	P
rutF	GO:1901361	P
rutG	GO:1901361	P
sbcB	GO:1901361	P
surE	GO:1901361	P
symE	GO:1901361	P
tatD	GO:1901361	P
tnaA	GO:1901361	P
tpiA	GO:1901361	P
udp	GO:1901361	P
umpG	GO:1901361	P
umpH	GO:1901361	P
ushA	GO:1901361	P
xapA	GO:1901361	P
xdhB	GO:1901361	P
yafQ	GO:1901361	P
ybcF	GO:1901361	P
ycfH	GO:1901361	P
ydfG	GO:1901361	P
yfcF	GO:1901361	P
yfhH	GO:1901361	P
yhgH	GO:1901361	P
yibF	GO:1901361	P
yoeB	GO:1901361	P
aaeR	GO:1901362	P
abgR	GO:1901362	P
acrR	GO:1901362	P
add	GO:1901362	P
ade	GO:1901362	P
adeD	GO:1901362	P
adk	GO:1901362	P
agaI	GO:1901362	P
apt	GO:1901362	P
arnA	GO:1901362	P
aroA	GO:1901362	P
aroB	GO:1901362	P
aroC	GO:1901362	P
aroD	GO:1901362	P
aroF	GO:1901362	P
aroG	GO:1901362	P
aroH	GO:1901362	P
aroK	GO:1901362	P
aroL	GO:1901362	P
arsR	GO:1901362	P
ascG	GO:1901362	P
aspC	GO:1901362	P
atpA	GO:1901362	P
atpB	GO:1901362	P
atpC	GO:1901362	P
atpE	GO:1901362	P
baeR	GO:1901362	P
bioA	GO:1901362	P
bioB	GO:1901362	P
bioC	GO:1901362	P
bioD	GO:1901362	P
bioD1	GO:1901362	P
bioD2	GO:1901362	P
bioF	GO:1901362	P
bioH	GO:1901362	P
birA	GO:1901362	P
bolA	GO:1901362	P
btuR	GO:1901362	P
caiF	GO:1901362	P
carA	GO:1901362	P
carB	GO:1901362	P
cecR	GO:1901362	P
cnu	GO:1901362	P
coaA	GO:1901362	P
coaD	GO:1901362	P
coaE	GO:1901362	P
cobC	GO:1901362	P
cobS	GO:1901362	P
cobT	GO:1901362	P
cobU	GO:1901362	P
cof	GO:1901362	P
cpdB	GO:1901362	P
cpsB	GO:1901362	P
cpsG	GO:1901362	P
cra	GO:1901362	P
crp	GO:1901362	P
cspA	GO:1901362	P
cueR	GO:1901362	P
cyaA	GO:1901362	P
cyoE	GO:1901362	P
cysB	GO:1901362	P
cysG	GO:1901362	P
dcuR	GO:1901362	P
decR	GO:1901362	P
deoB	GO:1901362	P
deoC	GO:1901362	P
dfp	GO:1901362	P
dgt	GO:1901362	P
dhaR	GO:1901362	P
dicA	GO:1901362	P
dicC	GO:1901362	P
dinB	GO:1901362	P
dinJ	GO:1901362	P
dmlR	GO:1901362	P
dnaE	GO:1901362	P
dnaG	GO:1901362	P
dnaN	GO:1901362	P
dnaQ	GO:1901362	P
dnaX	GO:1901362	P
dsdC	GO:1901362	P
dut	GO:1901362	P
dxs	GO:1901362	P
eno	GO:1901362	P
entA	GO:1901362	P
entB	GO:1901362	P
entC	GO:1901362	P
entD	GO:1901362	P
entE	GO:1901362	P
entF	GO:1901362	P
entH	GO:1901362	P
epd	GO:1901362	P
eutR	GO:1901362	P
fabG	GO:1901362	P
fabI	GO:1901362	P
fau	GO:1901362	P
fbaA	GO:1901362	P
fcl	GO:1901362	P
fdrA	GO:1901362	P
feaB	GO:1901362	P
feoC	GO:1901362	P
fhlA	GO:1901362	P
flhC	GO:1901362	P
flhD	GO:1901362	P
folA	GO:1901362	P
folC	GO:1901362	P
folE	GO:1901362	P
folM	GO:1901362	P
folP	GO:1901362	P
frlR	GO:1901362	P
frvR	GO:1901362	P
gadW	GO:1901362	P
gadX	GO:1901362	P
galR	GO:1901362	P
gapA	GO:1901362	P
gcvA	GO:1901362	P
gcvR	GO:1901362	P
glk	GO:1901362	P
glmM	GO:1901362	P
glmS	GO:1901362	P
glmU	GO:1901362	P
glrR	GO:1901362	P
gltX	GO:1901362	P
gmd	GO:1901362	P
gpmA	GO:1901362	P
gpt	GO:1901362	P
greA	GO:1901362	P
greB	GO:1901362	P
guaA	GO:1901362	P
guaB	GO:1901362	P
gyrA	GO:1901362	P
gyrB	GO:1901362	P
hemA	GO:1901362	P
hemB	GO:1901362	P
hemC	GO:1901362	P
hemD	GO:1901362	P
hemE	GO:1901362	P
hemF	GO:1901362	P
hemG	GO:1901362	P
hemH	GO:1901362	P
hemL	GO:1901362	P
hemN	GO:1901362	P
hexR	GO:1901362	P
hicB	GO:1901362	P
hipB	GO:1901362	P
hisA	GO:1901362	P
hisB	GO:1901362	P
hisC	GO:1901362	P
hisD	GO:1901362	P
hisF	GO:1901362	P
hisG	GO:1901362	P
hisH	GO:1901362	P
hisI	GO:1901362	P
holA	GO:1901362	P
holB	GO:1901362	P
holC	GO:1901362	P
holD	GO:1901362	P
holE	GO:1901362	P
hprR	GO:1901362	P
hpt	GO:1901362	P
hupA	GO:1901362	P
hupB	GO:1901362	P
hyfR	GO:1901362	P
hypT	GO:1901362	P
ihfA	GO:1901362	P
ihfB	GO:1901362	P
lexA	GO:1901362	P
lipA	GO:1901362	P
lipB	GO:1901362	P
lrhA	GO:1901362	P
lsrR	GO:1901362	P
manA	GO:1901362	P
mazG	GO:1901362	P
mdh	GO:1901362	P
menF	GO:1901362	P
metF	GO:1901362	P
mioC	GO:1901362	P
mlc	GO:1901362	P
moaA	GO:1901362	P
moaB	GO:1901362	P
moaC	GO:1901362	P
moaD	GO:1901362	P
moaE	GO:1901362	P
mobA	GO:1901362	P
mocA	GO:1901362	P
moeA	GO:1901362	P
moeB	GO:1901362	P
mog	GO:1901362	P
mprA	GO:1901362	P
murR	GO:1901362	P
nadA	GO:1901362	P
nadB	GO:1901362	P
nadC	GO:1901362	P
nadD	GO:1901362	P
nadE	GO:1901362	P
nadK	GO:1901362	P
nagB	GO:1901362	P
nagD	GO:1901362	P
nanR	GO:1901362	P
nrdA	GO:1901362	P
nrdB	GO:1901362	P
nrdD	GO:1901362	P
nrdE	GO:1901362	P
nrdF	GO:1901362	P
nudB	GO:1901362	P
nudC	GO:1901362	P
nusG	GO:1901362	P
paaX	GO:1901362	P
pabA	GO:1901362	P
pabB	GO:1901362	P
pdeK	GO:1901362	P
pdxA	GO:1901362	P
pdxB	GO:1901362	P
pdxH	GO:1901362	P
pdxJ	GO:1901362	P
pdxK	GO:1901362	P
pdxY	GO:1901362	P
pepA	GO:1901362	P
perR	GO:1901362	P
pfkA	GO:1901362	P
pfkB	GO:1901362	P
pgi	GO:1901362	P
pgk	GO:1901362	P
pgrR	GO:1901362	P
pheA	GO:1901362	P
phnN	GO:1901362	P
pncB	GO:1901362	P
polA	GO:1901362	P
polB	GO:1901362	P
prkB	GO:1901362	P
proA	GO:1901362	P
proB	GO:1901362	P
proC	GO:1901362	P
purA	GO:1901362	P
purC	GO:1901362	P
purD	GO:1901362	P
purF	GO:1901362	P
purL	GO:1901362	P
purN	GO:1901362	P
purU	GO:1901362	P
puuR	GO:1901362	P
pykA	GO:1901362	P
pykF	GO:1901362	P
pyrB	GO:1901362	P
pyrC	GO:1901362	P
pyrD	GO:1901362	P
pyrE	GO:1901362	P
pyrF	GO:1901362	P
pyrG	GO:1901362	P
pyrH	GO:1901362	P
pyrL	GO:1901362	P
qseB	GO:1901362	P
queA	GO:1901362	P
queC	GO:1901362	P
queD	GO:1901362	P
queE	GO:1901362	P
queF	GO:1901362	P
queG	GO:1901362	P
rcdA	GO:1901362	P
rclR	GO:1901362	P
rcsA	GO:1901362	P
rcsB	GO:1901362	P
rdgB	GO:1901362	P
recF	GO:1901362	P
recR	GO:1901362	P
recT	GO:1901362	P
relB	GO:1901362	P
rfaH	GO:1901362	P
rfbB	GO:1901362	P
rhaR	GO:1901362	P
rho	GO:1901362	P
ribA	GO:1901362	P
ribB	GO:1901362	P
ribC	GO:1901362	P
ribD	GO:1901362	P
ribE	GO:1901362	P
ribF	GO:1901362	P
rpiR	GO:1901362	P
rpoA	GO:1901362	P
rpoH	GO:1901362	P
rpoS	GO:1901362	P
selA	GO:1901362	P
serC	GO:1901362	P
sfsB	GO:1901362	P
sgcR	GO:1901362	P
stpA	GO:1901362	P
sucD	GO:1901362	P
surE	GO:1901362	P
tdk	GO:1901362	P
tgt	GO:1901362	P
thiC	GO:1901362	P
thiD	GO:1901362	P
thiE	GO:1901362	P
thiG	GO:1901362	P
thiH	GO:1901362	P
thiI	GO:1901362	P
thiL	GO:1901362	P
thiM	GO:1901362	P
thyA	GO:1901362	P
tmk	GO:1901362	P
tpiA	GO:1901362	P
trpA	GO:1901362	P
trpB	GO:1901362	P
trpC	GO:1901362	P
trpD	GO:1901362	P
trpE	GO:1901362	P
trpGD	GO:1901362	P
ttdR	GO:1901362	P
tusA	GO:1901362	P
tyrA	GO:1901362	P
tyrB	GO:1901362	P
udk	GO:1901362	P
udp	GO:1901362	P
uidR	GO:1901362	P
ulaR	GO:1901362	P
umpG	GO:1901362	P
umpH	GO:1901362	P
umuC	GO:1901362	P
umuD	GO:1901362	P
upp	GO:1901362	P
ushA	GO:1901362	P
uxuR	GO:1901362	P
xapA	GO:1901362	P
yafC	GO:1901362	P
yagI	GO:1901362	P
yahB	GO:1901362	P
yahF	GO:1901362	P
yaiV	GO:1901362	P
yaiW	GO:1901362	P
ybaQ	GO:1901362	P
ybdZ	GO:1901362	P
ybeF	GO:1901362	P
ybhD	GO:1901362	P
ybjD	GO:1901362	P
ybjI	GO:1901362	P
ycaN	GO:1901362	P
ycdX	GO:1901362	P
yciT	GO:1901362	P
yciV	GO:1901362	P
ycjW	GO:1901362	P
ydcI	GO:1901362	P
ydcR	GO:1901362	P
yddM	GO:1901362	P
ydeO	GO:1901362	P
ydfH	GO:1901362	P
ydiP	GO:1901362	P
yebK	GO:1901362	P
yeeY	GO:1901362	P
yeiE	GO:1901362	P
yeiL	GO:1901362	P
yfaX	GO:1901362	P
yfbR	GO:1901362	P
yfdG	GO:1901362	P
yfeR	GO:1901362	P
yfhH	GO:1901362	P
yfiE	GO:1901362	P
ygbI	GO:1901362	P
ygeV	GO:1901362	P
ygfA	GO:1901362	P
ygfI	GO:1901362	P
yggW	GO:1901362	P
yghO	GO:1901362	P
yhaJ	GO:1901362	P
yhjB	GO:1901362	P
yhjC	GO:1901362	P
yiaU	GO:1901362	P
yidL	GO:1901362	P
yidP	GO:1901362	P
yidZ	GO:1901362	P
yieK	GO:1901362	P
yigB	GO:1901362	P
yihL	GO:1901362	P
yihW	GO:1901362	P
yijO	GO:1901362	P
yjhI	GO:1901362	P
yjiR	GO:1901362	P
yjjG	GO:1901362	P
ykgA	GO:1901362	P
ymfK	GO:1901362	P
yneJ	GO:1901362	P
ynfK	GO:1901362	P
yqhC	GO:1901362	P
zraR	GO:1901362	P
zur	GO:1901362	P
yhaM	GO:1901367	P
yhaO	GO:1901367	P
cydC	GO:1901401	P
ybjC	GO:1901422	P
yghW	GO:1901422	P
yibT	GO:1901422	P
ydcS	GO:1901440	P
ydcS	GO:1901441	P
cydC	GO:1901463	P
msrP	GO:1901530	P
rclA	GO:1901530	P
rclB	GO:1901530	P
rclC	GO:1901530	P
ybjC	GO:1901562	P
abgA	GO:1901564	P
abgB	GO:1901564	P
aceK	GO:1901564	P
acpS	GO:1901564	P
acpT	GO:1901564	P
acs	GO:1901564	P
ada	GO:1901564	P
add	GO:1901564	P
ade	GO:1901564	P
adeD	GO:1901564	P
adiA	GO:1901564	P
adk	GO:1901564	P
alaA	GO:1901564	P
alaC	GO:1901564	P
alaS	GO:1901564	P
allB	GO:1901564	P
allC	GO:1901564	P
allD	GO:1901564	P
alr	GO:1901564	P
amiD	GO:1901564	P
ampD	GO:1901564	P
ampG	GO:1901564	P
ampH	GO:1901564	P
ansA	GO:1901564	P
ansB	GO:1901564	P
apaH	GO:1901564	P
apt	GO:1901564	P
arcB	GO:1901564	P
arcC	GO:1901564	P
argA	GO:1901564	P
argB	GO:1901564	P
argC	GO:1901564	P
argD	GO:1901564	P
argE	GO:1901564	P
argF	GO:1901564	P
argG	GO:1901564	P
argH	GO:1901564	P
argI	GO:1901564	P
argK	GO:1901564	P
argS	GO:1901564	P
aroA	GO:1901564	P
aroB	GO:1901564	P
aroC	GO:1901564	P
aroF	GO:1901564	P
aroG	GO:1901564	P
aroH	GO:1901564	P
aroK	GO:1901564	P
aroL	GO:1901564	P
asd	GO:1901564	P
aslB	GO:1901564	P
asnA	GO:1901564	P
asnB	GO:1901564	P
asnS	GO:1901564	P
aspA	GO:1901564	P
aspC	GO:1901564	P
aspS	GO:1901564	P
astB	GO:1901564	P
astC	GO:1901564	P
atoS	GO:1901564	P
atpA	GO:1901564	P
atpB	GO:1901564	P
atpC	GO:1901564	P
atpE	GO:1901564	P
avtA	GO:1901564	P
bacA	GO:1901564	P
baeS	GO:1901564	P
barA	GO:1901564	P
basS	GO:1901564	P
betA	GO:1901564	P
betB	GO:1901564	P
bioA	GO:1901564	P
bioB	GO:1901564	P
bioC	GO:1901564	P
bioD	GO:1901564	P
bioD1	GO:1901564	P
bioD2	GO:1901564	P
bioF	GO:1901564	P
bioH	GO:1901564	P
bipA	GO:1901564	P
birA	GO:1901564	P
btuR	GO:1901564	P
cadA	GO:1901564	P
caiB	GO:1901564	P
caiD	GO:1901564	P
caiE	GO:1901564	P
caiF	GO:1901564	P
carA	GO:1901564	P
carB	GO:1901564	P
ccmC	GO:1901564	P
ccmE	GO:1901564	P
ccmF	GO:1901564	P
cdd	GO:1901564	P
chaC	GO:1901564	P
cheA	GO:1901564	P
cheR	GO:1901564	P
cheY	GO:1901564	P
cheZ	GO:1901564	P
citC	GO:1901564	P
citX	GO:1901564	P
clpA	GO:1901564	P
clpP	GO:1901564	P
clpX	GO:1901564	P
cmk	GO:1901564	P
coaA	GO:1901564	P
coaD	GO:1901564	P
coaE	GO:1901564	P
cobB	GO:1901564	P
cobC	GO:1901564	P
cobS	GO:1901564	P
cobT	GO:1901564	P
cobU	GO:1901564	P
codA	GO:1901564	P
codB	GO:1901564	P
cof	GO:1901564	P
cpxA	GO:1901564	P
cra	GO:1901564	P
creC	GO:1901564	P
csdA	GO:1901564	P
csgA	GO:1901564	P
csgB	GO:1901564	P
cusC	GO:1901564	P
cusS	GO:1901564	P
cyaA	GO:1901564	P
cyaY	GO:1901564	P
cynS	GO:1901564	P
cynT	GO:1901564	P
cynX	GO:1901564	P
cyoE	GO:1901564	P
cysE	GO:1901564	P
cysG	GO:1901564	P
cysK	GO:1901564	P
cysM	GO:1901564	P
cysQ	GO:1901564	P
cysS	GO:1901564	P
cysZ	GO:1901564	P
dacA	GO:1901564	P
dacB	GO:1901564	P
dacC	GO:1901564	P
dacD	GO:1901564	P
dadA	GO:1901564	P
dapA	GO:1901564	P
dapB	GO:1901564	P
dapD	GO:1901564	P
dapF	GO:1901564	P
dcp	GO:1901564	P
dcuC	GO:1901564	P
dcuS	GO:1901564	P
dcyD	GO:1901564	P
ddlA	GO:1901564	P
ddlB	GO:1901564	P
ddpX	GO:1901564	P
decR	GO:1901564	P
def	GO:1901564	P
degP	GO:1901564	P
degQ	GO:1901564	P
degS	GO:1901564	P
deoD	GO:1901564	P
dfp	GO:1901564	P
dgcE	GO:1901564	P
dgcM	GO:1901564	P
dgt	GO:1901564	P
dhaM	GO:1901564	P
dosP	GO:1901564	P
dpiB	GO:1901564	P
dsdA	GO:1901564	P
dut	GO:1901564	P
dxs	GO:1901564	P
elaA	GO:1901564	P
elaD	GO:1901564	P
elyC	GO:1901564	P
eno	GO:1901564	P
entA	GO:1901564	P
entB	GO:1901564	P
entC	GO:1901564	P
entD	GO:1901564	P
entE	GO:1901564	P
entF	GO:1901564	P
entH	GO:1901564	P
envZ	GO:1901564	P
epd	GO:1901564	P
epmA	GO:1901564	P
epmB	GO:1901564	P
epmC	GO:1901564	P
era	GO:1901564	P
erfK	GO:1901564	P
erpA	GO:1901564	P
etk	GO:1901564	P
etp	GO:1901564	P
eutA	GO:1901564	P
eutB	GO:1901564	P
evgS	GO:1901564	P
fabG	GO:1901564	P
fabI	GO:1901564	P
fau	GO:1901564	P
fbaA	GO:1901564	P
fdhE	GO:1901564	P
feaB	GO:1901564	P
fepE	GO:1901564	P
fixA	GO:1901564	P
fixB	GO:1901564	P
fixC	GO:1901564	P
fklB	GO:1901564	P
fkpA	GO:1901564	P
fkpB	GO:1901564	P
fmt	GO:1901564	P
folA	GO:1901564	P
folC	GO:1901564	P
folE	GO:1901564	P
folM	GO:1901564	P
folP	GO:1901564	P
folX	GO:1901564	P
fre	GO:1901564	P
frlA	GO:1901564	P
frr	GO:1901564	P
ftp	GO:1901564	P
ftsH	GO:1901564	P
ftsI	GO:1901564	P
ftsW	GO:1901564	P
gabD	GO:1901564	P
gabT	GO:1901564	P
gadA	GO:1901564	P
gadB	GO:1901564	P
gapA	GO:1901564	P
gcvH	GO:1901564	P
gcvP	GO:1901564	P
gcvT	GO:1901564	P
gdhA	GO:1901564	P
ggt	GO:1901564	P
glk	GO:1901564	P
glmM	GO:1901564	P
glnA	GO:1901564	P
glnD	GO:1901564	P
glnL	GO:1901564	P
glnS	GO:1901564	P
glpG	GO:1901564	P
glrK	GO:1901564	P
glsA	GO:1901564	P
glsA1	GO:1901564	P
glsA2	GO:1901564	P
glsB	GO:1901564	P
gltB	GO:1901564	P
gltD	GO:1901564	P
gltX	GO:1901564	P
gluQ	GO:1901564	P
glxR	GO:1901564	P
glyA	GO:1901564	P
glyS	GO:1901564	P
gmk	GO:1901564	P
gnd	GO:1901564	P
gor	GO:1901564	P
gpmA	GO:1901564	P
gpt	GO:1901564	P
grcA	GO:1901564	P
gshA	GO:1901564	P
gshB	GO:1901564	P
guaA	GO:1901564	P
guaB	GO:1901564	P
guaC	GO:1901564	P
guaD	GO:1901564	P
hchA	GO:1901564	P
hemA	GO:1901564	P
hemB	GO:1901564	P
hemC	GO:1901564	P
hemD	GO:1901564	P
hemE	GO:1901564	P
hemF	GO:1901564	P
hemG	GO:1901564	P
hemH	GO:1901564	P
hemL	GO:1901564	P
hemN	GO:1901564	P
hexR	GO:1901564	P
hflX	GO:1901564	P
hinT	GO:1901564	P
hipA	GO:1901564	P
hisA	GO:1901564	P
hisB	GO:1901564	P
hisC	GO:1901564	P
hisD	GO:1901564	P
hisF	GO:1901564	P
hisG	GO:1901564	P
hisH	GO:1901564	P
hisI	GO:1901564	P
hisS	GO:1901564	P
hiuH	GO:1901564	P
hprS	GO:1901564	P
hpt	GO:1901564	P
hscA	GO:1901564	P
hscB	GO:1901564	P
hslU	GO:1901564	P
hslV	GO:1901564	P
htpX	GO:1901564	P
hyaD	GO:1901564	P
hybD	GO:1901564	P
hybE	GO:1901564	P
hybF	GO:1901564	P
hybG	GO:1901564	P
hycB	GO:1901564	P
hycH	GO:1901564	P
hycI	GO:1901564	P
hyfA	GO:1901564	P
hypA	GO:1901564	P
hypB	GO:1901564	P
hypC	GO:1901564	P
hypD	GO:1901564	P
hypE	GO:1901564	P
hypF	GO:1901564	P
iaaA	GO:1901564	P
iap	GO:1901564	P
ileS	GO:1901564	P
ilvA	GO:1901564	P
ilvB	GO:1901564	P
ilvC	GO:1901564	P
ilvD	GO:1901564	P
ilvE	GO:1901564	P
ilvH	GO:1901564	P
ilvI	GO:1901564	P
ilvL	GO:1901564	P
ilvM	GO:1901564	P
ilvN	GO:1901564	P
iscA	GO:1901564	P
iscU	GO:1901564	P
ispU	GO:1901564	P
ivbL	GO:1901564	P
kdpD	GO:1901564	P
ldcA	GO:1901564	P
ldcC	GO:1901564	P
ldhA	GO:1901564	P
ldtA	GO:1901564	P
ldtB	GO:1901564	P
ldtC	GO:1901564	P
ldtD	GO:1901564	P
ldtE	GO:1901564	P
lepB	GO:1901564	P
leuA	GO:1901564	P
leuB	GO:1901564	P
leuC	GO:1901564	P
leuD	GO:1901564	P
leuS	GO:1901564	P
lgt	GO:1901564	P
lipA	GO:1901564	P
lipB	GO:1901564	P
lit	GO:1901564	P
lnt	GO:1901564	P
lolB	GO:1901564	P
lon	GO:1901564	P
lpd	GO:1901564	P
lplA	GO:1901564	P
lpoA	GO:1901564	P
lpoB	GO:1901564	P
lrp	GO:1901564	P
lspA	GO:1901564	P
ltaE	GO:1901564	P
luxS	GO:1901564	P
lysA	GO:1901564	P
lysC	GO:1901564	P
lysR	GO:1901564	P
lysS	GO:1901564	P
lysU	GO:1901564	P
manA	GO:1901564	P
map	GO:1901564	P
mazG	GO:1901564	P
mdh	GO:1901564	P
menF	GO:1901564	P
mepA	GO:1901564	P
mepH	GO:1901564	P
mepM	GO:1901564	P
mepS	GO:1901564	P
metB	GO:1901564	P
metC	GO:1901564	P
metE	GO:1901564	P
metF	GO:1901564	P
metG	GO:1901564	P
metH	GO:1901564	P
metK	GO:1901564	P
metL	GO:1901564	P
mioC	GO:1901564	P
mipA	GO:1901564	P
mltA	GO:1901564	P
mltB	GO:1901564	P
mltC	GO:1901564	P
