#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sapD//fhuD//ybiT//ygcW//
GO_0051606_3	ppc//hemL//
GO_0051607_4	dsbC//torD//iscA//phnC//waaY//rplQ//tauD//hscB//nuoI//mpaA//
GO_0051641_3	entC//bioF//phoU//rcnB//yjjX//pncB//diaA//yedX//rclB//acrZ//purR//aroK//treR//fadJ//ygfA//cysC//csgD//tatE//fepD//rplX//pstA//dmsA//trpE//
GO_0051649_4	cspG//pmbA//ada//fumC//ypjD//pgsA//htpX//codA//mdlA//ymjB//ghxQ//glpT//yagF//
GO_0051651_3	yehP//trpS//cmoA//
GO_0051668_4	fucA//
GO_0051691_5	prlC//baeS//
GO_0051692_6	rpsP//bioH//
GO_0051701_4	ybdH//uhpA//ygfZ//fis//dnaQ//ygaV//gsiB//hofP//ftsP//tsf//priA//truD//glcE//btuD//dam//yqjA//
GO_0051703_3	rimI//purF//sfmC//casA//yajL//csrD//ftsQ//cmtA//
GO_0051707_3	aspC//metH//dcyD//dtpC//trg//curA//tamB//yehT//hycI//fdoG//ynfL//chpB//mraZ//oppF//
GO_0051715_4	tehB//
GO_0051716_3	msrC//ptsH//thiM//deoC//puuR//hisD//ftsE//csgD//yfiE//pckA//thiC//rpsO//rhtC//radA//ydcS//dadA//caiD//guaA//yqeA//ibsC//sohB//rmuC//yhaV//tcdA//treF//qseB//ykgO//recA//rnd//hyfC//cysM//yoeB//ftsX//ybbW//bamB//appB//topB//ridA//baeS//ygaZ//frlR//iraM//ykgM//lspA//bluF//srlB//ppk//patA//xanQ//ydfD//nanT//adhP//frwC//fdnI//ubiH//casD//mrr//ftsZ//ompA//sstT//fepA//rnhB//dsbD//nagD//mdtQ//corA//minE//ydiZ//rfaD//glxK//citC//yiiE//gltD//mnmC//nuoF//hcp//yjiX//galU//yciV//potB//ftsK//dcuR//csgD//yadN//rplI//hcaR//torI//coaD//yjiA//csgA//gadX//bssR//rep//yobF//trmA//znuB//modB//yajQ//paaG//dacB//ynfH//modA//yidC//thiP//cpxP//avtA//ddlA//rhaM//ygiW//cysW//malE//ssb//csrD//hyaD//ampE//ettA//lpcA//nrdE//pppA//ansB//lldD//dppF//rplD//yihS//ilvH//hisG//basS//ybhJ//qorA//nuoL//adiC//yabI//cas1//glxR//vsr//pdeK//rnb//lptB//ybdH//lldD//ygfI//intE//yihQ//holA//entF//yhgF//gpmA//nlpE//alsA//yegV//dhaL//cusB//araA//galP//queA//mntS//entB//folA//eutR//nagD//radD//iscX//proQ//mhpD//pspA//treF//ybiI//yacG//narI//sfsA//kduI//ldcC//pdxY//scpB//ycfL//rpsK//xanP//sfsA//lpoA//elyC//ptsN//hemF//ydfD//frmB//yfdC//hexR//mhpT//bglH//metE//mltD//oppB//creB//nadA//adiY//mdtN//waaO//ddpA//ghoS//ydaV//gapA//gatZ//nikA//yhjB//djlC//nac//yfgJ//ybdR//yidH//yjiY//borD//dsbC//sapB//opgE//rpmJ//proS//yehT//potH//rlmH//atpG//dps//rlmD//rutD//thiE//yfjV//rfbC//coaA//yeaE//mdtP//shoB//relE//mdtB//murR//amiA//tauD//lamB//ybiS//hybG//clsB//folP//pphB//yjjG//rnlA//pabC//pntA//cof//nikE//rutE//putP//ybiH//rpmA//gadC//yebS//yjbH//opgG//yieF//tmcA//exuT//plsC//fdnI//gdhA//rbn//mdtJ//dgoK//gatC//lpxM//phnC//sdiA//gntU//ycaO//creC//rfaG//mdtJ//yqhD//mglA//yihI//fdx//yadN//yjiX//arcB//hxpA//citT//carA//yfeO//lgt//polB//era//ybgI//yqaE//selA//yedL//rpsO//trkG//rplS//metG//trkA//xerD//lsrG//paaX//sucB//mutS//aas//nrdA//yhfS//fucI//ariR//rluB//fnr//pgpA//lpcA//purU//ldrA//kilR//priB//yejF//dtpA//zapD//ldhA//tufB//lsrG//ydaC//rfbD//rhaT//speC//ycjD//yehD//glgA//yghU//selA//pykF//rfaQ//livJ//glmS//cysA//ribB//arsB//murQ//raiA//pstS//ogrK//ypdB//bglF//panC//trg//cpoB//kbaY//kgtP//trpA//yidZ//fadH//mlc//tmcA//rpoA//ynfF//lasT//rclC//rna//corA//mtgA//sapB//
GO_0051726_5	glmU//eno//narQ//sgrR//flgA//
GO_0051781_6	araD//map//
GO_0051782_6	hyfR//yqiJ//mdtI//kdsD//yhcF//allS//cmtA//
GO_0051788_5	yhcH//
GO_0051790_7	mrdA//
GO_0051806_6	metN//argG//ldhA//speG//fixB//gppA//prs//yihQ//
GO_0051817_5	cbrA//nikC//yghG//yghB//
GO_0051818_6	cecR//arnA//ygcW//murR//
GO_0051828_5	lsrC//hyfA//ydaN//murQ//mazF//ydcT//mrdA//osmE//
GO_0051883_4	hcaD//kch//mntP//aidB//
GO_0051977_7	ldtD//
GO_0051983_5	mnmC//
GO_0052126_4	pabC//bamD//crfC//hxpB//
GO_0052128_5	purC//
GO_0052131_6	obgE//
GO_0052192_3	obgE//aas//pdeK//ygjH//
GO_0052547_6	pphB//tgt//fimI//
GO_0052548_7	fadB//mdtI//
GO_0052646_5	ftsQ//nanS//mak//gspJ//ulaC//
GO_0052652_8	topB//rplW//
GO_0052653_5	yehY//
GO_0052777_7	mgtA//ftsY//
GO_0052778_6	lyxK//alkB//clpS//
GO_0052779_5	adhE//mmuM//selD//
GO_0052782_6	gspE//glyS//
GO_0052803_5	higA//csgA//yjfP//rlmE//pntA//dnaX//clsB//mltD//
GO_0052837_6	xapB//
GO_0052838_5	nadC//
GO_0055062_9	arsC//
GO_0055065_8	lpxM//psuT//yihT//lsrG//yhdZ//nemA//polB//ygiN//amtB//infC//gloC//arcB//dps//cheR//dhaL//paaD//garD//prs//fimZ//gutQ//pstA//rplY//gpt//pepT//rdgC//tpx//
GO_0055067_8	fhlA//yfiC//lplT//dnaG//rffC//yfdG//relE//minD//tilS//mreD//znuA//fic//
GO_0055069_9	nikE//
GO_0055070_10	tomB//uspF//relE//guaB//paaF//yafQ//
GO_0055071_10	znuB//
GO_0055072_10	truA//citT//shiA//recN//leuC//rppH//nth//mutS//selD//idnD//pstC//hflC//dhaK//xanQ//
GO_0055073_9	gatC//
GO_0055074_9	lpxD//
GO_0055075_9	fumA//
GO_0055076_9	fucP//yihR//speE//fixB//hypF//ileS//citG//ompC//phoU//rhoL//ynaI//tap//trpB//ung//betT//nfuA//hupA//ycdX//patA//ygaH//ymgA//rhaT//
GO_0055078_9	treR//dnaT//cecR//
GO_0055080_7	sdaB//dnaG//mazF//rsmB//secM//preA//ygiW//lptG//rof//rplP//guaA//yciA//sodA//prfA//yjiM//rpsD//yqgF//tabA//dinD//srlA//gapC//crr//narU//rna//ppiA//rlmI//dcuC//yraI//cutC//uxaB//narJ//gluQ//ykgA//yqhC//hyi//
GO_0055081_7	speF//
GO_0055082_4	frvR//yfcU//rhaB//yegV//bcp//prpD//rbsC//gpt//ibsC//pflC//yebG//ghoT//glpA//pckA//trkH//hscC//potB//ykfM//dgcM//yobA//rclA//gatZ//agaW//stpA//ttdB//yjhH//ygiN//rlmM//uxaA//ygbM//yagF//mlaE//atpB//nuoE//
GO_0055083_8	sucB//
GO_0055085_5	fabG//iscR//mgtL//gloA//bhsA//secY//garP//phnK//carA//rlmB//arnB//hyaB//nrdE//clpS//elbB//sxy//yneJ//tig//moaA//cyoD//yjhH//gph//cof//pdeF//yhcF//rhmD//thyA//treR//gpr//pdeL//xisR//abgR//dnaE//dcuR//ybhG//rpsL//ispU//yjcE//rplN//aspC//carB//dgcF//astC//rnb//cspI//ykgF//arnB//yfeW//phoR//ygbI//hcp//tag//rbsC//phoR//queA//yebK//rne//nhaR//shiA//pyrB//hscB//bamB//tyrR//aldB//fliM//yjhC//glgA//folD//yjjI//metC//trg//prc//secA//tehB//rutA//secA//trpB//rpmC//rpsG//dmlA//gcvP//eamB//yaaU//ftp//rpsO//rplN//oppF//ydeP//sfsB//trpD//cmoB//lolB//glpF//hemL//ccmA//argO//aqpZ//hns//entE//rdgB//hyfR//hinT//baeR//yhfS//flhD//dauA//opgD//ravA//ybcM//nth//moeA//insI1//fimZ//paaB//crr//ldrA//waaJ//srlB//dacC//dcuC//fabG//hyfC//fumA//hycB//hslO//potF//nrdD//polB//norV//ppiC//entC//ade//infB//araH//nlpE//ampE//yhbQ//dnaX//potI//cutC//plaP//ligA//lpcA//oppC//cueR//dacB//feoA//yegT//rcsA//arfB//tdcB//pheA//ampD//fadH//rffT//tsgA//fruB//cysU//prpB//hycH//ycaO//glgS//nrdI//lon//rhaS//sbcB//yoaA//pgl//srkA//tmcA//yegS//paoC//mhpR//rlmF//osmE//yhjG//kdsA//moaC//artP//ssuC//topAI//ugpA//rbfA//mnmG//mukB//rpoD//yciG//dnaE//mutT//yicJ//uvrC//yehA//wzb//hofO//mtfA//prkB//mdtP//raiA//rcsC//nirC//wzzE//yebG//gdhA//metE//phoE//pgrR//yegS//fabD//ybgI//gltX//bdcA//xapA//qseB//gph//fliL//stpA//gntK//lolC//mscM//gcvT//fkpB//yadC//nuoI//nanR//ridA//intA//rhaD//rhmR//metE//rbsR//metL//ydeT//lnt//pepB//hisS//rluD//glsA2//bioA//mlaC//rfaH//cpxP//ydiF//ddpA//tehB//rplF//hypE//mdtK//metE//gudX//paaX//dctA//atoB//ydeI//waaU//mcrA//sapB//wbbK//aaeR//ebgA//yggN//murJ//psuG//argS//rhtC//ccmC//rplD//casD//ycfS//sspB//modB//dnaN//lhr//yihX//sugE//xapB//surA//nadK//rmuC//kdpF//cutA//yieF//sulA//nanK//yehT//tar//yibF//lacI//yeaG//yagE//feoB//hprR//rseP//yraI//frdB//gph//yihS//phnK//trkA//ihfB//nrdA//epmA//glpG//yciF//araE//caiB//rbbA//yqjH//greB//fmt//mtfA//gmd//tsaD//psuT//paoC//cdh//ygaV//flhE//fnr//ispU//gadB//pgsA//ttcA//yoeE//yoeE//argB//rnd//phr//cspE//yegD//holA//pyrC//ghxQ//cspI//tyrA//ybiH//gshB//gltL//cstA//smpB//pbpG//lpxL//yaiW//gppA//mdtO//dedD//mltC//apaH//lamB//cheY//raiA//yadG//ubiE//mgtL//fhuC//ispF//dsbC//nth//pyrF//sfmA//yebK//yrbG//garL//tbpA//glcB//crcB//yciG//frmR//menA//dauA//murD//aslB//ybgP//sdhE//thrB//ymgF//lpxP//dsdX//ymfK//cusF//dxs//yagE//thrL//rffM//secB//trpC//chbC//ftsB//nagB//atpC//amiD//bamB//nlpA//glpT//narK//ymfK//fepC//tesB//yafS//ansB//leuA//dtpA//relB//tsaD//agaS//kdpA//atoC//yjjI//higA//ade//ftsL//cysZ//rpsA//modC//torR//casE//fetA//nsrR//chaA//yfjR//yieF//uxaB//treA//dppF//gudX//fre//chbG//ggt//dgcQ//hemB//minE//napC//waaB//
GO_0055086_4	yhdJ//gppA//mltA//ribD//ilvL//mobA//hemA//bdm//rclR//hdeB//ghoT//dsbB//sucB//metH//ldtB//rhlE//sufA//yggT//tolA//dctR//entF//insI1//yfiF//ynfK//yejE//pgl//htpG//iraD//fliT//fucA//tadA//opgE//exbB//selB//glmM//gluQ//cheR//fepG//pyrL//queE//nfsB//lysC//bcsA//ptsG//potB//mltF//gor//ltaE//hemD//fadK//yhiM//potE//wzyE//xthA//yjjU//cydB//frr//epmA//eutB//fadA//cysD//melB//crfC//glsB//sutR//waaO//rffM//hipB//ygjR//sfmD//pbpG//dapF//bioP//tap//pabC//kdpC//ymfA//yebQ//yoeB//clsB//lrp//dgoA//yjbG//pgpA//glsA1//epmA//mtlA//mntP//uhpA//hypB//citE//fimI//ygaZ//ybeY//pliG//bcsA//thiM//creB//pcnB//yiiM//rlmM//hchA//ackA//ygfZ//cadA//uvrC//ispG//minE//clsC//ybiI//ydiZ//rluF//nei//bepA//lrhA//fimH//adiY//yphD//dnaX//alkB//fau//ydaC//paaE//hycI//chbF//leuO//mug//ddpX//add//dapA//cmoA//mcbA//pepB//phoU//ydeM//gltL//yghU//yehP//dgcQ//ackA//shoB//trmO//yhaV//ilvM//yfdR//bsmA//wzc//yihR//ybeY//cpdB//glpB//rplD//yfiF//cpxP//pbpG//frmR//cynX//panE//wecC//trpA//purF//rdgC//acpS//tauC//clpB//blc//rof//eno//gspI//cysN//cysM//narJ//
GO_0055114_3	lpxL//nagC//ybaQ//rsmC//curA//yajL//ygfI//cirA//fadM//mepH//ispH//yfdR//metC//paaE//yiiD//flgG//flhC//insB-4//dapF//chpB//gudP//holC//sapF//yehZ//rbbA//nirB//yjiA//ftsP//yegV//tnaC//yfgJ//hrsA//sulA//hypB//dkgB//rhtA//ralR//pgm//yfaV//hcaD//yafO//pdxA//ydiR//lpxH//rpoA//sgcR//opgC//phoU//alpA//sfmD//hycH//hflD//rplC//katE//gph//panD//uxuR//cvrA//rcsF//fecD//pgrR//torS//rluD//deoC//qseB//hisA//dapD//fdx//bdcR//bdcA//entS//cirA//yggT//mraZ//mglB//rplF//mtlD//entF//rclR//pyrH//yqhD//ubiD//rfbD//crcB//ldtB//glcA//dhaM//dsdC//yhjG//nfi//aaeR//yfcU//rzpR//sspA//proV//yiaU//nudG//yejE//nlpD//prpD//kduI//hycH//yjcO//baeR//folM//yejA//queD//nhaR//rlmG//sgcB//glgA//rhlE//asnS//waaQ//hyaA//ansA//waaP//rnlA//yggE//rcnR//dapA//lpxC//ycjU//gyrB//gapC//pspA//glcA//cedA//evgS//sseA//ypdA//glpK//ettA//mazG//ymjB//chbC//panZ//avtA//dtd//ybcL//ydcM//glcA//proA//adiA//nfuA//yrdA//dmsC//infB//lsrG//ilvH//yagE//ssuA//rhaM//gsiC//hcaB//menI//dgcN//hcaF//pstS//ybeY//mutL//frvR//mmuP//casD//ompW//ghxQ//cbtA//selB//betI//yobF//yhbQ//envY//dppC//lplT//yidH//insE-1//xylB//nuoB//torI//rplS//csgF//acpP//dcuA//lpxC//araE//opgG//yneE//nuoH//arnA//rsmE//serS//ibsB//
GO_0055129_5	menE//hypD//hflK//
GO_0055130_8	ydhJ//deoA//
GO_0060003_10	guaD//uvrA//cycA//abpB//
GO_0060255_5	rpsN//ibaG//yhjX//ruvC//otsA//thiQ//sdaA//frsA//lpxH//thrA//ychO//dnaG//lamB//ycjD//pitA//ampH//rseB//yedX//ydjK//ybhF//zipA//glpA//hyfR//soxS//mqsA//uxaC//tauA//fecD//purD//lrp//yieF//rapA//nagC//dxr//glvB//nagK//aspA//lsrK//lpd//ssuB//ftsH//rppH//livK//xseA//rluD//puuB//ibpB//gyrB//fumB//ompA//rffC//frdA//yahO//ynfL//hofC//yraH//atoS//yebC//gadE//rhtC//cbeA//zraR//manA//gltX//citT//mmuP//entS//hfq//mepM//dacD//ispU//cas3//dtpA//coaE//fkpA//ogrK//thiP//deoC//livK//cyoD//tmk//mscM//codA//allB//fliK//holB//erfK//mdfA//entF//lpxB//mdtG//iraD//speF//pgsA//gshB//yahO//cdsA//kdsD//atpH//napA//ahpC//tpiA//tesB//ymjB//pepD//yjbB//rpmB//greB//rplX//yadM//yeaK//ydaC//pgi//yihS//sbcC//trpL//iraD//agaW//entE//feaR//sgbH//yjaA//msrA//yciE//tamB//lysP//lpxD//tpiA//ydcS//ytfR//nanS//efp//cheR//msrQ//dppA//yihQ//rpmE//glvB//thrL//dgcE//trpD//gutM//ubiX//mntS//yggT//citT//yphB//lnt//rihB//yeeJ//gph//moaA//trkG//ttdR//yjcO//ygbM//cspD//rpoA//gabP//iscA//pgl//yjbF//ydcZ//tolR//ydiV//pdhR//xylG//metG//yhdJ//ydiV//hscB//pspG//ybjX//entS//lpp//fiu//malS//yjcE//hprS//tynA//nikR//rsmA//gpsA//yebZ//gsiC//waaA//ynbD//mdtQ//yhdW//rpsE//phoR//aroB//relA//yegS//queC//yciH//manX//mppA//tldD//rplS//rhaB//cadB//menI//yebZ//yfhM//ompA//yihP//gadW//yejA//hokE//rpmC//pgpA//fadR//purR//uxuB//mppA//aroK//ybfA//mtnN//thrA//nanK//tusE//ibpA//atpF//ydeO//modB//ttcA//dedD//amiC//tabA//cysP//cysZ//osmE//glmS//amyA//gpsA//gltD//metC//gshA//dsbB//iaaA//gapC//cheW//speE//queF//arsB//exbD//dhaL//frmA//gfcE//ybcQ//ygaZ//rfaF//hipB//ykfM//ubiF//prpC//tdcB//intQ//pphB//hycH//bamD//ygjR//artQ//mdtK//fbp//sufD//rne//mhpD//fixB//prfA//der//ygeR//rzpR//sugE//ykgO//xdhB//speB//yeiE//rpmB//ftsP//ampG//tktB//fimI//ppk//asr//zntR//kbaZ//murP//zitB//hscB//yjjV//yiaU//uidC//argG//yjjQ//mrcA//atoS//yjiY//yfdO//pepN//yfaX//gmk//hycI//smpB//gadC//ompW//mdlB//mrcB//mdtE//azoR//lolB//nikD//argD//yfaV//pdxK//fdhD//iap//mug//hisH//hlyE//mtr//rclA//yidL//mntP//pykA//ppc//narG//ariR//fumB//ybhF//tdcG//fhuB//potB//ssuE//galT//tufB//kgtP//guaA//rplS//trmA//pfkA//iraD//pnuC//nanR//yedX//moaA//potD//rhtC//cueR//fetA//trpC//yccX//entS//
GO_0060274_5	livG//
GO_0060326_5	cusC//
GO_0060341_5	yaaY//rpmJ//
GO_0060491_5	mglC//qseC//sspB//yghB//
GO_0060566_8	mngR//
GO_0060567_8	acrB//yjiR//thiL//
GO_0060699_8	tonB//metL//chiP//rodZ//rffC//
GO_0060700_7	fimE//dnaN//tsx//xseA//cmtB//
GO_0060701_8	ftsQ//fbaA//iclR//aroB//grcA//
GO_0060702_9	guaC//folM//oppC//potE//hofM//
GO_0061013_7	putP//nanK//elfD//acpS//rssA//
GO_0061024_4	hslU//fdhE//appA//gloA//ldtE//pgaC//insI4//yebG//yejE//emrB//ygbI//fepA//
GO_0061077_4	ortT//ftsY//yafQ//topB//rusA//accD//tsx//narH//grxD//ascF//gcvT//aroH//bsmA//apt//ybdH//yajO//ybhA//mfd//cas3//hyaB//mak//mnmE//moeB//
GO_0061475_9	xseB//
GO_0061504_8	ettA//
GO_0061610_5	ilvI//
GO_0061615_7	frr//sixA//
GO_0061687_3	dgoA//eutD//aaeB//kdpA//clpX//yahO//
GO_0061720_5	insI-2//cspB//cysM//rlmI//
GO_0061727_6	rnhB//obgE//uxaC//dctA//yphF//lptD//frdA//yraR//idi//murA//ccmD//yhcD//ybjG//ytfQ//hybD//gltS//glcB//kdsA//tpx//ybbY//rffC//hypB//mrp//uspG//
GO_0061984_6	dctA//
GO_0061985_7	tyrR//
GO_0062012_5	mutL//sbmC//rlmD//proC//dsdX//kefC//gloA//sspB//dmlR//paaF//leuA//
GO_0062013_6	phoA//kup//rpmJ//
GO_0062014_6	ydeP//lptD//
GO_0065002_6	ybhR//mmuM//rseP//bioD2//ptsI//pepN//clpB//dnaT//
GO_0065003_5	sgcX//uhpT//pyrH//entB//fixC//yihO//gntR//rtcB//rpnD//malE//epmA//hyaC//rffT//pgpA//cysU//hslR//ynaE//ldcC//crfC//yghO//clpP//yceK//sad//symE//sbp//hemG//hemN//livK//motA//pepQ//ydaC//glyS//ettA//rffC//ydcR//deaD//dnaJ//rpoH//ccmD//ompT//cysB//pdxB//glmU//selA//pdxK//znuA//rlmN//yjfP//rfaE//truB//rfbX//tolA//xylE//trpE//pdeF//cheB//hcaF//alsB//gfcE//garK//ptsI//crcB//glpF//kdpB//recD//rpsG//serS//thrC//lolB//setA//xylR//moaE//dppA//tdcB//argB//rpoD//lpd//rcnB//queF//fdhE//ackA//ldrB//gcvA//iraP//yccA//sfsB//ppsA//mgsA//rbfA//pbpG//gapA//citX//
GO_0065004_6	yeeL//
GO_0065008_3	yedA//accA//clpB//ybjC//gatC//mscS//glcA//araA//lptB//pdxH//asnB//rlmM//trkG//ompL//prc//prfC//napF//arsC//insI-2//frwC//wzzB//allR//yafQ//bamB//dacB//ydaV//sgcR//cspI//birA//trpB//ptsH//gabT//rplC//mdoG//srkA//bsmA//rpsJ//yqjA//livK//era//pnp//fimE//ompR//vsr//zapB//arnF//fdhD//trpC//tdh//gudP//fliT//rutG//dtpD//psuT//yfaV//fadA//soxS//yfcV//rpmC//uof//insI4//suhB//mliC//fepB//agaB//panE//sdaB//ytfT//rhaS//garP//nanK//cyaA//fadH//tatC//nikR//cspG//yfcQ//csgA//lnt//fadD//yfeD//wzzE//frmR//lysS//rlmC//phoU//agp//yiaF//yqjH//bdcR//ydcR//ybiX//kup//yadK//galU//ade//osmE//ftsB//nikD//yhbY//hyaB//nudB//tsaD//tauC//sbp//nfi//hypC//ompC//ydgA//priC//hcaC//ruvB//fdx//speA//dnaK//rhtA//alsE//fbaA//mutH//rof//dnaC//grcA//uxaB//rplX//afuC//rplD//rpsH//fdoH//chpB//yhbY//agaW//
GO_0065009_3	nrfD//ibsD//mcbA//ydiQ//alkA//lpxB//puuB//folX//feoA//htpX//prpB//waaY//rnt//lpxH//fdoG//citC//xisE//rsfS//yhaM//rhaS//argT//paaE//gsiA//sdiA//bioD2//gloA//secF//frlA//rdgC//frmA//ynaI//hfq//mlc//rpsT//paaE//ompT//ybaK//ybaO//recT//glmM//tsaD//kdgR//citE//dkgB//ubiF//sodB//rtcR//hyaB//map//phoB//xapB//pal//tatE//flgE//sdaB//galP//ybaQ//cspA//ubiA//mliC//mepS//insI1//rpsO//narX//mltD//sodC//fimG//lsrD//amiB//ascB//ggt//crcB//rnt//nirC//npr//cmoA//pyrG//
GO_0070084_7	yieF//
GO_0070085_3	fepC//cpsB//
GO_0070178_5	yajR//
GO_0070201_6	flhD//moaB//yhjV//
GO_0070206_7	hscA//priA//adiA//aroA//
GO_0070207_8	yjfF//cpxR//mtlD//cysS//
GO_0070297_7	ccmG//
GO_0070298_8	yiaT//
GO_0070301_6	pdxB//rpsM//mdtL//mutS//nuoB//elbB//yihP//yieL//ubiF//cheW//
GO_0070329_5	ulaC//cobB//
GO_0070413_7	ilvM//entE//
GO_0070415_6	wbbK//pbpC//
GO_0070417_5	yihT//lpxB//relE//pfkA//
GO_0070453_7	pheS//
GO_0070475_7	yciH//mngR//leuC//yfcF//dld//rlpA//fliA//ugd//ydfD//frvR//galE//idnK//polA//galU//yphF//eutK//dgcE//rfaH//ydcZ//
GO_0070476_7	secF//galS//
GO_0070482_4	ydjL//nth//rpmG//rzoD//
GO_0070525_7	alr//vsr//cusS//hrpA//
GO_0070574_9	yjfF//rffG//mdtC//bioC//
GO_0070581_8	galM//
GO_0070588_9	cdh//
GO_0070589_6	fimZ//rutB//melA//fes//argR//rssA//katE//hpf//astC//glmM//ghoS//rstB//glpB//deoA//ymgA//aidB//purN//rsmH//ampE//ugpA//zinT//yggD//arcB//tolC//thiH//menA//cdaR//malZ//yajO//sulA//araC//ilvA//sufC//pykF//aspA//livM//tauB//mltC//recQ//sugE//ybaO//frmA//tatE//
GO_0070627_10	lpxC//
GO_0070646_6	gadE//
GO_0070647_7	dapA//
GO_0070689_6	csrD//yadM//
GO_0070716_8	appA//
GO_0070726_5	ybdG//fepG//
GO_0070727_4	ymfA//yhgF//cheZ//hycB//yfcS//hemB//kdpC//ybjG//cbpM//sfmD//gnsB//yhcF//frwB//bdcR//nikE//ygbL//panD//
GO_0070778_6	cusA//rpsS//
GO_0070838_8	ybiT//syd//yjjG//tsgA//yjjU//degQ//miaA//acrZ//mrcA//ubiA//fhuC//lit//xanQ//dusC//cspG//
GO_0070873_7	yagG//scpB//
GO_0070874_7	glxR//
GO_0070875_7	hdhA//
GO_0070887_4	rluD//dgoA//cpxR//ssuE//murG//holB//alsA//crl//moeB//aaeA//abgA//aldA//prpB//moaC//zapD//lasT//argC//mltG//ycfS//moeA//thiG//gspI//tusE//yhaJ//cpxP//btuB//cpdB//cbeA//ompC//qseB//ampD//sdaC//flgB//yfgI//chpB//satP//yjcE//frwC//znuB//holD//fdx//ldrD//araD//nanR//ccmG//garK//nirC//hcaC//scpC//lspA//yjcE//sixA//cdgI//intE//udp//ttcA//moeA//fkpB//yccX//yeiL//
GO_0070894_6	ftsB//
GO_0070925_5	truC//artP//ldtB//prmC//opgG//dgoD//ytfE//nanC//mdtD//mglB//
GO_0070930_7	erpA//
GO_0070972_7	rpoA//
GO_0070981_6	galM//
GO_0070982_5	lacY//
GO_0070988_3	trpE//pheT//
GO_0070989_4	hemN//
GO_0071103_6	trmJ//frmA//umpG//waaF//galK//hxpA//fimF//ldcA//dgcM//rne//cheY//rplY//hemN//ybhI//insH-6//trmH//mazG//chbF//yqiI//
GO_0071139_6	rplM//ybiH//
GO_0071214_4	ilvN//hisA//csdE//purL//tar//nudF//yqiH//sseA//pppA//mepH//lptC//mqsA//sutR//pyrC//pdeD//recN//fic//dmlA//nadA//bamD//gadE//mmuM//dgcE//pta//
GO_0071218_6	ycfL//
GO_0071229_5	agaR//rsmD//alkA//sgcX//cynX//
GO_0071230_6	csgE//
GO_0071236_5	yagG//gadE//lptC//malK//narW//priA//argC//dctA//accC//hcaC//ssuC//tcyL//oxc//yjjU//cspE//hicB//yohC//yhaJ//
GO_0071237_6	pta//hcp//
GO_0071241_5	mlaB//ybiI//xseA//rbsB//spy//bioB//yqjA//lhr//sfmH//hemE//glvB//cedA//infC//xseB//ybdG//otsA//rsmJ//
GO_0071243_5	treA//
GO_0071248_6	csdE//ralR//coaD//bcsQ//ygeW//agaW//priA//bluF//recF//truC//ccmH//frmR//ackA//ampG//
GO_0071249_6	pnuC//lptE//
GO_0071250_6	yjjU//purD//
GO_0071265_5	dinB//fliD//sfmA//clsA//mhpB//
GO_0071266_6	mdh//gnd//
GO_0071267_6	hcaT//prpB//kdpB//
GO_0071270_6	hemN//ytfQ//
GO_0071271_7	hemA//pyrL//
GO_0071276_7	grpE//murP//
GO_0071280_7	argE//proX//
GO_0071284_7	ligA//
GO_0071286_7	araC//nimR//
GO_0071287_7	glcB//
GO_0071288_7	thrB//clcA//
GO_0071289_7	intS//
GO_0071291_6	yiaB//
GO_0071292_7	cueR//trmI//
GO_0071294_7	lasT//ebgR//
GO_0071310_5	xapB//mazG//hsdM//rclB//alsB//fdrA//iaaA//nrdH//sbcC//mreB//yrfG//
GO_0071417_5	yhgF//cbl//hdfR//
GO_0071421_9	def//entD//atoC//
GO_0071422_7	mtlA//glgA//accC//
GO_0071423_8	ymgA//
GO_0071453_5	yqaB//iraD//ebgR//
GO_0071454_5	add//rplB//
GO_0071456_5	nlpA//
GO_0071467_5	mgtL//wcaB//phoQ//yoeB//rlmL//hofN//ybcQ//dcuR//hrpA//nuoN//uup//
GO_0071468_6	dnaG//coaE//trpS//yhjC//adhE//ybiW//ydiB//lolD//nth//alpA//
GO_0071470_5	fabD//yobA//ispF//dxr//aroB//yhbY//luxS//shiA//eptC//gntP//
GO_0071474_6	yiiM//phr//nrfF//eutN//
GO_0071478_5	btuD//rcnA//folP//
GO_0071482_6	parC//insB-4//cusR//
GO_0071483_7	insA-2//
GO_0071495_4	allR//araA//kgtP//
GO_0071496_4	tauB//tag//cbpM//rnt//yijO//nikA//deoB//ndh//sdhA//mukB//sbcD//gcvR//potD//fbaA//xapA//idnT//hchA//ddpA//raiA//pdxB//rbbA//cysS//dsbG//kdpA//serA//pinR//dgcM//fixA//sfmC//metG//wcaJ//yhcF//yiaL//idnK//ybcC//mntR//ilvL//mzrA//mntR//yfcG//secM//era//rclA//ybdH//dhaL//coaA//yidR//ybjN//chbA//waaJ//proA//ybaT//idnO//
GO_0071500_5	acpS//
GO_0071502_5	iraM//
GO_0071545_6	dsbG//cyoA//
GO_0071554_3	ybhA//sufB//rutF//mipA//recB//ydeE//agaI//fadL//rng//nupG//fbaA//rihA//ddpX//dppC//cdgI//menB//cobC//rlmM//birA//tsf//mzrA//ycbV//metR//
