#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	artM//ycbU//gcvP//lysU//
GO_0051172_6	tauB//mreB//menB//dgcN//oxyR//kup//ptsG//hicA//fabR//dcyD//mglB//iraM//wecB//hemB//topB//glgB//rimO//hisH//yqhC//mutH//moeB//dnaQ//yphB//phoE//tnaB//sbmC//osmF//atpE//epd//mdtK//iraM//gstA//nsrR//pabB//fkpA//gfcE//rluF//raiA//tamA//yagU//yfdK//crp//yebZ//yadC//yjeH//etp//hyaD//fryB//patD//mtfA//uvrD//yjcE//cydD//cobS//paaC//pabC//ydjL//nlpE//rapZ//ybdO//rluA//ugd//aroP//higA//entE//yeaE//ydjE//creC//purF//yneE//yadN//nrdA//putP//deoB//mmuM//trmH//kbaZ//appB//lpxK//hypA//puuD//tdcE//uhpA//elaB//ghxQ//ydeM//rffC//lpxB//sgrT//essD//gcvT//ydhQ//livG//ugd//aceK//ydeO//ynhG//ymjB//trmH//rcsF//ulaG//lpcA//cheY//xapB//speG//slyD//rcsF//ycfS//fimH//hofQ//sfsA//uup//crl//chpS//ytfR//sgcA//rlmB//guaD//thiI//potD//sucD//sucD//mdtG//cspI//trkG//mepH//tig//rhmD//suhB//yjhH//mglB//dsdA//
GO_0051173_6	setA//hyaA//tusA//hemL//dsdC//bglF//yggW//psuT//xerC//lspA//melA//potB//yfaU//poxB//rrrD//nupG//rfaC//flgK//fecA//yjcE//ybgP//ycfS//ybgI//tatC//cdd//mngR//bioD//yqcC//yiaL//iraM//kbp//tdcR//aroB//yhgF//yabI//satP//puuC//ybiX//fabZ//ybiO//rsmF//glgA//ftnA//yoaB//purL//shiA//frwB//dacA//intS//ompC//gadB//yggE//fimE//fucK//rarD//nikE//tdcF//ftsZ//ydiV//mug//secG//ydcP//eutK//bolA//copA//recB//fdhD//erfK//rbsR//metR//rluC//glpX//yggN//ilvL//htrE//clsA//tomB//pdxY//cirA//araD//psuG//rho//ygiV//uvrA//msrQ//flgB//fucO//iscX//tcyJ//
GO_0051174_6	glcB//uspE//fabA//dacA//napF//rhmD//tdcE//nanE//cyoC//dxs//
GO_0051180_5	leuO//rpoE//fhlA//aceK//pcnB//yidC//hrsA//cspC//dsbD//birA//yhgH//gltL//acrB//ybjI//uhpB//cspD//
GO_0051181_5	csgF//guaD//rclA//nadK//ygfA//lptB//hrsA//mdtC//ykgA//yjbF//sfmA//slyD//hypA//flgK//agaB//diaA//cmoM//rihC//flgB//ytfT//fdhF//marA//selU//nsrR//ycfL//basS//caiB//ycjY//ydhK//nlpI//elaB//ldtB//hcp//mglC//ydcR//yhaC//rph//ygiV//lysC//bglX//rsmE//
GO_0051182_6	rapA//glvB//pgm//nikD//aroD//
GO_0051186_4	astB//tauA//lolC//mglC//lplT//fepB//uvrY//fklB//mug//kdgK//galE//murA//fdnH//hemB//casD//polB//guaC//frdC//ivy//yefM//pgsA//ubiI//hisS//ompG//glcB//envZ//fepE//ubiB//aroH//yehB//bipA//msrQ//frmR//gntP//hofO//gdhA//csrD//xisR//ndh//yhbY//pstA//dacA//gapA//cpsB//kgtP//fixA//mdaB//arcB//lepB//yraI//wza//curA//thiI//ompW//agaW//suhB//gntT//yeaK//fimD//alaS//rclA//parC//ralR//glcF//dgcT//cutC//aidB//agaD//ibpA//rnpA//lpd//abgA//glnP//rimJ//lgoD//pth//tamB//pntB//fliS//pyrG//dcuC//flgG//cheR//gabD//pldB//rbsR//cysH//deoD//aroK//nrfA//fryB//lolE//fpr//ccmE//radD//ybhR//yafN//ompW//tufB//appC//rhaD//nanS//yhaC//glpG//sucB//osmF//sad//yciF//ptsG//amiD//sxy//intQ//rhlE//mltD//mdtG//phnG//lolE//ygcR//guaB//yahI//yhaV//iscR//frlC//yahK//hyaA//yqiH//tusD//ispA//rplA//waaL//borD//argA//ygcR//grxD//miaA//feoB//narP//narU//rhtB//rseP//ybjC//mtlA//nuoH//metH//otsA//yfdR//radA//yhaO//frdC//kup//ycdY//yihO//trpD//ptsH//uidR//glpF//glxK//ybhI//yieL//rfaF//malZ//sthA//ybiO//ghoS//yfeD//pdxH//yqgB//purT//eptA//aceB//ydcP//hisB//rpoA//msbA//yeaE//fliS//yfjV//ptsH//yjcE//lptF//icd//ihfA//lnt//tusD//yidQ//modC//aphA//speC//cusB//pck//nuoI//htpX//fixB//hypT//cysD//ridA//rlmI//nuoG//phoA//
GO_0051187_5	uidA//dgkA//casC//erfK//pta//pyrC//sppA//hipB//dtpC//tbpA//
GO_0051188_5	yfdC//emrE//ybeF//panZ//lipA//cpxA//ydjK//aroK//lsrR//aqpZ//uxuR//mlaC//recB//umpG//mscK//gfcE//yiaM//cyoC//yghW//gldA//csgE//folA//icd//cyoA//araB//yrbG//mltF//recF//lgoT//hflC//clpS//yjtD//ugpE//ygbI//ttdB//paaZ//ppx//ulaE//yqcC//eamA//acrA//dppF//ydjE//yfcU//ulaC//rbsA//tsaB//thiM//fiu//miaA//nrdH//accA//yqeF//ldrA//lpxT//relE//hprR//tilS//nac//rsmB//eamB//glgP//menC//yghO//uspE//yiiM//copA//rlmC//lptG//torC//insI4//lysC//nuoE//yedL//wcaB//yoeB//aroP//fimE//elaD//lpxL//gshA//dnaT//yebZ//sucD//ugd//mnmC//alsC//solA//acnA//yadG//nikB//fau//atpH//flgC//aceA//mdtJ//uspF//trkH//ynfF//feaB//prkB//yhgF//aroP//yidC//hsrA//ygfA//yqiH//pabA//entA//yjjV//rhlE//yggW//mgrB//corA//hemB//fixB//ybeF//puuD//hisF//srlA//xseB//yieL//fdhD//yiaJ//galT//kdpB//fabI//mscL//hslJ//rlmJ//insH-6//rlmI//zntA//fliZ//ygjR//yhjC//purL//gcvT//ydhC//ydaN//nrfB//dacD//bioD1//glgA//bisC//chbG//
GO_0051189_5	yigL//bdcR//rbsB//ilvH//prkB//rpoA//torZ//arnF//yhbS//groL//yfdG//metG//
GO_0051191_6	dppC//
GO_0051193_6	rnd//yadN//gsiC//
GO_0051195_7	ampH//
GO_0051196_7	mdtA//
GO_0051205_6	osmF//glnE//appY//yceK//hns//cyoB//fliK//ygfZ//ssuB//mngR//
GO_0051223_7	lon//ydgA//yfbR//
GO_0051224_6	lgoT//
GO_0051234_3	ydiR//yhcN//fepD//murQ//zraS//ddlB//lsrG//argF//waaG//prs//narV//rpoS//entB//srlA//flgI//pepB//rlmC//udk//carA//scpC//cysC//folE//mmuM//fhlA//minE//ybfA//yfiR//fruA//cusS//diaA//sufA//xylR//dcuA//malI//tolR//serC//glcA//tabA//glnH//galF//frlR//dgcF//yibH//argB//fumA//ygfZ//yiaO//bolA//viaA//srlE//treR//carB//yjiY//idnD//ygjH//tatD//uhpC//rpsE//narP//pfkB//modB//paaD//erfK//etp//lsrR//yjiQ//pmbA//opgG//rffC//cysC//cydC//glgP//psuT//hfq//yhbS//guaD//proP//arcB//lldP//ybfE//yeeY//mlaB//secM//pfkB//tatC//alsK//macB//ghoS//pdeD//yhjV//yidK//rplF//malX//katE//ribF//ispF//nuoL//panC//ybhA//recE//nrfA//lon//dcyD//rspB//gcvR//ydhK//hiuH//lnt//phnP//menF//ebgR//ulaA//proS//pspG//recX//greA//dgoA//mtlA//ycbV//rpmB//basS//mdtF//arnE//lptC//uvrY//adeP//torR//rplC//fruA//ycgV//dinB//ygdG//iscU//kch//rep//agaI//arnF//glpR//recF//fdx//argI//tdk//elfG//ugd//betB//dcp//era//aldA//mtnN//purL//cynX//cynX//pgk//nlpA//xapA//wecB//agaD//paaD//ydhC//proB//mhpT//psuG//lipB//pfkA//speD//rzoD//ytfE//actP//yedA//rfaG//hisA//rfbC//hofM//ydcP//metE//ydcS//pspA//maa//pheA//mntR//nepI//yhbX//clpS//alaS//acpH//yejE//lyxK//rffC//kduI//sgrT//orn//yjcE//selD//zapA//hemC//nagZ//fimC//grcA//ompT//ycbX//mutS//coaA//glsB//spy//infB//cycA//cpdA//thiH//dcd//dnaE//cyoD//hcaC//pyrG//tktB//agaR//fabB//lpxH//hcp//rcsD//dapB//dicB//waaJ//maeA//trkH//argK//yjbH//paaZ//yghU//trpGD//ompN//sdaC//yjjI//rplY//sdhE//selA//ypdF//ynhG//thyA//ftsX//modC//trpR//torI//ygiS//artP//essD//casD//tonB//galS//ydeE//lipA//trmJ//murA//groL//gyrB//hsrA//htpG//narL//cdh//trxA//tmcA//cedA//ascG//slyA//sthA//elbB//yqeG//pheT//ispB//melA//intA//ydcP//ydiZ//yihR//oppF//lacZ//insA-2//trxC//yiaJ//cueO//prmC//ydjL//mltG//btuC//yadN//yihL//aroL//yihT//marR//zur//yifB//yfdC//hslO//lgoD//recB//rpsS//clpA//speD//pgpC//yebS//uvrA//araE//ubiB//recG//bioD2//hexR//rlmE//glnB//kdsC//ndk//yajO//folM//frwD//nrdR//htpG//eutB//ftsI//lysU//tqsA//dgcZ//abgA//qorA//puuE//fecD//fliT//pta//degP//glk//curA//lplT//pyrC//mliC//sbcD//rcsB//ssuE//mrp//aroH//cysN//uraA//kdpC//dgcJ//cobT//epmC//chbF//ygeW//dppB//recQ//nudB//lipB//glyA//rbsC//mdtE//ycbX//arnB//bioA//ruvA//mukB//alaA//priC//yigB//glpC//yjjV//yiiD//hycI//fimI//cobS//dtd//yehP//fucP//agaD//ompA//dacB//mlaC//deoR//eutB//sppA//rcnB//rbfA//plaP//glvB//dedD//yihQ//kefG//phr//ybcM//yfiC//nudF//tdcA//rplF//sgbE//sgcA//kdgK//ahr//ldrD//cdd//ygcR//yfdK//potG//flgE//ahpC//udp//rclR//aceB//comR//ompN//yeaG//secD//tyrR//torI//ybaL//lon//ghxP//higA//ybaO//pdxY//amiA//yjbG//sapB//tmcA//prmC//cspB//tesB//alpA//hemG//fpr//csdA//alsE//rpsL//proS//tesB//araA//cheB//frlA//yhdW//ycbV//kbaY//recG//nrfD//nuoL//serS//intQ//rplS//poxB//xthA//yiaL//rlmN//yhgF//yiiM//livH//xapA//ybaQ//chbF//ais//fryB//rutG//entA//lolD//gyrB//rtcB//ycaO//pyrB//ycgR//lamB//pphA//cbeA//mutM//rpsE//yehA//tdcE//ilvM//kdgT//puuD//emrB//hemE//hybO//tdk//yadG//cspB//basR//argP//glgP//murD//rpe//tdcE//moaA//malK//ansA//fimH//nikB//ycgR//queD//proP//lyxK//wbbK//acrA//yjtD//livH//mdtC//gcvR//melB//pfkB//sucC//trpL//yafN//yoeB//sgcX//proW//era//gabD//chbA//aslB//ytfT//accB//sodA//betB//hycA//asd//ptsN//groS//bamD//ada//hisB//chbC//hda//arcB//kdpC//ompC//uspG//lepB//ybhI//eamA//rcsC//queA//umuD//srkA//rseC//umuD//rluF//cmk//cas2//rbfA//cirA//queA//lpxL//yjiA//hha//pgpC//srkA//insB-4//accB//epmA//recC//ydcO//cysK//yagF//mazG//lpd//frmB//zapC//rlmG//dnaN//sgcB//bluR//manA//rmf//yidC//arnF//fruK//rimI//zupT//cspI//acpP//essD//ribF//yejE//flgJ//hisS//hokE//emrY//ddlB//artQ//arnE//sbcC//paaA//leuA//glcC//waaF//hokE//ybgI//dnaQ//nuoE//pgaA//yfbV//cysE//pykA//eutD//modC//rho//bisC//pepT//ydeP//abpB//ybhP//pstA//murD//udp//exoX//
GO_0051235_3	cusF//mdtL//hisA//
GO_0051238_4	ymgC//agaW//cadC//
GO_0051246_6	ybaM//modB//satP//nagB//ybcJ//nadC//fbaA//rfbB//kdsD//lyxK//ivbL//livF//phnG//deoA//actP//ybgQ//ydaV//mazG//satP//cbl//adiA//atoS//fbp//yadG//hyaC//folX//panD//ldrD//moaB//miaB//yraR//metI//barA//fabB//narJ//insH-5//leuS//glnA//yqhD//aldA//hofQ//sdhD//pspA//fhuD//argH//frdD//rimJ//clsC//dsdX//yehT//gcd//fic//aslB//
GO_0051247_7	trmD//rlmN//eutA//aroB//ykfM//btuD//clsB//yhhT//hdfR//ybjL//rlmB//
GO_0051248_7	astB//chbR//clpS//macB//dsbD//holD//ydiF//gshA//frlC//mdtM//mdtM//rpsA//pheM//ssuC//yedL//folX//hipA//ybdO//idnO//rplM//glpC//bcsQ//nagD//pyrE//lapB//mhpB//folX//rlmF//fumA//deoR//hisM//
GO_0051252_6	rfbB//kdpA//asnA//rarD//mcrA//dsdC//ygaH//hyfF//cas1//citG//yjiQ//dinQ//flhE//fis//dcp//tamA//pck//queE//yehZ//yigB//dgoR//yidK//nikD//xylH//mdtD//frlB//dgoA//emrE//lrhA//leuE//envC//truB//gdhA//mdoG//glgP//pgpA//yfcP//hycH//tamA//murP//rssB//yiaL//speB//rnlB//gntP//insI-2//fmt//dmlR//eutB//puuD//kefF//emrB//ybiW//wecB//bioB//rcsB//yhbQ//rhaD//dhaM//yihW//menD//phoQ//yadN//phnI//mlaC//lacZ//gor//rplK//ygbN//thrB//rhaT//adiY//pepA//hybG//rfaH//xylB//cbtA//serS//uxuA//xapR//ilvB//gspJ//recF//dtpC//yaiV//ldrD//pflB//lpxM//murP//recO//bioD1//gshB//paaF//metH//rbsD//yhbQ//rpsA//xdhB//elfA//torI//glnE//ybcC//kdpA//gltK//pspF//hslV//torS//insI-1//frdB//nrdD//yoaB//ycjY//accB//yfcG//dnaA//hrsA//thiQ//hycI//rlpA//modC//mdtD//nhaR//pepA//dcd//radA//creC//pepD//gatA//rph//hinT//uxuB//yjhI//malG//argD//cusA//sapB//yaiW//atoB//puuC//qorA//sucB//ybiT//torS//abgA//flgK//mnmC//iap//priC//hofN//opgD//ybgI//caiT//ypjD//clsB//srlA//rlmI//yihW//ascF//yihU//agaC//rsmC//ligB//mlaD//atpE//ygaZ//ydiV//prc//ydiF//ybeQ//epd//gapC//dgcZ//mltD//rplO//ebgA//rpsD//glnE//ydaV//aaeB//gltK//yciT//acpS//nagC//fucP//hicB//ydcR//uspF//ynhF//yqaB//mdtC//sulA//phnN//coaD//ybiY//yehD//xylE//galU//csrD//leuO//yeaK//frvB//bglH//gyrB//narX//hcaD//soxS//pdxA//vsr//ynbC//tesB//ampG//hisH//betB//hofO//frvB//caiB//chbB//glpA//gatD//casB//ybiX//yehD//pyrL//recF//ghxP//abgT//hybE//lysA//cyaY//fadM//trmI//fixA//ompT//cusA//acpS//ydiZ//ygaZ//mntH//rbn//gpmA//dinB//sgcC//csdE//ubiX//mazF//rplS//priB//mscK//deaD//norR//hcaR//yedX//fdhD//yghB//ghoT//hchA//envC//csgG//yfeR//insI1//idnT//yfbS//sohB//gadC//hisP//ygeA//yagJ//murC//alsK//gabT//wzb//cusR//ydcP//atpB//glcA//garR//entA//mcbR//
GO_0051253_7	tcdA//znuA//rpsH//tamB//uhpC//mdtG//argR//rnd//fepB//ascF//pntB//betB//eutB//rpiA//rnd//ybiI//acrE//yfhM//gpr//ynbB//dapA//kefC//intS//panE//gpt//yajO//sanA//ymdB//folM//fabR//agaR//grxD//mdtJ//ada//clsC//ybcL//yhjR//mdtO//mepH//gor//sdhA//fadA//nrdB//yagU//prpD//acnB//ycfL//ydjH//ulaB//ydcS//dgoR//ftp//dauA//mreB//ftsZ//trpB//lplT//exuT//ygjK//rcnB//nagC//accD//umuD//glcA//rluC//dctA//galR//tehB//cysG//atpF//creB//cca//rzpD//treC//cptB//yggX//mnmG//ymjB//cadA//tolC//alkA//ynjD//miaB//secY//sapC//fixA//dsbC//maeA//ydbD//potF//cfa//gadC//nfi//rhaR//casD//nfi//ftsP//ldtC//mhpC//
GO_0051254_7	hypE//narL//pheT//fdoG//wecA//envR//pdeH//nrfE//trmA//pdeF//coaD//ygbM//uidC//mdfA//mscL//tynA//glk//corA//uhpB//metK//asnC//pckA//gcvR//rbsB//queF//tsaC//hycB//gutM//apt//kefB//gcvT//sdhA//hisB//glmU//yqcC//gpt//aaeB//speF//ghoS//mutL//tktB//ilvE//serB//chaC//recE//mglC//yhaV//bglB//dacB//rfaG//cmtB//ybaT//menB//hslJ//fadM//gmk//uof//queE//rpoS//lsrG//rsmF//dinQ//mmuM//iap//ibpB//hemA//holD//ydiZ//arsB//yeaD//ompT//hprR//ftsN//mcbR//elaD//
GO_0051258_7	araB//
GO_0051259_6	frvB//dnaQ//pstC//truD//uraA//cho//gmd//ubiG//narH//dkgA//tyrS//rplQ//ygfZ//frvA//fic//yohD//mutY//topB//ypdI//xylE//spy//psuG//waaA//glvB//garR//livK//rclC//paaH//yojI//livM//kefC//thiD//cysM//rplI//eptA//hsdR//frdC//mmuM//fucA//rplC//nanT//thrB//flhC//ptrA//accB//frlC//glgB//map//rpsG//glyS//argG//
GO_0051260_7	kdsB//arfB//thiC//htpG//cheY//mscS//mocA//ybiT//mcrA//rpsO//ybaL//hycI//kup//treC//ygcO//comR//yqiG//cas2//wzb//maa//yecS//mscK//mdtM//ddlB//puuD//pphB//ydcI//galM//lpxB//glcF//ygbI//glmM//yjbF//bamB//ygiN//idnK//uxaB//entA//ruvB//yajL//fdoH//yghG//pheA//alsK//aas//opgG//aroD//
GO_0051262_7	pepQ//pinR//manA//rluC//iraD//priC//fucI//dnaQ//cspD//clcA//gapA//ispB//rbn//smpB//fadJ//lptG//mppA//tdcR//rstB//rluA//rsfS//uvrB//yajL//nusG//prlF//rimL//hdeD//ycaO//msrP//tufA//nudF//fimC//sucB//osmC//ybeQ//ybdR//
GO_0051270_5	ulaF//msrC//yfiC//chbC//acnA//yghG//gppA//yghB//thiG//chbB//ppsR//yqcG//sgcB//fucP//fabA//dgoA//
GO_0051271_6	bglF//dmsC//ilvE//ndk//yibF//tehA//glxK//zur//lsrC//
GO_0051273_7	ybaM//fhlA//yjeI//csdA//feoC//aroL//torI//
GO_0051274_8	gadA//yiaT//yqaB//rfaF//waaA//ynfF//ettA//
GO_0051276_5	gnd//rlmG//map//ybdZ//ompG//yjjG//manZ//atpE//yehX//sfmD//yggF//mdtC//tpiA//envZ//queG//ybdO//sgcX//selD//rsmH//mdtA//preA//dgcE//ompN//bamE//plsC//rsmJ//
GO_0051289_8	essD//stpA//yhdZ//spy//yaaY//gmhB//ravA//cedA//yfaU//eutK//secM//yhcH//napB//ybiV//cobT//rfbC//iap//glyA//ompT//yddG//nac//rlpA//mak//iraD//yieL//crfC//gsiA//mtfA//pgpB//rluD//panZ//thiI//cspG//tcyP//puuP//yfbR//
GO_0051301_3	cspA//dcuD//iraD//miaB//hisA//yjiM//garP//rplF//pspA//wecA//hisQ//yibA//sgcR//yccA//murC//acpP//smpB//dapB//arsB//yciT//cmoM//rseB//fabA//ybaL//elyC//fixB//nikB//nrfD//clpA//gapA//yeaE//hisH//nirD//kdgK//ribC//tnaC//
GO_0051302_5	kdpC//ydbD//mepM//pyrC//ynaI//iscU//hyaA//hyaB//paaB//aspA//glsA//nuoL//cpdB//rbsK//
GO_0051304_4	leuC//
GO_0051336_5	dctR//yibA//malP//cra//yjcO//yohD//yhiM//lldD//pepD//agaW//mdlA//yjhB//frlB//nagB//ybhJ//torR//ftsI//agaD//osmC//mqsR//hokB//ilvB//hofN//opgH//rtcB//
GO_0051338_5	dgcN//yqhC//rimM//yhaV//
GO_0051339_5	hupB//
GO_0051341_5	galT//yciG//
GO_0051345_6	bisC//ruvB//udp//xerD//rpsB//proQ//cueO//melR//
GO_0051346_6	betI//ybaT//cyoE//rfaB//tusD//mdh//yqaE//chbG//lsrK//ccmE//iraM//
GO_0051347_6	mdtJ//gcvP//
GO_0051349_6	gpsA//
GO_0051353_6	hicA//holD//
GO_0051391_8	pdeH//
GO_0051409_4	chbR//nirD//
GO_0051410_3	dsdA//
GO_0051452_10	aroC//
GO_0051453_9	ygfZ//queC//gsiB//selU//nhaB//dicC//dgoT//ubiA//
GO_0051454_10	nemR//fliA//frr//pyrH//gudP//
GO_0051476_7	yddL//
GO_0051484_7	pyrG//
GO_0051493_7	rpsR//
GO_0051495_8	garR//
GO_0051595_6	gadB//ydbK//pdeK//ttcA//yohD//
GO_0051596_6	aroD//xseA//rhaR//ybiH//fepB//lptB//betA//sbmC//xanQ//metE//rpsD//ilvN//potD//yejF//pcnB//rpsN//mmuM//ttcA//pykF//radD//manY//btuE//gltI//fabA//malE//yhgF//ynfH//rnc//
GO_0051599_4	ybiH//
GO_0051603_6	hdfR//cpxP//cbtA//hyfR//elfG//lyxK//
GO_0051604_5	ftsH//der//moaB//murG//hemN//hslV//cyaY//yfcU//hypB//mtn//dxr//ygbI//bioA//ilvM//glgX//secG//yrbG//btuR//sgcB//tomB//dicB//lpxB//xthA//exbB//acrA//ybiI//glsA//mscL//maeA//hpt//mltC//hslO//idnO//lysC//gatC//focA//yqiJ//nagK//yfaU//ygbI//
GO_0051606_3	yraJ//xanP//
GO_0051607_4	phnM//cho//gabT//cheB//tdcR//yijE//dapF//yrdA//dacA//hscA//
GO_0051641_3	glpR//ppc//mhpB//argR//ampG//ruvC//fimB//rsuA//cra//nupG//qseB//appY//aldA//yjgX//ada//yafC//dcuA//fiu//rdgB//ymjB//bioP//azoR//yqaE//
GO_0051649_4	lasT//nadC//fliA//rplO//rzoR//pinQ//waaO//rsmF//ybhP//thiE//dgcZ//ispB//cdgI//
GO_0051651_3	yihL//lolA//bdcR//
GO_0051668_4	eptB//
GO_0051691_5	gcvR//gppA//
GO_0051692_6	yjjW//ydaN//
GO_0051701_4	minC//hybG//atpC//menH//sapC//yjjI//yiaA//cbeA//ycjW//dgkA//sfmH//cbtA//nuoN//pta//ccmG//paaC//
GO_0051703_3	purA//luxS//pheA//yahD//mukB//bamC//icd//metK//
GO_0051707_3	yedX//rbsR//sulA//btuE//ispG//ybhF//adiA//trxC//prfB//ybhR//speG//lsrB//cheA//ppiA//
GO_0051715_4	dicB//
GO_0051716_3	srlD//trmH//elfA//ybcJ//ycjU//pncB//msrP//glpX//btuF//sdhE//cysP//csgF//lapA//yijE//cvpA//yadC//yihO//ychO//yadG//rpsG//dacA//cpxA//gmd//yjgX//cysU//rpsP//lepA//hybF//cobU//fabZ//tdcR//ygeW//lolA//miaB//nadD//aroE//frlC//paoC//fdnH//ybhG//cynS//arsB//rnhA//mhpT//matP//polA//garR//gmhB//ybfE//yhiM//frr//ybbY//baeS//rcsD//mdtI//mliC//argS//selU//yaiP//xylH//waaA//hyfF//tatC//waaZ//mdtI//secA//psuG//rsmB//mrr//rzpD//lpoB//ycgV//murI//pal//rffH//lolA//hcp//gapA//gpr//uspE//hybO//mhpR//mug//nadA//ftp//mglA//cmtB//ytfT//ygjH//dmsB//fixC//fruA//cusS//chbA//arcB//bluF//csrD//mipA//yjhC//pepD//tyrB//phoE//ycbU//livK//bioP//pheP//yeaV//sfmC//rihA//hscC//tsaB//dusB//insK//yqaE//aqpZ//ssuE//oxc//yhdJ//queF//ydiV//fepA//accA//gltP//ilvI//ndk//glnD//yjhP//dnaK//lgt//mutM//nuoB//pgaB//malG//fimF//ycgV//tdcA//dfp//hofM//rnlA//ybhA//yedP//ccmH//degS//allR//cydC//ynfH//dhaK//cpsB//yiiD//aspS//emrY//rutG//grpE//cysU//sodC//preT//pykF//wza//nusA//higB//dcuR//zapC//hycB//glnE//yqeA//tig//macB//dcuB//ansB//efeO//lolB//cca//yphC//yeaE//opgE//creB//pldB//smrA//chbR//sugE//gadB//pntA//uof//cheZ//nrfD//acnB//higA//hisI//fbaA//mlaC//rpnD//lon//astC//gatB//paaC//yehX//kdpF//hisM//rapA//mlaC//potG//rsmC//atpB//lysC//maoP//dcuA//mipA//erpA//puuA//gshA//pgm//trmB//metL//ralR//sucD//yphD//yciV//amiC//yhaV//marA//proA//rbsR//zapC//thiL//recT//yfcF//narG//rpsP//mnmA//mdlA//dtpA//nadK//hisC//nrdA//mraZ//agaW//hscA//yohD//hipB//tus//glvB//apaH//sanA//emrE//murR//tdcD//trxA//fkpB//hflK//uspB//yahD//rsmF//cmk//phnM//rihC//gpmM//malX//fliL//ydgA//lpxD//appY//cra//hofP//dcyD//mdtN//nuoI//torS//yrfG//nuoB//dgcJ//ortT//fieF//plsB//fbaA//bfr//prpC//kdgR//flhD//tonB//rplP//hemF//rutB//tyrB//gloB//nagK//tusC//cmoA//cysB//rlmM//mtfA//fimC//ymfA//atpH//ybiW//yiaU//xylE//tatD//yhhT//fmt//argP//yghB//ygiB//clpP//feoA//tsgA//icd//yfiE//agaD//sugE//ypdF//yghU//ydhC//dhaL//pepD//ybaO//phoU//flgB//cysZ//serC//yhjX//flgD//pgrR//rph//hslV//hisI//rnlB//xseB//phoA//yhbQ//idi//cheB//tag//ribB//kdsC//gmd//cas1//cysB//yfjR//rhsD//glgX//rhmR//ynbD//yegV//oxyR//cdd//ibsA//ulaB//manZ//mpaA//frvR//melR//fhuB//ahr//malX//yiaU//map//bioB//gcvP//paaB//
GO_0051726_5	setB//yegD//bsmA//rplR//cpxR//
GO_0051781_6	wcaB//yggD//
GO_0051782_6	emrB//rutG//dpiA//hisF//tyrB//insI-2//sgcB//
GO_0051788_5	ptsH//
GO_0051790_7	tcdA//
GO_0051806_6	yjjI//ldtB//secB//yfeW//ybjN//ycaN//hcaB//hypT//
GO_0051817_5	rpsS//ssuA//minD//aldA//
GO_0051818_6	mdtE//rutF//ycaO//cysU//
GO_0051828_5	araH//ybhR//hcaB//yafC//yccS//flhC//wecA//aroD//
GO_0051883_4	yobF//secM//cbeA//talB//
GO_0051977_7	bamB//
GO_0051983_5	ilvD//
GO_0052126_4	sufA//bdm//yqjI//ykgM//
GO_0052128_5	ygiN//
GO_0052131_6	ssuD//
GO_0052192_3	ygiN//yhjB//galK//hybD//
GO_0052547_6	yihR//aroK//hofN//
GO_0052548_7	aaeA//dxr//
GO_0052646_5	fucK//argI//argG//psd//uspB//
GO_0052652_8	pabA//agaB//
GO_0052653_5	hycA//
GO_0052777_7	ruvB//proV//
GO_0052778_6	yhcH//yfbR//acpP//
GO_0052779_5	panF//kefF//csgD//
GO_0052782_6	rplB//yehZ//
GO_0052803_5	sdaC//ppsA//cmoB//tsaE//rsmH//rlmI//hipB//gabP//
GO_0052837_6	sgrR//
GO_0052838_5	deoR//
GO_0055062_9	adk//
GO_0055065_8	iclR//yihU//hisM//yeeJ//ydeO//ndk//yjiR//ynjD//pstB//lpxK//mqsA//clpX//ygaV//mlaB//dnaN//ydjE//elbB//bhsA//yiaM//nhaB//ycaN//rutE//mdh//yfdC//ubiH//ftsN//
GO_0055067_8	nrdG//cpxP//hprR//nadE//yiaL//helD//ycbU//fimI//pykF//hofP//emrB//yiaT//
GO_0055069_9	zapB//
GO_0055070_10	glyA//dtpD//tdcD//arfB//avtA//cueR//
GO_0055071_10	yihP//
GO_0055072_10	recT//yegV//alsB//puuB//ilvN//lysC//rimJ//paaJ//glcA//ldrD//ribB//pntB//hofP//yejF//
GO_0055073_9	cysC//
GO_0055074_9	crl//
GO_0055075_9	mmuP//
GO_0055076_9	seqA//kgtP//yigB//ssuC//mhpD//cysA//yggX//yfdS//fliA//tdcG//aaeB//frmB//yajD//rpsH//trkA//creC//hypB//arnA//araE//csiR//yraH//rayT//
GO_0055078_9	lolB//hyfC//cyoB//
GO_0055080_7	flgI//napC//gsiC//cpdA//rplT//bcp//metF//mdtE//uup//argA//msrA//hypF//ykgA//artI//yraR//preA//yqhD//tusA//deaD//cheA//yagU//sufS//groL//torZ//sstT//yajQ//hslR//nhaB//ycjW//ccmF//ybeF//waaB//kdpC//uxaB//rcsA//
GO_0055081_7	adiY//
GO_0055082_4	ldtD//yoaB//wzyE//ushA//yajL//mlaF//aroH//putA//ung//oxyR//yjbH//mog//ugd//helD//nfi//cmtB//blr//bssR//lpxB//ftnB//glcC//adiY//ftsL//pstB//msrB//zntA//dapD//scpC//yraH//dsdC//rhtA//sdhD//hycB//mdtP//
GO_0055083_8	msrC//
