#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	greB//cdaR//iscA//hslO//
GO_0051235_3	hslO//citE//yqeA//
GO_0051238_4	cspG//tdcF//yehD//
GO_0051246_6	dicC//rodZ//fes//mrr//araG//murQ//hyfR//hypA//yahO//trmB//ycjY//agaB//cpdA//aroA//nusG//napF//frc//cyaY//treC//ribD//ydeP//yajR//flhD//dtpA//putA//yagE//ghoT//hemA//ulaR//manZ//lptE//ykgO//nlpI//fimF//yijO//ptsH//mhpT//metB//hypA//ttdR//prs//asd//mhpR//otsA//uxuB//rbn//sspA//msrA//kdgK//ulaA//hybA//yjhP//kdgR//
GO_0051247_7	yqiJ//dtpD//lysO//lsrA//rihC//pdeH//murG//panZ//yjfF//torC//ftsX//
GO_0051248_7	nrdH//glpX//rimJ//ydhK//nudF//plsX//yjjB//ccmC//gsiD//clpB//lexA//ftsQ//gsiA//ykfI//coaD//secB//fimH//proA//topB//psuG//sgcR//yggF//yciH//cynT//lon//kdsD//mraY//lpd//mrcA//lysC//rplY//
GO_0051252_6	gpr//arcC//cyoB//mukB//ycjP//dppD//ynjA//ycbX//nuoL//mtn//yjbF//bepA//luxS//dosP//ygeX//sppA//rpmJ//asmA//hycH//pspF//gatZ//hchA//cadB//yahB//birA//alkA//yhgF//allR//rclC//ldtC//lolB//cdd//nrdG//atpF//artJ//thyA//mtlD//yiaL//yahD//tsaB//yidD//ybhS//leuO//yfdG//elyC//metR//vsr//yiaF//atpB//trxC//yadM//pspG//lysU//ynbC//mhpB//leuB//znuB//araH//ttcA//tpiA//nuoB//carB//proW//sugE//asr//ybaK//yiaT//alsK//orn//ansA//yneJ//rimP//yhjD//lptA//rfbD//elfD//ispA//fhuD//secD//tonB//ydhK//insK//mtlA//cobU//dxr//sapB//iap//ugpA//lsrD//tdcE//glpD//cmoB//ydeP//yfaX//yfcV//csiD//gatY//mlaB//nth//yeeJ//hscA//betA//phoB//mpaA//ycjR//csgE//yjjU//hyfC//kefC//potA//ygdG//evgA//pykA//ghxP//rcsF//bioP//sxy//yjbB//cysK//lsrB//yghW//fetA//iap//chbB//emrY//fecD//metR//dgcJ//cyoA//dps//pabB//chbA//dicA//ybhP//yraJ//gltB//dusC//tktB//cvrA//ibpA//hcaE//gcvA//lipA//arcB//tnaC//metB//argA//baeS//ybdO//manX//skp//nudF//pgi//nuoE//ydjL//lpxM//ileS//yhgF//yeiL//yidD//yeeA//tig//agaI//proS//tsaC//yiaM//yjgX//cbpM//csrD//fadB//holA//manX//narG//btuE//fadH//waaQ//entF//ansA//malY//ssuE//rstB//mioC//gudX//yjcS//mzrA//potI//rlmH//glpX//prs//glcD//nikE//yafE//speB//yihS//opgC//fadI//ykgA//rhmR//entC//fabD//ariR//tdk//kefF//araB//flhA//yfdK//rbsC//yadV//argE//gudP//ftsX//pth//fucP//ytfP//rplC//glnK//ygjH//pdxH//rapZ//phnK//phoA//ribB//yggP//mcrB//hicA//menB//yfhM//ybjN//hchA//leuC//blr//yjcE//comR//bcsQ//ydjH//mntS//ubiJ//purU//lepB//rcdA//dnaX//lolD//fabZ//tsr//rpsD//tonB//rpmC//dmsB//cyaA//pfkB//rihB//yfiE//pgsA//ansA//ibsA//dinQ//yfiE//nudC//motA//tsaC//glnL//exuT//rnr//gcvR//hokB//mlaF//lptD//rfaH//rsuA//ynbB//yfhM//yihU//allD//rihB//yfdO//norV//ybjG//yafO//
GO_0051253_7	gloA//envR//mltC//trxC//ydjL//ybdZ//paaZ//cca//norW//ybdZ//pnuC//ybeY//ampE//ygiN//cspD//citE//dpiB//speA//dnaE//mliC//pliG//cmk//emrB//ybiI//gmd//gadX//yefM//mrdB//sgbU//yhhZ//yfcP//fadH//hofC//sspB//ftsX//mioC//gltP//nikR//arcA//dmlA//ptsI//argT//yihT//gadE//sfmH//yajQ//hypE//ssuA//cpsG//yebG//frmR//ubiD//yhaV//ynbB//yadG//bluR//bluR//rodZ//yqjI//nrdA//paaH//dapB//surA//ygiW//hisP//yghU//fdoH//mutS//ibsA//rhaD//livJ//thrC//pdxB//solA//htpX//kdsD//ygaH//gntU//rhmD//nrdF//era//rsuA//argK//kdpA//ygdG//wcaC//rutG//kdgK//ycjU//mgsA//pepD//ompC//rlmG//slt//scpC//rarD//dcuA//pepD//yieE//
GO_0051254_7	accD//epmC//solA//yohC//ettA//rpsA//tpx//ahpC//manY//casE//dinQ//murA//mlc//mak//nanC//mnmE//surE//lspA//aroD//qseC//fimA//rnlB//garL//sdaB//gltD//ydcS//pheP//gspI//mtn//mdfA//rimO//ribE//rfe//yraK//mog//acrA//gntK//yejE//phnJ//xylH//proX//uhpB//fdx//aaeB//yodD//lolE//purC//kdpC//fucI//murP//envY//csgB//frc//recF//infC//ghrB//yohD//yihL//hcaT//pyrG//tisB//rnb//rna//yijE//ralR//tnaA//lpoA//trpGD//torC//mgsA//ydfG//yeiE//rhaR//narH//cysQ//
GO_0051258_7	yeeL//
GO_0051259_6	dkgA//sad//gabT//pgaB//flgG//gntP//clsB//flgG//rimP//osmE//sufB//phnG//ivbL//fkpB//uspB//pdxY//ynhG//mcbR//tig//dinD//mdtN//tdh//sucA//ybgQ//rpe//yfdC//uxuA//thiL//sapA//tktA//gltL//lgoD//yhjV//hrpA//greB//rpsE//ampD//psuT//melR//guaA//ackA//mfd//rmf//opgH//yegS//ugpE//ydiP//hflD//cmtB//dmsC//oppF//
GO_0051260_7	yejF//hicB//sufB//gpsA//pstS//aldB//rffG//parE//ydaV//citT//fucP//ilvD//metF//mltG//ycbU//helD//argG//rspB//yhbQ//nepI//epmA//tomB//ygeX//yhbQ//tusD//lysO//truB//nagA//nmpC//mscS//tsr//cca//recG//rssA//ilvM//gyrB//torA//ybdG//ydjH//hofP//pepT//secE//rihB//ydiB//uhpT//clsA//rbfA//
GO_0051262_7	rplQ//citT//arnE//rep//mdtD//citE//lamB//setA//gor//hipA//maa//yfcA//hyaD//suhB//frmA//ruvB//cysK//nikC//fbp//setC//ypdB//alkB//nuoI//yfdO//yggP//iaaA//pflB//yfeR//ybiT//fhuF//rluA//mltG//yciV//hcaC//maa//gyrB//
GO_0051270_5	zinT//hldE//mqsA//ybbY//argP//fryB//tatB//mdtJ//gadB//sbp//dgcQ//aroC//hcaD//ychO//ydeM//rraA//
GO_0051271_6	mdlA//sdhE//purF//bioH//cyoE//galT//fucA//tcdA//trpD//
GO_0051273_7	dgcF//cpdB//dsbD//kduD//yahD//tehB//kdsC//
GO_0051274_8	hslU//minC//yiaL//setB//gloC//glnH//gmk//
GO_0051276_5	nhaR//zraR//carA//tolC//panF//fliL//rsfS//nmpC//ompR//emrD//yebC//phnH//yddG//dinD//waaU//yrfG//sbmA//ihfB//rbfA//hyfR//narK//uidC//ygcO//selB//pgpA//mcrB//
GO_0051289_8	cusF//citC//fadK//gltB//araD//ydaN//aroA//pspA//livJ//ygeV//sxy//cmoB//mioC//nadB//yadI//ycjY//cysE//garK//ppc//yiaA//yajD//endA//clpB//nikD//pal//yihO//azoR//agaV//ugpA//tusD//rsmE//aroL//hscC//obgE//frmA//dnaE//
GO_0051301_3	adiY//dcuS//lptB//yiiD//waaZ//chiP//epmA//torR//exuR//appA//murJ//ydjK//ubiI//ghxP//hyi//mepS//gadE//polB//grcA//dcuC//recD//chbR//yecS//fimC//yehC//rseB//maoP//rlmN//mntP//ybcM//fdhD//proS//rfbD//pgaA//aroE//skp//
GO_0051302_5	tig//paaB//iscA//kgtP//gcvA//tpiA//aspA//ugpE//emrB//arsC//yhdJ//oppF//ybiW//acrA//
GO_0051304_4	lysO//
GO_0051336_5	srkA//murB//rimK//waaO//cedA//gudD//ribF//ycbB//fiu//zapE//pdxK//rplY//agaB//yjhI//ccmD//fimE//ycgR//sdhA//bepA//shiA//iraD//hxpB//azoR//nuoN//ecpR//
GO_0051338_5	bamD//metN//fis//moeA//
GO_0051339_5	cvpA//
GO_0051341_5	alaA//uxuB//
GO_0051345_6	gabT//insI4//lpxD//panE//tyrR//arfB//valS//ycjP//
GO_0051346_6	napB//mltF//kdsB//narV//cadC//dps//ydbK//yahF//yehP//bioD2//ulaR//
GO_0051347_6	alkB//nrfF//
GO_0051349_6	mgrB//
GO_0051353_6	ptsH//sfmC//
GO_0051391_8	cpdA//
GO_0051409_4	rpiR//atoB//
GO_0051410_3	nagC//
GO_0051452_10	rimK//
GO_0051453_9	fhuF//opgG//hybO//agaA//ypdC//ispB//eutB//nikB//
GO_0051454_10	treA//lgoR//yddM//fklB//tolA//
GO_0051476_7	yieH//
GO_0051484_7	eutB//
GO_0051493_7	nrdD//
GO_0051495_8	dsdC//
GO_0051595_6	secA//hemA//yejF//pdhR//yfjR//
GO_0051596_6	yjjV//rlmH//uof//mglB//bacA//glvC//selA//cheA//yadG//cmoA//araA//iap//rlmG//ugpE//yaiP//dxs//rplQ//nuoE//yfcQ//yihI//dsbG//hofM//pckA//nrfC//wcaB//gltP//sufC//rnr//
GO_0051599_4	fieF//
GO_0051603_6	tnaB//frr//raiA//gadE//opgG//pphB//
GO_0051604_5	rpnC//yjhC//torZ//ssuC//murJ//modC//ydiO//ansA//basR//pinQ//aroG//cheB//yfbU//yjcO//poxB//uvrD//zraS//hsdR//ycfH//cysB//mdtO//metG//sbp//nuoE//uspG//ilvN//udp//infC//maa//mscL//ldtB//thiH//galU//kdgR//ygiS//folC//rapZ//sdhE//yhbS//rcnR//
GO_0051606_3	bacA//yeiL//
GO_0051607_4	rplM//melR//rseP//rhaS//pstA//cysS//nadD//sseA//metQ//hofN//
GO_0051641_3	motA//zwf//yggN//metC//nagD//ralR//ilvA//yfhH//dcuB//fadR//nadE//yehD//rraA//pta//yfiE//iraM//recX//zapC//moeB//coaA//rsmC//ghoS//xapB//
GO_0051649_4	cysK//gudX//yqcG//aroH//ygdG//xylB//rffH//pmbA//phr//dsbD//nrdE//araG//ftsL//
GO_0051651_3	rimJ//malK//yadI//
GO_0051668_4	pepB//
GO_0051691_5	cspE//nuoH//
GO_0051692_6	modA//fliZ//
GO_0051701_4	yjcS//secE//rpoD//prkB//ais//leuB//tus//ydhJ//dgoA//recB//ldrB//puuC//rpsL//thiH//pdxH//torR//
GO_0051703_3	mdtO//ycgV//hupA//uspC//cadB//nrdH//ydeI//ybcF//
GO_0051707_3	yhaC//gadB//ampG//galS//lipB//ydeI//pepD//ybjL//plsB//yebQ//napB//murJ//rpoD//yfiE//
GO_0051715_4	wrbA//
GO_0051716_3	betA//fsr//yafO//flgF//acrZ//hybD//pgpC//spoT//rseC//lnt//yadM//cbrC//pdxH//menE//ais//thiC//aslB//wecA//lpoA//hda//selU//fadE//ykfM//hypE//fumA//ybbY//rplB//tadA//lepA//rclA//yjbG//ogrK//glpF//proP//fimG//flhC//araD//lptD//melR//dcuC//cyoB//tolR//pstB//csgE//waaS//glgA//ynfK//cheR//rnpA//allR//bioP//ykfI//cmoB//yedP//ilvC//nrfE//tolR//atpH//ynjA//ppc//yahD//cspD//dtpD//speB//uvrB//tmk//ugpA//tldD//frdC//yccX//glcD//rayT//glmS//treR//yfiE//uvrY//sohB//phr//murA//slt//mazG//lolE//clcA//ydeE//ydjM//ydcT//cysU//appB//tcyN//hybA//umuC//rhaB//dpiB//mraY//dacC//hslV//rpoA//dcuC//rsmB//yqjA//bisC//bglX//nirB//tolR//mdh//yeeO//ilvN//sstT//nadC//hycI//ybiW//pdeL//cmk//yfbR//rffM//yfcS//ytfP//btuE//spoT//torZ//puuB//cysN//nuoM//murE//rlmE//codB//prfA//entA//glnS//nuoL//hybF//gspJ//bglF//rpsL//fepG//arnF//aroK//glnK//cyoD//eco//acs//tbpA//rtcB//lptG//ynfL//treR//ydbD//chiP//yfdR//tilS//tehB//glpD//intQ//ndh//hemA//yjcS//ade//puuP//tomB//rfaC//baeS//prmC//ybjC//puuE//ugpC//cheR//ldtA//iraD//queE//rnlB//hisS//pspC//fimE//yfaE//ccmA//puuD//uof//rsgA//deoB//nmpC//lapA//nadC//hypB//hcaT//rhtA//yiaO//lgoT//aroK//cspC//flgB//ybiO//rcnB//yggT//tus//umpG//lolB//yphC//ruvC//yebS//ydbD//yfiR//narH//hrsA//srlE//pckA//ynjD//wzc//rdgC//phnM//eamB//pgsA//patA//hofN//ompC//speE//hisS//purU//fimA//dmsA//nuoF//cspE//kdgT//ybdH//casC//alsB//glsA//poxB//msrC//roxA//hslJ//qseC//mtgA//fimA//rfaB//phoA//lacI//zntA//yhiM//serB//fdx//tatE//rutC//tdh//nrfG//speB//pgrR//mrr//cas2//sthA//ypdA//thrA//sgcE//stpA//yfcF//fecD//idnT//nmpC//envZ//clcA//maoP//ulaA//bssR//thrS//csiR//ydeP//yhhT//bglH//topB//hisI//nrdF//lplT//yecS//atpF//fhuF//glpX//waaP//lacY//ydfK//ubiI//ydhJ//katE//pdeF//livH//gltD//yidQ//sstT//pppA//mfd//mrdB//arsR//ahr//nadA//pabC//hyfR//mraY//fryB//panD//pgm//rfaB//yigB//tnaA//opgG//metK//pgpA//ybhG//nuoE//rffH//cpdB//prlF//yhjG//clpB//hycH//hisH//nuoN//mdfA//yfaU//mgtA//hyfF//emrB//waaU//sgrR//yebK//fau//tdk//ppx//der//pgl//mdtD//rtcR//tig//rzoD//nagC//ubiA//rffT//folC//aroD//fdhF//tdcD//crr//nuoN//nlpI//gpt//aspC//dnaJ//mmuP//panD//tar//ydhJ//cutA//pdhR//speB//btuC//rhmD//tilS//blc//yfeD//norR//rmuC//rfe//
GO_0051726_5	lptD//atpD//cysW//hcp//dhaL//
GO_0051781_6	fumC//ycbU//
GO_0051782_6	nemA//nrdA//dtpC//mqsA//fixB//fimC//pstS//
GO_0051788_5	yafE//
GO_0051790_7	dadA//
GO_0051806_6	recG//thiP//rpsQ//ispU//gltK//ycaO//thiM//yagE//
GO_0051817_5	kdpD//cpxP//btuF//yidR//
GO_0051818_6	betA//nrdI//yhfS//fadJ//
GO_0051828_5	bioF//xisE//yhjB//kdgT//yidH//uspC//sucA//miaB//
GO_0051883_4	decR//dcuB//yijO//yahI//
GO_0051977_7	aphA//
GO_0051983_5	gpmM//
GO_0052126_4	rlmH//tgt//dtd//rplE//
GO_0052128_5	bglH//
GO_0052131_6	phnL//
GO_0052192_3	nfsB//lsrK//cmtA//seqA//
GO_0052547_6	umuC//cysD//nrdF//
GO_0052548_7	rfaC//lysO//
GO_0052646_5	paaK//rplL//yfbU//acrB//ygjR//
GO_0052652_8	deaD//bssR//
GO_0052653_5	ddlA//
GO_0052777_7	yfdG//menF//
GO_0052778_6	yfaV//flgI//cysP//
GO_0052779_5	glmS//lapA//yaaJ//
GO_0052782_6	bglX//tnaB//
GO_0052803_5	sapC//ppiC//bsmA//rbsB//fabB//hldE//mrdB//yecS//
GO_0052837_6	plaP//
GO_0052838_5	yifB//
GO_0055062_9	tabA//
GO_0055065_8	metC//flhE//creC//pspD//casA//ftsH//mtlA//cysB//uxuA//bcr//cspE//trxC//lptF//pliG//fabI//glgP//gntP//fur//rlmB//purA//ydjL//ydiO//sufB//atoB//ssb//yeiL//
GO_0055067_8	rplT//putA//malF//insF-1//yjjI//yedX//appB//radD//yedF//mlaF//ybdM//ycbV//
GO_0055069_9	ibsA//
GO_0055070_10	cysP//vsr//pntA//rpoD//zraR//rdgB//
GO_0055071_10	kduD//
GO_0055072_10	ispB//eutB//tdcR//rhaT//sfmC//mscK//rpsG//galS//kup//corA//hisH//pdxH//lipA//lsrD//
GO_0055073_9	bglB//
GO_0055074_9	edd//
GO_0055075_9	rihA//
GO_0055076_9	lptF//fbp//prpB//yfdG//sgcB//udk//dusB//wzc//allR//acnA//nikE//ymdB//prfA//exuT//dgcT//ybcQ//bhsA//nlpA//rpoE//clsB//eptA//serS//
GO_0055078_9	trpC//fhuD//rplS//
GO_0055080_7	nemA//yddA//oppF//yfaE//srmB//yfdC//perR//eutR//dnaE//glpX//sdhB//ftsB//rffM//mraZ//hflC//gsiD//aroK//aphA//rutE//csgD//dctR//hslV//nikD//sdhC//trmD//yahD//lgoD//tmcA//mlaF//ycjP//paaZ//yobF//idnK//ubiF//fabB//
GO_0055081_7	ymfA//
GO_0055082_4	sufB//ynbC//pspD//kbaZ//ymfA//fruB//pyrF//ruvC//thiQ//waaA//ftsQ//pspA//rhlB//hsrA//zapE//ydiR//slyA//gntU//fhuF//eutK//trpS//glmS//hdfR//rna//metN//bcsA//pepQ//insI4//fre//trpS//degQ//rpsO//pckA//insB-2//
GO_0055083_8	ibsC//
GO_0055085_5	paaJ//yhjC//cyaY//proB//pyrH//nadC//sdaA//truC//dnaE//ecpR//yibA//rfaB//ppx//shiA//moaC//sgcR//nemA//ycfH//rluF//ptsN//manZ//mlaF//ccmA//tolQ//frlB//corA//wzzB//speA//entE//gspF//ratA//btuB//cysK//thiD//yidD//lapA//metQ//cho//insB-2//yfcA//yehU//phnH//aspS//ymgA//caiB//epmA//alsE//purC//trmI//dapA//nanT//ygiS//ybaQ//ynbC//cpoB//ygfX//yebQ//recJ//sugE//rsmD//yceO//ygeX//ackA//mcbR//yjhH//livH//mepH//trpD//tatD//lptC//nagK//ravA//tdh//pta//rimM//lsrC//argP//ompA//mdtK//dnaX//amiC//csdE//ccmH//eamB//ybgQ//elfD//fucO//trpB//cusC//flgE//hns//umuD//elaB//rlmM//speG//rplL//ftsB//caiF//prfA//yjjW//ycaN//atpB//glgB//hupA//mhpR//recA//yhjB//ompN//nimT//gabD//cusF//ygiN//yneL//kdpC//nuoF//afuC//ycfH//rlmB//hexR//yebS//gstA//rbsR//erpA//araE//dut//mak//rlmM//folP//flgI//seqA//secF//yhcN//mntR//ydeT//trkG//preA//yceO//sanA//hyaA//crfC//wcaJ//mog//glxK//clpP//narU//cdh//envR//xapB//queD//yeiE//yehD//yidP//gsiD//yhfK//cysH//deoR//topB//rpsR//pgl//gstB//yieE//mlaF//pheP//kdpA//paaG//yjhP//ygiV//macA//pykA//phoP//mdlB//pstS//ddpA//cmoA//ilvH//sucD//yehZ//gpt//sbmC//hupB//sapF//tatE//aroA//flgC//betA//nemA//mraY//cmoA//ydcP//gldA//shoB//ptsI//dgcN//ydcR//fabD//ygaV//ygaH//soxR//ybfE//kup//tsaC//hyfC//alaS//ycbU//poxB//fre//leuA//glcE//phnL//yadG//sppA//ltaE//proQ//mgtL//yhbQ//queC//mhpT//caiE//frdB//pgpC//mreB//yejA//cvpA//chiP//rimP//zntR//purN//fabH//yeiG//rihA//dnaN//waaZ//patZ//rutB//flgI//yoeB//malF//yqgF//shoB//mhpA//cmk//ccmA//yidH//yqjA//sapB//pmbA//truC//radD//dapA//casD//waaF//mdlB//murG//artM//rplE//entA//ycbB//asd//fetB//acrR//sapC//lpcA//epd//ynfK//phoB//yahI//srlD//feoA//tag//rnr//bdcR//rluE//hypE//yneL//yfbV//ypdC//amiC//yfbS//dmsA//fucO//araA//curA//xylE//topAI//oppF//fryB//ubiA//ybiT//rlmI//icd//rnhB//caiB//hdfR//xisE//mdtD//ddpX//purF//entS//narL//yfcQ//tauB//tnaC//trpA//phoA//tdh//spoT//mntP//lapB//ymgC//lapB//rlmM//pnp//torC//dnaK//yhaV//yadN//araD//ydbD//acs//rmuC//mgtA//frvR//dtd//adk//rffG//osmE//wzc//ugpA//dgcF//mutT//lapB//ybhF//phnP//xylA//dgkA//ybeY//frsA//yqjA//hokB//sgcC//ydeI//adeP//gutQ//exbB//ygfZ//cmoM//rpiB//tamA//guaC//yfdK//bsmA//chbG//gcvR//epmC//ssuB//ydaV//thiQ//rutD//rpmH//cmoA//kdgK//proW//tehB//rcdA//yjcO//erfK//rsmA//araD//caiB//elaB//gfcE//paoC//tomB//yedP//fixC//sbcB//sgrT//ychO//exoX//agaB//gltK//yajQ//aroK//cusA//cueO//dacC//yiaF//rlmJ//mlaC//cynS//yehP//hybC//deaD//dtpB//cbrA//rzoR//carA//ubiB//nsrR//yggP//hcaR//rng//ydfD//casE//ygfI//lnt//dnaT//pdxK//sbp//sgcR//nrdB//treA//ypdB//bhsA//aslB//dctA//pth//topB//deoC//cysP//yhjB//argO//lolB//dusB//yfhH//ypdB//htpX//yjbF//cheB//manY//iraP//proP//
GO_0055086_4	cspI//rnlA//hlyE//era//ettA//nadE//ynjA//betT//secD//sgbH//citG//astC//cydD//cyaY//xylA//cpxA//zwf//csgG//fadJ//sgcE//hofQ//glk//gstB//ilvB//yoaB//lrp//lolA//htpX//yfdK//yebQ//abgA//rpmJ//hisG//ydeP//narZ//ygbL//dinQ//cheR//murF//waaP//pgrR//ybcC//ygiS//mpaA//dsbA//metQ//yneL//nrfD//trmJ//insB-4//glsA2//cysD//cysI//sspB//yihW//rsmD//pagP//frmB//aroL//sad//ppiC//srlB//artM//glvB//yfcS//metH//yqaA//envR//glnE//yijO//rhtC//artJ//moaE//ribF//pstS//moaD//cmtB//yfjV//yajR//mhpB//ygcR//nac//rimO//pfkA//def//yfbU//mlaE//yihT//slyD//mmuM//phoB//coaD//mlaD//yciT//fkpA//yhcF//galU//yfcF//rihB//fruB//bglF//ispB//kdpB//ygaH//yagE//arcC//wzb//diaA//fau//moaA//mlaB//cra//ygjR//idnO//tusA//yeeL//yjiA//yciF//mnmC//cpdA//hdeA//agaR//abgR//cas2//yjfP//abgB//mdtQ//mlaF//yacG//apt//xylB//gapC//adk//aceA//alsC//iscU//fepB//cdh//ydiO//hupB//tdcC//hipA//ycfJ//murI//rplL//folX//bglA//yggF//ydjL//priB//wzc//slyD//dcuD//cspB//fadR//ppiA//frvB//ghrB//phnP//eutK//mlaE//bioD2//tilS//ptsI//mgrB//yejA//aroK//speD//hslJ//dsbC//entB//ydiZ//
GO_0055114_3	panE//slmA//greA//paaH//malZ//yjbG//citT//patZ//argG//uhpT//ygfI//atpB//gadW//mnmC//speD//folC//zapB//creB//pabB//rrrQ//pheA//wza//ychO//yfeD//glnQ//fumA//torI//bsmA//narU//yhcD//trpGD//rcsB//greB//mreD//rclC//dnaX//gltB//paaX//prpB//ybcC//lptC//helD//proC//yqiI//rmf//rplB//uvrY//sgrR//fliM//fryC//yafO//sufE//gltP//sthA//acrD//potD//cmoA//ybdZ//cpsB//grpE//rfbD//thrB//yieL//wzyE//aqpZ//yiaF//ycjY//galE//garP//secG//cysP//uxuR//trkA//gyrA//pdxY//ycjU//tdcE//setA//rcsF//waaB//hisP//atpB//plaP//pstS//psuT//ftsY//gloC//ydfG//yghW//ygeX//bfr//prpD//hprS//mscL//rpsS//gshA//phoR//livM//ydiZ//yieH//yehA//wzzB//cobU//appA//hprR//rluA//pyrE//yadC//cas3//cysM//atpC//rplT//lsrA//glsA//arsC//hslV//yeiL//sbcD//phnL//folM//trg//nupX//gstB//rbsR//yidP//bcr//evgA//sugE//fbp//phoR//ygiS//chiP//pgaA//acpP//crl//tdcE//yidQ//wecC//rpiR//yihO//argB//srlR//exuT//abgB//rffM//qseB//araA//maoP//ligB//ffh//nusA//kdpB//leuD//betA//folX//pspD//yjtD//tehA//truB//elfC//zapE//ebgR//fecD//aceB//rlmD//selB//scpB//cbrA//rpiA//flgJ//mntH//lrhA//galU//galR//tatE//metK//accC//mtnN//malE//yqiI//hcaF//yjbE//yphD//artJ//rarA//frdB//dsbC//dinB//tolQ//ubiB//leuA//cedA//
GO_0055129_5	entE//araB//narX//
GO_0055130_8	dgcQ//fadB//
GO_0060003_10	potB//mdfA//mdoD//rpsM//
GO_0060255_5	trpD//yfcP//pyrF//xylF//nikA//trkG//frmR//rpe//yidP//sgrR//clpA//ubiH//hslO//mdh//cmoB//tdh//gspE//ytfE//ypdC//dusB//eutN//edd//ruvB//rpsE//sgcR//gyrA//atoB//waaP//astB//nadD//diaA//mppA//sseA//mdoG//guaA//nanC//mtn//nadD//cspC//appC//nusG//aroP//nuoE//ybdZ//yeaE//mcbA//yobF//opgE//narW//dtpB//arnB//rluD//thrA//yqiJ//nanE//tusA//yphC//argD//atoC//pyrB//xseA//ldtC//ptsP//tus//fdoH//kdgT//ppsA//ytfE//sixA//mdh//proX//sdaA//yhbO//mug//bluR//dam//lpoB//kduD//rluD//sgcA//pyrL//prfB//yafQ//rsmG//rlmD//rseB//waaG//zwf//insH-5//xthA//ihfB//yiiD//arfB//rlmM//pnp//rffG//glnA//priB//citX//ribC//grxD//ldrB//gcd//ushA//bamA//mreD//tmcA//rcnB//tcyN//tyrB//ruvA//rplA//arnT//hicB//fliA//evgS//moaE//diaA//caiE//ssb//ndh//ftsP//ccmC//hycH//ybaM//mocA//hchA//parE//yqgB//nimR//carB//speG//gnsB//yjcO//ubiB//ptsP//yebG//dnaB//rbsK//lpxC//nagB//pitB//cstA//pgk//slyD//ymgC//mtlD//fadJ//rpsL//tsf//yhdW//hiuH//queG//fabB//ybjI//fixA//yehC//dinQ//ibpB//djlC//hprS//proS//guaA//gabT//yggX//narX//atoB//mhpC//pal//ibsC//aroP//msrQ//yjiM//lgt//ispU//hyi//sppA//tcdA//lon//yfbU//yjaZ//rlmH//dgcZ//yfdO//hchA//msrB//atpA//ghoS//stpA//ydbK//dcuD//tsaC//sfmH//yjbF//ybiI//minC//ibsE//nanA//fis//manY//pdeL//yefM//arnE//csgB//gadX//nuoE//ykfM//rfaD//tolB//dpiA//epmB//yfdG//sxy//gntR//paaC//yajQ//dppB//csdE//dhaL//bioC//rsmD//sufA//tsaB//dut//mntS//yhfS//csiR//ygaZ//ydiV//csrD//rhaD//queG//murE//mqsA//yidR//ggt//arnA//purL//katE//eutR//yfcU//selD//ptsP//iraD//yhhT//phr//hemA//dicA//ppiA//pinR//ldtD//hypC//bdcR//agaV//ftnB//nrfA//yhjC//yqeG//radD//trg//higB//yadG//rne//bsmA//emrE//xylF//glcF//gshA//degS//pgaB//ydjK//tesB//lptF//tas//rsmJ//prpR//rhaA//deoD//chbB//ispB//tig//adhE//yjbH//hrpA//zntR//macA//yebG//ahr//agp//ssuB//mutM//cpxR//mreC//def//dacC//mzrA//mutS//pstC//tdcC//cecR//rhmR//fliD//prmC//rhtB//insF-1//tufA//glyS//mltB//lolB//amiC//xseA//pdeD//abpB//yafS//rnd//nemR//ydiF//clpX//yghU//tdk//dtd//csdE//rclA//yaaJ//csrA//lapA//yaaU//dppD//rbbA//fhlA//potC//hyfA//yfeW//yfeX//coaD//bioB//mioC//gfcE//yihX//rfaC//hybO//folD//fepE//uxuB//glpX//ybjG//agaS//ompT//yajD//dtpC//yhdZ//garL//potE//citC//
GO_0060274_5	cspC//
GO_0060326_5	coaE//
GO_0060341_5	ubiJ//glnH//
GO_0060491_5	flgM//avtA//ybiX//lnt//
GO_0060566_8	bioP//
GO_0060567_8	mcrA//yedL//hybD//
GO_0060699_8	hcaR//pepD//gltB//aroH//bamC//
GO_0060700_7	phnP//ydiZ//yadV//znuA//yjjB//
GO_0060701_8	dgcT//kbaZ//ybgP//yegS//rsmD//
GO_0060702_9	yqiH//def//dacC//cobT//trpA//
GO_0061013_7	cho//bamA//mdtP//pstB//ybaT//
GO_0061024_4	waaS//ribE//rutR//psuT//nfo//wzb//tesB//yejA//kdpE//sdhB//yobF//ygaV//
GO_0061077_4	mgrB//rcsA//gsiB//ygeW//eutD//paaA//pykA//phnG//ogrK//arcC//argC//yqiJ//aroL//cbtA//sfsB//narH//ralR//pinQ//nikC//ykgM//treC//pepA//yidQ//
GO_0061475_9	aroE//
GO_0061504_8	ygeA//
GO_0061610_5	spoT//
GO_0061615_7	sucA//nadK//
GO_0061687_3	lysS//aer//hisM//rpnD//ppiC//lysP//
GO_0061720_5	parC//ygiW//nirB//spy//
