#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	citT//fecB//potD//rstB//
GO_0055067_8	tadA//ogrK//sufC//oxc//yihI//valS//lsrD//fnr//truD//fepA//tsf//sad//
GO_0055069_9	cusS//
GO_0055070_10	rapZ//glpR//frmB//sfmA//tolQ//gcvP//
GO_0055071_10	ccmG//
GO_0055072_10	fecC//sfsA//yihV//yidQ//ugpB//guaB//patA//dsbC//cyoD//adk//feaB//pyrL//sgbU//mppA//
GO_0055073_9	secA//
GO_0055074_9	lpxT//
GO_0055075_9	kdgK//
GO_0055076_9	abpB//yafN//cfa//fdoG//uidC//chiP//ftsI//rhtB//thiG//bamB//cusF//hyaD//ynfK//narI//frvR//iscA//citE//hisI//arcA//wbbK//insI4//yoaA//
GO_0055078_9	ompF//nirD//eutR//
GO_0055080_7	yciE//fhuB//yidK//ychH//hpf//tdcC//elfD//rimJ//exbD//betB//ygeX//hslV//yejE//asnA//agaS//nagB//fecA//tcyP//xanP//murR//sucD//flgA//zntR//ycdX//uspF//mreD//ndk//fepG//sufA//mgrB//flgG//wbbK//ygjK//ydcS//ackA//
GO_0055081_7	rseB//
GO_0055082_4	rpsS//yhjG//kefB//rclB//rpe//glnK//bisC//ftsX//chaA//glyA//motA//xanP//zipA//yahN//ahr//thrS//hokE//tgt//ssuA//tufB//guaD//scpC//rayT//trkG//spoT//mlaD//cstA//hflK//kefC//narW//yphB//fpr//yfcS//yfiF//
GO_0055083_8	fimB//
GO_0055085_5	sufC//araA//cysG//skp//ugpA//glgB//nfuA//ispU//recB//lolD//znuC//nrfB//oppC//raiA//ybcM//gutM//gloB//msrP//fecD//torI//ynjA//yijE//puuE//cspA//glpB//oxc//adeD//ansA//thiG//tap//moeB//ydgA//crfC//lpxC//glnS//uhpA//waaB//fimF//adhE//kgtP//sfmC//yraJ//sdhB//frvR//essD//glsA//treC//pcm//ypdC//eutK//minE//mreB//fumA//apt//nrdH//galM//lpxL//cusS//lptC//dpiA//fruA//modC//npr//osmF//nikB//ubiF//rusA//crr//gldA//rpmG//frdD//agaW//rihB//amiB//zraR//sfmD//xapA//cycA//lysR//yjhG//ymfK//lptF//acpP//mreD//dgcT//aer//agp//sbcC//spoT//yhjR//ygiS//yciE//sapD//cyaA//phnG//ydaC//speF//murJ//guaA//deaD//lptC//alpA//artP//blc//mnaT//ynbC//recT//rmuC//ycjQ//murF//fryC//ynjA//yjjW//ybhG//appB//dgcM//obgE//nuoI//kup//trxC//barA//trmD//mtgA//ydeE//glpX//fhuB//aspS//ybaQ//ydeO//gldA//fucA//yihS//gatA//rarD//ytfR//yjiM//glcB//menI//yjbH//kefB//yafC//cheY//hisA//feaB//pspG//ytfQ//nirD//ridA//luxS//rtcR//ansA//rstB//yiiD//ydbD//yejF//accD//ytfR//acpP//torI//elyC//wbbK//cysS//nirB//mltC//glnQ//secG//ynhG//prmA//metL//yceD//ypdC//pepD//ppsA//cvpA//yagG//rne//yhhZ//hxpB//dgkA//xylF//proS//avtA//hicA//insI4//murP//glvC//dosP//rpnB//cysB//folE//lplT//adiY//aroP//flgF//afuC//yibT//eutN//arnB//trpR//yieE//scpB//yqgB//rraB//bglA//ileS//iaaA//hisM//murB//kefF//agaA//fetA//kup//ygiN//nrfF//mtnN//ydcS//mppA//sbmC//melA//yfcS//lasT//yghU//glrK//hofP//napB//yhdW//narG//cobC//priA//baeS//yeeO//leuD//clpP//rzoR//ackA//glrR//nuoB//lpoA//dhaK//potI//carA//ydbD//dnaG//trmH//cbeA//yjiY//motA//nrfB//cbrC//yiaO//tnaC//bamE//gadX//recC//dcyD//yeeO//yahK//solA//pitA//gsiB//yaiW//rplW//glnS//pabB//mgtA//yhcH//yiaJ//mltF//yebS//ompF//ulaA//ypjD//astC//paaH//ychF//dnaX//rapZ//sbcD//ydiF//fryC//fau//ddlA//yiaU//yejB//lolA//hisA//frwC//arfA//alaC//map//eptB//cspD//hmp//argH//ygfX//fabZ//rhmD//gltS//eco//rsmB//kup//rplQ//glvB//pyrE//tig//yhaM//ribA//poxB//gpmM//ymfK//gntR//gcl//yiaL//rihC//kefC//rfaC//yjcS//gadX//yhhY//pck//flhC//ybgI//npr//treF//yhbQ//nudF//waaS//ppsA//artQ//ftsX//ydfG//rffC//cspG//yjbF//mukB//actP//fhuF//gltL//hchA//garP//puuE//dtpC//ghrB//yfiE//yjgX//waaP//tsf//uup//mhpA//nusA//ygaZ//ybhG//sgcX//gpmM//yaiP//dinJ//chaC//atoB//panF//gatC//aroC//puuR//ytfP//rof//acrD//ygeW//aroG//basR//glpX//yhdX//rzoD//hisH//flhC//clsB//ftsH//nikC//arnT//rsuA//sgcX//artP//yraH//evgA//kbaZ//pdeR//prpD//tamB//pdxK//yaiW//pckA//nrdG//alr//ygfX//mpaA//ulaA//yahI//yciE//ttdA//dauA//ybgP//rcnB//yjcE//trpGD//dnaJ//rppH//agaI//tusC//ahpC//ygbI//cpxA//yaaY//cysI//modC//trmA//galT//metH//glvC//yddG//norR//dsdX//ycgV//frwC//evgA//mepH//priB//narY//yciV//yciK//rppH//atpG//murE//metG//xanQ//
GO_0055086_4	ydbD//dppC//solA//adhP//secD//fdx//hupA//fadD//ulaG//ulaR//cdd//modB//pdxY//smrA//ebgR//yihU//btuF//deoB//yiiM//hda//topAI//cspB//ftsQ//tauA//yehZ//putP//rpmE//cbeA//xthA//rpoH//mdtE//yebG//mhpA//rraB//hcaR//clpB//ydcO//cobS//tsgA//abpA//tyrB//psuG//ychO//tatA//nadC//rlmC//cycA//ubiI//dxr//murA//dinJ//rzoR//tyrR//gfcE//ampD//rutG//ybcJ//ileS//dhaL//yhbX//yfgJ//yjjQ//glvB//suhB//opgD//cpxR//frlB//fimB//ibsA//yejB//rimJ//rplA//fruB//speG//mreD//sdiA//yfiF//yfgI//yhaM//yhdW//feaR//fepD//rsmJ//fadD//yqcG//erpA//aspS//yfeW//nanT//gatY//yidK//idi//ykgF//trkH//shoB//torI//uacT//cysQ//cbrC//msrB//shiA//glcB//ispB//ruvB//ddpX//argH//epmA//glnB//smpB//yagI//rph//rsmB//gatB//nth//cusB//yidK//ynhG//ygdG//rodZ//ytfE//glgP//rlmA//rluD//yfdK//parC//flgD//rhoL//yedL//yfeR//garL//potC//flhC//ilvD//tamB//bcr//dgcQ//dmsB//baeR//acrD//ileS//prpC//xapR//ydiO//yhdZ//nuoE//ilvM//zntA//btuC//emrB//minE//aslB//mepH//yebK//fdnI//ubiI//tap//rhaB//caiF//cbpM//emrK//glvB//alaE//potB//dgcT//elaD//ygbI//ade//ydiZ//recO//cysB//pdxB//hokB//
GO_0055114_3	ybiH//yidR//yieH//ssuA//yceK//fadA//ugpC//nlpA//aer//hscC//ydcM//rzoD//yeaK//cdsA//araE//lpxD//rplQ//pgl//fic//gsiA//mutH//secA//cysW//eco//potH//ycgB//waaP//pspG//mrcB//psuT//tehB//ampE//allB//cobU//clsA//aceK//ugpE//kduI//yeaG//tatC//tauC//gshA//livK//phoR//cydD//sfmH//cheZ//ispF//dxs//arnA//ydjK//sdaA//ydfK//yhhZ//galM//glpF//tehB//mliC//rnlB//narJ//katE//yidE//yoaA//alaA//mlaC//cca//lysP//mntR//rhmD//citT//rpoA//opgB//mazF//cueO//dgcJ//ybdH//csgB//yidK//ackA//rzpR//chbA//mepM//sbcB//gloA//crl//hybA//yidL//pdxK//rplC//ybiT//surA//ydaV//rplT//yagF//napC//mraZ//allC//malX//solA//hybE//lysO//rpsS//fepD//yiiE//znuA//lgt//xylE//hslU//smpB//hypE//glpG//ccmF//ybiT//ibsD//cho//yadN//chbC//skp//cbrC//ribE//dut//pagP//nudC//plsB//chiP//mnmA//pfkB//pntB//hcaF//dfp//hupB//glvC//hyaB//lepB//ompC//ssuC//rof//entH//recE//yedL//flgJ//yejF//yabI//cynS//otsA//yaiW//yafQ//frsA//hipB//rluC//fliL//ecpR//elfG//fhuF//nepI//pgaA//putA//yjjW//yjjU//rlmL//sgrR//envZ//ygfZ//pck//rtcB//recA//cpsB//otsB//ybiS//rfbB//rbfA//rpe//sodB//yidZ//lrp//cysI//nrdF//purU//shoB//gadW//rstB//fecB//arcB//nrfG//uacT//citG//hprR//rpsG//pepQ//dsbG//thrC//gluQ//
GO_0055129_5	lgoD//ychF//menE//
GO_0055130_8	yadK//yjbB//
GO_0060003_10	aphA//secY//moaA//arnF//
GO_0060255_5	cca//ccmC//glmU//nrdA//prmC//yajL//mdtI//idnO//yajD//aroK//metH//yfiR//ynbB//yneJ//rlmM//yajQ//glnS//crl//mdtP//bipA//iscU//adhP//bisC//rpsR//ykgA//yfjV//aroK//ygaV//yhcD//ydjJ//arnA//gspI//hdeB//csiD//yfcV//wzzB//gloC//chpB//pheP//csgB//dnaJ//wecC//fdnI//cdgI//cysA//ymfA//yfaU//adiY//ygeX//ydiR//yagU//yebC//yhbQ//ybaE//phnJ//hycA//gatB//lsrR//plaP//potB//melR//tsf//nupX//pphA//pinQ//uhpC//ibsC//tmk//dadA//argH//xylG//upp//ompN//ybbY//oppA//yfaL//yfjR//ynaE//basS//proQ//setC//queE//dicA//smrA//rutC//skp//ogrK//sad//fimZ//hchA//fdrA//yeaK//yecS//rutF//rsfS//puuC//yfdC//rhtB//phnL//iscU//hslR//rodZ//ygaH//cpsG//hybE//trmJ//dnaA//ibaG//mrdB//yjhB//rspB//phnM//lsrB//dsbC//potI//sbmA//rseB//cytR//psd//garL//hmp//ccmH//srlD//ariR//sucC//malI//cysQ//ydhJ//mnmG//glmM//yeaE//yfeX//hxpA//yihP//xanQ//yaaY//htpX//waaH//yjfP//lacY//rne//ynaI//bglH//ldrA//yadI//yqeG//caiT//trpL//clsA//glcC//epmB//accA//rclC//oppF//ddpA//pbpC//citC//xerD//pheP//agaC//metF//rhlB//uhpT//pphA//cpsG//trpGD//atpB//yfbU//ldrD//ldtA//fepG//fimA//pabA//cusA//norR//uhpA//hypF//cysU//lpoB//nudC//cbrA//csdE//infC//ybhG//ykfI//ispH//atoB//dppB//sdaA//ftsK//aaeB//rppH//fecB//yobF//cueR//dgcT//bamB//tbpA//purT//tldD//cusS//ybhP//yadG//fadJ//hsdR//blc//sucD//yjiM//rimI//ldtC//tdcD//gadC//ftsW//yiaJ//exbB//ybaQ//apaH//yfiF//trmA//ygbN//tnaC//yiaA//fimH//ybaE//ykfM//yobA//yhdJ//cobT//ybdZ//mdaB//aroG//tsaC//ygcR//emrE//lysP//atoC//ppk//fliG//focB//mlaE//etk//appB//mepH//rapZ//proA//idnK//ackA//gspJ//wrbA//baeS//proP//rpoE//rnd//ettA//mhpA//skp//hyfA//yhdW//yqcG//mog//allB//pphB//leuA//ccmA//wecE//prpD//yaaA//arnD//dtpC//murD//cysQ//bioC//rplE//rhtA//pfkA//arcB//yfcA//gatY//gldA//ybaO//mlaF//ygcR//cutC//ftsW//narU//yhjA//fumC//selA//yhbS//cydB//lnt//wcaJ//ygiV//fetB//baeR//flgD//rbn//cheW//bioC//ycgB//seqA//murC//cdsA//bioD2//hybA//bipA//sppA//rnlA//wzzB//rne//bdcA//cycA//ydiR//treR//mntH//pgaB//yggT//csdA//bioB//hxpA//nlpI//lysP//pntA//lepA//ybdR//alaC//argP//uof//metK//tus//nhaA//flgE//pabC//ssuC//pyrD//galP//ndk//bamE//ycaN//satP//ybgI//rimI//sfsB//aes//manY//ddpX//dgcM//ymfK//cas1//prmB//zapB//qseB//hemB//appC//
GO_0060274_5	hdhA//
GO_0060326_5	cyoA//
GO_0060341_5	yhjA//thiD//
GO_0060491_5	ygfA//dut//frmR//trmA//
GO_0060566_8	ulaB//
GO_0060567_8	rbsB//recC//yjeI//
GO_0060699_8	allB//ddlB//astB//insA-2//motA//
GO_0060700_7	phnN//cusC//lplT//secA//miaB//
GO_0060701_8	fadH//chbF//cutC//queG//ybdZ//
GO_0060702_9	torS//nlpA//uspB//dtpB//tauD//
GO_0061013_7	cas1//ybiA//insB-2//livG//maeA//
GO_0061024_4	ybcJ//ubiC//yajO//dmsA//tomB//yadC//acpT//fepC//pgi//nusA//panD//dauA//
GO_0061077_4	livH//rhaD//ybfE//mprA//hslO//yeaE//icd//torA//rpsO//wcaB//yddA//proP//ratA//yehC//ydcO//ribA//wcaJ//waaP//argE//tamA//uspB//rpsB//ynhF//
GO_0061475_9	intS//
GO_0061504_8	recG//
GO_0061610_5	atpH//
GO_0061615_7	ygfI//pdeL//
GO_0061687_3	uidC//ycgR//fimZ//nfsB//aspC//murJ//
GO_0061720_5	hdeA//frmA//creC//yefM//
GO_0061727_6	lsrK//yebG//cutA//bglJ//trmJ//yjjX//glcA//pinE//yieL//hyfA//yhaM//tyrR//lpxC//rutE//hupA//pgaA//aroF//nudC//yejA//epmA//mlaD//treB//aspA//ascB//
GO_0061984_6	queG//
GO_0061985_7	yadK//
GO_0062012_5	wza//murG//clpP//fmt//osmF//ftnB//mipA//yidA//sfsB//yehZ//yieK//
GO_0062013_6	ldtD//entC//umuC//
GO_0062014_6	ydiP//ydeP//
GO_0065002_6	yafE//metE//adeD//yggX//rna//hsdM//tcyJ//gutQ//
GO_0065003_5	cmtA//ynfL//tisB//fumC//codB//atoB//yqaE//galP//sfmH//ndk//argG//phnG//yadK//otsB//lptE//oppA//cutC//uspC//flgD//glcF//uof//rpsS//rluF//miaA//ssuB//yafC//tusD//fimZ//gatB//potH//dmlA//lepA//argB//yeiL//dsbC//csrD//ascG//ibpB//sohB//dgoT//yfdO//rplD//prpR//ybdZ//yjiR//argB//exbD//yjbG//fruA//arnD//mlaB//ptsP//mnmA//coaE//ttdB//zntA//glyS//btuB//nfsB//recB//pinE//yciG//dnaA//bamA//narK//ibpA//ybhD//ecpR//ihfB//aroA//rusA//cynT//dmlA//mhpC//sdhB//htpX//cbpM//yoaA//rhaS//ftsY//nrfD//selD//yjiX//ogrK//ftnB//phoR//amiD//deoA//mlaC//higB//maoP//nagK//
GO_0065004_6	nusG//
GO_0065008_3	murD//hemB//ddpA//dut//mdtO//ttdB//rlmC//yaaA//cheZ//dsbG//gpmM//aceF//aroD//ybiT//glcD//purF//pgaB//nikD//ndh//fmt//pbpC//lacY//mglA//uacT//yeaK//kefG//sdhA//intS//entA//gntT//acnB//prmB//csiR//gcvP//alaS//mepS//yijO//minD//hfq//pheS//fimG//narL//ruvA//yahK//srlB//iscR//rpsD//dinD//cysD//narG//ycaN//yghB//rsmJ//hyfC//uspG//codA//mppA//cusF//mutS//rluD//tusE//mocA//rplW//ycbB//gsiD//emrB//hybO//yidR//tap//nth//ynhF//yejF//rfaQ//cheZ//cysZ//cyoC//prpD//argF//ccmF//tar//sseA//dmlR//alr//gcd//norR//hemD//yfgO//gltI//nrdI//dgcN//ubiH//fliD//mntR//ybaQ//trmB//sbcD//copA//ycfJ//fepE//yafO//mzrA//abgT//aceA//nrdG//galK//rcsC//fimC//sufE//puuR//rpsR//tcyJ//manA//yiaO//ribB//yiaT//dacB//argG//alaE//alkA//fklB//phoE//tyrA//upp//nrdG//kduD//ynfL//yiaT//dusC//allD//paaK//holB//
GO_0065009_3	yaaA//hda//yaaA//hscC//pgpB//mmuP//bglX//ynbB//metB//yeeY//glmU//pdeH//cmoB//wzb//rseC//menA//cpdB//bacA//trmI//ybjN//rplA//mdtI//setB//tauD//uspE//hisM//rseC//ynfH//mlc//patZ//cydB//ivy//hybE//menB//torD//torY//acrB//ispH//fimA//ygaV//ytfR//yihL//sspA//lgt//tnaB//mtnN//rluF//caiE//tsgA//alaS//ariR//selU//matP//lptD//rusA//barA//yajD//ygiW//ybjG//emrB//focA//wzc//ruvB//ibaG//dgoT//yaaU//fruK//fdx//insI-2//glmS//mreB//abpB//pdxY//yciF//tusE//ynbC//ompT//
GO_0070084_7	btuC//
GO_0070085_3	bioA//yebQ//
GO_0070178_5	agp//
GO_0070201_6	fadM//frwD//oxc//
GO_0070206_7	araH//spy//ilvA//ybaT//
GO_0070207_8	cusF//htrE//agaW//rpmB//
GO_0070297_7	dgcZ//
GO_0070298_8	hsrA//
GO_0070301_6	dacC//yahK//zntA//amiC//artM//intE//decR//udp//yfgO//tap//
GO_0070329_5	sapB//pcm//
GO_0070413_7	yjjW//yafS//
GO_0070415_6	yecS//sufS//
GO_0070417_5	elyC//livM//ftsZ//yihQ//
GO_0070453_7	fadI//
GO_0070475_7	mgrB//exoX//ortT//rpiR//yeaK//elfG//aaeB//dut//ptsH//mdtG//epd//focB//flhA//ydeT//yjiY//yddG//trmB//lolC//dacD//
GO_0070476_7	tisB//clpP//
GO_0070482_4	yneJ//modC//ybbY//argF//
GO_0070525_7	tpiA//trpGD//uspB//prpC//
GO_0070574_9	aes//torD//ghoS//mltD//
GO_0070581_8	leuC//
GO_0070588_9	aroH//
GO_0070589_6	chbG//ynbB//yqjH//cspC//ihfA//pflC//mglB//dgcQ//rhmR//dmlA//rpnD//fkpB//queG//cra//rpsJ//hypD//ftsA//ulaF//yeeO//betI//lapB//rcsD//ubiC//narZ//yceK//ftnA//ygeR//mutS//alaE//mdtF//hisA//elfC//holD//garK//mtnN//yegD//malK//tcyJ//lsrR//der//btuD//mltG//hisQ//
GO_0070627_10	yebS//
GO_0070646_6	cof//
GO_0070647_7	lepA//
GO_0070689_6	htrE//udp//
GO_0070716_8	phoU//
GO_0070726_5	opgB//glcD//
GO_0070727_4	cheZ//panZ//yjbF//dsbD//xapB//yddA//ychH//paaK//nrfC//yfjR//feaR//yfbV//glcC//fepB//dsbD//yidQ//basR//
GO_0070778_6	mngA//queC//
GO_0070838_8	sufD//purF//rlmF//yaiW//raiA//phoP//atpC//fadD//bioD1//tas//phnG//cpxA//yciE//yihL//rnt//
GO_0070873_7	yhdW//ttdT//
GO_0070874_7	arnB//
GO_0070875_7	appB//
GO_0070887_4	rpsD//fdrA//rof//fieF//ymgF//amiA//yggD//kdsA//serC//appA//dxs//rutF//hisG//stpA//yfeW//agaS//fhuF//setA//rseB//thiL//rpsQ//chbB//pdxA//lysS//rpmJ//phnH//cueO//fabB//leuO//yfiR//gcvA//fur//betA//crp//mltA//intZ//ppx//rnt//nadD//xdhB//oppA//zinT//moaD//insB-4//arsC//paaF//yaiW//holA//lpoB//rssA//holD//cysG//rpsS//lldP//cpxP//fdoH//rluD//mglC//yidZ//alr//
GO_0070894_6	yohC//
GO_0070925_5	fdhF//envC//yeaV//yodD//yhcF//insK//pgpA//tsf//surA//pdxA//
GO_0070930_7	dbpA//
GO_0070972_7	yjcE//
GO_0070981_6	ttdR//
GO_0070982_5	lolD//
GO_0070988_3	ldrB//ybiW//
GO_0070989_4	sutR//
GO_0071103_6	phnG//yhiM//yiaN//ais//murG//rnt//rluC//modC//ybaE//mutT//helD//sapC//fdx//chbC//bioC//rplI//ypjD//lsrC//nrdG//
GO_0071139_6	yggW//menE//
GO_0071214_4	ydjM//pdeF//ligA//cnu//recF//yiaU//dgcF//sapB//parC//hcp//prpC//pck//prkB//phnG//yehW//ymdB//hdeB//crl//bioD//secG//cbrC//exbB//basS//argH//
GO_0071218_6	helD//
GO_0071229_5	pheS//acs//gltP//rutC//fadI//
GO_0071230_6	ampD//
GO_0071236_5	phoA//artP//frdB//tolC//alaE//gltP//nepI//ygcO//yhjB//rbsR//csrA//yggT//nimT//yhjX//rnd//nemA//hcaF//pgm//
GO_0071237_6	mdtG//rep//
GO_0071241_5	mazF//frvB//yfaU//fimE//dicC//dsbD//codA//priC//essD//casA//fliD//nrfC//uxuA//pdxJ//hisA//yejE//cdsA//
GO_0071243_5	decR//
GO_0071248_6	lpxH//ybbW//yfeD//sbcD//abgB//gpmA//fucA//ibsB//ihfB//psuG//yieE//lpcA//cadC//kdsC//
GO_0071249_6	yfeD//yobA//
GO_0071250_6	dnaB//yhjC//
GO_0071265_5	rpmH//gadE//polA//ftnB//trpL//
GO_0071266_6	opgB//fdnG//
GO_0071267_6	frsA//fkpA//rsmD//
GO_0071270_6	cusA//yqiI//
GO_0071271_7	ybcL//cheR//
GO_0071276_7	yneL//ftsZ//
GO_0071280_7	ascG//dosP//
GO_0071284_7	ycfJ//
GO_0071286_7	deoR//kdsB//
GO_0071287_7	idnT//
GO_0071288_7	hicB//fryB//
GO_0071289_7	frwD//
GO_0071291_6	ypdA//
GO_0071292_7	ssuE//ispB//
GO_0071294_7	ais//fabI//
GO_0071310_5	ssuD//yihV//puuB//fdhD//dusB//hisB//mscL//elaD//rsmC//uvrC//nanR//
GO_0071417_5	cusC//lysU//yfiR//
GO_0071421_9	wzzB//rpnC//dppF//
GO_0071422_7	oppA//purC//tcyN//
GO_0071423_8	pdxJ//
GO_0071453_5	ogrK//tmcA//pagP//
GO_0071454_5	yeiG//prmC//
GO_0071456_5	eamA//
GO_0071467_5	gntP//exoX//yidD//bioF//glcB//ybcF//lplT//ldtA//tatE//nimT//panC//
GO_0071468_6	ldrB//gspI//ribB//mtr//ispG//aspC//mnmC//gldA//yjaA//flhA//
GO_0071470_5	iscS//yfcF//rpsI//fetB//glgA//yqjH//mscL//nemR//ynbC//ygfA//
GO_0071474_6	barA//yfhM//bioH//serA//
GO_0071478_5	yrdA//viaA//rluE//
GO_0071482_6	cobC//csgG//frsA//
GO_0071483_7	malK//
GO_0071495_4	opgC//yqhD//yaaU//
GO_0071496_4	ftsL//metH//seqA//fre//proS//melR//gcvA//amiB//trmH//rplK//dgoA//clsA//insE-1//arnA//rnlB//hyfR//waaC//basS//mdtM//rlmB//trpD//yjhP//paaX//fumB//appB//yjfF//glpT//purF//yeiG//yieL//pgaD//pstA//galE//accD//yiaA//narY//yraN//bglH//lpxL//nirB//sufC//leuD//insI4//dinB//essD//glk//glgS//phnM//mnaT//trkG//tolR//livJ//hypT//
GO_0071500_5	hisP//
GO_0071502_5	setB//
GO_0071545_6	manX//exbD//
GO_0071554_3	motA//mrp//rnt//wcaJ//yeaD//rpsR//ydjM//gsiB//acrB//nirD//lpxH//dgcJ//selB//sanA//pyrG//moaD//appA//frdB//yagI//lpoA//iraD//arcC//lysU//
GO_0071555_4	uvrA//hslV//argE//waaO//ycaN//srlA//argG//hokB//gntT//rlmL//ansB//pagP//yihS//
GO_0071577_9	rfbB//kdpF//holC//ygbI//xapB//exuR//fliZ//
GO_0071616_6	cmoA//tcyN//
GO_0071702_5	yedL//manX//hypF//pepT//rseC//srlE//deaD//yjaA//yjhP//zwf//crcB//ccmC//yfcF//deoD//envY//sufE//fucO//yhfK//ynhF//glpF//yhaV//rfaF//selD//ssuC//xylB//cysK//coaD//dppD//flgD//sutR//yfdC//ruvC//eutR//yahB//idnK//yhcD//skp//murA//dcuB//abgA//trmD//rlmM//thiM//yfeX//aceB//ppiD//uidA//cspA//dsbA//rffT//rodZ//insI-1//csgB//bioB//yjjQ//phnO//narJ//ftsX//cmk//yddG//galM//yeaE//groL//focB//queC//ybeY//rplC//phoA//sohB//elaD//dicB//ttdT//sgcB//rssA//macB//ppiC//ydeE//kefC//trkH//aroF//mtfA//yfeD//paaE//hofQ//rfaG//artQ//yneJ//yhbO//fixA//rplQ//cas2//emrY//bsmA//tdh//cysB//yraJ//yjbB//bioP//moaC//rffC//mlaD//waaC//ygfX//proB//plaP//asr//entH//mog//ppk//yodD//yciE//yedP//yheT//bluF//prfC//hycI//trpA//glgB//speG//tyrR//waaZ//elbB//nagB//nemR//cueR//serB//waaQ//ispA//modB//yecS//topA//mutS//livH//puuA//cho//yjhB//mhpC//icd//nirD//yehD//frlA//aspS//ynjA//mdtF//arnB//tldD//amiB//erfK//cysQ//araB//yhjD//emrY//hprS//tus//rlmI//gor//yfgO//atpD//oppA//ppiA//dicA//nuoB//dacD//agaI//mtfA//zapC//ytfT//norV//dxr//entH//ybjI//prfC//phnK//hisS//aldB//macA//yddL//malE//purT//barA//ycfS//mutL//lpxD//pepA//lsrA//ydhJ//fryC//agaA//mltD//lpxP//ybjN//yhjD//trmL//idnT//mcbR//yqaB//ulaD//cobC//srlA//mngB//glgX//yhbS//tabA//rng//gloC//aroH//fryC//glcB//azoR//ybcL//gpsA//rfaE//yadM//hokB//pepB//hflK//waaO//napB//hdhA//proB//rffT//creB//tcyJ//mreC//nagK//asnC//glsB//trmH//hemF//argK//hflK//ykfI//yjbB//pdeH//tufB//mazF//tdcR//ydjE//sfsA//psuG//nikC//dps//manZ//der//rtcR//paaJ//yifB//degS//iscR//ybdO//yibH//asmA//gadA//kgtP//syd//fadJ//cysC//yqhC//moaE//yihS//zraR//citC//rlmF//add//gspE//ampG//yddA//ttdA//gltL//pinQ//cysG//epd//phnI//insK//ispU//xthA//mcbR//acrZ//nuoB//pepT//gmk//phoP//minC//gmhB//rbn//hisS//nemA//prlC//ygfX//ldrD//gcl//prpB//ftp//nuoF//rbsB//panZ//bsmA//tauB//fabI//dmlR//nfsB//iscX//slyA//acrR//pmbA//yfjV//pabC//yagG//rpe//mepH//iraD//dmlA//hemN//glnH//trpE//znuA//nlpD//rlmH//msrA//yhaO//yghU//raiA//cmoA//waaP//ghxQ//yiaL//eno//pheA//cysE//yahK//napC//ygiB//xapA//galE//wzzE//uvrD//yedL//feoA//rutG//yegD//yeiG//hybO//gatB//osmE//pldB//thiP//yeaV//aroL//aroB//frwC//satP//pbpC//uspG//fdx//pth//kduI//greB//lhr//ihfA//mdtP//hcaT//adiY//intF//lpcA//argE//frvB//tas//sapF//eptC//lsrG//ybiW//djlC//ulaF//frvR//ulaE//zapB//gatZ//sgbH//mcbR//yabI//htrE//yadV//glpT//slyA//dld//cspG//cobT//ydcO//mcrB//serB//
