#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flgA//thrL//yedP//fryA//
GO_0051235_3	recO//zapC//paaB//
GO_0051238_4	yabI//metE//gadX//
GO_0051246_6	tsaE//yrdA//setC//alkB//glnQ//ynbD//aceK//ygiW//fruB//ykgA//yaaY//nanA//argA//ybdM//garP//yjjX//yhiM//ccmF//exbB//ulaB//argS//yceO//tmk//hemC//sseA//wecA//lgoT//topAI//dctA//yjtD//hipA//dppF//ffh//secD//fadL//fabG//rcsD//rihC//caiB//acpS//rhaA//iscS//purC//cobB//agaS//msrQ//sstT//yddM//dinI//cho//tdcA//degP//lptB//
GO_0051247_7	ygiW//narL//ygfX//ymgA//aas//ydfG//nfsB//ycdY//dgoA//purU//ybbW//
GO_0051248_7	ybjX//gltB//ftsP//umpG//mutT//wecC//pyrD//mutT//iraD//rcsD//coaE//grpE//pheM//prc//yihR//ydhQ//srlA//fadB//xylB//cusB//ubiX//rihB//ugd//proB//rssA//tadA//garR//gyrA//fabG//leuO//galF//
GO_0051252_6	mqsA//nuoM//rplK//sfmF//yidL//rfbC//insH-5//hybF//glxR//yjjI//ybeF//rzoD//leuO//ratA//ymgA//ymdB//yehC//nusA//malF//alaC//sgbE//mdtL//fimF//dut//ybaO//rhsD//phnH//lysR//yqjI//uxuA//gshA//dhaL//ygiW//groL//fimD//efeO//dps//srmB//eutD//cho//rpoD//glgP//recA//ydjK//sgrR//sodB//recF//metB//arsB//hscB//glmU//ybiA//flgE//blr//metL//pitB//ompF//pstS//torI//phoQ//ampH//ybjC//rffC//glpK//rodZ//pgi//rpsB//slyA//yfgJ//glpC//yjjX//dnaE//osmF//manA//uvrB//osmE//flgD//ynaE//ybhP//acrE//frlC//lasT//hisM//tyrR//leuS//phoP//mpaA//gntT//xanP//dcuD//queD//tdcC//phoQ//alsA//rffT//acrD//rsfS//asd//waaQ//ribD//ygcR//ushA//rhmD//yejB//cydA//rimJ//elaD//arnE//fruB//bioP//narG//gltX//hisC//yjcS//cydA//mutM//rutG//ydjE//potC//purC//ybbN//yafO//ibsD//potA//uup//tsaB//fepC//cusC//rclB//adiC//yiaL//nrfG//yejB//dnaA//gppA//lhr//flhA//yadI//cusF//metC//torZ//artJ//cbpM//lon//flgH//glsB//rutF//ade//fimC//mrdB//nadK//oppB//mnmE//gudD//pgpA//rlmI//hdfR//hisM//yddA//yjeH//creB//nadB//ftsW//yjaZ//manX//pspD//casB//yjjG//uxuB//ftp//gltS//ptsI//cysA//ugpE//ftsQ//yfiF//dgcT//recD//ada//yehU//lysU//ybcQ//yeiG//lgoD//ynfK//appC//narX//ydhJ//atpB//yjbG//hofP//rplL//tmk//rhsD//tauD//rhlB//gapA//ftp//asd//fur//tcyP//fdhF//kbp//sucC//uspC//queF//chpS//upp//gsiA//dut//cysG//ybhP//yggP//caiF//yjgX//fixA//rapA//bamC//yjiQ//tsaD//idnD//lolD//murI//minE//xthA//rlmH//mtnN//mscM//thiE//thiI//fabR//lgoT//btuF//hcaB//flhD//ybbW//ygiW//menC//prc//ygjR//proW//citT//cadA//cas1//tyrS//yaiP//narI//ybdO//yhdJ//thrS//hcaR//cbrC//lpd//yagG//rpoE//yjeI//lpxD//ygaV//agaC//ybjG//ycdY//fklB//pepN//cheR//flgF//argO//hexR//eutK//cydC//bioD//pmbA//hybG//rnlA//yebK//ydfH//thiH//yiiD//tatA//
GO_0051253_7	kdpA//shiA//hypB//araC//zntA//argB//smrA//secD//tatE//wzzE//rpsD//rarA//ydiB//ldcA//acrF//yebQ//ftsQ//rpsN//yccX//entF//rpmA//acrD//dps//pgi//cheZ//trkA//accD//nuoH//rsmC//mltA//yraN//purD//speA//trpGD//yadK//recN//zipA//gsiC//gspF//ydjJ//pepA//xisR//hemG//cpdB//rlmG//ydaN//mlaE//fau//hslR//tktA//skp//yiaO//recN//gltP//yggE//rcsB//ycgB//qseB//nadB//tqsA//plaP//yhjV//fliK//syd//yqjA//yraI//dgt//narJ//adiY//lpxT//yajO//mdlA//yieF//pdxY//comR//potE//acrR//rraB//clsA//panE//rstB//ftsB//murP//murG//kbp//fryB//yieH//cobC//ttcA//rpmE//prpD//patZ//hofM//zapC//ybhP//sucD//ftnB//yfgO//lipB//
GO_0051254_7	ybiW//frr//spoT//adk//gabP//mdtI//rssA//dhaK//rplW//fliS//cdh//glnH//hemF//envY//amtB//pstA//atpC//yihS//galF//iaaA//aroL//aphA//dinD//gph//puuA//queE//tusA//dhaK//clcA//rnt//ompA//ybhR//yeeJ//csgF//acs//mcbR//yqaB//modB//fdhD//hisM//yfaV//plsB//ibpA//adiC//flgI//pyrB//ilvM//glxK//nuoG//ispB//yfiF//yccS//groS//hemG//appY//malE//ymfK//gudD//rnhB//rpe//pgaA//rzpD//hrpA//menD//gyrB//yadN//envC//ybeY//ruvA//rplP//sutR//rplO//sdaC//wcaB//ibpA//
GO_0051258_7	purC//
GO_0051259_6	betI//setC//tauA//amtB//tolQ//csdE//dtpB//cas2//zapC//ybiT//ccmD//panD//proP//ynhF//maeA//ilvB//lipB//ybjX//tatA//eutB//rzoR//fabZ//insK//lldR//ybgI//fryB//pdxY//ynfF//dtpC//exuT//ydjM//yhjV//frr//ybhG//yabI//wzzB//rodZ//recN//rpoA//srlD//narH//dhaL//lpoA//adiC//cysP//nirB//cheZ//queG//ybiO//phoU//rpoA//
GO_0051260_7	glnP//mrr//gcvP//ycdX//deoA//fryC//speA//malP//ycjY//tolR//sufD//torR//yejF//treA//alsK//mngR//yjiM//sgbH//yebG//ynfE//eptC//ygfZ//tsgA//ogt//lrhA//treF//ygiV//bglX//ybiT//rpnA//mtlR//mlc//nrfB//cysK//hcaE//ahpC//pheM//tdcD//hofM//kdpA//frdC//proS//yhdZ//ompC//mdtP//ybaT//leuS//
GO_0051262_7	fabA//yaiP//mutY//rlmI//metQ//narZ//thrL//envY//queA//glrR//wzzE//endA//fumA//hemF//ahpC//ttdA//rlmM//ribF//ibpA//lipB//yibF//mntP//yjiM//hicB//lacY//gutM//proX//thrC//nagB//ybdM//rimO//yoeB//ccmC//holB//torS//gutQ//
GO_0051270_5	cpdB//purL//ydhK//ispU//moaE//recA//yieK//ecpR//ybfA//polB//iraM//ygiS//pgpB//menF//mntP//paaG//
GO_0051271_6	sodB//elfD//dicC//mepA//cheZ//melA//nrdF//ubiG//araH//
GO_0051273_7	sdhE//yfaE//nrdA//rpmJ//oppF//ygeA//yegS//
GO_0051274_8	ynhG//rpsK//mdoG//ttdR//ydeT//flhA//sfsA//
GO_0051276_5	maa//dacD//yfcS//rho//lplT//yciK//aceK//lptG//pdeR//yggF//casC//sfmH//ugd//purR//tdcR//hybG//fdhF//mdaB//yibH//ftsY//alkB//hslO//gnsB//tauC//cysD//tatD//
GO_0051289_8	fabG//baeR//potE//deaD//agaV//ynjD//yhaJ//rluD//cas2//umpH//aroC//xylG//eptA//ftsA//betI//ulaE//ynjA//gnsB//asmA//ariR//alsA//ssuB//rcsB//bisC//infB//acrF//citE//rsuA//modA//yaiV//yddM//miaB//hyaD//queF//bioA//lrp//
GO_0051301_3	yfaV//yqjH//yegD//kdgT//glyA//tdcF//ydcS//aslB//dnaQ//sodA//glnP//pdxH//skp//yedL//yaaJ//yjbF//rpsG//menB//uvrA//nfuA//ulaE//torI//yneJ//ttcA//entB//gloC//tilS//priB//aaeR//trpR//ydjK//bssS//yjhG//rssB//yghO//allS//
GO_0051302_5	ftsI//ynjA//mdtQ//serB//glpB//emrE//ykgA//msrP//tonB//yeeA//thrS//dapB//argK//ykfM//
GO_0051304_4	nudG//
GO_0051336_5	elyC//fliL//thiP//flgH//mlaE//tldD//kefG//cmk//potB//intA//dgkA//lysS//hlyE//ibpA//rffG//dadA//tauD//dgcE//potE//dxs//ygbI//ycbB//yjjQ//melR//barA//
GO_0051338_5	dgoD//ppk//hisB//atoS//
GO_0051339_5	panC//
GO_0051341_5	clpP//btuC//
GO_0051345_6	pdxY//rplK//nanT//opgE//gatC//yihU//csrA//era//
GO_0051346_6	mglC//hupA//treB//comR//comR//yieE//entE//ymgF//rhmR//mdaB//agp//
GO_0051347_6	rho//fecB//
GO_0051349_6	srlA//
GO_0051353_6	dgcQ//btuE//
GO_0051391_8	rapZ//
GO_0051409_4	argR//rstB//
GO_0051410_3	rcdA//
GO_0051452_10	yjcE//
GO_0051453_9	clpA//pyrL//pyrF//yieF//ydaV//yhjC//azoR//cysE//
GO_0051454_10	eutK//degP//nadB//gltL//ldtB//
GO_0051476_7	adiC//
GO_0051484_7	yqeF//
GO_0051493_7	comR//
GO_0051495_8	cas3//
GO_0051595_6	yhjR//sbcC//dosP//purL//mltG//
GO_0051596_6	tusD//mtlD//rnr//agp//galK//mqsA//lpxB//yafC//flgF//yfaE//rpmA//lysA//mntP//lptC//yidE//ahr//rluA//lgoT//nusA//rclB//sugE//mgtA//tbpA//accA//yajQ//mrr//rmuC//ybcF//
GO_0051599_4	dapB//
GO_0051603_6	dld//exoX//arnB//sdhE//hcaD//ygiV//
GO_0051604_5	moeA//actP//exbD//ycbV//sgbE//dacA//livF//phnC//glmU//cirA//trpE//ubiX//cmtA//yehT//pabA//feaR//recR//phoE//ybiJ//yecS//ackA//rnpA//yjhP//sodB//folD//ubiA//adiA//yefM//msrB//pcnB//tdcD//yihP//nrdA//ydiZ//rfaD//rpmA//ynfH//ydeI//yidH//aslB//
GO_0051606_3	accC//manY//
GO_0051607_4	ihfB//sad//zntR//xapB//mgtA//lysR//ycfL//hisB//mfd//yihV//
GO_0051641_3	sthA//rlmL//dhaK//gph//pyrB//ygbI//ghrB//panF//hycH//uhpC//nagZ//udk//dapF//yghG//yjiY//btuF//rplQ//yoeB//sgcX//sapC//dapD//sad//livG//
GO_0051649_4	acrD//soxR//trkG//wza//dgcM//acs//ycfL//nusG//cmoM//ulaF//speC//caiE//melB//
GO_0051651_3	galR//emrY//ogrK//
GO_0051668_4	yadI//
GO_0051691_5	hpt//purL//
GO_0051692_6	rne//idnD//
GO_0051701_4	yfcF//feaR//rlmL//malX//nrdF//azoR//yidE//yraR//alr//yihP//gcvT//cpxA//adiA//yoeB//nagB//ydjH//
GO_0051703_3	xisR//intZ//yhcD//casA//mdtF//fau//cspD//ispH//
GO_0051707_3	tatC//hsdR//crfC//erfK//yfjR//emrY//prfB//rhtA//yibF//gloC//acrD//infB//ddpA//appA//
GO_0051715_4	recE//
GO_0051716_3	cas2//hemF//galE//tdcC//cbeA//rplN//yqhD//dacB//rlmD//hisM//arnT//fdrA//flhD//dapF//tgt//flgB//leuC//yejE//pgaC//speB//dmsC//rep//gdhA//ilvM//yehX//fucO//rraA//feoC//yfeD//dcd//ettA//rimJ//yiiM//bisC//rstB//lptC//mog//nlpE//rlpA//ybcJ//waaF//dgt//thrS//frc//sgcC//sdhE//ibpA//slyD//sufA//rlmB//yfdG//nlpD//prpC//insA-1//rplJ//add//ytfQ//insF-1//prmB//pabA//ghoT//csrA//dcuB//yhaV//gatD//ytfR//gsiD//speF//hcaE//narL//abgA//htrE//rimL//yggW//lacY//gph//recJ//xylR//yhdZ//yoeE//aldB//rfbC//cysN//mdtD//bioB//rbfA//bluF//rluE//galE//ldtC//rbsD//atpB//essD//mlaE//patD//ybhG//dppB//degQ//yejE//cydD//deoB//iaaA//rbsD//rimK//ihfB//frdB//mdlA//cheY//cobT//parE//tehA//tdh//nikR//panZ//rlmC//hycA//fimH//lipB//yedA//ychO//cysW//murG//ttdT//fliG//rhtB//lspA//rpmG//malG//yhjG//katE//speB//lysU//mrdA//asmA//dgcZ//cadA//secF//crl//mdtL//phnP//betT//pgk//mzrA//yebS//cmk//pyrF//parC//sdiA//insA-1//yfcF//rpsM//potC//mhpC//thiD//fis//argH//rcsA//fadB//parE//ybiS//ispF//ggt//caiD//bhsA//ydiV//envC//rimI//mdtE//xapA//ybhG//glmM//ldcA//dmlR//yhaC//gcvT//msrA//gnsB//hybE//narX//mepS//feoA//lsrR//btuD//ftsA//sapD//ruvA//ydaN//speA//arcB//ccmC//yneE//lysS//pldB//yjaZ//fadH//rimP//ilvB//fliS//ybhF//dtpA//yebC//ccmG//purB//ribC//dkgB//malY//radA//intF//bioB//tcyP//yjcE//ybdM//mrdA//ompA//uraA//exoX//tdcD//purU//lamB//galK//hupA//rpmE//nudC//nupX//glnA//cysN//cysZ//ybiW//cspB//oppC//rpiB//mdtB//coaE//narQ//rfaH//ydbK//gshA//sapC//hisS//gspI//yebC//relB//murG//rusA//degS//livJ//ybgP//hipB//wrbA//narQ//glxR//copA//relE//rplQ//yhdZ//sapA//arcC//metF//yaaJ//iraM//prmB//sgbH//lpp//insI-1//rof//gnsB//torA//talB//ybiX//yjjG//yedP//gapA//nlpI//garP//rpsG//yeeY//nrdI//hslR//proS//yfaE//yhbQ//phnM//potC//leuC//ldrA//rlpA//efeO//hofQ//yjiR//lldR//kdpA//narZ//pgrR//yhgH//rplW//betI//frvB//hflX//ndk//ubiA//ompT//wzb//rseP//yejE//bdm//glxK//psuT//yebK//aspC//creC//rpiR//abgA//pinQ//holC//proW//sufC//lhr//bssS//ribE//yjjB//mreC//gnsB//tauD//yihU//nagB//fliD//yfdK//ispG//hslR//xisE//rluA//frlA//trmH//citE//dfp//selB//wzyE//rodZ//flgA//dgoK//ymgF//srlE//nrdG//motA//nuoH//lplA//tsgA//chbB//ampG//pspG//pbpG//atoS//sdhD//uspB//aroD//alaA//tnaB//secD//nanT//
GO_0051726_5	plsX//nfi//tdcE//yihW//amtB//
GO_0051781_6	sufA//rcnR//
GO_0051782_6	glvC//artJ//hslR//dctR//ldtC//yegS//secD//
GO_0051788_5	fimZ//
GO_0051790_7	cstA//
GO_0051806_6	rhsD//ubiX//dnaB//tcyJ//pdxH//folP//kbaY//lapB//
GO_0051817_5	aer//yabI//clsA//sgcB//
GO_0051818_6	wecA//gsiD//ibsD//accB//
GO_0051828_5	dedD//qseB//panB//nanC//paaZ//bamA//pncB//yehA//
GO_0051883_4	nudG//yhgH//surA//treB//
GO_0051977_7	hscA//
GO_0051983_5	alsB//
GO_0052126_4	yphC//ykfI//eamA//fkpB//
GO_0052128_5	rsmC//
GO_0052131_6	atpE//
GO_0052192_3	proS//malY//tyrA//yehW//
GO_0052547_6	glpA//osmY//hxpB//
GO_0052548_7	bssS//mtfA//
GO_0052646_5	yhfS//ychF//ibaG//rzpD//rfbX//
GO_0052652_8	cyoB//actP//
GO_0052653_5	gntT//
GO_0052777_7	mnmG//rng//
GO_0052778_6	paaX//rluA//pflB//
GO_0052779_5	phoB//folX//ompG//
GO_0052782_6	yejA//yfjR//
GO_0052803_5	ykgA//tamA//ghrB//rutD//secM//dsdC//rssA//rbsA//
GO_0052837_6	tusA//
GO_0052838_5	glnK//
GO_0055062_9	iclR//
GO_0055065_8	ycjW//lysR//ybjC//yggD//mdtP//pyrG//glcC//malF//pbpC//lyxK//lasT//yggX//ydiZ//yqaB//tdcC//iscA//rfaE//nhaB//rcdA//htrE//dsdX//cobU//ybhA//cusF//secF//allR//
GO_0055067_8	waaZ//nhaB//nhaA//setB//kduD//lasT//gapA//macA//appC//ycfJ//ubiA//thiP//
GO_0055069_9	pdeF//
GO_0055070_10	sufD//yedP//elaB//mscM//aceA//mtnN//
GO_0055071_10	arnF//
GO_0055072_10	gpp//ygbM//yigB//fimG//nlpE//purF//smrA//adk//menF//ygjR//alsC//sugE//fhuB//ycfS//
GO_0055073_9	gpp//
GO_0055074_9	rihB//
GO_0055075_9	ybiS//
GO_0055076_9	folC//puuD//tcyN//ygaZ//secY//hycB//dcuD//ariR//malX//sixA//kdpD//yigB//napF//rhaR//narQ//mazG//ybfE//polB//uvrD//asd//ypdC//yfiR//
GO_0055078_9	yidQ//yggN//gntT//
GO_0055080_7	caiB//dctA//yagJ//nlpA//fis//pstA//sapD//ycbX//ligB//ttdB//ybgP//blc//nanS//rcsC//thiL//artJ//hslV//narU//frdB//dam//sufE//ydjH//yghB//bhsA//mgtL//selD//yhcH//dkgA//dicA//tdh//lasT//ybiO//focA//ybdO//glpR//
GO_0055081_7	blc//
GO_0055082_4	higA//rof//dinJ//ivy//rimK//yagE//ccmD//flgB//yihR//hda//yraJ//yahN//ykfI//ariR//sfsA//crfC//polB//relE//iraD//eamB//nrdH//leuE//selD//topA//flgK//rng//garD//frlR//acrB//dfp//fecB//umuD//bglX//sohB//
GO_0055083_8	bisC//
GO_0055085_5	yhhY//ybcL//sgbH//epmC//ypdF//yrbG//yphD//dcm//rplC//ybaE//creC//ldcA//nirB//hisB//msrB//potI//yedL//frlA//amyA//dhaK//mdtN//psd//malE//flhE//erfK//btuC//holE//mdtG//nagB//waaJ//pdeR//exoX//ldtE//mdtG//asnA//purA//ygfX//rfbB//rpnD//glgB//livJ//talB//nagB//deoC//nrfE//ddlB//cobT//uxaA//yccA//nsrR//yeaD//ndk//lacI//kdpB//rclC//insA-1//nudB//lpoB//rutG//nimR//purA//murB//yqiH//dgt//yfcU//msrA//nlpE//mglA//yibH//ispG//bamD//yfeR//cheB//glsA1//tbpA//pepA//phoB//rplO//prkB//hybE//mrdB//aroG//radA//ycjD//trkG//rarA//zapA//arfA//yojI//hisM//ubiF//hsrA//gloB//zwf//betB//paaC//zntR//prpB//yiaA//hisM//dgoR//gstA//priB//yedF//rbsK//pgm//garP//hemC//patA//tatD//nikC//mdoD//yfbU//uxaC//rplB//yijE//waaG//talB//mtnN//elyC//nagD//yhcH//znuB//sbmC//phoQ//pepT//sbcC//fepD//rsmG//amiB//paaB//glpD//ybiW//gsiD//mdtB//ydcR//rrrD//lepA//arnD//cobS//flhA//ydbD//acpT//dcuB//mreC//rcnR//dctA//rsgA//yeaD//ydfG//ymgF//ybgQ//yqiI//ybgQ//hyfF//rpoD//ivbL//vsr//insI-1//treA//yohD//ymdB//ilvB//csrA//pyrH//yiaT//araC//moaC//yeaD//glxK//npr//gntK//dcm//betA//uvrB//ybdG//torR//fklB//hemC//rhlB//trpS//dmsB//dcm//yhbS//yahN//narP//agaD//yjjQ//yeaG//nikA//modC//casA//yagJ//ppiA//edd//cdd//kdpF//greA//dsdX//lsrG//yohD//kefF//folM//mdtC//oppD//rimO//fmt//emrK//mfd//kefG//tehB//pgm//ada//rimK//hemD//cycA//yfdK//ydaC//dusC//aslB//pntB//yagG//tehA//rclB//leuE//nrdF//sbmA//mntS//speE//cmoM//mazG//yceK//asnS//artQ//gabP//gudP//gpmM//clpP//leuC//yfgJ//glgC//ybcC//otsB//folC//malQ//yqiH//hisS//yqaE//atpG//purD//yfgO//fes//glnL//wzyE//mrdA//hslO//xthA//frlB//ydeO//ttcA//ybhG//nrdF//epd//mepH//hybG//guaD//tamA//fucA//tcyJ//rfaQ//trpS//lrp//eamA//hypE//phnM//araB//rpsD//rrrQ//hypT//ftsQ//tpiA//dtpC//yfgJ//yagE//dsbD//cstA//narZ//narV//rpsQ//yfdK//yceK//wzyE//yeeJ//ykgO//nanK//phnH//rfbB//recO//queD//ssuD//ftsL//wzzB//tdcD//fixA//proS//glpB//hemA//argG//cmtA//yfiE//rpsE//aroK//rpoD//nrfF//grxD//ompR//narI//livH//yciK//yohD//thiM//elbB//rpnC//glnD//ispB//ssuD//accD//gltP//dapF//murG//rhlE//recN//csgF//ygjH//aaeB//thrC//nuoN//norV//serA//insH-5//narG//narZ//cobS//metR//fadD//mdtD//hyfA//ygiN//yjhG//gltL//fetB//trpGD//waaG//gcvR//wbbK//yneJ//rpnA//ybaO//dcuA//entE//norR//rplC//nadE//greA//frvR//tolR//secY//rpoD//pgrR//sfsA//nrdE//hflX//ccmD//pcm//melA//mrdA//yccX//iraP//phoU//nuoE//cyaY//ttdA//paaD//mliC//pgpC//tusC//phoB//gnsB//ftsZ//tyrB//ortT//nemR//appA//tusB//insH-5//rph//gyrA//yhdX//ptsG//envR//uspE//yfcP//yhdX//arsB//rne//rpiB//ydcP//deaD//lpp//rbbA//cyoB//pdxK//atpG//seqA//ddlB//dsbA//glnL//lptA//bioP//ycjU//cbtA//rffT//nudC//focB//truA//uspE//glmM//ybcL//rlmD//yghB//opgB//yiiD//
GO_0055086_4	glyA//yhjC//emrB//rihB//nlpI//sbmC//pabA//yeeJ//hemN//rppH//mntH//yraH//hslV//eno//ftsA//aroG//map//evgS//gnsB//prkB//rtcB//dam//agaR//apaH//ddlA//actP//panC//ssuB//narX//motA//tnaC//mrcB//pepB//argB//guaC//mqsR//yfjV//narL//hyfR//ftsY//gadC//hslU//fbp//cysA//yqgF//arnA//pagP//nlpI//mltB//mdtL//rhtB//proX//galU//idnK//arcA//yrdA//hlyE//uspC//yedP//kbaZ//cysA//rplM//feaR//pfkB//mipA//groL//nikD//mtnN//rseB//hofQ//prlC//rfaF//tdcC//secB//focA//ubiB//rhlB//hpt//yeeY//fliT//yfgO//yfaE//truD//abgA//relA//pflA//pyrL//hemE//dmsB//ykgF//yhbQ//ybiS//agaC//yehX//upp//yegV//sdhB//aceK//fimB//satP//rcnR//csgB//cfa//ygiV//yfdG//dauA//trmD//endA//syd//hofQ//mdtI//ygbN//narK//gltD//nudC//modC//lgt//ydcZ//potH//yidQ//ybdG//umuD//cbl//pflC//sseA//yahI//fepA//nirD//mtr//thyA//fpr//dicA//queG//aroA//ybaE//insB-2//rfbD//yhjX//fieF//tomB//apt//entH//gsiC//hns//rpsP//nupG//agaI//mdoD//proP//nfi//gltD//recO//acpP//glmU//tgt//garL//yjgX//potE//insA-2//argI//yqiJ//lnt//mtlA//tdcD//ygeW//pabC//cpdA//glnE//rfaQ//trpD//sdhD//rutR//
GO_0055114_3	lapB//waaJ//xseB//yiaF//fepA//recQ//murP//dnaK//iscA//casE//ghxQ//aas//kdgT//fadJ//yfdO//insB-2//flgJ//csiR//uspB//aroG//malY//yaiV//nrfD//hybF//dgcT//rpoD//yefM//yjcS//rsgA//narW//glrK//rzpD//cptB//manX//lpoB//bdcA//fhuF//atpG//nudB//recJ//ulaR//nanC//rplC//nuoL//nuoM//idnD//napB//mutT//fecD//alsK//gmd//paaF//ccmF//malP//mzrA//osmF//fimH//sdhC//phnC//nadD//alr//preT//uvrC//pinQ//metG//ddpA//lgoR//uof//creC//yaaA//lacZ//umpG//speD//ynaI//alkB//speB//ybaQ//puuE//dppA//fucK//yfjR//bioD1//araH//rfaB//fumB//yfdR//yehP//sgcR//paaH//mutS//sdhC//opgH//minD//fecA//rluE//ada//lgoD//mscK//cvrA//ruvB//mug//dmsA//gloB//hcaE//ebgA//narQ//ccmD//flgF//fadK//csgE//mrdA//ydiV//fadE//pgaB//solA//nagB//skp//srmB//aaeA//recT//frlC//rbn//metC//yfeO//ompC//nhaR//fabH//glgX//elbB//panC//rplI//prpR//yoaB//sugE//rutB//metQ//ascF//hcaR//garP//birA//aidB//malG//bcr//gapC//prpC//narW//ogt//rpsI//radD//radD//yqcC//nikD//yagU//djlC//mcrB//ybiT//waaH//cysK//etk//yajL//cyoD//rpsT//tig//ghrB//aroA//ynjA//yihW//cutA//tnaA//blr//yehW//secD//ygeV//rnr//ydcR//deoA//psuG//cadA//xisE//yidQ//shoB//fbp//tyrB//rlmG//yjbH//potG//rep//smrA//allR//yqiJ//tusB//mtn//
GO_0055129_5	hisI//yifB//leuS//
GO_0055130_8	gntR//rpiA//
GO_0060003_10	baeS//tcyJ//fliK//dauA//
GO_0060255_5	def//dgoK//cysE//ttdB//yebK//csgF//ssuB//cusF//yneL//rtcB//pflB//malQ//sxy//ybaE//dtpD//bluR//gmk//yadM//abgT//glcD//ynbD//fdhF//hldE//plsB//yiaA//yihW//mdtN//mcbA//ompN//recA//ykgF//rbsR//rsmE//sdhB//hemH//paaH//argD//plsX//ldtA//cutA//tap//rseB//rpsG//coaA//rapZ//cdgI//torD//hypD//exuR//ileS//hflC//allR//rseC//rna//glpD//crcB//yacG//flgM//yhjA//mdaB//proV//dsbB//phnK//menB//ygeW//purT//dxr//carB//aroA//mutY//sucC//maoP//ascF//secE//fsr//ligB//argB//glpA//waaZ//ybcL//recR//araE//yadN//rnpA//ydgA//sad//hycI//appA//yehW//glgX//rpsK//csdA//ybdR//nth//lolB//fdx//uvrB//ypjD//wzzE//pbpC//nirB//ldrA//yidA//arnB//cusS//nrdG//hdeA//recC//araA//yoeE//lyxK//mgtL//rplJ//rplD//coaD//yggN//pdxY//ybeQ//speF//tauB//ssuC//luxS//hokB//rutG//uhpT//mraY//glpF//torI//ccmC//aroB//aroE//skp//uhpT//mtfA//secM//uvrA//hslJ//btuF//mltF//nupX//ttdT//bioH//arfA//mngA//glnH//mzrA//rsmF//lplT//tpiA//rodZ//prpR//ftsN//norW//pgk//argE//hscB//wecC//gmd//iraP//iap//yihS//osmC//rpnB//yegD//ybeY//nrdE//pabB//yfiF//sfmA//tolA//ygeV//purD//yaaY//thiD//treB//fdnG//ppiA//ubiH//csrD//serA//potE//gatD//rluB//polB//hrpA//phnJ//ghoS//ybjX//menF//hemN//ydhJ//nuoB//alsB//corA//nrdD//yjcS//insE-1//rbsA//rfaE//lldR//yidH//yihT//cas1//yjhC//narW//yjjQ//mtnN//kdpE//yjbF//mreC//kdsC//pstB//norW//feoB//dtpA//ybcQ//rutB//fruB//puuE//mdtF//dsdC//yebK//bhsA//ydaN//yibF//gmhB//hpt//lptA//prpD//dicA//fadL//tdcE//mntS//udp//rhmD//bioD//cpxA//agaD//yjtD//hdeA//torI//htrE//kefC//bamE//dapF//mngA//tnaC//yjaZ//proA//nuoB//malX//gcl//glnP//rihB//bcsQ//nlpE//mrr//paaD//cysW//yadI//aldB//dpiA//ygjR//yihO//ibsE//folA//katE//recN//dam//waaF//yfdR//lysA//yghO//ccmE//ggt//cueR//osmC//lptB//ycjD//ftsA//rcnB//allC//dgoD//sfsA//bglF//gldA//relA//hyaA//yibA//hmp//mcrA//rraB//lnt//murJ//brnQ//eco//rlmA//sodC//folD//pcm//ybiH//yghB//ygiN//yhiM//tig//creB//yodD//entE//nanE//waaA//yjjQ//galR//rhoL//ybjD//yihX//phoB//fecD//sapF//arsR//yeeY//yccS//yeeO//cpsB//lldD//fadI//aroP//yadK//radD//hisF//cspD//waaL//ampD//gcvR//ogrK//yjeI//ydaV//insI1//dcuS//cusB//ade//yqhC//rzpD//galM//nlpE//ycfL//radD//csdE//ydiK//hda//yhjA//fis//pdeK//cpxP//agp//
GO_0060274_5	greA//
GO_0060326_5	yjiX//
GO_0060341_5	dppA//ydhK//
GO_0060491_5	gfcE//ydiK//cmoA//narJ//
GO_0060566_8	znuB//
GO_0060567_8	livH//ftnB//znuC//
GO_0060699_8	dgcM//aroD//pphB//yphD//mdtJ//
GO_0060700_7	yjiR//speD//insI-2//murR//yidC//
GO_0060701_8	hpt//katE//yojI//mtnN//ybjL//
GO_0060702_9	yidC//tas//yhfS//tatD//napB//
GO_0061013_7	sgcX//hofQ//gstB//truC//nrfA//
GO_0061024_4	acrA//pgk//adiY//pdeR//araE//hisD//murQ//secB//sufD//gatD//crl//ugpC//
GO_0061077_4	purR//rrrD//trpL//lsrK//cca//yidL//sstT//serC//thrC//yjcE//nagK//mzrA//aroC//aroP//yfdC//hcaB//yedL//hypF//gadE//pncB//yggN//dhaR//hycH//
GO_0061475_9	yefM//
GO_0061504_8	fimD//
GO_0061610_5	hscA//
GO_0061615_7	skp//mdtO//
GO_0061687_3	wzzE//ybiJ//yjbE//asd//citC//nuoF//
GO_0061720_5	yhbO//ibpA//acpS//ydfK//
GO_0061727_6	rluC//tnaC//yobF//gutQ//sfsA//sppA//chbB//cyoA//ttdB//mdoD//yfbR//pgaD//pabB//rplI//ybaK//pgpC//hcaE//metC//fucA//trpL//rpsD//proA//nlpD//yehT//
