#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	osmF//mdaB//rfaE//slt//
GO_0097638_8	hofC//yagG//pdeK//ddpX//
GO_0097659_7	ydeE//dauA//lptA//mug//ydcI//xylE//frvB//gatC//entA//phoP//cptB//insA-1//ligB//gshA//frr//hisF//yeeO//miaB//yidZ//lpxB//ybiT//mutT//ascF//ycbB//ygfI//lsrC//atoC//ubiF//paaJ//sapF//yiaN//lrhA//mntR//frlA//ynfL//mzrA//alsA//rluF//sdaA//alaE//borD//cusS//ppiC//ftsL//osmY//dgcJ//deoC//hemN//xapA//hscA//cyoB//yjhC//ycdX//hipB//cpoB//lon//ddlA//ilvH//hupA//yraR//opgD//yfcP//ompR//actP//dgt//menA//cynX//mlc//thiI//tomB//mscM//tyrA//alsK//mdaB//ybhF//tyrA//yiiE//deoD//pstB//slmA//aroB//sodC//maoP//lolA//pspD//apt//nirB//cadB//mntH//alsC//fimI//glpF//pnp//waaP//ydiP//ytfR//hdfR//ubiC//rcsB//ghxP//ycjU//lpxM//hcaF//nudF//pgaB//ubiF//ybjX//grxD//dhaM//xylH//suhB//rpsD//mdfA//ydiO//yfcS//trxA//metH//dacA//yhcD//
GO_0098002_8	lpxM//
GO_0098542_4	nikD//dhaM//yecS//lepA//ybbN//cas1//pepQ//nikC//betT//dsbG//
GO_0098586_5	ldtE//tsf//fliL//
GO_0098655_7	deaD//ydiP//cysZ//ygfZ//ndh//sodA//gadC//rapA//mdoG//ilvH//lpxB//sfsA//uspC//rplM//fepC//nagD//pheT//yadM//intZ//acrR//fimG//yahN//xylB//tauA//yhgF//arnD//nikB//rtcB//rarD//rpmH//modB//yhjX//eutB//mazG//arnD//gltD//yjjG//csgE//pepA//recC//trpL//insA-1//arcC//garP//gloC//ycfS//mtr//arfA//metQ//mqsA//yadN//gltB//rssB//deaD//phnI//ycjD//iscR//modA//abgT//mgsA//yadI//glnP//dgoT//tdcD//feaR//citX//katG//fadA//dgcZ//hemH//patA//tynA//purD//carA//ydiZ//ynjD//caiB//scpC//exoX//lolA//kdsA//rpmA//ispH//dsdX//tatE//mpaA//ftsE//rluA//pdeH//kdsC//rdgC//hcaC//aceF//amiD//glsA//yggP//frvA//coaE//sbp//envR//menB//ydhK//pdeL//hisF//bioF//menE//
GO_0098656_7	ydiZ//thrA//miaB//uhpT//hns//rseP//livG//glpD//wecB//casA//nlpA//tehA//bcsQ//tamA//eptC//ypdC//ubiF//nikB//ycjR//xerC//proX//fdhF//tus//hypC//rlmI//ychO//tolB//ralR//plsX//yaiP//pfkA//idnO//gcl//rbfA//yhfK//cmoA//gyrB//dld//fucA//mdtD//caiB//rlmF//yjiQ//ybgP//lysA//ahr//pheM//phnK//chiP//mraZ//alaA//mltD//recA//higB//elaA//moaD//srmB//glmM//maeA//ygcR//yqjH//rutD//yagE//prkB//yiaL//yadK//prfB//fdoI//sbcB//xdhB//yihV//dgcQ//arnD//sodA//waaP//gltK//nrdB//hypB//adeD//norV//aaeA//ubiC//ltaE//yejB//leuC//ispA//zntA//glgC//gabT//sstT//elfD//srmB//yqjH//lgoT//wcaC//proS//nikD//
GO_0098657_5	tpiA//yfaU//ldtC//iraM//sthA//yjfF//rimK//yagG//ycbV//arsB//yraJ//fryA//ybiH//potB//dppD//ttcA//pdxB//ykgA//ogt//ftnA//
GO_0098659_8	pcnB//yihP//
GO_0098660_7	rcsD//yafN//yijO//ypdA//talB//rplM//nfi//ivbL//purD//ampG//nikB//ugpE//intS//nusG//tsaD//ygfZ//hns//alkB//hofQ//nrdD//zapE//fecD//waaZ//ratA//yhdW//hrsA//tauC//trpS//diaA//malE//paaE//yfcS//torI//ispB//ykgM//hokE//pykF//speE//gabP//oppD//zapE//feoB//aroE//alaE//fliZ//scpC//brnQ//chbB//priC//pabC//rnpA//codB//ygcO//xseB//ddlB//radA//rimJ//bcr//recC//rbsD//ibpB//yiaA//dfp//pyrF//dsbD//allS//yhdJ//yiaB//rpnB//yiaF//nfo//treR//lpxK//glnS//lpxK//chbA//setC//
GO_0098661_8	rpsM//thiG//abgR//pitA//ulaR//hybD//glsA2//araD//plaP//ydaN//ymjB//manA//ivy//ymjB//tmcA//dppF//syd//yiaJ//rclC//
GO_0098662_8	leuO//yedF//dacC//nrdD//argH//cydD//speD//potA//sgcE//clcB//acrD//aslB//yhcH//tatA//clpX//hemF//yjhP//ybgI//gadW//yqaE//acpP//mdh//fliM//menH//sucA//pmbA//rpmG//yigL//ldrA//agaB//mltC//rnt//dgkA//serA//obgE//csgB//cmoM//kdpE//tnaB//mdtB//dgcT//yahD//fdnI//emrD//hmp//dgoD//ydhC//ydeM//nanE//yjiY//ybcM//sfmH//yjaZ//gadW//hisC//sufC//envR//rhaB//yneL//rlmB//yhdW//
GO_0098670_7	speB//
GO_0098704_7	kbaY//yfjR//exuR//narI//
GO_0098707_10	rraA//
GO_0098708_8	ribD//nrfE//topB//pcm//
GO_0098710_7	rsmG//ydhQ//
GO_0098711_9	ydfH//
GO_0098713_8	yoaA//aroB//envR//sapD//
GO_0098719_9	dmsA//
GO_0098732_6	ftsK//rlpA//insE-1//mnmG//
GO_0098739_6	ygfI//kdgK//ynfH//dcuR//waaC//metR//entC//rspB//ugpB//tynA//argP//mobA//cmtA//wecE//dicA//atoS//epd//proW//
GO_0098771_7	folC//zapC//pgpB//pabA//hsdR//rclR//betT//lrp//accD//ibsA//frlR//alsE//rclB//fecC//nrfA//aroD//idnD//allD//intS//lrp//aroL//fdhF//sfmD//rpsA//ybjX//dmsC//mprA//satP//dadA//ddlA//phnG//ppc//katG//bdcA//rcsF//ychF//
GO_0098776_7	mutT//ydcZ//ymgF//rrrD//abpB//
GO_0098795_9	fnr//
GO_0098869_4	purF//zapE//wzyE//ascF//ycjU//gapC//hxpA//ibpB//upp//trmA//uraA//fryA//nagK//dgkA//kup//glyS//lysO//leuD//lhr//xapA//uspC//tsaE//
GO_0099046_5	ppsA//fliS//
GO_0099116_10	yadG//
GO_0099131_7	chpS//
GO_0099132_7	speF//spy//paaE//gudD//rclB//yqgF//yidK//dgcF//yajL//ymfK//nrfC//lsrC//putP//rsfS//ybiO//cyoA//mlaB//sbcD//thiI//yphC//atoS//yidK//msbA//
GO_0099133_8	flgD//lapA//feoB//lepA//lapB//pal//yodD//dmlR//mocA//crr//yicJ//gatA//valS//rcsC//fepG//npr//tilS//frc//nrfA//elfA//
GO_0099587_7	fabZ//asd//
GO_0101030_8	tabA//
GO_0104004_4	nagC//kduD//hybA//argD//gloA//elbB//wecB//malX//waaG//thrB//fabD//fumB//yfcA//thiE//argG//msbA//frc//yphF//dapB//gltS//rspB//trxA//bssR//atpF//
GO_0110017_7	hcaE//
GO_0110095_4	ftsE//nuoI//
GO_0140115_6	ldrD//curA//modC//lpxB//melA//
GO_1900190_5	oppC//cysQ//araD//yegV//rnr//bioP//asnC//tusE//ubiI//ydjJ//dut//dkgA//hns//
GO_1900191_6	yifB//oppF//yidD//ygfA//
GO_1900192_6	yciK//hemC//
GO_1900231_6	sodA//panZ//rplX//rcnA//rpmC//
GO_1900232_7	dsdA//bhsA//yihL//
GO_1900233_7	amtB//
GO_1900371_8	ydjE//
GO_1900372_9	bglX//
GO_1900376_6	glsB//prkB//rpoA//
GO_1900377_7	hemL//
GO_1900378_7	rfaQ//
GO_1900542_7	dctA//
GO_1900543_8	rcsD//
GO_1900704_7	rtcR//
GO_1900705_8	yoaA//
GO_1900725_7	manY//
GO_1900727_8	baeS//
GO_1900749_6	envC//
GO_1900751_9	minD//
GO_1900866_6	lysR//
GO_1901068_8	ptsG//csgG//dtpC//crl//nfo//yaaA//yejB//dtpB//truB//glvC//rutR//
GO_1901069_9	fau//
GO_1901070_9	glsB//rfaE//emrE//pepQ//
GO_1901071_6	ydeI//ynhG//mipA//yhiM//clsA//
GO_1901072_7	eptC//gntU//mdtK//yhjG//
GO_1901135_4	lptF//fepG//csiD//pyrL//ibpB//bluF//proP//rpsS//ogt//kdpB//ugpE//maa//gntP//thiQ//frr//gcvH//clcB//topB//hupB//fabH//rihB//lpcA//proQ//emrB//leuB//yihS//xseA//fixA//mepM//narX//paaK//macB//maa//rpmB//hprR//entB//agaI//flhC//fieF//lpoB//kdpC//nlpA//nirB//puuP//frdD//murB//cvpA//yraH//proP//dtpD//yieL//wzb//tnaC//sbcB//ychH//ygjR//flgC//ybcM//rhlB//dnaA//allC//sxy//secA//zntR//yagI//pgaC//ybiV//rnhB//yciV//prpC//narK//amyA//surE//casB//potC//argB//ykfI//thrL//wza//rutE//rtcB//mdtD//rhaR//wrbA//gsiC//glgX//aroB//fixB//lsrR//yehT//dgcJ//kduI//truA//hexR//hybO//yhfS//gudX//dppB//panC//minC//arnD//ftsB//yfjV//lptC//glpK//hns//fiu//fadR//hns//ulaG//yccX//nrfG//mlaD//aroB//lpxK//caiD//yijE//ybiJ//fadB//gltK//recR//pspD//galK//ubiD//rhtB//ftsE//rplT//malE//rcsA//rluD//hslO//umpG//ibsC//glyS//ispU//pbpG//argF//miaA//deoD//galP//tdcR//thrL//rpiA//fadD//dmsB//ybeQ//polB//rfaQ//flgH//ycbU//valS//malI//gmd//yqaA//arsR//tdh//proS//rrrD//ushA//slt//uof//metC//pyrG//waaH//clcB//guaC//fdoI//yqgB//mltF//thiC//uspF//osmC//ygeX//ybdR//mtfA//bamD//pinE//yiaN//dgoR//hypD//kbp//crl//pinR//ampE//rpsM//yojI//ygjK//nsrR//leuS//glpF//gsiC//yjcS//ybdZ//yaiW//cpsB//abpA//sgrT//rlmN//efeO//frvA//yjhC//potH//yidZ//yfcP//ptsG//xanP//crp//pdeL//efp//garK//yddL//cynS//cas2//yibH//rzoR//lsrD//narI//kdsB//casC//frvB//argS//aroG//xapA//allR//cyoD//ralR//satP//marR//frdC//ydbD//sdaB//yahO//rnd//ssb//fepB//alaE//murB//rcsC//prlC//nikR//ybiO//priB//ilvL//tdcR//yieL//sgcE//yfdS//araF//ddlB//lepB//cyoC//uidC//znuC//yhdJ//dcp//rna//dmsA//ibsB//rsmH//kbaY//nfi//yqaA//norR//mtlA//ompL//yceD//queF//murB//
GO_1901136_5	nanT//rfaF//abpA//yqjA//truD//ypdF//cysE//ybcQ//glgP//speB//decR//cheW//ugpC//ychO//focA//uspE//tcdA//dusB//sdhE//ampG//rplP//cynT//eptA//bioF//tdcE//rlmL//puuD//cutA//torR//cdgI//ycdX//sdaA//creB//aldA//ybjI//evgA//degS//zapE//znuC//fur//yagJ//rhaA//bcp//yiaU//uhpT//trpS//oppF//mdoD//eutK//astC//yhhZ//garD//
GO_1901137_5	panD//yiaO//betB//fliZ//speE//pstB//aroA//yoeE//rzpR//nth//agaV//ycjW//ssuD//apt//ybbN//cbtA//pdeK//yneE//waaP//fliD//ydhJ//pspA//yraR//dinG//yejB//folD//yqiH//mlaE//potB//serS//ybcC//ilvB//fixC//elfG//ulaF//fabB//ccmA//yihV//yhjD//frvB//yciA//coaD//rcdA//galK//idnT//yehA//gstB//yhjA//tabA//rlmI//glpK//folX//putA//nadK//ilvH//yneE//rluE//ispF//ytfT//degP//paaA//nth//wcaJ//mgrB//yafN//yjhP//ytfR//rpmH//cbrA//truB//zinT//xapA//paaC//zinT//mltF//ppc//yagI//ybeY//mngR//ruvC//nirD//fdnG//cheZ//hupB//idnK//degP//paaH//flgF//dctR//thiD//bipA//yhiM//oppA//rimL//icd//thyA//yhgF//yjhI//gnsB//mscM//trkG//yagJ//pfkA//dgoD//betT//hisH//tsx//fimA//fhuD//pgaA//arnD//cycA//glpF//metE//ubiB//tatA//clpS//ribE//elfA//yidA//msrQ//yehT//creC//mscS//lon//nikA//ralR//nagK//mtlA//hcaF//uvrD//yahD//serB//tehA//xseB//lolA//ushA//nusG//hdeA//mdtM//ais//fdhD//paaB//nikR//ygbL//allB//ybiJ//rpsN//dtpA//decR//tsr//fimI//rlmA//cof//murQ//intF//ybeF//fkpB//rcsC//
GO_1901159_6	tamA//yfjR//ytfQ//
GO_1901160_5	dacB//fabI//hrsA//
GO_1901161_6	clcB//pdxY//hisC//
GO_1901260_9	sufA//
GO_1901264_6	feoC//pheS//glnK//flgE//cmoB//yjaZ//pepN//mqsA//frlR//yhcN//ilvH//folA//ymgA//clsC//dgcJ//tynA//rrrQ//ychF//mtfA//yjjI//htrE//emrB//pabB//exuR//mocA//queG//ycfL//appB//gudP//ybiO//sxy//frlC//ykgA//aqpZ//cas1//napC//yjhI//gpsA//yagI//narK//yjiX//nagA//sanA//dpiB//
GO_1901269_5	msrC//pdxK//phoB//rpsK//cysW//yfjR//yeeJ//coaA//dacD//flhA//nirD//yihX//
GO_1901271_6	ldrD//rfaF//slyD//tolC//cydA//bdcR//fimI//hicA//wecB//dgcT//entF//thiI//
GO_1901275_3	umpH//
GO_1901281_6	lapA//
GO_1901292_6	lptD//baeR//ychH//acrB//purR//ybdN//ilvE//ybgP//mdtM//thyA//mtfA//hslV//selD//tdcG//marA//mug//recA//flgH//pyrL//ybjG//tdcA//dedD//csrD//narG//yiiM//bioA//ybbY//ydhQ//recQ//pnuC//yceK//leuD//
GO_1901293_6	mutS//fucI//dtpA//dam//ygcO//mdtF//wbbK//yieK//dcuB//xerC//ftsH//uhpB//yjjB//sad//ptsH//zupT//wzyE//tsaB//atpG//rseB//fumB//sufB//fliK//malI//psuG//napF//eamB//yidP//allB//ychH//torY//fre//galS//lit//uvrA//fixB//mgrB//insB-4//cyaY//ycjD//rbsD//nanA//ybhP//kbaZ//casD//manX//envR//pfkB//rbsA//ydcS//greB//ddlB//mcrA//yfdR//yghO//lpoB//gpt//paaB//mutY//fhlA//yjbF//yhbY//trpA//entH//yidR//rhoL//yhgH//bolA//proV//dsbA//ybgP//ydcM//tufB//lolE//sspB//
GO_1901360_4	ycjQ//hisH//yijO//insF-1//ybgI//dtpD//ais//argG//nikC//dgcM//higA//ssb//leuA//rhtC//speC//ygcR//yddL//fieF//gabP//ydjL//cydA//bhsA//ydiO//ilvC//sppA//tauB//uhpT//hslV//idnK//radA//tsf//yhaV//gyrB//hisM//uidA//sgcC//feaR//waaA//trmL//ygiN//rhaD//yjiY//pinQ//yjiM//yjiY//aroP//kdgR//mdtP//frlC//gmhB//bcp//trmA//sapC//kdpC//gcvR//ymfK//fhuB//murP//glpC//gsiD//chbB//alpA//idnT//nagB//dgcQ//hcp//feoB//insA-1//suhB//ulaE//cdgI//metB//fhuD//evgA//crr//cysC//nhaR//ydhK//yggF//yehB//nikC//tcyN//ribF//uhpC//glsA//mhpC//pagP//entD//citT//kefC//metN//ybiV//ppiD//pntB//pdxA//paoC//mppA//fryC//dppD//dkgB//sfmH//lptE//ompA//yqcC//gnd//nrdH//rstB//rhaS//hicA//ynjA//melB//glnH//secM//yfdC//yibH//malZ//ttdA//cbtA//ugpE//emrB//yeaG//efeO//flgA//mnmC//rplX//murD//yeeY//ogrK//ampH//dicC//maa//waaG//pphA//mutY//waaS//waaG//rplQ//ruvC//atoS//rbsA//msrB//prmB//atoS//rhlE//betT//yghB//nanK//rfaF//idnK//xapR//sapA//yccS//rdgC//zupT//hybE//dfp//ansA//rfaB//ugpC//ybdO//serA//prkB//pfkB//tas//dcd//trmB//rimI//hisD//fecC//hypD//dxr//ydeE//glpF//relB//csgG//gstB//yhjG//purT//rimI//thrB//yjaZ//sgbE//ftsH//bglA//arcA//panB//bisC//tdcE//ypdB//miaA//trpS//yhbQ//agaB//deoD//hycI//fhuD//holB//ynfH//ibsB//rppH//malG//yhbY//agaV//gpp//bcr//lolD//rsmF//mtn//cstA//panZ//truA//groL//arnE//mscK//queC//dsdX//abpB//msrB//yibA//yqaE//ynfH//yeiL//bdcR//nikR//pstB//ribE//hprR//nuoI//yoaA//ftp//rsfS//ybcF//yjjU//acnB//ymfK//arnB//tdcD//fdoI//recT//mhpT//rlmE//yfcA//eutD//mprA//wzzB//tcyJ//elaA//gloB//orn//glnS//yecS//lptE//ddpX//fliM//hybO//ynjD//queE//rph//eamB//abgB//actP//thrC//ypdB//caiF//dsbG//udk//pspD//ratA//yfjR//rsmH//frvB//crfC//hyfA//elfG//ddlA//yfeR//dcm//fic//metE//gadC//acrZ//sfmF//fepG//ptrA//pepA//blc//epmB//ygcO//agp//sdhC//mdtA//ybjL//yrbG//ftsI//gsiA//puuR//murJ//hypB//hyfC//pitB//nikR//mtlA//bioH//ftsI//opgE//alaA//kbaZ//yehY//carA//rfaC//bglA//galS//menB//scpC//htrE//yjhH//prfB//yphB//ubiE//entB//ftsE//yggT//rihA//baeS//ygiW//yqhC//mtnN//mreD//hofQ//idnT//xylA//rsmH//yeeL//queG//iaaA//kbaY//glnK//marR//mdtI//fhuB//rssB//ibaG//phr//emrY//ilvH//ydjJ//intS//lamB//nupX//narQ//ykfI//comR//rcsC//tatC//pspC//ygaV//pntA//fadI//panE//tomB//lgoT//yieL//rhlB//rimL//citX//mtfA//ppiC//mlaB//emrD//fepB//prc//sdaA//abgB//bioB//pcm//dps//ftsY//ushA//arnE//leuO//cysC//insA-1//ldcC//ilvM//fixA//rimL//ybdO//hypC//tsgA//rpsG//psd//rbsR//sgcE//wcaJ//ulaE//yahK//msrQ//fdnG//sapA//mlc//mdaB//malF//pdeF//gsiB//rluF//ahpC//murJ//polB//yhgH//rpsO//yeiL//ygeR//gcvH//slmA//vsr//ldtE//glrK//rfbD//yjcS//rhtC//arnE//cusR//aidB//clpA//ymdB//ispA//rlmF//serS//moaD//rluF//paaX//ubiG//yebK//bolA//aroC//yeaK//metC//hycI//msrC//osmF//tig//slyD//glcD//mlaE//ycbB//tatB//mnmG//pdxJ//gudD//casD//nlpE//hybG//cobC//tyrB//mipA//phnK//asd//nfo//lepB//cysG//rnhB//frdA//mnmC//dcp//rplW//ynjD//wecA//mscM//hemG//cheY//cysK//ybiH//mppA//speE//gloB//nagC//pyrL//flgI//trpB//lnt//rbsC//yebS//lpxM//arcC//maa//fdnH//glcC//lgoT//paaA//ung//flgJ//spy//iscS//ldtB//citG//yebQ//rmuC//clsC//map//sufS//araD//yfjR//chbB//atpD//mipA//truD//yehX//murI//aslB//rplF//opgD//mdtK//ibsC//hslV//lysA//thiI//narU//sthA//sbcD//dgcE//exbB//glrK//nrfA//nanA//insH-6//nfo//ldcA//mntS//bglB//gpmM//acpP//aroK//cydA//acpS//otsB//dcuB//clpB//asd//cysD//kduD//nrdR//cydB//dnaG//symE//rplL//torA//udp//cysU//pncB//hycA//yagJ//rseP//ybjN//ynfH//lpxB//phnP//trmB//degS//yaaU//hybB//lpoA//yebG//dtd//dgoT//xanQ//sfmF//mrr//fliG//murG//malG//qorA//lolB//tcdA//argF//der//thiH//bglA//citE//lpxM//elfG//blr//ybaT//paaA//hprS//mltF//hdeA//leuO//hybD//ygdG//fepD//tbpA//mrr//ftsW//fkpB//cspD//dnaQ//rsmF//fliM//fucP//mdoD//yqgF//fliG//yobA//fliG//hcaB//ldrB//mutM//rlmL//yjeI//fetA//htrE//gsiC//napA//yihS//blr//sad//pnp//dcuB//phnC//gatA//aroC//ampE//eutB//hdeA//ykgO//ibsE//yqaB//crl//degP//hchA//thiL//cas1//rimK//nadK//iraD//casE//ytfR//sugE//secD//dbpA//adhE//fimE//nirC//sgcB//yidR//hycB//ypdB//galK//trpD//yiaA//sgbH//potD//allD//glyS//opgG//yjcS//yeeY//ibpA//rpsQ//vsr//yccA//serB//holC//mhpA//crfC//hexR//rrrQ//moaE//yieK//ldhA//idnT//narI//narL//cobS//prlC//ybaK//ygjR//tolQ//yjbF//rplX//cyoE//kch//pspG//insI1//ydcI//sgcC//hyfF//rimI//slt//endA//acnA//ynaI//alkA//gntK//ruvC//hycI//yggX//yhjA//yqiI//pgaA//crfC//clsB//yohC//yphD//thiI//erfK//glk//envY//yqeF//yhjV//ypdC//waaZ//gatB//idnT//gmk//sugE//yphB//yjbB//nanE//allD//tdcR//aspC//pheP//narQ//murG//hchA//yfaV//ptsG//rffG//mdtB//ftsX//yehW//yebC//yagJ//feoB//sohB//rutD//chiP//arcC//potB//chpB//lysC//oppD//trmA//rplD//dtpA//ydeM//ilvN//tdcR//idnT//nupX//kdsD//yehA//yjcO//nupX//lipB//rraB//cvpA//yebC//cysZ//yciF//ynjD//rimP//cheZ//aceA//
GO_1901361_5	lpxM//kefC//dapA//lasT//yjbF//yraH//dgoD//trxA//puuD//rffH//hisC//sulA//mtn//yedX//nagA//livK//tufA//hycH//cdh//aroF//rseP//frvA//paaD//rplB//serC//yehY//hypA//eutD//arnB//yiiD//scpB//yfeW//pgaC//ybiY//betI//yfdG//garD//setB//cysH//asnB//rhaS//fecD//yehT//ebgR//glnL//speD//fucK//gnd//trmD//yadM//metC//gltS//phnK//mdoD//alr//ilvI//gspI//hofP//kefG//valS//pgm//ymgC//atpC//nrdB//rnt//baeS//tabA//ftsB//ycjY//malX//cpsG//cyoE//hha//frlC//prpC//prlC//pitA//slyA//gudX//dmsB//folC//pspG//roxA//kch//rpsE//glpC//dapF//pckA//ghrB//exbB//ydhK//ybjN//gadE//cdd//rimM//rpoE//ccmH//araE//ung//tdcG//yqiJ//glnL//gabD//hemB//nusG//pheA//ydbD//cirA//rpsO//entH//rlmG//ybeY//yibF//metN//gmhB//dsdA//emrY//fliL//ybcJ//udp//hisC//ycjR//dgcN//paoC//ilvB//ybaK//
GO_1901362_5	folM//gdhA//dppD//cysU//tcyN//rep//fnr//thiH//lolD//atpB//aceB//cdsA//uidR//hscB//yibT//cheA//opgG//mhpR//lysC//ttdA//allB//cstA//mglC//yobF//rfbB//malS//ais//iscA//rnlA//proS//lptC//moaB//ettA//csrD//yiaU//ygeX//yebQ//queD//mhpC//ynhF//ivbL//yqaE//nuoM//yeaV//pdeF//gstA//proQ//caiT//aroK//nirC//rpsN//psuG//rlmM//sdhD//fruA//yhjV//yedX//dtd//ycgB//bamB//trg//fdnG//rlmG//tusA//deoD//dacA//yqeG//yjfP//cdd//ycfS//hxpB//aceA//wzyE//hybG//pepA//dacC//yahN//bioP//uvrD//aldA//malQ//argB//truC//rpsP//phnH//allC//xanP//fcl//ibsC//panD//lptF//exbB//yphF//yadM//fhlA//sdhD//coaE//gatB//glvC//murR//gluQ//chbR//yedL//rfaG//bsmA//prc//rplP//hxpA//ribC//metE//frmB//gltP//acpH//cmoA//glpG//emrK//gcvH//pitA//hinT//atpE//idi//speE//queD//yihW//topA//uof//fadH//gyrB//yfjV//agaW//yobF//rhtB//hmp//zraS//feaB//tdk//dctR//prfB//ulaC//ynbD//pepA//rpmF//syd//mscS//rsmC//metL//rzpD//rimP//dcuR//holC//wecB//mutS//sbcD//ybjX//rph//yaaU//ygeV//fkpB//pdxB//yjeI//eco//rpoE//rcsA//acrE//epmA//dsbG//hrpA//hemB//metG//yieF//nanT//nirC//sdhE//frlB//yphD//sixA//yehA//atpH//yihQ//yfcA//cbpM//rnb//ygeA//umpG//glrK//yqaE//csgE//hisA//entF//sdhB//yqiJ//sapA//metE//lolC//hokB//cheW//hcaD//dld//ssuA//wecB//accB//opgE//hda//rpmA//cca//sfmD//ccmA//uacT//chbB//ydhC//gcvA//narU//glpD//uspC//gapA//sohB//mliC//yiiM//yddM//tsaD//ycjD//galT//mdfA//sdaA//adhP//poxB//ygbI//yhaV//dicA//yqjH//lamB//mfd//oppB//rseB//ugpE//hcaF//clsB//fadB//atpC//yjeI//hemG//sgcA//srlB//ccmG//ahr//mdtA//yhaM//cptB//idnK//yggD//fabG//acrR//rhsD//hxpA//eamA//sucC//mscK//gadX//nrfE//ftnB//hlyE//nlpI//pdeD//cobC//malE//hisS//garR//tas//ygfA//emrB//citX//matP//rplN//sixA//argF//manZ//glgA//gatD//kdpF//uvrA//cycA//holD//rcnB//adeP//rarD//hscA//tcyN//flgE//phnO//lrp//ulaE//ispB//luxS//frc//nanA//ilvM//proC//ydiZ//rfaC//pheT//iraP//pdeH//rfbB//soxS//gluQ//gloB//xthA//bssS//ydjH//mdtE//menC//gpmA//zapB//agaC//nhaB//blr//paaB//rpmF//artJ//fes//mglA//rep//acrB//hpf//gsiA//surA//pitB//livM//cpoB//waaC//gadC//yidL//aceA//pyrG//oxc//moeA//bioD//yqeG//yihU//menC//exuT//paaJ//ebgR//crp//rpiB//hfq//ydjK//artI//galR//yeaK//ldtD//gadX//mntH//cusB//frdD//malY//ydiR//tsr//yccA//glnK//radA//cra//yacG//hicA//gcl//yfbV//bdcR//yihI//fumC//ymdB//mdtC//phoE//aceK//rplT//nadC//clpA//cbtA//ybdO//recF//napF//fkpB//cysB//pflC//
GO_1901367_6	yqeF//dicB//
GO_1901401_6	solA//
GO_1901422_5	thyA//gspI//clcA//
GO_1901440_4	yddA//
GO_1901441_5	yidD//
GO_1901463_7	nuoI//
GO_1901530_5	mak//avtA//cdh//gppA//
GO_1901562_5	yggF//
