#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rfaE//mdtM//setC//paaB//
GO_0071705_5	malP//ivbL//moaD//rplO//sbmC//cbl//dctR//yadK//mdtL//dcm//dgoA//ldrA//nagA//hcaF//xapR//ykgA//appY//setA//mdlA//aroA//yidP//endA//lldR//nei//yrbG//mglB//fucO//ldtD//exbD//kdsB//xisE//feaB//udp//macA//panB//rodZ//rnlA//murA//rfaG//chaC//tyrA//ccmA//csdA//frr//lipB//arnF//pppA//rpsQ//moeA//surA//ynbC//mdtC//hypF//yadC//holE//ydiV//pnp//marR//ydjE//yahI//cysN//ampD//yegS//tpx//allS//fes//groS//holD//flgE//insE-1//hybC//yhaO//nrdH//ygfZ//yehZ//csgF//yecS//narY//rbsC//hemH//yiaU//yjiX//dcd//cof//trmD//yggF//hypB//menF//ftsN//glvC//moaA//cpxR//ogrK//nudF//gluQ//hscB//fadR//ygaZ//ssuC//ivbL//dxs//psd//tpiA//flhA//syd//hslO//rraA//pcnB//ebgR//atoB//fadI//cydD//fepA//gapA//tusC//trpA//cspG//ybcC//nirC//nrfB//stpA//acpH//amyA//arcA//hcaD//nanT//frlA//nanR//livJ//yfcR//yghB//gudD//umpH//nlpA//insA-2//mcbA//ynaE//sapA//ygiS//aroK//rihB//gsiA//argR//gadC//intS//yedP//ycbV//ulaB//lipA//nemR//yfgI//hyfF//atpG//caiB//mcbR//tig//eutB//cstA//casA//bluF//nanR//rhaR//rnhB//ynjD//grxD//degS//rutR//ibsC//yiaT//proB//trmH//glpK//yafO//rpmG//hofQ//yjtD//chaA//ubiG//yidL//wcaJ//tauC//crcB//mdtA//bamC//cspG//yahF//orn//acpT//frmR//sgcE//ybjL//ycbV//sbcB//apaH//recE//eutK//rpsB//ydjJ//mlc//pnp//rseC//abgR//flgA//phoU//casD//xthA//thiI//sthA//ydiQ//mglB//phoA//ycdY//leuE//ibsC//caiB//dpiB//plaP//yejB//yieK//yceO//hcaF//birA//yfaV//hokE//cusB//queG//ccmG//murP//panD//mltD//modA//fabA//hdeB//yehC//csiD//yiaL//
GO_0071709_5	argO//glpB//xapR//pgrR//yahB//bdm//uspG//rseB//dtd//nagE//
GO_0071731_5	alsE//napA//arnE//
GO_0071732_6	rpe//
GO_0071769_5	msrQ//
GO_0071804_3	gatD//glvB//rbsA//msrQ//frlA//phnK//tesB//ispF//modA//metE//rsmH//csgG//wzb//metK//yiaM//
GO_0071805_4	clsA//ftnA//nanT//ygiW//prpB//cyoB//gsiD//ybaQ//hyaB//pinE//arnA//sugE//sgcB//rzoD//sbmC//
GO_0071806_6	dcp//uxuB//hpt//dnaQ//uhpA//kilR//ydhJ//glxK//cydC//lrp//ybcJ//ppx//chpB//mrcB//mdtI//rcnA//yhbX//chbR//ligA//
GO_0071807_8	relB//
GO_0071824_5	pflB//
GO_0071826_5	yfeX//yaiV//pmbA//yfgJ//hemN//mipA//feaR//fumC//fryA//arnF//pgl//mgtA//fecB//yajR//ybhA//gntK//holE//ptsP//lgoD//livH//queF//araD//ldrD//malZ//qseC//clpB//
GO_0071897_6	codB//panD//intE//yefM//yebK//glmU//nlpI//mazF//ydfD//mdtO//yfeD//dcuB//hpt//lysR//aspA//orn//hflC//rep//lptB//kdpA//
GO_0071915_9	yjhP//
GO_0071932_8	yfiR//
GO_0071934_6	thiG//yiiM//tyrS//
GO_0071941_4	rutF//cysQ//kup//argP//sbmC//folE//deoR//ilvL//patA//
GO_0071945_7	prmB//
GO_0071951_8	yiaM//
GO_0071963_4	mukB//
GO_0071973_6	hyaB//pgaA//bioD2//thiH//artQ//rpiR//panE//ydaN//radA//glpK//yeiG//recF//yodD//rclR//fepE//trpB//cspB//yfiE//malY//trmH//ybiA//gltD//hexR//yneE//ydeO//pstA//mntH//tktA//mtr//yidC//tsaB//
GO_0071975_4	yraR//
GO_0071977_5	rclA//
GO_0071978_7	gudP//ybiT//gadC//yiaF//araB//malQ//flhE//cspD//ushA//ynfE//umuC//birA//yddA//glmU//
GO_0072321_6	uspF//fetA//
GO_0072322_6	ydeO//
GO_0072323_7	arsB//
GO_0072329_7	deoR//uvrD//trg//satP//lptC//symE//xapA//otsB//sgcX//emrE//yqgF//rbsB//mraZ//ybhR//ftsP//gpt//sapC//yqhD//rplN//rng//chpB//cirA//wecA//focB//mepS//norV//gatA//nagA//ybdO//hofP//alsC//hslU//pldB//cas3//mazG//mnmG//comR//yeaV//alsE//hycA//yraK//leuA//aldA//tufB//hemH//yoeB//flgG//creC//ybfE//dicB//sgcE//rna//allD//cueO//priB//yddA//metG//yiiE//nagC//yqeA//cdd//cysZ//yiiD//allC//aer//cynS//speE//dapF//panC//cydA//sodB//bssR//livM//ybiV//hemC//tolR//yagE//mug//fimB//ppiD//gcvP//
GO_0072330_7	mlaC//gpp//yacG//yiaO//lnt//ydcZ//yidK//lpp//sdiA//cirA//yfiC//rlmA//dhaM//agaD//dgoT//glxK//mngR//ilvL//satP//ogt//bdcR//hokE//hofP//yfeW//murP//ilvH//frc//thrA//opgD//hflK//glsA2//pphB//codA//fetA//ybhS//greA//cheR//dcuD//casD//tusB//rplA//rpnD//plsB//secB//hyi//rhaB//epd//clpS//uxuA//ybiT//hyaB//mdtG//selA//dcuD//shoB//hdeA//rpsO//rplJ//
GO_0072337_6	gsiD//cyoD//hybG//thiH//yhhT//ibsC//prc//rarD//fumB//ybhJ//iscA//rplL//ispH//xylF//flgE//rsmA//wzzB//patZ//ydiQ//slmA//xylR//pstA//ymgC//ybhI//kbaY//ydiB//
GO_0072344_7	hisP//degQ//dcm//yaaJ//
GO_0072348_5	pflC//ynjA//torZ//dcuA//malI//kdpB//cysN//ycfJ//hxpA//hslJ//casA//citC//rimK//mipA//fadL//ompC//fepB//dcuB//yeeY//exbB//pepT//yidK//hycB//rplL//pdeF//nac//mrdA//iclR//yegV//frsA//yghO//seqA//ytfE//mraZ//envR//ubiI//tig//mraZ//yiiE//rpsO//
GO_0072350_7	gstA//dnaK//sgcC//yjjW//hinT//dgoK//nadA//yfdK//uxuA//ygiW//gloA//ydhK//sgrT//yhdZ//fabH//fadM//yciK//dctR//
GO_0072488_7	mltB//narG//glvC//adhP//agaI//yagF//gntT//
GO_0072490_6	ilvD//bamA//
GO_0072491_6	garP//tynA//
GO_0072501_7	deaD//
GO_0072502_7	yfbV//
GO_0072503_7	rpmJ//treB//
GO_0072505_8	rpsT//
GO_0072506_8	yejA//
GO_0072507_8	fadI//tcyJ//vsr//
GO_0072511_7	ybcM//fepB//sseA//yddM//ycfS//uof//yrfG//btuD//aspC//citG//sfmD//dppA//yebS//def//ykgA//era//dppD//
GO_0072512_7	ybiS//cedA//lptA//kch//dhaL//yagI//hlyE//murI//speD//nrfD//nagK//stpA//
GO_0072521_5	mqsA//trpB//aroG//rof//cusF//dnaQ//hcp//nadD//codB//acpP//panZ//yfeR//ykgF//srlA//rbn//rffH//hxpB//yciG//yiaT//nrfD//bdcR//kefG//uvrA//def//tpiA//srlR//satP//cbpM//kdpC//sufD//fadD//yegT//sgrR//mdtG//agaA//trpR//mhpB//copA//mdtA//yhdW//yrbG//rarD//bamA//yajD//rtcB//ybcM//oppD//yqcG//yhcN//tap//pldB//eptC//frlB//srlA//rnb//aroF//cyaA//malX//alsK//pgaD//rtcB//crfC//frdC//rpsS//bglF//yjaA//clcA//patA//
GO_0072522_6	hypD//ycaO//sdaC//metE//glnA//yjhB//sfmH//tabA//acrR//lhr//dicA//yfiF//tatD//yehT//bglA//mglB//gnd//yhbO//tcyJ//ptsH//csgD//fepD//ptsP//aroG//lrp//ybhG//bcsA//ghxQ//ltaE//hpt//ymfK//trmJ//qseB//fecB//hupB//ompR//hslO//araC//acnB//sanA//yiaB//rplE//rraA//
GO_0072523_6	sucB//mglC//kduD//ydfK//xylR//caiF//sixA//aceF//yaaA//gabD//rdgB//dgoA//
GO_0072524_5	aaeR//helD//yfcG//fixA//ibpA//yjfF//mscM//yadN//prmC//frmB//frmR//ilvN//ykgO//hemE//fic//fetB//bhsA//rhmR//narX//murP//trpE//basS//garL//paaJ//pabB//dinQ//blc//maoP//ppiC//uvrD//yfiR//kdsD//yehW//purR//mqsR//murA//tcyN//crr//asd//pdxY//agaS//betA//tdcG//dcuB//suhB//tehB//aldB//
GO_0072525_6	leuA//sgbU//yfdO//hslR//acrZ//pdeH//rpmF//fdhD//ybjL//cobC//mtnN//intA//sgcB//chbC//ybdO//paaD//rsmG//rpsN//osmC//groS//cysU//chbC//arnD//yiaF//pppA//nrdF//dnaK//alaA//ybiJ//yfcS//folM//wzyE//trmL//aaeR//cvpA//cysK//allS//
GO_0072526_6	yiaT//paaD//
GO_0072527_5	fhlA//def//zur//ycjP//ycgV//perR//yfbS//trmL//uacT//thrA//cpxP//tsaC//chiP//purF//iscX//puuE//fruK//rplY//yfcS//dsbD//cvpA//cpdB//serA//hisQ//lldP//queA//yciH//lpoB//frr//lpcA//cspD//lpxB//xseB//rlmC//crcB//glmM//ybiA//gdhA//puuR//tpx//hypA//amiC//rlmL//feoA//rlmD//rplR//yiaN//cas3//ppx//ralR//kdsB//nudF//bioC//murF//tpx//mutH//lpxT//
GO_0072528_6	cbrC//dld//pspC//atoS//feoB//codA//alkB//ptrA//gntT//ycbB//fabH//hldE//ygiS//rihC//potC//murG//exuT//miaB//grcA//oxyR//yfgO//dnaJ//cysK//recN//rcsD//yccS//iclR//yoaA//tusA//
GO_0072529_6	tyrA//ybgI//yaiW//gatZ//trpE//lrp//yeaK//ansA//potH//mzrA//ddlA//yhjR//frmR//ulaR//pdhR//add//ulaF//hsdM//ascF//yadI//lpcA//sdhB//rpsG//
GO_0072530_6	dhaM//ftsW//yhcN//bglJ//
GO_0072531_6	yehT//garL//fau//pdxH//fecB//treA//
GO_0072581_9	tdcB//
GO_0072593_4	uspB//btuR//sgbU//kdgR//ygeA//fecB//ydbD//ykgA//trxA//
GO_0072594_5	btuR//
GO_0072599_6	waaA//
GO_0072657_6	lpcA//lolA//bglH//relE//insK//ynhF//hypE//kefG//adk//ybhF//hofO//yeaE//osmF//nagD//rnhA//ygiS//waaA//
GO_0072714_5	rnc//
GO_0075713_7	agp//arfB//dgcM//
GO_0080033_5	ybcJ//rraB//
GO_0080090_5	gatB//amiA//ybjI//clcA//rpoD//trpA//ppsA//purA//pdeL//fruK//ldrB//fliL//argP//cirA//sbmC//yfeR//hemN//ydeP//tcyL//hemA//ygcW//dps//emrB//puuA//argC//dgcF//opgH//sgbE//ydfK//fdoH//uspF//sucD//gltI//yfhH//xdhB//gatY//pflB//gpsA//xerD//focB//nadE//nuoG//rlmN//yhjB//gspE//puuD//fdhD//bglH//entE//cydA//ybgI//hisA//lgoT//rfaC//mglC//crfC//rtcR//glcE//speC//hipB//groL//ydeP//dsdA//glmM//dgcQ//rfaH//uhpA//eutR//insB-4//nanE//glnE//bssS//yfaU//yfeD//nudC//nadA//glxK//patA//chbA//yfiE//malG//dgoR//trpD//borD//ulaE//glcD//hisQ//sdhE//yedL//ogt//tktA//slyD//rne//cirA//yaiW//fadE//ompT//cdh//narJ//ykfM//mhpC//mhpA//fpr//smrA//mipA//yidZ//accC//kbaY//epmA//mltD//mntR//ycaO//psuT//ccmA//adiY//sixA//hdeB//thiM//argP//ydhJ//rpe//trpA//agaS//flgG//acnB//uvrD//murA//ybaQ//kefB//rlmM//yahD//hns//ascB//flgB//ybiT//hprS//lptA//mrr//rnr//gsiB//torZ//rbsC//hyaD//pspD//yfcA//yhbS//rcsC//mog//ilvM//fau//agaD//yjjW//sbcB//thiL//crfC//secG//tbpA//lamB//pyrH//yiaJ//yeaK//ygfA//ynhG//yeaE//fadM//ybaQ//xerD//yedL//hycI//chbB//yaiW//rpsO//yjjU//mdtK//nfuA//yehW//mntP//insI-2//adiC//lpxK//btuD//ftp//pgi//galS//tsgA//intS//zur//lptE//yadC//dapF//ppsA//pgaC//gadX//pstS//phnN//yjiQ//fdnI//hipB//guaD//cpsB//nfsB//ykgA//yhcN//tdcD//fdhD//pyrC//emrK//lpoB//yqaA//eptB//puuB//nudC//focA//norV//adiY//yciT//rhmD//tolA//ampH//wzzB//rhtA//arnB//chiP//rpmC//dacC//setB//priA//agaW//glnH//cusS//ydiZ//ubiA//hupA//osmE//ybiH//ypjD//ampE//dnaB//yfiF//radD//cpdA//thiE//ygfI//phnO//cusC//yedA//gstB//ibsD//recG//ydhC//treR//ndk//asmA//fruK//deoB//kefB//dcuC//yjiA//orn//ynfL//cbpM//yphD//intA//ydeE//gcvR//prlC//lysA//paaE//gadW//higA//yiaU//intE//yqiI//ompG//cmoM//yfdO//ptsI//fmt//torS//phnC//eptB//sdiA//wzc//phnP//mngA//rnhB//bisC//potH//rimM//yebZ//ybcF//sufS//umuD//ihfB//ftp//glpC//maoP//elaA//ydjJ//idnO//frdC//spy//rlmL//argB//rpmB//cdaR//pheM//uxaB//nei//fucK//nfi//mdtD//frwB//aroA//ybaT//mipA//yfbU//dtpA//trpA//tufB//trmA//torC//ybbW//iraD//moaD//xylF//cbpM//acrB//gph//nagZ//btuB//yfiR//relA//zinT//shoB//dnaG//glpA//cmtB//rplS//adhP//nrfD//wzc//alpA//rpmA//kdgK//
GO_0080111_4	nanA//acrF//
GO_0080134_5	yaiW//
GO_0089705_7	yfcQ//rutG//
GO_0089709_7	hslU//cmoB//
GO_0089718_7	yddM//ribF//mgtA//emrE//betB//pyrF//paaA//yjjU//mgtA//appY//
GO_0090066_4	fic//cspC//nuoL//cspD//ubiB//
GO_0090068_7	panB//
GO_0090069_5	ydfK//trkA//hypF//
GO_0090071_6	otsA//lpd//rzpR//
GO_0090087_6	yphF//ydcP//lrp//
GO_0090116_7	rpmB//
GO_0090143_4	ampH//
GO_0090150_5	rpsL//yphF//aroH//pheS//malE//pykA//groL//rlmE//gstA//tusC//gutQ//tamB//
GO_0090304_5	dcuA//norW//fryA//ygbM//cstA//mltD//idnK//ompW//phnI//gatC//cysP//eutK//hpf//ybcL//rsfS//ibpB//thiG//xanQ//yghO//hupB//chiP//cysS//tag//creC//murD//yggD//frlA//ampE//argE//cydC//mfd//aaeA//glsB//rmf//mepA//yqaB//cspA//mtr//ortT//dhaR//waaC//mqsA//galE//fimE//uidR//erfK//bioC//yggN//rng//ycgR//bglA//sdaA//ybjC//ebgR//truC//tsaC//flhC//cspC//gspJ//hypB//nei//deoA//mngB//fepG//trmD//murE//lpp//kdpD//yjjX//wzzB//phnK//glpR//speA//murI//sdhC//bioC//frmR//rsmH//phnC//speF//emrB//waaU//btuF//sdhD//cbeA//tsaC//feaR//fimE//yjjU//cbl//pgm//arfA//narH//ribD//miaA//arnF//narL//ilvC//yjcO//bglB//apt//oppD//pgrR//bcsA//scpB//rpoS//tsf//ilvH//ptsI//glsA1//ybdN//alkB//rpsJ//tcyJ//ogrK//yoaA//nusG//hscA//yjfF//yhdH//mdh//glnS//rnhB//basR//ybjL//glxK//zapC//folP//cas1//sgcA//cdsA//prlF//cspA//rihC//yjjB//lsrK//psuG//rutR//dkgA//xanQ//ftsZ//cyoB//srlD//trpC//fryC//ihfB//fdnG//tomB//yjiA//orn//ais//ybiV//prpC//galS//oppA//nrdF//paaH//tomB//feoC//iscS//yihQ//yecS//blr//pdeL//phnN//speB//dgoR//malF//ulaE//creC//yfeR//recO//yhaC//topAI//fdnG//birA//sdhD//gudP//waaG//ydiP//pflC//mprA//ypdB//hisG//ybeQ//dadA//flgJ//sapC//eptA//bglA//recJ//hybO//ydjL//xapR//cbtA//zapE//hslV//ghrB//kdgK//uxuA//ydfH//narX//sfmC//fsr//menH//cpsB//rpmG//rzoR//marA//yeeL//ydhC//pepD//cheY//crp//ampD//borD//ynfH//ftsW//pcm//flgK//ydjL//ydfK//htpG//guaC//ybjD//codB//yneE//sufC//astC//ygfA//rplI//eptB//pnuC//nuoG//xthA//zapA//lsrC//ybiI//yjjQ//fadB//qseC//narY//folD//wecC//topAI//ygiW//insI-1//malP//cyoE//nhaR//hisC//kduD//amiA//yjcO//rnhB//pyrE//tatC//murQ//envZ//rplO//fdoH//bglH//gmd//hisI//gpsA//nemA//hprS//tdcB//paaG//rfaC//ygcO//lsrA//pgaB//uidR//ampH//yadN//feoB//zur//yfjR//yahO//fetA//nirB//ytfQ//fdrA//ybjI//ybcL//rssA//dpiA//hisM//ydhC//thiM//yraN//betI//dusB//ybgI//rcdA//menD//treA//intQ//rcsD//allD//narK//ghoS//yhaC//yfgI//add//fabR//mioC//ompN//yihR//rsgA//rutG//narY//pth//ydfG//fis//fabI//rnlA//rpsS//ynjD//bolA//dnaB//yidQ//ypdF//mltB//psd//hmp//recX//yraK//mtlR//katG//clpS//gluQ//rplT//yqaE//nudF//fadL//dkgB//chbR//ybfA//ibsA//accC//ycbB//sfsB//ftp//epmB//glpF//glpB//iraD//hycI//ycgR//fieF//alaS//rseB//ydiV//tcyJ//uhpC//yihT//rfaQ//btuF//ruvC//prpB//hisB//rnd//yjhP//acrF//dppC//arcB//copA//yqaB//yfbV//yneJ//hemN//maoP//thrC//ptsH//nfuA//trmH//cspC//yebS//puuA//mutS//nagC//appA//tdcD//mepM//yibA//fliS//pheS//trkA//exuR//rpsO//rhaR//etp//abgA//wrbA//xanQ//yfhM//hyaA//pstC//fumA//metK//ypdA//kbaY//pspF//topAI//murG//serS//ppc//yjiA//galM//amiA//kdgT//rclA//rpmG//rof//flgI//nrdI//sapB//tolA//cecR//bssS//sbp//ybfE//elfG//ttdT//mltA//msrB//ycbB//aroE//ubiE//gltP//yibH//dgcZ//icd//feaR//livG//napF//nrdE//ytfE//ygbI//bssS//rsmE//ulaE//viaA//
GO_0090305_6	hdeA//nei//sufS//mazG//yahK//glcA//bioF//tamB//nhaB//gntU//fimG//yaiV//pyrC//lpxL//ydjM//dnaE//rimO//lolA//mipA//dcm//dgcQ//cysG//brnQ//thrL//glsA2//cutC//yibH//ratA//hflC//add//rzpD//galM//thrS//gntT//pflC//gntU//cutC//manX//tusC//insH-5//rplP//rep//metR//yhgF//agp//cusA//cas3//ydcM//ydeI//dtpD//bepA//relB//lpxH//serS//smpB//wecC//mdoG//fimF//eutB//ldrB//frlB//yebS//dbpA//znuB//pabC//dcm//kbaZ//deoA//chiP//ydhK//menI//hflK//evgS//mdtB//adeP//plsB//hdeB//aroK//rfe//chbR//nanE//
GO_0090313_8	nanE//rfaE//
GO_0090329_8	obgE//ftnA//ygiV//yjjU//pth//eutK//ralR//
GO_0090347_6	glnH//
GO_0090352_6	ccmE//
GO_0090357_7	envR//tap//
GO_0090358_8	rpnA//
GO_0090407_5	mdtN//rbfA//livM//puuB//araG//lapA//msrQ//yedL//rutC//uvrB//acrB//rraA//thiD//nemR//rplY//acrR//proW//lgoD//yggN//rimI//hrsA//yfiE//pabA//bcr//kdpA//pgrR//nanC//gutQ//hybG//yrfG//sgbH//yegT//ybaQ//yjhI//baeS//murC//rhaR//mepS//mpaA//panC//azoR//dmlR//cheR//hslR//patD//kdsC//zitB//yehP//hemD//ydjJ//marR//cutC//ybbN//recA//zipA//folX//yaiV//metC//pykA//ydhC//ykgM//hemF//gspI//sdhC//rsmF//proP//emrD//yaiP//lpxP//purU//mreD//yneE//cysM//pgpA//galM//dinG//nrdA//rutC//phnG//mmuM//arcA//dsbA//ybaO//mnmC//ybjG//yraK//kbp//panF//ubiG//cysS//nhaR//cydD//lplT//yciH//yajD//dinJ//sdhB//rffC//thiM//mngA//arsC//frdB//pepQ//ychF//moaC//rclC//sspA//pspA//adeD//ung//lacY//gmhB//glnA//soxR//lrp//tnaB//srlD//kgtP//rfbC//flgF//tynA//lpxK//argG//pyrB//recG//narK//endA//sapA//nrdI//epd//hybA//
GO_0090487_4	yaaA//
GO_0090501_7	etk//msrC//tcdA//ybhD//purB//hns//ilvE//dacD//rfaB//plsB//iscU//rpmF//rpmB//aceK//yehY//dadA//ycfS//srmB//cpxA//rmuC//yahB//glpD//cvpA//nagB//nrdR//rpmB//mscM//phoP//srlA//cvpA//nrfA//allB//
GO_0090502_8	prlF//rpsH//cmoM//lptG//pdxH//dnaQ//intF//prpC//borD//fecA//mhpA//gstB//ytfT//cra//sfmH//hrsA//rnr//ynhF//rsfS//bioP//slyA//
GO_0090503_8	yiaU//pykA//scpB//yehZ//nanT//flgK//pabB//relB//
GO_0090529_5	envC//tnaA//lgoD//lpxD//yraJ//gldA//
GO_0090540_10	elfC//idnK//gsiD//
GO_0090549_5	putA//yhaV//
GO_0090605_5	rplF//luxS//pgrR//ptsI//hybB//hiuH//yaaJ//yhjX//rcsB//
GO_0090609_6	dgoD//rhaS//alpA//uidC//tdcB//lit//efp//fhlA//uup//
GO_0090662_6	rpoD//
GO_0097035_4	yhiM//waaZ//
GO_0097056_7	yeiG//
GO_0097164_4	ortT//waaP//ygaH//srlD//hinT//rfbB//speC//minC//garL//ilvD//rtcB//ygjR//pnp//phnJ//yhjV//nrdD//frr//ftsH//ycdX//uvrC//cheA//pyrC//fumB//lplT//phnO//yijE//
GO_0097237_5	nuoF//nikB//uidC//sufD//ygcW//uup//ymdB//araB//ftsW//ompW//
GO_0097264_6	nagD//
GO_0097286_10	yihL//
GO_0097292_8	yddG//
GO_0097293_9	yjiQ//
GO_0097304_7	rsmJ//
GO_0097305_5	leuO//proC//fdoH//srlB//mltG//intZ//
GO_0097339_7	pepA//
GO_0097366_5	treR//ubiE//pdxK//
GO_0097428_6	rrrD//hypT//flgM//fadR//ispG//fur//yfeW//
GO_0097435_4	mepS//galM//
GO_0097501_4	ymgF//
GO_0097502_4	tsaC//
GO_0097510_7	yaiP//
GO_0097532_4	mgrB//
GO_0097533_5	mazG//
GO_0097577_5	pabA//abgR//degQ//
GO_0097588_5	yraR//add//mug//pyrF//maeA//iscS//bglJ//pyrH//leuO//hcaE//rbn//uspF//afuB//allB//lpxM//ubiJ//uhpA//bglX//chbR//lapA//diaA//gadE//csgD//ydcM//dnaB//gatD//qorA//gatD//yrfG//hldE//tolA//
GO_0097638_8	priB//soxR//rhtA//yjjV//
GO_0097659_7	murJ//ribB//tatB//rlmM//bamC//hcaF//purU//uidA//rclR//rcsA//aer//nrfB//lpxL//dhaK//ulaD//hybG//sixA//hisB//hemN//cyoA//etp//mtfA//lepB//hypT//yiaM//purA//psuT//fixC//yagI//cmk//yjcE//potE//rcsA//prc//yqaB//gloC//murG//ydcT//fliD//exuR//uvrY//ubiF//fis//ygbM//yieE//pck//xylR//mdoG//cydC//glsB//dut//csgF//proC//ycfS//mngB//hisP//pdeH//yjjG//priC//cpdA//mdoD//mcrA//csrA//atoB//gcvT//rcsF//chpS//dapA//mdtI//clsA//pth//mlaE//chpB//marA//rsgA//putP//sodA//mobA//ddpX//paaD//nrdI//rutA//yibF//clpP//uspE//cbrA//yqgF//ybdN//malY//rimP//hemC//bepA//topAI//puuC//yifB//gpmA//mltD//dgoD//yafC//pspG//hyaD//bcsQ//rutE//yjbG//yjjG//tamB//bdcA//xisE//clsC//sgrR//nanR//trmD//pabB//narX//sodC//rpmH//mfd//aroK//dgoA//
GO_0098002_8	folA//
GO_0098542_4	uvrC//sdaC//mrp//lamB//tbpA//prpD//ycjR//fecD//rutF//rnlA//
GO_0098586_5	yjhB//iraP//hofC//
GO_0098655_7	yegS//degS//cheW//argR//cusS//yhiM//hsdM//ftsI//fimA//adeP//glgA//gpmM//yiaB//sodC//chpB//rlmC//bdcR//ybdO//lsrD//cas1//slyA//uvrD//ahr//ycbX//holB//dnaJ//hemG//amyA//uxaB//nudF//yfeR//ybdH//prpC//yciF//rlmG//ampG//glvC//fixB//coaE//frsA//mlaC//yfgJ//ttdR//tas//gatB//waaA//leuC//ldcC//envY//acrD//yddM//dfp//yhjG//rpoE//fau//cydB//rhlB//cysD//fliM//rfaQ//ygfI//fetB//ccmH//rrrQ//yfaU//yrdA//mepA//yhdZ//mdtA//mlaF//btuF//yqiH//lysO//yciK//appY//yqeG//nrfF//nemR//hypB//yqhC//dapF//yoaA//ygfA//rplA//ftnB//crfC//lhr//ygfA//ccmD//nanK//srkA//tsaB//xylB//entE//recQ//menA//ymgC//rapZ//yadI//ampE//rutA//moeA//holD//metN//xapA//proQ//
GO_0098656_7	nrfD//cdgI//elaD//cpsB//aer//adiY//brnQ//prfB//pflB//rplR//pflC//rutE//hyaB//hypC//fadM//yqiG//slyA//tsaE//grpE//mug//accD//tcyP//torI//pdeL//pldB//lpxC//yfbV//casD//nlpD//recX//sutR//yfdC//dnaT//rpsI//frlC//putP//yggE//rnhB//nadA//ydhC//fkpB//ygeX//cpdB//ybaQ//casE//ybjX//sucA//secG//mnmC//galP//yehA//tufA//yeaV//hexR//yafO//hupB//gltB//ccmF//yehB//fimF//tdcG//eptA//yhaC//phr//acrB//yhjC//yobF//rhaA//crr//cedA//ygcO//hdeB//alaC//tnaC//kduD//atpD//hemN//ydjL//gloA//pcnB//hofN//cdgI//csgF//nanC//ynjA//rutG//ribB//yqaA//garR//zapC//ldrB//fruK//yqgB//tcyL//yajD//mdh//rraB//
GO_0098657_5	speE//evgA//uspB//ydcI//queA//dkgB//araA//minE//nupX//lolB//yjtD//idnD//uidA//astC//pflA//mrcB//queE//ycfL//bdcR//hchA//
GO_0098659_8	cca//yciK//
GO_0098660_7	ttdB//yhhY//clcA//ccmA//glpA//plaP//rpmH//talB//pdeF//frlA//emrY//bcp//pldB//fdrA//citX//frmR//yfaL//yahB//wzb//rplI//mutT//nemA//tmk//nrdF//ilvN//mltA//rplF//trpL//yneL//uvrA//htpX//dnaX//rpiA//tar//pgpC//umpG//trmH//fecA//nlpI//melR//topAI//pheP//chbC//iscS//abgT//mscS//yehT//yfiR//tdcA//tolR//sodB//lsrR//ybiA//yidH//ybiX//nagE//yjaZ//glnP//pcnB//mutT//cpxR//bioD//yegD//xseA//lepA//dnaE//mrdA//rfaC//gltD//ynfK//mdfA//menC//lpxT//menB//yggT//yjaA//uof//
GO_0098661_8	gspI//mtn//rlmD//treA//yiiD//lgt//yfdR//malQ//glcA//frdA//ygeW//glcA//rutR//ymfA//agaV//yjbB//ybeQ//idnT//yhiM//
GO_0098662_8	srlR//cydB//hisS//artQ//cspI//ygbM//htpG//insI4//cpsG//panC//opgB//mmuM//speG//soxS//lsrK//galK//grcA//cmoA//crr//rutC//ybfE//ligA//yqjA//lipB//cspI//yciK//dnaQ//xylA//ygcW//ygiN//marR//kduD//pepT//ompT//rutR//yhbY//kup//ydcP//fdnI//trmH//marR//dcuR//ynjD//yqeA//paaB//phoB//arfA//phoE//dinQ//gapA//yegT//frdC//yhfK//ackA//ygiS//gadB//yfiE//mrcA//yghG//ybdO//nagB//
GO_0098670_7	ttdB//
GO_0098704_7	cpxA//eno//metI//fadJ//
GO_0098707_10	dgcF//
GO_0098708_8	ycdX//pepN//marR//yidL//
GO_0098710_7	paaB//glrR//
GO_0098711_9	cysM//
GO_0098713_8	bglJ//hdfR//yahD//glcA//
GO_0098719_9	ribC//
GO_0098732_6	frr//nagZ//secA//intZ//
GO_0098739_6	radD//proC//nudC//pntA//yfiE//lplT//rne//rbsD//rpoH//gutQ//eutD//srlA//msrQ//slyD//waaB//ompC//bipA//spy//
GO_0098771_7	ligB//narJ//cspC//parC//chbR//ytfQ//dgcZ//ldrD//nikB//coaD//sgcR//uxaC//amiA//glcB//argG//pmbA//mrr//mgsA//yafO//fimD//glpF//pinQ//yadI//ybaQ//ratA//nsrR//mqsA//insA-1//topB//alpA//proP//glpX//rbsD//cheB//yadC//mutS//
GO_0098776_7	pspA//pta//tldD//tusC//yjiM//
GO_0098795_9	yiaB//
