#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	paaG//hyaB//relB//galS//
GO_0060274_5	infB//
GO_0060326_5	fruA//
GO_0060341_5	tolB//ybhR//
GO_0060491_5	gutM//yejE//gyrA//yeaV//
GO_0060566_8	asnC//
GO_0060567_8	fabH//thrS//nagD//
GO_0060699_8	fre//sgbU//yfaE//potC//mdaB//
GO_0060700_7	yraR//rpoD//feoB//ulaF//yihS//
GO_0060701_8	pck//ibsA//kdsA//solA//casB//
GO_0060702_9	mdtB//ymgA//panF//paaH//edd//
GO_0061013_7	malF//ettA//guaA//mog//ftsE//
GO_0061024_4	puuD//mgrB//rplD//rpsL//xerD//yaaY//ralR//sbcB//hprR//bcp//paaJ//ulaG//
GO_0061077_4	phnP//xisR//purL//tusD//ybgP//ttdR//glpR//ycaN//ytfR//yehA//uacT//pyrB//uxuB//hypF//tufA//cpdB//ydeM//cas1//copA//actP//yfcR//gfcE//tar//
GO_0061475_9	waaG//
GO_0061504_8	cdsA//
GO_0061610_5	lamB//
GO_0061615_7	ftsL//fdoH//
GO_0061687_3	ampG//kdpC//cbeA//fabB//yeiG//rlmL//
GO_0061720_5	alkA//lhr//uhpC//fhuF//
GO_0061727_6	glnS//hyaA//codA//astB//etk//bglJ//potA//ibsE//yciF//dnaJ//oppA//lysR//bglX//yajR//pitA//psd//dnaB//gnsB//yajR//bioA//yccX//rsgA//upp//rlmB//
GO_0061984_6	hofN//
GO_0061985_7	metI//
GO_0062012_5	ydfH//agaW//narY//mdtJ//csrD//queF//lolC//yciA//yfcQ//mdtK//dpiB//
GO_0062013_6	sgbH//psd//fumA//
GO_0062014_6	moaB//perR//
GO_0065002_6	degP//wrbA//rnr//guaA//kbp//argI//yeiE//rpsH//
GO_0065003_5	mngR//yieL//frlR//pdxJ//emrK//bdm//hypA//mnmG//rfaF//ftsQ//wzyE//argO//citX//wecB//ppiA//rpoS//zapE//fimA//ampE//phoE//yehB//yphB//ilvA//yejE//lptF//phoU//paaA//fabG//yeeJ//sixA//yhjA//nadE//tauD//insE-1//soxS//selD//cyoB//rlmJ//hybF//helD//yheT//nac//wzzB//ypdA//yraH//manZ//yigB//metQ//yciF//curA//yiiM//agaW//gspF//phnC//treF//mngB//groS//yihV//umpH//yghW//tehB//tsaE//ybcJ//talB//menI//yaaU//dppB//dacC//rlmG//qseC//mtr//zupT//ynaI//lolB//bioD1//murE//yphC//ydiZ//pdxH//edd//yiiE//elaB//rfbC//rplE//yjhG//mglB//yfbU//cusS//dnaX//nusG//cedA//xylE//
GO_0065004_6	frdD//
GO_0065008_3	hpt//arsR//alsB//ynfF//yihI//kdpB//waaC//cedA//cheY//lysR//mobA//hscB//yidD//tdcR//dctR//dinQ//pdxK//tolQ//lpp//emrE//trmJ//coaE//ycjR//nrdI//rrrD//yaaU//yqgB//yjtD//yfhM//thiI//ybaL//mdoD//yeeO//cbrC//lsrD//glpT//ubiA//purU//ycfJ//rimP//metR//purT//chpB//purF//gapC//hcaE//hprS//guaB//fimF//rplJ//tmcA//nth//ypdB//dgoK//amiD//rluB//ymgF//dtpB//yeeY//marR//caiB//dauA//mscL//ydjJ//ydbD//mhpR//yfeO//xylB//dgcJ//nlpA//ygeV//wecB//rpsO//gpsA//ldrB//yjjV//sxy//fucP//mepH//mlc//ydbD//phnH//torD//ymfK//ligB//minC//gshB//yedX//yaaU//gstA//intA//tatB//asr//rzoR//selB//rpsS//ybiA//hisQ//sufS//fabI//crp//purU//moeB//opgC//rplB//fimA//soxS//citX//yigB//dcuR//fdrA//aroE//fruB//mcbR//ptsP//proB//cueO//sfmF//ubiG//basS//clpP//rodZ//bdcR//dgoA//yhjB//tolA//purB//ybfE//syd//phr//narQ//
GO_0065009_3	ghoS//cmk//aldA//nrdF//folD//yhcH//caiF//cdd//ybcM//pheA//sfsB//rutG//tatC//uspB//ycjR//proP//tamA//cspC//ymfK//sgcC//ccmD//ymgA//panF//hchA//pnuC//yqjI//nanK//efeO//nupX//yedP//yggN//flgF//sfsA//ymgF//ftsP//fixB//fliS//oppA//narK//rfaQ//yggX//cyoC//creC//artI//fixA//purB//yiaO//frdC//ibsA//yaiP//metI//prfB//yafC//dicB//thiP//prc//ygeR//tap//gadC//hisI//ftp//gloB//galT//ynfF//murQ//rof//mltD//ydeE//sfsA//dadA//yjbG//lpxC//murD//iscA//tonB//etp//aphA//
GO_0070084_7	recG//
GO_0070085_3	dkgA//ydfG//
GO_0070178_5	epmA//
GO_0070201_6	xseB//dsbB//pspC//
GO_0070206_7	cvpA//yfaL//dnaB//trmA//
GO_0070207_8	ychO//yidP//ybjN//yeeJ//
GO_0070297_7	ibpA//
GO_0070298_8	rstB//
GO_0070301_6	fabD//ribC//yagJ//yhjA//cdaR//tldD//yqcG//cysA//gstB//ldrA//
GO_0070329_5	intZ//metK//
GO_0070413_7	narJ//plsC//
GO_0070415_6	dfp//uxuR//
GO_0070417_5	secE//insH-6//gatY//ycfJ//
GO_0070453_7	rluB//
GO_0070475_7	alr//waaF//rpsJ//ubiA//fimB//ydeO//arcB//clsA//acpP//lldP//ygcR//cbl//dgoD//rplE//gcvH//cysD//cdgI//acrE//mfd//
GO_0070476_7	sad//ftsY//
GO_0070482_4	elfD//cobT//glgS//caiF//
GO_0070525_7	prs//stpA//eptC//umpH//
GO_0070574_9	fliA//dam//hisH//ymgA//
GO_0070581_8	ribE//
GO_0070588_9	fimF//
GO_0070589_6	tatE//ygaZ//yghU//dicA//aroE//mscK//yjjW//insH-5//rfbB//dgcT//ybiY//yeaV//pdeH//lsrK//rapA//torA//tauC//yidK//rihB//yiaB//otsB//adiY//insI4//potC//gapA//yqcG//cmk//tdk//fimD//argP//yjeI//elaB//aer//hypT//preT//pta//xseA//agaS//waaY//ybcC//pbpG//rlmC//dnaN//
GO_0070627_10	csrA//
GO_0070646_6	ubiC//
GO_0070647_7	pdeK//
GO_0070689_6	intQ//yiaJ//
GO_0070716_8	sucC//
GO_0070726_5	ydjJ//yhfS//
GO_0070727_4	poxB//hslV//psd//ydcP//sstT//dcuS//flgG//oppB//dsdC//glpC//cusR//yheT//norR//rhmD//amiD//parE//hdhA//
GO_0070778_6	ppsR//clsB//
GO_0070838_8	recB//norR//queD//mukB//yfeR//dtpB//pgpC//hisH//rayT//wzyE//rpsQ//aslB//zwf//fdnI//yraH//
GO_0070873_7	phoU//insI1//
GO_0070874_7	aceK//
GO_0070875_7	paaE//
GO_0070887_4	mnaT//sdhC//ubiB//pyrE//guaB//rrrD//sgbE//narY//xanQ//ibsC//gstB//dmlR//setA//ulaG//mtgA//atpF//betA//ykgA//phnJ//yieL//hcaR//tesB//ulaG//mlc//pyrE//rhaD//ansA//yfeX//alsE//yjhP//casB//fryB//gpr//dcuR//rplR//aldB//nemA//thiD//lhr//ptsI//cyoA//ydcS//frmB//tauC//ratA//tauD//malE//csgA//yrbG//mrdB//lapA//glvB//yihO//asnA//bglF//frdA//hslJ//sbmC//pgaD//prmB//
GO_0070894_6	pabC//
GO_0070925_5	acrD//rpmF//rimI//amtB//dsbG//comR//cmoM//hipB//decR//menF//
GO_0070930_7	puuR//
GO_0070972_7	napF//
GO_0070981_6	lsrR//
GO_0070982_5	gntK//
GO_0070988_3	srmB//ydeM//
GO_0070989_4	sgcA//
GO_0071103_6	yqjI//crfC//sbcD//yjjI//ynjA//alsA//kdpC//grxD//rtcR//feoA//setB//iap//insI-2//tomB//sgbH//mnmC//bioD2//fieF//hisF//
GO_0071139_6	mscS//tyrA//
GO_0071214_4	yiaJ//bioC//aslB//rne//tdcF//lptC//yagI//prlC//yjhH//ycaO//metB//narY//dcuS//panE//sodC//agaS//udk//psuG//rlmA//kefC//bglX//hisH//nanK//nupG//
GO_0071218_6	yjiY//
GO_0071229_5	ppk//uidC//yibA//mtlR//mlc//
GO_0071230_6	fadB//
GO_0071236_5	murQ//hemC//wcaC//ubiC//zipA//cpdA//manX//crcB//xerD//gloB//metF//tauD//gabD//folM//arcB//fetB//yciV//nuoI//
GO_0071237_6	yfbV//cusR//
GO_0071241_5	rhlE//ygjK//uacT//yfeR//bioP//ykgA//folM//iscA//yraI//ycbV//feaR//ybdM//yceD//yafO//rplE//malG//tnaB//
GO_0071243_5	yjcS//
GO_0071248_6	cydC//rutG//cho//yeiL//uxuR//lolE//udk//rsmD//sppA//rluA//dinG//uhpT//rppH//rpsG//
GO_0071249_6	rcsF//ynfE//
GO_0071250_6	rplR//tsaE//
GO_0071265_5	uspC//yoaB//ldtA//araC//yqcG//
GO_0071266_6	higB//dsbA//
GO_0071267_6	waaQ//rimI//rho//
GO_0071270_6	ulaF//fruK//
GO_0071271_7	kbaZ//yedX//
GO_0071276_7	fumA//ubiA//
GO_0071280_7	cynT//bglF//
GO_0071284_7	sbmC//
GO_0071286_7	proW//hemE//
GO_0071287_7	cusC//
GO_0071288_7	rutG//mrr//
GO_0071289_7	entS//
GO_0071291_6	yfgJ//
GO_0071292_7	priA//murG//
GO_0071294_7	yciE//ccmE//
GO_0071310_5	recF//rsgA//iscX//hscB//ybgQ//yagI//insH-5//rplY//hisI//pheS//lptE//
GO_0071417_5	nagK//nemA//agaB//
GO_0071421_9	ytfT//rffH//ubiH//
GO_0071422_7	htrE//abgB//aldA//
GO_0071423_8	ybaK//
GO_0071453_5	era//wecC//yjjU//
GO_0071454_5	acrE//fimB//
GO_0071456_5	fdoI//
GO_0071467_5	dhaL//xylF//narX//holC//pyrL//ftsE//rpmG//ndh//rseB//hofQ//frlR//
GO_0071468_6	yjiY//ynjD//bdcA//flhD//murE//sbp//yhjB//fdx//atpH//waaA//
GO_0071470_5	ubiG//dgcN//thiE//lpxD//bioD1//rsmB//ydfK//pgpA//lepA//mprA//
GO_0071474_6	entD//lysR//gspF//rpsI//
GO_0071478_5	ycfH//nikA//proV//
GO_0071482_6	ybhA//gcvT//grcA//
GO_0071483_7	btuC//
GO_0071495_4	ribD//ppk//kefG//
GO_0071496_4	napD//gstA//insI4//gatA//nfo//mltB//yegD//yadI//rplY//frlA//sanA//rppH//ibsB//treR//xylB//lysS//yebQ//rpmB//yqeG//paaA//malG//yraK//trg//pgaD//rpmC//nhaB//hisG//nuoN//ynfK//yraR//prmB//yecS//hybG//emrK//rutR//tmcA//speG//yihW//lpd//ccmA//fadA//asnC//waaA//mppA//chiP//fucP//trmH//zur//cptB//yieE//glnH//frlR//ampH//
GO_0071500_5	gcvT//
GO_0071502_5	yahB//
GO_0071545_6	menI//ttcA//
GO_0071554_3	hemE//hybO//glnP//pgi//intA//yhdZ//torY//allS//dtpD//yphB//murG//nfsB//tatA//intS//ptsG//dcuD//hybE//murP//surE//folC//carB//rsmH//cysC//
GO_0071555_4	bamB//pepD//rapZ//holA//nth//yajD//caiD//fdoG//mepA//mutM//pdeK//ftsN//grpE//
GO_0071577_9	yfdG//cysU//cusB//ilvM//ravA//greB//cadA//
GO_0071616_6	menD//pdxA//
GO_0071702_5	cbeA//higB//yfiC//exbD//mdtD//gcvP//ybaE//hflC//ppk//ispU//oppC//ftnA//mukB//pdxJ//glnB//cysH//ligB//ubiH//yiaL//rhaD//ykgM//metB//rbsR//trmJ//xylE//yfaE//mlaD//emrB//ymdB//umuC//recO//rzpR//pstC//preT//glcE//leuB//dnaG//def//hyaA//napD//phnP//gltX//tldD//fepC//ydiO//rnd//purC//rsmJ//ade//ygdG//ybiA//yfdK//betB//rpoA//idi//napD//mepH//pspD//nlpI//recR//rlpA//gpp//araA//kdgK//alsB//glrR//ybdO//yahF//panC//yehT//agaV//hybE//wcaB//sodA//lldP//srmB//ynfE//acnA//fucK//lpcA//ansB//yhdH//ascG//mnaT//gapC//artQ//ilvN//ydfG//puuB//hcaB//ptsG//polA//gfcE//ygbN//ypdA//ygeX//yiaT//bolA//yraK//ccmD//dmsC//btuC//fecC//tauD//cutC//lpxC//hdfR//glpB//chbR//yhjB//ygaZ//hexR//araG//rluD//yfeR//tpiA//tynA//iraD//mdaB//lplT//yqiI//fabZ//sufE//yebS//fimG//ybdN//lepB//srlB//hypB//prpD//recC//lhr//murD//dedD//sufD//yfbV//sbp//glpB//csgE//dnaJ//mrdB//accB//rsmG//dgoK//gutM//dsdX//tusD//ydhC//ybiS//ispB//flhA//ynfF//gpr//yggN//ftsE//zinT//ribD//rpsI//xylB//kdgT//ycdX//yijO//srlE//yceK//prc//rimM//rpnB//proQ//speA//entH//aspA//aas//nrdE//fpr//trpS//ydiR//pfkA//ycbB//hypE//cobS//hlyE//plsB//nadC//uspC//ugpE//hipB//ycjR//livJ//yiaJ//mdtC//def//yjjG//cdsA//aroC//yiaT//yraR//ycjR//ypjD//leuE//lpxH//livH//selD//yahF//yhaO//yeaE//yghB//iscX//psuT//mltF//pal//ygfA//glgC//hcaR//sfsB//phnO//rplS//rpmH//fadJ//sdhC//rmf//cnu//ybaT//sapB//ydjH//tadA//torD//mglA//cobT//yjjX//cysD//speA//garK//guaC//intE//araH//priB//rcnB//rlmF//csiD//dpiB//roxA//yebG//rpsH//ybeY//rpsA//arfA//phnG//proW//mlaF//hisI//puuD//cecR//yhaJ//livH//csgB//yejA//cspC//glpD//uidA//fepD//tabA//ybeF//atpC//ulaR//xylF//yqgB//fliD//rffG//uhpT//gntP//yobF//chaC//yfaL//cfa//ssuC//dsdA//rplC//rimL//slyD//dkgB//rffC//cspD//accB//yoaA//rhtC//fepG//ribF//recT//feoB//yoaB//ydcP//eco//osmE//trxA//allB//nsrR//xanQ//ppiD//phnJ//hicB//yqiG//sixA//yebS//yjbG//yggF//hemG//cra//zntA//ypdC//cysK//paaC//yjjB//mntP//pabB//pdxY//metH//ynfL//melR//sgrT//mepH//sgcC//mepM//sfmD//glgB//nemR//holE//htpX//agaD//codA//minE//rpmB//ampH//iscX//pyrB//rbbA//groS//yegV//xdhB//prfA//ybdH//intQ//gabP//cspI//potG//rimM//crr//trpGD//nei//ypjD//rsfS//yiaO//yraR//rfaQ//holB//asnA//ispG//infB//tsx//argI//xylG//adeP//gstB//tehB//abgB//hisF//yfbV//trpL//srkA//katG//lysO//mrr//hypD//casE//arnB//dinG//rhtC//epmB//pflB//rraB//yfdG//rhmR//galF//panD//insB-4//pinQ//hcaB//proS//mlaF//ftsI//mdlB//
