#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dtpD//fdx//glrK//gnsB//
GO_0072330_7	narG//ppk//hexR//yajQ//higA//mak//aceB//fhlA//tyrS//acrB//uspC//rplA//cutA//rfbB//flgG//rsfS//ndk//gntT//mdtM//fepD//rutB//phnP//nrdG//waaZ//fdoG//mdtF//ubiX//ftsN//yajR//nlpE//yfdG//phoA//yqiG//insI3//rlmC//rlmN//ygdG//tap//glmS//glgC//yahK//ybfA//yejA//yhcD//yqaE//ispH//qseC//fetB//gstB//mepH//idnO//yihT//narY//secY//metF//ykfM//yfcP//mtn//
GO_0072337_6	fepB//yhaO//deoB//dhaK//lon//sanA//mhpD//pppA//fis//zntA//dsdC//ackA//rseB//ygiN//yaiV//lolE//ulaG//rplJ//fruK//alpA//fixA//gsiD//betA//speB//glsA//fimE//
GO_0072344_7	torI//ilvM//aroB//yidC//
GO_0072348_5	uspF//dgt//tatB//holD//ravA//argA//nrdG//argS//fhuB//bglA//nimR//ptsI//lipB//mltB//yiaB//sdiA//yidQ//hemD//hisS//dinG//rpmC//gpr//hemE//sodA//yjjU//rep//ygfI//recG//ivy//dgcQ//fic//manY//tag//crfC//ndh//cysM//recB//hdeB//serB//ydiB//
GO_0072350_7	napF//bamD//htpX//frr//gabT//nusG//rutF//gppA//glnD//gcl//hdhA//recJ//narY//ispH//emrB//malY//cspI//dmsB//
GO_0072488_7	ppiC//uxaB//ftsZ//yfjV//pspC//dhaR//ptsI//
GO_0072490_6	fryA//cysS//
GO_0072491_6	hemG//yhcD//
GO_0072501_7	tktB//
GO_0072502_7	rutC//
GO_0072503_7	opgH//mltB//
GO_0072505_8	napB//
GO_0072506_8	pspF//
GO_0072507_8	nuoN//gspF//cysD//
GO_0072511_7	fliS//intF//csgF//rof//ruvB//alr//gltI//feoB//yihI//frlB//slt//lpoA//ltaE//sbcC//holC//ampG//pflC//
GO_0072512_7	yegS//ldrB//yccA//marR//lipB//cbpM//crr//setA//fhuB//murF//pstB//pyrB//
GO_0072521_5	galS//ycjD//mntS//ldcA//cueR//zipA//rrrD//argK//gltB//artP//nirD//mdtK//iscU//ydbD//ogt//nlpI//torI//cusS//ybjC//pepD//cbeA//malS//fdoI//fadI//lyxK//iraD//adiC//ldtC//ybfA//cheZ//cadB//fryC//pgl//livK//ftnA//garP//ygcR//ygaV//ilvB//ygiW//clsA//yfcU//def//msrQ//sgcR//insI3//dcyD//lpxL//asmA//menH//ygfZ//tig//yqeA//pagP//putP//mdoD//dctR//rph//obgE//phoB//mscS//paaC//rlmF//bioH//yidE//glnE//rep//cpsG//
GO_0072522_6	bamB//rclC//putA//yadV//ymfA//acrD//hcaB//yfcA//elaA//epmB//ychO//fbp//yafO//ilvD//aceK//gnd//yfeD//ampG//flgE//hyi//dhaR//speG//araD//potB//dsbC//lpoA//ykfM//minE//paaG//yjiY//rclC//pgl//atpH//fecA//araG//srmB//yraH//ycjW//yfcP//rplS//ascB//seqA//galE//
GO_0072523_6	ubiH//lpxH//lpxK//ruvA//flgD//yccS//nuoN//ydcT//menB//rcsB//gpmA//slyA//
GO_0072524_5	groS//mntP//glcB//alsK//trmA//metN//ydjK//yafS//menC//yihQ//ydiR//cbtA//sad//nirB//cysC//lptA//galT//fepE//manY//cyaY//sdhC//kdgK//cbl//ldtE//xthA//yidC//cutC//frsA//recQ//psd//waaG//mrdA//artJ//gabT//yagF//ycgR//lysP//phnK//ybfA//yhfK//rclA//priC//tadA//mgtL//cydB//dppB//ppiA//
GO_0072525_6	ascF//shoB//rcsD//flgH//katG//nikB//yehX//pspD//higA//ykgA//cas3//yciT//rluF//mdtP//aaeB//frr//dicB//yceO//ypdI//yhgF//ihfA//narZ//hsdR//flgA//acnB//fecB//efeO//ycjP//mobA//degS//zipA//maoP//tsf//speA//panE//groL//fhuD//
GO_0072526_6	glpX//sppA//
GO_0072527_5	ulaC//rimI//nikR//adhE//yebK//yiaU//upp//yhjV//purL//dtpA//ruvA//mutS//uup//elaD//ubiA//rfaQ//fepD//yagG//rlmN//minC//dapD//gntT//mobA//dcuA//sdhA//cdd//lspA//arfA//waaZ//rbsA//yjcS//btuR//appA//ydcS//nfsB//torI//aaeR//nanK//tgt//ygeR//ynbC//bioD2//bioP//nadE//deoA//fadI//creC//perR//ygbM//ampE//csgG//truC//aceA//thiQ//fepG//mrdB//hslR//
GO_0072528_6	nikE//ldrB//rne//nrfE//htpG//galU//ydaC//ibsE//yfcA//sbp//sdiA//fumB//nupX//artI//alsA//pdxJ//atoS//insB-2//elfA//mlaF//araE//oxyR//pgi//rcsF//yjcE//sbp//narH//fliT//folX//
GO_0072529_6	hdeD//lldR//grxD//ampE//rihC//tar//argB//ndh//trxA//abgT//uvrB//puuD//crr//degP//yeeO//ynfH//yghU//clsA//rnhB//atpH//ybeQ//nuoE//agaD//
GO_0072530_6	cusF//bsmA//hofN//mdlA//
GO_0072531_6	aroA//hyfC//proV//ycfH//crcB//hrsA//
GO_0072581_9	rsmE//
GO_0072593_4	fiu//fepD//rplO//elbB//nrfD//atoC//dfp//ycjQ//csgG//
GO_0072594_5	potD//
GO_0072599_6	selB//
GO_0072657_6	obgE//yadV//treF//rluA//sulA//araB//gltX//mhpB//yqeF//recO//flgJ//rplA//allC//prs//sgbU//ruvB//nadC//
GO_0072714_5	rclB//
GO_0075713_7	cbeA//azoR//mtr//
GO_0080033_5	ybiX//yfcV//
GO_0080090_5	rep//modA//zur//topAI//rplI//zinT//dps//gatD//scpC//speG//groL//hisS//tktA//yjbE//mhpR//msrA//argD//ytfP//fepA//ybdZ//helD//ftnB//nemA//carB//ssuD//lacI//yggN//fadI//map//rpmB//ribE//cdsA//holD//fkpA//yqjH//wecB//yqaB//gcl//betB//fabH//kdgR//dld//uhpT//nikR//aroE//yieE//betT//rpiB//tar//cueR//tufA//phoE//rcnR//chaA//nlpA//manZ//ychF//yagU//folA//ygbL//trmA//ftsX//oxyR//btuE//aroC//fruK//hscA//waaS//frc//glpR//fumA//glvB//tdcD//dppD//nhaA//yhcD//tsaC//wecE//ygbN//cspI//arnF//tcyP//htpG//nanK//arnE//msrP//rclB//paaK//rclR//cyoE//yjeH//glpC//hcaB//pyrF//oxyR//pykA//cheR//spy//ccmG//ais//ftsH//ybaT//cspA//pykF//aceF//mlaC//dtpB//tauD//tnaC//argF//ygjR//phnP//pnuC//cyoE//rsuA//ftsP//gpr//flgD//yqiH//thiI//rnr//mntP//rbsC//pyrE//ychF//infC//spy//murD//selU//yieK//rodZ//cbrA//mltB//hdeA//hiuH//acpT//rhaR//ompR//csdA//setC//yneL//bipA//lplT//acpS//idnT//waaY//melA//ycjU//rnlA//lacY//yhjA//fepG//dgcN//metN//yidH//ompG//ispH//emrK//garD//ldtD//csgD//hofP//csgA//dnaA//torC//recJ//aes//btuF//nsrR//btuD//galE//fcl//rfaB//dacD//msrA//putP//putP//abgA//ytfR//lptF//dctR//flhC//sdaC//uraA//uhpC//lasT//preA//fhuC//tap//ravA//lplA//kdpB//ppsR//yhgH//rplO//nhaB//cynS//yehB//preA//frc//yidC//pth//tadA//sodC//yeaG//glnQ//modA//glmS//ybhA//sgcR//ptrA//rutG//acrF//uidA//arnB//mdtQ//kduD//speD//yehU//lsrG//mgrB//araH//ynfF//intZ//lptD//ilvM//yibA//gatC//cspE//ghrB//fabZ//mtgA//guaA//yraI//torY//casB//aroA//sufS//aspC//yahN//fabA//eutK//birA//ptsG//barA//mdtM//garP//zupT//gnd//speG//murJ//cbrA//rnr//lpxB//ygeA//fucA//nudG//cusS//hns//plsC//trpA//yadG//glgS//tdcG//queA//narK//insI1//leuC//potA//pcm//mmuP//chbC//amyA//rutC//serS//murE//gntK//ybdZ//yphB//rnhB//rimM//hipB//dctR//aroB//lgoT//lepB//pepT//hcaR//mtr//wza//paaG//cynT//yihI//menA//tauA//garK//atpA//lspA//kefF//dusC//yebQ//cusC//sdhB//yifB//icd//uhpB//puuA//ycfL//btuE//lipA//lysP//qseB//hypC//gudX//queG//mpaA//ompW//yidQ//fryA//pbpC//gltI//secA//mutM//treB//blr//rutB//hdeA//prmC//lpxB//zwf//pspC//dcd//envZ//xapB//ybiW//cheY//ribE//fiu//rdgB//yraH//kefF//galF//yhbY//fdrA//ybaL//
GO_0080111_4	yieK//proQ//
GO_0080134_5	polB//
GO_0089705_7	yagF//rnc//
GO_0089709_7	yahO//tcyJ//
GO_0089718_7	ycfJ//htrE//sgcX//rlmD//rcdA//cpoB//carB//rclB//fhuC//btuB//
GO_0090066_4	ydiZ//sapC//plaP//artI//hdhA//
GO_0090068_7	uspF//
GO_0090069_5	spy//gfcE//chbF//
GO_0090071_6	rpmJ//wzc//livH//
GO_0090087_6	rclR//exbD//moaE//
GO_0090116_7	yjaZ//
GO_0090143_4	patD//
GO_0090150_5	rplS//gntU//pstB//mdlB//phnN//purN//ybaQ//yfdO//ykgA//yjhI//sapC//cadC//
GO_0090304_5	yafQ//lpxH//rpsS//rutC//uof//narI//fliM//appB//recT//ybdH//comR//ugpE//moeB//ecpR//yciF//argA//ispG//asnC//ydfG//kefC//nuoH//tomB//rpmJ//torS//bamC//gcd//pepN//motA//csdE//ygcR//dosP//rsuA//cydB//prpR//umuC//truB//rnb//garL//ivy//cyoA//gpp//infC//fdhE//ispA//nusA//metK//rusA//moaC//yhaM//purA//fhuC//ygjR//dgoD//asnB//cspD//rcsD//rplI//ybdR//rimK//ratA//rpmH//fhuC//ybeY//cbtA//acrA//motA//cueO//prpC//ycfJ//ligB//mepH//rpmH//ybeF//metC//pepT//purD//narH//ilvA//yihP//panZ//rimO//solA//elfD//glpA//lgoR//paaC//hemF//yebG//chaA//kefC//gyrA//flhC//bioH//yphD//essD//rpsD//elaD//yjiR//dgcM//idnK//clpX//ygbN//ralR//hsrA//dsdC//fbaA//pgi//bioB//glnA//yfcS//trmO//fliD//gmk//phnO//ybiT//priC//agaI//gapC//ydcR//kdgT//nlpD//rffM//ynfE//wcaB//nuoB//metH//wecA//lpp//nhaB//xylA//yiiD//dtpD//rrrQ//amiA//livJ//gabP//aceF//ilvA//speD//glgP//yfeD//clpA//pyrH//rlpA//yjhG//yagU//kdsA//exuT//rffH//frmB//yddG//sgcE//groL//yfhH//malE//csgE//yjbF//mscS//yedL//secB//rutC//rseP//eutD//yhiM//nanR//hofQ//mtlD//pheM//insI3//cysK//ampH//hipB//yehZ//gmhB//dgcN//clsC//yjjX//yeaV//rpiR//glgP//ynbB//rhaB//thiI//ybaK//dbpA//ygdG//appC//rclR//glgC//glrK//ybgP//paaZ//rna//kdgK//waaB//trmA//preT//ilvH//nikR//glcC//alsK//katG//lepB//araF//yihR//frvB//feaB//rimO//srmB//yihW//acpS//tap//paaC//flgF//hypA//mdtK//spy//rutR//glgP//yfeX//cysU//glpK//flgK//ldcA//cusF//recX//cutC//ompT//pspC//flgC//mipA//torR//yhbX//secM//lyxK//nuoN//entF//argS//sdhD//bioC//ugpE//htpG//eamB//yehP//speG//lapA//ynaI//ppc//ybcM//ybaK//chpS//trpS//yacG//hpt//rmf//clsB//hisD//rlmE//yefM//blc//rhmD//aldA//hscC//yihU//bcp//crr//glpX//mgsA//fepA//gpmM//ptsN//sufA//dcuB//hofP//ilvA//mepA//puuP//speG//gyrB//lolD//nupX//preT//zntR//cysP//lgoT//yccA//hemN//thiM//iclR//torD//trmD//surA//dauA//mscS//rlmG//yggW//rplC//rpsR//ygjH//nikE//rpsG//yqeA//tdcE//ddpA//gatA//yeaV//btuF//hypF//hypA//mhpD//gph//msrP//rspB//dgoR//relA//ldrB//glpA//yedA//dppF//tktA//btuE//uof//ygiN//dld//mnmA//srlD//fliS//yciH//allC//gpp//folD//tauC//yagE//recX//uvrB//yqeG//yccA//rnlA//recA//yeaG//pspG//mdtP//metG//ycbV//trpGD//rfaF//fdrA//abpB//ulaC//recQ//ftsB//pyrG//crfC//topAI//otsB//acnB//lptE//ygeA//yehP//rdgB//rpoE//rcnB//mglC//cdd//recF//selD//fabZ//nadB//tsaE//gshA//gltP//mrdA//djlC//ihfB//kbaY//patD//yieH//dgoK//moeB//ascG//lplA//frvR//pgaB//ghrB//treF//ydiB//tdcF//potI//dppF//fpr//rplN//alsC//ypjD//recO//potH//lptE//nuoE//argD//nupG//fadB//agaA//dgoR//ybiW//hyfR//lsrA//yehC//cbtA//frr//gyrB//garP//dut//sapB//purR//ndk//ftp//yfeW//flgA//citC//cobC//purN//ebgR//aroP//sdaC//cas3//dsbC//greA//yjhG//sapB//recT//amiA//rzoD//nrdR//mrdB//yhaV//caiT//bisC//yeiL//wecB//ldtB//bioA//proV//mngA//scpC//insI1//wecA//
GO_0090305_6	trxC//alaE//dcuB//fdnH//eamB//mlaD//mntP//agaD//mtlR//feoA//der//lacZ//infC//puuC//sgbE//yahF//tolA//fdrA//phnK//endA//ytfR//fadA//lpxT//insI1//marA//ybhJ//rcsC//idi//fkpB//insH-6//emrB//ygcW//rpsD//crfC//chpB//fruA//truD//bioC//amiD//yahN//yqhC//argS//frlA//rplI//fadJ//lpxM//frwC//fabH//yjjX//moeA//efeO//prpC//rplY//yebZ//hexR//frwC//elaA//waaL//rarA//ampD//murP//glcA//holD//pgaC//panF//lpxD//livF//ppc//wza//uvrC//frlB//fdoI//ribB//yahB//ettA//rlmH//fabB//lysA//higA//mdfA//tar//
GO_0090313_8	purT//yagJ//
GO_0090329_8	hdeA//frwB//emrD//ldrD//rpiA//cspE//perR//
GO_0090347_6	cmk//
GO_0090352_6	abgB//
GO_0090357_7	dgcN//djlC//
GO_0090358_8	manY//
GO_0090407_5	gltI//dcp//ybiS//gntP//rzpR//menI//zipA//murP//yacG//livG//glpG//hybG//frmA//dcuA//yiaN//cysN//yaiV//rpmF//aceB//dsbC//pyrH//frvA//xylB//hybG//hcaF//yjjB//ybgI//mgtA//helD//yadV//flgE//chbA//udp//yqjA//phnP//rlmC//arsR//nac//murC//cysE//rrrQ//baeR//metR//relE//cvpA//hyfC//fis//bamD//sgcB//yfaU//bioB//valS//hns//rhaM//rnhA//ridA//pphA//ydcP//exuR//yegV//pdeK//cysD//pstC//gmk//hemA//ybcQ//yidZ//speG//iscS//lptA//agaS//fdoG//alsA//yehX//ydiV//galU//cpdB//treB//tcyL//potH//yfjV//ampD//pyrL//yqaA//ftsQ//ulaC//yadM//lpxK//sucD//ydeP//fepA//rbn//ygcO//tauA//ldcA//waaJ//abgR//speA//hpt//zraS//cadB//paaD//nac//iscS//cnu//ttdR//caiD//btuB//cra//hiuH//cysP//lsrG//dctR//ahpC//murG//dnaX//tesB//surE//cvpA//zapA//murC//bioA//rfaC//tyrB//edd//xylH//prkB//nemR//ybcF//cueO//yfdG//
GO_0090487_4	yjiY//
GO_0090501_7	mipA//moaE//cpoB//wzzE//ibsA//yjfF//ybbY//glcE//xapR//kefB//fabZ//sgrT//rfaD//lrhA//ansB//cfa//ygiV//folX//pldB//ypdF//ihfA//tmcA//hldE//xylR//fhuB//pdeH//dacC//thiI//nrfD//epmA//tatB//dacD//
GO_0090502_8	yfdO//polA//phoQ//yfeW//gmd//dgoR//tcdA//tsr//fimC//yahF//rsuA//dnaN//feoB//lptB//phnI//clpA//fecB//rhaB//decR//mepH//ybaL//
GO_0090503_8	crcB//btuB//tyrA//rpmG//mdtM//menF//arnA//puuR//
GO_0090529_5	rsmI//uidR//tolQ//potC//xylA//rnb//
GO_0090540_10	pdxY//ycjY//hcaR//
GO_0090549_5	otsB//ddpX//
GO_0090605_5	ftsI//trpE//rng//hpt//queC//ldtB//yiiE//yqeA//uspF//
GO_0090609_6	basR//insI3//rssB//speC//narW//lolA//rarA//eamB//bioA//
GO_0090662_6	cpxA//
GO_0097035_4	msrQ//yjcS//
GO_0097056_7	yibF//
GO_0097164_4	yhcN//fadM//pabC//eptA//arnB//rseB//yqeF//kdpF//rplC//azoR//trmI//yieF//mngA//cysI//yqaE//setA//rplD//yddG//mqsA//hyaD//fruK//ddlB//avtA//fabG//kefB//rbsD//
GO_0097237_5	rpsS//fdhF//ftsI//trmB//yfaU//ybjX//essD//waaY//elaD//pflA//
GO_0097264_6	nrfE//
GO_0097286_10	pspC//
GO_0097292_8	bglA//
GO_0097293_9	mscK//
GO_0097304_7	frvA//
GO_0097305_5	rnhB//panF//nanE//atoC//moaD//tusD//
GO_0097339_7	srkA//
GO_0097366_5	dsbB//phnL//gmk//
GO_0097428_6	bolA//zapD//nac//mrcB//csgB//mrcA//spoT//
GO_0097435_4	citT//ybbY//
GO_0097501_4	carB//
GO_0097502_4	allR//
GO_0097510_7	rapZ//
GO_0097532_4	dsbA//
GO_0097533_5	hybA//
GO_0097577_5	yidE//gudX//pbpG//
GO_0097588_5	mobA//caiF//yrfG//iraP//lptC//speE//ydeE//glsA1//motA//kdsD//yihR//galK//ompR//cysM//yjfF//rpsH//intS//yfdS//greB//lyxK//trmI//rnb//btuC//ppiA//trpS//ybiA//dnaT//ybcL//ynaI//guaC//fiu//
GO_0097638_8	bisC//yigL//fliS//ilvE//
GO_0097659_7	ampH//hyaB//pdhR//lsrG//tktA//xylG//dkgA//cspD//znuB//bglF//ybdG//mutH//gcvA//dtd//yhdJ//holD//paaB//yaaJ//ymfA//ribD//soxS//lysC//tdcR//ybbW//aas//tcyP//curA//rlmL//murC//tdcC//metC//ydfG//nikC//sufE//marA//cysP//gor//dnaK//poxB//menF//ybjD//lldR//pgaB//yoaB//carB//ynfH//ubiE//metB//yeaG//upp//kch//nagD//ftsZ//hypB//araB//ycdY//recA//yggN//ybcF//rof//cytR//carA//pabB//pgpC//yjhG//asnB//fdnH//yghW//ppk//pyrB//exoX//cysP//truC//setC//panC//trpR//tynA//yejE//sapF//trmO//fixB//yahO//mpaA//tcyP//ydjH//fimD//pepQ//ddlA//lptD//yhaV//nikE//mcbR//ackA//nrdB//yccX//dusC//yfgJ//rplE//hisB//basR//sapD//oppA//pppA//mnaT//kdpA//ligB//abgR//qorA//yfcG//citG//mzrA//ybaL//ompG//yegT//focB//gor//psuT//ampE//parE//
GO_0098002_8	aroK//
GO_0098542_4	kbaY//hypA//pgaD//pdeK//pta//hlyE//cpdB//copA//cusC//hemC//
GO_0098586_5	nlpD//tamB//fryC//
GO_0098655_7	fadD//arcA//cmtA//bamC//glpR//waaO//hcaT//lldR//ompL//mnmE//yafC//cobS//yebG//yciG//sfmA//ppx//mmuP//garL//ybhI//grpE//pmbA//waaZ//rfbD//tyrR//yeeL//ygiW//yggE//hypA//cpdB//dedD//trpD//tap//purL//solA//hycA//iraP//argR//ydiZ//pinR//srlE//hldE//rcsA//phnL//araG//ssuA//ubiJ//tatC//ivy//ybhR//cdaR//mtfA//bglH//rseC//yaaJ//thiG//kup//ycbB//kdgR//sspA//pyrF//trkG//gcvT//nadA//rfbX//ftsI//cbl//tmcA//ybgP//pdeR//nimR//mdaB//ptsG//mglB//rpmF//rna//yhfS//ymgF//dsdX//csiD//ampE//bioA//hslU//ycjY//narP//yqiH//nudB//decR//artP//kdgR//preT//rcnA//iap//yeeJ//potH//ascG//yaaU//moaE//kefB//rrrQ//tisB//ybjG//ftsA//mtn//dinQ//ybcF//bioP//
GO_0098656_7	pflA//priB//csgE//fimD//macA//tsaB//yihR//mnmA//cobB//garK//nirB//feoC//phoB//proQ//lptF//cysB//aldA//gpsA//hicA//ydiO//yeeO//cysP//ygiS//csgG//ghxP//dgkA//solA//bcsQ//ptsG//araA//hslJ//trpGD//queG//pdhR//mukB//ulaR//wrbA//focA//dcm//waaY//ymgC//metK//caiB//ydhK//yhhY//recF//rsgA//uacT//pspG//bisC//tolC//cmtA//aspC//gph//dnaC//sdhC//yrfG//yajO//preT//kduI//leuO//fimA//pnp//nuoI//gadX//pdeK//hslJ//ytfP//cysQ//hyi//rpnB//pntB//crr//ftp//ldtD//pheS//prkB//yejE//ampH//leuB//rimM//hemH//galU//hypA//trpA//sgbH//lepA//exbD//yoaA//ygiN//ycaO//tolR//waaB//pheP//potC//fabZ//dinJ//
GO_0098657_5	ais//yehW//ndh//cas1//zitB//intE//intZ//uxaC//yqaE//cysC//acrA//pgpA//fryB//thiG//nimR//ftsZ//yfeD//galE//nepI//fpr//
GO_0098659_8	rpoS//ihfB//
GO_0098660_7	uspG//rsfS//yieF//galT//yibF//eno//malZ//dsbC//dtd//plsB//hmp//gspJ//holC//ycjU//ycdX//dgcT//nagC//mukB//torS//rrrQ//proC//ldcC//yebC//manZ//yqeG//gpr//glpB//purU//hofQ//hdeB//phoP//ompF//ynjD//yddA//ssuA//eamB//dcuS//insI3//yidE//msrB//lyxK//folP//rnpA//sapF//uhpB//sbcC//era//trmH//gabP//casA//yciE//hemH//cmoA//hflD//queA//tpiA//ycjD//coaD//cspD//sufE//ychH//tpiA//hypF//xapB//intE//dam//fixA//ldrA//yebK//rbsK//clpX//nrdA//yagJ//modB//talB//trpA//ccmE//
GO_0098661_8	ebgR//fadJ//trpD//narW//fpr//galK//glmS//yjjI//intA//lpxH//rfaH//moaC//potD//fdnI//nth//ybhR//recC//lasT//secE//
GO_0098662_8	dnaB//yadG//thiP//dgcF//yceD//wza//hrsA//tgt//hybA//nadC//eptC//ascF//cpoB//smpB//tmcA//yaaJ//yhbX//zapC//galK//appC//yciA//mlaD//rpmC//uxaC//ampH//ibpA//aroA//yciE//xylE//aspS//yfbV//dgcN//acnA//rimM//mlc//hflC//kdgK//garD//yaiW//melR//dsdC//uxaA//secY//pbpG//hyfF//yjhB//insK//frlA//dgcJ//menH//yqaE//xdhB//ftsB//nagD//mntP//coaA//uvrC//xisR//aspC//acrD//cspD//
GO_0098670_7	ycjQ//
GO_0098704_7	allC//chiP//metK//iraM//
GO_0098707_10	ychO//
GO_0098708_8	prpD//manY//yhbS//yfdG//
GO_0098710_7	argH//flgI//
GO_0098711_9	mreB//
GO_0098713_8	fabR//hypC//selB//fdnH//
GO_0098719_9	rna//
GO_0098732_6	casB//uup//yihP//yhjV//
GO_0098739_6	fis//priA//cheY//flgA//dsbD//eco//yjjX//rsmF//bamD//gcvR//dld//radA//yihT//sulA//ybcM//dcyD//chbG//rpsR//
GO_0098771_7	yfiF//ydfD//pyrF//yfiC//hypE//ydfK//gstB//yoaB//oppF//yhjV//afuC//cydD//mdtD//sspA//glsB//hmp//speB//yfiF//rplE//mtr//treB//metL//icd//gntU//nfuA//lolD//dxr//mdtK//dhaK//tabA//mdtE//ybiH//hscC//tolA//ppiC//lptB//
GO_0098776_7	narJ//lpxL//pdxJ//hmp//lpxK//
GO_0098795_9	dsdA//
GO_0098869_4	yidP//xseA//grcA//bacA//yciE//proQ//yijO//ghxP//prkB//uspG//queA//basS//pdhR//yhbS//yjjW//ugpC//yadI//cyoC//xylA//nrdR//bcp//ade//
GO_0099046_5	ulaF//amiD//
GO_0099116_10	gadE//
GO_0099131_7	fabA//
GO_0099132_7	ymfA//ybhJ//kup//ttdB//waaH//glpG//feoA//yehX//yidA//murC//recJ//rpsB//cheR//purN//araC//hcp//frlC//caiD//yciV//gppA//pgaC//cyoB//mlc//
GO_0099133_8	ada//argK//thiQ//fucI//rnpA//lysR//sgbH//hmp//hscB//rutE//acrD//yiiM//ybdR//dgoA//mnmE//moaD//lptG//xisR//cbl//ndh//
GO_0099587_7	pspA//yaaJ//
GO_0101030_8	ralR//
GO_0104004_4	mdfA//pntA//yjiY//ybiX//yghW//yhbY//hlyE//rhmR//thrL//bglA//adeP//dgoK//rnhB//uspE//yebZ//yjjW//bamE//nuoB//cysH//ygfA//cbrA//dfp//rlmE//pepD//
GO_0110017_7	thiD//
GO_0110095_4	ybfE//trmH//
GO_0140115_6	srlB//gudD//waaH//crr//allB//
GO_1900190_5	purL//hscA//sfmH//mog//ycbV//rsgA//gyrB//torI//nmpC//pstS//rplS//sgcR//dctR//
GO_1900191_6	malG//rpnA//hyfR//ascG//
GO_1900192_6	yhbO//sugE//
GO_1900231_6	tsaD//cecR//trmJ//holA//xdhB//
GO_1900232_7	modB//mntP//ydiP//
GO_1900233_7	fryA//
GO_1900371_8	fadJ//
GO_1900372_9	aceA//
GO_1900376_6	setA//ibsE//scpC//
GO_1900377_7	cheW//
GO_1900378_7	ydjJ//
GO_1900542_7	cusR//
GO_1900543_8	yhjA//
GO_1900704_7	ldrB//
GO_1900705_8	alr//
GO_1900725_7	argP//
GO_1900727_8	frmB//
GO_1900749_6	adiA//
GO_1900751_9	cheW//
GO_1900866_6	ymgA//
GO_1901068_8	ulaC//gdhA//entD//asd//sdaA//aaeR//panD//zipA//proV//rluD//ggt//
GO_1901069_9	ribF//
GO_1901070_9	hcaT//ybeF//proV//ybhD//
GO_1901071_6	bipA//azoR//glpX//degQ//truA//
GO_1901072_7	fliD//livG//prfB//hflX//
GO_1901135_4	nanC//bhsA//artM//citX//sgcX//exoX//cysG//insA-2//flgK//puuP//ydjJ//yraN//cysZ//waaJ//clpS//rho//rpsJ//ybiH//rpsR//potE//xylF//umuD//yjbG//deaD//yfeO//frdC//ydgA//eutD//yjfF//ybhA//metR//ybcF//xapB//rnlB//yhhT//fdx//agaR//xapA//pepB//rimM//pldB//frsA//ynbC//parE//yfbU//hchA//ubiX//adeD//eamA//intQ//bamD//yhbY//ydjL//nuoM//trmA//yjhI//minE//macA//entB//ilvD//oppB//casB//modB//wecA//sutR//ygiV//fumA//rnhB//prpC//uxuB//xylH//dctR//ftnA//cysE//asnC//torA//dacC//rhaS//lrhA//tatD//proV//ynaI//selA//chbF//oxyR//ahr//yehU//hsdM//fdhE//tehB//yebC//dam//alsE//hofM//rlpA//yiiE//lptD//fucO//lamB//mdfA//dinJ//dppD//epmB//topB//wzc//murQ//puuA//udk//fbaA//dsbG//hyaB//yrfG//essD//yhhT//hybB//maeA//rhaM//ydcS//umuD//sfsA//yggT//proX//narX//nagZ//dgkA//mppA//rpnA//clsB//nagD//hdeB//dpiA//cspA//glgA//glsA//tyrS//ulaB//dinJ//rlpA//iscU//ydeO//recN//dtd//dctA//rbsK//uvrA//deoD//htrE//ahpC//rpmH//ppiA//yjbH//hybF//hslV//znuA//yddL//sapB//dkgA//sthA//cedA//yjiX//ackA//cysQ//rpsE//alkB//dgoK//rutD//cyaA//cueR//mmuM//lolE//pyrD//vsr//rluE//pnp//obgE//yedX//fecB//ycjU//yjbF//mnaT//ndk//cspA//ruvB//recC//cdgI//feoB//xylG//rhsD//idnT//folM//gutM//alaE//tolB//ampH//tpx//argR//rssB//sdaC//clpA//rpe//abgA//gatC//yfcR//malQ//djlC//pdxJ//sfmF//pagP//menE//rnhA//alkA//uvrY//uhpA//mog//frdD//lspA//lrhA//cbpM//aslB//rbbA//dgoT//dgcF//yfiR//etk//fdoI//uvrA//dpiA//sucA//dgoD//flhD//tsaE//dcyD//yiaA//yehB//eutN//rarD//barA//tsgA//iaaA//dnaK//ychO//fadE//eno//mlaE//cnu//infC//mmuP//yoeB//gspJ//ulaG//phnO//yahO//yajD//glpX//dgcT//rplL//ybiA//pflB//rpmC//hpf//entC//lysR//dcuR//pdeK//mraZ//nsrR//hcp//trmO//
GO_1901136_5	ccmH//hiuH//metG//puuE//uxuB//nanK//gppA//nuoE//plsX//ydiZ//rimI//pepD//malY//rutC//sdhE//glmU//waaG//dpiA//nhaA//ppiD//rsmG//uspG//bamB//tpx//narG//hokB//tnaC//yadC//glxR//arcB//rho//mtr//mngR//sdiA//aceB//hypA//ydaC//grcA//msrP//ispF//murB//norW//skp//eutA//ansA//narU//ssuD//wzzE//yeeO//yciF//dnaE//sodA//
