#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	uxaA//pdxY//pppA//gltI//
GO_0046710_8	ugpA//
GO_0046718_8	opgH//mpaA//poxB//cspD//ilvM//cpxP//miaB//
GO_0046777_8	ftsE//phoA//hyfR//fimB//ansA//spy//cheZ//rnhB//yibH//rbn//ihfB//atpB//ydcM//hisH//yjfP//cbrA//malF//rng//rfbC//rsmG//tus//sufA//yaiV//codA//ghxQ//deoC//yciK//hemB//tdcE//basS//yidC//adhP//
GO_0046813_6	tdcC//
GO_0046834_6	aroG//
GO_0046835_5	yaiP//rpsM//yojI//rfaH//holE//recN//bluR//sugE//yqhC//feaB//cptB//insF-1//prpB//yfdR//srlA//ycgV//ydcS//uhpB//exoX//rpnA//yjbE//yfhM//lpxH//ilvH//
GO_0046836_7	glpC//mrp//hofO//
GO_0046838_5	lldR//panZ//
GO_0046839_6	yghO//
GO_0046855_6	hslV//hcaE//
GO_0046874_5	feoC//elfC//
GO_0046889_7	yccS//
GO_0046890_6	iscR//ivy//pyrG//
GO_0046892_8	yeiL//
GO_0046900_6	proP//
GO_0046901_7	symE//
GO_0046903_5	lpxB//pfkA//guaC//pflA//xerD//yjaZ//appC//
GO_0046907_4	rplC//abgT//truB//ghxQ//rihB//acpH//zapB//yoeE//mobA//proC//xylH//
GO_0046916_8	ftsW//ytfE//gcvA//macA//ybaQ//tusC//ybjL//caiF//dhaK//flhE//rpmB//umpG//appA//sgcB//cas1//glvB//trkG//
GO_0046939_7	cysI//infB//livK//yidZ//dcuB//glpF//sdaA//chiP//hlyE//lplT//kduI//ypdI//fimG//rzpD//yddG//mepS//gntT//yegD//lptF//alkA//yhjG//osmY//zwf//yjiM//
GO_0046942_7	holA//panE//yagI//tnaA//ymgC//cdh//recT//frsA//uvrC//nhaB//yebC//sbcD//aphA//msrQ//sgcB//hfq//cof//narW//raiA//gadB//yjhC//sspA//araD//hcp//hofN//yaaJ//yaiV//fabH//nmpC//truC//mdtD//rsmE//rplD//yeaK//dcd//mdtQ//tisB//tcyN//mgtA//xdhB//glgB//paaE//yqjA//pstC//thiC//wzyE//ybjN//phnJ//dcm//xerD//uhpC//lplA//secA//yhaO//rnlA//hokE//dapD//ruvA//yccA//plaP//acpP//lsrB//nadA//pyrF//ybhS//ycbB//mmuP//purU//ggt//mltA//arcA//ynaI//radD//sfmD//alaE//amiC//ycaN//ilvC//yibA//yacG//kdsB//atpB//trpC//dam//waaY//argT//ubiD//lgt//narJ//dkgA//yggP//mdtM//adiC//yggD//ttdR//sxy//ydiK//yfjR//yneE//dppA//purB//uspG//puuD//lldR//agaB//potF//tdcB//phnK//casD//sdhE//trpL//
GO_0046944_7	hldE//
GO_0046950_4	pdxY//
GO_0046952_5	exbD//
GO_0047484_6	allD//
GO_0048033_5	hns//
GO_0048034_6	fimH//
GO_0048255_6	rsmB//
GO_0048473_8	mocA//rpe//wzzB//
GO_0048518_4	rplT//eutK//hcaR//yfcF//paaG//yfdC//rapA//metC//yghG//frmA//gabD//yjiM//ecpR//yehW//rlmN//map//speF//yidC//uraA//ygeW//fliZ//parC//potG//tdcR//nagA//feaR//birA//fabR//secB//rusA//thrS//fadL//murQ//oxc//leuA//fliT//ftsN//rutG//gspE//pdeK//garR//maoP//nuoI//dmsC//glxR//rlmE//ybhS//yihP//ybcF//djlC//ridA//eco//sdiA//nrfD//lpoB//mtfA//hisM//eutD//nfo//mdoD//torC//sfmC//ulaF//mglC//ppsA//yhjV//rlmN//tcyL//dgcE//ycaN//gcvP//tabA//ogrK//mdtO//paaF//rpsT//lysA//dpiB//gmd//lacY//tdcF//uof//murI//agaD//waaL//slmA//pntA//ptsG//blc//gcvP//ygfI//mdtI//treA//guaB//yhfS//barA//pitB//nac//rffH//glpK//ynbB//holB//yhfK//sfmH//galP//dtd//etk//glk//prlC//yfgO//panF//nemA//
GO_0048519_4	ratA//lolA//fliD//glnB//rhaM//pepQ//yiiE//tdk//baeR//cmtA//mscM//rnlA//hexR//menE//mliC//lysS//ydiK//pyrH//coaE//secA//oppC//cfa//livF//trmB//glcB//mutH//mscM//elaB//mraY//rtcR//appC//argI//phoE//hslU//intF//cysQ//rlmN//yfcU//murQ//proS//obgE//aer//ptsN//ldtB//trpR//gapA//hsrA//melR//ydeM//galS//rsmD//folD//dicB//prfA//pnp//frdD//waaO//btuE//gpsA//abgR//puuE//rspB//ycjY//hfq//dacA//ribC//rffT//yfcG//ydiK//cutA//ybbY//araC//murB//rsmF//lgoT//torY//pspC//agaS//mdtL//sucA//yibA//dgkA//livJ//ftsP//menE//rpsL//nrfB//hha//tatE//rihC//ltaE//glcD//ugd//wecE//fepB//yebG//frvB//yhaC//valS//soxS//artP//patD//fliK//ydhC//mraY//yccA//hicA//fabH//hprS//ndk//udp//gspE//hpt//potB//ydiV//ghoT//greA//nrdH//ydaV//rfaC//priB//lgt//yjfP//rutC//murE//araA//ansB//adeQ//trpB//yjjV//yajQ//mioC//menE//ycjY//yedF//yoaA//lhr//ihfB//paaD//lpoA//lldP//pntA//glnA//ulaB//ccmG//dppF//rlmN//glcF//raiA//malP//uup//hlyE//xylR//yddA//pfkA//recT//lolA//paaB//clpA//puuE//yahF//zntA//rfbC//pspD//yhaO//paaB//mnmE//fimA//ftsY//hflD//msrA//endA//adiY//atpC//nrfA//rlmN//dgcE//sbmC//ygjH//coaE//yhdH//
GO_0048522_5	htrE//yjjV//yciF//insH-6//ade//gutQ//rnb//ydcS//eco//yqaB//fumB//ybbN//ybbW//gspF//ppiC//clsB//ykgF//sufC//yjeI//yadG//rplQ//mhpA//ymgA//gshA//yegS//ghoS//rpoD//hybE//phnL//pdeK//gfcE//lipB//puuA//ybcL//yadN//mazG//gcvR//cvpA//napC//feaB//paaA//mntP//yccA//yfcA//ydcP//phnG//zntR//priC//rhaA//adiY//gpp//hybF//iraD//alsE//qorA//yphD//sgbE//ompF//leuA//tdh//yoaA//malF//yhiM//sgcC//sufE//ybdN//hyfC//mlaF//narQ//rpmC//shoB//phoA//rng//yjhB//polB//plsX//speF//lysO//rhaB//yjjB//rpoS//dnaT//waaF//torS//yhhY//uxuB//kdsB//dgcM//ackA//grpE//nac//acs//pinQ//ndh//panD//mcbA//nhaA//rpsK//
GO_0048523_5	fepG//purU//ilvE//oppC//rhaS//dacA//atpD//yhbX//ampD//ispA//rhaD//gshA//cheR//ugpE//ygjR//ydeM//gph//modB//yghG//recX//symE//nikR//hokE//msrB//umuD//yecS//pcm//metN//ygiN//brnQ//purA//frwC//trmD//yibH//ubiD//kdpE//ratA//pnp//cptB//envY//rpmE//ydjJ//hybE//yebZ//focB//pphB//rarA//dcp//cstA//mepS//sbcB//xylE//fimC//ymdB//lgoR//btuF//araB//yadM//yhdX//era//rhtB//ulaR//glsA2//atoC//yddA//argC//speG//kdpB//lldR//maa//phnC//galS//lpxB//ykfM//hisQ//ybcF//menB//yggT//cheR//qseC//fepE//tynA//yqiI//nanK//paaG//mazF//nrfD//deoB//dnaB//hsrA//yjeI//rbfA//cysI//rarD//yahK//rimK//yhaJ//rep//sixA//cspI//hisP//rnpA//selD//entE//mscK//acpS//ybbN//comR//mcrB//yqiG//bioD1//phoP//rpsB//ygiN//moaD//cynS//rep//manA//ydeO//hrsA//gfcE//rnhB//trmO//thiD//mhpR//speG//arnB//queE//yhfS//sspB//entE//guaD//ortT//coaA//rbfA//appC//glnH//ycgV//nadC//thrB//fecD//yihX//artM//wzb//ybdM//yegV//metQ//gloC//bdcR//acpS//rplW//wzyE//msrP//cytR//ghoS//xisE//pckA//
GO_0048583_4	ftnB//emrB//ttdT//
GO_0048585_5	icd//
GO_0048869_3	norR//
GO_0048870_3	gcvT//rihB//yddM//yfeD//lsrR//kdsB//entD//rffC//srlA//sspA//frlB//pnp//ymfA//frvR//alsB//clcA//ilvC//sgcE//patD//hupA//hdfR//cusF//dcuB//prfC//yggW//nanR//gadB//rplP//garD//exuR//menF//betI//eptB//glgP//uacT//secD//
GO_0048872_5	potF//gloB//nlpA//rnd//
GO_0048874_4	hybG//gatD//paaG//hfq//
GO_0048878_5	pcnB//nrdD//codB//queE//yihI//ung//mdoG//nuoE//rbsA//lasT//mreB//lysS//idnD//tolA//mdtK//oxyR//ybhS//yjcO//cas3//frr//opgD//rffC//ung//gpmM//hslO//bglH//pckA//waaG//ygfA//ybiX//yiiD//wbbK//ung//dtpC//emrK//tsaE//dgcZ//cysW//mdh//rsmG//
GO_0050427_5	yfbV//
GO_0050657_7	opgC//recE//
GO_0050667_6	tmcA//gatA//mltG//
GO_0050779_5	caiE//
GO_0050789_3	ispB//rlmG//rpoH//rpsL//yidD//aroC//yhdZ//ymdB//pgaD//yiiE//ridA//gatA//adiA//ebgA//icd//malE//fadH//ribB//ybeQ//mreC//araF//hscA//yajD//prpD//mnmC//dicA//yagI//yibF//fadK//rpnC//srlR//lsrD//eamA//agaD//nlpI//sapA//adiY//glgB//dgcT//evgA//hipA//prkB//ddlA//mdtP//yjhC//exbB//mlaD//argP//ydiQ//murR//bdcA//citC//ytfE//uvrY//ygeX//fhlA//hpf//pdeR//higB//gmk//yidC//hxpB//bglF//lpd//yghB//secE//yhgH//hflX//ycgB//alsE//leuS//rffH//lsrG//raiA//aroL//mngA//thiM//hisG//purC//ftp//mltC//rnr//crfC//clsC//ubiI//mdtN//yaaY//chpS//lpxL//rcdA//alkA//kbp//yidQ//wecA//atpD//fucK//yfbU//guaA//iscR//ascF//otsA//rutD//casD//bhsA//yhbX//sapB//udp//rplN//argB//lysU//ompW//trxA//fetB//udk//hflD//yqiH//cpxR//hypF//rutD//purR//fadA//wecE//hycB//gadX//rsmH//yieF//bcr//yiaB//malK//macA//pphB//potC//cysE//ycjU//aroD//iraM//ubiA//ais//thiE//purD//yigB//yqaB//mgrB//exuR//dapF//glk//phoR//miaB//glgB//hemA//rihC//ydjL//sohB//abgR//raiA//rpsE//dfp//fabI//rstB//kduD//rfaQ//blc//yfgO//livK//fdx//sucA//folX//thrC//rsmC//yejA//potD//satP//hisP//rstB//bioA//ptsG//yicJ//chbA//csgE//uxuR//waaC//ybdG//polA//tpx//phnM//nikD//galT//nagZ//kbaY//idnK//ydjJ//dsdX//yehW//ampD//sfmD//rlmN//secE//dinI//uidA//frwC//mlaE//lsrG//phnJ//yrfG//elfG//ivy//lit//secE//sdhE//pabB//pmbA//lamB//ratA//gatC//maa//puuB//ydfK//dapA//yhdZ//macA//comR//sbcC//asnC//rplQ//qseB//argH//mgrB//dsbA//cmk//lit//yihP//lsrK//tyrR//nikC//idi//fruB//flgK//yedF//pppA//yjbF//mutS//dauA//nanC//yihP//zupT//kdsD//ppsA//zapB//basR//marR//trmD//rcnR//mdtC//bioD1//cydA//pyrG//arnT//rlmG//araD//yccX//cobB//dinD//mdtM//tamA//manA//yjiM//mcbR//moaB//iraM//mglC//rfbC//puuB//ade//rffM//yphD//insI1//eutR//dnaN//speE//ftsP//wecA//creB//gcvA//ubiB//yeiG//ycbU//rplL//selD//mntS//ftsY//wecC//ftsY//fhuD//ssuC//yiaA//grcA//ldcC//gapA//rhaT//allC//ldhA//wrbA//ibsD//fimZ//mipA//nfuA//osmY//prmC//nagC//recE//fumC//fabI//ydgA//yqiI//murC//rnd//mrp//potA//insH-6//glnA//elfG//kduI//lptA//prpR//sufA//ompN//bglH//yddL//aroG//rplY//ybaT//priA//ilvA//modC//pta//ppiD//yhdZ//radD//ydfG//nrdB//csiR//phoP//cbrC//argH//csgD//nikC//exbD//yihV//eno//rof//rpnC//ttcA//fliS//gor//feaR//ygaH//mutY//patD//ybdO//hyaB//potH//pstB//rhoL//narW//tyrR//proW//gsiC//csiD//fumB//hsrA//ybeY//rlmG//atpF//fadJ//glcB//miaA//yghU//yebK//mgtA//dppA//yjhB//rsmA//ibsD//nikB//ybaL//tag//ebgR//bdcA//nupG//upp//argI//betB//coaD//ruvA//gyrA//holB//intS//ybdR//holB//deoB//acrZ//uspF//trpL//yhjX//hsdM//nuoN//arfB//hfq//potH//glpT//gpr//nemA//nrfG//nupC//cheW//dppC//ybiJ//lacZ//ycjP//artJ//araH//phoB//yghB//ugpB//acrE//aroB//tomB//cfa//dapD//gdhA//acrR//minD//gsiA//moaB//rssA//secD//trpR//dnaG//moeA//allS//rplF//ftsL//kdpF//gntT//tufA//pepA//yqgB//exoX//ldtD//bioD1//ybaM//ugpB//hybD//ycgB//dgcZ//frvB//rluE//mdtD//paaG//rimM//ybdO//cpxR//dcyD//ibpA//phnG//rpsT//trmJ//pgaD//yqiH//kefF//rhaT//yaiP//plsX//xapR//leuC//pdeK//kefB//accB//tauD//lasT//yfeX//torZ//proQ//ygbN//dkgA//ppiD//murD//ihfA//pgaC//rpmF//rcsD//glcC//lpxM//rpmJ//gntU//perR//hdeA//abgB//holE//mcbR//clpP//
GO_0050790_4	yagU//ackA//mrr//sgrT//rhtC//garK//mhpC//csgD//rplN//yeeJ//ubiI//fadB//rzpR//frvB//zapA//ispB//rmf//aceF//ndh//glk//ynaE//ffh//pyrD//fixC//djlC//crl//ybdH//kbaY//deoD//rlmD//pepQ//mgtL//pgpA//aceK//thiQ//fdhE//pdeH//dctR//ackA//gapA//mhpD//insI3//yfdO//actP//queD//glnS//srmB//cysG//potI//pdxB//rsmC//thrL//hyfA//bepA//yieH//caiB//ttdR//yddM//malP//lon//nikD//hupB//pliG//
GO_0050793_4	dut//rlpA//ansB//yfaL//macB//sodB//wcaC//napB//acpS//ybhG//ytfR//ubiF//sucD//preA//ubiX//tdcR//
GO_0050794_4	argE//fdrA//psuT//rapA//erpA//hypA//rhmD//secE//sthA//gfcE//ynjD//lgoR//chpB//cysP//ibaG//minC//yqjH//ccmC//rplC//ycbU//pyrL//dapF//yfeX//paaJ//treB//cysQ//yciG//yhaV//decR//lon//adeP//qseC//aaeB//ycgR//sgcX//lysP//corA//cysH//phnN//arnE//efeO//tcyL//higA//purN//ivbL//yiaJ//dgcM//rffH//hrpA//rhmD//yaiW//otsA//glvB//ibaG//clpP//osmF//waaC//opgG//ispA//mutH//mdh//cusA//leuO//chiP//fadD//hsdR//hybA//cnu//lacZ//ydjJ//hns//yfiE//argP//kdsB//yggP//alsB//xdhB//ribE//csgB//phoE//pagP//rpsS//paaZ//creC//adiC//cas3//thyA//phnO//trpD//nfo//fliL//cpsG//fadB//uidA//chbF//ptsG//rpmF//rpsL//yjjB//csgF//sutR//brnQ//uvrA//wbbK//yefM//yfdO//rplT//dgcF//serS//rcnB//caiD//yiaT//ynfF//arcC//yggP//der//ydcZ//pitA//iap//yjhH//hmp//qseB//aspC//lolA//nuoF//yfcS//ybiW//birA//dsbG//emrK//dacC//fryB//csgD//yaaU//murA//ygcR//ydjK//der//frmB//scpB//garL//rluF//rclA//mtfA//sspA//prfB//torZ//sufB//ydjL//argO//napA//atpE//ycfL//crfC//hcaF//chaC//rutB//guaD//acpT//rayT//tolQ//sapA//soxR//kefB//yjjG//rpoH//dapB//trpD//yhgH//hcp//cusC//ggt//tolC//fdhE//crp//emrB//acrR//yidH//rcnB//wcaB//phnN//napB//eutB//pepB//ybcL//deoC//dnaE//mdtI//ebgA//ypdA//folD//rlmE//mzrA//sbcC//plsB//aaeR//ftp//mdtB//argH//yobF//waaH//ais//chbG//ddpA//uidC//rffT//norW//chaC//mak//chbB//rplL//ynfF//ompR//agaI//ykgA//dcuC//allS//vsr//hupB//cobT//yahI//hokB//aceA//creC//mreC//livH//mhpR//yagF//csdE//tabA//pepT//deoD//dpiB//gadW//narI//torR//ndk//flgJ//gspE//araD//yibH//manZ//torZ//rspB//murD//putA//smpB//cbpM//rhaB//citG//adiC//glpD//ynfE//ydaN//rpsR//thiP//glnQ//hflD//gadX//ybiS//tmk//rplC//yjtD//pheP//gltB//arnF//yfeX//mtfA//phnJ//lplT//dctR//scpC//paaC//yceK//galK//yafQ//casA//torZ//pta//trpC//oxyR//wcaJ//leuC//zntA//gcvR//yoeB//ycdY//yqiH//tusC//pagP//yafE//potH//yhcN//mdtK//yjiM//rpnC//wzzE//eutN//iscU//yhjD//fimA//kduI//hypB//murE//hyfR//menA//sgcB//copA//copA//yfgI//uxaA//sspA//narV//flgB//uvrY//prc//creC//rpnC//yajO//rhoL//priC//fdhF//ybgI//rhtC//fadR//rhlE//pyrF//entH//ubiI//zupT//lacI//tusD//argS//purT//ybhF//ygfZ//yghW//dtpA//moaB//ubiF//ligB//aspA//baeS//yjjQ//yhdW//citE//tatE//sufB//yhgH//fes//insE-1//purB//poxB//cysQ//rplD//uvrC//dnaE//cho//ygfA//yfdC//caiB//yodD//arnA//dnaX//betA//yojI//casD//napC//tgt//pabB//trpD//ygcW//ybcL//nrdE//acpS//yfcR//moeB//metL//nanT//hokE//ortT//dsdX//hipB//yfeR//sbmC//yajQ//hemF//trkA//ydcT//wcaJ//ftsP//insH-6//tauD//phoQ//iscS//ydjE//yaiW//recT//fucP//ldtA//yeeL//lpcA//mgtA//bolA//yidL//uspE//hda//pgpB//fimH//atpG//dnaC//plsX//ydeP//glcA//rhtA//hyaA//tas//tatB//macB//leuB//murB//recG//ascF//oppA//ilvI//rbbA//rusA//folD//lpoB//menI//yjhC//ftsZ//yiaF//atpC//betT//surA//dinD//hiuH//tpiA//azoR//ycjU//ecpR//ydjK//pgl//csgG//serA//bdcR//bssR//aroB//cra//hypE//proP//rplK//hicA//yibT//recQ//garR//fepE//trmH//metR//potI//mutS//metB//ftsZ//yqjA//
GO_0050801_6	dctA//tgt//yajR//arnD//clpB//yqjI//yibA//ytfQ//cysP//yneL//preT//plsB//dgcM//oppB//cycA//ung//yadN//malP//pntA//aroE//serB//dusB//osmY//dpiA//rcdA//gpp//cysU//gutM//dfp//lsrK//yggX//ispB//yojI//yieL//mhpT//gspE//
GO_0050821_5	ddlB//frvR//yjaA//yjiR//kefG//
GO_0050918_5	acpT//yadV//cyoA//ecpR//
GO_0050919_5	ycjU//
GO_0051027_8	wzc//yehC//
GO_0051049_5	yraJ//yfdO//essD//waaS//fadR//yegS//phoE//phnN//corA//mreC//gluQ//mepS//
GO_0051050_5	fre//rhaR//nlpI//
GO_0051051_5	dsdA//lipB//potE//
GO_0051052_6	sufS//nrfF//yfaV//rbfA//tus//nagK//fdnG//sfmA//metR//ydbD//evgS//ibsB//tpx//argF//
GO_0051053_7	hexR//katE//ypdA//yfcR//pyrH//yejE//
GO_0051054_7	pepN//dgoA//
GO_0051055_7	fetA//
GO_0051083_5	fbp//
GO_0051084_5	hdeA//panD//exoX//holC//yfbV//corA//hslU//
GO_0051085_5	sad//nfsB//pth//intA//pinE//yoaB//ccmF//
GO_0051090_4	manX//dld//katE//pppA//phoU//ybiT//waaG//rluE//
GO_0051091_5	pgsA//leuD//
GO_0051098_4	ygeW//xapA//
GO_0051100_5	map//ybiV//
GO_0051101_5	csgG//
GO_0051103_7	atpE//rbsA//
GO_0051128_5	motA//fepD//rluF//prpD//ytfQ//mcrA//flhC//tcdA//nadA//dnaK//hokE//nudF//helD//sutR//ygeW//plaP//lptA//yneJ//clpX//glk//glgS//sseA//deoB//ebgR//gltX//caiD//dusB//arnT//ygbM//ogt//grcA//pabC//yghG//yqaB//pspD//ybjG//chiP//dcm//btuR//npr//mdlB//nlpA//ygdG//ccmE//nth//glnB//yagF//pspC//yqiI//ynjA//rseP//yddA//envY//feaR//ybaL//gpp//mntH//dapF//astC//treR//tmcA//ydbD//tusE//yqaA//yjhC//tqsA//ybeF//moaC//ygaH//aidB//ompT//frvA//uidC//tusD//sodA//cysZ//ygfI//
GO_0051129_6	guaD//ykfI//gudX//rutG//sgbH//rhlB//dut//map//yqhD//glmU//mdlA//ybaE//wzb//wzb//dgcJ//yciH//
GO_0051130_6	aspC//cyoD//hemF//sppA//yidZ//yhdH//selU//rutB//elfA//crr//bacA//casA//rsmF//fhuC//puuP//arcC//
GO_0051131_7	nirB//sbcD//
GO_0051143_8	yjhI//
GO_0051156_5	pncB//glsB//rzoD//yibA//uvrB//mhpC//
GO_0051167_5	yhhZ//mnaT//rlmA//
GO_0051171_5	trmI//tatC//osmY//mutT//rpoA//lepA//appY//lsrC//yfdR//rutR//aroP//yadN//mrdB//greA//ushA//ribD//yceK//tsaD//glsB//yafQ//gspI//mlaF//serS//tdcC//rna//pabA//ubiH//rsmI//yadM//pepN//hycB//ycbX//rfaH//sstT//nei//flhC//rzpD//hofO//dgoR//rsmI//asd//dnaC//pagP//rplI//ttdT//icd//ftsE//cca//menH//lsrR//acnB//cbeA//yijO//phoP//aldA//wecE//hscC//lpxC//crr//aroE//nusG//dmsC//ytfE//yfdS//kefG//hisD//gpsA//queG//yggE//yibH//caiB//cyaA//rsmE//astC//ygcR//csgF//tamA//yahD//napC//caiT//rpmB//tusD//gppA//priA//tar//eutA//eutD//pabA//glcC//hyaB//ttdB//efp//guaC//csgD//feoA//ppc//rutG//ybaT//rpnC//aroB//ycfS//fdrA//brnQ//bipA//fadH//tsaE//basR//ynfK//dapB//yebC//tus//rpsI//dcp//ptsG//yjbB//kefC//trxC//eutB//cyaA//exuT//mug//yidL//rlmG//opgB//ubiE//htpG//cysQ//yedA//mepH//ybeQ//purD//cas1//nusG//borD//rfaB//minC//endA//norW//yjbH//ftsK//cbrA//waaZ//bioP//thrB//purA//gpr//ygbN//yqiI//clsA//lptE//yfcR//yiaL//mltG//adhP//hybO//gcvA//pdxB//rof//rfaC//nrdI//rhlE//artJ//otsB//thiG//yjfF//yigB//ycdX//prfB//iscS//lldR//dppB//ihfA//lsrK//hprR//uidC//yciA//ybhD//ydiB//hda//lacI//ymgC//slyA//ccmD//fabG//cobS//thiQ//ydjL//rpmJ//fruA//xapA//glnH//galS//argF//rpsI//cheR//rnr//paoC//xylA//asnC//priA//puuA//hofP//pflB//fetA//cheY//rpnC//sgcR//degP//ldtC//hexR//artJ//panE//opgB//ycjD//ruvC//hscB//greB//treB//hybD//yihV//fucI//uup//rzoD//rnc//ycgV//norV//prpR//pyrB//tcyN//ariR//yedA//tamB//yfcP//dedD//aceB//pabA//nuoN//ptsP//yadN//ybaQ//ybjG//cspA//kdgK//gppA//mngA//rffH//lepA//luxS//narH//glxR//glpB//garK//sbmC//waaA//glnA//degP//dppF//elfG//rluD//queF//rof//asnA//dcd//hflK//pyrL//hslU//ibsE//yagG//yfgI//cueR//yfjV//gpsA//rpsD//lamB//pyrH//znuC//atoB//lolA//rcsF//mdfA//paaJ//deoD//focB//obgE//yigL//dppC//lipA//intA//nuoL//uidC//ispA//thiE//lysR//ahpC//lysC//yceO//cysW//yfdC//prmB//baeR//lysC//hycH//treB//cadA//appB//dmlR//uhpB//tusD//fiu//lolB//rbfA//dnaB//recT//rsmE//phnP//degQ//hcaC//ppsR//apaH//pphB//secG//rluA//eco//tamB//speB//lpxH//dcuB//nagE//ansB//pta//tcyN//casD//yqeA//garR//hypT//dgcT//relB//
GO_0051172_6	dnaT//grxD//arcA//sufS//lhr//cbtA//argS//treC//setB//atpD//yehZ//rsgA//wcaC//yrdA//rpe//yhbQ//dgt//fucP//hofQ//yqgB//trxA//tabA//hisF//ubiD//topB//melA//potA//lpp//ycbV//alsE//gstB//pinE//menD//arfA//ivy//tcyN//cas2//yhaC//ivbL//afuC//tauC//nei//iscX//plaP//rffG//yadM//menI//hisP//gldA//glnK//sugE//glcC//pbpC//rbbA//hyaA//rspB//polA//glpA//glnK//nrfB//znuA//eutD//yehB//cysN//era//uidR//alr//kup//insB-4//feoB//alsC//ybaK//mhpT//pinE//yfjV//thyA//rrrD//gdhA//ahpC//sutR//sufS//kdpF//bcr//ybhP//ccmF//rplL//pth//cho//menF//artP//ynhG//ampD//pabA//tomB//mrr//ynjA//prmA//hypE//yiaA//yehY//purR//yebK//ybdR//fabG//xerC//modA//acrB//msrA//hisI//fcl//intS//leuA//codB//rhmD//cysI//gpmM//abgT//uvrA//ulaD//yaaA//frlC//garK//purB//mtgA//ytfE//rpmA//rfaF//ompF//dppA//rluB//mlaF//yhjB//
GO_0051173_6	ftsX//sbp//yhfK//mhpT//pdeK//nlpI//sanA//frvA//ytfQ//fliD//pyrG//ssb//frsA//ygbI//ssuD//ptsN//atoB//ettA//dapD//entS//ycfJ//glpX//narK//recT//rtcB//araH//rusA//msrA//mreB//gsiD//chbB//dtpC//codB//hiuH//nusA//rffC//gntU//dgcT//pagP//birA//rhaM//ttdT//glsA1//maeA//hemD//deoB//hflC//atpG//gmhB//astB//lit//hisQ//ynfE//yeiE//pphA//lldR//citT//dsbC//ribF//hybC//mcrA//ybdN//hemB//priC//ybbY//rhtC//mioC//nrfG//dauA//sucB//hemC//rsmE//srlA//yhjB//yfeX//dsbD//phnL//rpmH//fhuB//yfdS//mnmE//rplJ//valS//pfkA//dkgB//eptB//narL//flgB//aroP//
GO_0051174_6	hyaD//msrP//glcC//lpoA//lepA//cusB//spoT//lipB//yfeR//dctA//
GO_0051180_5	ykfI//agaD//cysA//ybaQ//flhE//ivy//nadC//yhbS//copA//cvrA//rplO//dgcJ//tauB//tufA//ybiH//ygiB//
GO_0051181_5	ycdY//chaC//ygeV//zapB//lpxM//arfA//yahD//gutM//araA//cbrC//yjiM//rffG//aroK//acpT//pdeH//casB//fecC//lolE//yqeF//potG//ynbC//topAI//mcrA//yiaF//ampG//nlpD//arnA//hfq//csgG//hemA//dsdA//yhjD//leuB//yijO//dtpC//aspC//gadC//norW//topA//acrD//gdhA//
GO_0051182_6	betT//setA//allR//cpxP//rhsD//
GO_0051186_4	rodZ//zwf//aes//pinR//dmlA//ynhG//gmk//tatD//chbR//cysZ//ptsP//mscS//ulaC//opgC//murP//guaC//gppA//yibF//glpG//ihfA//hybB//napB//ortT//ligB//rfaD//sfmF//folC//yhjV//soxR//frwB//prc//idnK//yhdX//degQ//truA//eutK//gyrB//cysK//yieF//ftsL//nuoH//secB//yihI//rcsA//ibsD//agaB//gntP//rplE//ytfP//metH//cptB//ybcJ//yjcO//holA//narL//otsB//nagK//flgB//glyS//ugpA//mipA//nrfB//pspC//cvpA//yajQ//yhdZ//dapD//infB//fepE//yagG//wrbA//flgJ//coaE//treR//leuS//hicB//hcaD//trkH//modA//nlpA//radA//gpp//yqiI//hybE//hycH//shiA//yciT//thrC//acrR//yadV//aroL//nhaB//phnH//yjfF//mtlD//trpS//tamB//cdd//ybiO//solA//rbsA//rsfS//cas3//yiiD//pth//rutG//ndk//selA//adhP//malP//argC//ybiW//trpL//mprA//rclC//yjjW//pphB//roxA//bhsA//ynfF//feoB//prmB//pdxY//yieL//yagF//osmE//ydeE//yfcU//yhhT//malG//tsaC//rutC//cyoA//creC//kgtP//dauA//yadI//rluB//idnO//hslU//kdpD//osmY//oppA//yfhM//ldtA//sbcD//secB//argH//pabB//rlmG//moaD//pldB//matP//ndh//ompF//fryC//yiaU//ssb//yehB//insE-1//yfcQ//ascF//uhpA//puuR//dnaN//fdhD//ycjD//ghxQ//dut//mltG//thiH//yjhB//minD//yjjB//waaA//flhA//abpA//araG//rluC//glsA2//pepT//polA//miaB//yqiG//dgkA//fdoH//torI//seqA//mhpB//ubiE//queG//yihU//mgtA//argS//ynaI//ychH//apaH//metG//fdhE//
GO_0051187_5	uidR//yqhD//mdtC//rpnD//adhP//alsK//ybgI//envZ//glpR//trg//
