#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydeE//mreB//psuG//ygbI//
GO_0070084_7	sugE//
GO_0070085_3	azoR//cysC//
GO_0070178_5	ghrB//
GO_0070201_6	galT//mgtA//gloB//
GO_0070206_7	yneE//pgpB//dgcE//lpxC//
GO_0070207_8	chpS//trmD//lysP//gyrA//
GO_0070297_7	metQ//
GO_0070298_8	ldtB//
GO_0070301_6	ispF//queF//dmsC//rhaD//gapA//chbR//ypdC//arsB//ybcL//elaD//
GO_0070329_5	sbcD//ypdF//
GO_0070413_7	nhaR//lpxK//
GO_0070415_6	holA//prfA//
GO_0070417_5	pdeH//emrD//hslU//hokB//
GO_0070453_7	fimZ//
GO_0070475_7	uidA//glnL//ldtD//hrsA//entA//pgaC//lrhA//ada//ralR//lpxL//nanC//mutY//ascB//puuB//lpxM//dnaK//glnK//gltX//cbpM//
GO_0070476_7	ogt//yidP//
GO_0070482_4	malP//xapR//ykgF//hyaB//
GO_0070525_7	hipB//rpnC//paaF//yehZ//
GO_0070574_9	sbcC//rlmA//nikC//hofO//
GO_0070581_8	pspC//
GO_0070588_9	uspC//
GO_0070589_6	galS//tcyJ//mrdB//rlpA//agaB//queA//ydjJ//cysW//xthA//kdpD//glnB//narG//uidA//intF//cysG//putA//ygaH//metN//queD//mukB//fetA//fbp//yajO//ghrB//yfcG//zapB//rplF//proV//yfcF//prmC//tusE//creB//btuR//yiaF//cadC//apaH//yeaD//pdxY//lipB//rluB//yfeR//recJ//tktB//
GO_0070627_10	era//
GO_0070646_6	fic//
GO_0070647_7	dmlR//
GO_0070689_6	nth//clcA//
GO_0070716_8	xapA//
GO_0070726_5	plaP//carB//
GO_0070727_4	yjbB//dmsA//yjhH//spy//accB//yfeD//fsr//mpaA//prc//phnH//cpsB//lacZ//arcC//galM//tsgA//rseB//hscB//
GO_0070778_6	entS//hemN//
GO_0070838_8	rssB//dacC//panD//motA//chpS//pgaC//dacD//glsA2//fliM//rfaG//gcvT//lolB//yidA//zntR//fumB//
GO_0070873_7	ilvC//gcvR//
GO_0070874_7	acrZ//
GO_0070875_7	abpB//
GO_0070887_4	purA//rfaD//mgsA//flgB//speC//lldD//ahpC//srlA//yidA//aroG//cobS//pinQ//yraR//mnmC//recO//sgbE//mdoD//yaiW//insA-1//clpX//kdpE//dcuS//mdtI//rpsT//lpoB//ydjE//csgG//znuC//glnL//hda//fpr//cmtB//mepM//truA//yafN//hflC//sfsB//prfA//minD//yjjB//tdh//ompW//ttdB//fepG//araF//tusE//mcbA//yeaV//appC//murE//pnuC//nlpI//cusA//tsr//zipA//acnB//ssuA//paoC//rffT//phoU//
GO_0070894_6	fhuF//
GO_0070925_5	speD//yphB//yehP//tsx//rzoR//tsaC//insI-1//pabB//nagB//purN//
GO_0070930_7	lon//
GO_0070972_7	dhaK//
GO_0070981_6	ybhI//
GO_0070982_5	kdpD//
GO_0070988_3	yraH//wzyE//
GO_0070989_4	parE//
GO_0071103_6	hemH//nirC//cysD//nagZ//pdeF//hemD//gcvR//cstA//yqcG//hicB//folX//xseA//hsdM//betA//rutC//secG//narL//cydC//marA//
GO_0071139_6	xerC//envY//
GO_0071214_4	argC//trmD//rimK//trmH//yaaU//garR//selB//hrpA//yciE//pgsA//csgF//rbsC//glnP//zipA//ydhK//gyrB//deoR//gcvH//rplF//mdtD//phnC//lolC//rplP//nrfF//
GO_0071218_6	entH//
GO_0071229_5	ybhG//pntA//yjiY//adk//arsC//
GO_0071230_6	phnC//
GO_0071236_5	yeeY//tonB//allS//yehZ//preT//pth//mntP//rzpD//frwC//trpL//paaC//aceK//yehY//essD//glnQ//sanA//frc//fixA//
GO_0071237_6	fimZ//seqA//
GO_0071241_5	fadH//garL//cof//iap//yjcE//bglB//adeP//waaB//eutR//kefG//ldtE//ftsH//nusA//mdtP//evgA//phoR//prlC//
GO_0071243_5	yidC//
GO_0071248_6	fabB//moaC//yobA//glpD//nfsB//rplX//pyrG//fdhF//murR//rplW//gpmM//rstB//ilvC//phnP//
GO_0071249_6	yciF//ybhI//
GO_0071250_6	msrB//hemD//
GO_0071265_5	yhcN//ttdB//mprA//rclA//pabB//
GO_0071266_6	mrp//rpoE//
GO_0071267_6	topB//truD//tusB//
GO_0071270_6	ompW//msrQ//
GO_0071271_7	murJ//cpxP//
GO_0071276_7	rpoE//hypD//
GO_0071280_7	hybD//fucP//
GO_0071284_7	ubiF//
GO_0071286_7	hipA//rsgA//
GO_0071287_7	ycaO//
GO_0071288_7	ttdT//glcA//
GO_0071289_7	yhcD//
GO_0071291_6	ugpE//
GO_0071292_7	fes//ybdH//
GO_0071294_7	ydjL//tdcA//
GO_0071310_5	yfiR//mreD//nlpA//zur//fryA//nhaB//sfsA//helD//uhpC//cadC//ytfQ//
GO_0071417_5	ftp//cbpM//yjjX//
GO_0071421_9	kduD//murI//yggW//
GO_0071422_7	yidA//rfaC//mdtC//
GO_0071423_8	glyA//
GO_0071453_5	yhhT//nikR//tisB//
GO_0071454_5	metH//allB//
GO_0071456_5	ybiA//
GO_0071467_5	yqiJ//frwC//cbtA//yqjA//gpsA//uvrA//umpH//gppA//yggP//tnaA//umpG//
GO_0071468_6	phoB//thyA//ymfA//trpL//rimO//uxaA//ccmA//recB//rhtB//dosP//
GO_0071470_5	narW//sufD//hisD//tsr//ybjG//ybhR//hypF//cutA//ypdF//prpC//
GO_0071474_6	sdhE//ulaG//dpiB//yidC//
GO_0071478_5	arnA//tdcA//rplP//
GO_0071482_6	pabB//dgt//pspA//
GO_0071483_7	bluR//
GO_0071495_4	tusB//mrr//glpA//
GO_0071496_4	truB//rraB//insA-1//wza//gudD//narW//udk//frdD//rpmF//ydiR//opgE//smrA//mdtF//yfcP//insA-2//ymgC//kdsB//mdh//phnG//hiuH//eamA//lit//dmsC//insI4//mntP//pgi//sbp//fimD//argH//cheZ//glpB//csgD//csrD//asnA//treR//ssuB//yhjC//talB//sgcR//frlB//ccmC//paaD//cusB//nadA//coaE//gatZ//ftsQ//mntP//chbF//arcB//rclC//rhmR//purL//
GO_0071500_5	malF//
GO_0071502_5	pmbA//
GO_0071545_6	fdoH//rnt//
GO_0071554_3	yehD//yojI//rbsR//ibaG//paaF//sspA//sthA//ybcL//lsrA//ppsR//lysA//nagK//yjbE//fimZ//setB//lpoA//degQ//guaC//kdsD//menB//nanS//yghU//mraY//
GO_0071555_4	lgt//lpxK//cdsA//truC//metK//norR//bioD2//rlmG//gnsB//ynaE//sufS//nuoI//arnT//
GO_0071577_9	yfgO//eptB//ddpA//opgB//pabB//recG//rhaD//
GO_0071616_6	yqcC//rutD//
GO_0071702_5	kilR//rpsE//pdxJ//rlmM//yafN//luxS//fbaA//mdtK//gltD//pinE//adhP//cysS//yhbQ//cspI//purD//yciH//yfaV//nuoF//purD//dhaM//yjbH//mtfA//tusA//torA//casB//hokB//yqaA//scpB//srlD//ybjC//dppC//yggE//torY//rraA//lldP//pdxJ//evgA//tisB//pflA//cbrC//rfaH//hycI//eutD//uvrA//gloB//yjfF//dadA//yrbG//yhcD//pheS//cysC//yfaX//ssuA//ihfA//pgaC//tusC//yhdJ//metF//yebQ//uspB//ybhD//xseB//clsB//nikC//mepS//treR//allD//citG//ttcA//yhaC//sixA//ygaH//uvrD//napA//tsaB//caiF//phnO//kgtP//wecA//cadA//rnlB//melA//rutD//uspG//rapA//nadB//kefG//ygeR//sfsA//agp//opgB//yigB//yjhC//frdB//insF-1//nanS//potF//rsmB//tsf//yhaV//hokB//yacG//fryB//rpmA//yhdJ//chaA//prlF//yeaK//potH//dctR//potC//hofO//opgG//mdfA//araH//kdsA//insB-2//mnmC//tamA//ppiC//radD//rhsD//ynaI//phoA//yrbG//yheT//brnQ//nikD//metG//pspC//higA//yqiJ//rimM//lsrB//thiQ//epd//puuC//ssuA//aspS//higB//trpD//gntR//casE//abpA//hofQ//yhbO//ymgC//pykA//bamE//mtr//elfA//ybeQ//oxyR//ppk//yadI//yadC//mdtM//acrZ//flgH//otsB//nanE//hemC//rpmA//zapD//amtB//sfmC//murG//ykfI//glmS//mutY//yieF//exbD//rph//glpR//araC//yrdA//dsdX//ybaK//ymgA//hemC//nhaA//ptrA//rpsH//entE//gudP//ttdB//argP//ybhR//hemH//hofQ//queC//radA//murA//fur//nfi//rnlB//ynbD//aceF//lpp//chaA//modB//mgtL//trpS//insB-4//ycfH//murI//queC//guaD//cysE//rplP//tusD//yohC//mntP//guaD//paoC//ybjX//araA//frvR//menH//frdC//yhfK//nikE//elyC//pgaC//recO//lpxT//hsrA//wecE//rbsC//cedA//mprA//moaE//feaR//csgF//sfmH//alpA//ycjP//yahN//betT//melR//sbmA//tsaD//fadE//ibsA//ddlB//bglB//pdeF//ycdX//hsdM//agaR//panC//yiaA//sufA//yrbG//cyoE//pth//wecB//ychF//yfaE//rph//trkG//uspB//ybhF//alsB//yedP//cobC//araA//ybhR//kdpF//asnS//nmpC//csdA//glgB//comR//fimB//bcp//yehW//thyA//mdtE//hybD//yciA//rutE//lepA//ydcS//truD//rpsK//rrrD//spy//serS//yfaL//chaC//tatB//dgkA//paaH//ycjQ//dctR//trpE//pdxY//sapA//glpF//dgoK//ygbM//tyrS//gatD//yagF//ybdG//dctR//yieK//mnmC//flgB//mukB//glnD//yadI//ybiT//sstT//exoX//hofC//fimI//paaX//dgcN//ykgO//hisG//ptsI//lyxK//mhpR//ftsB//nhaB//leuA//tusB//rimJ//emrD//emrE//zapC//paaE//gadX//csiR//lldD//yjaZ//yfbV//dicB//metL//cmoM//ydcS//ascF//sutR//otsB//rlmF//dicA//ulaA//yidK//bsmA//nikA//bssS//phoB//torC//yjhP//nanS//rfaQ//glvB//tufA//tktB//amyA//ybgQ//entH//alaS//ftsN//fecC//asmA//cstA//blr//dsdA//rfaB//yphC//fimB//ybbW//rbsR//cdaR//ycbB//dcd//znuB//malF//rpsD//dmsB//cutC//rhaD//cobU//dacC//trg//yfbV//yieK//
GO_0071704_3	frlR//pinQ//hyfR//hokB//lsrK//udk//hrpA//fau//idnK//bdm//thiD//fliK//ulaA//bglH//ydcZ//pagP//malP//apaH//nupG//ybaT//ascF//narK//gltI//yhjR//ygiS//waaB//nikB//ymfK//hipA//cysI//insF-1//bssS//zinT//livG//hicB//araG//cydD//hcaE//ibpA//glnA//rhaS//yiaJ//ydfD//seqA//yjbH//hycH//insE-1//hdfR//evgA//lsrB//ybaQ//pntA//aroB//lpxP//yghB//trmH//ahpC//yidA//metQ//kdpF//yddA//glnH//sufB//yagG//zur//mdlA//spy//iclR//nikD//bglA//ldhA//bioC//cvrA//era//uvrC//ybhF//appC//crcB//yqgB//cmoA//yqhC//phoR//clsA//aaeR//ygfA//ydbK//malK//rlmH//yebS//kefC//mnmA//ykgO//bcsQ//ghrB//maoP//elaD//livM//ftsW//cydA//mscL//mobA//tktA//glmU//pyrD//fumB//nuoH//eco//acrD//ybhP//alsC//aldB//hisP//rplE//mnmA//tsaC//yajD//kdpA//fecC//yjhB//lipA//metI//ydaC//ptsI//cytR//pspD//yneJ//rfbC//glnB//sdhB//rsmI//cstA//glmS//yehZ//gutM//hxpA//dcuB//cmtB//hupA//rnpA//sapB//pnp//tdcR//zinT//ulaG//ispA//pdhR//ulaB//osmC//ltaE//rihB//yijE//nemR//yciA//yhaV//ydeO//sxy//tatE//rsmJ//yebQ//agp//rsmA//kdpF//fliA//hdeB//secY//gadW//fixB//nrfD//ampD//yhjX//pncB//ssuA//artI//yjhG//pck//phnH//nupX//patD//sdhA//lrp//dgt//ydfH//envC//mcbR//rbsK//mak//intF//dps//aroB//alaE//cysH//waaL//asnA//rpsO//ycjR//yebQ//polA//yjhH//tesB//narP//gltX//potH//mscM//gltP//queG//ydcR//accB//pspF//parE//rrrQ//ydeE//phnM//opgE//cmoM//galS//galU//tbpA//lolB//rnc//ybjG//ycbU//dgoD//nfo//cobS//yiaA//gntK//cydC//yjbE//pgaA//endA//aceK//rfaC//yhgH//potF//ybjX//prpC//elaD//yfgI//mlaF//ddlB//katG//phnG//spy//yidD//spy//treR//cysN//rdgB//rnb//torD//nrfF//yraN//fimF//prmB//gcvA//ytfQ//exoX//glpR//dosP//panF//topA//guaA//aldA//tdcE//yodD//ydfK//zapD//prc//nudB//infB//yidA//fsr//hslV//nupX//corA//hslU//nhaR//citT//nrfD//malY//sspA//rbsA//zapE//tynA//leuS//afuB//ykgF//lapA//fucP//mdtJ//fmt//kefB//cpdB//cysG//tsr//sulA//yihS//lpoB//phnO//ulaD//zapB//erfK//yjjQ//pdeK//ycfJ//yfcA//uxuB//ccmC//accA//livJ//lsrR//crcB//kdpD//yafE//rfaD//chaC//fdrA//edd//norW//gatB//glgX//ulaF//nikB//paaG//afuB//yjbH//purF//umuD//dld//manZ//tatC//galR//dinJ//dpiA//mhpC//deoB//rpsJ//nhaB//ydcS//osmE//gadW//lpxT//cysE//trmL//rpsQ//lacY//yhjG//sodA//amtB//alaA//sufS//moaD//seqA//dedD//kefC//manX//glk//tatA//rnr//ygjH//yiaM//lipB//yihU//tauD//ydcZ//tnaB//kch//agaD//envC//gabT//thiQ//dsbA//ftsW//cpxR//narI//vsr//eutB//aceF//yidZ//sbmA//kch//livF//miaA//aldA//hisF//cheR//purF//sthA//aspA//rusA//gshB//actP//yejF//gloA//yiiD//yidH//potI//nanS//tdcF//rpmJ//bamB//rplA//narL//dppB//mrp//csiR//zwf//yieH//pdxA//rsmJ//rfaG//ybjX//dbpA//cyaA//rsmJ//agp//dpiB//ascB//ilvD//mutT//dctA//rplY//ldtA//sgcB//gyrB//dicB//rimM//lolB//sgcR//cusB//gltX//tnaB//citX//uhpT//yehT//ribE//purC//yaiV//sapD//dgoA//setB//ybdZ//minD//bisC//yciT//yiaB//dcuR//kdsC//ghoS//yidC//yebQ//araH//csgE//msrA//ileS//lsrD//hypT//arcA//ibsC//ompW//casC//otsA//yidH//kgtP//rcdA//ytfT//clsA//yahB//hofM//lasT//rsmC//pdxK//cdgI//cvpA//araC//gsiA//yggT//znuA//creB//intQ//rfaG//tamB//yhcN//gspJ//pinE//ribA//pldB//pstB//rihB//adiA//ygcR//cas3//kdsB//arnF//entS//torS//csdE//yihO//gntU//ghxQ//yegD//barA//yhjB//pdxJ//acrE//tas//dnaB//cas3//entE//acrA//rluB//alkA//gstB//hyaD//exbB//yhjR//gntP//hfq//rhaM//gpp//narK//dcuS//slt//fabR//hldE//mliC//yiaT//ydiP//acrB//sodA//lplT//rlmJ//ascF//rpiA//thiH//metI//guaA//insF-1//ypjD//pgaA//pth//murI//acnB//rdgC//groL//cpsB//yagU//ogt//uidA//yaiP//lsrA//cysZ//tqsA//uxaC//gltL//nusA//ssuE//recN//psd//lpxP//lysP//rimJ//yedA//grxD//aroC//ygfZ//solA//rplR//fepB//rhaM//exuR//znuB//murJ//yobF//yibF//dppA//ppiA//waaB//baeS//alsK//mdtB//livG//rihB//ybcF//mltG//hybO//rhaR//yfbR//nagE//arnT//bdcR//mntS//ompN//csiD//lgt//ogt//ribA//ftp//mtgA//yhjG//yfcF//hemG//hemC//gnsB//secA//glpA//phoB//ydiZ//slyA//copA//ibpA//yijE//nirD//yghW//yhjR//fepB//yrfG//frlR//sfmF//rseC//obgE//entD//mlc//holE//opgG//uhpB//yihP//birA//ypdI//deoA//secE//ahr//idnO//rcsD//plsC//ybjL//patD//ibsB//dhaK//yjiX//gadC//cpdB//pspG//wza//hyaA//araC//add//pth//cysS//yejA//gcvT//mhpD//dsdX//dgcZ//tsaD//rpsA//ycgR//gudP//alr//radD//fecD//yadI//dcd//idi//pyrB//waaO//hisB//cysU//rplF//ycjY//hyi//lpd//frdB//dsdC//kefC//yggX//nikB//hcaF//ypdF//adiY//murQ//yfhM//ftsQ//waaC//yehA//soxR//ygaH//yqcG//dcm//hcp//hdfR//nrfG//hyaB//infC//csdE//frr//malI//proA//yedF//yhbS//leuO//allC//rpsH//bioF//mglB//rssB//secA//sanA//rapZ//ybhF//glvB//glnB//clcA//caiF//tldD//yjiM//sdiA//rpsG//ybhA//mhpC//hisA//thrB//ubiD//yieH//yehC//fecD//yddA//nanE//cas3//katE//cdsA//feoB//rpoH//bfr//ydfK//mukB//rspB//melB//speE//tabA//dicA//fhuD//dut//ydbK//lit//nudG//fadL//hypA//ynhG//rpoA//ptsI//rpnA//gatZ//iscX//mhpR//yihR//mntR//dnaQ//rplC//bamE//glcA//znuC//pabC//truB//yidR//arfB//gldA//glgX//mog//yciV//mepS//mltC//caiF//ygjR//ydjK//crcB//tamA//yiiE//lgoT//lptG//ygeW//yfhM//cdh//yggP//fadI//ulaD//garD//metH//mhpD//dosP//flgA//yijO//yjhI//fixC//yjhP//lolD//csgE//ybaO//murE//idnO//eamB//rodZ//alaE//dgcT//rlpA//fkpA//yihU//yahO//cpoB//nrdH//dinB//acrR//rph//garP//hscB//rcsF//solA//hypT//rhmD//fecB//rph//znuA//yeiG//focA//rplQ//waaY//uhpC//rbn//nudB//symE//pncB//spy//rpsJ//rpmH//glgS//priC//ubiI//frsA//hsrA//secB//pabC//lpxM//hicB//flgK//zur//gabP//prmC//ileS//cedA//adeD//mdtD//cheA//ccmC//glyA//pspF//mrdB//ybiY//alkB//ddpA//glyA//mhpC//aes//dnaK//msrQ//narQ//yejA//oppA//sfmF//emrD//ftsN//fliG//fpr//hupB//ppsA//tnaB//fkpB//thrC//efeO//lsrK//glgC//deoC//secG//chbA//hofP//flgI//ompT//tcyL//proW//csrA//dut//ygbL//matP//yhgH//aslB//ygjR//dps//murJ//paaF//yfaE//yiaN//ugpA//pheS//gsiA//ppc//menD//dpiB//cspB//yidK//puuE//rlmG//fdhF//yigL//rpsG//btuB//hdeD//ulaA//rplE//rnlA//ydjL//ydcR//fimC//cecR//yphC//ubiJ//hisQ//mukB//gloA//hflD//prmB//nikA//ahr//ndh//pdxA//ushA//rplJ//dgoR//yddA//cmtB//nadK//araG//purT//narW//mipA//ascB//tdcF//ulaD//ldtD//erpA//mzrA//infC//trkH//yciK//nudF//asd//intA//btuD//cutA//hycB//fis//rcdA//ibsC//yciF//cmoB//yobA//pdeL//atoB//yjiY//metF//frvB//epmB//tus//rimL//iap//hisA//lysO//yghO//citT//gdhA//hda//rplF//zapA//eamB//hcaE//speG//yehW//deoD//mmuM//htpG//rhaM//yqaB//rarD//ydhC//truD//wzzB//livK//udp//ftsX//sthA//tsx//pstB//lpxH//rluD//hybC//plaP//yjjU//rpsO//rlmF//barA//gdhA//treB//serC//garL//yqeF//hyaB//panD//yjjI//gsiB//tdcA//prlC//wzc//puuR//acpH//cobC//gadW//purR//lptC//ftsA//tyrB//ykgO//yjhB//gmhB//rtcB//yidH//ibsB//fes//gyrA//ldrB//bacA//yehB//hslU//ycjR//malY//insA-1//hycA//bioA//argS//diaA//fdx//kgtP//ykgO//iclR//gyrB//glnL//mepS//rcsD//yaiP//alsK//cusS//adhE//dicC//murD//kbp//yjcO//dxs//rplP//purT//xerC//rcnB//dpiA//recF//mutM//frdD//topB//etk//fieF//rluC//yhjX//rcnB//ilvM//nagD//zntR//narI//ispH//yraK//aroK//xylH//phoQ//mdtG//yaaJ//yegV//speD//vsr//ybaK//fimZ//yehP//ndh//arnA//pstB//yoaA//lptG//yciT//rutA//rpmJ//zipA//yciF//cynX//yqaB//agaA//kduI//yqiH//yjhG//metF//ygfA//ycjW//iscS//sufC//rbsB//ygfZ//nuoE//basR//paaB//spoT//livF//greB//mscM//yoeE//rutC//frvR//yidA//ychO//preT//abpB//proX//murD//arnT//cusS//hycH//nrdA//alaS//dnaT//ydfH//pgpA//cysD//waaC//artP//ldrD//kduD//yfdO//fucP//rlmA//cfa//iscU//rhoL//elaB//rbsK//plsX//hchA//torS//yqaE//tas//ilvD//pdeD//ihfB//nanC//hyfA//gsiD//sgbH//moaB//ydcI//fkpA//nudB//ftnB//dsdC//dhaL//epmC//cas2//modB//ppiA//ttdR//rffM//dacB//hisD//katG//hicA//pgsA//flgE//rplI//yjgX//fryB//dinB//ribC//fimC//mdoG//hipB//nagK//ddpA//frdD//ftsB//yfiC//ptsG//cysW//casD//dgcJ//dcp//gstB//rhoL//nadC//cnu//aceB//rof//aroK//yafO//yphB//rpsQ//ymgC//yhjV//ybaE//trpGD//ftsA//lptD//lspA//fadL//lyxK//murR//sodC//yebK//hslO//fabB//proC//sapF//cvpA//aroC//uvrC//ptrA//selA//yraH//fucK//rzpD//glgB//ycjP//cas2//soxS//osmY//ssuB//dicB//yeeO//ulaB//wecA//cstA//puuR//kefB//ybhA//lptF//murA//ypdF//sodB//tisB//mdtD//ssuB//rcnR//envR//gspJ//ybhG//yhbQ//gltD//etk//ynfK//gatA//moaC//yfdG//flgJ//cycA//nrfD//yieE//abgB//paaH//ldtD//msrA//flgK//secB//torD//hiuH//garK//azoR//galM//ravA//rpsT//ybjD//pckA//pyrG//arnF//pheS//nikD//aroC//rfaH//yebQ//xylF//nhaR//ileS//yfeD//yieF//rcsB//yieH//ydiK//ftsK//cca//araB//paaK//btuB//ycaO//trpE//mltD//rnlB//thiG//lgoR//yhgF//kdsC//hflX//ispU//lpxL//rpsI//rbsK//ilvD//rplK//argG//cyoA//ybjL//mutL//lptD//gloB//nanC//ygiW//cvpA//diaA//gldA//bolA//ymjB//umuC//kefB//mepA//dppD//ybcJ//ybhI//clcB//nikE//glyA//ybjN//yddL//mpaA//rpsQ//lhr//paaA//ulaG//tehB//eutN//arcC//yajL//mdh//dgoA//yejB//waaF//cadC//ortT//perR//tyrS//lptD//pflC//ykgO//dadA//mog//gloA//trmJ//agaW//iraM//nei//uvrC//tauC//hcaD//uof//appB//rplX//yadV//yfeX//ttdB//allS//yidR//rsmC//glnQ//ftsW//cobT//cof//hyfA//yccX//ibsC//lamB//mutL//rpsD//frvA//dkgA//cueR//ymdB//cvpA//mdlB//queE//yiaO//rclB//sgbU//fsr//yihL//allD//yiiM//sbcB//ydeM//yfgO//yghU//yraJ//cobC//nrfC//coaD//fadI//fes//ubiD//rluF//gabT//lgoR//fbaA//bglH//idnO//emrB//lapA//uxaB//dinB//pnp//panE//sgcX//infB//yccA//sufB//essD//nuoM//actP//slyA//yojI//adeP//gutM//pagP//ychO//yedP//nikC//hipB//dxs//entB//rutR//purN//insH-5//yjjB//ytfR//bdcA//ldrD//ydaV//hybE//basS//evgA//cpdA//gcvR//mhpT//sufC//dhaK//ykgO//coaE//fhuB//trmA//ibsC//infC//rbsA//infB//ebgA//cdh//hemE//dppB//ybjD//ivy//holD//pgrR//pdxH//proV//yrbG//yhjA//dsdX//cbl//allC//mgsA//sfmA//feoB//udp//thiI//cnu//setB//cpxR//dtpC//mazG//yceK//alaA//raiA//ydiF//fhuB//bssS//insA-1//ssuC//psuG//ypdF//cmoM//lysP//asr//coaD//acrR//lnt//hemA//betI//araC//minE//arcA//cysS//livK//yahN//cusR//ybiS//mtr//yhhY//proA//yadK//lipA//kefB//yfiF//ssuA//malX//lamB//mdoD//fmt//yjaA//cnu//sdaB//yajD//ybhS//mtnN//recA//dnaX//phoR//baeR//cysN//mipA//cynT//bioD2//ygcO//speE//ftsY//elbB//glnD//rlmB//ygiV//ybhI//melR//murR//idnO//ralR//rpsN//murG//elaA//manA//ttcA//recG//ppc//sspB//cdh//mnaT//ybiV//yaaY//eno//lpd//phnO//folP//phnI//hslU//rlmH//lrhA//tabA//ftsE//ddlB//hybG//ptsG//ycjW//rsgA//phnP//intF//sufA//yeaE//yccA//basS//cdaR//sapF//rsmG//wecB//fliZ//ytfP//yjjU//yehT//yfjR//tisB//rhlB//ygeW//hisI//yidL//citE//tgt//znuB//fecB//csgE//sapB//glgP//ftsX//yneJ//hisQ//wbbK//
GO_0071705_5	paaA//yciF//bluR//accD//modB//accB//frlR//uhpT//coaD//sapF//sfmH//gfcE//tsaE//argE//casC//dcm//yegS//basS//cvpA//cpsG//setC//fis//fre//thrL//mlc//ygfI//tusD//eutB//gcvR//lsrR//srlE//yfcV//glmM//relE//yafN//dinD//kup//trpC//feaB//cysH//rzoD//fhuC//yagU//birA//pnp//mpaA//mnmE//tsaB//nadB//nirC//mnmC//betB//ybiO//rplX//hsdR//apaH//ycjD//ygiV//dinJ//yfaL//glnD//csgA//leuB//secF//patD//potI//yiiM//gltX//bglA//yejB//yjcS//cpxR//ybgQ//emrB//minE//ftsP//rplA//dxr//abgR//hisD//xapB//cvrA//proQ//uspB//argK//yjiA//kdgT//rplD//accB//ynfE//sbmA//fabD//cysN//proC//eamA//hscA//fhuC//fepG//rutG//pabC//dxs//mntS//fixA//gudD//rclR//yeaD//napD//trg//guaA//emrY//glsA2//pdxA//recF//dgcZ//rlmN//frvA//secM//yddL//uxaB//waaL//deoA//cadB//nikC//ynbB//idnT//hdeA//ynfE//livG//panC//fimE//xylF//menD//paaD//ymgA//pyrE//entH//yfeW//ispB//amiC//proX//yahK//exbD//cirA//ygcW//hdfR//frmB//argR//insA-2//ogt//oppC//torY//murG//ybjX//lipA//plaP//sugE//rpoD//selU//viaA//abgA//glsA1//ygiS//amiA//trpR//feoB//nrdF//cysG//msbA//gmhB//metI//cysM//mltF//ydiQ//mngB//ydfH//citT//nikR//cca//ygeV//rcnB//purU//nrdI//hemL//fau//bisC//rfaB//nrfD//rplP//cpsB//djlC//gcvA//mtlA//mglB//ybjL//ulaG//rimL//sapC//ytfP//preA//clpB//ispF//cpxA//ygeR//srkA//murF//metQ//tmcA//ychO//cptB//tatA//rppH//fsr//xerC//hyfA//yeiE//yjeH//creC//fkpB//rrrD//wzzB//yjjI//mnmA//cusR//tsaD//sapF//yfeW//yceD//rluB//yhhT//coaE//bglH//frlC//ycbB//erpA//ndk//iaaA//
GO_0071709_5	lolC//ynbB//yehY//hemL//wcaB//recA//cpxR//tamA//fimI//mltC//
GO_0071731_5	yhcN//emrE//valS//
GO_0071732_6	rimK//
GO_0071769_5	tufA//
GO_0071804_3	adiA//yidQ//zur//ompN//rnlB//yhcD//ytfR//proC//ymgF//amiB//fdnI//wecA//aldA//crp//btuR//
GO_0071805_4	artI//hybF//cydB//gatY//insF-1//rnd//pcnB//melB//sapD//yjcO//bglH//insA-2//rpmC//yggE//ulaB//
GO_0071806_6	proP//proW//thrL//gapC//argI//pheS//yqeG//yjjW//fliG//atpB//ynjA//ybhJ//yfdO//tonB//yidL//mtn//idi//gntU//opgH//
GO_0071807_8	lnt//
GO_0071824_5	ydjJ//
GO_0071826_5	rpe//dgoK//idnO//fdhF//narH//xylR//dinJ//bcsA//fklB//gcvA//kdsD//flhD//rzoR//tmk//oxyR//abpA//narL//ridA//nlpE//nagA//secY//ydeE//yfeX//yfiC//rarA//phnK//
GO_0071897_6	ygeA//rimO//nrdE//glpR//sgcR//mgrB//tap//yfjV//yfgI//tatC//trmB//narW//ispU//rng//oppF//ptsP//galT//pphB//chbR//ydeO//
GO_0071915_9	dcp//
GO_0071932_8	dcp//
GO_0071934_6	trmB//sxy//pheT//
GO_0071941_4	fadB//qseC//rhtC//tdcE//yeiE//yjhH//xylB//acrD//xylF//
GO_0071945_7	ybdH//
GO_0071951_8	pyrH//
GO_0071963_4	nuoL//
GO_0071973_6	yebK//sucB//mdtP//cho//degS//tamA//nadD//yidK//xthA//rfaC//fucK//amiD//nuoG//ribC//secD//sgrT//yagJ//atoC//ccmF//lon//hemD//mscM//envR//fieF//metQ//csgA//mliC//rppH//syd//fryA//gph//
GO_0071975_4	yhbO//
GO_0071977_5	csiD//
GO_0071978_7	fruB//pckA//evgA//ykgO//yjtD//sdiA//exbB//rraA//hdeD//btuE//ycjQ//ybbY//lysO//kdpB//
GO_0072321_6	hemC//thiH//
GO_0072322_6	arnF//
GO_0072323_7	znuA//
