#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	alpA//intS//gltB//prfB//
GO_0051726_5	ykfI//glvB//gatD//ampG//glmU//
GO_0051781_6	cpdB//aslB//
GO_0051782_6	zntR//narQ//rseC//gudP//tbpA//hprS//rhaB//
GO_0051788_5	phnH//
GO_0051790_7	uup//
GO_0051806_6	smrA//ydcO//ddpA//phr//torC//folX//yraN//frsA//
GO_0051817_5	alaC//ibsC//hcaB//yfgI//
GO_0051818_6	dcuC//norR//ubiI//ugpE//
GO_0051828_5	kdpF//pliG//ydfH//casD//yhjV//icd//dmlR//frmR//
GO_0051883_4	nanT//roxA//gltK//gntP//
GO_0051977_7	yqeA//
GO_0051983_5	yceK//
GO_0052126_4	clsA//allD//uspF//cysH//
GO_0052128_5	yqgF//
GO_0052131_6	cusA//
GO_0052192_3	ycjY//holB//ybeY//yraI//
GO_0052547_6	yjbF//flgF//gabT//
GO_0052548_7	rpsE//tdcF//
GO_0052646_5	fes//rssB//gadB//lldR//artQ//
GO_0052652_8	uspC//oppD//
GO_0052653_5	ilvB//
GO_0052777_7	ibsA//rlmI//
GO_0052778_6	ldrA//ybhP//maa//
GO_0052779_5	rutD//hofC//gshA//
GO_0052782_6	argH//ilvC//
GO_0052803_5	fucA//atpD//ligB//rcsC//gltI//pflA//cysG//mltC//
GO_0052837_6	rpsN//
GO_0052838_5	mhpR//
GO_0055062_9	mreB//
GO_0055065_8	frdA//cof//rhaA//sapD//manZ//nadD//uvrD//pgaA//rbsK//dgoK//bhsA//pnuC//sdaA//secB//yacG//znuA//cynT//uvrA//matP//rpsO//rclC//yddL//ygeW//macB//ytfR//borD//
GO_0055067_8	galT//hyi//eutK//ydiV//yobA//basS//btuB//rpsD//hupB//glnK//kch//leuC//
GO_0055069_9	araF//
GO_0055070_10	rhaT//dgoA//znuB//abgT//tauB//glpR//
GO_0055071_10	xseB//
GO_0055072_10	lpxB//yjjV//narQ//recB//frwB//frlB//idi//mtgA//lolC//rlmI//acrD//fic//mglB//crp//
GO_0055073_9	dctA//
GO_0055074_9	nrfB//
GO_0055075_9	dppD//
GO_0055076_9	ybhD//yibA//trmI//psuT//torD//dgoR//hupB//mgtL//rhaD//rhaM//bioD//dhaK//sthA//mnaT//puuB//npr//accA//fucA//nagD//yjjB//rhaS//ptsI//
GO_0055078_9	hupA//malK//bamE//
GO_0055080_7	hypA//serS//ompN//emrY//etk//xerC//rpsM//galU//tcyP//trpC//bssR//ihfA//nadD//rpoE//sgcB//lpxM//secF//hslJ//trkA//hcaF//artP//yfbR//ygeX//lsrK//hemB//glpF//rdgC//argC//yieK//apaH//ribB//hmp//tolC//ybjI//nupX//
GO_0055081_7	fdx//
GO_0055082_4	csdE//glyS//deoD//yfdC//dgkA//yciF//glpA//ygiN//yhfS//pgaC//yqiG//lptB//phoA//caiT//rpnC//xthA//ldrD//nsrR//ubiC//alaC//ihfB//rcdA//glsA//tonB//dhaK//yghW//kdsC//yibA//rluF//sbcD//aer//mraY//yehC//ilvL//
GO_0055083_8	nrfA//
GO_0055085_5	recG//dosP//rplL//fadB//glxR//rpsK//yihI//hupB//lspA//ybhI//ynbB//polB//dppA//mrr//potC//yraK//rlmH//ppsR//yfeD//ygcO//rluF//aaeA//frwD//ydiV//rtcB//rplC//torD//prlF//sugE//rfaD//ompA//tcdA//lldP//feoA//hcaB//hyaA//mdtK//pgpB//ftsH//frdD//lsrB//yggF//yeaE//cobT//yjeH//yafC//fdoH//lysU//rfaE//cpxA//glyA//rhoL//yfaX//hisC//hdeA//wcaB//yfeO//clsC//msrA//lnt//hybB//ygbM//rluB//yjtD//mipA//tsgA//ygiV//hokE//cysB//carB//rho//hofM//lpoA//ymgC//yjhP//tusE//sfmD//orn//hemF//yjhC//rcsC//trmH//ribF//secB//alaE//gmhB//srlB//yibH//mglA//mhpT//phnN//gapC//ilvH//emrD//yfcA//mepM//yohD//sfmD//adiA//pitA//ilvM//dinG//aroD//pal//truA//dedD//moaC//atpF//argB//yibT//mscM//ebgR//truA//iscU//yrfG//aroD//ynjA//cfa//rclA//mcrA//hicB//rnpA//metH//rnlB//epmC//panC//truA//aceB//fes//glyA//rpsT//rpmA//dnaC//eamA//zapA//gcd//ydjE//hofC//gltL//pgsA//tsx//ansA//rpsR//ytfR//ynbD//flgK//yhbY//rsmA//ybdN//tig//yehP//cycA//fryA//yebG//rplA//rhaS//uidA//yehD//plsB//arcA//puuD//torA//aldA//mcrA//manZ//melR//speB//lysC//rnlB//yadN//lapB//guaA//epmA//yqaB//gntR//xseA//yodD//manA//frdD//glsA2//murJ//potG//topB//xylE//ycaO//uhpA//kefF//yegV//secB//ralR//bepA//lapA//fkpB//essD//dapF//yadK//metI//msrB//yghO//rlmE//nfsB//birA//argO//surA//rpsI//phnN//aaeA//dtpB//nirD//iscR//insA-2//cmk//ghoT//mpaA//hybA//thiC//ydhJ//yfaX//dsbC//sohB//acrZ//chaA//rsgA//leuB//afuC//uvrY//ynaE//deaD//dppA//topA//sseA//metL//rsmG//pnp//tcyP//dtpD//norV//rfaH//pstC//cpsB//arnE//speD//wcaJ//ccmA//rplR//frlB//mhpT//paaK//glsA//ccmH//nuoN//ycdY//rsmA//nhaA//waaJ//prmA//opgD//appB//pyrG//fabA//moaC//fepC//phnH//ubiD//hslJ//srlA//ybcC//pgpA//thiQ//ackA//cusC//trkA//nhaA//amiC//ubiA//ssuE//rpmC//leuB//ybbW//sgbE//mqsR//npr//rsmE//paaB//dicB//hmp//ggt//pdeH//ldtE//srlA//ynfH//mazF//yciG//trmL//codA//arcB//ttdR//mutT//livH//ybbW//yfcQ//pphB//ibpB//hybE//amiB//mobA//treA//gcd//insK//ffh//napA//yihR//yaaA//fsr//dnaN//hcaC//atpF//nanT//cmoB//betT//ftsL//znuC//yhhZ//nimR//yphD//sulA//satP//yohC//cmoM//sucD//yfdS//tgt//cmoM//argP//csgA//ldcC//yajQ//fau//recJ//yibH//mreB//ompG//hypF//yefM//amiB//yiaO//dgcM//sfmH//manY//sfmC//hda//rplW//yfdS//nrdR//ycbV//ftnA//rof//bglA//glcA//tamA//tas//idnT//hybC//tomB//wzc//cysD//queE//fadI//mepS//radA//higA//rplK//tatE//thrL//dacD//pabB//greB//lolB//ydeI//xapR//ldrB//ygbL//bhsA//cusR//glpF//mdtL//puuP//trpC//aroL//tehA//arnF//pitB//norR//erfK//livM//flgJ//iclR//yqgF//sdhC//pyrG//yoaB//araH//nrdG//chbR//paaD//kdsA//pck//rpe//rcsD//bamD//cbl//yieF//rffH//ybhP//nuoL//prpC//yeiG//chbG//hflK//setB//ibpA//hscC//yraN//ade//argC//yciV//cdd//entH//alsC//paaZ//gspF//oxyR//
GO_0055086_4	ycgB//dtd//yqcC//torZ//arnA//rpoH//degP//rsmF//yhaJ//leuC//rplY//rplC//rplQ//mug//cpoB//ydfD//glcE//feoC//moaC//ubiB//ttdA//katG//arnT//purN//cobS//ribD//ghxP//cspG//mcbA//speF//lldD//yhdZ//rluC//eptA//hicB//moaE//insB-2//nrdE//uxuR//osmC//torI//zitB//prpB//rzoR//proQ//speA//ynfL//dacC//rseC//rplD//dgoD//sgrR//roxA//fucO//rraB//fimG//ydfG//dtpC//perR//dnaX//rsmE//rcnR//wzyE//yjbB//frr//macA//lapB//hemB//ybhA//nagC//gatA//mepS//rplR//prfA//atoB//mukB//sdaA//sufA//epmB//ydcS//sgcE//yggN//tomB//ftsB//tus//ytfE//hxpA//ycjW//nei//tsgA//glnE//ibaG//nrdI//selD//gldA//yjcS//mhpA//rna//yddL//fixC//nikE//dsbC//pstA//rtcR//ybfE//rbsR//rfe//moeB//ybiH//trpE//chbA//sthA//nudF//gpsA//aspA//yihW//coaA//xdhB//trkG//argP//yfaE//rpoE//sgcB//mdtP//hemL//yjbE//csrD//ybaM//dnaX//yiiE//ilvH//menA//def//epmC//lnt//nfo//speB//rpsG//ybaM//yjhH//cysG//ruvB//dnaE//fcl//ydiQ//nagB//spoT//ralR//frr//leuE//pnuC//yhfS//ycdY//mntH//hokE//waaQ//accD//hypB//ydiQ//brnQ//cdd//ptsI//bluF//sugE//nanT//gltX//yccA//bluR//grcA//galE//atpD//ttdR//
GO_0055114_3	wcaB//dxs//sdaB//umpG//sdaA//poxB//iap//ydeO//gshB//rpmG//ybjG//speD//srlB//mlaF//rtcB//slmA//amtB//yahB//hypC//mazG//lepA//yqaA//tig//ibsB//rusA//ulaA//yfbV//wcaB//dusB//radA//cheW//lolA//ybcC//mscK//rpoA//menI//flgD//tauD//cobC//dgcT//folM//dfp//fabH//yahB//waaB//fes//ghxQ//accD//ydeO//paaK//hcaB//sdhE//yiaF//rcdA//gabP//rtcR//cmoB//gltD//gltL//gudX//yidQ//pmbA//glcC//folP//sfsA//ruvC//gatY//ugpE//sdhC//tonB//dhaL//creB//glpD//yjiQ//udp//atpG//sdaC//cdgI//pflB//sfmC//ybaK//ydiR//ptsG//glpA//norV//hemC//creC//cobC//yafO//nrfD//ybhR//bhsA//speB//mngR//tolB//dmsB//arnB//trmI//gatD//insB-4//narZ//nudF//ygeA//pgaA//mepH//rdgC//curA//cysB//gudX//nikD//rffM//gltK//yafN//spoT//kefG//mntR//rsmC//ydfH//bamE//frvA//higA//uxuR//ygbI//yiaO//dedD//lgt//yijE//yihQ//mutY//yajD//bluR//rpmB//mrcB//sapF//betA//mhpA//hybO//malZ//rpsO//atpB//rlmJ//yoeE//murG//ppk//atpB//yeeO//ygaV//ygbI//bcp//proB//nepI//ibpB//crp//gcvH//mepH//rarA//nfsB//ydhJ//lpd//yjhC//galU//lolD//yihX//dnaG//yiiM//rpoH//ydaN//gapA//gntU//ygaV//trkH//paaB//alaE//dnaK//cspG//ubiJ//yehC//glmS//mhpR//bcsA//umpH//tyrA//ppsA//msrQ//dsbD//thrS//xanP//galF//sseA//ybhG//nikA//napD//
GO_0055129_5	yacG//bamC//dauA//
GO_0055130_8	adiY//yfaL//
GO_0060003_10	uspE//cysK//pspD//gshA//
GO_0060255_5	ynbC//yijE//glnQ//ddlB//yihS//tolB//hda//hybO//yhdJ//opgG//dcd//ompW//bdcA//epmC//yjiM//pheA//glrR//clcA//rcsF//yidR//phnG//artP//asr//mntS//rplO//sugE//nrdI//fimC//cmoM//ynhF//nudB//coaA//rzoD//rpsQ//mltF//yajQ//pepA//mreC//cusB//cobU//fryC//gutM//lrp//mtgA//pdeD//insA-2//paaZ//pspD//ascF//yciH//fadK//paaG//alsB//gcvP//pabA//ybhG//nagB//ydbK//hyaB//yeeY//mreC//mazG//xylB//yraK//mraY//yfeD//dacD//yiiE//yceO//ytfR//rarD//csgA//frvR//gntT//fdnH//rssB//afuC//secD//murA//fabH//yihW//ilvI//glnD//dapD//ompG//pepN//ugpE//yrdA//lysR//pheM//ybeQ//pspG//mhpR//mdtN//pflB//moaB//ftp//sbcC//cspA//hflK//dinD//nuoB//oppD//nrdR//soxS//ybdO//nhaR//yehT//ycbB//fabI//skp//ftsI//erpA//yqiH//guaB//ssuE//fdhD//pgi//sfmH//fadA//msrC//aroG//aqpZ//cobT//mutH//ygiB//narY//hslO//manY//fimF//tdcE//pstC//zwf//rpmF//cfa//bhsA//prpC//roxA//rimJ//entD//tolB//cysD//gph//ydiF//accC//agaV//cobB//lpxT//pyrD//yggX//ygaV//lamB//yphC//sdiA//deoD//glpF//cas2//yieH//murB//hinT//eamA//proC//cecR//pepN//apt//ileS//rbsD//pepD//glsA//aroL//nhaB//ydiF//rbsR//yggP//gshA//phoA//cusF//mmuM//mraZ//rsmH//sad//dld//oppA//hyaB//trpB//ybiY//mscL//aroP//sfsB//dut//cpxA//guaB//fliL//afuB//xanQ//alkA//narU//gutQ//phoU//csiD//yiaF//yfbS//yidC//uxaB//ykgA//tatC//malF//ydfG//frlA//sgcE//mltG//hemD//lasT//mutS//yejE//yacG//yedL//zapD//rph//ansA//shoB//yneE//efeO//iscU//hemF//ybhJ//ilvB//rfaF//fabR//lapB//mutT//cbrA//pliG//ubiE//zupT//lamB//rpsT//dut//narG//opgB//yciF//yfeD//pldB//shiA//iaaA//hybE//lptC//kdsB//aspS//sucA//rhmD//nagA//murB//alaS//tyrS//iscU//rsmB//thrC//tsaB//aceF//yedL//xylA//ybcL//mrcA//ygiV//ycfH//fliD//ada//ydiO//sgcE//trpC//nagD//trmI//argA//cpoB//mcbA//accB//gshA//ykgF//rpnD//leuE//priC//gnd//degQ//gcvP//mhpD//tehA//dpiA//elbB//yraK//dcuB//hypA//selA//hofN//rapZ//yafN//uidR//yggW//nuoG//yfaU//gltD//cyaY//otsB//tsgA//hisD//fabH//tnaA//folM//truB//yraJ//cysI//uspE//nadD//sdiA//waaJ//ybhS//lit//yhfS//cysQ//yqjI//torI//plsB//msrA//cedA//yfjV//mrcB//rpsT//speF//oppA//srlA//cobT//hyaB//pth//ygiW//rpoA//cspA//ybhR//yjjQ//yhcH//ridA//treB//recO//gatD//ampG//ybhG//dgcZ//xerD//yfcV//intS//glgA//trmI//msrB//oppA//yciE//
GO_0060274_5	fepB//
GO_0060326_5	bssR//
GO_0060341_5	truC//rimI//
GO_0060491_5	minE//setC//ascF//fixC//
GO_0060566_8	fabI//
GO_0060567_8	purR//yhgH//pyrG//
GO_0060699_8	torS//tdh//dsbA//rutF//creC//
GO_0060700_7	ybhI//mngB//asd//kduD//yjeI//
GO_0060701_8	rsmF//rstB//rpnA//mtlD//fkpA//
GO_0060702_9	ydhJ//rnr//groS//ycfL//shoB//
GO_0061013_7	dsbG//yhgF//rof//accD//ydcP//
GO_0061024_4	nagD//ydhQ//ftsE//cycA//aspS//cusS//alaE//glcE//ybjL//rnd//narZ//livK//
GO_0061077_4	mglC//cmk//pdeR//phnJ//ydcT//malZ//dsbB//fimF//hisD//elyC//ydhC//phnK//aer//hsdM//metK//rimL//glpD//yidR//rpsO//yiaJ//phnO//priA//ruvA//
GO_0061475_9	fau//
GO_0061504_8	ydeM//
GO_0061610_5	ade//
GO_0061615_7	secE//rsgA//
GO_0061687_3	glnH//csgA//dacD//rlpA//rpoA//potI//
GO_0061720_5	feoB//abgB//fabA//yfbS//
GO_0061727_6	yraN//fepC//yqgF//tusD//folM//ydfG//ynfE//murI//maoP//yigL//sbcC//gntK//dusC//mntH//uspE//tynA//evgS//selB//rsmF//fepA//ydaV//yidC//carA//speE//
GO_0061984_6	ytfE//
GO_0061985_7	dhaR//
GO_0062012_5	napD//rpmH//metE//csgF//adeP//hxpB//nuoG//glmS//treC//gpt//idnD//
GO_0062013_6	spoT//pepQ//yphD//
GO_0062014_6	relA//ybcM//
GO_0065002_6	arcC//ycfS//insI-1//narU//sspA//narU//elfA//pgaA//
GO_0065003_5	argH//mreC//ybhD//ibsB//sbcC//ridA//fdoI//proB//glgA//clsC//frmA//yjiA//mlaF//amiC//intE//mnmG//rbsD//pgl//wrbA//yifB//ttdA//asmA//nadC//emrB//aroL//kdgK//cmoA//gabD//hemN//ccmH//garL//udp//rplO//yddA//moeB//hisA//lgt//lipA//uhpC//cbrC//queF//hofP//hisM//codB//tmk//sdiA//cas3//kdsA//bluR//cpsG//yebZ//menB//rpsT//yciH//cyoB//degS//aroB//tmk//yhcH//atoB//ecpR//yqiH//nemR//kdsB//mprA//ugpB//yiiD//hisQ//yicJ//accB//preA//ldcA//livK//proA//narP//ykgO//ratA//dnaG//yciG//frdD//agp//thiH//hha//fadA//rplW//sapF//dgoA//pth//envC//dinD//ybhP//fucA//
GO_0065004_6	malX//
GO_0065008_3	phoU//hyfR//tilS//dxr//ygdG//soxS//xdhB//hypE//lpp//rcsB//elaB//accC//ynhG//ushA//nlpD//rhsD//yegD//adeP//mug//udk//setC//aaeR//proB//ycgB//yfgJ//cmk//dppA//yhhT//mdtM//hdhA//ycjP//yfiF//trpS//qorA//glvC//phoR//mnmG//ycfJ//argA//gadW//baeR//sbmA//pta//yhiM//ssuD//trmJ//ybeY//dnaQ//melA//xisE//sodB//dnaX//yieF//yaiV//rbsD//tadA//fdoI//ftsW//roxA//yahI//rof//tonB//ddlA//umuC//alsK//cmoA//wzyE//cydD//tar//lpxC//rtcR//sapC//ygdG//secY//tcyL//artI//modB//gapC//ppc//rhaS//rfaQ//lgt//trmJ//rnc//agp//trmI//livK//wecE//pdeF//yjeI//phnG//yebG//metC//ydjK//ccmG//gldA//prkB//artI//umuC//ybbW//yghW//srlA//rtcR//fliM//gltS//rpsI//mhpR//kch//ygiN//rplW//yihP//waaF//cdaR//rsmA//cpxA//accA//lit//pflB//ybcJ//sbcB//yajO//uraA//exuR//flhC//malK//xylF//yejE//insI4//astB//yfgO//cyaY//
GO_0065009_3	tdk//hha//hcaR//fadJ//rmf//waaB//gadX//rfaH//gshB//ppc//cmoB//dppA//glcC//ydgA//yfcQ//iaaA//cutA//tehB//pbpG//bamE//tadA//yibF//katE//malK//hipB//obgE//ybaE//fumB//radA//narJ//ychH//ldtD//iaaA//agaV//secE//mreD//ygaV//dinI//ybeY//comR//fadH//cyaA//mdtQ//fic//rne//arcA//hofQ//endA//ibsA//menB//der//fliZ//lplT//yqgF//yafN//mdtQ//uxuA//paaF//chbC//asnC//yqaE//mcrB//rcsB//dppD//metL//thiL//gutM//menF//baeS//fabD//rluD//phr//cusA//gmd//yfcR//rhaB//yiaO//
GO_0070084_7	npr//
GO_0070085_3	mnmE//flgB//
GO_0070178_5	yadM//
GO_0070201_6	dnaA//lolC//ydjJ//
GO_0070206_7	fryC//yoaB//recG//preA//
GO_0070207_8	lacY//ilvC//dapA//dgt//
GO_0070297_7	narV//
GO_0070298_8	ymdB//
GO_0070301_6	pabA//ypjD//afuB//dam//leuA//recT//queF//hfq//fryC//narP//
GO_0070329_5	ybiA//pgaB//
GO_0070413_7	mtr//focB//
GO_0070415_6	gabT//rlmL//
GO_0070417_5	ribF//ycfS//fiu//msrC//
GO_0070453_7	sapA//
GO_0070475_7	rcdA//ihfA//alr//prpD//afuB//argH//kefC//ynaE//zapC//intE//msrC//uspB//tilS//cysS//lspA//yecS//araA//ilvI//csrA//
GO_0070476_7	macB//acrF//
GO_0070482_4	mqsA//holC//pstB//ykgO//
GO_0070525_7	yraN//rraB//alkA//paaA//
GO_0070574_9	chbA//rutR//yeeJ//basS//
GO_0070581_8	hlyE//
GO_0070588_9	ptsG//
GO_0070589_6	pth//atpC//potH//etk//bdm//tdh//yafE//yhfK//ggt//pyrE//dgcJ//ybjX//elaD//dinB//yfiE//dpiB//pdxA//ygcR//ydeI//nagA//citE//torS//citG//rpiB//aroL//basR//hslU//yddL//galT//dnaQ//ubiF//hokE//lpoA//mtnN//rppH//rsuA//iraP//malS//rhaB//tas//ydcM//ycjU//yigL//
GO_0070627_10	accA//
GO_0070646_6	appY//
GO_0070647_7	ytfR//
GO_0070689_6	tomB//pgl//
GO_0070716_8	gmd//
GO_0070726_5	ccmF//ldrD//
GO_0070727_4	bsmA//carA//icd//topB//mtn//rplN//waaJ//waaS//rnd//eutD//efeO//pflC//yeiE//pykF//yhaV//pgpB//yghU//
GO_0070778_6	trg//fabB//
GO_0070838_8	ybaO//dgcE//lgoT//ompT//mdtL//cvrA//pntB//yadC//rpoE//tnaB//mdtI//yhjB//pinR//ycfJ//rfaF//
GO_0070873_7	serC//gatZ//
GO_0070874_7	caiF//
GO_0070875_7	emrY//
GO_0070887_4	exuT//wcaC//fliL//ldcA//ndk//murB//iap//lolA//setB//lptE//frdA//folC//mngB//pgk//tnaB//rtcR//yagG//proA//chbA//scpB//treB//pmbA//pdxY//uxuB//rhlB//gmd//katE//yidK//caiD//uhpA//rsmH//ypdC//ivbL//rhmR//hflC//ddlB//pldB//sapA//srkA//ybhA//dsbA//higA//yqgF//tdcG//napA//fabD//yfdK//xseB//narV//cyoB//ygcR//eutK//menE//yqeG//dgoK//yidP//cpsG//cueO//kilR//gatB//
GO_0070894_6	xylG//
GO_0070925_5	gadE//ynaI//blc//csgE//nikA//nadK//rsmC//adeQ//feaB//ibpB//
GO_0070930_7	xdhB//
GO_0070972_7	pheT//
GO_0070981_6	yqeA//
GO_0070982_5	clpB//
GO_0070988_3	fabH//rdgB//
GO_0070989_4	mdtA//
GO_0071103_6	ycjQ//tnaA//ibpA//tonB//rof//yaaU//kefF//malE//tynA//yhaV//ilvN//yafQ//mdtE//rluA//pfkB//yeeO//ybeQ//casC//csiD//
GO_0071139_6	ftsW//dgcE//
GO_0071214_4	fbaA//entF//pnuC//kefG//yraJ//gstB//pheP//galE//yccA//ompA//cobB//nikD//recD//torR//frvR//yebQ//ldrD//tcyN//tsf//caiB//ftsZ//ypdI//hcaB//argE//
GO_0071218_6	nuoE//
GO_0071229_5	gadA//yaiV//leuA//dcuA//glgP//
GO_0071230_6	ubiX//
GO_0071236_5	mreB//pck//rnt//rdgB//hxpA//lysS//cycA//sufC//aaeR//alkA//ygjR//rcsC//mgtL//clpB//lpoA//dinD//nirD//artQ//
GO_0071237_6	efeO//ydjH//
GO_0071241_5	uhpT//fliG//pyrC//betT//ugd//ybdN//yfbR//insF-1//clpS//rplA//ftsW//pgrR//lspA//degP//ecpR//frdA//umpH//
GO_0071243_5	mlaC//
GO_0071248_6	gntU//pgaA//yehD//nadB//ynfF//nrdD//yraN//ycjP//rfbC//putA//dgcZ//yiaM//amtB//valS//
GO_0071249_6	ykgM//srlR//
GO_0071250_6	icd//tar//
GO_0071265_5	cptB//yhfS//holB//bioH//glxR//
GO_0071266_6	cra//fdoI//
GO_0071267_6	ubiJ//kdgK//seqA//
GO_0071270_6	uspE//dedD//
GO_0071271_7	glgA//mltD//
GO_0071276_7	ydeM//paaA//
GO_0071280_7	gntU//gntP//
GO_0071284_7	yciH//
GO_0071286_7	bioC//flhE//
GO_0071287_7	yejA//
GO_0071288_7	aroC//cdd//
GO_0071289_7	btuB//
GO_0071291_6	katE//
GO_0071292_7	yidC//glgA//
GO_0071294_7	yihR//dcuD//
GO_0071310_5	ydcS//agaB//codB//deoC//patA//ybaL//rplB//eutK//rpmB//pyrE//hrpA//
GO_0071417_5	rplW//rodZ//hxpB//
GO_0071421_9	ssuC//yqeF//garR//
GO_0071422_7	frdC//fecB//xisE//
GO_0071423_8	melA//
GO_0071453_5	uraA//tgt//rsmB//
GO_0071454_5	bglF//pliG//
GO_0071456_5	torS//
GO_0071467_5	chbF//raiA//yiaA//groS//entC//malP//ftsK//fliZ//fepB//napD//ahr//
GO_0071468_6	garR//pyrE//lacI//potA//rpnB//dhaR//flgB//tauD//uacT//grcA//
GO_0071470_5	paaZ//mngR//livM//cedA//fepG//secG//def//xylB//ftsQ//agaC//
GO_0071474_6	tnaB//ybiO//ydeO//evgS//
GO_0071478_5	glcB//yfdK//yfhH//
GO_0071482_6	garR//purC//ldrB//
GO_0071483_7	mscL//
GO_0071495_4	mntP//pabB//thiE//
GO_0071496_4	argS//pdeF//ydjM//rhtC//hycH//yifB//recR//nirB//radD//ibsD//yhjC//elfD//dtpB//tbpA//puuA//lsrB//lsrG//moaB//asnB//yceK//aroL//rpsK//xylA//rhtB//ndh//sgrR//hscB//ssuC//sodC//rcnR//mdtA//ibpA//exoX//ruvA//gudP//hypB//rseP//yieL//rsmG//hemB//cusS//pykA//yjiA//nimT//glnS//cho//tar//yihX//metB//yciG//accD//hpf//pepQ//
GO_0071500_5	entA//
GO_0071502_5	galK//
GO_0071545_6	yqjA//pdxY//
GO_0071554_3	mdoD//acrA//fhuF//gntR//lamB//xapA//upp//cdgI//acnB//bamE//uxuA//trpS//argH//waaG//yhjA//uspB//hemF//tcyP//helD//dapA//cobT//uvrB//phnG//
GO_0071555_4	aroG//ccmF//pfkB//yihW//tsaB//kduD//bssR//blc//cusA//wcaJ//ibaG//kch//sgcB//
GO_0071577_9	ydfG//yghW//speC//mdoG//narI//edd//mazG//
GO_0071616_6	hipA//ilvI//
GO_0071702_5	ydiP//kch//ykfI//fliT//ydiK//flhC//rusA//hsrA//guaB//mltA//gpmA//hypD//lpxM//acs//yggE//dnaJ//ariR//ghrB//frdA//rplB//cspI//frwB//pyrG//mepA//chpB//agaB//thrA//metK//caiT//nth//motA//gltB//ilvC//mraY//yoaB//yghO//bepA//mdtB//glpF//ydeT//ybhR//srlR//fliD//otsA//dgcQ//poxB//yeeJ//folX//fimC//mltF//uspC//glvB//yeiE//dnaT//hycI//tabA//ybgQ//nrfD//chaA//cynS//yaaJ//rpoS//serA//yqeA//pspG//panE//malY//csdA//cusF//crr//yebC//mrp//moaC//nuoL//yehC//wcaC//fabB//ribF//gadB//ftsW//gatZ//ralR//endA//ybdG//ubiG//chbC//opgG//pstB//bdm//htpG//bioP//ytfR//yagU//rpiR//aas//envZ//xseA//mrcB//eamB//nfo//rzpD//csgF//glcE//rbsR//uvrD//rlmI//rbsB//kduD//fre//xapA//fepG//yeeO//frc//mrdB//yddM//galT//cas2//fieF//yheT//helD//hslO//flhC//soxR//iraP//ydiP//yjbE//ydiR//elaD//csdE//pspG//yfdG//yieK//sapA//gutQ//yciG//ygeX//pdxB//phnP//leuB//paaD//fdnI//artQ//plsX//proB//yjhP//ptrA//ybjD//adk//fabG//tyrA//yiaM//oppB//sufS//trg//nrfF//treA//yihS//serB//yghU//greB//nagA//acrB//yfgO//dinB//melB//perR//mutY//ybjI//aqpZ//tgt//pgk//surE//erfK//atpE//tus//dmsA//nanR//yphC//umpH//mazF//chpB//dgcM//flhA//yijO//slt//btuC//mreC//cheB//nuoG//cas2//bcp//ubiJ//ffh//nlpE//rmf//ivbL//bhsA//allC//dicC//betA//tdk//mutT//mlaC//yghB//yidQ//fabH//yahF//mngR//mngA//ibsE//arsR//dosP//lolC//tamB//ydcP//ftsP//csgE//adiY//yjaZ//rbsB//gntT//ftsN//ihfA//yeiG//yfjR//rpoA//tdcE//zapB//treF//sucA//fdnI//fadM//rlmB//yagE//paaE//thrL//phnH//pykF//hrpA//yhcN//priC//ssuA//prfC//fdoH//mlc//yebG//feaR//thiL//nupC//ivy//yeiG//cheB//pykA//lptF//ibsD//xerC//mntP//kefB//mdtO//rrrQ//rluD//rssB//rmuC//nanE//uof//argT//gatC//udp//ibsD//yagJ//ykgM//ybaT//trmL//ccmA//arnA//malY//sfmD//bdm//entS//ascG//glsA2//hemN//gmhB//dicB//dxr//alaC//ydiF//dadA//abgA//ydfD//mtgA//moaD//cspI//xisE//mutL//yehZ//cueO//puuR//rpmC//ssb//gatZ//ratA//yeaG//yehT//mtlA//nrfG//mcbA//opgH//srmB//lamB//srlD//aldA//secB//rutB//topB//yhcN//glnD//sapC//hldE//dgt//mdoG//ybjX//carA//prmA//menI//yhhY//tatD//ydaC//sbcC//mtgA//rpsJ//purA//grxD//mtlA//ssuE//radD//sdhB//lysO//helD//ykgF//narW//gph//phnO//entE//acrB//livJ//insA-1//yfeW//ycaN//casD//ybiI//mqsA//ybiS//recA//ybiJ//bamB//yagE//fecD//fdhE//allB//rihA//rapA//cspE//yhhT//ydaN//cra//mqsA//ydbK//yfdS//lolA//narH//ybjL//atpE//dmsA//dcm//tehB//fdoG//yebK//fliK//codB//yqhC//yajR//ackA//oppF//ydeE//lpxL//gltD//ivbL//gcvT//soxR//
