#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zntR//sgcA//casD//dgoD//
GO_0006139_4	fre//clpA//ykgF//thiI//rseB//ade//tdk//pepN//mhpR//polB//ycdX//ymgA//ygaV//artI//hemC//rsmD//casC//ynbD//pykA//fixB//nmpC//opgE//galM//yiaA//xanP//cusS//rluF//ftsW//rpmB//miaB//add//rluF//potF//rmuC//ulaA//aroB//acnA//csgB//trpB//ridA//fadD//rzpD//fucO//nrdA//adeQ//dmlA//corA//yedA//gntT//cspE//xerD//hybF//nimT//lipB//yigL//ybaK//glcA//flhC//entS//yhdH//uspB//trkG//cusR//gltD//yhdH//tolR//nupX//lrhA//yfjR//leuO//hdfR//holA//relE//ubiB//sufB//cstA//arcA//paaA//rna//glnK//yfgJ//rluE//dcm//chpS//frmA//yiaO//murJ//yghU//malF//apaH//gudP//yadV//mipA//yciV//hldE//fiu//yceK//rffT//rdgC//yhbY//yceK//casE//holD//adiY//flgA//proX//rapZ//yifB//flgB//cof//pitA//hyfA//tusA//serC//lptB//yadG//tatD//tufA//mrdA//plsB//higA//nrdR//entE//tnaA//leuD//rpmC//relE//atpH//dnaX//yagG//uxaC//emrB//ydeI//rplN//cpxA//ynfF//ptsI//pta//dadA//rbsC//pyrG//lrp//hyfR//cheA//znuA//tyrR//mltC//sgrR//ydeM//lacI//putP//gadE//sufS//afuB//yadC//nimR//nrdG//acpT//trpS//atpC//paaZ//mgtL//fhuB//pck//yagE//dnaN//rstB//dcuA//lit//fucO//atoB//dpiB//ygeR//entB//cspI//cpoB//rarA//paaF//queA//ygcR//rpnA//cusB//glxK//ygjK//cysQ//agaI//hxpB//rplM//ydeM//fdx//rluB//flhA//ispA//hypF//yeeY//maa//argB//narL//pgaD//yjbB//ibaG//gltP//ftnB//dtpB//rfaE//murA//cmk//tag//dsdC//lpd//glyA//livG//htrE//ftsB//acnB//hyfR//hycI//uxaA//sdhD//rpmH//recG//plsC//tldD//yfbR//sufB//pppA//uspE//rbsD//lysC//narK//uacT//fre//yphF//tolA//paoC//tolR//rutC//dkgB//rnr//yghU//lplT//ligA//lpxL//sdaA//uof//cspI//yagU//entB//hybG//nrfF//atoB//hybB//glsB//nikD//trmA//hslO//arnD//secM//hicA//yahF//glpT//pyrF//glcE//metL//narV//pnp//gstB//gltX//zitB//flgE//pgk//glsA1//artQ//fadR//phr//srlE//agaB//cueO//hexR//nagC//hyaD//mltA//proA//basR//yphF//ychH//hprR//hycA//osmC//rssA//frvB//yghO//kdgT//glpA//dinD//mrp//argP//glnE//umpH//argD//asnS//hflD//xapR//nfsB//rhoL//casE//rnr//ybhI//mtlR//rpsI//pta//narP//pflB//cutA//yceD//crcB//btuD//bioD2//exuR//ybeQ//ydiO//yoaB//dedD//ycjY//pdeR//glgB//rplC//oppD//map//yjjX//chbG//yeaG//yebS//xylG//ibpB//argP//hprR//sgcX//napC//yjhP//cueR//fadH//ilvH//purA//nagE//hofC//cusA//mzrA//ydiQ//ygfZ//sufS//nuoL//ispF//gltI//flgC//gabD//narV//mraY//tamB//nuoH//pgm//ralR//gadX//sfmC//rpmH//yedF//dapA//tauB//ldcA//tcyL//fadE//glnE//lptB//ydfK//nuoN//fur//mdtE//yiaO//casE//fepG//rcnA//mutS//mscL//srlB//pheT//opgC//cspB//ribF//yggX//ribB//ftsN//idnK//kbaY//zapD//dgt//ydfK//crp//trpL//murB//sxy//pheP//csiD//fdoI//yoeB//narV//rihB//yphB//aspA//rhtC//sgrT//glcE//ygcO//gmk//frmR//waaF//ygeV//gnd//yeeO//yjjB//gpt//rapZ//agp//rpsP//lpxK//opgH//sdiA//prfA//cobT//uidA//zapE//talB//lspA//rplC//yihX//opgE//lsrD//fau//topAI//ruvA//carB//cydA//potG//gltP//rffC//cbpM//dcuS//tusD//yadG//nrfD//bamA//dppB//crfC//yfeR//arcA//glmS//leuC//brnQ//corA//abpA//iap//folX//mngA//hemN//garR//yihV//dgcJ//hycB//putP//btuD//acnA//cueR//cusC//aer//ydjE//glnK//comR//glpG//rimJ//fdx//flgK//hemC//lptC//dbpA//ompT//yhhY//glnQ//hslO//fhuC//sdaA//paaF//ygfX//asnS//insI-1//bglH//yidP//ssuD//pdeK//clcA//yeeJ//yeeO//ubiE//ymgC//chbF//agaC//yobF//aroH//serC//ltaE//ybaO//ygcO//lptG//yidQ//ykfI//selU//appA//leuD//hdeA//dxs//mdtD//thrS//dapF//fryA//csgA//cspB//nhaR//cbtA//cmtB//recR//yjiY//yabI//ubiB//lpxP//phnK//cydC//dsbC//macB//gabD//metB//cas2//rplD//rraA//yjaZ//rnt//ybaL//mukB//rusA//garP//nirD//gatA//agaW//lpxK//waaH//lptE//yieK//ynfH//ilvA//add//gmd//acrR//fetA//symE//rcnR//cysC//uspE//xylB//htpG//fucO//garR//hisB//ibsB//mdtF//xerD//elaB//puuP//ydfK//qseC//yfbR//ribA//yjfF//wecB//mrcA//gpp//cheA//yagG//sufC//menE//rplC//pphB//ddlB//rplR//yoaA//mraZ//sucD//aroP//topAI//hsdR//ltaE//dps//yceD//yhdZ//dxs//cbtA//yhjC//yjhG//entS//coaE//fucO//yjjB//coaD//bglF//guaA//yfaL//htpG//
GO_0006140_6	uvrY//xapA//
GO_0006144_6	ralR//dsbC//ydiQ//iscS//agp//cpdB//ibsB//ftsP//glpT//kefG//
GO_0006145_7	hypB//umpH//recR//allB//
GO_0006146_8	priC//yhcN//
GO_0006148_9	sufC//
GO_0006149_9	ldtB//
GO_0006150_9	ydhQ//
GO_0006152_7	yehT//yjjI//gcvA//yahO//yfcF//plsC//
GO_0006154_6	thiG//
GO_0006161_9	rimI//
GO_0006163_6	asnB//xerD//argT//ybgI//wzb//fimC//yebS//sfmH//insI3//fumC//hisM//nagB//yjhG//amtB//tusC//pstA//rpsP//fkpA//csdE//phnM//ybiI//dtpB//cusR//btuC//cfa//shoB//fliM//etp//katG//manX//eutD//amyA//grpE//yghW//gloC//xylA//ccmA//trmO//secY//potC//rspB//ubiI//dppC//ybiA//yegD//cysG//degP//gor//ydbK//csdA//eno//hofO//ribF//rsmJ//
GO_0006164_7	hypF//tatC//rpiR//idnT//yfdK//sgcX//lamB//lamB//trmB//minC//cobS//aceF//dps//mhpB//yfeX//yihX//nupX//csiD//tus//satP//insI1//sdaB//rsmJ//tdcB//corA//clpB//ssuC//alpA//norV//yiaM//ettA//yobF//speC//rbn//yciV//nemR//cadB//ybfE//mreC//rplO//
GO_0006165_7	ppk//osmY//treA//tcdA//pdeH//ycjY//ygcO//argK//tusE//gldA//yhbQ//thyA//mhpD//ggt//leuD//trkG//purR//entE//trmO//
GO_0006166_6	phnM//trmI//
GO_0006167_6	xylA//
GO_0006168_7	cusR//yhhZ//
GO_0006171_9	dnaQ//
GO_0006172_9	asnA//
GO_0006177_9	fadE//glxR//nadB//
GO_0006178_7	fbaA//
GO_0006183_9	narY//
GO_0006188_9	argE//fic//fetB//leuS//
GO_0006189_10	ulaA//gpsA//
GO_0006195_7	udk//hisM//
GO_0006203_8	nadK//pck//
GO_0006206_6	bglH//psd//rclR//borD//trxC//ispH//mutH//ybaK//aroD//secE//lysO//cusA//fdnG//nikB//rspB//ribB//carB//sanA//iraP//lipB//fadR//phnI//ychF//yfbU//feaR//nudC//
GO_0006207_8	pepT//yjhC//rclB//cheR//eutB//
GO_0006208_7	ogt//endA//kefB//flgB//uof//narK//dcuC//ulaD//asnS//bcr//coaE//cdgI//fcl//
GO_0006209_6	udk//
GO_0006210_8	rplY//
GO_0006212_6	tsaD//ivbL//accC//dgcZ//dsdX//gsiC//uidA//hflK//mmuM//yjfP//treC//
GO_0006213_6	rhtB//manZ//fbp//tolQ//yneJ//cysG//eutD//yggW//rplF//galP//cirA//mnmC//metI//dtd//gcvP//trmL//
GO_0006216_9	paaK//
GO_0006217_9	fruB//
GO_0006218_9	nadK//
GO_0006220_6	uhpB//ybjN//ycbB//trkG//yiaL//lipA//rpsL//chaA//sdaC//frwC//xseA//rutR//rbsK//ygcO//fepA//fruB//edd//blc//nemA//dcuD//
GO_0006221_7	sufE//nirD//kup//lsrB//rhmD//rfaC//eptC//add//torI//yhaM//fixC//kdpE//potC//
GO_0006222_9	lpd//
GO_0006225_9	gutQ//
GO_0006226_9	hofC//ldtA//
GO_0006227_9	lpxT//
GO_0006231_9	hicA//
GO_0006233_9	srlB//
GO_0006235_9	yggE//
GO_0006241_9	frdC//
GO_0006244_7	yfiF//znuA//chiP//paaC//gntT//ydcM//xseA//
GO_0006259_5	pgk//lpoA//uhpB//sapA//kbaZ//gatB//hslO//rplF//fucO//livG//araA//atpC//lysR//bluF//rpmG//casB//basR//frlB//cas2//btuD//obgE//rplA//casE//rrrQ//abpB//moaD//xapA//pdxH//pspC//sdaB//eutK//recF//ogrK//dkgB//mntH//livM//ybcL//menE//kduD//rclR//sanA//hemG//casC//waaA//rclC//pheS//ftsB//phoB//pgrR//rbsA//argA//ibsE//hxpB//prlF//yrfG//groL//secY//sapD//ubiC//fabH//mutM//ubiA//ftsY//ccmA//csgA//rimI//napC//phoA//opgG//yfcR//yfaV//rpsG//nirB//melB//ahpC//dsbD//yjiA//thiI//nanE//udp//corA//aspC//waaO//fabZ//yijO//aroB//accA//lpxC//yqiI//cvpA//cspE//waaL//nlpI//ynjA//rraA//hisH//abpA//pdeF//pbpC//fabB//ibpB//mutS//paaX//yihV//dapF//pstC//gutM//queA//pspF//nusA//casD//ymgC//nikE//ybjD//mipA//yfdO//aspA//insH-6//ydjH//ynaE//mipA//emrE//trpB//gspI//hrpA//degQ//nikB//potG//gpp//holC//tyrA//ivy//udp//secB//paaF//cyaY//aroB//bglH//lysC//ydhC//tgt//ssuA//adeP//moaE//truD//ycfJ//tauB//rlmG//
GO_0006260_6	pinR//malQ//yidE//yaiW//cecR//accA//argC//moaC//psuT//qorA//torI//evgS//rarD//ybhI//bolA//nupC//phoB//yagJ//cysB//eco//tsf//
GO_0006261_7	galP//gcvR//araH//nrdE//modC//arsR//dcyD//dnaT//fkpB//chaA//bdcR//fadA//
GO_0006265_6	murR//era//lpxT//mltF//abgA//
GO_0006266_6	grpE//yciT//gstA//
GO_0006267_5	ybiX//
GO_0006268_9	yjgX//pdeH//trpB//
GO_0006269_6	yihU//
GO_0006270_6	ybiO//bioC//cof//cysE//rpsQ//dppF//
GO_0006271_7	dsbB//gph//ugpE//
GO_0006274_6	slyA//
GO_0006275_7	dhaM//dnaG//dusC//xapR//folM//glgS//ygaH//lptD//fimC//
GO_0006276_3	opgD//yhcD//rffH//nrdH//rpmH//lolE//ycdX//rho//
GO_0006281_6	mdlB//coaA//rpmJ//rpmH//waaJ//uup//leuD//sfmF//trmO//nanA//yahF//cspA//pphA//cynT//epmA//yjjI//bglH//nac//ydeI//soxS//betB//yegT//aroF//fdhE//ybaO//tusC//treF//nikD//rhlB//pstS//garP//ahr//glgP//araE//frdC//osmY//ssb//valS//ybiY//purR//ynhF//yfbS//yhaJ//dinI//selB//opgG//ybdN//ruvC//ibaG//yfdC//mtn//rfaH//prfB//slyD//creC//
GO_0006283_8	kdpD//
GO_0006284_7	ada//yhhT//scpC//cvpA//dgcT//fliA//
GO_0006285_6	paaD//arsC//cutA//pyrC//dcuA//
GO_0006288_8	sfsA//uxaC//
GO_0006289_7	hupA//sbp//
GO_0006298_7	cadC//rfbD//mazF//zntA//barA//tauD//hdeA//tyrA//hemB//pepT//
GO_0006301_7	rimP//clsB//fryB//bcr//
GO_0006302_7	pagP//ypdB//hchA//icd//rpsR//mepH//nrfF//ybhP//brnQ//
GO_0006304_6	alpA//nudG//treC//kdpC//nanT//ubiH//hcaD//epmC//cvrA//
GO_0006305_7	glcF//hyi//yqiI//srlB//
GO_0006306_5	murC//ompA//cheA//yhdZ//
GO_0006307_8	malX//yebG//cpdA//coaD//trpE//
GO_0006308_6	acrR//sgcA//cobC//rnhA//slyD//yegS//xseA//essD//yqiI//cheW//dicA//flhE//
GO_0006310_6	fucK//adhE//atoC//atpG//yehY//mnmA//panD//ldtA//pphA//elfG//rhaB//dadA//zupT//glrK//yhcF//yahN//yehU//phnH//glcC//alkA//recX//yhcD//waaP//gutQ//tesB//ccmE//rutE//lpoA//ytfQ//moaE//kdgK//ompF//ppsA//tig//dps//wecC//rsmB//trmD//blr//mutT//nirD//coaA//yebG//
GO_0006313_4	ybiA//ydiK//ecpR//insH-5//tilS//uspB//rplS//
GO_0006323_7	mscK//
GO_0006325_4	nanA//
GO_0006351_6	yihI//pdxB//ascB//entS//sdaB//yojI//lsrB//nrdH//yadG//hypT//accD//dinI//cmtB//recD//tolC//ariR//ycjW//yqjH//panZ//yihT//narJ//lptF//udk//leuE//pbpG//thiI//yhbY//nuoI//glnE//thiC//moaC//hchA//insH-6//xerD//guaC//prfB//btuD//cobT//hcaF//tnaA//proQ//mdtC//arfB//groS//carB//uvrY//phnP//ydhJ//slyA//napF//mprA//ydhC//hisQ//gapC//tig//tehA//ebgR//gatB//rhtB//yidE//ydjK//ybhI//entH//hscB//ulaR//acrA//yhgF//phoP//alpA//rpmE//sdhD//tnaB//fhuC//sanA//flhC//hdfR//yjaZ//trxC//rpsE//cusB//yafN//accC//slt//sdaC//ygcR//modA//sdaB//marR//cysQ//fryB//fdhE//mlaB//diaA//gloA//surA//xanP//araF//rcsF//gcvA//ydiK//rhlE//pcm//rng//citX//tgt//rssA//hiuH//pta//zapD//deoB//idnO//ilvH//thiQ//norV//cusS//arfB//rpmJ//glyA//xseA//
GO_0006352_7	carB//xylA//elbB//yabI//
GO_0006353_7	alsE//eutR//
GO_0006354_7	coaA//trxC//dcuS//
GO_0006355_7	torY//lapA//ynfH//ampG//moaD//frdC//codB//rzpR//paaJ//hybA//ralR//fadB//xseA//ybhF//pdxJ//polB//pldB//blc//ydgA//arcB//dnaE//yidD//mcrA//acrA//frc//cutC//sspB//yphF//fes//hemN//aldB//pnuC//srlA//yhcN//yggN//rpsM//yaaU//suhB//recC//nlpD//hscA//bepA//frc//yihO//cbrA//apt//sgcE//bioC//waaQ//mgrB//yfiE//yidH//hcaF//yiaB//cusC//pabA//nemR//nrfD//metK//yfcA//lnt//rpsL//insI-1//pheA//yqgF//rzpD//phoA//tdcE//fryC//nrdI//dinD//ydgA//hscA//rpsJ//uhpB//ybhS//murP//rhaT//gltX//kdgR//aaeR//nikR//yjbF//nrfE//slyD//yidK//moeB//yqeG//glsA//nrfC//trmB//nemR//mltG//kbp//hemN//dacB//dgt//ais//mhpT//glrK//cedA//hflX//envR//lolC//lyxK//waaP//hpf//manZ//sbmA//xanQ//thrL//adk//adeP//nagA//rcsF//rfaC//flgH//emrK//mglA//adiA//flgG//cpoB//dgcF//rhtB//radD//trg//rfe//murI//gatB//fadB//gadE//aroP//nikD//yjbE//modB//rhaS//proQ//nlpD//flgM//nadA//ftsI//eptA//lolE//malI//yraH//tbpA//intF//yjhP//ycaO//murG//phnP//mrp//speD//betA//mlaF//frdB//btuE//pfkB//rpoH//zwf//fryC//aroD//rhaS//tolB//insI3//yhjB//mreB//metQ//sdhD//yegS//phr//uxuB//ccmC//lldR//bluR//allD//trg//yjiX//scpC//dusB//hldE//nhaA//sfmC//glmM//serB//fruB//rpsL//cas3//zraS//yjhG//paaF//ydeP//msrB//idnT//xapB//yqjH//lpcA//rpmG//nrfC//ydjH//rpsQ//uspF//degS//ilvE//phoA//xapR//ycgB//lgt//frwB//rzpD//prpB//nirD//ybiV//yhdW//dinQ//btuC//prc//puuC//rutE//xseB//ynaE//ybiI//mglC//nirB//hupA//rpoA//nmpC//tnaC//msbA//acnB//uxaA//avtA//yhdX//panE//corA//ydiF//ftsQ//prmB//yidD//murA//pheP//ttdA//dcuD//msrB//cdh//treR//sugE//puuE//fadL//cho//dedD//napC//livG//ybdR//hda//mdtJ//glcD//abgR//torZ//ilvB//dsbC//
GO_0006357_8	cbl//
GO_0006364_9	miaB//panZ//hicA//sspA//aaeR//appY//fucP//fadH//dsbA//glnS//rpsQ//nhaR//ybjI//rhaD//dauA//atpH//panB//recE//fliA//rcnA//mfd//tig//sbp//scpC//scpB//yccA//hinT//yjjU//ndk//fabA//rimI//araB//rpsK//yhdX//curA//yfgI//aceA//treA//fimZ//speG//nanR//speD//lysS//
GO_0006378_8	ygjK//potD//
GO_0006379_8	fdhD//
GO_0006382_8	rpnC//
GO_0006396_7	sgcC//glnS//hcaR//thiG//sapD//cobU//yraK//gspE//pphB//recE//rnlA//pnuC//nrfG//ydiR//radA//argP//ratA//deoC//nuoH//gatZ//pgaD//fimI//nudF//syd//mppA//gntT//hisD//glrK//hldE//amiC//sufC//cbl//ybiY//mglC//cynT//znuB//topA//sbmA//serC//yifB//hflX//ppiA//upp//yfaV//mdtK//xanQ//glnA//greB//hflK//tmk//ybiY//aroF//mltA//rpoH//yibA//degS//yacG//rplX//mglB//rsmB//rihB//ybjC//ispG//rnd//acnA//emrY//nhaR//mzrA//fruB//mqsA//yraJ//yqiI//preA//nuoG//rlmI//rfaQ//deoC//nanA//crl//uof//ymjB//puuR//yjjU//atpG//alaA//uxaA//citG//sdaB//ygjR//mlaB//ttcA//chaA//purT//rlmB//rmuC//glpX//ddlA//tufA//phoA//pepD//rpmG//yagE//
GO_0006397_8	ybeF//rpsT//hisG//
GO_0006399_8	exbB//eutB//mgtL//yibF//lysR//galR//rpnD//trpD//setB//bcp//ycjQ//msrP//tktA//yajR//ampE//clsC//rppH//ubiH//nirC//sodC//csgA//pflC//dcuS//wcaB//thrL//yidK//tktB//rnt//ybiV//yegS//polA//paoC//lrp//dapF//rhtB//nrfD//acrA//hyi//ldrD//galE//pphA//acrE//gltP//yehB//speE//dicA//puuD//yhfK//tdcR//rpe//holE//rpsS//ygaZ//phnI//pflA//rplK//metH//sdhA//thrL//waaH//mak//livK//sodB//tmk//ypjD//fabH//ybiY//ycdY//yehC//nuoH//flgB//dinJ//dpiB//gspI//pdeH//ssuA//yehU//hemE//folX//dnaJ//gmhB//mdtF//
GO_0006400_7	bioH//rpmE//yieF//rihB//ftsE//yfeW//sgcE//kdpA//fixC//tufB//rpoE//secB//menB//fucA//dxr//nanC//dhaL//yqcC//rlmG//metC//paaZ//ybaO//nth//lysS//yedL//chbF//yceK//uxaB//gnsB//yhfK//ackA//secA//menC//trxA//osmE//rcnR//yhaV//pth//ubiX//rpsI//wzyE//uxuR//gspF//lpp//fliS//yfaE//cysE//cobT//fecC//
GO_0006401_6	dtd//yqiH//ibsE//betB//fimC//gutQ//ybcC//leuA//yobF//lptE//frmR//dnaB//narZ//gntT//setB//rhtA//paaJ//sapF//gspF//smrA//rimK//tsaC//
GO_0006402_7	fumA//gabT//rplF//tolC//mazF//hxpB//dcuR//ychH//cedA//nrfE//garK//
GO_0006412_6	ghoT//gcl//ilvM//yedA//yhjX//yqjI//mgrB//ompL//bssS//kdpA//mrp//helD//narX//fklB//xerC//ydcZ//pabB//bamE//aroB//lldR//yaaU//lhr//rzoD//ttdB//ybiS//cpdB//nfsB//ynhG//uspE//yciG//nadD//clcA//yfbS//rutG//mdtC//fucA//ais//kefG//fucI//fadM//bglF//asr//psd//gadW//nrdH//atpG//torS//frdD//pflA//hisD//glyS//
GO_0006413_4	trmB//thiG//cca//
GO_0006414_6	ydfD//sodB//sgcA//gatD//cdsA//yeiL//metF//purA//eutN//
GO_0006415_7	greA//narK//tar//rsmD//rsuA//lhr//paaC//
GO_0006417_7	hxpB//ydcZ//yedF//narL//gyrB//nuoL//yecS//rcsC//slt//pyrD//rsmH//yqhC//flgE//rhmR//wecC//treA//mog//ldcC//yhbS//ttdA//ligA//uspF//rsmB//garK//fabB//nuoG//mmuM//pheM//yaaU//hslJ//emrY//rimO//ydjH//yhjD//trxC//bcr//murA//srlB//mepS//
GO_0006418_7	pspG//ribE//yecS//caiD//lepB//exbD//cpsB//luxS//proB//cmk//phoA//mdtP//mglC//yfdC//tatB//yjgX//recQ//ugd//rhaD//mdh//lolC//glvB//ruvB//yfhH//dtpC//
GO_0006419_8	pykA//
GO_0006420_8	ycjW//
GO_0006421_8	paaJ//
GO_0006422_8	rpmF//
GO_0006423_8	edd//
GO_0006424_8	yphF//nadB//
GO_0006425_8	sufB//
GO_0006427_8	hemF//
GO_0006428_8	hpf//
GO_0006429_8	yfgI//
GO_0006430_8	dacB//yjeH//
GO_0006431_8	rpnC//
GO_0006432_8	allS//holD//
GO_0006433_8	birA//
GO_0006434_8	elaB//
GO_0006435_8	mutL//
GO_0006436_8	ulaF//
GO_0006437_8	gmk//
GO_0006438_8	sohB//
GO_0006446_8	argH//nhaA//hemG//dusB//cysD//dicC//ygeA//
GO_0006448_8	rfaQ//yiaN//rlmC//creC//glvB//
GO_0006450_4	zraR//wzyE//rarA//lgoR//pbpG//ribC//tatE//yfeO//metL//ibsB//
GO_0006451_7	ogrK//
GO_0006457_3	yfcF//rpsS//lptG//ubiI//yagE//rfaB//cdh//sseA//ampD//rzoR//glcF//mdtB//potD//kdgR//btuR//ybjD//abpB//agaR//lnt//ypdF//rfbX//clcB//fimH//fcl//proC//fabB//aas//fepA//gph//ycbX//allC//ygeA//tdcG//essD//cdsA//uraA//hofP//insB-4//yfhH//atpA//
GO_0006458_4	dgcE//hybF//psuT//yiaB//prpR//recG//adiA//yiaA//
GO_0006464_6	yfdC//rapA//barA//miaB//valS//pcm//ydhC//yjeI//ygiB//cydD//ydbD//aspS//mog//hofO//yebC//pabB//miaA//rpnB//yeeJ//gltK//nrfG//nepI//yebK//ytfP//csgA//relE//mlaD//ubiC//panF//gatZ//rpsE//yfgO//rplJ//glmU//csgE//gshA//sapA//cobB//mnmG//fmt//ariR//pgaA//rho//ftp//argD//yfgJ//flhA//yfbR//nrdD//leuC//npr//kbaY//tyrB//yehY//yidZ//hemA//bamE//ybbW//pyrD//ybcL//gcvT//ubiE//srlA//yoeE//ynaE//fabR//yghB//fdnG//narL//ibsC//asnB//ilvA//yfcU//pstB//kbaZ//yieF//bglJ//ppiA//glnB//hrsA//fepC//elfG//yhdW//ynhG//dnaA//yahB//kdpC//selD//rfbD//modA//yghG//kbaY//ghxQ//dnaN//narG//fepB//glcD//alaC//gdhA//mltB//citC//sgcC//amtB//mltG//insI3//atpB//ribE//yahD//otsA//nudG//prmC//lysS//dinJ//yfiC//bcr//maa//tcdA//mdtN//ymfA//yfcR//obgE//yfeW//pgsA//gsiC//pdxJ//nudG//yacG//recO//yhhY//ygeW//carB//ypjD//dcp//dgcE//ychO//casB//recR//glrK//yhgH//dxs//bdm//hofQ//
GO_0006465_6	arcA//dadA//ushA//
GO_0006468_7	yhjX//rfaH//murE//ybiO//puuE//casC//yajQ//glmS//glgC//hycI//dkgB//dgcJ//nemA//exbB//speC//rarD//ilvA//accA//dtpD//xylE//gatA//serS//fecD//selD//hemF//ycbU//moaC//tsaD//yfcF//rnhB//potE//yqgB//fabR//rimO//lgoR//dsdC//mhpT//cmoB//yhbY//bioD//waaY//ldtE//cpdA//yidZ//caiE//ygbM//speE//pepD//pepA//yneL//pdeK//rpsS//cpsB//
GO_0006470_7	phnM//proS//puuR//priC//kdsB//cusB//dhaR//frlR//nirB//pheS//hofN//patZ//rfaG//frlB//cyaA//dgcN//
GO_0006473_8	yhbO//patZ//glrK//argF//mak//sspB//zraS//wecB//yieK//chaC//nagZ//parE//
GO_0006474_6	skp//pinR//asnC//citC//fabI//
GO_0006475_9	yqcC//potH//
GO_0006476_8	yraR//rbsK//plsB//
GO_0006479_5	yehT//marA//yjiA//queE//insK//dgcQ//tufA//tar//
GO_0006480_6	ybaM//
GO_0006486_5	hcp//
GO_0006490_5	menF//
GO_0006497_7	greB//
GO_0006508_5	rutF//sugE//dusB//nagB//araF//hslO//rzoR//pspA//mtgA//mutS//cyoB//yraJ//phnG//phoQ//pgaD//mhpT//ftsX//uhpC//purN//ybbN//fepA//lolB//rfaB//rseB//priC//lysU//phnC//rpoA//smrA//yeeJ//waaA//ybcC//lacZ//hupA//hisQ//nrfA//ygjR//citE//yidD//leuS//astB//sufB//glmM//bepA//deoR//yebS//ispH//dsdA//mscK//bepA//bglX//prmC//hcaB//pspG//acpP//
GO_0006515_7	hybO//mhpC//yhaO//etp//
GO_0006517_6	ydcO//rplX//trxA//mdtM//
GO_0006518_5	mcrB//tdcD//ydcZ//cutC//tdcA//actP//ydjM//mcbA//tgt//citG//fliS//gspE//recE//insB-4//raiA//rsmF//uhpA//evgA//entS//agaD//yecS//mngA//yicJ//feoB//ydcS//hmp//yehP//secE//pdxH//yebS//flgD//asr//csgG//aroC//nanC//agaV//rplC//gnd//murC//hybA//mdtI//ibsC//purF//zapB//uidC//thiQ//yibF//tilS//alsK//lamB//nuoH//hscC//pheP//luxS//rhaA//ybhF//yadC//entB//ldrD//tufA//rluD//yajD//betT//yghB//lysO//glxR//atoC//ybdM//yqaB//kdgK//pphA//dgt//gpr//yadN//recX//trpR//torS//
GO_0006520_4	ydiO//aas//amiC//arnE//yqjA//fdhE//ileS//thiC//hofN//betA//clcB//xylA//yoeE//yfgI//exbD//holA//bcsA//metE//yjcO//corA//infC//asmA//rhlE//mak//nlpD//malS//ycgB//tynA//ybbY//betB//betB//kdgT//barA//amyA//umpH//cysA//yidH//rpmF//matP//edd//ybiW//rclB//yhbS//qseC//ydcM//glmM//hpt//waaQ//paaG//atpG//ybeY//argC//decR//atoC//yehT//hldE//moeB//nanR//dppC//rcsA//fadM//ydiV//ycbU//srlB//intZ//leuE//argH//mpaA//rhsD//argP//gntR//trmL//ycbV//glpC//ygcR//rpiA//ydeP//rfaQ//ubiG//frlB//etp//tpiA//mltD//rfaB//yhdH//uidC//ackA//ugpE//rimM//atpD//hsdR//selD//symE//wzb//gutM//uidC//mgsA//abgB//ypdI//ubiX//rnr//lpxK//elaB//hflK//napD//stpA//mdtK//srkA//sufS//ribA//fdoI//pepN//ldhA//yhhY//gloB//ppsR//bipA//envY//fliM//lacZ//tyrR//panD//cra//recE//chbB//panE//gcvP//yidQ//lsrA//ykfM//uvrA//ibsE//flgI//yjiQ//sbmC//tatA//waaQ//yagE//ydhK//amiD//trpR//yjcO//ybeY//manA//dnaB//adk//nfo//ulaD//puuE//trxA//narH//pfkB//yjjI//fadB//fadH//fmt//ttdR//chbG//yeeA//gadW//fliD//mepH//ldrA//hemD//mcrA//dicC//yedA//rbsB//ssuB//rpsK//ybiS//ymdB//yhjA//modA//insE-1//rutG//uxuA//yqeG//metN//ushA//mcrA//gpt//dps//rhaD//rlmC//potC//waaP//ygjR//srmB//ugpB//pyrE//grxD//yphC//yghW//maeA//mdtF//trmD//kefF//hybO//ugpA//secY//rlmB//
GO_0006521_6	birA//afuC//aes//
GO_0006522_7	pstA//puuC//dxr//dcuS//frwD//rluD//flgK//
GO_0006523_8	rplA//hexR//plaP//rlmI//
GO_0006524_8	maa//znuB//ydeE//
GO_0006525_7	exoX//yajO//exuT//yhjV//nhaA//gcvA//aphA//nikB//cbrC//nuoM//folD//caiD//thrB//pgpB//speF//appC//cheY//rng//tdh//xapA//gntU//
GO_0006526_8	pdxJ//eamB//ralR//menA//yceD//arcC//fdhE//lplT//pal//frmR//kefG//rpiB//yjeH//
GO_0006527_8	xylE//rpnB//kduD//rluA//osmF//gspF//xylE//tsx//ftsI//
GO_0006528_6	hypE//yccS//hpt//ybeQ//
GO_0006529_7	prc//wcaJ//
GO_0006530_7	exbB//yagE//
GO_0006531_7	modC//dld//hofM//yfdR//yacG//prpB//nadB//ibsE//
GO_0006532_8	hxpA//phoB//
GO_0006534_6	yafO//yebG//shiA//dcm//rplL//lpd//dppB//gspI//rcsB//rhmD//ydiF//artI//lysO//
GO_0006535_8	barA//exoX//hflK//
