#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	bdcR//ssb//gcvP//gnsB//
GO_0090540_10	yhjD//crr//uvrA//
GO_0090549_5	ompA//crp//
GO_0090605_5	sapA//rpnD//dcm//yjbB//thrB//ydhK//yfcP//ydiZ//yihX//
GO_0090609_6	yqgF//hemG//bdcR//yhbY//sdaB//ftsN//abpB//yjhB//yagE//
GO_0090662_6	pgaB//
GO_0097035_4	xseA//rhaR//
GO_0097056_7	tag//
GO_0097164_4	proV//fdoG//gloB//ftsW//xisR//cpdB//pncB//lolB//gabP//casB//trpE//yciT//lsrA//trpR//btuC//aroF//tynA//puuC//elfG//msrC//waaG//livJ//waaQ//yfhM//yceK//sapA//
GO_0097237_5	crfC//menB//carA//nsrR//rpsA//glpR//yihP//cysW//zupT//rpmE//
GO_0097264_6	yebG//
GO_0097286_10	exuT//
GO_0097292_8	yahB//
GO_0097293_9	abgR//
GO_0097304_7	cdd//
GO_0097305_5	tusD//mzrA//truC//soxR//yahN//insK//
GO_0097339_7	ssuB//
GO_0097366_5	iscU//paaG//tsx//
GO_0097428_6	mtn//ycjR//acrB//ydiF//ftsW//shiA//fimD//
GO_0097435_4	ampE//garR//
GO_0097501_4	nusA//
GO_0097502_4	ascF//
GO_0097510_7	malX//
GO_0097532_4	dcd//
GO_0097533_5	glsA//
GO_0097577_5	yciV//hsdR//gsiB//
GO_0097588_5	modC//uof//clcA//yfdC//ldrD//alsA//mepA//glvB//dsbB//panZ//ndk//tyrB//entD//thiL//rihB//der//ibsC//artM//rne//sfsB//fliT//ftsL//bepA//rluE//ompG//gudD//xapB//yehY//uxuB//yadV//rfbC//
GO_0097638_8	uhpC//ybcL//queE//torA//
GO_0097659_7	ydcP//yhdW//tdcD//atpF//yqeF//csgB//wecC//yqiI//minE//agp//atoC//rimK//purU//selD//dcd//uvrB//casB//trpA//rplP//bisC//pdeR//msrA//yaaY//yeiL//ygeR//metH//yceK//nrdH//dacA//nagD//cusA//dsdA//ydjE//lamB//glnQ//metR//mrdB//dsbD//ydeO//zapA//pbpC//yehY//napF//tufA//dmlA//fadB//yggD//mmuP//arnB//rsmC//yjeI//mltF//minD//hsdR//hcaD//recB//sbcD//cdgI//yahK//glpF//bisC//yraK//ybdZ//casD//dppB//yqeG//yjbH//hpf//torD//tdcA//pyrC//prfA//pnuC//rhtC//glgS//insK//rapZ//ldcA//nlpD//malQ//radD//frr//cspB//ruvC//ymfA//murC//ccmG//msrB//aidB//lapB//yhjC//hprR//kdpD//rbsR//hicB//fmt//rcsA//yfgO//dgcN//pabB//rppH//sutR//rnhB//puuB//thrL//acrZ//ydaC//acrF//msrP//rbsC//yahB//fucI//yjiY//dcuS//iap//abgR//recC//araB//epmA//
GO_0098002_8	cyoC//
GO_0098542_4	cysN//ttcA//cysG//phnH//dkgA//hisI//lysA//lpoB//envZ//lsrG//
GO_0098586_5	rffM//rfaB//acrE//
GO_0098655_7	zraR//fepD//sufA//lpxK//yadG//rfaC//dppC//dmsA//rlpA//queE//creB//tolQ//frdD//lolE//panF//emrK//rpsI//tktA//potA//argC//gpsA//bioD2//recD//livK//yhcH//tsaD//ariR//yjhH//rplJ//rluE//manY//rhtC//hprR//soxR//yihU//clcA//arsC//trmH//opgG//nsrR//ibpB//fabZ//arfA//rutG//tbpA//rsmE//mqsA//rbsD//alr//udk//dnaG//sutR//prmC//nrdR//puuP//ilvH//dapF//rclA//eptB//erfK//rfbD//flgK//ssuC//amiC//patA//rcsD//ygaH//ibsB//yafC//paaD//bssR//manA//sufE//ycgB//ydjL//epmC//gpp//puuR//lacY//yceO//rutR//slt//frmB//ydcS//aroH//ydjH//yahK//tmcA//nuoI//alkA//fhuC//ubiH//soxS//mscS//alsC//fdoI//rbsR//cmtB//sspA//mltC//fabA//trmI//insE-1//bluR//betT//kgtP//
GO_0098656_7	yggE//ynfF//dtpC//rffM//map//hsdR//ssb//mtlD//soxS//araA//nuoF//clsC//cheW//yobA//yggF//msrB//insB-4//ybjG//hisH//hns//yegV//yhcD//rng//actP//srlR//fdoG//pdeK//ygcO//xisR//yiaN//glsA2//yadK//waaU//mgsA//pgaB//ibaG//ompW//napC//hicB//rpnB//oppF//fruK//allR//lolD//pgrR//arcB//clcB//rapA//hokB//copA//deoC//potD//mscM//ybhI//rraA//lysC//nusG//tadA//yegD//mdh//plsC//dicC//hprR//prmC//frmR//elfC//fklB//dhaL//citG//nuoH//ompN//pdeF//gstA//selU//yidC//paaB//ubiG//asmA//mglB//dicA//yfcP//ruvA//mepA//flgE//abgR//ascG//rzoD//wcaB//fdhD//macB//mlc//rffM//nudF//hybE//pnuC//pliG//hsdM//
GO_0098657_5	ygbM//rhoL//yccA//adeQ//rpmJ//nfo//rsmF//yqhD//dctR//ggt//prmC//tauB//rnpA//qseB//tdcC//murG//nlpA//yebG//murB//cheW//
GO_0098659_8	manA//codB//
GO_0098660_7	hinT//murF//aspC//ilvB//wcaJ//rutB//mprA//maoP//nrdG//leuE//dhaM//dicA//pcm//ibaG//ydaN//argH//proB//yfgJ//tdcB//ghxQ//acpH//yhaV//arnA//ssuA//sixA//nagA//cnu//asnA//lysC//nagA//paaG//murR//ydeM//mdtN//kdsA//ydiZ//wecB//rapZ//rhaT//gudP//ybaL//rplC//menD//tpx//adeD//mutL//metH//yghO//smrA//waaF//essD//cynX//arsC//abpB//malG//pgl//yhdX//norV//lgt//bioD//yhdW//afuC//glnK//clsA//caiE//elyC//gpp//hcaF//bdcA//kefG//rnpA//hemF//mntP//hisS//sapC//livF//nhaR//
GO_0098661_8	feaR//fre//hrsA//yqhC//yegS//setB//hscC//sthA//chbC//yejA//exuT//baeR//ybjD//murJ//dinB//nhaA//dpiB//sodC//hypC//
GO_0098662_8	wrbA//aroD//nhaA//glmU//cptB//hupA//yhjX//yneJ//gor//yfdK//livJ//glmU//feoA//yidK//ycjR//argS//gppA//yggP//rplT//csrD//speF//rpsD//agaD//zapC//hflX//ulaB//add//sbmA//yddG//ortT//rplY//tbpA//trxC//recJ//cca//adk//ftsI//surE//pgaD//yihI//mnaT//yqhD//roxA//paaK//ybgI//manA//yfbU//argC//ygjR//mdtK//ileS//cysZ//fdnH//glcA//hslJ//rarD//rplM//psuG//sbmC//polB//puuA//
GO_0098670_7	frvB//
GO_0098704_7	holC//queF//fic//mdtG//
GO_0098707_10	dnaQ//
GO_0098708_8	prpR//ghoS//bluF//fhuF//
GO_0098710_7	nirC//pstB//
GO_0098711_9	tdcE//
GO_0098713_8	lapB//nrfA//mdtN//phnK//
GO_0098719_9	rng//
GO_0098732_6	kdpC//yjcE//mnmA//syd//
GO_0098739_6	pal//cheA//yqcC//rpsB//arsB//sxy//fliZ//curA//kefG//ybhR//rhaD//glgX//bssS//glnL//gntK//msrP//nikA//ygiW//
GO_0098771_7	elaA//malF//mrp//hemD//gudD//gntU//rplP//uraA//bglJ//rseC//trkG//uacT//tauC//gpr//glgS//ybiT//citT//csgE//gatB//dgcZ//ghoS//nrfD//dapA//arsC//lpoA//glnQ//trpR//ldcC//galR//dapD//ulaD//sbmC//mutL//astB//hrsA//exuR//
GO_0098776_7	mscK//nepI//yihX//trpGD//glcE//
GO_0098795_9	leuS//
GO_0098869_4	setA//pstS//eutB//murE//uxuR//yfcS//feoA//cbpM//cbl//glnD//rplX//yjcO//ybiO//ribF//ftsP//clsB//pnp//rssB//fadL//dgt//yghW//exuT//
GO_0099046_5	cmoA//rcsC//
GO_0099116_10	frmR//
GO_0099131_7	yiiE//
GO_0099132_7	ppsR//frvB//ypdF//mltD//glnP//cysS//pal//frvR//yfbS//hisG//fbaA//hcaB//dgcN//ssuE//mukB//idnD//trmA//nikE//focA//yebS//alsK//ycaO//insA-1//
GO_0099133_8	metK//yciE//gpt//ydaV//ybiI//ygcO//ykfI//sdhE//rimO//mraZ//yibA//cyoA//ribE//yggN//artJ//rfaD//coaD//yegD//lpxK//pdeF//
GO_0099587_7	oxyR//fdhE//
GO_0101030_8	yohD//
GO_0104004_4	nudF//yfcA//hflX//basS//cusR//ybaO//yfiR//ubiD//paaB//yneL//cpdA//yhcF//cysH//amyA//arnD//ynfE//rmuC//yebC//rplF//dcuA//orn//yahF//rpsB//tnaB//
GO_0110017_7	ypdC//
GO_0110095_4	rapZ//waaZ//
GO_0140115_6	mutS//hdhA//kduI//slmA//rpsE//
GO_1900190_5	pnp//rffH//adeQ//betT//dapF//yqgB//mutY//cra//mioC//lldD//lipB//waaH//yjbG//
GO_1900191_6	ydaC//yegV//yhgH//mdtN//
GO_1900192_6	hldE//nanC//
GO_1900231_6	pdeH//nirC//crp//asnS//ycgR//
GO_1900232_7	yidA//cheZ//cheB//
GO_1900233_7	appB//
GO_1900371_8	fecB//
GO_1900372_9	hprR//
GO_1900376_6	preA//dgcE//rplI//
GO_1900377_7	yegV//
GO_1900378_7	prc//
GO_1900542_7	allD//
GO_1900543_8	gudX//
GO_1900704_7	mlaE//
GO_1900705_8	clcA//
GO_1900725_7	yeiG//
GO_1900727_8	yajL//
GO_1900749_6	livJ//
GO_1900751_9	gudD//
GO_1900866_6	crr//
GO_1901068_8	yfcR//rssA//nfi//rhlB//lpxL//rrrQ//yggE//cysQ//nei//lldP//aspA//
GO_1901069_9	gldA//
GO_1901070_9	hypD//zapE//tdk//yqaE//
GO_1901071_6	atoC//fixB//yraK//gatA//tdk//
GO_1901072_7	gspF//pcm//leuC//rplP//
GO_1901135_4	prpC//agaR//ytfP//yhbQ//ydiV//cheZ//metE//mlc//sodB//proW//glk//ydiP//ldtE//cca//rfaD//glcC//rppH//ybaK//ychO//rsmH//spy//glgS//sixA//dnaC//yajD//hemF//talB//mdtD//rtcB//ybiT//ybaQ//uup//pntA//malQ//asnA//flgC//ccmH//cysS//tehA//ais//amyA//narW//dgoD//yciT//prkB//yhdJ//lsrG//chiP//flgA//fliG//gadA//speA//cysM//tsaC//uxaC//frvR//essD//mhpT//ymgF//prfB//dnaA//ccmG//mdtO//ybiW//ilvD//bluF//rluD//rlmA//holD//ybeQ//exuT//nuoL//ftsE//dsdX//uvrC//mdtN//fadE//elfD//ypjD//rluA//speB//lpoB//dbpA//pstB//rihA//entH//arsB//mtr//yejB//artJ//yfaL//xisR//rutC//mrcA//nlpE//artM//rpoA//yhaO//alsB//mioC//frlA//priA//yidP//surE//mgsA//dctA//dapF//ulaE//ygbM//mngB//yehB//ydjJ//tnaB//appC//nrfC//hldE//yjcS//ilvB//holB//hrsA//iap//rlpA//bssR//pcm//adeQ//epmA//ftsK//ybhD//hchA//rhaM//rayT//rodZ//greB//ridA//rimL//allC//ascF//tolA//cpsB//thiH//glrK//trmD//dtpC//efp//yehC//ybdR//polA//agaW//talB//dtd//pnp//yhjB//rof//prmB//glgA//mngR//efp//nirD//groL//araB//yahF//insI-2//ogrK//wecA//sdhD//rstB//ddlB//pyrF//trmD//msrP//dinB//carB//mgtA//fruK//insA-2//hfq//nikA//gpmA//recN//umpG//ycdX//glnD//ybjG//yahK//dam//hycB//iscR//rhaD//gatB//ompG//pck//gatY//purD//ftnA//hicB//nikA//torC//fkpB//aroD//purN//nlpA//fadM//casC//csrA//lldD//trkH//ycgV//dgcZ//yedA//glvB//ybgP//leuS//tauC//amyA//ttdT//rpsK//ccmG//coaE//sspA//yghW//nmpC//rcdA//betA//entA//hisS//uxuB//dsbC//yeiL//yidP//uvrA//alpA//yraN//hypC//bisC//allB//ygiB//tsf//uxaA//wecC//arnB//umuD//deoB//pyrF//clpB//tktB//gudX//ykgF//tolC//rfbC//casA//fre//hisP//yadN//rspB//moaA//torS//fadE//priA//idnD//hslU//hsrA//ugd//gph//rffM//ebgR//yahD//fkpB//ascF//
GO_1901136_5	dnaQ//cydD//acpP//yidP//epmB//cheZ//nrdA//argD//pdeK//norW//ppx//ynbD//cysN//uxuA//truD//dppF//yiaN//potA//insK//hha//xylB//ompW//ybjX//yfbR//gspF//qseC//yafN//agaI//mgrB//yidC//csgG//accB//hisD//yeaG//cpxA//tatC//tamA//bcsA//ynfL//yfdS//pdxH//flgH//entS//pagP//rnhA//panE//ygeW//ogrK//ybfE//rlmA//guaA//yfaV//
GO_1901137_5	ybhD//gatC//ybiY//ygcR//rlmD//uhpC//cysZ//betT//dppF//glsB//cbrC//radD//yafN//gpp//uhpC//ycjY//dcuB//galU//rbn//surE//yehP//aldA//gdhA//hflK//ftnB//mhpA//mnmC//yfbU//ilvI//moaE//nadB//rph//fbaA//yfaE//mrr//ubiJ//gsiA//abgR//mltD//nfo//ybdM//rlmC//rffC//hslJ//feoA//argE//insK//csgG//mngB//tmk//lolB//bepA//ygiV//cobU//metF//sdaC//trpR//intQ//serC//hisI//eptB//essD//proW//dpiB//prmC//lhr//yceD//frsA//tcdA//waaG//aaeB//uxaA//ilvD//murE//napB//patZ//frvA//sufS//cynX//exuT//lptF//dapA//znuB//trpD//gltD//blc//ubiB//ygiS//nrdA//pldB//fepD//ulaC//phnI//moaA//hisM//iraD//rclR//garR//ligA//aldB//yeaV//agaD//cysP//yigL//ybhJ//csgB//lptC//hisD//rpsN//arsB//norR//lrp//chbB//yhaO//hokB//bglF//fetB//ygjK//fecA//moeA//glpX//yjbG//yahI//acs//rep//chpS//cdsA//acrA//yjbH//fliM//pgsA//hslU//sufE//rhaR//ldtA//xanP//cbeA//trg//gpp//ldrA//rutB//astB//mscM//yqaE//bdm//dmlR//envY//holA//pncB//kefC//lsrG//preT//yebK//tdcC//kdpF//glk//tpiA//ftsN//flhD//
GO_1901159_6	hyaC//yieL//dps//
GO_1901160_5	gloA//iscR//sixA//
GO_1901161_6	epmC//ascF//cpdB//
GO_1901260_9	insI4//
GO_1901264_6	cobC//deoD//arnB//cdaR//rpe//mobA//ulaG//lon//elyC//ybjD//xylH//ybjL//tdcE//prmA//ycbX//hfq//higA//argG//minD//recA//narV//rhmR//trpD//lgoD//dnaQ//gadA//cmtA//rbsB//rplP//lsrB//aroA//sspA//rplR//yejA//aroK//iscR//rbsK//mdoD//pspF//ampH//cvrA//glpB//yjcE//truB//
GO_1901269_5	rpsE//iclR//rluC//cysU//flhE//lgoR//holA//radA//mepM//paaA//aaeA//mdfA//
GO_1901271_6	torD//agaR//rsmE//fixB//appA//ycgR//nuoG//ubiD//sodC//allR//dnaG//rhlB//
GO_1901275_3	oppC//
GO_1901281_6	tonB//
GO_1901292_6	rpiR//hflC//yciV//cmoB//yhhZ//tatB//uacT//rnhA//bluR//rplQ//rhaT//puuE//yejA//hisP//araE//nanC//rclB//tcyP//yhcD//manY//uvrA//guaB//nrfA//mmuM//phoE//maa//iscX//mnmC//yraH//mdtP//ypdC//yfbV//
GO_1901293_6	flgE//araG//ssuE//yfcA//flgI//cydB//folC//moaB//argR//entH//pcnB//fieF//zipA//tamA//ycgR//secB//mdtK//mtr//mhpB//purA//sufS//ygeR//fklB//dbpA//aroH//argF//fadD//garP//hemB//mfd//hemC//rnc//def//ptsG//dcuA//lptF//htpX//lsrK//nrfE//patZ//rffT//tag//basS//tsx//nei//rpoH//mltF//nagB//arnF//cirA//hemB//argC//dsbD//lit//kdpB//sufD//trpGD//ybiT//add//acrB//recB//ygcR//secB//btuB//borD//exbD//sspB//mcrB//xylH//fimD//queA//ydaV//rhaT//rhtA//nuoN//
GO_1901360_4	yhjA//yjjU//xylE//cysI//acpT//cydD//mutH//focA//glgB//mutL//tdcE//rzoR//dinD//ttdT//eutN//ydeE//prpD//narQ//cysH//rfaC//ftsQ//ybhA//zur//cedA//yphD//flhA//gnsB//fliA//murA//fnr//ygeR//trpD//erfK//yedX//rnpA//yegD//nrfD//queC//yddL//pagP//fimD//fumB//pdxA//mrdB//xapR//tqsA//yfgJ//pnuC//rfaD//aes//fepG//waaL//gluQ//yneL//mutH//yhjG//opgB//djlC//cyoC//yajD//yeiE//rplK//dsdC//yibT//yddA//bioD1//glnA//xerC//metF//oppB//hyfR//ydcP//ynhG//codA//ravA//intQ//umpH//matP//argS//rnpA//uidA//pyrB//gshA//yfaX//dicB//mdtM//flhC//yigL//dicB//yfgI//glnP//acrR//dusC//flgA//prmB//rcsD//srlA//gor//tcyL//gnd//ubiA//rplA//folP//tpiA//epmB//malE//baeS//mlaD//yfjV//yqjI//insH-6//ptrA//panF//mtn//ptsH//aroH//gcvR//rfbC//hemG//csiR//pepD//pflB//ccmA//mtgA//cueO//ybhJ//flgB//thiQ//trmH//yihU//ompR//trmH//wzb//xapB//trmD//paaA//mdoD//yfcA//ruvA//gsiD//cdh//cbtA//hslO//yfcQ//betI//fetA//holA//hisG//purA//cmk//cysC//pheP//yajR//rfaG//fadH//lapA//mprA//fliS//prkB//opgH//dinJ//dosP//cydD//mtlR//elaD//alr//glsA1//yajD//dhaR//recE//ydeE//degS//rcnA//thrS//ydcR//mrp//insB-4//gltD//murP//glpA//atpD//ybbN//lpxL//yfcR//pflA//mdlB//lsrB//pdxA//ypjD//gmd//tufB//rffM//cusR//rpsG//lpxC//sgbE//ribA//bioB//pgpA//cyoC//mrdA//cysI//yedL//nikB//panZ//mrr//metE//agaA//yfeR//mutT//ftsA//hypD//paaJ//caiT//mgrB//betT//rpnA//nlpI//ttdA//frdC//yjbG//pstS//glpF//glmU//ppx//fabD//waaC//kdpF//ilvN//ispA//csgE//ddpA//fimE//ybhJ//metB//ascF//ypdF//abpA//epmA//dapD//surA//etp//mrr//ychO//adiA//arnA//gloC//yfiR//yoaA//hldE//yhbQ//gabP//paaZ//yfgJ//phnM//yqaB//yiaM//blc//acrZ//yihL//tusA//menF//rpsQ//cirA//araE//ycjP//yhdH//galM//alaS//mdtI//hisD//kdsA//ilvA//mtr//lptG//fimI//yjcO//hyfR//phnM//fliL//alsK//rcsB//yqjI//katE//cysH//nei//rcnR//yeeA//guaA//dapF//hofN//ynjA//hda//glxR//pgaD//ycbX//yjjV//fhuC//yfjR//gadA//ydiZ//rbsB//rimP//fic//hicA//ssuC//yohC//ybaL//asmA//pdxY//tsaE//waaQ//hypD//fiu//glnB//rhmR//yaaJ//ygjH//trpC//mcbR//miaA//smpB//ftsA//ygbN//nudC//sodA//mug//chbG//exbD//caiB//yehW//yqaB//uup//phoP//mprA//hofN//yciK//htrE//hisC//ribD//nrfB//cnu//zntA//crl//frwC//torI//casE//ortT//fucP//fdhF//thiM//pliG//rna//pgrR//mscL//ftsQ//flgF//cheA//fepB//udp//flgJ//aer//ygdG//htpX//yeaD//yihQ//lpcA//ybiA//speG//ycbU//rfaD//insA-1//radA//nadB//ydeO//purN//dut//acrA//tomB//ynjD//nanC//thiQ//prpR//ypjD//cpxP//dcp//mhpT//nuoB//rhlE//ldtC//metG//hdeA//cueO//ibpB//yibA//gabP//ykgA//zapB//fhlA//sbcC//mgtL//hemF//rcnR//galT//agaR//hisI//hcp//tcyP//dnaK//hdeA//ampG//rcnA//cedA//yqiH//aceF//truB//zapB//iscR//wecA//pheS//trmI//hpf//fadH//holA//ribC//yjtD//phoQ//trmO//melA//yneL//skp//rsmA//mepS//rutD//setA//eptA//kbaY//sufS//mgtA//cueR//ytfE//aroC//cra//insE-1//recO//lpxH//pgpC//aceA//pdeL//sspB//cpxA//pdeR//gpp//abpA//selD//csgA//ugpC//tnaA//yijE//aslB//ydaV//dgcJ//hycI//glnK//nfi//yiaJ//opgB//tauC//rrrD//mqsR//dmsB//sdaC//ftsQ//djlC//pth//pyrL//cheA//obgE//exuT//zur//nusG//flgF//symE//yahK//narK//abgB//rfbC//ybhA//rseC//rpoS//nuoN//der//fbp//adiY//tamA//rfbB//purT//add//yfbV//cadA//yfiF//kduI//pstS//waaA//atpA//rarD//csiD//ygcO//ihfA//secF//hslU//tatA//ispA//ydeM//insH-5//tdk//chbG//aspS//lptC//srmB//menE//mutS//xthA//nadK//npr//aaeA//uxuA//nei//yidK//murG//mreB//speD//ptsG//yehC//ychF//msrB//gph//satP//paaZ//napB//murE//iscS//yqhC//caiF//livK//cca//murI//ibsA//nusA//uspG//atpE//relB//pnp//gatY//yeeY//ymdB//rep//cheB//fbaA//envC//yjjU//uidC//ugpB//nuoM//yijE//lpd//ybaT//rho//insK//barA//lit//paoC//dmsB//guaA//yihV//borD//yadV//ibaG//mdtO//fepD//ppiD//flhA//mocA//coaA//amiA//bcr//rna//yfhM//mntR//lapB//dgcZ//phr//ugpB//yehC//yjiA//pitB//sanA//ygbM//cbpM//gatD//rnb//hofP//rnhA//hybC//ydeT//yegT//yhaM//recX//ccmG//glgS//yabI//trmO//pppA//srmB//rpsR//paaE//hxpB//puuA//dut//ynaE//kdpF//queE//umpG//clpP//tbpA//fixA//yfaU//rnt//pckA//ilvB//yggW//gltD//livK//prmC//setC//rplB//rpmB//gcvH//cysI//glxK//lepB//yhhZ//artP//ymgA//dnaN//yjhI//tynA//kdsD//ldhA//yedL//iraP//gudX//ydjH//ynfH//secF//ispB//hcp//rpmJ//agp//bglJ//folD//atpH//helD//fecD//galR//yhdJ//trmO//tauD//panB//syd//ydiZ//cmoB//murE//acrA//hemC//glsA//atpG//kdsB//tsr//insI1//clpB//uidC//rzoD//dcd//nikE//srlD//yedA//uidC//nirC//hprS//narW//paaC//allR//ynbD//cusB//uvrB//yccX//glrR//rhsD//pdxJ//pabC//proV//ycfJ//bioC//torR//paaX//nrdD//fkpB//ybiY//ybcL//narQ//dmsB//rpsP//ycgB//zinT//treA//yihW//pgk//agaC//rpmF//metH//lpp//waaL//obgE//yfjV//paaC//phnP//glsB//rplX//nupX//ydcS//pyrF//hrsA//mraZ//pheA//pheT//yhbO//yraR//uspB//nhaB//yraI//citT//aceB//glcC//kdpE//rpsP//phnL//mdlA//matP//yibA//hokB//tpx//bepA//hipB//thrA//skp//puuR//ycbX//malS//mglA//secY//nth//fdoG//glgC//purB//
GO_1901361_5	tufA//nrfA//ybaO//zitB//iclR//pdeL//asnS//gspE//nrdB//cysD//ybhR//edd//yehC//hyaD//yaiV//btuD//queA//bioA//murF//bglJ//insI4//yehY//gstB//araH//waaC//entS//ibpB//ptsI//yjjQ//dcuB//dgcM//ftsZ//rlmC//rseB//mltB//bssR//atpC//hofM//pdeK//phnO//fixA//ygeA//ompN//waaO//pepN//wzc//cdgI//yecS//diaA//rpsM//ybjC//fdnH//rlmE//mdtO//yqaB//hprR//gltL//yehW//coaD//ygiN//mnmC//aidB//citX//sucD//chpB//queG//zapD//ompN//thiQ//fadK//rffH//recJ//mdtP//grpE//prpD//potG//ubiE//kefC//uxaA//dnaJ//ldrD//alpA//feoA//glcA//gatB//cueO//elaD//ydcZ//gutM//aceK//cysA//degS//nrdR//eptB//birA//manA//pyrE//ybjG//yadM//fliL//nrdF//ulaC//dps//sucB//tag//parE//priC//rbsC//yjiR//aspA//metB//ybhJ//secF//arcA//rplR//crcB//oppA//adk//dgcN//ubiD//rutF//ndh//rcsB//rraB//xanP//bepA//
GO_1901362_5	nrdA//torY//tdcC//agaA//modA//gadC//yehC//dnaQ//lysP//oppC//ynbC//gluQ//ygeW//mliC//nanS//paaB//cedA//yoaB//paaC//rcnA//ydgA//mltG//crr//menA//murB//mlaD//yqjA//rraA//ibaG//xanP//yebG//chbC//ybaO//agaS//yciG//wzyE//rfaB//arnD//murC//fimE//yccX//lpxK//rssB//rsmC//hybE//waaP//metQ//dusB//rutR//sbmA//narJ//rsfS//glrR//yegS//fumC//ykgM//eutA//rnlA//nimR//recT//cysN//yacG//rhaM//cmoB//lgoR//yhdZ//sfmA//ybhA//dnaX//nuoM//manA//citG//yadG//mgrB//uvrD//mdtJ//rlmB//rihB//yfeD//truD//yidK//rlmN//hcp//dppC//betA//flgC//yihL//ygiW//zitB//pspA//wcaC//fdoI//yagU//tehA//ybdR//sutR//prpB//frvA//gshB//yeaG//entB//nlpA//fucA//rsmF//ydiF//pdxH//nlpI//mdtI//hpf//potD//potC//rnpA//exoX//nuoL//yadV//dgcT//mdtK//rssA//yraR//xanP//puuB//ibsE//rfaQ//insI4//purN//qseC//nfuA//copA//glcA//cysW//msrQ//mlaC//flgD//dinD//arsR//panC//yfbV//xylA//dgcT//dctR//frvR//secE//rzpD//dam//norR//narL//gabT//rpoS//yedL//rutD//ibsA//mtlR//ftsA//yejE//mngA//metR//panB//hrpA//yhaJ//truD//recA//ytfQ//pdxY//umpG//allD//mreC//appY//icd//fis//rbsK//sstT//pgm//hflX//ynaI//comR//paaJ//nrfE//gfcE//fdhF//moaD//mdtO//mltF//tufA//yciG//metF//dnaA//sodB//hemD//wecA//scpC//glnB//waaC//lolE//yahD//pspG//phoQ//xylR//ptsN//secY//ribA//rhtA//lpxC//astB//leuS//nfsB//gatB//rusA//dgoR//glvC//recB//xylE//rpsH//sbmA//yciG//ubiH//trpE//lolB//ptsG//metQ//rho//ybjD//fliM//plsB//pnp//hyaC//ydcT//gadB//rplL//dusC//panZ//dadA//kbaZ//pck//fdoI//insA-2//galS//cheZ//argA//ispA//xerC//mgrB//glsB//dmsA//moaA//rlpA//gpmA//feaR//selA//zwf//ynfE//hicA//opgB//hemH//proA//dcuR//dgcT//ptsP//yfcA//pth//phnL//rbsD//epmC//fhuC//clsA//cmoB//tap//yiaF//yggF//intZ//lsrC//ynfF//rlmL//mutY//ygeV//rclC//hokB//mntH//gspF//yedA//cyaY//nrfG//cdsA//rdgB//tusC//mngB//frdB//wzc//dmsC//fruA//wrbA//cdsA//pyrB//relB//mlaF//elaB//fklB//agaD//yejB//cof//iclR//pspD//ahr//phnM//dicB//frlC//livG//napB//mlc//abgA//pdxH//dnaB//hdhA//xylE//ftsX//yfeX//hcaB//secE//tauD//hypC//hyfF//flgH//ulaG//wecA//fimZ//mgrB//phnC//mdtP//rfaD//ybcL//mgsA//ydeP//prfA//degS//waaZ//entD//metG//purT//motA//purR//pgpB//xisR//nadD//gloA//ibsC//glxR//dgkA//lgoT//yciV//rimM//glpG//cas3//ghrB//prmA//ynaI//hemN//yhgF//pdxJ//uvrA//murF//ygjK//btuR//rsgA//lysC//dgcZ//yegS//secM//ubiG//yajO//atpB//yidK//ilvM//cspE//cpdA//yfiE//aqpZ//pgm//mdoD//focB//yraH//yfcG//murJ//ybhJ//rseP//
GO_1901367_6	nlpA//dbpA//
GO_1901401_6	rnc//
GO_1901422_5	uspG//lptG//yqaE//
GO_1901440_4	gadA//
GO_1901441_5	rep//
GO_1901463_7	relB//
GO_1901530_5	ybhR//eutA//fepD//rpmA//
GO_1901562_5	yihO//
