#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hyfC//crp//rplA//lysP//
GO_0071704_3	galT//yedX//rplN//qorA//pgm//speC//lldD//fecA//preT//ppx//dsbB//eno//dctA//ydiK//rcsB//recN//argR//epmC//accA//yhcN//menH//cheR//proA//recJ//pheS//emrE//guaC//cspI//ubiA//insB-2//setC//msbA//glcA//glnP//macB//rnlB//glxK//arnA//malY//pabC//cusC//nuoH//yjcO//gmk//agaC//arcA//pgaD//garL//panB//phnO//glmM//cueO//xerC//rfaQ//rep//galP//lsrK//gapC//mntR//prmA//cheR//atpF//elfD//fabH//hinT//malP//ygcW//gdhA//hofN//hyfA//ttdA//queC//insI1//copA//glnB//fadB//cspI//insH-5//panC//mhpD//ybiA//phnK//argA//csrD//acrE//gspF//yfgO//sgbH//ynhF//yiiD//ycjY//glyS//tusC//mhpC//tag//hldE//rzoR//dgcE//truD//wecE//gsiA//ymgF//yiaJ//amyA//recG//yqaA//prpC//cstA//rbsD//proP//evgA//thrC//manY//aroP//rfbB//sucB//eamB//ydgA//mutS//fryC//soxR//gltL//trmI//emrD//prpR//ycjP//casC//atpD//torR//nuoM//fhuF//rplY//ispB//yhdW//rssA//dgcE//rpsA//sapA//citX//tatC//rssB//decR//yihV//basS//thrB//mliC//exbD//yfiR//recT//hyaA//kbaZ//pgk//ftsK//mdtF//xylH//yqgF//mfd//dppD//rnlB//narL//torS//ydfH//paaJ//zraR//bglJ//fis//acrE//kch//pth//mdfA//glsB//sucB//secB//uhpA//ynaE//yihP//pyrE//yidC//thrC//roxA//hybG//rpsE//pyrF//mrp//fdoI//pgk//yceK//ybhA//thrA//kdpA//xanQ//trpD//garD//rplW//mdtK//gfcE//ygjK//mrr//glmM//artJ//proW//yfiE//holD//csgF//tatC//rplW//rplE//frwC//alkB//actP//oxc//insE-1//exuR//rimP//yejA//xanQ//bssR//alpA//ybhG//entD//ybdN//alaS//ytfQ//narX//coaE//cstA//tehA//chbB//recO//mntS//elfD//ygfX//gloB//mtn//lon//dacC//ccmF//rluC//frr//yiaT//fbp//sfmH//mutY//nusG//ygbL//yiaU//def//yahK//sbcC//glpF//ftsX//torZ//ycjU//nadE//dapD//yagF//ydiB//ispB//sgcE//ybdO//glsA1//hchA//zapD//scpB//brnQ//fdx//garL//rfbD//hslU//cspD//norW//mhpT//rpsE//ynjA//yjaA//patD//rsmF//zapE//rplD//ftsE//pgaC//alr//yebC//holC//metK//nanS//potH//udp//csrA//fliZ//yehC//argF//rsgA//helD//glvC//mobA//psd//arnD//speC//nanS//rplK//prmA//yegD//atpE//mtr//creB//flgH//rssB//amtB//livH//cspI//tsaE//yhjD//nth//dcuS//yehU//ftsE//livJ//fabH//pgaB//ygiS//araB//zraS//paoC//dacB//waaG//yagI//hemH//yehZ//livK//basS//yiaJ//ldtE//hypF//pfkA//tsaB//zapB//uxaC//maa//cdd//npr//ybdG//yjhC//gcvA//sbcB//yebQ//pntA//kdsD//rng//hdeB//lysS//etp//speB//rna//basR//cas2//pyrB//artQ//clcA//rclR//argG//ariR//add//lacI//caiF//kch//yebK//yrdA//malS//leuB//tsaE//gspI//ubiE//yqjH//fimE//sugE//livH//fkpA//mdtB//ydiB//xthA//argI//yjjB//rclA//caiE//gspI//fur//gloB//ymjB//mobA//pabA//garP//patZ//yggW//betB//waaA//xerD//yajQ//seqA//yhcD//baeR//yfeR//acpS//zapD//wbbK//csiD//ybhG//glmM//allS//gluQ//rpmH//rsgA//insF-1//yadV//rtcB//yagG//artQ//trpS//etp//dsbG//rluA//tdcD//yehU//arsB//umuD//fic//mdoD//rimM//ydhJ//greA//sseA//yfdG//cpsB//alsB//dkgB//yafS//pflB//gmhB//cydC//ade//trpD//nuoH//tamB//ogt//rof//gpt//fdnG//manY//pmbA//rph//tauC//ydfG//prfC//agaB//nemR//dctA//glmU//yfgJ//rmf//eutN//deoR//metE//gpt//cvrA//rpsA//epmA//yfeX//rplD//clpX//thyA//glgS//ubiH//ydiO//yghU//rpsQ//lsrG//cynT//yjaA//phoR//mhpC//hyfC//sulA//rplJ//araB//lptE//insI-1//proA//dgcT//nlpA//trmH//ldrB//yedP//nanE//ybaK//mlc//nfo//fepE//tdcG//ldtD//ynaI//glnB//rarA//mnaT//lolC//ybjG//pheS//yajQ//sad//fliK//aspS//bamE//ygjH//thrS//gmd//arfA//insK//osmC//uxaB//tdcC//yehC//ygiW//epmC//nrfE//fadA//rpmA//radD//rpnD//mpaA//hexR//baeS//mntS//eptC//galK//ogrK//rfaD//rclA//rarD//hscC//ybiS//yeeL//envY//prfA//xylA//hybC//glgX//uof//znuA//ybbW//htpG//cnu//kefC//ybaL//araC//gltX//yieF//napA//seqA//xthA//flgF//yqaE//ugpB//priA//argB//sgcA//potH//msrC//hflX//gsiB//phnH//abgT//flhC//cspI//amyA//mhpR//mreB//rpsB//nlpI//puuR//glgS//lamB//rplM//pcm//rpsG//aqpZ//maeA//clcB//yiaA//fdoH//recQ//nrdI//ynaI//thrB//fepD//appY//speE//ygeX//zraR//insH-5//hisG//glrR//yraI//hokB//yafO//dmsA//modC//abpB//aldA//rfbC//glnS//speB//murB//menE//rlmB//ampG//yciH//ibpB//cysW//yddA//ygiV//rrrD//glxR//ugpA//cmoA//mnmC//ytfP//dsbD//gluQ//elbB//uspF//hypA//rplO//yeiE//yifB//yfjR//gadE//aaeR//rnt//fdhF//barA//abgR//kup//pabA//lapB//dxs//xylH//yqgB//zwf//aceB//rlmF//cspE//speB//narJ//yjjQ//cusB//ybdR//proS//sucD//purN//murI//trmH//rfaF//asnB//tauC//prmC//hsdR//mdtG//sdaB//panZ//fadK//ppsR//ugd//fumA//djlC//dadA//ycdY//apaH//ybgP//hslO//gcvP//paaJ//ydcZ//cbrC//asd//iscA//alsB//nuoE//proB//cbrA//hemB//manY//norW//agaS//preA//dnaK//phnO//alaA//bioB//mepH//mntS//yqhD//rbsR//metL//yggX//dgcZ//znuC//phnJ//ybiW//cpxR//modC//dtpA//atpF//napD//glnE//relB//yhjD//mtgA//yfhM//cynX//lgoT//opgD//nrfD//ubiJ//yiiE//hdhA//serB//nfsB//serB//zipA//ghxP//phnH//yaaY//cusR//hcaF//clsB//hisQ//pnp//hyfA//gntK//eco//narJ//yjjW//patD//opgC//ydaN//paaK//ybgI//eno//cho//lplT//ydiQ//matP//yjhG//phnP//yraN//insI4//ssuB//yihX//rpmJ//wecE//ftsZ//higB//rimJ//ugpE//upp//frc//rlmM//hsdR//yahB//garR//yibA//ygiN//crl//ycfS//rsgA//tktA//ariR//lpd//nadD//hcp//nfuA//aroG//tktB//icd//ubiE//arnE//rplC//waaZ//recG//lplA//tauB//ybiX//nirC//glyA//hemF//dctA//yddG//eptB//yjhP//alaE//pphB//yneL//galF//purB//rclA//umuD//sucA//leuA//speD//ypjD//alkB//ibsE//bglA//dauA//kbaY//mtnN//hchA//htpG//cirA//hemH//gltP//nlpE//mdtG//zapB//dgt//lysO//uvrB//tsgA//rplN//mdtK//grcA//betI//lptC//yehD//nadD//ymgA//fliK//oppB//bioF//acrB//dnaK//mscK//prfC//yhbX//rnhA//atpD//dtpA//yhaC//ybaT//ralR//ulaG//yiaO//nupX//gsiD//hfq//hicA//mngR//yieK//sgbH//poxB//lit//rayT//nagC//mprA//mdtL//ftsK//alaE//nanA//sucC//dxr//cysK//ygeA//greA//cyaA//ynfK//yrdA//kbaZ//tdcF//qorA//hyaD//mscS//fur//rpnB//lsrD//htrE//yebG//cbpM//atpG//kdgK//acpP//rlpA//gpmA//yceK//yaaA//pfkA//feoA//tbpA//patD//ydeM//puuB//lit//fixC//phnJ//rmuC//rdgC//eamA//yeaE//yjeI//birA//btuD//ydbK//yagG//tas//waaO//glnQ//cmtB//ygbN//kdgT//mdoG//rnr//acrB//aaeB//acrB//tdcF//btuB//lysO//chpS//ldcC//hyfR//prs//yjfF//bcsQ//tsx//rimO//nanC//ogt//lptB//nikB//fadJ//ompF//cysG//pdxK//rlmL//rpiB//dgcN//arsB//lasT//zipA//yneL//gshA//pyrB//fiu//bluF//glpT//yddG//tpx//rplM//ligA//cyoD//bolA//yraJ//ushA//sdaB//insH-6//rzoD//thiM//aroG//clsB//mdtC//rplW//yejF//lyxK//ydeT//yddG//yfaX//recX//yghB//rutR//ydcT//dhaK//melR//galT//gnd//proB//rluB//coaD//ydaN//grxD//yhbX//yjbF//glmU//ybjL//yphD//yfbV//rhlE//yraK//fdoG//sfmD//glnQ//recT//mdtB//rffC//bluF//dgoD//gatY//ogrK//nadK//cas1//dkgA//sugE//nrdR//hpt//yoaA//hscC//sdiA//pstC//hyaA//lolD//lldP//tpx//dusB//aqpZ//mocA//hexR//tomB//mltD//phoR//pta//ccmC//tpiA//rlmA//rnb//xylR//deoC//yiiM//mqsR//mscM//tcyP//yegT//tnaC//prkB//rlmB//cusS//fadR//tktB//xylR//ebgA//nfsB//aas//pck//ydjH//bamC//rnlB//ydjJ//btuB//fabH//rpoE//mnmE//yhfS//ycbV//pdxJ//acnA//queA//rsmB//fur//gsiA//yhjB//cusB//rimI//yhjX//casC//puuB//mocA//ppsR//mdtD//hcaR//cmtB//mtgA//panD//murI//ligB//relE//yjhG//moaE//ygbM//truD//chaC//dtpA//dacC//pckA//nfuA//tatA//yedP//bioP//rplA//dcuA//yddG//amiB//ftsQ//yidD//mcrB//fadI//kefG//rfbC//ycfJ//hisQ//tufA//lysU//panZ//rapA//metH//znuA//yejA//znuC//nth//copA//hxpB//nhaR//phnH//lpxD//uspF//ybdG//guaC//kbp//nagB//bioD2//glvC//rpoS//hpf//afuB//umuD//groL//ilvN//aroP//dgkA//ybgI//fruK//tdcA//yoeE//mraY//yieL//rpmB//dusB//idnO//ybgQ//msrB//mcrB//mdtE//rutB//uhpT//bfr//cysK//ibpB//adhE//lsrC//ribC//phoA//ilvI//recQ//ybbN//iraM//recF//dctR//ycgV//feoA//dgcJ//rrrD//yieE//cdh//panE//yijO//aceF//lysC//frdC//ftsX//gltX//kbaZ//uvrC//rplQ//nrfA//tauB//ampH//cueR//fixA//phnG//yeaD//cadB//epmB//treA//soxS//prfA//rpsN//topA//udp//ompG//alsK//nth//cmtB//hisG//dgcM//mutL//hypE//ltaE//yjjG//hemC//rseP//sapC//glrK//paaF//uidA//narJ//cof//mcrA//glnA//gabT//insA-2//flhC//rimM//atoS//dosP//fepC//lsrR//cyaA//thiL//envC//mutT//ubiC//yoaA//iscA//aas//ygaZ//melA//hybG//ybaT//yddG//appY//glk//ansB//yihV//curA//cptB//yjhI//fabB//blc//yobA//bdcR//rhlE//moaE//greB//gsiC//nlpD//dcuC//pdhR//ptsG//uup//yraR//abgB//proA//uhpC//flgE//holC//secB//tcdA//yegD//ymfA//hdhA//nupG//idnK//pntB//ygeX//alkA//nanA//yfcG//mltB//tbpA//rluD//uspB//hxpB//ortT//hyfF//gutM//intE//folM//asnA//rplL//rbn//manA//yfaE//ybhA//flgA//ybdO//araB//hlyE//cyoA//ymgC//metC//blc//erpA//cpsG//ynfF//oppB//yehD//cdsA//puuR//mutY//ybcF//ykgM//rsgA//wcaC//ampH//tus//rpsP//leuA//lysS//tehB//yihV//folM//thiP//cusS//rapA//ydbD//ribE//scpC//yhgF//rpnC//yggP//arsC//surE//topB//pta//dsbA//katG//yjcE//norV//ssuD//tnaB//ahr//sodA//yiaT//cysD//alsE//fliG//dinG//hiuH//yibA//kdpD//frlB//miaB//nadB//endA//purA//yfdK//narJ//trpA//yciA//waaA//sapA//mlaF//yieK//lgoD//yhjC//gcvH//pgsA//pntB//pgk//narH//nuoH//codA//fryA//lamB//frvR//prkB//sfmA//flgI//yjiY//hybG//cspG//efp//fixC//dgcZ//ibsD//bioP//dosP//astC//baeR//oxyR//yfiR//rplD//scpB//ascB//trpS//pal//ygjK//katG//nagD//cysE//ycbX//rffC//artQ//katG//yiaN//alsB//ytfE//agaR//prfA//mdtO//feaB//pyrL//treB//fimZ//mscM//glnH//mnmC//rsmE//dinG//mcrB//yidL//mlaD//patZ//yihW//thiM//mutS//ybdM//galT//rfaQ//insI4//lipA//rapZ//mhpC//appC//gltP//yccX//flhC//ltaE//fadM//narK//xylA//fhuD//mglC//ynjA//hiuH//pykA//yccA//rbn//uspB//udp//ascB//sdaC//rpmA//obgE//thiP//cvrA//ndh//fecC//rnhA//pncB//infC//mlaC//ldrD//tamB//lexA//pabC//paaZ//ydaN//rhlE//rluF//rimK//nimT//nlpD//miaB//argA//ymfK//malS//caiB//ydjH//focA//speC//ycjR//gntR//cpdA//flhC//pstA//xerC//abgR//cvpA//gatY//fepE//mdlA//yehZ//lspA//yabI//fruA//sulA//accB//agaC//cobU//envR//ugpB//eptA//insA-1//dsbG//rffH//rpsT//flgA//ypjD//wcaC//iaaA//rplW//rpnB//gatZ//arnA//ykgF//ompG//deaD//yaaJ//ariR//dnaE//alkB//ynaI//yidP//hisD//idnD//dicB//rpsO//ugd//wzc//prmB//eutK//plsX//xthA//fimA//alkA//dapA//cysQ//yjbB//crl//potI//ycjR//fdnH//recE//sanA//ygfZ//yfcV//uvrA//dicA//ybiT//ybjG//uidR//fliA//flgJ//pdxK//accD//waaQ//tusA//frdD//rnpA//sucD//ldtB//ulaR//dppC//uidC//yhjD//aqpZ//atpC//sixA//mdtG//lolD//glgS//leuE//zraR//pdxJ//efeO//gdhA//mliC//kch//bcsA//npr//rnb//dacB//cspD//amiD//intZ//ridA//pdeL//ppsA//kch//rpsQ//rutC//ybiO//mmuM//ybiX//deoR//kduD//norR//yagG//lsrD//lipA//ariR//metC//flgI//xylH//accC//hslO//yhdX//rlpA//rpoA//mutM//ydcM//dcuS//yqhD//hycB//menB//wecB//ynhF//cpxA//hisG//dppA//ygiN//glvC//rlmH//yhjB//yiaU//pyrG//arcA//
GO_0071705_5	pheS//aceF//nemR//rodZ//focB//iraD//waaB//uxuB//araC//yihU//tyrS//arcB//dhaL//yjjU//yagG//thiL//yihP//yhiM//glpT//ybjG//qorA//cbtA//pyrC//fliK//ssb//cpoB//mdtM//era//ldcC//wzzE//yfjV//thrA//baeR//mutS//cydA//pspG//yaaU//higB//narH//brnQ//ynfH//uvrB//ybiS//efp//rplM//ybiX//ppc//xylH//yihV//mtr//mscL//ivbL//paoC//exbD//fadJ//rlmI//flgC//curA//pgaC//ruvA//pflB//yigB//cysA//upp//bglJ//carB//yhbQ//btuE//yeeJ//pgaB//ydaV//macB//yidP//ugpB//ykgO//melB//rpoH//ycbB//ycfL//glgA//yjaZ//queD//ygdG//tolA//yaaU//glnD//cbpM//livF//priC//hfq//mdtA//hdfR//ppsR//xylE//araD//fecA//ilvB//nikR//sohB//wzzE//ydiQ//ndh//xseA//sodB//thrB//yaiP//rna//yfiR//yddL//hxpB//atpF//fadD//ubiA//ssuE//upp//rnlB//nanC//pdeD//mgrB//lgoD//ynhG//ygbL//pliG//iscX//deoA//recO//yccA//zapE//waaC//pliG//cbrA//yqhD//yphB//yhaJ//yiaU//yhjG//artM//yraH//hemL//pmbA//yeeL//grpE//setB//ygfX//dsbG//yrbG//rfaF//rpsI//ptsN//mrdB//gfcE//cheW//cysN//umuD//sbmA//serA//btuR//rseP//hemC//selB//trmL//paaC//ilvA//dut//cmoM//ftnA//cueO//malI//bamD//mntH//asnB//lsrG//rsuA//rsmF//fumA//adhP//frlC//metG//kch//pmbA//glcB//asmA//uhpB//yhaM//ivbL//gapC//ygeV//serC//sufS//tauA//artI//atpF//fucK//ybcM//lptD//ribB//lplT//zupT//sspB//fepE//yohC//mlaB//yhiM//mtnN//pgpC//dcuA//ydiK//ulaR//appY//glcB//mcbA//psd//wecB//trmL//cspC//yhdZ//panC//accA//manX//yhjD//era//deoC//yneJ//ybiY//bglH//tatA//glpK//truB//gltP//xanQ//glnD//rapA//dhaM//hcp//yqgF//gadB//
GO_0071709_5	lacZ//tufA//wzzB//nadA//relB//yieH//prc//lpxP//prmA//yeeA//
GO_0071731_5	alkA//ybiT//srlB//
GO_0071732_6	oppB//
GO_0071769_5	metQ//
GO_0071804_3	yhjG//yqgF//gshB//atoC//fmt//yphC//ppiA//trmI//ybiS//umpH//garR//rpsS//cyoE//gshB//glpT//
GO_0071805_4	panF//ubiE//smrA//yjhC//paaX//fre//moaC//ybcJ//cysK//ytfR//ppk//hda//fecB//rluD//sdhD//
GO_0071806_6	lpxL//envY//ydjK//qseC//yihP//dosP//ompL//recA//rimO//tmk//fucK//matP//topB//minE//asmA//yahO//yceO//lysO//alsC//
GO_0071807_8	yegD//
GO_0071824_5	nfi//
GO_0071826_5	iraP//dsbB//yhiM//rpsQ//mraY//norW//livM//appA//opgC//hofO//smpB//cytR//guaA//idnT//pstB//eutR//yjjQ//murB//dtd//adeP//hslR//cydA//csiR//insB-4//btuF//lysS//
GO_0071897_6	dcuB//fliD//waaC//dsbA//amiB//dnaJ//suhB//mukB//tauC//aceA//rpiR//malS//trg//cysH//xanQ//yeeL//manA//ptsG//yiaF//dcuB//
GO_0071915_9	betT//
GO_0071932_8	narG//
GO_0071934_6	gloB//purA//ogrK//
GO_0071941_4	decR//rluF//bssR//mtr//fucI//narI//pdeH//rhaS//fdhE//
GO_0071945_7	gspF//
GO_0071951_8	dmsB//
GO_0071963_4	rclR//
GO_0071973_6	ybaM//lldR//ogt//patZ//rclB//viaA//ssuC//yhcD//oxyR//ybiA//gabD//fdhD//ymdB//dapD//rmuC//caiF//clpB//radD//ghxP//slyA//deoC//argA//garK//rlmJ//rph//dsbB//tadA//ltaE//dgcM//fdnI//narP//
GO_0071975_4	dsbB//
GO_0071977_5	xapB//
GO_0071978_7	opgB//ilvE//nirB//murE//rimL//gstA//hiuH//ibpB//rimL//fabA//lnt//caiD//insK//fimZ//
GO_0072321_6	yfcA//smpB//
GO_0072322_6	trkA//
GO_0072323_7	mltD//
GO_0072329_7	tbpA//ychF//cydD//insA-2//panE//lsrC//zur//rrrQ//napD//gatY//cobU//hyfR//pppA//cutA//recR//bamC//aroK//yhdW//gdhA//clpA//fruA//mcbA//fryA//psd//purU//rpsH//clpS//tdh//xthA//ycbB//gpp//nrdB//rhsD//kdpB//dgoK//rhaM//yfaX//yjiX//potE//trpL//ilvM//ygcR//gadC//lptE//glsA1//ulaA//rapA//fhlA//ldrB//uspC//manX//proS//yraN//rseC//yeaG//rplI//argG//phnC//ycaN//yghB//yhgF//ydcZ//yfiE//yjtD//ydhK//fumA//add//ascF//gloB//rlmH//csgG//cmoA//yhbY//ptsI//phnL//efp//mhpR//ftsY//selU//yqiH//tauA//
GO_0072330_7	yhiM//aslB//selA//cra//yadN//lplA//potG//opgH//flgC//fepB//hemD//dgoA//htpG//bcsA//bioH//mnmA//agaA//deaD//mutL//dhaL//ribC//cysI//opgH//trpB//kdpB//artJ//sfmA//pncB//chbG//menA//yafO//ivbL//envR//cutA//tsf//ygiV//glsA1//frlC//yhjC//ygfA//clpA//ldtD//rep//aroG//ydcR//ccmC//nuoI//yihX//xthA//bamC//yaiW//feaR//hcaC//yddA//yjhI//mprA//puuE//queC//
GO_0072337_6	hslJ//malE//ybhS//yejA//xylF//malE//dnaA//ydjH//lysO//recA//nsrR//emrE//hemB//fetA//rpmE//clcB//rlmB//xapB//bepA//purC//gabD//insI4//bolA//efp//ftsP//paaC//
GO_0072344_7	fecB//uraA//aroG//yiaO//
GO_0072348_5	phnP//yagG//ybfE//trmD//gcvR//yadC//yciF//gcvA//nuoE//mglA//yidD//panC//dinI//rrrQ//tcyJ//gloB//abgA//ycbB//ynaI//cysA//znuC//ybdH//yeaV//ompR//leuB//gor//dppC//rutF//hdhA//ldrB//fucI//yfcP//ldrD//kdsA//yrfG//clpP//nudF//yqgF//metH//rzoR//
GO_0072350_7	rcsA//cfa//hcaR//rnr//nth//rfbD//ydcM//xanP//tnaC//ychH//rfaD//fliA//polB//yagJ//rpsD//nupG//ratA//ycbX//
GO_0072488_7	bdm//yihS//higB//treC//mutM//yhhY//ybbY//
GO_0072490_6	ilvC//ydiK//
GO_0072491_6	mliC//ldrB//
GO_0072501_7	fdhF//
GO_0072502_7	araB//
GO_0072503_7	fiu//lpxB//
GO_0072505_8	ibaG//
GO_0072506_8	ybaT//
GO_0072507_8	dusC//dhaR//fimE//
GO_0072511_7	arfA//yphF//ftsX//ybhJ//rbsC//gnsB//bdcR//gabT//cobC//crfC//moaE//cfa//lldD//rimO//gloA//citE//cynT//
GO_0072512_7	cutA//fecD//menI//mraZ//fadE//yqaE//pspA//hokB//ldtE//rsmJ//artM//bamD//
GO_0072521_5	phoA//basS//fdnG//gspE//ydgA//rpsH//citT//yhbO//fimB//livH//mhpT//potB//cpsG//msrA//polA//rhaD//yfaL//afuC//fruK//rplP//ftsI//kbp//yfiE//aes//cspI//tonB//ruvB//hdeD//prpB//ffh//insI4//yieH//yciF//modB//tcyN//bamA//yodD//lnt//ispB//glpG//ynjD//mdtO//hofN//gsiD//rplM//frwC//rapA//grcA//lolD//csrD//kduI//fpr//ydhC//yjbF//ybcL//yiiE//zipA//cpsG//yadG//yqiI//mlaE//yfcR//fklB//lptC//lapA//zinT//rlmA//ldtC//
GO_0072522_6	eno//cobS//rbsA//qseB//artQ//deoA//rihB//rssB//trg//garR//pcm//frlC//yfdR//essD//phoU//mazG//iscR//pyrC//ybjX//argR//rtcB//mntS//frwB//glnK//ravA//cirA//sdaB//yedP//uidC//deoC//rbsK//fabD//nadA//hcp//gspI//lspA//nuoL//ubiE//murP//hsdR//wza//murQ//malQ//
GO_0072523_6	flgF//arnB//dacB//ydfK//pgaB//ycaN//sgbU//intE//rcnR//rsgA//glgA//sdhC//
GO_0072524_5	yggE//yeaV//slt//hicA//cyaA//hofC//zntR//phoB//gor//cheA//rssB//dkgB//otsB//nusA//mgrB//ydiP//yjjB//sufD//putP//bamA//dtpB//talB//rclC//aroL//ecpR//nagC//napC//yhjA//ldcA//maa//ynjD//frlA//nirB//dinJ//eutN//trkH//acrA//kch//fnr//garD//hisD//patA//cpdB//pbpG//recA//tktB//yieF//
GO_0072525_6	kduI//yqaE//gpsA//leuE//yihL//dapB//dbpA//cedA//maoP//yjcO//nagE//cbtA//hflX//yobF//manZ//nepI//ygiS//serS//nadC//idnD//pdxA//ycfL//lldR//casE//hybF//ydaV//gspI//lptF//uxuA//murP//rluB//dsbD//cspA//rpnA//yqhC//sgcR//ldrD//
GO_0072526_6	argG//alsB//
GO_0072527_5	fdhE//aidB//yaaU//elfD//fmt//melA//sucA//rpmH//frsA//nirD//yraK//hyaC//abgB//lpoB//greA//yiiE//yaaJ//crfC//pyrH//yidR//chbG//acrB//ybhI//yegS//yeaK//phnK//mreB//zraS//dtpA//ybgQ//mobA//yciV//tdcF//insH-5//lsrG//arcC//glpD//entC//fimI//hemD//malP//yadC//ilvD//arnT//gloC//ybdR//flgI//hdhA//yahB//bluF//adiC//pdeH//emrE//raiA//sfsB//moaA//mprA//
GO_0072528_6	cheB//yiaT//menH//dps//umpH//focB//dinG//tabA//upp//srlE//intA//dnaJ//fdoH//ibsE//hslR//rpnA//ttdB//fixA//iscA//xapA//queC//cobS//yjbE//sapD//ppk//ccmA//metE//treA//frwB//
GO_0072529_6	bglF//srlR//tcdA//uspC//polB//idnT//tdcF//fabB//ibpA//dcd//ycgB//livF//pgl//ygiS//flgB//yahD//aroB//rpsS//tolQ//csgF//nrfC//recX//cusR//
GO_0072530_6	pinE//corA//yehC//tolC//
GO_0072531_6	narK//lipA//acrF//lgoT//alsE//cmtB//
GO_0072581_9	mdtF//
GO_0072593_4	trkH//yiaJ//dppA//arnB//ydeI//ccmF//glyS//mtr//yadC//
GO_0072594_5	rfbC//
GO_0072599_6	ascB//
GO_0072657_6	crfC//ulaB//cpoB//hcaB//ydbK//minE//ybaL//yijO//yebQ//gltX//rplB//pspD//yjjU//frlB//dapA//slyD//ettA//
GO_0072714_5	leuB//
GO_0075713_7	potB//sdhD//lpp//
GO_0080033_5	iscX//talB//
GO_0080090_5	dusB//chbA//cusB//fabA//uhpT//queF//rppH//ompF//ulaB//erpA//ybaK//waaZ//mdtG//rnhA//greB//yafN//yfdR//ccmD//prfC//ugd//yadM//xseA//tusA//rodZ//dcuA//lexA//bglF//vsr//pphB//thiD//macA//prfC//yfcV//moeB//uof//yahN//ypdC//hrsA//yhfK//gudP//cspI//insI3//rpsT//yhjG//yfaV//spy//yqaB//pth//flhD//gstA//ydeI//yfgO//pflA//eamB//fmt//yhdX//ybjD//flhC//rcsF//yahI//gabT//yeeA//yobF//exbD//yqjH//deoC//ykgA//speE//yphB//pheA//yidP//recO//yihW//allD//fklB//citT//lolD//rfbB//nanA//sgrT//ynfH//ribB//yejF//sucA//agaR//lpoA//uxaA//ykfM//hybA//lrp//holA//gnd//cspE//gpr//lacY//ycdY//efeO//cspC//tehA//yjjQ//fabH//borD//puuR//tatE//qseB//map//sspA//truC//cheR//gntP//yhdH//phnK//yfaX//bacA//hcaT//preA//hflD//osmY//rnd//nagC//hypC//emrD//yfcR//ghxP//hicA//glpA//accA//tisB//rhaS//pspF//cydD//mdtP//nirB//ybcJ//cusR//adeD//spy//mug//rnr//mdtK//cysG//rimJ//ybiH//tyrB//grxD//hybB//yqcG//hipA//dsbD//mltD//xthA//nrdE//hdfR//diaA//yedA//kdsB//fhlA//lacZ//groL//kbaZ//rpsJ//rluD//yjjX//hemH//yhjA//gltK//argH//pheS//tatC//melA//nmpC//hypF//dgcM//ycjY//pliG//btuR//ygeV//mdtO//iraP//glsB//lptA//lepA//degP//dcuR//serB//rnc//hybC//ydcI//yadN//pbpG//epd//hicB//hpf//ghxQ//tdcR//yhdZ//yajD//tolQ//gapA//nmpC//efp//uhpC//yfbS//arsR//srmB//pdhR//ibpB//clpB//hemN//frsA//nupX//leuS//ivy//cnu//sseA//rpoA//pagP//insA-1//bioD1//prpB//yjaZ//leuB//mug//pspD//lsrK//lldR//dcuB//etp//uxaC//abpA//pinQ//yfdO//rffG//holA//aspA//potG//fucO//nlpA//waaZ//cysZ//ytfR//lptD//srkA//lysP//artM//ybiA//pgi//chbG//dcuD//serB//rpmG//uhpT//ydcM//dapA//cysP//sgcE//ynfK//flhC//pckA//satP//treA//ybiA//ydaC//emrK//ybiS//frr//rbfA//pdeR//mmuP//gabT//recB//fdhF//eco//cvpA//envC//yfdG//cpdB//dtpB//rplE//frdD//cmtB//motA//nanS//lolE//lsrK//tldD//panZ//ybgQ//proA//nfi//dgcN//gcvH//rsmB//asmA//acnB//udp//rssB//yphC//pyrF//pfkB//yfeR//yegV//hypC//gatB//hofN//yigB//eco//sdiA//ypjD//yfbS//pyrC//rpmF//hdeB//acs//frvA//ribB//preT//oppA//arsC//fepD//glyA//garK//rdgB//ybjG//elaA//purU//ygeX//ruvC//metQ//cptB//malZ//mqsR//viaA//narL//glmS//blr//pdxJ//yfdS//dhaM//glgP//metQ//flgA//bamA//rfbX//psuG//
GO_0080111_4	folC//tbpA//
GO_0080134_5	appC//
GO_0089705_7	lysP//nrdI//
GO_0089709_7	yjjW//hlyE//
GO_0089718_7	recR//lyxK//lysP//yojI//pgsA//lpxH//garD//feaB//ftsN//mmuM//
GO_0090066_4	qseB//ybiH//fadD//lpoA//rssB//
GO_0090068_7	murQ//
GO_0090069_5	wecE//truD//ugd//
GO_0090071_6	higA//sodC//tonB//
GO_0090087_6	yfaV//adeQ//ybaQ//
GO_0090116_7	kbp//
GO_0090143_4	yqiJ//
GO_0090150_5	iscR//mrdA//hyi//dinD//nusA//brnQ//xerD//ytfT//oppA//surE//tyrR//ybiA//
