#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	caiT//roxA//ftsB//xylB//
GO_0098657_5	fucP//ycfJ//ychF//purT//dcuA//tyrS//ccmD//nadD//dinG//glpX//argI//rutE//ptsG//dmsB//btuC//yedF//entA//yahO//erpA//glcB//
GO_0098659_8	asnC//rlmL//
GO_0098660_7	fdnG//hmp//nanC//ygbI//holB//leuC//pfkA//yieF//alpA//topAI//srlA//nuoN//patD//cysZ//rplX//dld//ddlA//yccX//pheS//fklB//nfo//gatB//ibsA//cbl//fabG//rlmE//bssR//fur//ydcM//fruK//cyaY//aroF//hybD//aaeB//rhaM//ubiB//uspB//ruvB//garL//sdhE//gltB//luxS//fabA//cbtA//ispH//ybaE//ynbD//yagJ//yciK//hypE//mgtL//gspI//yqeG//puuC//hcaE//oppC//recJ//pykA//mdtE//bioB//waaY//asr//csgG//yebG//otsB//fadH//araB//potA//pflC//hisP//nupX//rfbX//fdrA//gpp//yddM//aaeA//hcaF//
GO_0098661_8	dsbB//gapC//queA//phnI//cpdB//ypdA//treR//yagU//cadC//hybF//yfeO//kilR//ymgF//fadA//rpiB//mglC//dcm//sfmH//rpsJ//
GO_0098662_8	lpcA//sbcC//folP//bipA//sucA//dppB//proP//maeA//yieH//gutQ//purF//potI//rpsT//cmtA//mtnN//topAI//caiF//lolE//fecA//ydgA//waaF//ygiV//yidQ//glpC//yhaJ//rsgA//cspC//ldcC//plsB//bioH//glsA1//ariR//plsX//actP//insI-1//znuB//rcsB//ybdR//pncB//acrD//agaR//exoX//argK//msrQ//pdxK//cysW//parE//yqhD//mntR//deoA//dinB//htpX//fruK//gudP//lysR//glrR//secD//potI//cueO//ybaM//uhpT//
GO_0098670_7	msrQ//
GO_0098704_7	lplA//tabA//uvrB//eco//
GO_0098707_10	ppsR//
GO_0098708_8	napA//elbB//yebQ//nupC//
GO_0098710_7	flgD//pinE//
GO_0098711_9	ebgR//
GO_0098713_8	hofM//thiG//yihV//cadC//
GO_0098719_9	artI//
GO_0098732_6	agaB//rplO//hemF//gatA//
GO_0098739_6	dxs//ymfK//rspB//cpdB//ascG//yqiG//hupB//yjfP//pncB//yijE//htrE//yjaZ//fau//yccA//rplY//proQ//kduI//btuE//
GO_0098771_7	ymgC//ybhS//metQ//fnr//xylR//rutG//gloC//mraY//sodA//wcaJ//ssb//fabA//csgB//yihW//hyfA//ccmA//miaA//blr//mutY//tsaD//mltC//cmk//lpd//mdtM//macB//rpsO//phnG//sdhE//mlaC//cspG//sad//rseC//yraR//rpsJ//murG//ssuC//
GO_0098776_7	argB//mdlA//nth//udk//mcrA//
GO_0098795_9	ybhA//
GO_0098869_4	aas//yghB//exoX//frlA//rplS//garK//hipB//xanP//znuA//dcm//yhfS//yahF//trpD//ygjK//mhpC//cmk//pheA//lptD//sfsA//frr//skp//glpA//
GO_0099046_5	greB//yadG//
GO_0099116_10	emrY//
GO_0099131_7	metR//
GO_0099132_7	acnB//bfr//metI//ybiY//sbp//gspI//dppF//galK//frsA//fadD//fhuC//etp//evgA//gpsA//nrfC//yfaX//elfA//flgE//idnO//waaG//csgB//ubiC//ygaV//
GO_0099133_8	yciK//agaI//gyrA//yiaA//rpoD//rffC//cynX//ghxQ//yedP//ycaO//ybcJ//ydiR//fiu//leuB//dam//yneL//wrbA//dmlR//sgbU//rbsA//
GO_0099587_7	paaX//gntP//
GO_0101030_8	bfr//
GO_0104004_4	fes//murQ//tolQ//recF//proC//hisS//slt//cas1//folM//frvR//endA//bsmA//thyA//agaA//glnD//entA//dppB//insI4//agaB//dgcQ//galR//msrQ//wzzE//paaB//
GO_0110017_7	mpaA//
GO_0110095_4	oppA//lysU//
GO_0140115_6	ycjQ//ycfH//bioD//ykgO//paaJ//
GO_1900190_5	paaB//rbsK//sgrT//glpD//panZ//yfiE//torZ//puuD//emrE//rutR//fadR//fetB//gapA//
GO_1900191_6	flgH//rplD//uspB//yraJ//
GO_1900192_6	rplJ//fabD//
GO_1900231_6	ynbB//ubiJ//yagE//yiiD//lldP//
GO_1900232_7	osmF//ydaN//ccmD//
GO_1900233_7	paaC//
GO_1900371_8	rsmC//
GO_1900372_9	rffC//
GO_1900376_6	ytfQ//decR//asnB//
GO_1900377_7	zitB//
GO_1900378_7	yidC//
GO_1900542_7	yjiX//
GO_1900543_8	yciK//
GO_1900704_7	dinI//
GO_1900705_8	malK//
GO_1900725_7	zur//
GO_1900727_8	secD//
GO_1900749_6	rbfA//
GO_1900751_9	oppA//
GO_1900866_6	cas3//
GO_1901068_8	hprR//insE-1//fliL//yedL//araG//yggX//degP//ibsA//yjcS//hflD//dbpA//
GO_1901069_9	ddpA//
GO_1901070_9	potE//yaaY//rnt//rplL//
GO_1901071_6	atpC//yadM//pgaD//cptB//pitB//
GO_1901072_7	sfmA//envR//dsbD//ybbY//
GO_1901135_4	smpB//glgS//emrY//rplC//chiP//clpP//clsB//gltB//lpxB//yjbB//yaaJ//holD//ydiP//yafC//kdpE//pinE//relB//msrB//sfsB//waaY//caiT//narV//tilS//dusB//dtpB//ybdN//rpmA//groL//waaU//sucC//ompT//narG//ycfL//frmA//glnS//lapA//rfbX//znuB//mntS//dcuC//cstA//modB//ydjM//ilvM//zapC//waaS//acrD//trkH//rpoS//flhE//flgA//pepA//artI//fdnG//sutR//yehC//lolA//appY//yahD//yegS//rbbA//abpB//ycgB//frdA//truC//mdtE//cysN//rimI//mlaC//iraM//hemH//nrfD//shoB//hipA//adiC//intQ//pbpC//srlA//prs//xisE//amiC//yhjA//nimT//yjcS//dinQ//der//emrD//rnd//cusR//proV//yhaV//modB//rssB//rcsB//puuP//manZ//cyaA//yciH//yhgH//rseC//ulaC//hycI//malQ//ilvL//glgA//frmB//iclR//emrD//nirB//ddpA//eutN//baeR//nikC//kdsA//sgbU//birA//ygiB//etp//mlc//trmI//yggF//rlmN//mraZ//fabZ//yiaB//mscL//yegT//flgD//mdh//yqaA//malK//ftsZ//treR//cynT//cra//cas1//yodD//ada//rpsE//rplA//gltP//ribE//hsrA//nrfD//rclB//frdA//ybiH//focB//valS//argP//thrA//yiaT//gutQ//yjiA//tolB//rhmD//mdtN//tyrR//aaeA//thiD//rrrD//msbA//yadN//rplS//fabZ//ptsP//rng//hokE//atpA//ibsA//minE//fes//fecB//prlF//galU//rsmB//tdcA//ompN//yghG//pnuC//diaA//hprR//cmoM//lpoA//yebC//tsaD//tusE//fabA//frlC//araG//yiaU//elaA//rpoD//insA-2//yeaV//aroH//nrdI//ogrK//yabI//bdcA//fabR//pflB//rtcB//yidP//pyrC//ybjX//yrdA//puuR//yiaF//gntK//dxr//fkpA//yeeA//yfjR//yiiM//zupT//dpiA//wzzE//pgaB//pykF//cobS//trpB//exbB//modB//nfsB//mocA//hfq//ibsD//ribB//yggT//cheR//mrr//yibA//fepC//entD//lgoD//insI-2//yjbB//rclB//matP//clcA//yicJ//rlmA//dhaR//wzyE//rayT//ftsK//thiG//rpoH//ptsP//talB//cra//ibaG//yaaJ//ycaO//pliG//waaA//sufD//eptC//yihX//dppD//bipA//ycaN//tqsA//ymjB//ilvC//insA-1//ydiB//
GO_1901136_5	lsrK//cobT//rssA//mcbR//nuoF//ppiD//dgcT//hemG//ispA//paaC//slt//hcaD//hypC//ubiB//serA//hisS//uvrY//ymjB//yebZ//ychF//hflK//wzb//pdeF//mipA//solA//gnd//hypC//higA//yphB//ruvC//modC//yejA//potE//ybcL//rlmN//secY//metK//yfcQ//lsrA//paaJ//lpoA//rplW//tnaB//dnaN//tcyN//ulaB//atpB//lasT//yagJ//prfC//rpmH//purR//
GO_1901137_5	znuB//cvrA//ftsL//cspC//pbpC//yciE//ykgA//argS//ftsB//srlR//yehA//accA//crp//zwf//yjiR//ddlA//yebK//yggN//dppB//dacD//ycaO//hslO//metC//yhjD//ycjQ//cecR//pyrH//phoP//prmC//slyA//lysO//eptB//ltaE//ldcA//allB//coaE//yoeE//aroL//nudB//frdB//ytfR//uvrD//metL//tktB//hybO//cydC//rusA//fimZ//cspC//galP//acpS//dauA//rplW//flhD//dnaK//caiT//ebgA//pspF//serB//rbsB//oppA//yhcN//brnQ//yagU//opgE//fixC//flgJ//adk//ansA//rodZ//mutH//fecC//ampG//mraY//cnu//sapD//rplE//mrcB//bsmA//nuoF//menB//yjaA//rhtB//yafS//hisF//yhcN//hcaC//ftsH//radD//accB//yhdX//ydbK//dinQ//cyoA//fabR//waaU//nirC//rfbC//lpp//tolC//murA//higA//cspG//rcdA//ygeX//galT//rzoD//brnQ//csgE//oppA//elaA//fadE//argR//cheA//mcbR//puuC//relB//pgaB//wecB//ymgC//lysA//ygiW//rpsK//cutC//relB//trxC//yfcS//xapB//hisD//fepB//dinG//uxaA//cyaY//folD//frlC//ydaC//uvrD//kefB//ydiB//insI-2//ldhA//tqsA//zinT//gnd//insE-1//yhbX//mngB//tnaB//tdcC//waaF//yfgI//hpf//ldrA//cbrC//cra//caiB//rplS//nrfF//dcuR//
GO_1901159_6	dgt//moaC//btuF//
GO_1901160_5	setB//yfbV//gpp//
GO_1901161_6	rlmC//ompG//rpoS//
GO_1901260_9	psuG//
GO_1901264_6	yraI//ydeI//hcp//epmB//rbsC//kefB//uidR//nadC//fabB//uxuA//aroH//ycaN//lpoB//yddM//dgcT//ghxP//metB//secE//yhjG//pgaA//ada//dnaQ//leuD//yggE//caiF//lplA//hisA//modC//rapA//yjeH//creC//yidH//pflB//iraP//proP//hslU//yhdZ//rplB//ymdB//purC//yccA//polB//sdaC//ydiP//
GO_1901269_5	barA//argG//yfdO//mutL//cmtA//rep//ldtD//waaY//rmf//cbrC//puuC//djlC//
GO_1901271_6	ydiQ//livG//atoS//yafN//yfcV//ydcS//sdhE//ydfD//nepI//rnhA//pyrD//trpB//
GO_1901275_3	sfmF//
GO_1901281_6	greB//
GO_1901292_6	rusA//greA//yggX//yfcQ//mlaD//glsA//bluR//chpB//galK//pdxB//yihP//gsiC//gadX//minD//nhaA//tauD//lysS//iraD//purT//yraK//yhdW//yidP//cusC//rbsR//ykgA//ynfE//sgcE//dcyD//narQ//galF//hemG//ybaM//
GO_1901293_6	ydcM//lhr//glvC//mltG//ybiI//caiD//alaE//tktB//macA//mgtL//malI//rimO//argE//thrL//eamA//gntU//yehZ//oppA//baeS//qorA//yqeF//menF//metK//yehW//ygeX//smpB//lexA//trpD//nanE//rhaM//lipB//rimO//ydiQ//lplA//ptsP//fliK//waaS//ykgO//trpL//gcl//yfiR//lepA//hxpA//dhaK//ybaQ//sdhA//rnlA//shoB//dauA//purU//yceK//nudF//yqiG//rbn//feaB//pinQ//nrdE//araC//ydcS//paoC//uvrY//wecB//yidD//rpnA//gcvA//cmoM//acrF//trmH//argE//rbsR//ligA//hisM//lsrG//csiR//trxA//
GO_1901360_4	nrdE//ebgA//thiD//crcB//hdfR//panZ//wcaB//priA//hfq//menE//lptC//nanS//xylA//livJ//murE//ydhK//chaA//yacG//dsbC//rclA//aphA//epmC//frdB//nuoL//ygcW//msrP//hdhA//prfB//queG//yajD//hdeA//fdnG//sbcB//dtd//hofQ//sbcC//tpx//narL//ycjP//yghB//yfcS//dctA//phnM//rplE//yjbH//mcbA//tldD//rlmM//leuC//ydiF//secA//nirD//ybjI//fucI//yfcG//cdsA//cmtA//pyrE//rhtA//chbB//yidC//cho//sodA//rcsC//rlmI//sdhA//insH-5//dsbD//rarA//wecC//yidP//lsrA//trpE//fliK//ghrB//nth//lptA//sapA//epmA//rnb//ada//yihW//guaD//lit//fryB//hypE//hdfR//potG//aroG//acpP//prmA//yobF//hsrA//xisE//dnaC//ydjL//menH//cvrA//fdoG//gpt//appC//bamA//yhcF//elfA//ghrB//dnaX//mdtL//nuoI//ade//flgJ//prpB//yiiM//tatA//aroL//proW//rpsP//ligB//waaY//dgoD//moaD//nanR//dapA//ygiV//nanA//eptA//fruK//def//borD//slyD//mreD//fimH//htpG//ycbX//insI-2//holA//hscA//yihQ//yfaV//mutT//trg//manX//csgB//cytR//crp//yfeD//envZ//mobA//frsA//alaS//infB//nrdR//hokB//cbrC//treF//fepG//entF//kbaZ//eco//nrdF//yjiQ//kduI//lpxP//nanS//atpH//ybdZ//ppiD//priA//priC//paaZ//yjbG//wzzE//uvrY//cusA//cysP//yfdO//hemF//ahr//yciE//motA//recE//uxuA//cdh//ompL//glyA//argO//betA//sgbH//dppB//sgcX//fadM//mdtA//lyxK//yibA//fdx//dgcF//gatC//adiY//fruA//glyA//hisD//lptC//mdtB//ghoS//hybC//rsmI//dadA//rclB//hemC//uacT//htpX//leuO//arcC//yqiH//ptsH//purC//ulaB//dinI//yfbR//topB//yccX//oxyR//yihR//pitA//hisP//fecC//gdhA//csdE//glsA2//mhpA//yfdK//ygcW//yebS//feoA//recR//gcvA//ytfP//rplO//yceK//btuB//smpB//dedD//argI//fadD//iscA//nlpI//pth//frlA//mngR//lolB//ybhG//argD//hcaT//tilS//ligA//guaA//mtlD//sapF//selD//sthA//mdtG//tolR//ptsP//sthA//aroF//tdk//mutY//treC//agaR//lpxP//sgcE//mdlB//envZ//ybgQ//yehA//xisR//ppsR//tomB//mdtJ//gloB//phoR//pepB//lsrK//bipA//yfeW//mdtM//fadR//ybeF//symE//nadB//argD//yjbE//ygcR//yfeD//mobA//eptA//yaiP//yiaA//minE//bepA//acrD//yiaL//gshA//metN//ugpE//phnC//dsdC//poxB//hemN//rayT//tdcE//rplE//cheY//glcD//recE//dtpA//nth//setB//yidL//ydiK//asnA//deaD//bglF//queE//elbB//yqiG//crp//tusC//rlmL//yhjD//aaeA//proW//yibA//yeiL//csrA//eutK//agaS//lgoR//rcsF//mdtN//sdhD//hprS//rfaF//yrbG//rhlE//zraS//paaK//rseC//rsmB//leuE//rbbA//talB//dtd//yiaA//nrdD//nepI//ychH//ffh//bglF//ychF//phoB//gpp//adiY//wrbA//flgB//mngB//ugpC//narY//prmC//yjhC//ribF//ppiA//gatZ//rarD//narX//ahr//amiB//mtfA//ygeR//dgoR//ybeF//insI3//slyA//holA//yfcA//pldB//bcr//rusA//speF//ymfK//ybaT//envZ//ygaH//pheP//yehC//sppA//crfC//bssR//yfbR//ldtB//yjbH//sfmA//pgaC//dut//yadK//rclB//degS//dut//lipB//kilR//fdhD//galS//glnE//fhuC//ydfK//sodB//bluR//tesB//nuoG//yciK//marR//ompN//lpxL//puuC//yagF//entC//pal//ulaC//rpoE//fimI//yjhG//dacD//lon//yciA//gatY//tatB//minD//serB//edd//hxpA//yibH//gpp//mdtI//yiaF//wzzB//citC//speE//ybfE//patZ//alsC//mcbA//mhpC//queE//ykfM//cutC//yiaJ//lpd//uhpB//ycjP//ynhG//yjfF//puuP//ortT//dnaA//pphA//pepT//tsx//acrF//ynbC//kilR//yadN//ttdR//ybeY//aphA//dsbA//dsdC//rpsJ//paaA//hycA//yiiM//argC//yijE//gsiD//yeeL//livM//ispU//torA//yaaU//yghW//kdsC//narY//yihR//rplW//iscR//rsfS//tonB//smrA//iaaA//tmk//tyrA//yadC//rimK//pstB//glnL//ybcM//aspC//ydjH//yfiC//ychF//scpC//yagJ//ygiV//hybO//uhpT//intE//yhaM//lolD//uof//yggW//kdpD//pdeK//ybaT//sufD//pdeK//glnH//pepB//ompT//ybjN//potH//ybaO//yecS//lamB//fdoG//mnmC//nrdD//matP//rho//nei//yrbG//chaA//ydcO//tktA//dtpB//mdtK//raiA//manY//ynhG//yeeO//aroP//dnaB//bioC//pabC//ddpX//fkpB//gyrA//wzyE//cof//hisC//panB//cdsA//iscX//cysB//rffC//tsaE//ada//dhaK//sbcC//frdC//csgA//ygbM//ydcI//ychO//maa//phoA//cyaA//bcp//minD//wcaC//yibF//dctR//ettA//mdlA//clsB//prmB//uxaA//hflX//insK//yqaA//entB//gfcE//tusD//afuB//cpsB//ssuA//rluB//rdgC//ygfA//lpcA//serC//rsmF//blr//osmC//mntS//ada//aspC//frlB//arsB//zntR//truC//clcB//yiaO//pstA//plsC//dgcZ//mscM//artI//holA//roxA//entB//cheY//rlmL//speB//truC//xanQ//trmB//galT//chpS//phnP//feoA//rcsA//hxpA//ldtB//proC//bglH//sucB//ushA//rutC//proQ//rzpD//comR//rpmE//mglB//cydD//rep//gspF//yafO//rlmL//ygjK//lsrB//ttdA//rzpD//yohD//yqaA//prc//umpG//fdoH//fabZ//dgoA//tatD//hokE//rep//slt//selU//argR//hybG//fadR//aldB//recR//sfmD//rplI//yiaB//galR//ribE//yaiW//pykA//hcaF//fimF//agaA//mepH//secE//hsrA//hyaC//ribB//sfmA//dnaN//thrB//elyC//agaS//phoP//pflA//yfaU//cbtA//nadD//ygdG//elbB//ubiG//macB//btuB//glxR//xapB//yijO//rhmR//yidL//rluD//leuC//hyfF//ribD//fic//rlmG//rbfA//yedL//ykgM//rplE//fes//gadA//speF//rtcR//rhlE//recE//pppA//tadA//ptsH//dcuS//uof//rnhA//iraM//ybdG//scpB//yhjR//mltG//mqsR//kefB//katG//bioC//dmlA//hemF//ruvC//glcD//yeeJ//ydjM//pgpA//greA//ynfH//dctR//yieL//mrdA//trmL//guaA//rpmF//potG//mlaE//rnt//fur//rnhA//nagZ//lolB//tldD//tsaC//ydjH//yedP//fdnG//yqgF//roxA//bluF//rimM//mtfA//
GO_1901361_5	rpmE//livM//mutY//ydfG//cheB//mfd//borD//rpsT//dmsA//mutS//dbpA//yajO//malF//fadH//aspC//yjjI//relB//valS//soxR//rhoL//gltD//pppA//ymfA//treC//argT//tgt//slmA//hflC//sapA//barA//gcvH//ddpX//baeR//yeeL//wecB//ivy//hprR//npr//slyD//abgB//sdiA//acpT//aroB//ybjX//gsiC//pckA//kdgK//fcl//yjfF//dnaJ//recT//rpsL//ribE//atoB//ldhA//yfdG//ydiQ//waaA//glnQ//fimA//rpsT//patA//rpsS//murJ//ispU//hdhA//rlmD//insH-5//arsR//ftsB//polA//dhaR//setB//gsiC//rpnB//yfcS//bglH//phoR//yjiR//rluA//phnL//argB//hisF//rnr//coaA//araA//recA//ydcR//pgrR//arfA//cusF//ydiQ//lgoT//galK//ppsR//ydjM//rfaB//yhjG//creB//zwf//nirD//preT//ftp//cysW//ybiX//oppA//ybeQ//uxuR//yohD//hokE//rlmI//mepH//purL//ubiD//minC//mdoG//eutA//rpsA//rraA//ghrB//rffH//caiE//yfiE//rpsM//alkB//glyA//
GO_1901362_5	dinJ//alkA//pheM//uvrC//hlyE//yhjV//lpxT//umuD//nuoG//symE//nikD//flgC//opgC//entB//rayT//birA//macA//yehC//yjhP//symE//agaR//yfbS//exoX//fumA//rhaS//fixA//nanK//rihB//fucK//glcB//csdE//hofN//rpsB//insB-4//pheS//ydcR//dppA//serC//epmB//zapE//fbaA//agaB//hybF//hxpB//hsrA//yehB//yhhT//udp//lysA//entC//ubiB//bglH//fryB//katE//dcuC//hyaB//adhP//ravA//ruvA//dgoR//gsiA//aceK//yeaD//tap//agaB//pabA//pckA//basR//yiaN//dnaA//rpsQ//flgM//rplK//exbD//wcaC//nirD//ydeT//psuG//trpE//sthA//ompW//uidA//mocA//cysD//glgS//priC//cof//fis//sppA//kilR//yhdZ//uxuA//ycbU//ybhA//yedX//lexA//ypdA//nikR//dusB//lapA//ydfD//dcuD//dsbB//mscK//casA//nanS//ftsQ//glnS//rsgA//uxuR//deoD//crr//fhuB//fucO//nadK//ygbM//gabD//rlmN//pta//fumC//trpB//dapB//exuT//soxR//ydiB//mepA//yojI//sbcC//ribF//xylB//hda//ygbL//ddlA//argB//betI//fieF//hinT//dcuD//gntU//manZ//yebZ//hemC//lexA//nupX//pcnB//mmuM//cheW//cbrC//yqiJ//waaO//feoA//mepH//tcdA//pdeR//insI1//lspA//aes//ftsY//rplA//tyrB//norV//gsiA//recC//frc//metK//thrL//cbrA//folE//mdtP//paaB//rsfS//yaaJ//yjtD//hisB//tktA//plsC//flgD//rayT//fur//gltI//fliZ//ilvM//ftsQ//yfgI//entE//arcC//rplL//diaA//htpG//rpsL//cca//prfA//ugpE//yneL//yqaB//rluF//rsmG//rsuA//rplQ//lsrB//torS//yqaB//ubiG//flgK//yafN//aroA//rimO//pyrB//eutB//melR//fabI//lpxM//xylG//ydiR//dicA//ygbL//selB//pdeD//deoR//rplN//cysB//modC//asmA//bcr//rpmB//cptB//trkG//hyi//trmO//ibsC//argK//mltF//mcbR//adiY//dhaM//ccmC//flgI//trxC//yfdG//ldtA//ydbK//opgC//rpnC//yfiC//mepS//ulaC//flgD//menE//mipA//yihT//nrdI//pnuC//prfA//ybiH//eutD//pyrG//rluF//ruvA//sgcC//tag//gltD//uvrY//mocA//phnG//ybdG//garL//ttdT//nuoB//yjhG//ubiC//dctA//purU//ygeA//aroP//soxS//nlpI//ampE//arsC//waaF//cof//csgD//fic//rhaS//yaiV//purF//narG//ascF//rnr//xdhB//pbpC//alaE//macB//hofP//hfq//gsiC//dgoA//hdhA//livH//yfdO//lldP//lplT//ulaA//cdsA//cadB//araF//potI//hcaT//cbl//thiQ//glpD//aspA//mog//yjaA//gpmA//ralR//rbsA//suhB//cobU//umuD//hofQ//cbeA//betI//fabG//dedD//yjcE//hypD//asr//yebK//bglA//tcyP//ibpB//gltP//ykfM//alsA//fimB//malY//lplT//moaA//tmk//sapD//arcA//rihC//paaH//prlC//ybgI//yciF//dsdX//mltA//yeaG//hchA//alsC//secY//flhD//nrfG//truA//ompN//trpS//proQ//xylB//yfeX//dgcE//yddA//mtr//hycA//yaiV//trpL//yaiV//cdsA//yraH//dcuS//yhfS//luxS//ssuE//yidE//ilvH//narJ//pabB//yajD//ldcA//yadM//cmtB//ydjE//lasT//
GO_1901367_6	gfcE//fepE//
GO_1901401_6	btuC//
GO_1901422_5	rplA//gudX//agaR//
GO_1901440_4	cmoA//
GO_1901441_5	entH//
GO_1901463_7	appC//
GO_1901530_5	pgaA//gdhA//uraA//fdoH//
GO_1901562_5	brnQ//
