#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lldD//hypB//gstB//pabC//
GO_0071705_5	yfaX//csrA//trpGD//fruA//frmR//rpmJ//alsK//yccX//nepI//rcnB//tatC//relE//caiF//cdsA//murB//ycjY//ypdI//yqeA//rpmE//sutR//fimC//gatA//ilvN//mdlB//ygbI//nsrR//rlmN//nirC//crcB//rpsH//frdB//zur//ttcA//ldtA//stpA//ibpA//wzzB//rnlB//ybhS//sxy//trmA//bcp//yddM//yqeG//frvA//ompF//gcl//mhpT//yghW//galE//codB//thiI//sppA//yjgX//lyxK//dacA//guaC//yccS//gabP//recA//tktA//aroL//rpe//truA//bcp//yjeH//bioD2//yehT//hisD//mgsA//pppA//truC//yidR//gltB//frdC//waaH//yibT//fadI//pdxJ//ghxP//erpA//trkG//yihU//ydiB//bglX//ycjP//sgcE//idnD//tauD//rffH//yhjX//rlmA//dhaK//gutM//rhsD//glvC//sfmA//dnaN//tdcE//casB//yeaE//hupA//tatB//cca//etk//tdcG//eptA//frvB//proW//pepN//ydiP//rcsA//glxK//glpX//gstB//rssA//nfi//pckA//mdtK//sgbE//aphA//wecB//yoaA//aroK//torD//modA//cusB//menE//aroP//fbp//mltB//paaF//sdhC//glgP//livK//glvB//mntS//sfsA//yjjB//allB//yfgI//zupT//glsA//yicJ//lptG//icd//ftsP//dgoR//recT//ycjD//fhlA//yjeI//yfcQ//uhpA//tsx//nagB//flgI//yggN//holC//dsdX//ogrK//etk//bssR//hcaC//nlpD//sohB//hemE//dmsC//dgoK//fixC//queA//lptE//norW//xisE//tmk//yhcF//yadK//erpA//rssB//agaI//purF//rsuA//rcdA//rhsD//yqgB//ybhJ//yieF//ileS//ccmA//lpxK//tsr//epmB//ridA//rclA//ssuB//dmlR//alsK//insK//cheB//seqA//dadA//hypB//puuB//ligB//tqsA//eamB//fimH//exuR//ynfL//wcaB//artQ//pheA//dacB//pth//malS//rpmE//ldhA//ynbD//hdhA//phoU//rihA//ibpB//mocA//ytfE//folP//narG//rne//sgbE//tag//bcsA//bcsQ//rcsB//yejF//sgbH//ycjD//elfD//
GO_0071709_5	elfD//yaiP//hofN//tufA//chpS//xylA//lsrG//ydfK//paaG//radA//
GO_0071731_5	gspF//ybbY//ibpA//
GO_0071732_6	aceK//
GO_0071769_5	prmB//
GO_0071804_3	casA//lpxB//gnsB//cysB//sapD//yrfG//bssR//dnaC//yohD//kdsC//deoB//dauA//uspF//srlD//rplW//
GO_0071805_4	mltF//nupX//nuoH//narI//rpiB//btuR//cysM//waaQ//rmuC//ivy//gatA//gapA//rimO//gmk//yiiM//
GO_0071806_6	uvrA//dcd//pheA//thiL//ptsI//thiH//arsC//bamD//tynA//prpC//ttdA//tmcA//crr//yhbQ//ubiJ//hisI//paaG//ybjX//casC//
GO_0071807_8	cadC//
GO_0071824_5	chaA//
GO_0071826_5	ibsA//araG//dcuC//aldB//yjiQ//fdhD//hisD//putP//proC//syd//tauC//lsrD//ybhA//yfeO//srlD//ribB//gatB//oppF//luxS//sdhA//rplD//phnJ//folA//wcaC//yidC//rhoL//
GO_0071897_6	mdlA//rnhB//rlmE//nuoL//yidA//guaC//glpF//yieF//phoR//dauA//rplM//sfsA//csgD//ydiK//idi//ybdM//lpcA//trpA//rnb//ychO//
GO_0071915_9	waaS//
GO_0071932_8	ycbX//
GO_0071934_6	adiC//manA//lldP//
GO_0071941_4	rsmI//katE//flhA//glcF//ydbD//pbpG//fecD//alaA//zapC//
GO_0071945_7	ptsP//
GO_0071951_8	dnaG//
GO_0071963_4	mgtL//
GO_0071973_6	ydeO//yggN//dbpA//ascG//purT//recN//yidR//exbD//nadA//lpxP//yijE//nfuA//ompW//tatD//tolA//nadC//fliD//potF//uhpB//rsmE//allD//degP//leuE//narJ//efeO//nfsB//satP//thiM//trmO//proV//htrE//
GO_0071975_4	acrA//
GO_0071977_5	rpnB//
GO_0071978_7	smpB//hofQ//macA//yiiM//yhjB//ilvI//yjcO//proW//bdm//yiaU//rpoS//yahI//nusG//yrfG//
GO_0072321_6	hofO//yeaV//
GO_0072322_6	nei//
GO_0072323_7	glcB//
GO_0072329_7	cobT//phnP//viaA//gcd//livG//pyrB//ptsP//cueR//glpK//hisQ//bacA//tadA//pykA//nuoF//glpX//agaV//malY//mqsR//eptA//yjiA//rusA//lsrD//yidR//yaaJ//yeiE//rhaM//bglX//dppA//yegT//rhmR//motA//yfdS//yhdW//btuF//umpH//sdaB//hisF//cutA//csrA//arnE//mtr//nudC//sdhC//gatC//thiM//cyoB//pspG//kdsB//iraD//mukB//basS//metF//yhbS//asd//gppA//surA//dsbA//yjhI//allR//ypdC//asr//ccmH//sfsA//wcaC//ansB//ribB//glcF//xylB//ilvD//prpC//ygiW//gntT//rplO//fliK//pldB//ubiE//msrP//rlmH//rpoS//potA//rpsS//
GO_0072330_7	gabD//rplM//phoP//ydhK//yfcU//rbsC//gatD//malX//glgP//ytfR//zntA//gudD//ybhG//yjfF//yoaB//insA-2//yidQ//deoD//srkA//cpxR//pgpB//secE//hypT//nhaA//bcsA//phnN//yadV//uvrD//frmR//dps//pyrL//grpE//mioC//dtpC//yebQ//fre//mdtB//ebgA//pmbA//dcp//amiD//lpxM//bioD2//nanE//ahr//cdgI//rpsS//fre//aspC//intZ//malQ//aroP//msrA//mdoG//mutT//pyrG//waaC//mreC//
GO_0072337_6	cusB//argA//pntB//cysN//pinQ//holD//yccX//ravA//recJ//ansA//ydfH//fecC//aidB//ygfX//yfbS//sgcX//fryC//intZ//atoS//yegV//frc//puuD//yggW//pdeH//nrfG//yahO//
GO_0072344_7	yiaL//yneL//murP//dgoD//
GO_0072348_5	rzpD//ytfQ//cysQ//fliG//obgE//napD//rfaC//rseP//slyD//coaA//srlE//ydfG//hdeD//ygaZ//yjiR//holC//purU//higA//ydhK//metN//ibaG//chbR//pheM//mtlA//fbp//rsmC//cspG//yphF//luxS//xylG//fre//focA//nrdE//ftsZ//yhbO//ychH//ybiO//pgl//hcaT//priA//
GO_0072350_7	zapC//leuD//dctR//fnr//kdpC//pgrR//frwD//mtnN//yjbH//insI4//ibpB//xisE//yraJ//gspI//yieH//ydjH//eamA//rcnR//
GO_0072488_7	nrfE//slmA//yiaM//rluB//glpK//nrdI//yejE//
GO_0072490_6	yciT//tsaC//
GO_0072491_6	appY//chbA//
GO_0072501_7	ybaO//
GO_0072502_7	mraY//
GO_0072503_7	nudC//rplJ//
GO_0072505_8	frwC//
GO_0072506_8	gudD//
GO_0072507_8	idnO//prpC//rfe//
GO_0072511_7	yqeA//cnu//ais//ompW//efp//ycbV//ydiF//gadB//rluF//rpnB//glcD//dcuR//ftnB//frvA//hisS//ymgC//argB//
GO_0072512_7	hyfC//gluQ//mlaD//yfcV//gcvA//tusE//csiR//thrL//melA//ycfH//cca//yieL//
GO_0072521_5	torR//gatZ//modA//dmlR//ileS//speC//pth//dut//trxA//tolC//ynaI//rsfS//casB//cyaA//fucA//hypD//aspS//ygfZ//rsmD//melA//gabT//rlmF//yjjI//ligB//yihO//dhaL//fruK//yadC//pldB//truC//livG//iaaA//hisB//ribF//marR//cirA//mrr//bamD//yeeA//yfcP//dsbC//yodD//yhbY//yggW//nrfD//panB//insF-1//envC//recQ//chbA//yfcA//acs//yfbR//fimD//alsC//yidA//norR//atpC//frmA//nudC//nimT//hypC//yehD//cysD//ycjQ//envC//menI//yeiE//
GO_0072522_6	fetB//ybhJ//yejE//yjhH//yqaB//mdtB//adeD//cbrA//slyA//trmD//pnuC//dbpA//ilvC//bioA//dsbB//recB//phnC//yggP//nikE//nth//xylA//mutL//holC//ybaM//hns//oxc//rbn//ydiP//hofN//recB//nrdG//hflX//hemG//accA//afuC//yebC//cyoA//glnQ//glcC//glcD//waaP//ydcR//mdtJ//
GO_0072523_6	lolD//ytfP//sucA//rfbC//rtcB//mreD//yqiH//rffG//yoaB//hypA//pdxA//ypdA//
GO_0072524_5	fepC//yphD//rpmA//ubiX//exbD//uidR//fliA//feaB//ybdG//cydC//prfB//argO//ydhC//yiaU//envR//ibaG//appA//phoU//xdhB//hrsA//yphF//ydiP//cdaR//phnH//waaO//prpC//ycjQ//torS//opgE//hslO//frc//pdxY//deoB//mscS//ydfG//rplF//ppsA//osmY//kilR//argA//osmY//ynaE//nrfF//secM//entS//alaC//srlA//
GO_0072525_6	kdsD//yiaT//creB//asnC//yejE//hybC//yidZ//hprS//hisH//artM//murI//bsmA//tdcC//fetB//pyrG//gph//tsaC//artJ//rnr//alpA//amtB//rpmH//cdaR//yihS//sohB//trmJ//kdpC//speE//trmB//yjfP//dedD//frmB//ftsX//glmU//cheY//livF//hisM//
GO_0072526_6	clcA//tyrR//
GO_0072527_5	lipB//ydeE//fabZ//mog//yhdJ//narL//sapF//sdaC//bepA//rclR//shiA//hofP//ygbI//cpxR//nhaB//yihW//yebG//crcB//csgE//sad//parE//ubiF//kbaY//ybaT//ftsK//menH//ybdZ//trmA//uhpC//kdgT//purN//bssR//ynaI//nuoH//ygeA//rhaA//nfi//yceD//ccmH//creC//lptE//yhbX//cysC//miaA//sgcX//yiaU//acrR//dgoD//xapA//yedA//qseB//puuR//uhpC//gadA//panD//fucP//ttdA//
GO_0072528_6	kdpF//rfaB//fabI//nemR//gpmA//yaaJ//sixA//psuG//rhlE//yccX//rnd//yebK//nrfB//mcrA//gdhA//pheA//tas//dinJ//mutM//rrrQ//tolR//rimI//garP//nadA//pdeH//cdsA//lsrR//kduI//yebG//
GO_0072529_6	hyaD//frlA//gltL//lspA//mdtC//narQ//nfsB//dnaX//hofQ//ydbK//cho//gntP//rpsS//bisC//cheW//pgpC//sseA//nlpE//mdtC//pyrB//nlpA//dcuA//ldrD//
GO_0072530_6	yfcQ//yhjR//cpxP//udp//
GO_0072531_6	sfmH//rppH//ccmC//cobU//ydjK//oxyR//
GO_0072581_9	mgsA//
GO_0072593_4	ybhF//aroB//znuA//dmlR//osmF//yphC//coaD//ubiD//idnT//
GO_0072594_5	cheA//
GO_0072599_6	sdiA//
GO_0072657_6	ispG//rplB//mreB//yidP//ydaV//hxpA//sodB//araA//chpB//adk//yjaA//ybbW//rcnB//appB//uof//cheB//dgcM//
GO_0072714_5	hyfF//
GO_0075713_7	ydcS//atpH//gapA//
GO_0080033_5	folC//cysW//
GO_0080090_5	setC//ychF//gppA//ynfF//fkpA//yjbH//yhbY//argC//opgE//proV//ulaR//pepA//ssuB//yaaA//fbaA//cstA//tusD//hcp//pnp//malI//yeaK//gltP//rpsE//sppA//ybcC//wecE//frdC//ybhI//ppc//pgm//tcyN//betB//rhsD//ycjW//rluE//pfkA//sgbE//mreD//gutQ//mrcA//hda//yhaV//yjbH//prkB//ybdR//dgoD//fiu//hdhA//apaH//fabR//sapA//yjcE//yebZ//gpsA//ybcF//rapZ//yjiR//cecR//mltF//rfbX//malS//etp//folM//ybdR//ybhD//xylR//ydiR//degP//gcvA//clcB//tusB//grcA//gor//mtfA//yghO//elyC//ccmE//ydaV//radA//narY//yneJ//cobC//yfeR//ybfA//stpA//dgkA//sbp//intS//nth//cysM//ygaZ//cspD//amiC//rbsK//yiaJ//mngB//appY//appY//rpmF//minE//glsA2//miaB//sodC//matP//rpsA//gatA//lysO//ybhR//yagE//alr//arcB//csgE//mhpD//yciH//yfiF//oxyR//tsx//hisG//holC//hemN//accA//fimG//soxR//yajL//tamA//frdB//nagA//rplQ//bssR//yneJ//paaB//mscK//narI//garD//rpmF//ssb//bssS//yqcG//frwC//secG//ydcR//mlaF//ubiC//queA//rclA//tusD//yjjG//cydA//trkH//flgE//tnaC//tauD//glmM//tonB//yhdX//ybaK//oppF//accB//pyrD//parE//yhbX//pgsA//chbF//znuB//rpsP//mak//ydiQ//ypdI//mutM//rapA//ydhJ//sspB//mobA//dgcQ//aidB//elyC//iscA//umpG//betT//ompT//acpT//eutK//lacI//holC//hofN//emrD//srlR//intZ//ycgB//yhdJ//garP//dapB//yiaB//dapA//ybhR//efeO//thrL//tdcC//lpoB//ydcO//narK//aspS//topA//rhaB//yhbX//appA//elaD//bglA//otsB//sgcX//yggD//ibpA//bdcA//rssB//htrE//xylR//ybbN//ygcR//csdE//sfmD//psuT//puuC//iraP//speB//ybjG//nikE//yqeG//yhfS//yehY//cas3//rffT//intS//yejE//prfC//aldB//ibsB//mazG//mhpC//yiiE//cynX//tatC//xanP//thiI//tabA//truB//emrY//bioH//gcvA//yfbS//yehZ//bcr//frlR//emrD//yqjH//apt//rpsH//metB//agaA//recG//ccmD//ugpE//glmS//fadK//erfK//uacT//atpH//rplN//cheW//tabA//argR//ycfJ//mdlB//fimA//manZ//purN//frdA//fmt//fucA//tap//ptsH//tdcA//epmB//frwC//truC//zntR//kduD//dinI//rfaQ//amiA//artJ//ynhF//umpH//lit//rpmJ//rluE//atpA//ogt//dmlR//bfr//ddlB//ynfF//panZ//dacA//cobS//narJ//rhtC//ldtE//ydiF//queF//gltX//prkB//gstA//araH//ugpB//agaC//hdeB//gloC//hslO//kdgT//yebS//gcvT//secY//sfsA//nanR//thiD//ydcS//mug//hybF//deoD//roxA//ypdA//waaO//aroC//yidP//mdtP//xseB//evgS//sufC//brnQ//phoR//feoA//asnC//ydjL//xylG//der//
GO_0080111_4	epmC//glyA//
GO_0080134_5	yqgB//
GO_0089705_7	potI//uidA//
GO_0089709_7	ychH//fruB//
GO_0089718_7	thiE//eamB//fau//fryA//ybbY//rnc//rapA//waaQ//yphC//tsaB//
GO_0090066_4	fhlA//pta//yhbS//rutB//htpX//
GO_0090068_7	tyrR//
GO_0090069_5	rpnC//rph//yjgX//
GO_0090071_6	ybhI//yjjQ//yafN//
GO_0090087_6	katG//agaA//oxc//
GO_0090116_7	gstB//
GO_0090143_4	hupA//
GO_0090150_5	csiD//uspB//mnmC//nuoM//zntA//gspJ//mltF//tig//yggP//phoR//chpS//nusG//
GO_0090304_5	ispB//yabI//entC//ydjK//hyfR//opgC//dcp//nanS//pphB//zipA//dut//ygeV//hybA//cmk//uhpC//nuoB//upp//rpnB//fau//mnaT//dicB//yciT//ygbN//ftsI//xylF//hemL//ygcO//rplM//lamB//ppx//yibT//lspA//dnaX//gmhB//csrD//yqhC//mazG//yedL//puuA//arfA//yabI//cheW//ydeE//zapA//yphC//greB//pck//araD//zwf//tqsA//rutF//ypdB//hscB//hyfF//yqgF//garD//asnS//ygiW//glnQ//garD//rof//fruK//murJ//luxS//adeD//ompL//ybgQ//gppA//sufA//garL//minD//aroB//gloA//glcE//aidB//miaA//paaK//feaR//pepQ//yihO//rsmI//yfiC//rseP//rbfA//recN//yohD//yehZ//azoR//menC//ugd//gnsB//tpiA//iraM//secG//flgE//sseA//rimL//yciK//yfaU//dnaX//kdsB//ubiF//mdlB//mcbR//glyA//ldtC//rfaQ//rraA//alkA//frmR//ldrA//yghU//rplO//hrsA//sodC//ybjL//ydeO//aaeA//cyoE//stpA//proX//asnC//hldE//recJ//yhbQ//hemN//rsuA//yibH//wzc//hyfC//elaA//cadC//yehD//ybjX//ydiF//rsmG//lyxK//curA//prs//iscS//sodB//ilvA//rnd//ptsP//wecC//citX//gcd//pinQ//umpH//idnO//yihU//tnaB//yahK//ymjB//topA//insI1//yfhM//hsdR//mngR//preA//brnQ//hypD//mntS//ybfA//pstA//cysS//nfuA//mfd//ampH//yehP//pinQ//dsdA//atpH//rhmD//prlF//cbrC//mepM//map//ydeP//ulaR//truB//hpf//yeiE//frlA//ssuD//glnL//yidA//rpnA//hrpA//btuF//flgI//ldrD//prmB//argP//nupG//rapZ//yigB//waaB//sgcB//ychF//purU//mscL//ccmE//add//glnH//yiiE//yafQ//ffh//nikE//insA-2//yheT//ade//malK//bglA//dacB//yqiI//tatA//cspC//tpiA//yhhY//yedX//menF//preA//yjgX//yraN//rlmJ//ybjN//yadM//napB//vsr//ygiW//perR//ubiD//menE//rplO//hofN//hemF//eutB//mazF//lit//dpiA//rplE//ykgO//aroD//mrdB//acnA//sufA//agaW//tehB//ybdH//marA//xdhB//intE//djlC//prfA//aceK//pntB//pyrD//paaE//fecC//hlyE//hypA//ldtC//zupT//ybiA//mazF//yiaF//hns//prmB//yjhC//garD//dgcZ//minC//lptE//dusB//evgS//pgpA//phr//ygeW//rhmD//ycjQ//rcsA//tdh//elaD//xapB//malX//dsdX//ybiH//kduD//ftnB//accD//ubiD//trmH//alsC//gcvP//entA//manY//ycjU//dapA//pepN//cbrC//yjbF//plsX//fliG//pgaB//dut//yggD//zapA//setC//nagZ//thiP//rutC//rlpA//crcB//yghU//groL//artM//lpxB//tusE//yobF//cpsB//actP//recD//hypC//pntA//yfaU//btuF//malG//argS//dnaX//yohC//rusA//ptsP//yjhH//rplR//ulaC//dmsC//ybdZ//cbeA//gor//aaeR//metQ//ydeP//hflK//moeB//fumC//rpsA//alkB//mgtA//rplX//sucA//glvB//ppiC//lpoA//bioA//bcsA//allR//rnb//yfiC//ydcI//gldA//rseB//yiaJ//mtn//nagD//rplL//rplW//icd//yibH//ynbB//ibsC//hicB//artP//yphB//ygeX//ampE//glvB//yjhI//hcaE//chaA//yhjX//dppB//adiY//paaC//cobS//pdxA//ssuE//emrB//entD//rlmM//dam//yfbV//rrrD//yghW//bluR//yibH//yhcN//yjbH//borD//hdeD//proP//mazF//dinB//dcuC//gshB//narK//argB//lldR//yehZ//queA//ycaO//sdaB//yghG//hybA//sfmH//ykgA//yidC//ribD//yciK//ymgF//mltB//yfgI//mlaF//mdtQ//ycbU//pfkB//insH-5//mutT//sodB//xanP//msrA//talB//msrC//ibsC//rpsD//mutH//sgcC//gatY//ilvE//ybaO//yahI//ccmH//narV//artQ//ydiK//
GO_0090305_6	glcB//serA//nagC//fryC//ydeT//sfmF//yieL//rpsL//zwf//ilvH//pykA//yobF//ynaI//sodC//napD//mepA//nth//mhpT//hypA//hypB//focB//leuE//yaiP//cutC//cytR//lpcA//ung//gutM//mazG//glxK//yfcR//rcnA//rplM//fucK//mrp//kdgR//zapB//araD//rzoR//frvA//yciT//atpH//gcvP//mqsR//recC//yidL//marA//yfcG//btuC//evgS//malK//selD//ygcR//cof//fepA//ycaN//pstB//ynfH//eutB//cfa//ebgR//idnT//npr//nhaA//aroD//ruvB//hsrA//xylA//ynhG//ypdC//yeaV//cas3//ygcW//dcyD//rpsT//hicB//hicB//nrdH//xylH//tisB//insA-1//
GO_0090313_8	mdoG//yeeJ//
GO_0090329_8	tar//ybhR//dsdA//ybiA//uidR//tktA//higA//
GO_0090347_6	mntR//
GO_0090352_6	hflC//
GO_0090357_7	rcnR//glmU//
GO_0090358_8	solA//
GO_0090407_5	leuS//folE//clpA//ibsB//rfe//scpC//ygbL//adk//rlmG//ybfE//trpD//evgA//ynaE//serA//ahpC//idnO//bioF//azoR//dacD//nadA//putA//rrrD//purL//ligB//glsB//thiE//ybdG//xanP//bioA//mocA//lgoD//gadB//yidA//secB//ppx//chbR//fabA//secB//yibH//fabZ//mtlA//kduD//gltB//ycgV//dnaN//murD//bglH//znuC//tig//ybbN//rpmA//phnG//hslJ//hicA//idnT//aldB//crp//uspG//lgoD//truD//topAI//caiE//glnB//slyD//yiaO//yfdC//ymjB//yieL//btuC//ydcR//ycjR//shiA//rpsG//yagU//msrQ//rlmI//aroH//ulaD//lpoA//menB//hycI//ibpB//ppiA//yhjA//rodZ//hycH//tas//sapC//proW//napC//nei//ulaC//cysI//cynT//betB//phoU//uvrD//msrC//ndh//glnP//glnQ//iscU//tag//pgaC//rcsD//chaA//ybjG//waaH//dmlA//sohB//bglX//rffM//yceK//manA//murP//yiaN//hypB//yfdG//yjjB//ghxQ//phnN//yraJ//ybiX//sfsA//yfcR//kch//xthA//rsmA//yjjB//agaC//mrdA//
GO_0090487_4	tar//
GO_0090501_7	ralR//cysI//yfhM//ccmD//yneJ//mscK//alr//ybaM//kdpA//rtcR//casD//dcuS//iraP//tsaD//pheT//yoeB//yijO//yajO//seqA//rihC//hyi//asnC//nadC//crcB//gudX//ansA//ybjX//intA//fucK//yghO//proV//glsA1//
GO_0090502_8	cheR//cysA//yraK//fdnI//ascB//glsA1//gadA//ldrB//lldP//matP//yqiJ//ybbY//yagI//emrB//mdtG//elyC//ascB//corA//sdaC//ynfF//araG//
GO_0090503_8	yeeL//manZ//mprA//lsrK//creC//bamA//pspD//yjhP//
GO_0090529_5	sgcX//sodA//yjjW//cdsA//yagJ//ybiI//
GO_0090540_10	adeD//cpsB//yibH//
GO_0090549_5	nrdB//fadK//
GO_0090605_5	bglJ//ygeX//ihfA//rarD//hokB//ymfA//nfi//pncB//yieL//
GO_0090609_6	yhjX//intA//chaC//mltC//yhjC//evgA//thiL//arnF//pstS//
GO_0090662_6	aroD//
GO_0097035_4	ycgR//setA//
GO_0097056_7	ydcM//
GO_0097164_4	hiuH//kbp//mepA//zipA//fumC//exbD//ydcO//hpt//hlyE//rlmN//ybgQ//yajR//proW//dnaX//glyA//yaaY//dsbG//yhgH//dtpB//bssR//puuC//nhaB//hflC//purU//yeeL//mdtG//
GO_0097237_5	fepB//hicA//lptF//menH//yobF//yjaA//yccS//ygeX//arnE//kbp//
GO_0097264_6	rfaD//
GO_0097286_10	pabB//
GO_0097292_8	yhaJ//
GO_0097293_9	bioA//
GO_0097304_7	bisC//
GO_0097305_5	sdaA//mliC//mglC//ebgA//sgbU//yhaV//
GO_0097339_7	yfcR//
GO_0097366_5	add//cueO//asnB//
GO_0097428_6	fdnI//cutA//accB//gltS//rhaS//kdsB//metB//
GO_0097435_4	gsiC//yagG//
GO_0097501_4	narP//
GO_0097502_4	ulaA//
GO_0097510_7	pheS//
GO_0097532_4	map//
GO_0097533_5	ulaG//
GO_0097577_5	atpD//pstS//oppC//
GO_0097588_5	yghG//sgcC//prmC//ydiQ//fumB//frdD//glnE//dmsB//rspB//lplA//yahN//nuoI//betI//iscA//creC//prpR//tauA//ftsW//nadB//nikA//dnaX//treB//radD//murA//higA//treA//malY//ybdN//mdoG//mtn//yjaZ//
GO_0097638_8	chbF//tauD//mepH//hemH//
GO_0097659_7	pdxH//rutF//pal//bamB//yfcA//ybdH//dxr//livH//yfaV//arnF//exuR//ychO//wcaJ//argP//kdpB//glmU//hslV//rimP//gudD//rpnD//hisM//deoC//ppc//clsA//umuC//dapB//fliK//potA//cadB//yfdS//yhhT//lpxT//clpX//ldtE//betB//rlmA//fepE//lpd//potD//ygfZ//slt//mraZ//yehA//yggX//casC//malI//gmd//adhE//cutC//mdtI//pspF//yebG//ftsW//paaK//dhaL//ydiZ//ychF//ampE//frvA//queG//ycbV//yqeF//cmoB//opgE//livK//fkpA//maa//cpdB//ynaE//sad//yfcF//fhuB//chbF//ybdZ//fieF//nuoE//pgaD//atpB//yhjV//osmF//ilvA//yjhG//acpP//rmuC//cydA//dsbA//yehX//uspB//betA//frc//znuC//adhP//yajD//dsbA//cysH//moaD//abpA//ydiR//seqA//rpiA//allD//metG//maeA//sgcR//hyaC//araB//yagF//plaP//tolQ//elfA//dcuC//lexA//gsiD//yijE//yeeO//ybaT//msrB//opgG//yieL//
GO_0098002_8	rraA//
GO_0098542_4	fimH//ybeQ//mcrB//dgoR//ycjY//dsbC//torA//hyfR//purT//ydaN//
GO_0098586_5	rpsQ//cdsA//hda//
GO_0098655_7	tsr//frlA//tauC//eptA//rnd//nikC//ygcO//fepD//pabB//narH//hcaB//dmsA//tyrA//galM//gspI//hypF//ilvE//proA//yjhP//atpF//atpF//cspB//purD//bepA//rplR//murQ//fadK//yfcQ//acrA//ubiE//cysU//yqgF//nuoL//nudF//prlF//amiC//fliS//gabD//accC//yejA//ydeP//guaB//pgsA//gatA//gor//yjfP//orn//ghoS//psuT//glnL//rbbA//pgk//mngR//pdxB//cptB//ddlA//yhbO//chpB//adiC//folD//uvrD//dgoR//gpt//yadI//flgK//frr//yjbE//ldcC//yiaT//uvrD//plaP//ybiT//ypjD//hrsA//hemA//thiL//aceB//araC//rbfA//cysZ//ymfA//hybA//rplK//ycfL//asnS//yhhZ//flgE//guaD//xisR//bioF//nrdA//agp//narQ//insI3//yqiJ//yhaJ//mltB//atpF//adiC//msrB//citX//mmuP//ascG//dcd//hslU//lacY//
GO_0098656_7	mntR//pykF//rpsE//lpd//ybhD//cytR//pcm//hyaD//yhjA//gabP//ldtE//yodD//yhaO//moaE//gshA//bluR//sspA//dinI//ycdX//yaaU//mukB//abgR//deoA//cheA//xisR//ydcR//ymgA//lexA//ilvI//xanP//rhmD//adiC//frwD//frvB//eptA//dmlR//nuoB//dcyD//citC//glpA//trmB//hiuH//lptE//rcnB//ulaC//gltI//ettA//ptrA//mug//ffh//kbaZ//dcm//yfeO//psuG//tcyL//sfmA//gdhA//dmsA//pbpG//astB//bioD2//serB//ycbX//trmI//ygaH//mhpR//yhaJ//yqaE//ybiJ//yadC//tusB//glcE//yhhY//waaH//grpE//citX//rmuC//gcvH//narJ//yehB//chbA//iscS//sgcC//rhtC//rplJ//ccmG//mfd//deoB//rutR//torY//ribA//livG//ybjX//yiiE//ribA//yeeY//pldB//
GO_0098657_5	ydcZ//exbD//lrp//napC//rfaH//yraJ//dtpC//hofN//cusB//yajD//atpE//cysB//rbfA//flgH//glnB//yidL//cdgI//ygbM//hybO//rffH//
GO_0098659_8	uvrA//nanE//
GO_0098660_7	nagD//yraN//rpiR//cpoB//ymfA//nrdA//frvB//parC//yfaX//fnr//cobT//erfK//gcvT//pbpG//ydiO//priB//yiaT//ugpC//tdcD//ribB//wzzB//gudX//pspF//cnu//cho//cynX//gloC//treA//pliG//tyrR//setC//aspS//mnmA//hybG//yjiA//purT//paaB//rffT//rseP//recG//csgD//gcvR//glrR//dcyD//intE//gatD//hxpB//yidC//ddpX//dtpC//ldrD//roxA//pagP//tdcG//ybeQ//bioD2//yqiI//ispH//apaH//fdnI//ynbB//yagU//radA//gpt//yccX//yajQ//glnD//murR//erfK//rutG//atpG//citX//ulaE//pyrG//yojI//glmU//araE//
GO_0098661_8	plaP//fetA//srlA//trmD//maa//aroH//napB//erfK//nhaB//ilvA//yehW//ybjN//yqcG//rutC//dld//hrpA//hxpA//sufD//sgcB//
GO_0098662_8	ftsH//tsf//ilvA//ykfM//entD//cyaA//ytfP//sixA//pdhR//ubiJ//fepC//coaD//hpf//csdA//cheY//lpoA//mutT//tisB//fre//mutS//ykfM//recC//ygbM//dcuS//pflC//aroG//yfeD//fadI//atpH//raiA//yagF//satP//yihT//dctR//rimI//yfiR//waaP//guaA//arsB//dsdC//dmsB//rbbA//rutF//cheZ//rzoD//tpx//moeB//feoB//nusG//luxS//bluF//rlmF//livG//rplK//proS//yoeB//recN//narI//ygeW//yggW//yhiM//
GO_0098670_7	frc//
GO_0098704_7	cyaA//dgoT//gcvA//lysP//
GO_0098707_10	pfkA//
GO_0098708_8	decR//ygdG//leuB//ybaE//
GO_0098710_7	opgG//sbcD//
GO_0098711_9	ttcA//
GO_0098713_8	alaE//livH//lacZ//dacB//
GO_0098719_9	rhaD//
GO_0098732_6	ykgO//rraA//fetB//ynaE//
GO_0098739_6	hcaT//glmM//aceK//rsmJ//mak//ptsI//mqsA//rzpR//oxyR//elfD//ybdO//sdhA//prmB//ribA//mnmC//cpxA//rcsC//rnt//
GO_0098771_7	clsA//appY//murI//ybdR//gloC//yraN//ybaQ//sufD//acrA//asr//fruA//edd//insH-6//tcdA//ftsH//pckA//intF//narU//rcsB//citG//narJ//gabD//fadE//tsr//btuE//nac//adiA//fimG//dbpA//yafS//rhmR//ecpR//uxaB//mgsA//menF//ybaL//
GO_0098776_7	katG//pth//mtlR//rng//mnmA//
GO_0098795_9	motA//
