#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	recA//speG//tpiA//dnaA//
GO_0071705_5	speA//lpxP//btuB//yjiX//essD//nlpI//rseC//dgcZ//gcvT//agaD//putP//envZ//yejA//cydD//rarD//asnS//flgC//gmk//yfcV//allC//rpmJ//ldrA//hybB//atpC//intF//frwC//mgtA//helD//yahK//fdnH//murP//gltK//iap//secD//lysP//ibaG//ydiQ//thrC//cadB//purU//sbmC//dinG//rarA//ulaG//kefC//lamB//mprA//flgE//hycB//frmA//argC//rplI//uspG//narI//rclB//cpsB//cpdB//casC//mntR//argR//queE//gph//ptsI//sdhE//nanS//rlmI//alr//zntR//ldcC//ubiB//rlmH//garD//pspF//yafC//mdtO//tehB//yceO//yahO//torD//atoB//tamB//dgcZ//prpB//amyA//yjaA//prc//fepE//yahB//ihfA//ulaB//rlmB//lysC//yihT//mfd//dcuA//purL//tolR//rplC//rplP//lolB//yfhH//allD//glsA1//mutL//argH//sdaA//lldR//csrD//gutM//yihI//cobS//metE//ypdB//mdh//maoP//araG//ybjL//cobS//fieF//nikA//ybaK//gsiC//cbrC//tehA//envR//flgM//bamA//yigL//folA//proX//acrD//kduD//hyi//lit//purB//secY//sgrT//adiY//tar//caiF//plsX//ydcM//fliA//setB//gspF//ypdB//alkB//ispB//rpsS//waaS//mglB//dnaK//ssuE//flgB//mhpC//trmH//lysP//lsrD//ugpB//ispG//iraM//tnaA//ykgF//lipA//agaC//ycgB//fliZ//trxA//insE-1//gyrB//hipB//truD//greB//ubiG//yciK//potH//setA//bcsQ//bluR//frvB//cpsG//srkA//sapD//tcdA//pinR//elbB//flhC//hemH//trpR//osmY//dnaK//cirA//sufA//rutE//argT//ybgP//trxC//hisG//folC//atoC//rsmC//rplX//yphD//bhsA//bglB//alsB//ascF//pstA//ygeR//sbmA//yjgX//thiP//yhjC//chbB//glyA//frmR//cspE//yhfS//yraH//malY//dppA//ybbW//fimG//ychH//yjbE//insI-1//entE//torZ//ybdM//rpsR//ftsN//glyS//dcuC//secG//thiG//ybcJ//
GO_0071709_5	envY//yiaU//lhr//glsB//cycA//garK//bioP//aroE//ykfM//fruA//
GO_0071731_5	pgpC//nhaR//sapB//
GO_0071732_6	sapF//
GO_0071769_5	erfK//
GO_0071804_3	pgpB//gshB//pitA//aroB//ygeR//fliD//ompC//glcA//yahI//aldA//ccmD//pgaC//ung//frvB//ydhJ//
GO_0071805_4	kbaY//cbrC//napD//cfa//cadB//thiD//prkB//deoD//hscC//dcuD//bamA//hybO//ldrD//xdhB//satP//
GO_0071806_6	ycbV//ymgF//pspF//rpsL//flgE//proP//cadC//puuC//cpsG//dnaN//yqhC//wecB//yohD//erpA//dedD//tdcD//yphF//galS//frdA//
GO_0071807_8	paaB//
GO_0071824_5	eamA//
GO_0071826_5	yfeD//yedA//tsaE//rutB//rnhB//dmlR//minC//purT//yfcG//lepB//elaB//hns//yhfS//uxaC//amiA//kdsA//ivbL//nupG//fumB//nhaA//ybeQ//yhjG//sufD//ybhG//mdfA//ydaV//
GO_0071897_6	murD//higB//srmB//insH-6//bcr//clpP//ycbX//emrY//etp//nlpI//ccmF//phnC//yjbF//yahI//ulaG//ybiA//cspA//yhbO//yphF//zupT//
GO_0071915_9	cra//
GO_0071932_8	yqcC//
GO_0071934_6	fes//gcvH//atpG//
GO_0071941_4	dmsA//rpe//yfeD//ynfH//dgcZ//hpt//argG//rfbC//dtpC//
GO_0071945_7	nuoB//
GO_0071951_8	lit//
GO_0071963_4	thiL//
GO_0071973_6	chpB//sxy//bamC//leuB//potC//sgbE//rplS//ssuB//yeeA//fucA//mutM//glgA//acrD//yciF//yhdH//dosP//ppsR//yhcH//glpR//ybhJ//prc//aas//rpoA//nimR//pheM//waaC//yjbG//ybeF//rpsO//hslU//yagU//
GO_0071975_4	appY//
GO_0071977_5	hpt//
GO_0071978_7	wzzB//yraN//uhpC//fhuD//ytfP//gfcE//yjjI//entD//tesB//crcB//glpG//glpB//kefG//nuoE//
GO_0072321_6	adiA//yjiX//
GO_0072322_6	ydjK//
GO_0072323_7	mltF//
GO_0072329_7	nrfE//betA//lldP//gcl//cydB//roxA//frwD//iclR//ynfF//yihU//umuC//ulaA//phnM//epmB//ppx//acrE//yehT//ybjD//aaeB//rsfS//adeP//trpR//tyrA//ydcS//yehD//rplQ//yhcF//udk//atpE//cysE//spoT//sapA//yjjU//brnQ//ibpB//lptG//waaP//rne//xseA//tesB//tmk//narY//mug//dam//ugd//metG//thrS//grcA//xylE//rne//yhgF//yphB//hisB//ydeT//dnaK//manZ//hybO//yjaZ//sbmC//otsA//cas3//yebQ//ldrA//dmsC//ssuB//gldA//wecE//arcA//yfeX//iscR//psd//dhaL//bglA//rfaD//asd//yhfS//scpC//gor//adhP//pdeK//ydcP//
GO_0072330_7	ytfT//sgbE//lexA//hycB//nrdI//yjaA//yajL//yfcG//glcB//sseA//ydeM//arnT//ribD//stpA//yehW//kilR//mntH//fepG//nrdD//sucB//nrdD//yajQ//prpC//aroL//setA//pldB//dinI//nuoB//ydfH//arcB//lpxD//yieE//glrR//ybiJ//nudC//yjeH//flhC//sfsA//atoC//rutR//elfA//fimC//dosP//bamE//nanE//narK//fmt//miaA//priB//exuT//hscB//leuB//chpB//yjcE//zupT//yphB//ydjK//rutD//
GO_0072337_6	tatC//paaH//rpnD//moaA//flgB//holB//ydjK//waaA//mhpR//rbfA//gspJ//cheW//fliG//treC//rplY//aer//relA//napD//ompR//fiu//dinB//gatC//entS//fadH//codA//narG//
GO_0072344_7	mgrB//mrdA//fabR//bglX//
GO_0072348_5	tmcA//yeeJ//rseP//intZ//hipB//atpH//purC//rluC//hisH//yhaC//uxaA//narJ//ispF//ansA//sucD//yebG//map//yqiI//mrr//lgoT//ttdA//yigL//ytfE//potD//rbsK//map//yhdW//dacB//fimG//livG//folA//yjjI//rpnC//lysC//hflC//dut//ihfA//ydiF//araG//kch//
GO_0072350_7	insI3//araD//fimC//waaJ//panZ//ssuD//betI//yggN//ompC//pstC//hflD//fhuF//dapA//fimF//yagJ//ydeO//rtcB//casE//
GO_0072488_7	fimG//trmB//alkB//cutA//ppiA//hemE//yehU//
GO_0072490_6	ybjL//pgpB//
GO_0072491_6	nhaR//hisD//
GO_0072501_7	ytfR//
GO_0072502_7	yghW//
GO_0072503_7	rspB//rpsS//
GO_0072505_8	hybB//
GO_0072506_8	cysP//
GO_0072507_8	pykF//mutS//rhmR//
GO_0072511_7	folP//rmuC//glpR//argG//tauD//malY//alaE//pyrD//livJ//hycB//yahF//dhaR//potC//lpp//hofP//tyrR//dhaM//
GO_0072512_7	dcuS//lolC//csgG//ydhJ//rluF//treA//dcuR//narW//citC//maa//mcbR//insI1//
GO_0072521_5	argE//fliG//yafC//rhlE//mdtE//rimM//lapA//uacT//thrB//rssA//yieK//gspI//ydjE//pheM//torS//ynhG//xerC//gldA//torR//ulaR//serC//ndh//clpP//yhcD//ycjD//yegD//ydjH//erfK//yghW//marA//trpR//gudD//gadX//fdnH//fabR//gpmM//hipB//asnB//lpxL//yfeX//ugd//yibH//recE//frvR//otsA//mltG//rsgA//yqiH//pyrE//ynhF//frvA//rep//ycaN//mnaT//lsrR//cobB//mnmG//lpxK//caiD//uxaA//arnA//eutB//rrrD//yfdO//qorA//yrbG//fhlA//rlmE//
GO_0072522_6	yeaE//grpE//dedD//gyrA//polB//argP//ygeR//yfdS//rplY//yhbO//pdeL//lsrG//prfB//sbmA//glnK//scpB//ansB//recG//accA//aspC//sdhC//rpsA//ubiG//sapA//nfuA//casA//helD//nuoB//yfeD//mppA//mdtE//hofQ//thiC//modB//flgI//umuC//cbl//carB//yjeI//rnpA//yehT//adeD//prlF//
GO_0072523_6	gadB//fhuD//rfbX//nhaR//hrsA//cpsB//ytfE//proX//opgD//fimH//ybiW//yafS//
GO_0072524_5	rplK//hyaA//ydfD//glcC//yeeL//rlmN//kdpA//kduI//gltL//casE//mnmE//tatE//cca//glsA1//ydcP//ldtA//copA//ppc//araE//hscA//yqcG//pphB//cptB//rpiA//ulaG//pal//adeD//gspF//glxK//dkgA//hisG//yhbQ//ytfP//cysN//bdcA//sufC//sgrR//murC//sutR//hofO//yihU//rcsD//rpsA//leuD//ispA//intF//entE//
GO_0072525_6	glnA//osmC//ftnA//fhlA//waaZ//umuC//nagZ//yhjR//rnc//gspF//mrdA//insE-1//potB//marA//pstC//glnB//yqeF//truC//yiaT//intE//cmtA//yiaO//tdcR//insI3//nfi//rnhB//mdtL//katE//pfkA//yehX//hdeD//fixC//kdgR//yhjR//tktB//malI//thiP//
GO_0072526_6	talB//nagE//
GO_0072527_5	ybjG//rimM//uof//fhuF//perR//bisC//insI1//tldD//csgG//glgA//pinE//atoC//lolA//queG//rplQ//pmbA//flgA//maa//msbA//galT//emrD//hybC//ybiT//yfcR//nanT//glpT//gcvP//relB//recN//minE//yhaO//tdk//pgm//tktB//groL//serB//narG//fadM//lnt//sgrT//ygcW//mqsR//hslU//proW//nuoI//glvC//yghB//mog//ybcF//slyA//phnH//ypdF//ubiD//murC//cca//phnL//ndk//
GO_0072528_6	hsrA//yneJ//caiB//potC//yejA//dut//rpsJ//fpr//lspA//tolC//lasT//rclR//phoB//cusF//yqaE//arcC//ydhC//sbmA//rplW//fabD//artJ//murI//pyrH//yggD//betB//nlpA//kilR//leuE//sodA//
GO_0072529_6	rbbA//rpsB//preT//cdd//gsiB//agp//manZ//galT//cysD//yebK//ytfQ//citC//ynfL//ygeV//yieH//accA//abgT//fhuD//ycgV//tgt//metE//rstB//elfD//
GO_0072530_6	tcyJ//ompL//ibsB//waaY//
GO_0072531_6	mgtL//rhmD//efp//ubiC//ydcR//rzpR//
GO_0072581_9	tsgA//
GO_0072593_4	holB//brnQ//panD//glpT//yagF//yiiD//ybiO//cdgI//trpR//
GO_0072594_5	rpmG//
GO_0072599_6	ycjR//
GO_0072657_6	patA//btuR//aroH//rusA//ccmF//yijO//atoS//psd//gapC//fadI//dicB//leuB//sxy//yhdW//tsf//fucO//ykfI//
GO_0072714_5	rclA//
GO_0075713_7	cusS//kilR//msbA//
GO_0080033_5	casC//patD//
GO_0080090_5	ascG//evgS//zipA//tolB//relE//paaX//truB//aldB//yidA//arnF//shiA//mtfA//dgoR//ettA//pheP//waaC//frwB//artP//htpG//ydfD//sdiA//insH-5//gntU//rplC//lysP//hupB//epmA//lipA//narW//ydbD//intA//nudB//ybhF//feoA//dnaQ//dgcQ//fadR//aas//sufB//moaA//yeeA//ssuB//ada//frlR//syd//ldcC//leuC//relE//nrdR//flgJ//fimE//fepD//bluF//degQ//rnhA//yahB//yhjG//rpsN//yfcG//lspA//kduI//mgsA//yafC//aroP//otsA//speE//srlE//recE//srlA//mhpA//yebZ//yihU//lysC//ubiI//torZ//ybjD//bioP//proS//idnT//fimF//dsdX//envR//dps//pepT//galM//malX//nmpC//rffM//yjiR//yhhT//ynfH//xylG//cusS//ytfT//yahI//mltD//sdhC//yjcE//frvA//fhlA//dgcN//gntK//icd//asnS//hyaC//yqhC//oxyR//yfdK//uhpA//rspB//yggF//cdgI//rpmG//gntT//rpmA//modC//fixA//tdcB//priA//ydiP//queA//fabA//avtA//ybaK//glsA1//glcB//epmB//hisA//argP//moaB//intE//cysE//viaA//ttdR//rpsJ//fumB//yfcG//adiA//hrsA//yeaD//serB//hyaB//yphB//wcaB//rfaE//gntK//fimE//phnC//syd//waaU//fnr//opgE//hda//bcsQ//pnp//hflD//elfD//cas1//ytfP//dsbC//ftsN//menA//borD//rutA//rclA//sppA//menD//arfB//gcl//cecR//asnA//nikA//rpnA//rho//nagC//argO//mdlB//gatA//lamB//kdpE//fhuD//cpoB//secM//marR//galR//narY//plsC//ybhR//mdh//cas1//oppC//pspD//rcsA//flgH//glpG//yfbU//mazG//fucI//sstT//nuoB//umuD//paaK//ybjN//mltD//mscS//nrdF//fryC//rpsM//dnaX//ybaO//lsrG//phnL//leuC//ybgI//csiR//lysO//ghxQ//feoB//mgtA//ulaB//fryA//ybgQ//hemB//yccX//yajL//appY//ygiB//adhP//yjjW//truC//ravA//yjhP//amyA//grxD//fdhF//aceA//selD//rclR//gadE//dgcF//ulaE//wza//ycaN//galM//holA//hprS//folC//gpmA//rimO//tauD//lsrR//holC//gadW//ybiT//polA//frlR//queG//metR//betI//menH//fliD//xisR//sseA//abgR//essD//modB//dusC//cmk//glsB//yagI//xisE//hscC//moaA//ycdX//ygcR//lldR//motA//thrS//yraJ//cutC//nemR//dtd//dicC//mltB//ykgO//hemF//bluR//ddpX//ytfQ//cheZ//yebG//frlB//sthA//cmtA//dgoA//yjjW//rbsB//mltF//rfbC//nanE//tig//azoR//dgoK//yqcG//rfbD//gltX//pheM//galF//yciV//ydiO//fepC//bioD1//argR//cheR//aldA//gltK//pgaC//livM//opgE//slyA//csgB//yedA//uvrA//betA//ldcC//nrfC//csgD//cysW//cytR//ulaG//mdlB//ydfK//eco//acnA//mgrB//guaD//yajD//fhlA//csgD//hyfA//mdtN//fabA//ymjB//bdm//selA//
GO_0080111_4	wecA//scpB//
GO_0080134_5	gloA//
GO_0089705_7	argC//yqiG//
GO_0089709_7	glcB//atpF//
GO_0089718_7	fabI//pspF//insH-5//rcsD//ulaA//hisA//slt//yehP//cycA//argC//
GO_0090066_4	menD//waaB//trpS//holD//arfA//
GO_0090068_7	tnaA//
GO_0090069_5	agp//tsr//thrL//
GO_0090071_6	cysB//hcaT//radA//
GO_0090087_6	nudC//elfC//yjhI//
GO_0090116_7	hns//
GO_0090143_4	clcA//
GO_0090150_5	hcp//tcyN//dsdX//pspG//eno//tolQ//phoQ//yebG//lolB//envC//rbfA//hslV//
GO_0090304_5	ybjC//moaC//fadA//modA//rhsD//yqiH//viaA//nadE//pckA//ogt//lysP//ygjH//rraB//aceF//ydiF//yciH//adk//puuE//mtlA//lipB//speA//rluF//recT//rof//wzc//hdeA//ttdA//hexR//frdD//rcnA//chbC//yggE//ynhF//yiaJ//mepS//flhC//cueR//codA//npr//rclA//yaiV//ygbM//fimZ//pdhR//gspJ//rraA//lepB//ygeX//mutT//pspD//yiiD//yhjC//yigL//lexA//bolA//sdhC//malP//rhaB//mreC//dadA//zapA//gltK//ulaF//yqhC//rimL//ykgO//phnG//hycA//gntP//perR//eptC//baeR//fes//ogrK//ettA//yegT//cytR//murE//rimP//rutD//nadC//ibsC//insI3//umpH//bluR//tpiA//queE//flgK//ilvD//treA//proQ//pyrC//cysB//yeaD//efeO//kdpB//ytfE//torC//holE//cysB//deoC//ymfA//nupC//pflA//yiaT//dinI//yraN//asr//sohB//yebK//rrrD//ymjB//tsaE//sufA//rpmE//fucI//thiH//araC//gfcE//insF-1//sgcA//dacC//treR//asnS//pdxB//psuG//tbpA//nimT//yghU//ycaN//yehD//erpA//yiaT//rplJ//ydhJ//tgt//rluD//zapD//hypF//lpp//xapR//hofO//iraM//yhcN//ycgB//iraP//mngR//fumA//apt//wza//lysC//yiaU//baeS//cspB//waaH//rplX//abgB//aroG//queF//ygjH//insI1//miaB//dam//rplD//rplA//lepA//mutM//glmS//cobS//ydiZ//iraD//znuB//lysR//yojI//thiP//amiD//copA//cspD//yoeE//rlpA//djlC//ppiC//dmsC//tcyJ//yfiR//bioD2//yciV//cueR//nanE//gluQ//mnmE//yebK//mdtN//glnD//mog//argR//folP//chbA//yoeB//msrQ//hscB//ttdB//tcyN//gabD//kbaZ//ychO//dhaR//arnE//wcaJ//rssA//menE//yedX//torZ//nac//murE//sgcX//ybaQ//sfsB//hokE//ldtD//acnA//ilvL//lsrD//rfaF//yehB//nlpE//thrA//intA//btuB//paaX//ccmE//caiB//fimZ//phnG//nirB//rpmE//proA//rraB//purB//rapA//rplP//deoB//wecA//gltX//soxR//pinR//tisB//dapF//xapA//gatY//sdhB//rpsD//bolA//fadK//yaiP//sgcX//mmuP//tsaB//hisH//caiE//fepE//nemR//zntR//evgA//wecE//yegD//edd//ybhD//nudF//ppsR//metR//idnK//lldD//nanC//cynT//clsA//metQ//ibsD//yiiE//frc//bcr//dpiA//nrfC//proA//fes//shoB//xthA//yhdJ//tolA//yojI//ycgR//brnQ//araE//ubiE//yadV//livJ//ulaE//gmk//osmE//hyfC//fdhD//rpsG//rpmG//nth//fic//arnF//rpsR//feaB//dsbG//yaaJ//hflX//yefM//recN//artM//alaE//kefC//casD//sucA//rsmI//pdeR//rplM//menI//argI//cof//ubiC//yjgX//ypjD//yhjB//ydiO//pabC//lptC//arsB//ydfG//rcsB//caiT//degQ//glnQ//rbsD//perR//panC//corA//lasT//aroL//ptsN//ldrA//dut//yehC//ppsR//ygiV//yagE//casA//ubiE//panD//cdh//yfcV//recE//cusS//gpmA//argT//yijO//kdgK//lipB//iscU//ydhC//bglF//ybjC//ydiK//cysI//kefC//nadC//yehZ//lptG//rmuC//nfi//yieE//mrdA//rhlB//pykF//yhaC//rcsC//yehT//emrK//wzyE//waaU//gstB//nadD//ygiN//glsA1//yjjW//tyrB//ugpC//agaD//ldtC//cadA//yfbV//rplR//gspI//dsdX//ypdC//yceD//yahD//guaB//ytfP//ompC//ubiB//grxD//ydcR//dnaE//waaZ//stpA//aroA//yhhT//gntU//rph//sfmC//yhbS//pfkA//cspA//sdhB//fieF//casC//fepC//mhpB//tus//pgpB//frc//nrfD//yacG//fis//astC//rsfS//dusB//aroF//rep//narP//tyrS//hsdR//raiA//zntA//cptB//btuD//kduI//kdpD//speA//yjiM//
GO_0090305_6	rfaG//yidK//emrK//lpoA//gutQ//mngB//yajD//tehB//intZ//nuoN//cobB//mcbA//ilvB//ygaV//ydbK//frdC//evgA//yedX//folA//djlC//lon//rnc//btuE//ftsK//pdxJ//fecA//mrdA//nemA//yciG//fepD//yigL//csgE//betI//mlaE//ghxP//mhpD//fbp//yhbY//gmk//dinJ//waaC//arcA//rimO//yrfG//bcr//putP//oppC//nepI//gnsB//cysI//zur//ybaL//ydjK//mscM//prmA//elaD//atoS//gadW//yddA//ompL//dicB//yaiV//dinB//pabB//rlmC//fdoI//rbbA//ccmD//radA//aspA//lrhA//fecB//rnpA//bsmA//plsB//potH//eamA//roxA//ttdR//yecS//dtpD//
GO_0090313_8	tamB//cyoA//
GO_0090329_8	mdtB//rraA//lolC//msrB//yjcE//trmI//yibT//
GO_0090347_6	btuE//
GO_0090352_6	paaA//
GO_0090357_7	secA//ihfB//
GO_0090358_8	flgM//
GO_0090407_5	frr//metE//lepB//groS//yfcA//sapB//yihV//rplD//ubiC//yciV//ydeI//mreC//nikR//ldtB//nimT//erpA//glnD//manY//speB//rffG//yjhP//gfcE//srlA//yqcC//yhgH//aldB//pfkB//dgoR//panD//gdhA//hisG//ydgA//holD//yidE//lsrC//uspG//cstA//yjhP//lplT//prlF//yqiG//iclR//rlmH//maoP//lysA//feaR//ygcW//lysR//gadA//kdgT//dcp//rhaR//fabD//rhmR//fliM//rpsI//aaeR//ibsE//gph//cnu//arsC//baeR//uhpB//dtpB//yadC//dnaG//tomB//tar//rhmD//zinT//brnQ//hybO//dacB//yohD//lrhA//nrdD//fdx//mgtL//yabI//talB//cbtA//malK//entB//erpA//murJ//mnmG//nanR//nrfA//pdeK//yheT//rhaT//secG//acpT//cydC//dhaR//cysW//modA//ycbX//pdhR//galR//btuR//nuoE//csgF//pabB//rplQ//dhaK//yhhY//betB//agaI//menI//ybiA//ugpE//amiA//ydcT//crl//rssB//oppB//yijE//eutN//sdhA//yehP//radA//amiC//ubiI//aqpZ//dkgA//guaC//folE//cyaY//nikA//ttdA//
GO_0090487_4	hslR//
GO_0090501_7	elfA//nikC//acrZ//yjjV//deoB//ygeW//trmA//rnt//cspE//lpxC//glpB//lpoB//tmk//dnaT//uvrD//lptA//ygbN//treA//btuC//pyrF//yjhB//deoR//sucB//ydjE//mpaA//atpH//fnr//zapA//yccX//cbpM//mltD//yifB//
GO_0090502_8	opgG//hslO//hybA//macA//flgI//aroH//yajR//ulaC//sbmC//agaI//nikE//hemF//lptA//suhB//yehX//tdcG//ypdA//fis//zapA//ypdI//rplR//
GO_0090503_8	yigB//yidR//rplQ//epmA//yahD//ftsW//cvpA//intS//
GO_0090529_5	malF//ydiF//rapZ//yadK//dinJ//ybjC//
GO_0090540_10	dhaL//rpmB//dpiA//
GO_0090549_5	ansB//aroG//
GO_0090605_5	fhuC//gudX//glpB//adiY//yhcF//aceF//ftsB//rfaC//nadA//
GO_0090609_6	fimE//yiiM//yggW//yebQ//pdeF//ftnA//araA//ihfA//hxpB//
GO_0090662_6	rpsG//
GO_0097035_4	udk//yhhZ//
GO_0097056_7	rusA//
GO_0097164_4	pabC//kdpF//yjjX//frwC//csrD//proS//opgG//mgtL//gltK//yobF//oppA//qorA//yiaM//lacI//hflC//ispB//feoB//frc//metG//ycdY//pepD//melB//ghrB//fdoH//sseA//lpxT//
GO_0097237_5	frwB//argH//yhjD//yqgB//ubiF//fepG//rhaS//fabB//ompF//nanE//
GO_0097264_6	uspB//
GO_0097286_10	crfC//
GO_0097292_8	gatB//
GO_0097293_9	ybjL//
GO_0097304_7	osmY//
GO_0097305_5	phr//mrdA//queF//yraK//gltD//gnd//
GO_0097339_7	sgcA//
GO_0097366_5	ascF//narY//sdhE//
GO_0097428_6	fecC//dmlR//gabD//lldD//napC//fpr//hemN//
GO_0097435_4	mdlB//macA//
GO_0097501_4	dcuC//
GO_0097502_4	waaF//
GO_0097510_7	rcsF//
GO_0097532_4	acnA//
GO_0097533_5	mqsA//
GO_0097577_5	avtA//rpmJ//ftsX//
GO_0097588_5	tag//zapD//nagD//mscS//map//mdtG//gspF//norW//dtpB//mhpT//yijO//feoB//lpxH//dcuC//atpA//sodB//ydaV//amtB//chpS//rpsQ//fabB//pck//glpT//groL//eamA//yiiM//greA//ribF//yhjC//gudP//sfsB//
GO_0097638_8	holB//zwf//cbrC//malZ//
GO_0097659_7	srlD//ssuE//arsC//rffM//mraZ//sgcA//proW//yraJ//priB//gntR//fdoH//putP//ligA//glnK//deaD//livJ//phoQ//fabG//recJ//rutG//holB//sapA//cpxR//gntU//rplX//rpsK//truA//ftsW//gyrB//npr//pepA//nupX//msrQ//yahI//hslU//ppiC//dinG//ybiH//yfjV//selA//cusF//priA//yhfK//mdtP//gluQ//mutS//fes//scpC//yebZ//yhjX//kdgT//prfA//argB//ymfA//rmf//uspF//ccmA//phoR//dgcT//cmoB//kup//cca//hslR//purL//mglC//yehY//ybcF//wcaJ//sdiA//gadW//msrC//opgB//ybhD//ompF//tauB//yjhP//csrD//ynhG//yejE//gspJ//rpsE//dmlR//cpsG//mglA//yihI//yieK//dgcN//iraM//yhaJ//dapB//rpsJ//ybcM//hdhA//coaE//ulaR//rng//bolA//cycA//trmO//xapB//ycjP//cheW//yjtD//entH//fiu//torY//ldtC//yghW//ubiI//ubiE//rsmC//ybeY//pstA//yghU//mlaE//ccmE//gudD//yfdC//dgoD//
GO_0098002_8	ygiW//
GO_0098542_4	zapE//gapA//mrcA//fkpA//sufB//rsgA//yhbS//kup//mdlB//rplA//
GO_0098586_5	yehU//dnaC//ribA//
GO_0098655_7	glmU//asnB//asd//etk//wecC//tqsA//ynfF//cfa//lasT//rimJ//allC//hofP//purB//yebQ//yaiP//lacY//lpxP//folM//norW//lpxK//tdcF//rpiR//nanT//nrdG//uxaC//nanA//speE//phnI//idnD//napD//hdeD//ymjB//ompG//ybjN//narP//torD//purL//macB//tsaE//zapB//sxy//rsmB//yihS//pldB//wzzE//dapB//galK//cobU//lptG//fliA//pnuC//rayT//aroK//rpsE//cas1//mobA//yijE//ybiO//glgP//yqeG//potB//rplY//arnE//fimG//thyA//yjjQ//metH//yehW//proW//yfcV//nlpI//coaD//tonB//fecC//tsaC//glgS//rluA//hda//yciT//hokE//yiiM//eutK//hldE//idnD//mltF//entA//puuE//yobA//queF//ggt//cydD//aroF//caiT//pfkA//bfr//rpoH//rplA//yhjX//nlpI//matP//rutC//mqsR//ydbK//pal//fixC//trkA//
GO_0098656_7	manX//pdxA//rpsS//tynA//wbbK//gpmA//mdoD//btuB//fhuB//nanR//rbfA//yjtD//acrD//astB//yhbO//agaR//yadV//ydjH//rpsE//glrR//fadB//nadC//cof//yfcG//rpsE//mnmA//acrF//pitB//hslJ//mrcA//pabB//caiD//argR//ftp//trg//proW//kefC//uraA//sfmC//wzzE//fliA//queG//sgcX//pepD//cheW//ycdY//uraA//btuB//aroA//rhmD//csgF//ptsN//codB//alsA//nuoE//yeaV//setA//iraP//ftsB//dinI//mlaF//dinD//ttcA//pcnB//yphC//dsdX//yhjB//amiD//fabD//mdaB//ytfR//alsK//casE//qseB//lpxB//leuC//ispG//mtnN//manA//arnD//flgE//yjjX//rpsP//tufA//hisQ//tdcC//ypdB//rpsS//tolB//nrfA//waaO//ugpB//glmS//mipA//blr//asd//tdh//
GO_0098657_5	alaE//dut//rsmI//dgoT//cspE//ccmF//yagG//elaA//yehW//treA//cysH//accB//rfe//nagE//argE//ldrD//rluF//ygeA//bioC//talB//
GO_0098659_8	kch//rep//
GO_0098660_7	fdhE//yjiA//cusS//kduI//hypC//efeO//ugpB//lpxT//lolA//lpxB//clcA//kbaZ//yajL//argC//rne//basR//yqeF//queE//hmp//pheP//sbmA//minC//yjiR//ygjK//accB//allB//mdtJ//pdeR//lpxC//waaA//guaA//hda//cpsG//narL//pdeL//sixA//rhtA//tatD//mdtC//frr//ynfF//hupA//secB//marA//gadW//gsiD//pyrB//kdpE//hemB//torR//flgB//uhpC//uvrC//csgE//mutT//nanT//gcl//pstS//phnL//araE//nrdB//glpF//uspC//nikE//pabC//frwC//uhpC//ftnA//btuF//ydcI//tehB//mgrB//trkH//xisR//casA//hxpA//yjhH//
GO_0098661_8	mdtD//nimR//btuD//tqsA//dnaQ//cusS//mprA//allS//rpsJ//fis//yraI//cfa//ibsB//mdlB//fryA//mdtO//ivy//ugpC//atpG//
GO_0098662_8	nagC//chbG//aer//pnuC//pyrF//rapZ//fimE//yjhC//paaE//rodZ//serS//rzoR//ykgO//htpX//paaC//kdsB//btuD//ubiX//yebS//sbcB//pepB//casE//hybG//hdeA//cysQ//sbcB//rfbB//ftnA//pyrF//yhfS//selA//waaH//iraP//rplN//yqeF//rclC//btuF//lgoD//yhjA//yghG//tpx//ascF//glnQ//yceD//proA//malZ//vsr//aaeR//yraI//yggD//accB//yadC//dnaJ//ydeO//yfgJ//kdsA//uvrY//wbbK//cysN//caiE//cysH//
GO_0098670_7	rnlB//
GO_0098704_7	hcaE//ldtE//cmk//ybaM//
GO_0098707_10	yjhI//
GO_0098708_8	cheB//viaA//birA//hyaB//
GO_0098710_7	ihfB//mukB//
GO_0098711_9	cutC//
GO_0098713_8	efeO//rcsB//ybiI//cynX//
GO_0098719_9	rayT//
GO_0098732_6	yijE//wza//ptsG//yiaU//
GO_0098739_6	adk//hybB//etk//fimA//udp//gspJ//phnC//ybhS//mdlB//adiY//yihI//clsA//pcnB//yebC//paaH//tonB//cyoD//cpdB//
GO_0098771_7	hsdR//waaB//hokE//yqiJ//lsrK//yfcP//ydjM//yjhC//ilvH//tufA//crcB//rhaT//gshA//rhlB//adiC//mlaD//aroP//cyaA//clsB//tpx//ybdN//yihR//modB//pfkA//yhcN//eutB//mltF//exuR//rbn//yedL//rpsR//yghO//bioF//rcnR//arnD//yhcD//
GO_0098776_7	lolD//ulaR//ahpC//gudP//ycfS//
GO_0098795_9	cydD//
GO_0098869_4	aaeR//gyrA//uxuR//tsgA//efeO//araB//agaC//ygfX//ilvA//mcbA//yiaL//sgbE//ppsA//mglB//leuC//yjbF//paaZ//deoA//ampE//patD//aceK//ascG//
GO_0099046_5	yhdW//purC//
GO_0099116_10	yiaM//
