#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cbpM//dacD//murA//yrbG//
GO_0051182_6	livM//ygaZ//yieE//intS//dapA//
GO_0051186_4	add//slt//yjjU//cyaY//rrrQ//ytfQ//ynbD//ldhA//cmtA//murG//prkB//gloA//pppA//efp//sbmC//birA//ugpB//wza//yggF//ompG//luxS//eutA//azoR//cutC//nuoI//pdeR//bluF//dnaA//ybiT//yjjQ//yjbG//entS//yaaJ//paaB//gltP//recF//rng//bluF//rclC//ompC//ompT//rpmG//cspD//atoB//idnK//ycfS//secE//tig//rplJ//cysS//yfeR//katG//gcvR//yraN//rlmB//fixB//sbcB//ispU//diaA//melR//potD//phoA//gcvR//grpE//ygeR//aceF//ruvC//fabZ//pphA//sucD//pyrF//ubiJ//dnaG//dicC//arnB//hdeA//bioC//rimI//waaU//yfcR//mraZ//topA//mntS//pheM//moeB//secM//xisE//ymdB//queA//alsC//pepD//yjiY//rpsP//fadH//kgtP//rpsB//lacZ//dusC//wecC//rep//atpA//nfi//cysH//yfcQ//preA//yejE//dgcM//ugpC//dgcF//sfsA//rraA//dhaM//btuB//fumB//hisP//yfdC//speA//ompT//yfcS//iraP//rdgC//dnaE//tusE//lpxC//rlmI//tcyJ//flhE//guaC//exuT//ytfE//paaC//fdnH//yaaJ//aldB//uvrA//ttdB//ycgB//caiB//yhcH//asr//ugpC//treC//minC//gutM//otsA//rfaC//zntA//glmS//ypjD//yafO//dgkA//cspB//wecE//truD//emrY//ccmE//nirB//blc//ykgM//asd//yqaE//livK//ibsC//fabH//lsrC//gudD//glrR//lysP//appY//serA//ftsL//moeB//hldE//bglF//moaC//mtlD//nlpE//yqaB//ydiR//ivbL//ldtC//waaQ//epmB//yacG//cfa//cysD//wecC//nmpC//ymgA//cysZ//iaaA//manY//otsA//hemG//tusB//moaD//murG//yjhC//ispF//
GO_0051187_5	panD//uspC//rbsA//ycjD//hisG//selA//yheT//fdhD//tdcR//ybiW//
GO_0051188_5	bsmA//fur//ybeQ//ynhG//otsB//ulaF//hsdM//rhtB//ompG//xerD//arcB//yhjC//gntK//gltX//narW//flhD//hycA//rspB//flhA//hsdM//wecE//ibpB//yjiQ//bcsA//rluC//potG//ampD//pspG//borD//agaS//kdpC//sfmA//xapB//yehT//paaD//hcaD//ptsG//csgB//rnhA//xylB//gspJ//sucB//mgsA//cca//ubiF//fixB//ulaE//sufD//ribA//proV//yhaO//wcaJ//yfgO//htrE//roxA//rpoH//rpmE//mqsA//yhaC//fabI//tamA//pheT//cof//ribA//thiC//hofQ//ung//nadK//zapB//glgX//ccmH//yjbB//fdrA//ttdB//ydfG//tcyL//kefB//yadK//gsiC//lyxK//pgsA//trpR//ansA//mug//roxA//ycbV//trxA//rimP//ascG//prmB//ypdF//uspF//mltG//solA//xylF//yrfG//rlpA//hpf//ugpA//rpsD//yieF//pdeD//zraS//rfaE//agaS//mmuP//cstA//cdh//cyoC//hcaE//gntP//hcaE//ndh//mobA//ybiT//thiL//chpB//ycfS//rcsC//ynfK//degP//gcvP//aceB//ldrB//mlc//ihfB//ybhS//yebS//yidH//casE//yaiP//fucO//mmuP//fdrA//ydiZ//miaA//rseC//ttdB//nrfE//alkA//ymfA//csgA//cobC//ansB//tatE//treR//
GO_0051189_5	hisD//ygjH//rhaD//ydfD//nudG//entH//rlmL//asnB//rutC//kbaZ//etk//yjhH//
GO_0051191_6	zntA//
GO_0051193_6	ypjD//ilvB//argD//
GO_0051195_7	dmsA//
GO_0051196_7	mutY//
GO_0051205_6	appA//cedA//arnF//hybD//ytfE//gltK//ydfG//rpsA//rbbA//agaW//
GO_0051223_7	tdcR//ybcC//paaC//
GO_0051224_6	yfdK//
GO_0051234_3	csiR//soxS//narL//gstB//cmtA//ompT//rfaH//speE//yggN//menC//yejA//bcsQ//ybcF//puuR//puuB//fimZ//frvA//intS//ybhR//ynaI//flgB//yjhG//aas//mazG//mglC//tdcF//rpsQ//rplL//dld//pdeD//rpmA//tamB//acrA//yjbF//ytfR//sfmH//ymfA//rplL//yfiC//phnL//ykgA//ggt//uxuB//xylH//crcB//rpiR//lacY//ulaE//ychF//hokE//nagK//ybeQ//ghoS//flhE//fis//sgcE//gppA//uspE//ccmE//fhuD//gmk//nmpC//lpd//ydfG//dsbA//rclA//garR//cbtA//glpC//mscM//malG//araB//mngB//rbsA//cpoB//agaC//folD//mazF//malQ//murB//rssA//yedF//yjtD//yihL//dbpA//yedP//acrD//gpmA//puuC//rbsA//rpiR//yhbX//nadD//rimM//pfkB//cdd//flhA//mliC//yiaF//ccmC//nth//proC//cutC//dmlR//gpr//ugpE//yfeO//surE//secM//dam//yjjX//yjjI//secE//sodC//citG//sugE//menI//csrD//rplC//ycjQ//mtn//ubiD//chbG//umpH//mobA//zinT//yjaZ//yfeR//dhaK//ychH//cbrA//shoB//lptE//yfdO//rplW//frmR//gpmM//yiiM//gatB//dgoT//rimK//yneE//ghrB//osmC//sstT//sbmA//rbsB//kdpA//osmC//ypdC//puuE//tcyJ//modB//yhdW//lsrA//ygfZ//cutA//hemE//diaA//elfG//acrR//cysW//ruvA//pykF//intS//ydcM//tnaC//rnhA//rhtC//mhpR//cbeA//osmE//yjiM//selB//nikD//yihW//selU//dcm//ycgV//priC//iap//rmuC//glmS//fumA//lacZ//ldtE//nuoH//mliC//secY//entB//rplL//yehD//mhpR//obgE//yaiV//narP//deaD//gntK//cusA//eutB//ibsB//allS//ydcO//rplX//alaE//dppB//pbpG//yraJ//yfaU//ydeO//ariR//yiaB//pckA//sufA//alsK//gpt//aceA//yfhM//mscK//wrbA//paaD//mliC//trpD//rsmC//lolA//wecC//yidK//yiaJ//araG//rffM//hemG//dsdA//yfeD//yfcA//rcsB//rpe//sgcC//abgA//sgcA//cysE//cyoB//cpoB//glrR//flgE//gabT//ygbN//galU//ybiT//argH//yhjX//tcyJ//thrB//yiaL//mdaB//yheT//hscA//ompA//pnuC//stpA//ligA//aceK//dcm//prpD//nikD//tyrS//ydcO//ugpE//sdhC//orn//ychO//umpG//yaiV//moeA//menE//vsr//puuC//ssuB//rpsM//rimP//hybE//ccmC//dapD//mtfA//macB//znuA//rimI//pntB//yciT//rffC//emrY//basR//yihR//soxR//uidC//insK//dmsC//glmM//cpxA//phoE//fecD//lnt//ydjJ//yejA//feaB//waaU//hxpB//codA//recJ//trmL//glyS//insI1//yafC//pgrR//yejA//rnr//hofP//truB//thiD//fadE//thiD//ydiK//yneL//melB//ada//sfmA//priB//iscS//mdlA//yjcS//ybcC//yfhH//ftsE//bglH//yhdH//emrE//sdhC//asnB//yahD//ldrA//gltK//fdhD//envZ//tag//proA//intQ//tehB//phnM//slyD//mdtK//sapB//mak//yceO//yhdX//menI//crcB//lpoB//dinI//gcvH//fecC//ygaV//metR//entS//alsC//mhpR//kdpD//nirD//glgX//hemE//hlyE//rssB//macA//acrB//crr//insK//rne//atpF//cueR//yadC//cas1//bipA//kch//uup//zntR//iscS//ugpB//qseB//gluQ//queF//hofO//ptsG//ybiH//fadL//btuF//nudB//fliS//fadE//lpxT//yaiW//sbcB//lpxD//cadC//hybD//hprR//pgaD//yigL//paaX//stpA//sufC//mutS//rpmF//mraZ//rnlA//tcyN//rnhA//kch//sodB//moaD//recN//yahD//zraS//ptrA//ompW//ycbB//nudB//argO//gcd//lpxP//rplO//livH//galT//msrC//kefG//tpiA//maa//kdsC//yidL//ilvD//tnaB//metC//yjhG//yigB//satP//mreB//proA//pflA//topA//dld//pflC//fliT//hldE//galS//yraI//mngR//msrQ//hofC//afuB//hyfF//codB//fumB//dnaE//clpA//ygfI//gnd//yhjC//priA//cysN//chpB//frlR//thiM//cdsA//yahD//pal//bepA//nuoL//borD//paaB//malE//fdoH//frr//secB//qseB//cas2//glpC//ygeX//lrp//rcnA//eptC//fimE//selD//pdxA//cmoB//pabC//soxR//mioC//roxA//yfbS//fecA//satP//crl//hdeA//plsX//aroB//osmC//nagE//garD//torY//lsrG//leuA//fruA//aroA//tdcG//mmuP//erpA//pgl//yafC//metN//deaD//map//raiA//mqsR//psuG//ahpC//tauB//bioD//norR//umuD//recG//epmC//ybeY//yggD//hcaE//ftsN//ybaT//rimP//tdcC//paaA//ygfI//sbmA//dcuR//proA//alr//fhuD//yjcO//pldB//raiA//dapD//btuD//pepD//nei//hflX//argH//dsbA//metN//ubiB//waaL//modC//adiA//rnhB//uxuR//fabA//ubiJ//ydfH//aroE//yddG//yiiE//deoB//galF//rlpA//ycgV//narW//mrdB//recE//greA//fadB//yiiD//amiC//ptsH//glpA//phoU//potD//narI//pyrC//yiaJ//codA//dgt//yhjD//ycjW//arnD//dgcQ//fabH//mdtI//nrdD//adhE//scpC//mak//ybiX//pheA//iscX//speA//fucK//iclR//ydfK//hemA//yfiF//ybdN//xseB//
GO_0051235_3	livG//mqsA//aes//
GO_0051238_4	ybcF//kilR//pal//
GO_0051246_6	mutM//yjiQ//sbmA//fau//creB//rluD//rplL//yfbU//gnd//cysN//menF//uhpT//pliG//tusE//fadJ//rcsA//lapA//yciT//dacC//yggD//insA-2//hofM//ymfK//cedA//cydC//ffh//fimA//sgcA//azoR//aroK//yoaB//paaX//ulaG//napC//dtd//ggt//rclR//elfG//glcA//ydhC//tatE//pck//rbsR//arnD//fixC//yfdS//cfa//nanC//speB//etk//pntB//tcdA//fdhD//
GO_0051247_7	nhaR//uspE//lplA//glcA//narI//yjcS//mglC//citX//yhjA//fruA//fbp//
GO_0051248_7	aer//fadB//xylB//ogrK//yfgO//dgcF//yfbV//decR//paaF//luxS//hicA//htrE//aroB//casC//ydiB//ybcM//bioD//araA//yiaF//ycfJ//gshB//rnr//mdtC//mrcB//cysS//gudD//cra//rsmD//gapC//glxR//nikR//
GO_0051252_6	bamA//phnJ//aceF//trmD//hdeB//maa//smrA//casB//hpf//tolQ//fryA//umpH//flgM//yehW//waaF//napD//yggE//mrdA//cysW//holE//arcB//msrB//cutA//arnF//ftsK//ychO//argS//rplY//yhbY//otsA//fimE//zapC//cysU//yghW//acrE//rfbX//chbF//secB//gabD//intE//mglC//trpE//rpmC//mgsA//treR//rna//dtpB//pth//ascB//alkA//bcp//hflC//yobF//speE//mglB//idnO//gntR//dctA//insB-4//relB//ogt//mioC//btuR//envY//hslO//ddpX//waaB//mdoD//oxc//argT//yhcF//glxR//fumA//ugpA//ttdT//cecR//ynaI//ettA//yeaG//clpA//yciF//yfcA//yajQ//fepC//paaG//yihI//mdtO//kup//pbpG//intA//yhjR//hslU//putA//mazF//tauD//mpaA//yqgF//lsrA//queE//frdB//aceK//yhaM//otsB//frwC//htpG//ackA//ycbB//yidC//yhdZ//proB//dcuA//astB//acrE//tpx//hycH//ygbI//ybeY//yfcG//ascB//rlpA//ydaV//cyaA//udp//betB//nikR//sdaA//stpA//flgF//rlmG//holE//guaA//pstA//ynhG//rpmF//iaaA//betA//rpsR//yafQ//seqA//rlmD//hyfA//glgX//pyrE//gltX//bglA//ybaQ//ygcW//malP//uspB//hisP//ypdI//rna//rzpD//phoR//serB//rsmE//flgB//ynjD//cheA//puuC//ypdC//gcl//yneJ//coaA//pgrR//yhcN//fliZ//ycbX//rcdA//ssuB//arnF//eutR//purB//msrA//insI-1//ygeA//pspG//endA//zur//dnaB//ybaK//fecC//yjjX//glcF//uof//gshB//yfhH//malF//pldB//fucA//tusB//tig//yciF//evgA//umpH//fabG//sdhE//rplP//osmF//pyrC//minD//hypT//lit//yidQ//cutC//prmA//ydfD//adeQ//atpH//dnaG//eutR//tisB//lysA//nlpE//yqeF//psuG//yddA//paaK//icd//glcA//ytfR//yohC//ilvL//tdcF//yjeI//nirB//ddlA//trmJ//ldrA//recA//ddpX//bacA//xanP//sucB//nuoL//yebC//sodA//iraD//rplN//satP//yagF//ribA//slyD//mdtK//ptsI//yeeL//alaC//intQ//xthA//yddG//zupT//mtlA//yqgB//glmU//murR//sgcR//cpdB//ubiI//gsiA//rsmD//yibT//glsB//allC//entF//recD//truB//hycB//nikB//wcaJ//fimB//elyC//cobT//gpt//ahr//galU//ibsB//ybiH//narK//
GO_0051253_7	ybiV//yhdW//pheA//fdhE//sutR//glpC//ykgO//trmJ//cas1//pppA//mntP//rfaQ//osmE//hyfC//mpaA//yagJ//ybdH//pabB//rpsT//uspF//fimZ//ispG//rpsO//cysH//fimD//menI//ampE//waaG//rplK//yjaA//ydhJ//dsbB//narX//sppA//dedD//uhpB//cas2//leuC//hmp//insI-1//csrD//yajR//gltK//envC//prs//ycdY//ybcJ//kdpA//modB//tusA//adk//entH//intF//bisC//agaC//sucB//fimC//mak//fhuB//pgaC//flgJ//ruvC//xapA//ompF//glcB//mhpR//yagJ//ygiV//treB//lacI//degS//maeA//ygeR//yjbE//ttcA//rhaB//bioP//yraI//dauA//pykF//tar//yehP//flgE//ulaB//ydbD//dapA//hscB//kdgK//dxr//acpS//yfiR//casC//nemR//mltD//mgsA//ycbU//queD//betA//hyaA//
GO_0051254_7	moaD//dgcE//degS//clpB//uhpB//recQ//moeA//ssuC//rseC//kefC//garD//prfC//agaC//clsC//dpiA//ybiJ//deaD//hflC//citG//cysE//epmA//yegV//dmlR//yeaK//iraM//bluF//glmU//rfaE//gatY//gspE//puuA//thrA//lldD//ribF//nusG//appC//lpxC//sfmF//nupC//mepA//pspC//glxK//lexA//pspF//hofM//uidA//rihC//dppC//cspB//ubiF//pyrE//murF//ydjH//emrE//elfC//glmM//ytfQ//prs//waaJ//alaE//rpnD//nupG//mdlA//uvrB//yfdK//ftsI//cbpM//murR//bioB//mog//ung//thiP//gloC//lptG//ubiG//
GO_0051258_7	folA//
GO_0051259_6	sfmA//lnt//melA//yeeL//phoB//pgl//trmH//mutS//purN//frmR//eptC//phoE//yihR//ydaC//hemE//gnd//ttcA//ompL//menH//ydfD//xapR//accC//cysM//ycfL//queG//znuB//hdeD//pbpG//tolB//hybD//ndh//hldE//treR//ratA//ydiR//gsiB//yjbG//ybeQ//xerD//yceK//cpsG//accA//clsC//pnuC//acrB//hokB//csrA//fhuB//secY//htpG//mprA//
GO_0051260_7	hycB//adiA//sspB//selU//pepA//trmD//lsrC//hcp//degP//agaA//ycbV//fadI//allB//ycdY//atoS//ypdI//lpxD//rbsK//pspF//spy//feaB//sapD//aceA//gudX//tcyL//rihA//rhoL//rhtB//xapA//fryA//fruB//mtlR//fabI//secA//ybeQ//ydjK//yiaF//alr//gntK//ygfX//yhdW//yahK//rrrQ//ihfA//ibsB//yqcG//speD//
GO_0051262_7	ybaO//narW//ybbW//mngB//prpR//rzpR//mmuP//argT//rfaG//ycjP//rhaD//ydhJ//frc//lldD//kdsC//murR//hybF//yieH//gstA//queF//recE//mltF//cydB//matP//ybdN//frmB//csdA//mrdA//yehC//dgoR//insI-2//glgP//manZ//nusA//yhbX//glpC//
GO_0051270_5	acpH//ihfB//alaS//ynaE//aroH//gadX//dsbB//ltaE//pgk//pth//lysP//ychF//bepA//moaC//bcp//rlmJ//
GO_0051271_6	rph//sucC//fabH//fliA//gadC//yhbQ//dkgB//sdaB//glnE//
GO_0051273_7	ycjR//cyoA//ygeV//recC//yfbU//clsB//qseB//
GO_0051274_8	hemD//mrcA//recX//pgl//yjeH//yccX//pepD//
GO_0051276_5	ubiB//otsA//chbF//srlB//nrdB//cspD//mgtA//yieH//cytR//tdcA//yjhB//cysI//glcA//ygbM//nlpI//ampE//astB//ygiN//ydfD//napA//ycjQ//mreD//yfiF//proQ//hslR//hupB//
GO_0051289_8	ygjR//yhcF//btuE//alkB//mgtA//ydcZ//argD//ubiD//gapC//tdcF//tcyP//xseB//malS//arsC//dgoA//bioP//dnaK//yfaX//secD//pntA//glpT//orn//pyrG//csrD//mnmG//ariR//cecR//tig//yegT//acpP//ubiG//ftsA//yfjR//yfaX//yafN//insI-1//
GO_0051301_3	xylR//ecpR//yfaV//rhtB//folX//glnB//paaE//rppH//yejA//proV//yqeG//proQ//artI//mrcB//yaiW//yfcQ//puuB//bglJ//putP//gabD//rpsS//clpA//sapA//rppH//rppH//yfcR//ecpR//trpD//ybdN//zinT//qorA//mmuP//hypT//glnK//folE//bfr//
GO_0051302_5	yfcA//dnaA//bsmA//rpmF//cysC//mtlR//scpB//fic//pstB//efeO//nuoM//yieE//dgoT//tufA//
GO_0051304_4	ybaQ//
GO_0051336_5	ogrK//yedP//wza//yfgO//clpX//dgcE//yeeY//srlD//adeD//frlA//htpX//yajL//elfA//ydgA//recO//artP//nikA//yihQ//argD//yihW//elaB//arnE//ybcQ//yejF//xylG//
GO_0051338_5	oppA//ptrA//pgaD//trmB//
GO_0051339_5	ycjU//
GO_0051341_5	aaeR//metN//
GO_0051345_6	rfaE//thiD//nlpA//cdd//sgbU//alkB//mdfA//pinQ//
GO_0051346_6	uidA//ssuB//aphA//gph//waaL//yccX//ydiQ//thiC//lsrB//betB//fdhF//
GO_0051347_6	cvpA//slyD//
GO_0051349_6	npr//
GO_0051353_6	ftsI//casB//
GO_0051391_8	nrfG//
GO_0051409_4	lepB//galF//
GO_0051410_3	arfA//
GO_0051452_10	rsmD//
GO_0051453_9	fepD//ldrA//ycjW//lpxC//fabR//wecE//truC//cobC//
GO_0051454_10	serS//secF//ycjU//ydcS//yraK//
GO_0051476_7	ybgQ//
GO_0051484_7	fliZ//
GO_0051493_7	fimH//
GO_0051495_8	kefG//
GO_0051595_6	pheS//rutG//yqeA//ydfH//hycI//
GO_0051596_6	ivy//yahI//mdtQ//solA//thiM//mqsR//dnaC//yadC//yjhP//mdtL//barA//ratA//orn//atpC//sdaC//nikA//hycI//yihP//prmA//galM//tatC//adk//ldtD//yhjG//hmp//secY//cspD//rodZ//
GO_0051599_4	envZ//
GO_0051603_6	bglH//rng//rnlA//alaA//hscA//yaaA//
GO_0051604_5	fepB//bamA//pncB//higB//hisQ//cheW//hyaA//malF//atoS//fryB//ybeF//ypdA//cynX//allC//suhB//ibsA//ugpC//cpxP//rseB//elfD//umuD//uidA//ccmA//baeS//ascF//ompN//yfbV//yraN//rpsN//zapD//degS//pspD//clsB//pdhR//slyD//coaE//pdeH//yccA//holE//yfcU//
GO_0051606_3	yeeL//hemH//
GO_0051607_4	hisD//cpxR//hcaF//oppF//csgG//sdhE//feoA//ygiV//cheZ//yfiC//
GO_0051641_3	garK//melR//lexA//dsbG//essD//htpX//ddpX//dam//yfcS//rffC//hipA//fryC//bioH//yohC//gcl//rbsA//proQ//hisG//rplD//fliD//greB//corA//dicC//
GO_0051649_4	lpxP//yefM//sfsB//nfo//gudD//ettA//gadE//mipA//atpH//ridA//ariR//clpB//yddA//
GO_0051651_3	tolA//ung//nuoM//
GO_0051668_4	fryA//
GO_0051691_5	codA//lysC//
GO_0051692_6	ratA//dgoK//
GO_0051701_4	tyrA//yadN//dtpB//uxuA//mraY//gltB//nadA//potI//mdoD//yadN//yraH//yggP//ebgA//hpt//cusB//infC//
GO_0051703_3	topA//iraD//yjaZ//emrB//prpD//mdlA//pcnB//gloB//
GO_0051707_3	dgoT//hisF//ligB//napF//yagE//araD//tnaC//ttdA//glvB//opgG//etk//metL//pspF//aceK//
GO_0051715_4	pdxB//
GO_0051716_3	mhpA//gcvR//ssuD//livH//ygbL//mlaE//aldA//frc//nrdH//aldA//dcuD//putP//flgH//narY//hemE//uxaC//ispH//carB//pykA//yiaO//waaC//ddlB//emrY//pgaB//ynfL//creB//yagU//macB//pgaA//ubiG//acrB//gatA//caiE//yggE//yjcS//gstB//aceK//ycbU//sodC//malP//nuoF//ydiQ//tar//uxaC//ytfE//rffH//cbpM//yraJ//pyrB//lptG//adhP//sfmH//rnhB//gdhA//ydaV//sdaA//yfaX//ttdT//murD//trmB//casB//cho//cysZ//uspB//ydiZ//rutA//yfiC//ruvB//tufB//ftsH//endA//guaD//cusS//cysU//apt//ygbM//mnmG//greA//purU//pncB//rsmC//ybcQ//yigB//tsaE//pgk//aceF//feaR//macA//dgcE//ydhJ//tsx//rcnA//yhjG//malP//ydiF//curA//glpF//hpf//dnaA//hflX//holD//atpH//degS//lysO//metB//gadX//ridA//macA//aroF//clpS//modA//rhaR//rlpA//ynbB//icd//rluD//tsaC//gppA//nirC//yajO//tus//ldhA//adiA//csgE//rlmH//hda//ppk//yobA//add//cpxA//ydiV//acrR//fdhE//shoB//ftsX//pliG//dppD//elfC//dinI//pntB//hipA//artJ//ynbD//aroL//sgrR//crl//sucC//sapD//glcA//yadK//araD//curA//arnE//alr//accB//bioD1//plsC//cusR//wecB//ubiB//agaR//intA//setB//ynjA//sbmA//uxuB//ynhG//iraD//yjiY//hyi//udk//rpmJ//agp//ybjI//xdhB//rzpD//yaaJ//ackA//gsiC//frwC//rpsQ//glcA//kefB//mnmA//mdtG//yadC//yobF//thrC//mltB//umpH//adeQ//kdsD//uspC//asnA//mreB//fadR//recD//yieF//groS//sthA//rcsF//ilvA//creB//emrE//afuB//hypE//hupA//preA//dxr//yggN//murI//ybjX//agaI//mlaB//arsR//dicB//emrD//hybB//yhbX//atpG//cusB//ykfI//yfdR//ftsN//yfcG//ynhG//mltF//hyaD//hpf//hycA//znuC//cadB//gspE//ymgC//guaB//menH//glnS//ftsH//ubiC//torS//dgcJ//rpoS//fhuB//ivbL//rlpA//yebZ//fadB//rarD//hha//trmI//rhmR//rbbA//emrD//metN//mqsR//efp//motA//tamB//fmt//cbl//xapR//ynbB//cysW//yhgF//metL//opgH//yadV//recC//rsmE//blc//mliC//gatD//yraK//yagI//ampE//yeeA//xseB//cmtA//ydhK//yebZ//thiP//allR//htpX//rihA//ykfM//gabP//dicC//relE//ldtE//gloC//pntB//rimM//sbmA//thiQ//hha//fetA//mraZ//rcnR//murQ//ypdF//intQ//nikB//flgM//sfmF//seqA//murG//mdtG//rpmC//pabB//solA//ibsC//yfbV//caiE//aspC//sapD//nudB//citX//pgaD//nagA//thrA//yfcP//rihA//citC//fetB//rutR//aroC//fruA//yccX//yagI//nagK//fpr//potI//nmpC//mrr//hslR//recJ//agaW//mscS//yadM//gntR//yidZ//proX//lpxK//uvrD//wzzE//ettA//nupC//rffM//yfcU//yhaO//dgkA//paaJ//yfaL//lamB//oppB//hrsA//tomB//mdoD//caiD//
GO_0051726_5	malE//dnaT//fruA//yeaV//argG//
GO_0051781_6	bglJ//yjjV//
GO_0051782_6	hemH//lon//holC//cynX//allR//xapB//guaD//
GO_0051788_5	fumA//
GO_0051790_7	mlc//
GO_0051806_6	rlmA//aceB//sulA//ugpE//hns//elyC//mdtJ//ilvB//
GO_0051817_5	ddpX//qorA//relA//eutA//
GO_0051818_6	hns//sugE//zur//codB//
GO_0051828_5	yibF//yebZ//rpoE//proV//grxD//dacA//panE//pagP//
GO_0051883_4	fryA//ydhC//betB//fliS//
GO_0051977_7	nuoB//
GO_0051983_5	cvrA//
GO_0052126_4	barA//ptsI//speB//ycjR//
GO_0052128_5	srlB//
GO_0052131_6	osmE//
GO_0052192_3	tsf//prpB//hybO//intZ//
GO_0052547_6	ypjD//yahO//fepG//
GO_0052548_7	mlc//purB//
GO_0052646_5	ftp//ydjE//dtpA//yicJ//birA//
GO_0052652_8	ygjH//sfmA//
GO_0052653_5	rbsA//
GO_0052777_7	asnC//lldD//
GO_0052778_6	tatE//phoR//ulaG//
GO_0052779_5	sbp//cmoA//der//
GO_0052782_6	msrC//narL//
GO_0052803_5	tehB//corA//sspA//lexA//potB//gcvP//yqeA//gpmM//
GO_0052837_6	kdpE//
GO_0052838_5	potB//
GO_0055062_9	glpG//
GO_0055065_8	dpiA//rffG//ydjE//hemG//murE//rcnB//aspA//lyxK//entH//gltI//lpxT//trmI//priA//mntH//folD//trkA//ldrD//rpmH//zntA//hypF//csgD//frlB//macA//glnQ//nhaB//folP//
GO_0055067_8	rof//sucD//abgT//ftsK//mltB//yafS//higA//prmA//mngA//cdd//yneE//cysB//
GO_0055069_9	pntA//
GO_0055070_10	sapB//gshA//proA//syd//mrcB//intQ//
GO_0055071_10	phnL//
GO_0055072_10	slyA//cysD//cdaR//seqA//pyrB//pepQ//ybeQ//ahr//torD//rpoS//fetA//pstS//phnI//rtcB//
GO_0055073_9	ftsY//
GO_0055074_9	yhaO//
GO_0055075_9	yibF//
GO_0055076_9	phnO//pbpC//rpmF//yihO//ybfE//ppiD//yciT//ulaG//phnN//lsrR//yggP//glcC//tsx//pmbA//clsA//agaC//hemB//yagU//ymdB//nadA//phoQ//waaJ//
GO_0055078_9	pyrC//paaD//clpA//
GO_0055080_7	rpmE//rapA//yqeA//cobC//idnD//trmH//rbn//dnaK//emrD//rihB//murP//yoeE//cysW//mreB//macB//holA//cheB//xisE//alsC//kilR//uacT//waaH//sulA//moaD//mreB//pabA//bcsQ//yihT//yjbE//aroK//sfmF//uhpA//yidD//rssA//hda//
GO_0055081_7	mntS//
GO_0055082_4	rnlA//mrp//yicJ//oppD//frlB//fadJ//ltaE//rfe//lacZ//yjiY//dedD//fimA//iaaA//rdgC//rnlA//yeiE//cusR//caiE//ydcT//alaS//queC//mak//queF//csgF//trmH//metK//rcsD//ilvC//ptsG//icd//rsmF//yiaO//ygcW//fadE//
GO_0055083_8	nanT//
