#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lsrD//yjeI//yehY//nrdG//
GO_0071705_5	rbsC//mocA//pyrE//glnB//rpiR//cadB//yajR//groL//yiaA//holB//rdgB//paaE//rfaH//pyrG//cysD//nadE//tolA//feoB//polA//elaB//srlA//rihA//lipA//fecC//uspC//hisI//lpxC//argD//yidL//dusC//rplT//citG//torY//lgt//flgI//pyrH//hupA//cheR//rhaS//uspF//galM//csgB//ybdG//gmhB//hrpA//ulaE//xisE//guaB//carB//ftsX//yieH//yceD//dnaQ//narU//mnmE//hypB//hofM//hicB//nupX//insF-1//gcvA//rssA//rzpD//tcdA//appY//tcdA//cstA//waaH//citG//iap//ydiK//glvB//glmM//rplJ//minC//acnA//rhaR//cusB//mscM//cusS//spoT//yphD//ybdH//galF//garR//ynjD//glpF//yjbG//pheP//rplJ//lysC//selA//sbcB//menA//glyS//hofO//icd//feoB//priA//csgA//ycjY//murQ//marA//ybiH//azoR//panB//prs//fimA//hisF//yehD//efp//slt//ampD//ynfE//dgcZ//yeaV//yrdA//miaA//rhtA//murQ//zwf//gntR//ldcC//ulaF//ydgA//ycbB//lolD//ybhG//potI//yjgX//cmk//ldrA//zur//kdpB//dgkA//ynhF//melA//fur//mdtF//ybiA//bioF//yoeB//bcr//bglA//pgi//pitA//fau//fhuD//yqhC//mltC//rutD//pgpC//aceK//ydcM//csgE//fimD//hisM//yciH//yfeW//tufB//eutD//mdtN//pbpG//yggT//ybeQ//helD//fryC//mdtL//bolA//ilvN//ftsH//aer//hslO//yjbG//glpT//yaiP//yhjX//tatC//yidK//gspF//rpnC//sapF//treB//rcsF//yjjI//argR//pth//rpoE//aspS//prfB//gntU//xapA//fiu//cutC//abpB//murC//ycdY//tauC//gspJ//allR//tatD//dinD//yjbH//yagF//fimI//adeQ//ldrB//pyrF//yjhP//chaC//dkgA//rpsL//narK//entB//yihV//nadK//yraN//rhaB//cptB//yhcH//yhiM//bioB//deoD//ppiD//acrD//ydhK//ykfM//cvrA//yajR//ldtB//guaB//skp//yihQ//kgtP//ybaQ//cbrA//
GO_0071709_5	zitB//lptD//phoR//ybdR//pdeK//mprA//waaF//rlmF//gudD//guaA//
GO_0071731_5	pdxB//glnB//yebG//
GO_0071732_6	mutM//
GO_0071769_5	argK//
GO_0071804_3	yajD//eutN//yqhC//epmC//dmlA//leuO//gatA//nusA//fruA//murB//msrC//hybA//phoR//yjaZ//pspF//
GO_0071805_4	csgA//glnP//ralR//fabR//pth//tdk//murG//dgcQ//ybjN//lpxK//livG//yhaO//atoB//rcnR//rfaF//
GO_0071806_6	malQ//gcvR//nhaB//argA//trkG//cyoA//tilS//acpH//abgA//frlB//rnb//deoD//pldB//dinD//rhaS//dacD//pgrR//allC//yidZ//
GO_0071807_8	hofM//
GO_0071824_5	yfcR//
GO_0071826_5	ubiB//tomB//lpxC//csgE//dedD//leuD//sdaA//speG//opgH//yeiL//alaE//curA//yefM//narG//pflB//prkB//ydeM//rnb//efp//ymjB//yehC//paaG//rhaD//mepM//nlpI//hyfR//
GO_0071897_6	gltX//mltD//yfeD//ibsA//setA//modA//ybiX//sanA//asr//fbp//rclR//aroP//glsA//narQ//iclR//nadK//msrP//yfaV//yjcO//rep//
GO_0071915_9	ndh//
GO_0071932_8	uup//
GO_0071934_6	tsf//fadI//pfkB//
GO_0071941_4	arsC//nirB//cspI//accB//narY//yhdJ//sucB//kefB//alsC//
GO_0071945_7	yidQ//
GO_0071951_8	lepB//
GO_0071963_4	fucK//
GO_0071973_6	iraP//sdhB//treF//paaG//tufB//rfbC//artI//sufE//sufA//rlmG//pitB//yjiX//cydD//hisC//bssR//mdtL//fbp//yidL//serS//acrZ//yggX//ybcC//glsA1//rplP//lrhA//malP//waaU//brnQ//poxB//ilvI//elaD//
GO_0071975_4	fecC//
GO_0071977_5	zwf//
GO_0071978_7	waaL//treR//hemD//folM//yidA//fimB//csrA//thiC//waaA//fucA//sufS//kdpF//malX//pyrF//
GO_0072321_6	fimG//barA//
GO_0072322_6	coaE//
GO_0072323_7	malP//
GO_0072329_7	cysP//rzpD//purT//mdh//hchA//lpoB//rzoR//rhaR//trpGD//cyaY//pagP//agaD//yjhI//ybhG//radD//ybdG//rpsD//helD//rlmG//mrp//rfbB//fryA//acpT//rpsJ//yahI//rfaH//aaeB//eptA//cusF//cyaA//ygdG//zinT//menF//oxc//fepA//rsfS//puuC//gfcE//ygeX//yagI//gmd//dmsB//purB//nrdB//mdtC//torR//yhfK//borD//rsmD//nrdH//yidP//adiY//gntR//norR//miaA//pnuC//frvR//yccS//envZ//mhpR//hemF//fumC//oppF//gshA//sgcA//gspJ//polA//alaE//clpA//aroA//ychH//cmoA//ompL//recG//cusF//metF//wzzB//pflC//ycbB//torS//oxyR//
GO_0072330_7	fimA//yfhM//slt//setC//serC//accD//sdhD//accB//glnK//insK//nrdE//narL//coaD//trpR//epd//ulaB//ftsX//ydgA//nrdB//yhaO//cysG//glcB//nrdA//radA//dacB//helD//glgS//ampG//ldrD//nuoG//rpnA//manZ//purD//gloC//ispG//flgA//prmC//yjjX//aceK//nirB//ychH//secM//rplA//fetA//chiP//argE//trpL//focB//ccmC//kdgT//def//chpB//yqaA//lgt//lepA//tatA//pgpC//rutB//
GO_0072337_6	yiaL//ydcT//yabI//pta//tdcB//gloA//yieK//agaD//lgoT//rutB//rpsI//fes//ubiA//hdhA//fepC//hypB//hisH//nuoF//yjiQ//mukB//yfhH//ldtB//araD//malP//rpsM//efp//
GO_0072344_7	accC//yahK//pflA//lsrC//
GO_0072348_5	ygiS//stpA//livK//feoA//trkA//topA//aceK//curA//fepE//thiG//pitB//prc//ybjX//yafN//mraZ//elbB//exbD//aroA//ispH//phnP//entA//hicB//epmA//oppD//atpG//rnr//cmoM//ubiB//flgG//pyrB//folA//alpA//argO//rbfA//yobA//gpmM//ybcM//nlpI//pyrB//yejB//
GO_0072350_7	yahK//yjiA//waaH//def//glyS//glmS//tufA//nuoH//rplD//hisB//gloB//ycgB//puuR//deoR//dppC//glpF//cmtB//yehW//
GO_0072488_7	yehP//nrfB//csdE//fumB//accB//gltP//glmS//
GO_0072490_6	torC//ttdT//
GO_0072491_6	livJ//glcC//
GO_0072501_7	lldD//
GO_0072502_7	gltL//
GO_0072503_7	artM//rplF//
GO_0072505_8	tdcF//
GO_0072506_8	hybO//
GO_0072507_8	nanA//narY//djlC//
GO_0072511_7	atpG//yjjU//dtpC//zapD//dppB//xapA//yihU//glnD//fcl//hisG//ddpA//deoA//rbsA//yjfP//narP//folM//potA//
GO_0072512_7	dtpA//nlpA//dnaN//hipA//uhpT//focA//eamB//csdA//yajQ//yqiG//intQ//ugpA//
GO_0072521_5	cdd//yaaY//crcB//allC//mobA//yfiE//glmU//ghxP//rfbD//mdoD//prfB//proA//nlpD//narW//metI//tusE//panE//lgoR//murC//nemR//tig//artP//fimA//tnaA//sspA//menE//ypdA//curA//araG//aroH//mnmE//artI//glgA//fixB//gluQ//rsmC//artP//selA//rplM//tmk//cusC//degS//fhuC//gpr//cdh//mntH//ybgP//cysU//yajL//rpmE//potE//torS//lsrC//greB//rsgA//yqjA//raiA//truB//pgk//srlE//pyrH//ompN//ompA//yghG//rnc//cyoD//lgoT//pntB//
GO_0072522_6	hyaD//yidA//rbsK//yidK//mutL//dcd//rpsR//nrfC//rpsJ//fdoG//prc//tolQ//fliG//rplF//rseB//tonB//nuoB//mdtK//pitA//rpmF//ihfB//flgB//ptsI//mtnN//degP//nth//trpGD//pflC//leuS//ttdR//acpP//yhiM//cyoC//osmC//zapE//gloC//srkA//yqhC//trpL//narI//elaB//rpsG//rhaS//
GO_0072523_6	ygcO//truD//argE//tynA//dctR//dsdA//trpE//ybjX//yrdA//astC//bioH//hxpA//
GO_0072524_5	ttdT//yehT//secM//panZ//cbrC//yqiI//cecR//sfmD//apaH//fucK//dnaB//rplK//rpmB//lipA//ihfA//secF//csdA//icd//sdhC//malK//tesB//cydD//galE//yqaB//yqiI//wecB//efp//pdeR//etp//appC//glnK//miaA//truD//aes//yhjB//argK//rsmA//mppA//tus//lasT//mlaD//gcvA//tdcD//paaH//aceK//fadH//mutT//
GO_0072525_6	htpX//cycA//leuB//exuR//glnK//ssb//galE//lpxB//rsmD//livF//bhsA//ubiE//appB//kch//gadE//gpmA//cmk//elbB//wzzB//yqaB//cbtA//rfaC//skp//yedL//prpR//yggT//yfiC//nudG//acrF//rhoL//ttdT//sucA//ilvA//sdaC//puuP//barA//appY//
GO_0072526_6	hyaD//ybcF//
GO_0072527_5	sdaC//ssuC//melR//ldcC//nei//carA//tnaB//ygfX//ycfH//rpmG//fruK//arnA//rpoD//gluQ//malG//melR//manX//yqcC//sthA//mtlA//leuD//dinJ//adiC//aidB//yhaJ//rsgA//mhpB//rimJ//waaY//murF//ybhP//ydeE//rpsJ//yjgX//rplJ//yjhI//yahN//cra//ppsA//yqgF//yfiF//xseA//sdhD//yfeR//ruvB//chiP//prlC//hyfC//ilvI//btuB//tdcE//thyA//cedA//cynX//waaB//mreD//etk//
GO_0072528_6	ybhP//guaB//malG//insA-1//dtpC//greB//prpR//nikE//mog//rnpA//nagC//elaB//bglF//sixA//eamB//pabB//ccmF//cutA//gpr//arsB//hofQ//glpF//allD//ppiA//treR//astC//clpX//yggX//hybC//
GO_0072529_6	moeB//nadD//yjtD//eutD//pyrC//ydcS//mtn//narH//yfiR//rplQ//bioD1//serC//yraI//yjbG//pheM//ruvA//mioC//rtcR//proC//focB//pntB//mdtI//gatD//
GO_0072530_6	blr//ppx//sfmH//yjhB//
GO_0072531_6	eutB//yafS//ortT//ydbD//yqeF//bglA//
GO_0072581_9	hofN//
GO_0072593_4	dicB//setA//rfbB//ackA//rlpA//ydeO//crcB//lipB//hisM//
GO_0072594_5	yqjH//
GO_0072599_6	ybdG//
GO_0072657_6	pepB//tolB//ygjH//asnB//yfcR//cyoC//recN//der//glpG//folC//waaY//menH//dicC//rseC//cysI//rplW//pagP//
GO_0072714_5	galS//
GO_0075713_7	rssA//ykgA//chbC//
GO_0080033_5	acrE//gpsA//
GO_0080090_5	rpsH//ybdZ//suhB//yjhP//flhA//pitB//pflA//yddA//mutS//gshB//sixA//pfkB//yafE//gabD//yqgB//opgH//yraI//asnC//radD//caiE//rseC//ansA//sodC//lhr//yihL//minC//amyA//yfeO//nusA//ugpE//yeaK//nrdG//astC//rfaB//hexR//chpB//betT//glsA1//dtpD//ibsB//hdhA//nrdA//cdgI//ybfE//artJ//tap//pstC//yiaJ//allC//phnN//rbsB//nac//malY//rpmJ//chbC//nuoI//mutL//dusB//gsiA//rlmB//norR//pflB//hupA//decR//ftsH//yrdA//phnO//hisH//yihS//ssuE//yqjH//narK//yijE//mtnN//ybdG//nirD//yahD//dgoA//dnaJ//nhaA//zwf//yfeW//dtpD//insB-2//cysE//mioC//yidA//gatZ//tufB//murD//tsr//fepG//yfdR//yhhZ//yfiF//rpiA//glnQ//slyD//rlmE//dhaK//phoQ//mdoD//ais//yfbV//aceB//narU//yoaB//narY//yjiQ//alsB//ftsW//mepS//glsB//rlmB//waaF//pyrH//cadC//pinQ//trpS//cydB//nrfD//ldtA//ynfH//rlmA//ygaH//gatY//zinT//elaA//rplI//mog//ycgB//dpiA//glgX//lapA//ibsE//kdsC//evgA//dgcF//pyrC//nikE//gadB//pgaA//bglA//zntR//hofO//yjjX//rfaC//cspB//ymgA//frwD//mppA//arnD//moaC//nfo//hemE//dinD//malQ//ydbD//hxpA//pabB//cyoD//patA//yqaE//pyrL//rpsE//ttdR//smrA//yjhI//tolR//yihL//sdhB//yceO//evgS//mcrB//yhiM//ygeX//tag//srlD//setB//ydiZ//rcsC//aroF//asnS//yiaJ//mscK//rnr//ydcR//suhB//gudD//thrA//purL//ybeQ//secD//feoB//yajQ//arnF//ybiV//ilvD//tusA//ppk//tonB//pnuC//trpS//lysS//accB//nfi//xanP//yraI//mltA//hycB//yafQ//pgaA//uvrB//lasT//gshB//caiF//fliS//yadV//proX//ydaC//cysN//lolA//fetB//ydhQ//ivy//yefM//nuoN//fimB//rclA//fhuD//prpC//yahD//lysP//asmA//yedP//ycjY//mepS//amiA//atpA//nrdG//yjfP//rsgA//yieK//frmB//leuA//groL//nirC//gnd//pnp//yaiP//ubiG//mlaD//dinQ//tdcG//tamA//sapC//astC//bdcA//ibpA//araG//hofC//elyC//acpP//fur//mmuP//hmp//ybjD//nrfD//baeR//alkA//dppD//wcaJ//sfmC//rfaB//rplY//yjhI//afuC//crp//galR//kdpA//proA//tonB//ttdR//cmoA//metQ//deaD//mgrB//arcA//glpA//pheS//speG//artI//fadE//insH-5//fimI//truA//ulaF//acpT//pstC//pbpG//rplJ//dcuB//ybdR//oppA//fliL//yrfG//arnD//orn//yidZ//allS//kdsA//fdhD//dhaL//helD//dtpB//dxs//gnd//ortT//puuP//yohC//holB//yfdS//rseC//gabP//ydcI//yfaV//mak//ftsA//araH//ygeR//htpX//yhaC//ymgC//rnb//pdeF//cspE//cysC//ybjN//glgX//btuD//leuA//yhdH//xylE//yajR//fdoH//
GO_0080111_4	fadJ//ydeI//
GO_0080134_5	arnB//
GO_0089705_7	rcsC//xdhB//
GO_0089709_7	folP//rraB//
GO_0089718_7	kdgR//solA//phnP//rnr//mdtO//kduD//yacG//argK//argB//yfaE//
GO_0090066_4	ecpR//ybdZ//nuoG//ibpA//uof//
GO_0090068_7	secM//
GO_0090069_5	add//ghxQ//higA//
GO_0090071_6	fabB//intE//fucI//
GO_0090087_6	ydiO//upp//dgcZ//
GO_0090116_7	soxS//
GO_0090143_4	thiG//
GO_0090150_5	speF//polA//rpoA//thiP//ftsY//dedD//hemD//abgB//glgB//yfbR//lgt//yfhH//
GO_0090304_5	hdfR//ymgA//frvR//clsB//ais//tcyN//gsiB//rhaR//erfK//mhpD//fixA//paaB//cheZ//glnL//mglB//sgbH//ssuA//pphB//pfkA//folC//yfiF//cycA//holB//ybaM//hyfR//paaK//clpB//yhcF//mdtD//hupB//rhaB//cysN//flgD//birA//secM//ydiO//abpB//rzpD//csgG//csdA//dnaQ//arcB//gspJ//gntR//moaE//yggX//dnaN//yggF//fadK//ybdR//melA//hisP//rpoA//dhaK//cspD//ydgA//glpB//fpr//yhhZ//bamA//nrdG//lpxB//surA//dnaC//ribA//emrD//yhaM//ycdX//hemA//prc//yfcF//ydcZ//rplP//yhdH//ygaH//cysI//yegS//srlD//rstB//yohD//ispF//acrR//dicB//patZ//acpP//ybiV//nuoB//ampG//aas//galT//aroF//pstC//cysG//insK//gyrA//ccmC//rfbD//fucI//prfB//wzzB//yfdS//ttdT//nadA//ydaV//metE//chbC//tpiA//yhjA//puuB//alpA//uxuA//gpmA//yhjA//ymgA//rimP//thiH//tbpA//alsE//mlaC//argP//tdcA//phr//fliT//yfiF//dnaC//rhaD//ilvH//leuO//galE//ghrB//gshB//lysC//yagF//nuoL//pgk//trmL//nagC//ccmD//yraH//fadM//ptsN//yraI//yjcS//dppD//paaF//ybaK//rffM//otsA//rbsK//hflK//hemG//yqcG//pgpA//fur//mcbR//ydiB//rpnD//shiA//srlR//suhB//ydiO//gltK//rlmB//aceA//ogrK//adk//yafC//rpoH//abpA//ettA//rluE//rtcB//bfr//tauC//nlpI//rutB//hcaE//ihfB//folP//cheW//dtpD//speF//tag//yiaM//rimJ//gluQ//yidH//arfB//rzpR//trkA//lipB//kdsA//murD//fimE//yceD//grpE//paoC//mlaE//ilvC//yfaU//casD//thiM//mlaB//thiH//yqiG//essD//mioC//deoR//phnM//rlmD//crfC//rzpD//zntR//ybdZ//abgB//exbD//lolC//hycH//aspA//uacT//rimI//yhjR//leuB//fdnG//pdeH//dsbB//tehA//dmsB//cynX//dinI//ptsH//rpmF//mukB//rplA//yidZ//mhpT//cysZ//bepA//scpC//cdd//uxuB//rhmD//wrbA//yqjH//lgt//ybaK//yebS//gspF//thrL//afuC//hcaT//hldE//lysU//xylF//ydiQ//aceK//flgD//srkA//malQ//napB//gudP//rcsC//rhaR//mtfA//yhdH//glgC//insF-1//rdgC//ydhQ//yfaE//rhaT//yaaY//rbfA//zntR//ugpA//ybaM//metN//ldrA//marR//ygiV//mscL//hupB//ompC//hisA//npr//yggW//intA//yfdG//abgA//ycfJ//rplQ//aaeA//queD//wcaB//cyoD//rsmJ//rpsI//rlmE//ampD//glmS//appB//astC//nac//glmS//ubiF//ppsR//ycbV//rph//livM//def//gcvA//yhiM//ldtC//pdxH//pagP//cysA//fimI//phnC//tsf//glyS//rluD//lolD//fdoI//murA//casB//sseA//mnmC//dsbD//mazG//wzb//entC//yfdK//htrE//garR//recA//yciK//trmA//rrrQ//lgoD//cutC//aroF//tnaC//bioF//nadD//asnS//casD//rsmD//cueO//ygbI//frlB//gnd//yebS//mrcA//rluC//oppD//dcuD//dpiA//fixB//ynfE//ftp//thiP//ispH//elaB//fabB//ymfA//mmuP//degQ//groL//rpsM//yddA//treF//cheR//leuA//gspF//rsmB//sfmC//apaH//ibaG//dgkA//ygjH//trmB//astC//amiA//gadC//dapF//ynbD//yihQ//yhaC//mutM//speD//gmhB//rlmH//ibsA//amiB//mtr//malQ//queD//murQ//patA//arcB//yijO//ftsN//dppC//aspS//frsA//hflX//aceB//mltC//yehW//rsmA//yfcA//flgD//rutR//rimI//nadD//cbpM//amtB//lpxM//kdgR//fabZ//gltK//ydjM//hofC//fadH//insH-5//menB//mdtI//mrcA//fecB//rfbD//yehA//yieE//ubiH//ypdA//murQ//lacZ//rhtB//ogt//alaE//katE//sgcR//artM//lldR//mscL//melB//
GO_0090305_6	comR//pflB//lamB//gatY//trpL//znuC//lacY//fhuD//murR//hybO//nikB//cysU//fliT//rpsL//yfbR//ddlA//ilvD//asd//panB//coaD//frwB//rfaE//rimI//lptD//thiG//lipB//ynfF//cdd//fabB//priC//mdtA//rffM//hupA//codA//ymdB//menE//groL//hchA//ydaC//yidA//kefF//hxpA//bsmA//ynjD//glnA//xisR//rnt//potB//pbpG//fliK//leuO//acrD//sgcX//rnt//nanK//yqiI//yghO//nagD//glk//glnH//ccmF//feoA//dnaC//eutA//garK//osmC//trxC//lsrD//ilvE//tdcF//trpC//apt//ppiD//yicJ//yhjB//chaC//nanC//lpxP//pdxY//ralR//galU//
GO_0090313_8	rplT//gyrB//
GO_0090329_8	thiG//dgcN//dgoT//fumA//flgC//csgD//rusA//
GO_0090347_6	fumC//
GO_0090352_6	ilvM//
GO_0090357_7	mnaT//fdnH//
GO_0090358_8	yoeE//
GO_0090407_5	yghG//manY//ydaN//xylR//yhdX//priB//pinQ//rplO//basS//bglF//cdd//mnmC//nikB//cmoA//yihO//mioC//tdcC//putA//yqjH//mazG//waaP//tsaD//dnaG//sapB//msrP//dinQ//trpL//rplJ//syd//araE//agaR//fadL//ymgC//fdnG//mngA//gcvR//metR//casA//ppx//lolE//yfcS//hcaR//guaB//dppA//ftsX//argC//acrF//yceK//baeS//adk//pcnB//yebG//tdcA//thiE//msrP//fecD//poxB//citT//yrfG//glnL//ridA//pepT//hycH//ddpX//rcsD//melB//guaA//murC//ygcR//guaA//ebgA//fucO//araF//lgt//hflC//sgcA//folE//betT//gabD//iraM//yagJ//ftsY//gldA//cbrA//yhgF//casB//purN//cptB//yohD//melA//rplD//sbcD//glnQ//ybgI//dgoT//yhbX//yihW//etp//acrZ//potA//yahN//acpP//exoX//nrfE//ydfK//nac//hybE//ymfA//citC//prmA//dsbG//yhhT//hslJ//mntH//arsB//ugpB//yjeI//cbl//sdaB//yahN//dam//ybjD//ldrB//arfA//tolR//hyaA//ubiF//yhhZ//dppB//ygaZ//uvrD//
GO_0090487_4	erfK//
GO_0090501_7	guaB//lit//arnE//sspA//maa//cynX//pth//tyrS//kbaY//ribC//yoeE//dnaC//hyi//fumA//mtfA//tpx//ydeT//ynaE//luxS//rdgB//paaF//rhtA//rimJ//speA//tatA//sfsA//truC//ssuA//secF//gabD//rutD//yjhG//
GO_0090502_8	ariR//proQ//ydiP//pgm//tusC//coaD//mlaE//prpC//rpsA//ugpE//nrfF//yigB//aslB//rph//uxuR//dtpC//wzb//fimD//hdhA//ykgM//yibF//
GO_0090503_8	ygbM//kdgT//dmsB//ubiE//fdnG//yraK//dnaA//ibpA//
GO_0090529_5	fliA//hcaT//gspE//ynaE//envR//amyA//
GO_0090540_10	hns//ddpX//yifB//
GO_0090549_5	gmd//glnK//
GO_0090605_5	lptA//wecA//setB//citE//insB-2//yfiE//rplX//hemC//recJ//
GO_0090609_6	lpxT//bacA//umuD//tas//fucA//gapC//lit//sucB//phnG//
GO_0090662_6	viaA//
GO_0097035_4	msbA//mutS//
GO_0097056_7	yehX//
GO_0097164_4	motA//maa//queE//hemC//cheR//xisE//ribD//ghoT//yihR//fetA//fecA//maa//sfmH//murF//recB//glsA2//araH//gluQ//dauA//narU//ygjH//ybaK//nrdG//nikB//crp//priB//
GO_0097237_5	curA//ruvC//proC//pbpG//ycjY//prc//intZ//leuC//atoS//etk//
GO_0097264_6	modC//
GO_0097286_10	acnB//
GO_0097292_8	uidA//
GO_0097293_9	ygeX//
GO_0097304_7	aroC//
GO_0097305_5	ybiV//ilvL//insI-2//rnc//insI1//caiB//
GO_0097339_7	yqaA//
GO_0097366_5	cmoB//fryA//truA//
GO_0097428_6	ebgA//cysD//putA//lipB//fdhF//xisE//hybA//
GO_0097435_4	dapD//yeeY//
GO_0097501_4	yiaJ//
GO_0097502_4	kefC//
GO_0097510_7	rbn//
GO_0097532_4	hscA//
GO_0097533_5	ompN//
GO_0097577_5	wza//fhlA//iap//
GO_0097588_5	puuR//aroB//lrhA//hybC//motA//yafO//rutR//narW//yaaJ//hfq//iraM//nadE//xseB//csrD//ygdG//ppsR//focB//lptF//dcd//prmA//otsB//citE//ybiA//mdtN//gmhB//rfaG//chbB//bdm//upp//gspE//yhaM//
GO_0097638_8	kdgK//yeeY//tpx//trpD//
GO_0097659_7	tsaC//tdcR//yjiR//cysQ//rnlA//mlaE//vsr//clcB//narJ//bluF//ileS//fabD//rcsD//avtA//nlpD//chpS//yfhM//agaC//ybhR//gltK//kdgT//ybiJ//yjfP//gpt//plaP//ackA//cspE//mdlB//higA//cbpM//ybfA//yqiH//hisG//rfaQ//allD//rplM//uspB//fabI//aceB//epmA//rnb//yjiX//ybhA//feoA//yedX//yjiX//insI-1//alkA//serA//pgaC//yehD//insA-2//ade//yidH//nadE//rpoE//lapB//uxaA//epmC//sbmC//pdeL//arnF//araB//flgA//rsmD//adhP//pinQ//xylG//cmtB//panC//yneE//fdnH//rplK//bolA//ynhG//cfa//aspS//intZ//rzoR//rcsB//fecB//napD//glgA//yfcU//pinE//yidC//nrdH//napA//ybdG//hipA//aceF//dnaX//ygeX//hdeA//coaD//adhE//paaX//yfdG//puuE//rsgA//yejF//mraZ//hemG//trkG//ymgC//ulaD//rutE//leuB//nanA//narP//aaeA//tpiA//cadA//matP//yceO//eamA//sbmC//ibsB//yggN//
GO_0098002_8	gcvT//
GO_0098542_4	macA//hfq//iraM//rhaT//ssuE//cheZ//bacA//btuD//pgi//tktA//
GO_0098586_5	rfbD//yecS//hprS//
GO_0098655_7	lacY//cmtA//lptA//suhB//prpR//mgrB//fmt//bcp//frdC//rffC//mgsA//rutR//lptA//fabI//appC//cusC//scpB//queF//ybhD//glnQ//lpxD//yfiF//metG//yjjX//casA//alaA//rutR//fdoH//yfdR//speC//bioH//nfi//emrY//uvrB//mprA//yfcA//pspF//plaP//groS//ulaE//lldR//rbn//srlR//fdnH//purD//yhaJ//gadA//pdeK//yhaM//nac//ybiI//eco//cdh//stpA//kup//nfuA//rlmE//nusG//ybiX//apaH//yehP//nikB//fes//ygiS//msrB//eutD//ecpR//sodA//thiI//bioB//psuT//fabD//ridA//paoC//casA//cysH//rpoE//rspB//dpiA//torA//tusC//mcrA//etk//rlmL//atpE//yhbO//gltD//flgH//acs//yihU//mmuP//ygeR//pabA//folX//glpB//tcyN//nepI//recA//bcr//yhcF//carA//moaB//cnu//ybiV//adeP//secM//
GO_0098656_7	bamE//glnL//ybgP//pdxH//bioD//flgH//arnB//nrdF//mscM//rzpD//oppC//dosP//mglC//hslJ//proV//bioP//tisB//endA//insB-4//thiH//pspG//lptD//hdeD//nagZ//xapR//rayT//ibpB//prpR//rsmF//glnK//ccmF//guaA//thiL//deaD//gatY//nupC//yjiR//xerC//dsbA//plsB//orn//gnsB//uspF//abpB//aaeR//yhiM//prkB//rhaT//ybcL//miaA//pgk//hybA//dtpC//dinG//cecR//umuD//entC//kdgK//emrD//hisH//mngB//hflC//cheR//glmM//fre//phnN//yhdH//yaaA//glyS//arsR//hofO//rlmI//ampD//lipB//fadH//chbG//yjhC//argG//fdnI//yjhP//leuE//mutH//hypE//bglJ//rluF//waaS//frdA//pgrR//rluC//envC//yahF//mdlB//bipA//tldD//ampE//ybiJ//frr//
GO_0098657_5	frlC//rbn//fepE//hycH//rpsE//cadA//rhaR//rssA//aldA//xanQ//cpdB//xylH//ybiH//ykgO//yciT//cas1//rplF//mdlB//cbl//nanK//
GO_0098659_8	tyrB//potH//
GO_0098660_7	sufE//mtgA//galU//erpA//wecC//qseB//yceD//gntK//ldrD//phnH//rplR//yedF//yihP//ghoS//cydD//lysA//yjhB//yfaL//purT//pal//fadE//pdxH//yfcR//metN//sulA//yjjU//rfaF//groS//ydeE//lgt//acrF//cas3//yqgB//hpt//melB//aidB//rplR//hemN//yphD//yiiM//phoA//napB//gltP//dcuC//ldtB//ybaQ//ygaH//moeB//emrK//speB//ghoT//fepC//mscM//citC//ybfA//rpoE//ygeV//fnr//speE//pabC//mepS//holB//dosP//kdpA//argD//malK//ycgV//dnaT//folD//dgoA//fabD//mliC//sbp//speG//fimD//alsA//srlD//
GO_0098661_8	zraR//recQ//dgoA//xseB//mutL//recN//idnO//yiaB//waaA//yqiH//rusA//rfbB//glnB//ddlA//topA//dnaE//narW//frwD//rzoD//
GO_0098662_8	qseC//nuoB//ubiG//osmF//murA//ypdC//narW//dapF//ubiD//nanS//uxaA//chaA//rfaF//pgaB//nanA//abpB//xerC//emrY//cysA//nrdA//dacB//yhjX//lpxM//ftsK//ung//elfD//sdhB//metF//tatE//melR//hypT//hipB//pdxA//yohC//nupX//yiaO//ybaM//secF//pyrD//ybaO//aaeB//hofO//era//mngR//lpxK//bglA//yciF//yfhH//aaeR//pepN//ygbM//insI4//tolA//proA//araC//rihA//folD//trpS//ampE//yhbO//hisQ//
GO_0098670_7	murP//
GO_0098704_7	tmcA//ltaE//ldtB//glcB//
GO_0098707_10	ydcR//
GO_0098708_8	manZ//fdnG//cysB//narY//
GO_0098710_7	nimR//frlC//
GO_0098711_9	slyA//
GO_0098713_8	kbp//lsrA//rlmB//bdcA//
GO_0098719_9	glgS//
GO_0098732_6	dcd//rpiA//yagF//cheR//
GO_0098739_6	yibF//glrK//rpmG//intZ//cobT//glmS//frmB//pppA//yqeG//intF//sgbH//galR//guaB//speG//azoR//fhuB//hycI//rplY//
GO_0098771_7	ftsN//hchA//agaD//ugpB//glsB//sulA//rbsB//ydeO//ackA//ftsH//ykfM//potB//ygeV//nagK//bdcA//cysE//alsC//pgaA//rlmE//nrfG//chbR//waaC//cobC//pldB//yqjH//asnC//iscU//accA//yneE//dpiA//envC//frlA//eptC//fucO//lplT//dinB//
GO_0098776_7	panZ//gltL//hdeA//dinD//abpA//
GO_0098795_9	yajL//
GO_0098869_4	dnaX//hisM//cusB//rdgC//hsdR//lsrK//rcsA//malI//chbB//ydcI//tatA//glgA//higA//panC//ybiI//gntU//nuoI//fhuF//yfdC//lapA//scpC//atpD//
GO_0099046_5	glpC//torA//
GO_0099116_10	proV//
