#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybiV//dinQ//yfcA//alsA//
GO_0051235_3	rutB//murF//ompN//
GO_0051238_4	phoU//speA//ybcJ//
GO_0051246_6	hisG//yeeJ//fryA//ynbD//pdxB//roxA//yeaD//zraR//hflK//ftsX//pflB//sucA//rapZ//waaP//casE//mdtI//lolC//agaD//hypF//paaX//fetA//sucD//hemE//yafQ//pdhR//fau//ampE//lpxM//uhpB//rbfA//asd//yebQ//ftp//mdtC//hxpA//yhdZ//glgA//clpX//sdhD//ssuE//pflC//yqhC//melB//gcvA//ybdO//ulaG//ggt//fhlA//holD//gabP//mcrB//hchA//gabP//
GO_0051247_7	ycfL//ubiA//mntS//yiaB//yfjV//mutY//agaD//ulaG//galT//ccmC//dtpA//
GO_0051248_7	phnG//ybhD//uidA//nepI//metN//ygaH//garD//yehA//yfaU//ydeP//nrdD//pfkA//gshB//ftsZ//wzzE//cysP//ybhA//rimK//arcB//sucA//smpB//yhbX//ssuE//phnG//btuD//dinQ//fliS//proP//cspD//yfjR//yiaU//
GO_0051252_6	dnaC//yobF//dbpA//folC//livJ//priC//uspG//agaC//rutC//accA//fruB//bamE//mukB//pdxY//yajO//fimI//trmJ//yhdH//ydiV//leuS//rlmE//mcrB//queE//dnaB//ydjK//ptsP//yehD//fnr//tauC//moaE//tnaC//parC//mdtD//rluE//rihB//yadM//holE//srkA//entH//rpmA//sgcX//envY//lpxL//nagA//murQ//iscA//mntS//thiE//yebC//hypB//srlB//tmk//glnL//yaaY//mglC//blc//yajL//prlC//ttcA//mmuP//asnB//truA//agp//gsiD//viaA//satP//waaA//yehC//yagF//fumA//eutK//srkA//malX//glnE//moeA//ybdH//hpf//lolE//phnI//opgB//thyA//hha//yhbY//copA//rsmI//cobU//rplY//dgoD//psuT//rimI//yohC//arcA//slyD//mdoD//rfbX//fabH//ybcQ//epmC//yhaM//mscM//yhjR//entE//tusB//kdpC//waaP//tldD//kefC//coaD//tdcF//yccX//yfcQ//rpnA//gcd//ldrD//rpsI//adiA//yddL//nanA//ymgA//ynaE//lrhA//proS//waaG//bdcR//secB//yiaM//yahF//tamB//wza//prpD//cysZ//ynjD//ygcW//poxB//yicJ//pyrE//ravA//ybcF//narH//qseB//nrdB//mpaA//mqsR//yidR//lit//cmoA//hslR//galT//prlC//guaB//coaD//gpt//zitB//agaV//gyrB//gpsA//xdhB//treC//adeD//caiF//pphA//gudD//mraZ//casC//glnS//mntS//csrD//ldtB//suhB//ydeT//ftsW//rpsD//fucK//rlmE//purB//dhaL//tolA//ccmE//hofP//hyaC//livJ//yfeX//icd//gstB//betA//ydcO//tar//preT//folE//yccA//pdxY//tnaB//ycbV//yfaL//phnH//ydhK//ptsI//yfcU//glsA1//hsrA//recO//bioD2//panC//gltX//slmA//trpB//livK//ccmD//dppC//eamB//fixA//yhbY//livH//pspC//ymfK//yebZ//rhtB//aspA//rpsR//mrp//ynfH//flhC//rho//norR//hinT//lpxC//yhjV//rpsA//yohD//gsiD//flgC//artJ//rapA//pstC//dgcQ//lon//nudG//ydjJ//potB//sufD//parE//rpiA//menI//ettA//actP//ibsB//ybhF//asnA//cydC//ugpE//tamA//tcyP//ilvB//mdtK//ydcO//nanR//rpsB//fhuD//cspD//gudD//ygjR//der//hinT//csiR//yjgX//paaH//ilvM//atpE//alsC//cyoB//bcr//rmuC//murA//aphA//yiaB//glxR//glpA//uspF//
GO_0051253_7	napF//ygaV//ydjM//thrB//brnQ//gpr//cydB//yheT//yhhT//sseA//nhaA//rffC//clpA//hyi//ribD//eutK//yhjX//pncB//ygaH//mgrB//araC//lsrB//phoB//adhP//mtgA//srlE//ygcW//hicA//phnH//ydfK//glpA//folE//zinT//yiiM//rraB//yfgO//malQ//arnT//tsaB//luxS//glnE//recA//gatA//phnH//yrfG//rcsF//tdcD//csrD//mcbA//arcB//ccmG//yhcD//wzzE//mltF//speC//cas3//potC//murQ//cdsA//eutD//yraJ//phnJ//fucP//proB//priA//fadE//panC//uacT//yehW//gstA//rffT//moaA//acpH//eutB//cspE//lplA//edd//kdgR//opgE//glcA//aaeB//ulaC//lpxL//csgD//waaB//mqsR//rhmD//mzrA//guaA//znuB//csgF//cspG//ykgM//rpsN//dcp//yiaL//dnaT//folC//yqjA//
GO_0051254_7	bamE//lplA//metR//eptA//rsmJ//ydiO//uvrB//mlaB//csdA//rzpD//lpp//glvC//narH//mhpT//ubiI//gnd//wrbA//sgrT//mlaD//glgX//malG//fepG//puuC//cynS//topB//topA//rimK//narZ//pspF//gsiB//cmoM//dcp//nfuA//hflX//phoR//fdnI//argG//ybdO//dacB//glnQ//fecC//ccmF//phnP//pdeR//flgE//ybeY//yaaJ//mdtK//tatC//hybC//yfiC//gntR//rluD//queD//dbpA//flgM//nuoM//tas//cynX//fabG//aceF//tdcD//waaP//rpsE//relA//glmU//infC//nfuA//dtd//etp//murF//hemB//srlR//leuE//sapF//
GO_0051258_7	gntU//
GO_0051259_6	rimO//rlmA//ddpA//oppD//rluC//yaaU//yafO//metL//dbpA//hemA//yegT//yneL//yihW//bisC//sseA//alsB//rimM//ptsP//elbB//mutS//proS//garK//rimP//nrfA//seqA//dgkA//araF//yggD//yidD//waaY//lysR//dgcJ//abgB//dsbD//yjiX//cheR//mrdB//allD//basS//xerC//fcl//betT//ymjB//hrpA//ycfL//tbpA//ompC//agaI//rplO//fecC//nlpA//
GO_0051260_7	uxaC//yqhD//sixA//ccmH//fecD//rplJ//fur//phr//glgP//ynaE//valS//rpoS//hcaB//ybhA//bssR//greB//mdlA//moeA//yhhZ//yhcN//topAI//gph//rpsK//yfgJ//dcyD//yjcE//spy//pgpA//pdeK//gcvA//fliA//panE//malE//ycfL//mntP//alaS//uhpA//arfB//ycgV//argI//tyrB//blc//mltC//hemG//rplF//ptsG//mliC//
GO_0051262_7	hslV//hicB//skp//gshA//yadI//sdhC//yebK//nudF//rfaG//ybaK//speF//yedA//aroB//zipA//acpH//yraK//lacZ//chaC//glpT//aroK//hokE//yafC//ybgP//arsR//xapA//oppA//citX//ubiF//yfcS//arfB//mocA//oxc//intQ//ogt//napF//sbmA//
GO_0051270_5	bioB//rfaF//ispA//dinG//yjjW//tcyN//yjjG//maeA//glrR//bcr//gloA//ralR//speD//dinI//rlmD//malI//
GO_0051271_6	fdrA//csgB//potG//yihI//dcuA//speG//yagF//degS//hdeD//
GO_0051273_7	tas//artP//rpoS//polB//cspG//ygbN//alpA//
GO_0051274_8	ycjQ//rsuA//gntP//mqsA//yqcC//srlE//ybhR//
GO_0051276_5	sodB//yphC//gsiB//ynfH//clsB//cho//gcvP//gyrA//ytfT//rsmJ//hicB//mltD//oppD//uup//pfkB//frlB//oppB//yobA//ettA//atoS//cheZ//mglA//yaiV//mltF//aldA//yhjA//
GO_0051289_8	yqiH//eutK//cvrA//pncB//basR//hisF//cyoC//trpC//garP//truD//ascB//sfmF//hofM//nhaA//kdgR//fumA//yqjA//yieE//eutN//dedD//prfC//cysU//gltI//bglJ//oxc//cdgI//yiaB//wecC//rpsO//patD//hofQ//potH//cydC//cheY//ybaO//aroB//
GO_0051301_3	ybaM//fdoG//uspC//cusA//menF//bdcR//allC//mltF//sufC//paaK//cas3//tusC//atpD//copA//selD//hpt//pnuC//nrfD//amiA//yfbR//csgB//eutR//livM//rfbB//ompT//prlF//pinR//yagI//rsmE//yfdR//kefG//trpR//fumA//hokB//atpF//appB//
GO_0051302_5	fryB//rcnA//pck//gltB//msrB//ruvB//cysQ//ppsA//alaE//pyrG//nagA//yihO//yjhC//lsrG//
GO_0051304_4	ybhI//
GO_0051336_5	ybeY//sfmC//mdtF//sufS//bioA//rpnD//hinT//mdaB//yraH//phoB//yceK//yqjA//glnP//ybiS//hemL//kduD//rpiA//fsr//rsmB//glxR//garD//rlmG//rarA//ybjD//cueR//
GO_0051338_5	rfbC//yehX//mscK//evgS//
GO_0051339_5	livK//
GO_0051341_5	cbeA//mscL//
GO_0051345_6	ybhP//sohB//xdhB//hdfR//ftsA//amtB//yeiL//cstA//
GO_0051346_6	casC//etk//fepC//cnu//sapA//fadA//yeaD//ruvA//glpF//motA//uidR//
GO_0051347_6	exbB//recG//
GO_0051349_6	lpxM//
GO_0051353_6	putP//fumA//
GO_0051391_8	ftsZ//
GO_0051409_4	tnaA//mutL//
GO_0051410_3	yieK//
GO_0051452_10	rph//
GO_0051453_9	trkH//yhdW//wzb//modB//uvrB//gntK//perR//yeiE//
GO_0051454_10	nuoM//dhaM//pdeD//nlpI//rhaM//
GO_0051476_7	cas1//
GO_0051484_7	yddG//
GO_0051493_7	nirB//
GO_0051495_8	purR//
GO_0051595_6	iclR//comR//phnJ//phnM//gcvA//
GO_0051596_6	cspE//hofM//creB//dmsC//phoU//gpmM//rcnR//dppC//znuC//yiaM//crp//ttdR//kefF//iscS//yneJ//rnt//pspF//rhaD//agaR//yraR//qseC//torS//infB//yfbS//prfC//dppC//murD//tamB//
GO_0051599_4	flgH//
GO_0051603_6	rsgA//gltP//rof//queF//ftsZ//sapF//
GO_0051604_5	uspF//mcrB//dsdX//kbp//asd//ribA//mntP//iscU//elaB//otsB//mreB//rssA//rnpA//fadH//yjhC//sbp//ruvB//pepB//entB//dtpC//pstS//yjgX//nmpC//dkgB//dpiB//yehZ//cydD//cysB//rihB//yhfK//elaA//uacT//yejF//gcvT//gsiC//leuD//hypC//glnH//ulaA//alaC//
GO_0051606_3	yjjX//mdtE//
GO_0051607_4	lpoA//pdxJ//rclB//rutD//rpsO//rpsK//rplL//matP//clpB//cysM//
GO_0051641_3	ttdR//gntK//fryC//yceD//ypjD//udp//mntH//rplF//rlpA//ubiG//gcl//ycfL//ychO//ompW//xylB//pitB//yiaB//insE-1//zntA//sucD//ogt//arfA//yfcS//
GO_0051649_4	arcA//fimI//rhaS//livF//lipB//atpA//dinQ//intF//sucA//ybcC//rhtC//tus//greA//
GO_0051651_3	queF//mglB//fnr//
GO_0051668_4	ebgR//
GO_0051691_5	diaA//xylH//
GO_0051692_6	secD//envY//
GO_0051701_4	nanR//uhpT//tynA//citG//ybjG//aceA//insI-1//rffG//waaF//yehT//lsrG//fic//xylA//prmB//sgbU//mppA//
GO_0051703_3	glvC//nadB//rclR//ygcR//sgrR//kch//frvB//cdgI//
GO_0051707_3	eptB//ygjR//puuD//dedD//yjhG//nemA//fau//ydcO//dcuR//metL//lacY//glvB//gatA//yieE//
GO_0051715_4	dapA//
GO_0051716_3	hflC//pfkA//pdeR//sbmA//kdsC//pyrC//mepH//rssB//yhjC//rpnB//nikD//nadK//cspG//ygiV//yjbB//rpiA//hypD//lyxK//cdh//opgB//yidA//ribF//yfiE//mdtM//clpX//aroK//matP//yghW//hcaC//waaS//lspA//artJ//hcaD//azoR//pykF//yiaB//endA//sbmC//glsA1//tatB//fdnI//rimI//dtpB//rpsP//pabB//msrQ//yqiH//yafE//narQ//ycfL//yebZ//caiB//fis//lldD//prfB//yieH//nudG//ygjK//ydaN//ppc//kdpB//yjgX//holA//fimB//rhmD//cbrA//pyrE//fepA//pdeF//panD//dcuC//gadB//glcD//yqaE//cspD//gudD//lolC//pitA//rutA//crp//ybjL//ftsY//feoC//eamA//rfaF//ahr//ybjI//ffh//yaiP//fis//pyrE//obgE//yggW//nudF//sulA//ygiN//soxR//uvrC//paaG//dsbG//clsB//ycfL//yfiR//phnP//fdnG//wcaB//ygiW//yadG//gapA//yfcS//pspA//dmlR//ydjM//msrA//nagA//rpsO//yhfK//mmuP//dnaT//gcl//yihW//moaA//endA//fimC//mepS//allD//yfdR//mdtL//hypF//alsC//yahN//ttdR//tufB//xthA//frvB//hxpA//wzb//ettA//pstC//zapD//queG//pyrL//pepB//evgA//ycjY//yehA//higA//rpsD//yfeR//rseP//uidC//elbB//ariR//cdgI//envY//cadC//prpC//ftp//fimC//putA//clpX//fadE//yraN//ybeQ//sdaA//fliD//ydhK//ydiR//opgG//uxaC//pepB//thiE//lldP//adk//hisS//ycaO//yieL//npr//lolC//yihI//waaS//galS//patZ//ftp//relB//ybjD//yieE//wcaB//araA//rpsN//spy//uxaA//yicJ//napC//guaA//rluF//torR//rtcR//ubiX//fimB//melA//ccmD//slmA//narH//yjiM//fadL//rplO//sstT//agaC//flgH//dinB//gstA//lepB//fdoH//torA//mrdA//rclB//murD//sdiA//mntR//rzoD//livH//lptC//panD//oxc//nadC//nrdE//raiA//ligA//paaA//fabZ//znuC//hycH//gcvA//ilvL//trmB//rep//tesB//argO//hofO//paoC//dicB//wecB//ftp//cyoA//yihP//holB//gatZ//actP//rlmH//aphA//citG//tdcE//yiaN//rihA//abgA//plsX//ptsH//nfo//cusF//iscR//gapA//hcp//yiaO//rsmI//lolA//tatE//intE//envZ//nuoH//ligB//tauD//nuoN//cobB//pdxH//glpD//xylA//oppF//uspF//ynhG//rimP//hyaB//iscR//insH-5//sgrT//insF-1//glpC//msrC//rclA//aldB//metI//ccmD//tcyJ//argR//casB//pdxB//glyA//mdtA//livJ//rplO//dacD//proV//yjjG//rclB//gloA//ymgA//rcsF//ydiZ//accA//tktB//yciF//torA//fpr//ppiC//pmbA//nuoE//waaC//mmuP//waaU//dinJ//hicA//pyrB//ftsI//cadB//dps//srlD//rfbB//dgcN//cutA//potF//rbsK//pinR//insB-4//glxK//ynbB//speE//ybcM//djlC//hemE//folX//cmtA//ampH//ivbL//pabA//dacB//moaD//uxaC//ssuB//glcD//yhjG//ykgA//mnmE//yihP//frmR//kdpC//sad//sdhB//zapE//pheP//
GO_0051726_5	acpH//dicC//cyoB//yaiV//treA//
GO_0051781_6	yojI//galS//
GO_0051782_6	ykfI//nrfA//insI-2//yeeJ//cpxP//rdgC//aldB//
GO_0051788_5	paaG//
GO_0051790_7	cbpM//
GO_0051806_6	yfbR//entS//dinG//nhaR//ydaC//moaD//ppc//thiM//
GO_0051817_5	macB//hdeB//nemA//sapA//
GO_0051818_6	paaZ//rraA//nepI//hha//
GO_0051828_5	yajL//fadD//yeaK//glk//dnaJ//betA//oxyR//apaH//
GO_0051883_4	panE//hchA//scpC//tomB//
GO_0051977_7	alsK//
GO_0051983_5	tcyP//
GO_0052126_4	glpG//murQ//acnB//dctA//
GO_0052128_5	yeeL//
GO_0052131_6	entA//
GO_0052192_3	shoB//frwB//yijE//paaJ//
GO_0052547_6	ribE//ftsI//yfiC//
GO_0052548_7	emrK//yhdZ//
GO_0052646_5	norR//holD//viaA//yqiJ//metQ//
GO_0052652_8	xanQ//accC//
GO_0052653_5	argT//
GO_0052777_7	adhE//moaA//
GO_0052778_6	asnC//nudC//nagD//
GO_0052779_5	mdtM//ymgC//avtA//
GO_0052782_6	rimJ//ilvL//
GO_0052803_5	yoeE//glxK//yahI//xerD//dppC//gapA//glnH//dsdA//
GO_0052837_6	idnO//
GO_0052838_5	prmC//
GO_0055062_9	bglJ//
GO_0055065_8	metI//appY//cmtB//gpt//fucO//ftsH//hupA//elyC//mtnN//dtpD//putP//mutT//dnaJ//tar//atoC//intE//sfsB//nrdE//lpxL//fixA//ygeX//gppA//nac//astB//citC//alsC//
GO_0055067_8	ygiN//alaC//rnhB//rnlB//crcB//epmB//kdpA//ynfH//pepT//hha//pdeH//oppD//
GO_0055069_9	yqeG//
GO_0055070_10	yfbS//appC//envC//nudB//cyaA//curA//
GO_0055071_10	btuE//
GO_0055072_10	pinQ//lpd//insA-1//ydcT//arnE//lolD//yccS//deoB//tsaE//lolC//yphC//yobA//fepE//stpA//
GO_0055073_9	radA//
GO_0055074_9	bioD//
GO_0055075_9	eutA//
GO_0055076_9	chbB//infC//agaS//map//yhjR//birA//arsR//csiR//allC//ompL//fkpB//elfG//hldE//speE//nirB//gcd//gltL//torI//hyfR//hybA//amiB//yegS//
GO_0055078_9	betT//glnH//hdeB//
GO_0055080_7	cspI//ribB//valS//dacA//bioB//rseC//sad//yfbU//rlmA//cpsB//rcsD//yghO//pitB//rsfS//dsbG//amiD//codA//gabD//lysR//metH//nimR//setA//waaB//ansB//yjbF//argG//zapA//fucK//yhhZ//tusB//ybcQ//yfcA//ugpC//flgM//yedP//
GO_0055081_7	sucD//
GO_0055082_4	nuoH//yfeD//fimC//ybhF//ycdY//paaG//aroG//lit//bcp//rlmA//nagC//argI//yieK//ygfI//parC//rdgC//intA//gudD//yohD//basS//gph//ycfL//uxaC//yiaU//adk//mltB//aroG//betT//gcvT//hcp//bglJ//yagI//yehC//actP//
GO_0055083_8	ileS//
GO_0055085_5	moeA//cspI//cca//rpsO//mdtI//gcvA//plsC//gudP//waaF//agaV//fepC//parC//yfcV//cdd//yfaL//sbmC//xseB//arsR//rnc//ompW//betB//yeiE//yciH//yihR//nikC//ygaV//treC//barA//glcD//gsiB//rpnC//pyrH//cyaY//torI//holB//rnb//dnaN//oppD//trkH//cmtA//torI//hofP//rrrQ//ugpC//napF//yebK//recF//yghU//rtcB//gmk//ompA//puuA//rseC//yhjG//aphA//tolB//rssB//yciH//lysP//tusE//ribA//ydiR//ygbI//fhuF//lgt//smrA//recB//exbB//hcaC//fimE//paaD//fucK//mngA//yhjG//tmcA//yeaV//nth//lrp//yfaV//fliA//rhmD//maoP//cyoD//iraD//proQ//ulaB//araF//aas//ykfI//recG//ribE//pgsA//pdxB//ldtE//ttdA//ompL//arnT//oxyR//nuoI//ftnB//deaD//arnA//ccmG//oxyR//flhC//cdaR//abgB//rlmE//mtlD//ompW//waaJ//insA-2//ptsG//icd//dut//rplY//yfcS//trpGD//udk//yggD//hda//ampE//rcsF//dnaG//yfdG//rpsG//mdtK//pgpB//pfkB//galF//hofQ//pnuC//hslV//araG//pabB//tdcG//prmA//glnQ//yehU//hdfR//artP//gspI//mdtF//pdhR//glnL//yafC//sgcA//ilvL//trxC//yidQ//frvR//puuR//mdtM//amiB//gspF//rep//zapE//lpxH//dhaM//mcbR//murB//hybE//bioD1//ydjM//ydbK//yghG//symE//murA//radD//dppB//wzb//tomB//paaX//cvrA//sxy//slyD//rseC//dapB//fhuB//torY//hisH//mfd//glpG//ynfH//ulaF//ompL//insF-1//ulaR//preA//nagC//flgH//dinD//rspB//kefF//tdcR//hrsA//rsfS//oppD//mscK//ibsB//ykgM//dnaG//fadE//adk//truC//lasT//yiiD//yrdA//yadK//mtlR//mltC//yqcC//tyrR//nirD//acpH//rsmC//ydhJ//mgrB//rfaG//yjbB//eco//ydhQ//yraI//ghxQ//matP//yhcD//ygaZ//btuC//gabP//mobA//rplB//rpmH//yfeD//hflD//priA//ydbK//helD//thrC//tgt//artP//ybiJ//yiaM//rsmA//ydcP//yddL//gadX//narW//insI4//nanK//bluR//elfD//rof//gatD//yfgI//argD//yaiP//rutG//srkA//hyfR//rsmH//argR//ppk//fabD//preT//miaA//casD//rssB//yiiD//mtlD//cmk//aroA//yejA//yedL//yaaU//fimI//rpsO//aldA//sfmC//yedL//ychH//osmE//yiiM//cysB//tus//wcaC//prfC//flhE//nimT//sdhB//yidK//ahr//livF//tsaD//intZ//tcyL//cheW//glpA//cedA//ribB//ccmD//dgoK//umpH//yqaE//glpB//ybcJ//guaD//mutY//oppD//proA//yhgH//manZ//yfbV//treB//nrdG//solA//yagF//yhjC//ibsB//miaA//mgsA//copA//ftsY//garP//opgD//ybhA//ybiV//mdh//ybhJ//leuA//hiuH//pphA//accA//gadE//ybcC//panB//rhaB//arnA//evgA//gltK//gadW//sbp//ccmF//ybiS//acrZ//yagI//treR//ldrD//lsrD//rodZ//acrD//aroB//hdhA//agaI//yadK//ltaE//lacY//proA//frsA//yhjC//tabA//btuD//matP//yqjI//pncB//yddG//cdaR//guaC//umuD//speE//nuoN//eutD//fepE//lplA//emrE//umpH//wzzE//ompA//ygjR//bglF//pagP//emrE//intZ//ttcA//motA//yebC//gltX//hycB//insH-6//glpA//ygbL//yaiW//ahpC//recF//gloA//yoeE//uxuR//fhuB//entF//ydcI//mreB//moaE//torA//yihU//cusS//xapR//ddlB//tehB//obgE//glmM//prs//arnT//xapA//uvrB//trmD//menF//pdeD//ampG//pfkB//elyC//ybiX//sdhC//mzrA//ynfE//yfcA//ybhS//ygjK//aceK//hicB//glxR//cmoB//nikC//mutT//
GO_0055086_4	hflX//trkG//yghG//glnQ//cmtB//hofM//yhaV//rutA//lpxB//cca//focA//yddL//pyrC//yfdK//pinR//ycaO//greA//cdaR//ilvE//corA//murJ//dadA//oxc//tyrR//fkpA//exuR//xapA//dnaT//yfeD//xanQ//waaU//msrP//rbsA//hlyE//mdtD//ompL//rep//rsmF//ydeT//yeeY//ydaV//ttdT//nagC//holA//stpA//lysA//nuoM//nadB//apaH//ygjH//gpr//ydhC//prmA//trmA//mnaT//aer//rplO//phnJ//ygiN//fepE//comR//lptD//ydaV//oxc//csdA//yagU//yheT//mntS//cpoB//pstS//tcyL//dgt//yfgJ//pfkB//clsB//lsrD//ldtB//recC//nupX//abgA//mrdB//rpsG//fliK//xylF//lrhA//emrE//aroC//rrrD//purR//dpiB//ypdB//trpC//wecA//murC//artM//fucK//bacA//cynT//yfcR//yigL//araB//lysS//elaA//murA//adhP//yigL//gsiB//ygfX//yjaZ//hflX//relB//yqaA//yegT//uidA//ygeX//rplE//ftsH//hsdM//phoA//uof//ykgM//yraH//cdaR//tdcF//ttdB//msrC//truC//gyrB//insI-1//frmR//nimR//sufA//mscS//agaW//hslV//opgH//kefC//baeR//ykgO//ygjH//tatC//glk//sucA//rpoA//hslO//lpxM//abgR//rodZ//bsmA//nuoM//ycjY//acs//dinQ//hchA//mltA//hypD//yijE//iscU//gstB//djlC//glxR//sucA//xylA//cadA//ghoS//glcD//apaH//ybeQ//sucC//wzzE//panD//dinJ//
GO_0055114_3	dnaJ//frdB//sanA//selB//yhjR//yjiX//yhjC//dsbC//btuD//rfaE//dgcN//cspD//nanK//ycjW//dfp//yadN//fucI//narV//csgF//yegT//speE//insA-2//mscK//lpoA//yjiQ//ydiP//frlA//tamB//fdhE//fimF//fadJ//rpmE//sutR//lasT//cydA//glnE//araA//rof//mnmG//ettA//rutA//glcD//rpsH//ygbN//fadI//nagC//ydeI//acnB//arfA//ubiC//mdtE//epmC//era//dgcM//murI//rpoE//yeeJ//ygdG//ygbI//malZ//ccmA//metQ//ugd//edd//mepS//codB//modA//nuoN//hupB//yidQ//argP//preT//fimC//fadJ//focA//murP//yafO//thiP//ybdM//malS//preA//sgbU//adiA//ydfH//casA//gluQ//ltaE//ygcR//pitA//hicA//seqA//feoA//ygbM//ybgQ//ttcA//uspB//yfcV//waaL//afuB//menH//hicA//hycI//waaP//ygfZ//dinJ//yciV//yqiI//insB-2//napD//ydaV//ftsZ//dcd//yqcC//yqaE//yafO//narJ//ybiV//yfdK//dadA//lpxL//cyoB//pgl//secM//amiC//lsrD//ghxP//ydjE//ubiF//sfmC//napB//yhfK//prfA//hisS//dppD//kefG//ptsI//yfeX//panB//rsmJ//secE//rlmH//torD//yidH//flgH//bioP//menD//oppA//ansA//yggW//ykgA//endA//rnb//yicJ//flgD//iaaA//fieF//rlmH//panB//nagE//yhbY//alkB//flgF//radA//surA//hslJ//mraY//dld//grpE//hybG//xanQ//amiC//arcA//wzzB//rfaE//casC//modB//zur//rnhA//yphB//ydfH//wzyE//lolE//yjeI//lpxH//gfcE//yigB//rlmJ//yjeI//paaC//glnS//yejF//torC//
GO_0055129_5	torI//copA//etk//
GO_0055130_8	ydbK//asr//
GO_0060003_10	ompG//glgB//nuoH//yiaB//
GO_0060255_5	znuB//phnM//ssuA//dgcT//yggP//exoX//paoC//lgoT//yjbH//ribC//yiaN//glnL//insH-5//tnaB//yfgO//ybaT//recC//pckA//astB//ydcP//livH//acnB//pspA//hemH//cusB//cysA//cspE//lrp//gabP//hda//xapA//ulaE//ispB//agaD//hscB//potC//ispB//mdoG//acrZ//xapB//waaP//ahr//speB//nagD//ybdN//zntR//ydhK//hslJ//rfaD//coaE//yhdX//csgG//tisB//treF//ompN//nuoG//yggE//serA//ebgR//guaC//dnaJ//yjbH//yhjC//yafC//ghxQ//ascG//hcaT//aqpZ//ndk//livJ//lysR//fimC//rpe//fbp//cobU//gluQ//thrB//priB//ruvC//nth//fadM//yfaV//amiA//cysC//queE//holC//trmO//accD//cho//ydcZ//srlB//selD//fdrA//focA//narV//argF//alsE//umuC//nagK//ynjA//ybeY//ykfM//rsgA//yfcP//ynfH//nrdA//waaO//pdxB//ftsQ//frvB//yjhC//yiaB//oppF//puuB//arcC//fdoI//rlmN//yfcS//waaO//yfdR//tdcC//mdtK//ybiI//emrD//dnaN//agaA//ydbK//roxA//cheZ//lyxK//ycgB//srlB//ralR//nfsB//dacA//xylR//ydeO//ssuE//tadA//lsrD//yggD//gntK//cyoC//znuC//rluF//cspI//uup//csgD//fmt//hcaE//ribC//dsdX//yagJ//lptC//nrdI//rlmJ//rhmR//rcnR//yhjB//cadA//rbsC//tldD//ahpC//nanR//cdaR//potD//plaP//yphB//gsiD//cysN//pdxA//acrZ//wecA//yciK//ytfE//proX//leuS//melB//flgM//copA//purA//yaiW//ybiY//mrcB//ybhD//crcB//csiD//rimP//yeeO//recO//arnB//yjhB//gcvT//tatD//kefF//hcaC//ymjB//gspF//hpt//cyoB//lpp//nanK//cpxR//yibT//yidC//mngB//cusA//rclC//tadA//ilvL//intQ//yceD//relB//entS//adeD//eutR//motA//flgG//eco//bluF//aslB//mliC//dnaB//yfiE//cydD//fepB//lsrD//ung//tktA//asnS//dpiA//ybbY//ubiH//secE//bioD//nfsB//amiA//etk//hemA//cof//ampD//fhuF//dicB//ruvC//uspE//rdgC//ftsA//rfaB//dgoD//decR//tqsA//yjjW//glgA//ydcS//ychH//yfcS//ydaV//fadK//intA//ycjR//tcyP//entD//frdC//dosP//mrdA//yjaA//xanQ//mutM//kdgT//dnaC//cbtA//hyi//cysC//rnb//trpA//paaK//citT//pflA//pepN//xylB//alsA//prpB//cobB//ykgO//fliT//cobU//dtpD//sgcX//ybhF//thiM//fruA//degP//uidA//malG//paaF//hscC//yfcG//csgB//bepA//trmD//yqjH//paaD//hokE//yajD//uup//rpsE//mscM//xylA//abpA//lsrK//nusA//trpB//yehT//rluF//rhaT//secY//mak//rapZ//mepM//elfA//accC//nadE//argG//rpsG//ydcS//fsr//mprA//hisF//ygiN//appC//nimT//rseB//yaaY//cysA//chbC//fkpB//uidA//ftsI//cirA//fdnH//bglA//arnF//dnaB//yafS//yfeW//lpp//hflX//trpA//wecE//rpsA//nudC//crcB//insI1//rplK//
GO_0060274_5	ycfS//
GO_0060326_5	ibpA//
GO_0060341_5	rluD//caiF//
GO_0060491_5	asr//glcC//nadA//dcyD//
GO_0060566_8	cspA//
GO_0060567_8	fepE//setB//lolA//
GO_0060699_8	elfD//cbpM//yidA//nikC//uraA//
GO_0060700_7	rodZ//ygeX//oppB//pta//proV//
GO_0060701_8	nanC//tmk//bglX//moeB//tnaA//
GO_0060702_9	yiaM//efeO//rcdA//suhB//kdgR//
GO_0061013_7	thrA//rho//eamB//gntT//pnp//
GO_0061024_4	cysG//atpE//ggt//trmL//dmsA//pdeL//yqiG//dinQ//bglF//gyrB//uspC//yddG//
GO_0061077_4	aceF//csgA//rhaB//rep//ilvC//dcm//fdnG//sodB//mglA//yjhB//arnA//fis//sutR//nupX//hupA//sdhA//cpxR//acrB//arcB//rffC//malG//bamA//macB//
GO_0061475_9	lplT//
GO_0061504_8	gsiA//
GO_0061610_5	rhtA//
GO_0061615_7	ccmC//ybcL//
GO_0061687_3	flgE//asnS//yfhH//ushA//ilvH//gmhB//
GO_0061720_5	xanQ//dmsA//dcuD//truA//
