#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	argS//fadR//secD//fadM//
GO_0098657_5	mrr//dcuR//lolC//greA//tauB//acrZ//ychF//ybjD//mscS//recJ//adhP//pfkB//clpX//mobA//fadM//rffM//rodZ//uxaA//frmA//hypT//
GO_0098659_8	yjcE//ydaC//
GO_0098660_7	appC//ypdB//lptE//umuD//metB//mrr//cheR//ybdN//xisE//secM//ychH//rlmB//lacI//yfeO//pldB//lplA//araF//moaC//dgt//yfdR//treC//fhlA//dcd//dsdC//torA//insI-1//treA//cusB//malE//ytfP//gloA//nagE//ecpR//ydiK//murF//cbrC//rna//cysS//idnO//mdtL//cbtA//lsrD//malI//yfiR//cca//yciA//mppA//leuE//ychO//yraI//yhbY//yedF//yhdX//aroA//pgrR//hda//insI-1//yiaO//arnF//rlmL//yagE//rplA//gudX//yiaN//potB//hsrA//dnaT//yehP//gadX//rlmE//hemB//ydhQ//torZ//hiuH//yjjX//yebG//rclA//
GO_0098661_8	hdeD//kdgR//csdE//dgcZ//yadN//manA//fepA//holE//phoR//frvB//acpH//yciT//hyfC//phoU//ndh//fdoH//mlaF//ydiP//yegD//
GO_0098662_8	queF//nagZ//yfdG//metQ//yghO//ftsZ//nadD//tnaC//ygbI//phoP//modA//avtA//paaD//yajD//btuB//yaaU//phr//fliM//sseA//yfcV//ffh//hemL//setB//hexR//tauC//yeaE//arsB//insI-2//xseB//ftsQ//ygbL//elfG//nupG//cpsG//yidP//yfaE//pykA//cpoB//yraR//araC//nadC//yhgH//tilS//iscR//greA//orn//yijO//rplL//chaC//zwf//fruA//malF//yehD//yegS//ydjH//yjtD//envZ//proP//lon//miaB//ubiJ//
GO_0098670_7	yabI//
GO_0098704_7	rpsG//yihS//dusC//lysU//
GO_0098707_10	dapD//
GO_0098708_8	hisS//galP//nanR//phnP//
GO_0098710_7	yidC//nrdF//
GO_0098711_9	xylE//
GO_0098713_8	leuE//wecB//nanR//yraI//
GO_0098719_9	yedL//
GO_0098732_6	galT//yneJ//uhpC//rnlA//
GO_0098739_6	hypT//rsmF//dhaK//rapA//mdtC//slmA//lpxK//gntT//cvpA//torC//gppA//ompW//thiH//dpiA//yfaX//nadD//yihS//yihX//
GO_0098771_7	rhaD//pdxA//csrD//mazF//pyrG//bioA//lepB//ykgO//ydiB//wecC//sanA//ptsP//frvB//hycA//mgsA//ddlA//gudD//phoA//casA//dgcF//wbbK//gstA//yihR//hcaR//argD//yciK//nrdG//dsbC//intE//accA//moeA//ybjI//cysE//ompL//adiC//msrA//
GO_0098776_7	yagF//folP//pgpC//crr//yoaB//
GO_0098795_9	ispF//
GO_0098869_4	rpsM//aroE//glmM//chbR//yjcO//yhjG//rpsT//yhaJ//pgaA//yidR//rho//frwC//gltI//tdcE//murQ//rrrQ//thiM//msrB//nanA//caiF//yggT//ndh//
GO_0099046_5	zapA//moaE//
GO_0099116_10	wcaB//
GO_0099131_7	adeD//
GO_0099132_7	dnaX//yieL//radD//fdoH//opgE//dedD//bioC//elfC//napC//xapR//sdaA//eutR//pspD//fnr//malF//ybiX//dgcQ//dnaJ//dhaK//ybhA//nagA//yjhI//plsB//
GO_0099133_8	frdB//mdlB//yahD//potD//birA//hofM//fimA//lpxM//phoE//gshA//fadH//ldtA//yjiA//putP//kbp//hyfC//rplF//rpiB//iclR//bioA//
GO_0099587_7	hyaA//cutC//
GO_0101030_8	rnpA//
GO_0104004_4	frmB//ynaE//lspA//yphD//yhhT//acrD//rnc//zinT//yfiE//hycI//cysC//gltL//yceK//holD//dcm//hha//nanS//ybcJ//hexR//glpD//mutM//napB//ymjB//rclC//
GO_0110017_7	tcyL//
GO_0110095_4	aslB//fdoH//
GO_0140115_6	hpt//rbsK//thiE//ftsQ//ygcO//
GO_1900190_5	metE//yjeI//ghoT//gshB//rimL//mocA//nuoM//pgrR//menE//osmF//hybD//lpoA//adiA//
GO_1900191_6	sodB//pheP//miaA//uxuR//
GO_1900192_6	pstA//folP//
GO_1900231_6	yecS//hslV//hypA//hicB//glpR//
GO_1900232_7	npr//ubiE//agaB//
GO_1900233_7	ttdB//
GO_1900371_8	glnK//
GO_1900372_9	tmcA//
GO_1900376_6	iraD//hcaE//ldrA//
GO_1900377_7	dosP//
GO_1900378_7	rfbX//
GO_1900542_7	truD//
GO_1900543_8	accB//
GO_1900704_7	yadG//
GO_1900705_8	rssB//
GO_1900725_7	mlaD//
GO_1900727_8	ompN//
GO_1900749_6	exuT//
GO_1900751_9	serS//
GO_1900866_6	argC//
GO_1901068_8	hypT//dgcQ//gntT//ansA//cycA//ydiB//trpL//trmH//rsmD//mdtK//agaA//
GO_1901069_9	galM//
GO_1901070_9	ispH//dcm//groS//gcd//
GO_1901071_6	glrR//cca//ybdG//clcA//ydaN//
GO_1901072_7	sbmC//mnmC//caiE//yahF//
GO_1901135_4	hyfC//yjiQ//nikD//yiaF//rplK//ygbN//tamA//hprS//mhpC//asmA//tatE//rnhB//dcuA//alpA//erpA//yiaT//ttcA//tcyP//kefG//mioC//paaZ//fadI//yihQ//dtpB//tusE//htpX//torS//rfaE//waaU//seqA//mrdB//fis//uvrB//tsf//tolA//hemH//cusS//infB//fdoG//sucD//rffM//pspF//yfcR//secF//infC//glpX//tusE//agaI//proC//cysG//ycfS//tnaB//yggP//yihR//malI//rimL//prmC//ugpC//yohD//ydiB//ligA//cyaA//gntR//cyoE//glvC//torZ//pabC//dhaR//hemD//pdeD//uraA//nudF//phnH//paoC//greA//bhsA//ydeM//csrD//erpA//trpD//mutH//glpC//paaX//frwC//parC//araB//ompG//map//yiaF//folD//fdrA//ytfR//accA//hslU//yfbU//yjiR//dgkA//yfgI//fhuC//dcuB//yhbO//iscA//zapD//alsK//bacA//leuE//thiC//mhpR//yneL//prmB//nikR//gpp//rayT//glcF//phoE//moeA//yidQ//folP//agaV//nrdF//lldR//paaK//rcsD//znuC//ygeW//rimI//cutA//ybcJ//tsgA//exuR//yfhH//thrL//sdaC//rpoE//uhpA//rlmM//rpoD//rcsB//yebS//insI4//hisB//citG//yhiM//betI//coaD//hofN//opgB//galK//hyaC//adiC//deoR//syd//fepD//uxuB//cysH//hyfA//tbpA//sucC//flgM//cusB//leuD//zapC//rpsP//tatE//nth//ygaV//gabT//psuT//pheM//sseA//evgA//setA//mdtJ//patD//recT//abgA//motA//ygcW//ldtE//nmpC//borD//entF//decR//pyrC//thrA//slmA//gatA//ais//rpoH//roxA//msrC//rpmH//narX//ompA//yibT//btuB//rplA//alkA//uxuB//dld//yjaZ//csgD//araB//aroG//pyrF//serA//panF//cas3//nuoL//relE//sdhD//fruK//hybA//hxpB//yjiY//nagA//rpsI//ydjJ//ydeO//lysP//rplP//queG//yjjB//ycgV//rluD//solA//pheP//nepI//yfdS//cmoM//rfbD//yidL//cysE//codA//grxD//uspG//trpC//galF//mglB//glsA//murA//mglB//panF//yhcN//ycjR//cas1//yjcE//yahD//hlyE//alaA//flgJ//rpoD//nrfG//aphA//prlF//osmE//modC//trmI//ybbW//fre//yraK//yjbG//yqeG//sgcE//polB//yjjB//chpS//ndk//
GO_1901136_5	ynjA//paaE//lit//ychH//citC//yqgF//minD//lysS//phnK//prpD//glxR//emrD//cysE//adeQ//sppA//mdtA//dppF//paaZ//yiaL//nrdG//amiB//cysU//ndk//nrdE//ybgI//cirA//murJ//nrdE//astB//bglX//dnaE//hisQ//rtcB//zntR//rplF//fucP//sxy//yabI//rpsJ//dgcJ//alsC//yccA//setA//moaC//yfdR//yfhM//zinT//zraS//rpsP//bcr//cdd//hpf//
GO_1901137_5	cusC//htrE//mobA//ypdB//mrcA//rpsP//fabD//yhaC//mnmG//nrfG//ybiW//menI//rtcB//uspG//gatB//baeR//yfcS//tsr//ygbL//idnD//proV//ybjI//guaD//copA//poxB//lasT//pckA//hflD//fepG//proB//rhlE//rlmM//sbcC//yfeR//hisB//proS//cueR//hldE//tcyL//pspG//frdB//alaE//yfgI//rsmJ//napB//nrfF//codB//ccmD//panE//hisS//ftsP//acrZ//ldtD//yiaN//rpsI//epmC//dcuB//yhhZ//chbR//yghO//pyrL//dgcE//rmuC//yjbF//npr//narX//cobC//obgE//miaB//ccmA//cysC//flgJ//carB//kdsB//map//ftsX//metI//elfG//murG//ttdB//ygiS//nikB//yihT//insA-2//mdtL//xylF//deoC//prkB//ybiV//lpxL//kdsB//guaD//yieF//rutE//sfmD//rfaG//afuC//nrdF//trg//cvpA//mltC//pepB//narW//yihS//waaQ//eptC//potE//yccS//ypdF//yafC//thrL//glgS//rpsN//gntK//cadB//mltC//kch//gcvH//ribA//yiaN//yihX//hscA//flgM//yggX//coaD//yaiW//acpH//yciG//rbsC//atpE//rluA//patA//paaA//yobA//rbsR//menH//grpE//proX//ymfK//feoB//cysQ//tolA//rluA//frmR//zntR//ygbL//rpiR//atpG//dgcZ//ppsR//ggt//artM//preT//basR//ynbD//pgpA//rpnD//artQ//alaC//
GO_1901159_6	glmS//endA//argE//
GO_1901160_5	idnT//yeiL//ybcL//
GO_1901161_6	hprR//sad//dapD//
GO_1901260_9	infB//
GO_1901264_6	yiiE//ygbI//dgoT//acrF//folD//wecC//soxR//insI-2//tufA//htrE//endA//amiB//rnc//frlB//cysN//uhpT//topAI//yfaE//appB//pheS//casB//lpxM//opgE//iraP//plsX//mmuM//fimI//ycjR//yehP//ycjU//curA//ghrB//ftsW//hrpA//yehZ//speD//mcrA//cusA//fdoI//carA//agaW//aroK//napA//yjjI//
GO_1901269_5	ydjM//wzyE//rfaE//gltS//elfA//fliS//holB//lysS//yihV//sgbU//thiM//napC//
GO_1901271_6	mcrB//dgcF//yfgI//osmE//borD//arsB//lldD//yjhB//trpL//panF//ycbU//yhbO//
GO_1901275_3	narU//
GO_1901281_6	mutM//
GO_1901292_6	dmlR//uxaC//dnaQ//bepA//hycA//flhC//upp//emrE//hxpA//gudD//metH//ybjN//yagI//ybfE//cyoD//ompN//dsdC//yiaT//zinT//atpA//chpB//napB//tdcB//soxS//yjhG//glpA//basS//bioD1//rplY//znuB//setC//fklB//
GO_1901293_6	ychH//ansB//crfC//sodC//pdeR//acrB//yfaE//mreD//aroK//rplD//pepA//sfmC//fepG//apt//dppA//proX//fau//ssuA//udp//mpaA//abgB//ghoT//rpnD//srlE//amtB//rsmE//dgcM//pyrF//panF//secE//ftnB//tnaB//pstB//crfC//potA//cysW//elyC//gatA//narK//mtlR//galM//metR//rhtA//recE//csgF//fadB//surA//tusC//cpxP//rseP//mntS//yeeL//mepS//glrR//tehA//fadR//wza//pagP//fur//ygjH//rseC//frdB//ybjX//yciA//raiA//uidC//frvA//mrcA//idnK//arfB//phnC//glgA//alkA//yhbX//pntA//
GO_1901360_4	metI//yjhH//nagK//argE//nanE//hypF//rcsB//fimD//yqjA//roxA//rhaB//treR//pspA//yfdC//asd//zntR//bsmA//agaS//ptsG//mppA//kefC//ynfE//yjfP//cyoC//dhaL//kdpC//rpsI//sbcC//kup//dmsA//agaC//folP//tyrS//tynA//cmk//torR//fabD//hcaB//ybaL//fadD//corA//mdtO//syd//kdsB//lepB//adeD//proV//rplN//plaP//yihL//lptG//intS//flgK//nimR//hyaD//skp//aroE//pykF//maeA//btuC//rplI//serB//proB//yqaE//narW//hofO//arfB//recA//ibsD//yafQ//phnL//hicB//bioD//phoB//glnK//nagA//yihT//fecC//mltG//lepA//rimL//nemA//xylA//yhjA//prlC//fdnH//puuR//galU//priB//bcp//cynX//tsf//crfC//gpt//thiD//fliT//ldtA//hfq//yedL//rtcR//pgm//lolE//sixA//rhlB//glsA2//plaP//eutK//sapC//dam//sdaC//pepQ//ybiJ//entF//setC//dgoK//waaF//zntA//secE//trpB//yihT//betI//lrhA//yajL//yggP//yifB//tmcA//yhiM//zapC//tehA//glcC//ltaE//hinT//lptA//trxC//acs//gpt//mutS//envY//yhdW//pdxH//dkgA//ykfI//maa//hemG//tktA//gltD//ybaQ//ptsI//ybhA//lpxT//rapZ//agaR//rimI//ribD//dinJ//aldB//ebgR//dgoR//acrF//lpxP//fnr//fecC//yfgI//ybjN//pdhR//ykfI//rpmG//yggX//uspC//def//hisQ//thiQ//cysE//murP//ygbL//adiY//potB//purF//csdE//pyrL//galP//cmtB//yqjI//yafN//sixA//chaA//aroB//hyi//dicC//panZ//ybcJ//rsfS//fetB//frmB//arcA//menI//livJ//lpxK//sufC//rsmA//hslR//yhdX//rarA//tauB//dusC//fryC//uvrD//yfdS//phoQ//purB//hofC//uacT//xanP//rpoA//hisS//trpA//zapE//cydB//eno//yneJ//ydeT//potE//bcsA//rmf//sgbE//ptsP//yhjB//prs//hypF//yejF//idnO//citG//dapA//rfaQ//rpoD//zapB//ompT//yjiX//fryB//yebK//bsmA//zapB//basR//gltI//hypE//nemR//yagJ//lacZ//fdnI//murC//bluF//ansB//argH//ftp//yfeX//lysR//slt//tdk//betB//yhdH//lsrG//ruvA//thiP//era//gspJ//yfgO//cadA//potE//rutC//tdcR//argD//tag//comR//arnB//yobA//paaK//zapB//qorA//hemH//yadV//emrD//ssb//ldtC//ompT//smpB//nadC//tsaC//hisS//purF//arsC//nsrR//lysO//yfbR//yibH//ygeV//apaH//rsmB//pgsA//yaaU//spoT//pyrE//appC//yciE//rpsM//ybhA//wzb//rhtC//murA//cysM//higA//ybjI//thrS//rna//cyoC//ybaM//rtcR//dgoT//glsA2//nrdH//galS//ppiD//ydbK//yhbO//glgC//glpA//entA//ssuD//ulaF//crl//araE//ybeQ//gldA//rimI//fadI//ldrA//mgtA//yneL//potH//yhcH//bdm//exbD//ybiO//insI3//pspF//mtlR//lysA//deoA//pal//rluB//rph//nrdI//yabI//ssuC//dauA//cedA//priA//bglF//yfiE//malQ//ybeF//secG//yicJ//rluD//ilvC//treF//mtlD//rcsF//bioH//flgB//ykfI//cyoC//pinE//bioA//ydhK//gntU//lipB//alaA//dinJ//hypC//rsmD//rtcB//rmf//ratA//yidP//csrD//bolA//fau//ridA//ldrD//rpiA//nrdR//manX//frdB//yhbX//rlmL//gsiB//yahF//barA//ycjP//era//rcnA//proX//speE//chbA//yagI//yeeA//bglH//puuA//xylR//hlyE//queF//hisC//fryB//mzrA//yihX//wecA//zntA//hslJ//rhtB//chbB//cdgI//pphA//yfcR//ybeF//yidC//fhuF//rsgA//yedF//hemE//alsE//cobC//tamA//wzb//sgcA//aroH//narH//brnQ//glnL//yjiQ//ccmF//rpmA//waaB//recA//pepA//yfaU//ydfH//nrfG//nhaA//opgG//lpxD//rplC//ulaF//cof//cmoM//yfdC//murJ//fis//patA//ymgC//gnsB//glrK//ygaV//rplT//gapA//pcm//citX//yafN//yafC//fdnG//ybdO//trmO//abgT//mtlD//glk//xerD//kduD//aceK//argR//znuB//hcaC//norR//pgaA//alsC//bamA//cytR//yfiR//ybiW//ispF//pgaD//cstA//guaB//gutM//nlpE//yadG//dnaJ//yiaF//csrA//hypC//hemL//argE//epmB//rpiB//pinQ//speC//yciA//ivbL//proP//yebZ//yphD//fadH//topAI//psuT//lit//pagP//parE//prmC//rhtB//lptG//rutE//pdeR//fruB//dcd//ydiZ//ompF//lysS//yagE//artJ//yiiE//crfC//epmA//cdaR//rarD//mdtP//ulaD//glcC//gltL//hinT//proB//rpsB//rpsH//pinE//yhjD//tauD//ccmG//hcaR//slyA//yhjD//glvB//cspB//waaB//rsmB//tgt//ddlB//csrD//smpB//yhjR//chaA//mutL//putP//ilvA//ybaQ//ygcW//wza//tusC//dnaQ//agp//pyrB//nrdD//fimA//selB//lldD//yneE//bsmA//ybiV//gadW//cydA//torZ//bssR//ssb//ypjD//ilvH//poxB//tauD//fis//yihX//mhpR//yiiE//agaV//ybhJ//hemF//preA//tsgA//hisP//waaP//ssuE//bamE//ppsR//holA//yqiI//waaS//ygeR//ydjH//opgB//waaO//galU//nimR//lysS//ydfK//mreB//nagE//ubiC//rsmG//ydfH//sufB//rtcR//gapA//atpG//dkgB//cysI//otsB//fucK//mzrA//ulaC//fhuD//tmcA//gltL//preT//aidB//rpsM//topAI//ftsN//yehA//ygcW//sfmD//rfbB//argF//gstA//ridA//umpG//fadL//folM//dcp//emrY//yciA//fepD//bioD//ompG//glpB//ybiW//proA//yjgX//dsdA//ansB//betB//sfsB//ftsP//ftp//rffH//rarD//greB//pgm//menD//yehW//ygcR//argH//mog//ydjM//livH//yghW//kdpA//surA//yafC//bioD2//arnT//hypD//wecB//ulaD//mdfA//mdtK//talB//melB//ybiV//csdA//iscU//secD//casA//torC//hycH//selA//chpS//entS//rhaA//rluB//cutC//phoP//minD//cyoD//ydiO//phr//yciE//mtr//rfaQ//frmR//mepA//dcuS//glpD//lnt//rfaF//yfaL//tas//ydcR//ybiO//recF//fliD//yhgF//torI//pbpC//yneJ//zur//lplA//ppiD//cpdA//elyC//fepE//ycfJ//coaA//ycfS//wecE//appY//yjiY//agaC//ydcS//selA//rusA//sfmF//nikC//lgoT//mhpT//xanQ//cbl//arsR//yejF//ydeM//ydiF//lysR//leuS//rhmD//dppD//rffM//yobF//ybhF//glpC//lpxP//ascF//rmuC//amyA//nrfC//zraR//ccmF//tilS//nfo//ttdT//hdfR//ydcM//serC//
GO_1901361_5	trpA//yddM//prs//rlpA//thiI//dkgA//bioH//mnaT//malE//fhuF//pdxH//rnc//purA//argB//hisC//exbB//galM//cysC//btuC//panE//ycaO//sgrR//fabA//yajO//ybiH//acrB//fadL//uxuB//rplM//ompL//pgl//cydD//rbfA//pcnB//sfmH//csgD//phnN//hslR//lsrC//torS//polB//truB//ansB//glk//bdcR//pitA//cdd//rcsC//mhpB//yrfG//mreC//kdsA//mazG//narY//ubiE//ydiO//lysP//ddlB//fliK//higB//setB//nuoH//argA//dnaN//ptsH//osmC//gyrB//cobB//ybhF//secB//rpsR//yfaL//galK//galS//ascG//pfkB//yqiJ//rseC//gntR//yggT//arcA//yraI//hyaB//metK//ftp//brnQ//yfgO//panZ//barA//hicA//yehX//ybhG//aceK//cheW//yghG//thrS//yebQ//mdoG//pheT//lipB//tonB//rplF//yphF//narQ//rpsM//sapC//insH-5//yihV//abgB//yjbE//mdtM//tolA//fadL//cobS//pheM//tamB//yobA//ascB//yciK//pspG//fimB//dgoK//paaK//uidA//rsmD//gltX//
GO_1901362_5	yeaK//prmC//asmA//priC//chbB//elfD//yqjA//yciH//rna//agaR//osmC//holC//dicB//ygjH//glpX//araH//argK//mreB//ptsG//lrp//lpxL//lsrB//gntU//gfcE//gutQ//cspD//ybjI//zraR//minC//casD//yibA//argI//cpxR//ybiJ//yicJ//glcD//ribD//murC//hisA//mdh//sfsA//potD//ybfA//rnpA//rpoA//rplA//wcaJ//ybcL//secB//ihfA//rfbD//ilvD//fepA//galE//cspD//waaG//hyi//relB//yfdC//hscA//gatY//essD//rpsM//cvrA//astC//yhbQ//ansA//rlmJ//zinT//xylB//mdtO//ldrA//aspA//uxaC//ispF//yfbR//tolB//rlmL//ulaE//ddpX//gcvA//yiaT//ycjW//fre//livF//queF//fadK//btuB//murD//amiB//ytfQ//galF//ybcQ//phnK//hupB//gyrA//lit//udk//frr//holC//nadE//dgcJ//ycgB//ycdY//alaC//waaF//ynhF//cysZ//ybhP//aroH//citE//proP//cmoM//garK//rhsD//murP//rlmE//coaE//fabZ//fepA//tpiA//potI//lysS//cueO//hypE//kdgR//dppD//eutD//gnsB//fimZ//yfbV//pgpB//htrE//rna//rplI//yehB//ynjD//adiA//ydcO//yhjG//atpA//nikC//accA//mzrA//iscU//chbR//chaC//recB//nuoF//ycgV//cycA//cstA//aroL//kdsA//sbcC//yhfK//rplF//mdtD//yhhY//hybD//cysZ//rlmD//yejB//ubiB//yddM//xapR//sgrR//purA//iscU//yjhC//fliL//rhoL//rapA//dcd//yciH//fucP//xanQ//gatA//rbfA//sgrT//oxc//parE//insH-5//emrB//ybaL//phnH//yahB//uidC//dcp//ybiI//hcaB//frsA//plsB//yqaB//ybdN//eno//nlpD//narJ//ssb//ribB//napB//kch//acnB//glsA1//yjjI//nuoI//rpsO//panD//fabZ//ileS//mglA//iscU//yphD//araC//rsfS//yneJ//recR//yjhI//panF//crr//ilvD//lysO//uspE//nirC//prfC//paaD//nuoE//dinD//secE//rof//yqhD//metL//prfB//cof//ybhD//osmE//focA//oppD//yjjV//astC//hprR//sxy//aspA//ynjA//ydaV//pgsA//glnL//yieF//djlC//dacC//frmR//hpt//rrrQ//mlaC//lolB//yebQ//fetB//yfaU//atpB//uvrB//narW//ariR//ydjH//sgrR//ribB//trmO//hemD//pdeF//dsdX//rluA//yfcF//rimK//clpX//csrD//dusB//cusA//purT//rplB//dsbG//phoB//ugpE//rimK//sseA//cydA//truD//rfe//pstC//cspC//hisH//yphD//grpE//phnG//ycgV//rutR//rpmB//yegS//nsrR//ogt//dctR//rpsN//eutR//rpsL//treC//yhbY//dnaX//ldtC//ilvD//moaE//menD//sdaC//waaB//pgi//ulaB//yraJ//rhsD//upp//xylF//yfiC//shiA//rsuA//tamA//rnd//yfcP//opgG//envZ//lsrD//lepB//yaaA//cueR//hmp//cspB//kdpD//insE-1//truD//rpoA//azoR//murQ//thrA//rpoE//tap//trpB//gltB//alaA//trpE//yjjQ//yjjB//yjbB//iraP//yhdZ//livF//sgcR//ompG//hscB//abpB//ribC//pppA//yhjA//aceK//rimJ//znuA//yobF//fimI//dusC//sdaC//gyrA//uspG//tsaD//ydjJ//cysN//flgE//rpmE//ybaM//yfbS//nuoM//fadR//rplQ//yihL//maeA//gpr//nagZ//hisA//plsB//fabA//
GO_1901367_6	potB//nuoI//
GO_1901401_6	putA//
GO_1901422_5	hfq//yebS//uup//
GO_1901440_4	bamE//
GO_1901441_5	ygiV//
GO_1901463_7	betI//
GO_1901530_5	wzzE//shiA//mngA//puuB//
GO_1901562_5	dicC//
