#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	adiY//ycgR//pheA//ypdA//
GO_0098586_5	hyi//sufA//lptG//
GO_0098655_7	phoE//yhbS//moaC//comR//emrE//glnA//tag//csrA//aspA//ybhS//gadE//ppc//mscS//tusC//frdB//ompL//zapA//ccmG//kdsD//folA//pntB//slmA//mdtG//rsmG//ybhS//greB//acrE//ilvH//oppF//alaE//glnS//ppc//ygiS//mobA//yacG//fbaA//trpC//pgsA//leuA//cbrC//nuoL//azoR//yodD//phnC//metE//dcuA//guaA//fbp//elaB//yfiR//yhdJ//dsdX//spoT//rpiB//thiE//priA//ralR//ygfZ//mdlA//ftsP//rpmC//queE//rihC//pflC//rplE//cas3//truD//cspE//hpf//ulaC//ompT//yciG//aceK//vsr//murP//hxpB//sgcE//cspD//gadA//abgR//guaA//arsR//hcaT//ydgA//xylH//insF-1//hemF//ptsN//ybhG//gntP//pcm//elaA//tauB//spoT//wecE//ptsI//yafQ//mdtG//yiaA//chbC//rplF//grpE//rrrD//zur//rsmE//sfmD//
GO_0098656_7	arfA//fruB//dinD//agaV//rlmF//leuC//yfeR//blr//dsbB//puuB//rmf//hyi//yhdX//glpK//torD//wzyE//yoeB//phoP//borD//tcyP//speE//tusB//gatZ//yegD//paaH//intS//paaH//dosP//yejE//prmC//bioP//codA//ilvE//rfaF//rraA//pstC//garD//yedL//yeeL//ybhI//astB//chbB//mutH//ybjC//crp//dinJ//ttdT//yobA//cheZ//xylF//hslO//borD//ybcM//allS//tsr//yfbR//rplT//sucD//ispA//upp//folE//gppA//hcaD//trg//arsR//ssuA//metN//asnB//nuoF//gph//iraD//rpsL//ndk//ortT//fecD//htpX//azoR//yqiH//accB//rpe//ycjY//ligA//aidB//ttdB//ileS//curA//gcvR//pgsA//potE//entH//ascG//ybiA//tolB//lptB//wzyE//frvA//tsr//
GO_0098657_5	dinJ//ulaE//solA//dsbB//xylE//dgcT//lsrA//tcyL//mlc//thrL//yggD//gor//idnT//serC//rhsD//lpoA//surA//ppx//borD//yebQ//
GO_0098659_8	sufC//yiaB//
GO_0098660_7	pgaD//yegS//umpH//ebgA//sdhE//ybdG//phnC//helD//yadV//dcuD//nuoB//osmF//rihB//tolC//cfa//ansB//ydcT//narU//ndh//talB//yabI//mnmG//entB//ybhI//kdgK//ilvC//btuR//glyA//glpB//hyfC//ybeQ//frlC//tisB//ybbY//guaC//yfeX//holE//mdh//rpsM//nanT//add//idnT//ykgF//nuoH//ytfR//ynfK//murD//btuF//hemD//hofQ//preT//kbaZ//ybdG//rnhA//kdsC//rlmA//yjfF//ccmG//nikB//rlmN//zapD//dadA//ypdI//dnaJ//ycaN//mscS//yidD//yoeE//ugpB//oppA//nemA//btuE//rbsA//tldD//aroC//citC//yhjR//
GO_0098661_8	yfiE//glpK//fhlA//zapC//gadA//argE//ratA//fadJ//potB//tgt//flgI//lptA//rsfS//surA//yidR//lpp//rsmA//yhbO//nikC//
GO_0098662_8	hprS//murJ//apt//otsB//dacD//ygbM//dtpA//moaC//mdtF//malG//yddL//ygaZ//dinB//tmk//ugpE//yqeG//yggN//recO//rpsK//folP//dicB//fumA//fimA//yedL//hprS//minE//aceB//recX//ynbB//yhbQ//tdcA//gppA//yagG//ygbL//yraK//sbcC//lpxH//kbaZ//cyaY//azoR//glxK//atpB//dppC//feaR//dnaT//glpT//ydhJ//gloB//tpx//yafO//serC//yfhH//dinI//topB//tusB//yhhY//aspS//garP//narX//pheT//aaeR//
GO_0098670_7	cvpA//
GO_0098704_7	yghU//ccmA//yihR//chbB//
GO_0098707_10	pdxA//
GO_0098708_8	dbpA//metC//katG//purD//
GO_0098710_7	citE//wza//
GO_0098711_9	ybaM//
GO_0098713_8	gabD//sstT//priA//yhaV//
GO_0098719_9	hipB//
GO_0098732_6	ibsC//mrcB//ytfQ//pdxB//
GO_0098739_6	ygcR//trmH//ycbX//diaA//serB//melA//alsC//zntA//elaB//dbpA//torI//menC//agaS//rimP//srlA//katG//ykgM//hupA//
GO_0098771_7	tehA//accB//cedA//manY//maeA//manY//sdhB//sufC//ibpB//hyaD//lysR//frvR//rutR//tdcB//htpX//endA//aaeB//rodZ//guaB//folP//ada//yccX//rzpD//yphC//thiC//queF//yicJ//pgk//yidE//tsr//ycjD//hdeD//rplQ//mdtK//glsB//psuG//
GO_0098776_7	recC//citX//hinT//lldP//nuoI//
GO_0098795_9	leuE//
GO_0098869_4	rplT//csrD//yjbB//yhbQ//mltC//yggP//kgtP//glnD//ldrD//aceK//yihI//aspS//yafS//yobF//moeB//ygcR//envY//thiH//gadA//cutA//cspA//ybgQ//
GO_0099046_5	rplS//poxB//
GO_0099116_10	fadA//
GO_0099131_7	uvrB//
GO_0099132_7	kefF//melR//suhB//sdiA//rsmI//bluF//ais//tomB//yegT//tehA//sodC//pflB//serB//trpD//fecA//pphB//puuC//ecpR//ldcA//satP//rnc//rplI//hexR//
GO_0099133_8	rpsE//nth//spoT//mglB//ydhK//uof//yjhB//trpL//yfbU//yjjG//rnd//torC//iscS//trxA//pyrE//kduD//epd//yeeA//mug//yjbE//
GO_0099587_7	eptA//uspF//
GO_0101030_8	nfo//
GO_0104004_4	hchA//rph//gpmA//allC//marA//waaG//comR//narY//cysZ//secG//kilR//eno//dcuD//waaA//yjtD//lysP//acs//xisE//fadD//yrbG//nrfB//argR//mdfA//ypdC//
GO_0110017_7	yghO//
GO_0110095_4	yfhM//proQ//
GO_0140115_6	ridA//ompR//fucO//nrdH//npr//
GO_1900190_5	tpx//araH//rnlB//yhcN//ulaA//fetB//moeA//pyrL//sfmF//deoA//yfeR//paaH//recD//
GO_1900191_6	cydA//uvrC//yphF//nikA//
GO_1900192_6	mppA//yeiG//
GO_1900231_6	rpmF//rzoD//cysM//rhmR//torY//
GO_1900232_7	aaeR//waaG//yfiE//
GO_1900233_7	aceB//
GO_1900371_8	waaB//
GO_1900372_9	mrp//
GO_1900376_6	rimK//trpGD//fhuB//
GO_1900377_7	guaC//
GO_1900378_7	tmcA//
GO_1900542_7	allB//
GO_1900543_8	hemC//
GO_1900704_7	galT//
GO_1900705_8	malG//
GO_1900725_7	cpoB//
GO_1900727_8	patZ//
GO_1900749_6	setC//
GO_1900751_9	lptB//
GO_1900866_6	iscA//
GO_1901068_8	phnC//hofC//nrfG//elfA//iscU//aspA//prfC//lsrD//secE//ompF//rsmJ//
GO_1901069_9	erpA//
GO_1901070_9	rapZ//ydcT//cynS//ansA//
GO_1901071_6	tilS//cbrA//rnlA//cyoA//menE//
GO_1901072_7	aceF//lpoA//csgG//rpmH//
GO_1901135_4	endA//arfA//ygbM//gadE//entC//guaB//mrdB//yfcR//rodZ//wcaB//cmtB//speF//cynT//tdcA//frvA//pepT//yihV//nadB//ybiO//frmR//paaF//ybiV//narJ//trg//rfbD//rhlE//nagK//rplD//xapR//yohD//csgD//phnP//yieE//rsgA//groL//atoC//fadI//rlmI//ilvM//wecB//mdtP//ilvH//stpA//thrA//flgH//greB//tehA//ddpX//argR//cydD//lsrB//gspE//pdxJ//uhpA//metR//recQ//galR//mlc//nudF//hicA//nikR//menF//kefC//wecB//yjhC//rcsC//accC//cof//yoaA//degP//dgt//fimD//yhbS//galR//trpS//glpX//yphF//edd//yahN//mnmA//ybeQ//ldtE//nudF//hisC//dapA//relE//yejF//dcyD//cydA//wcaB//sdaA//rzoD//lacY//tehB//cmoM//flgD//zapB//yqeA//plsX//yqjI//lptD//rimM//tig//lpcA//yeaD//groL//pgm//cmoB//blr//curA//rpsD//flgI//yghU//rsuA//trpS//dgt//elfC//uxuB//ccmF//rmf//dsbG//potI//fhlA//ghxP//astB//clcA//mntS//der//etp//fdhD//yeiE//cusF//clpA//pgaA//ybdN//epd//ygaH//speD//dppB//cysH//fucI//tdcR//fklB//hyfA//speB//fadL//ftsH//aphA//yaiW//folD//erfK//tolA//yjjG//ubiA//ycjY//pfkA//ssuB//rng//entS//recT//prfA//ccmA//pdeK//mak//araC//agaW//cysZ//mltC//hisA//hisF//nuoG//sohB//btuF//ybbY//mdtI//cueO//hemH//tesB//xylA//dauA//pphB//tusA//deaD//kdsD//caiB//yjeH//yhfS//pinE//yeiG//ulaG//ydiP//skp//glyA//betT//fdx//pyrD//zupT//waaS//cedA//zur//fucK//tdh//allD//ybbY//puuE//galM//agaW//prfB//hofC//lacI//ribF//btuB//fbaA//kdsC//argA//manY//lpxL//insB-2//exbB//proX//metK//feaB//argO//oxc//pyrL//xapA//gatD//dnaT//leuO//mnmE//fruA//dapA//tas//prpC//rhtB//asd//lpcA//yacG//flgE//gpp//pheA//envZ//yabI//bcp//mnmG//yfcF//lptD//yiaT//recG//yeaG//ynaE//artJ//mdoG//uidC//aceB//mngB//intE//agaW//fryC//ghrB//yedP//acrZ//moeB//pspC//ybfA//hyfF//yfcS//tehB//
GO_1901136_5	ybhP//decR//murC//folC//yhjD//aes//pabA//trkG//rhtC//arnE//intS//crcB//zitB//rnr//tufA//ybcJ//yadC//alkA//mipA//fadD//holA//waaF//ruvB//ymdB//mdtJ//yjtD//gor//lpxD//rsmD//ssuD//pldB//rpsG//hypA//curA//ampH//cyaA//arfB//amyA//arnT//yafS//yehT//preA//sucB//paaJ//ygfI//nuoL//fhuB//ampD//ychF//ribC//epmA//sdaC//
GO_1901137_5	ada//yahN//tatD//yhaO//hybO//rimK//abgB//ycfL//dtpB//yfjV//folC//aroD//rpnB//ybaQ//yhbO//narW//ygeX//wcaB//adiY//insB-4//flgJ//trmI//sufA//pdxB//folC//nrfC//gcl//menI//agaA//pntA//hofC//hemL//aes//narH//pntA//cysD//xylE//yeaV//recR//yheT//ybgQ//insB-4//nagD//mntR//yiaT//ldtE//artM//trxA//ptsP//spy//prmB//ibpB//frdD//ybjI//ldcA//rutG//appC//opgH//gspF//ydeI//spoT//pfkA//avtA//yeaE//prfB//mdtA//dld//mepH//sgrR//thrA//gcvT//holA//waaB//rne//arfB//rimK//mdtM//cbrC//msrC//rpsT//entE//feoC//hfq//glnA//ghxQ//rpnA//torA//ydiB//yidQ//mdtP//rph//ydaC//ybdO//ugd//rpmA//thiL//hisQ//mlaE//ndk//mobA//hisM//ybjN//entS//entE//menC//zraR//glpK//ybiH//rfaF//ybhD//fur//prfA//ddlB//deoA//moeB//tbpA//proW//yaaU//waaC//ftsI//paaZ//scpB//nirD//otsA//recQ//caiT//rmf//yjjU//kdpB//prlF//ydhJ//casE//nanK//yccX//mnmC//abgR//groS//sdiA//ligB//sucB//tolA//yehW//dgoR//yfeX//wzc//iscX//ortT//helD//kdsC//dpiB//fhlA//rcsB//fruB//thiP//kefF//bhsA//ftsI//umpG//tdcD//
GO_1901159_6	znuA//ydjL//ygfI//
GO_1901160_5	dnaX//cynT//tig//
GO_1901161_6	nikB//hybE//yjjQ//
GO_1901260_9	xylG//
GO_1901264_6	sdhA//rsmA//mdtK//pgk//fdhE//yghG//ybcJ//mhpA//gcl//gfcE//codA//prkB//flgG//envC//dnaN//grxD//hlyE//ptsG//bacA//eutA//yhbY//cusF//panE//focA//nudB//acrD//yafQ//apt//flgA//wcaC//leuC//hisA//lrp//nirC//dbpA//gpt//yddM//deaD//allS//yihV//rfaC//yqeA//uvrD//pdeF//
GO_1901269_5	pyrD//dppF//fabA//ftsY//yghW//cspD//tilS//ycaN//pabB//nrfD//xisE//ackA//
GO_1901271_6	ompF//exbD//efp//slmA//pdxH//yafQ//yobF//gyrA//fdoI//flgB//nupC//sufA//
GO_1901275_3	argF//
GO_1901281_6	prmA//
GO_1901292_6	sfsA//rfbB//mak//ybiS//rcsB//hexR//deoA//pnuC//rplR//csgB//pstC//galF//speF//rzoD//rhaD//bioD1//trmH//yggD//yehU//tonB//hrsA//mgtL//yjjW//gutQ//yehD//proV//gdhA//arfB//basR//yqcC//serS//yobA//
GO_1901293_6	dcuD//abpB//ydbK//yjtD//mioC//aceB//trkA//sgbE//ispF//mdtG//carB//uhpA//nudC//gadA//oppC//mqsA//ftsY//aceA//malG//bioA//degQ//lpoB//ubiF//sdhE//cyoC//mmuM//ampD//artP//yibT//purT//ghxQ//ycfH//cutA//pcnB//infC//fiu//galE//sapF//srlA//gcvR//yahD//plsC//alr//gatB//cysP//yqhD//ycjQ//erpA//mepS//ygjK//puuR//yjcO//flhA//exoX//psuT//uvrC//hcaF//mpaA//nei//pepQ//ygaZ//mscL//proW//hslR//basR//idnD//frlR//yojI//hcp//rutF//srlD//yceK//pfkA//tcyJ//pinQ//
GO_1901360_4	manX//motA//yqiH//rhaR//glnL//fcl//purN//rpoE//dgcJ//sdaB//rmuC//cydD//cysH//cusA//trkH//napD//eco//mltB//ygcW//tolC//oppF//appA//fryB//mdtM//feoC//insI-2//ydaV//aceF//flgB//infC//yqaB//ftnB//yiaT//yhhY//pyrC//ydcZ//yijO//mocA//rna//thiH//sfsB//cytR//smpB//atpE//paaC//yqjA//dpiA//fbp//hda//slyA//phnG//obgE//tqsA//araG//argP//ulaB//wzyE//nuoI//ymdB//holD//fre//bcsQ//waaQ//symE//yjbG//cyoD//chaA//metB//rpsA//rtcR//hemF//phnJ//waaF//nrdG//hycB//abgA//ogrK//kdpB//ybdO//rraA//bglB//narK//cirA//nrdF//arnE//agaR//coaD//potI//yacG//asr//puuP//rimO//frc//ydcZ//mdtL//trpS//dcd//shoB//yhjX//ybiA//priC//cbeA//yajD//galT//hybG//csdE//glnS//envC//dctA//ubiH//matP//lasT//yajR//rpmA//ubiG//leuE//gapA//pbpG//yqgF//folE//gadB//selA//pcnB//potI//yjjQ//hemG//hicA//sdhE//ulaR//hypF//ybaQ//erpA//ybhG//iraD//paaZ//mdtP//sfmD//mioC//hemL//adeP//yqeF//fdoG//citG//modC//nudC//tmk//yfiR//cynS//yidC//ulaR//talB//thiG//phnP//idnO//yobA//yfaV//miaB//gudX//ynjD//elaD//dps//fepC//hybC//plsC//citC//accD//metR//malI//gadW//yqaB//fabZ//rffG//glnB//dgcE//entS//yddM//yqeF//sfmA//dacC//yfcG//btuD//lpxL//recB//modC//argT//manX//xylR//pdxB//rhaM//paaX//dgt//bglF//rpmB//lptA//yraN//wzyE//rseC//yeeL//aer//insI1//betI//yejE//copA//mtlR//hisF//gpp//ppk//ttdB//zntA//folX//moaB//oppA//glnQ//ahr//yciT//flgE//xylE//chbF//priA//bipA//sgcC//ulaF//holC//tonB//fetA//alsA//idi//hmp//rpsD//sgcB//yggF//sfmC//galT//dapA//cusF//kbaY//recE//ftsY//yfdK//yafC//yehY//ycbV//yfiC//cheB//lptB//fucK//argP//ybdH//ycbB//tdcB//sodB//ibsE//allD//proS//dtpB//nanE//tyrB//rplL//yfgI//rffG//metB//parE//prfA//hchA//mpaA//crl//yeiE//mlc//yqiJ//chiP//lsrA//lptF//yfcF//ynfK//dmlA//borD//dhaR//suhB//hokB//ynfL//yibH//dhaL//frvA//gntT//fepG//tomB//recC//hcaR//ebgR//dmsC//fepA//pspC//guaB//menD//cmoB//rna//degS//yjiR//sthA//arnF//yieE//hsdM//pfkA//nuoL//gntK//prmA//yjbE//adeQ//rfaQ//yihV//citE//dnaA//dgoK//hscC//crcB//cca//dmsC//tcyP//yphF//galR//intZ//yehZ//mmuP//livF//ubiF//fdnH//nepI//lptD//yhfK//ynjD//ptsN//slmA//tolR//csgF//tusE//fiu//guaB//mqsR//idnO//nudF//tap//nusA//norV//gnsB//rpmH//priA//pdxJ//epmA//truB//ytfP//skp//tcdA//gabT//araF//fadK//tdcG//yaaJ//dusB//yciH//yfaL//ansB//flgF//cysD//rpsN//zipA//phnH//narP//npr//tusE//sufS//chpB//rihA//cutC//recG//tdcA//fdhD//tdcB//clpA//pstB//smpB//tauD//yegV//lysU//yiaA//rplK//phoU//adk//greB//queE//slt//coaD//yqiH//nrfE//clsA//mutY//gutQ//yeaK//thrL//ubiJ//intA//dgoD//panD//rpsS//sad//moeA//tdh//fmt//cspB//pfkA//aceK//ispU//dcyD//mrdB//yedP//mepM//dgoA//tauC//ilvC//lpp//metH//roxA//ccmF//ascG//ftsI//etp//greA//otsA//agaV//sucD//ssuE//dctA//bcp//xisR//coaA//pnp//agaD//yjbG//leuA//asnA//manA//yahD//rclA//xylB//yiaB//ppiD//oppB//erpA//folA//hyaA//trkH//lapA//mltA//bglJ//wza//ynbB//lptE//grxD//ftnB//nudG//mmuM//dgcM//bioH//gltB//cyoE//sgcX//ampE//yggP//flgF//plsX//ydaC//mdtQ//yfcF//asnC//uspE//luxS//ttcA//prs//fabI//ybiX//aqpZ//rpmE//ybeQ//hslR//ihfB//xerC//flgI//bsmA//purA//iscR//mreD//accA//pstB//tnaA//yfiF//phr//prmB//pgaB//cysG//rrrQ//tcyJ//macB//hemL//yfgI//yeaD//mltC//prpD//rutC//yieK//ilvB//mreB//garK//ispF//rpsH//dnaE//ymgC//tcyP//lrp//hypC//ynbD//hflC//glpX//xisR//mngR//pdxK//acrZ//phnC//rlpA//ybjL//slyA//cyaY//rpsQ//nanK//yaaY//galF//rplB//bioC//htpG//rrrQ//pabA//pepD//queA//bglX//dtpD//ybcQ//yihS//abpB//glvB//sufB//ybiI//tonB//flgI//alaC//upp//fadR//ydiF//yiiE//cusB//pinE//aroD//murC//xylH//pta//mscM//cpxP//rimJ//tgt//pgpB//yqjA//pyrC//prmB//frc//ybdR//metI//rseP//rplT//sfmC//psuT//lolC//yhhY//gutM//tas//phoQ//trmB//rhsD//ymgC//lpxB//rzpR//coaE//yiaF//tdcA//ybhI//pcnB//rplS//nth//yfcS//lldD//rplP//pckA//fre//dhaM//hcaD//atoB//ffh//prfB//smrA//lrhA//dtpB//pstC//nirB//bfr//znuB//codB//nudC//ilvL//ycgB//mdtP//gabD//adk//artP//minD//dppF//rnlB//carA//murG//tdcE//fadL//sufS//mdtN//rpmC//gsiC//gutQ//gntK//rlmD//glgB//yqeF//yfcF//leuD//basS//hupA//ogrK//galE//sthA//rpsG//yfeD//xylR//folE//cutC//nrfG//lysS//lldR//ftsX//rcsD//syd//yidH//sgcC//cdsA//lsrA//trkA//oxyR//rsmI//ubiH//chpS//menB//yddM//bcr//rpoA//potF//hpt//elfC//xanP//yfhH//ibsE//pppA//ygaH//lgt//ybjX//rplN//queE//yrbG//ubiH//envZ//rpmJ//adk//ydiP//rdgB//gltL//cyoB//nudF//yraR//zwf//ppiD//yehX//ybdH//prpR//secD//yraN//rfaE//csgD//agaR//casB//yehD//cydB//evgA//dgcZ//ftsW//mak//yhiM//zapC//ydhK//ltaE//yciG//sodB//aphA//ggt//dnaE//asnB//afuB//leuD//nrfC//mhpR//chbF//yibH//ftsX//fes//hpt//menB//ldtB//nirC//argS//yhjV//ecpR//ompA//aroL//ycgB//secD//gabP//flgM//accB//gcvH//yodD//prfB//gpmA//yfaL//ygbN//rhmD//ppiD//yjiQ//hycA//entH//pheT//nhaA//rluF//yrbG//dadA//glnD//yggF//phnK//rffC//fucK//feoB//rhlB//narU//dhaK//ydiF//glnE//
GO_1901361_5	ygfZ//fecC//npr//lolB//katE//srlD//truB//gntP//yafE//flgF//sbcC//glcA//vsr//lysU//tatE//yraN//rluC//ftsA//ebgA//cdd//yacG//ycjR//ampH//flgH//sanA//hypB//napB//yfiF//secY//ccmG//mscM//exuR//ahpC//napB//cadA//ugpB//yhdZ//mdlA//citC//yafO//scpB//galE//ybcJ//speB//phnG//ydcM//rplT//glnE//frlA//frwD//rcsD//yhdW//yqjH//spy//hicA//yhbX//mdoD//topA//arsC//yejA//ynbD//lysS//ymgA//insB-4//yphB//xylB//trpD//ilvH//nrdD//nikB//tolA//ftsN//ybdM//gstB//dinI//dcyD//yhhY//ybhR//aspS//yidL//trg//psd//xerD//cobT//adiY//rplL//pntA//recO//hprR//bipA//ycaN//kdpE//ulaR//ribE//rpsR//lpoB//crr//pepA//clpB//yafO//yjbE//yahK//yfiR//ytfP//pdeF//gudX//trpE//yhbX//ycgV//dcd//rplS//yciG//iscX//yihU//ftsH//ribD//nanC//mtlA//trmB//lapB//rplO//yphB//xylA//higA//hicB//fecC//
GO_1901362_5	cmoA//elaD//hdeA//ompA//sufS//selA//mutS//relE//ydiR//pstS//atpB//shiA//ghrB//sgcA//adiY//decR//fau//fdx//pnuC//potF//rlmA//higB//csdA//ptsG//mntR//gpmM//ybhR//panB//htpX//ycjQ//ygeA//fimC//potA//truA//tatD//adk//lptC//yedP//ispG//sfmA//rimP//phoQ//dgcZ//xanP//frvB//zwf//fumB//yjaA//nrfF//fhuB//rfbB//dgoK//pyrL//tsaC//uhpT//yqaA//yohC//add//rhsD//emrB//yieF//dtpB//atpD//ldtB//sgbH//yihL//lpxL//ivy//otsA//sbp//pgl//pheT//prfA//csrA//psuT//ybiV//mglB//speE//ybbN//ftsW//radA//treR//yghO//cho//sulA//casC//ftsW//tus//ppsA//yhdH//hypA//yfcF//sbcB//yegT//yeiG//gshA//ygiW//nirB//scpC//dppC//hcaR//cpdB//yhjX//ortT//msrQ//rlmM//pgm//nrfF//tmk//frc//ycfJ//gyrB//narJ//gpp//phnL//dnaT//yadC//ahpC//dsdC//yhfK//kch//aroL//wcaJ//amyA//glxR//hflC//waaH//arnF//yfdS//yjjQ//yabI//agaS//ghxQ//ompA//ansA//argG//citT//entB//hcaE//frwD//tdcD//speC//lysC//wecA//ycbX//yihQ//rlmL//moaC//pabA//ygaV//psd//lpxM//dgcN//rnc//yihW//eutB//mreD//evgA//ptsP//nrfD//artJ//phoU//yhjB//modB//yfcA//azoR//modA//ugpE//prmA//cadB//fadB//ygiW//rffG//yhdX//azoR//glnB//glxK//tig//mtlR//ddlB//ftnB//srkA//ykfI//acpP//yhbY//phoB//lacZ//ybeY//acnB//pdxY//ygjR//serA//rhmD//deoA//lpxM//yphB//priA//manZ//fecC//marA//ptsP//yebC//hsrA//mltC//allC//dinD//kbp//bioH//yhcH//murD//sgbH//yqjA//napF//pmbA//pal//serC//rna//mltD//sgcC//hflC//ygbI//yphB//gabT//argP//glmU//rhmD//purN//iscA//sfmC//yhdX//panF//rna//cspI//glnA//yciH//yhcH//cadA//aes//lptF//dicB//yafN//elbB//yfdO//thrS//rplF//rclB//insB-4//gnsB//cas3//yajL//yacG//chaC//ulaA//sanA//ribF//cspI//hisA//uvrY//uvrC//yjhI//pal//minE//yadI//ynfE//nadB//ybaT//yaiW//ydcM//tsaD//nagA//wcaB//pabB//menA//waaL//proS//atpF//rplR//fliA//gstB//dps//yiaJ//flgB//pitB//elbB//ydbD//trpS//umuC//yejF//deaD//agaI//sufS//tsaC//ybjX//putA//hycB//ybdG//tqsA//priC//pgaD//nrdR//sfsA//pykF//rpsK//argC//ruvC//uvrC//mlaD//sgcC//rsmC//aroA//tamA//dinB//dacA//gudX//aaeR//fabA//pgaC//yhdW//modC//trmB//dcuD//rna//galP//frc//ynhF//coaD//hha//tsaD//yphD//thiC//tcdA//waaB//ybhF//yegT//yadI//raiA//intE//rpiB//ycaO//clsB//fdhF//atpH//xapB//galM//pstB//yfhH//hdeD//ydiP//tktB//yobF//spy//preA//alsK//acrZ//metL//ydiF//tusA//dacB//mlaC//mdtB//cobT//glpG//fdoG//mutS//pheT//yeiL//ybfA//lpcA//hcaT//rhtC//eamB//hexR//ugpC//yahB//garP//yfcS//lpp//gabP//nemR//cedA//sbmC//fdnI//fdx//
GO_1901367_6	mscM//trpS//
GO_1901401_6	htpX//
GO_1901422_5	astB//fhuD//menH//
GO_1901440_4	galP//
GO_1901441_5	dcm//
GO_1901463_7	narL//
GO_1901530_5	fetB//rplD//mdtL//glnA//
GO_1901562_5	trpGD//
