#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hrsA//yedF//yjbF//lacZ//
GO_0055086_4	casE//mglB//bglB//btuF//fhuC//queC//wzb//rplT//efp//fliA//mlaC//rplQ//mutH//parE//cpsB//tdcG//mliC//yohC//zitB//araF//ydjM//ilvA//dgcJ//mipA//tdcR//rfaH//dhaR//codA//csgD//aroG//zitB//ypdB//tus//wcaJ//corA//ybgP//treR//cyoE//rhaR//eutB//uhpC//yafC//yiaL//arcA//nikA//speA//tusE//dtpD//folC//tldD//mglC//glrK//tsgA//osmE//ynfF//agaR//ychO//ligB//patA//yihQ//rutA//fur//hdeB//ansA//cirA//yebK//yghG//yhjB//rzpR//rspB//pdxA//aaeR//cydA//ftsH//iscA//ompL//ghxP//qseC//rbsK//aslB//trpC//solA//hisI//bioA//guaD//rrrQ//sanA//rpoE//mlaD//rutG//pgm//lldR//cysG//zur//hybO//clsA//potH//leuA//yehA//insF-1//elaD//dcuC//fadJ//livH//fabA//rlmA//cnu//rpiR//tktA//ydjJ//tusB//amtB//ybiI//cyaA//hpt//gudX//nuoH//yfiC//yjbE//otsB//leuS//guaA//rfaE//ndk//hisF//purF//norV//fieF//ydiK//rspB//rhaA//dnaA//yddL//ompT//hsdM//ykgA//yedP//rutE//glpA//yedX//lacZ//ortT//ybhR//zapE//trmJ//bamD//ppiA//ghoS//ynfE//gor//cmtB//tcyN//gcd//glmU//carB//mglB//rpoE//yeeO//bluF//satP//ybaE//ulaA//fepC//torS//rplQ//cstA//nrdR//pepQ//yjfP//rfbB//fnr//yohC//
GO_0055114_3	fhuF//cecR//argS//alsC//tcdA//thyA//arfA//pepA//glpA//rzoR//yfgJ//pepA//cadB//abgA//bdcA//rlmD//fdnG//sgcX//elaD//frwD//nrdF//ybiJ//curA//zur//yafC//cheW//citX//gntU//srkA//yadM//ndh//dam//pheS//dacC//gpsA//yijO//sdhD//purL//nanK//rsmJ//lptB//sufS//ygjK//menF//atoB//sucB//ygaH//ptrA//xylG//ftsX//gpt//fucO//yeiL//kch//ogrK//mnaT//pgpB//aceF//ftsB//ybbY//citG//putP//lptE//ulaR//lgoD//plaP//rutA//nikC//fdhF//hpt//radD//glsA2//yneJ//entC//ydcO//glxK//tdh//rlmJ//narJ//fryC//insB-4//lsrD//aslB//tynA//zapD//napB//ssuA//fryA//xylF//artM//chbC//waaZ//narP//fbaA//yqeG//purB//tyrS//nrdD//thiD//chpB//mfd//tbpA//eptA//mmuP//fruB//mdaB//mtfA//tcdA//aroL//menB//amiB//sgcA//gloA//minC//ftsQ//clpS//recA//sgrR//dacD//ydhC//rsuA//dsbB//moaC//rsmD//adeD//dtpA//napA//pncB//opgG//tyrS//adiY//tktA//fryA//mcrA//yagU//hcaC//hisD//sdaB//yjjG//aceB//oppF//rph//aphA//lolE//topA//arcA//pyrF//decR//cyoD//mhpR//frmB//gltD//pbpG//fadD//frdB//iscR//lpd//yiaF//yfdG//rbsB//wcaC//yhjB//ddpX//lgoR//narP//tauD//rzpR//helD//eutR//nuoL//ibaG//lapA//agaS//ftsY//thrA//abgR//truA//ybfA//gph//thrC//blr//artM//uhpT//hypA//rnd//yqeA//ftsE//arcA//ybaK//caiE//mdh//yafE//
GO_0055129_5	lon//ttdT//yihW//
GO_0055130_8	queC//lplT//
GO_0060003_10	citT//yphB//oppF//ansA//
GO_0060255_5	lolD//lasT//folD//rfaC//hemD//paaG//frvB//opgH//rnpA//agaB//nlpD//ppsR//ftsW//obgE//ydeE//paaZ//nrdA//yjjX//ycjU//pyrB//carB//fabH//sdhD//glsA1//treF//sgbU//psuG//cysK//chbR//ubiG//ytfE//ynbC//pdeF//zinT//gudX//fabH//asnB//asd//ubiB//frdB//argB//cyaY//ssuA//baeS//rluD//mscK//yajO//rnd//dgcZ//rplI//cobC//frwB//ilvM//gcl//folP//recA//yibH//yjjX//lrp//rplQ//nrfD//deoR//atpF//fdoH//clpP//katE//arnD//yjaZ//ldtB//lipA//dapB//alsB//fucA//murC//pheS//rsmD//gmhB//leuD//cvrA//secG//panF//glcB//idi//qorA//glnK//mscM//rclB//ybhS//alpA//potF//fimB//purF//metK//yidR//mhpD//rcsB//aldA//yiaU//mioC//yijE//fhuC//dgcJ//kdpC//yfeW//trg//appB//dcm//nepI//ftnB//ygbI//gppA//rplO//arcA//ybiA//ghoT//ybfA//tnaA//accD//csgD//rfbD//rhmR//intA//wecE//rimP//xthA//ydhK//nrdB//nhaA//pheP//ytfP//dgoK//gpr//proP//yqhD//dnaK//yafO//cyoC//ydhK//rpiR//allR//yjeH//tufB//ftsE//yjiR//ompF//intS//mazF//mreC//dam//ldcC//yegD//dtd//ravA//yiaB//ymjB//rcnR//lplT//yjjB//slyD//xerC//ruvB//rpnA//iscR//tgt//ykfM//fdhD//aroK//yhhT//selD//fadK//dgcM//thrB//yqgF//aroL//adeP//kdsD//mdoG//lptF//mltB//oxc//cadC//lolB//insH-6//dctA//gltS//yahK//rfaG//ppsR//rsmD//bglH//rhoL//glnQ//cspB//pgpA//yohC//cycA//mlaB//lsrK//hdeA//mlaC//flgG//rpoH//nemR//livF//glsA1//nrdD//waaU//gnsB//murR//phnN//ydbK//yacG//emrD//yihR//dgoR//clpX//purL//nikB//secM//fecC//hemB//gdhA//purD//bluR//nagE//wzyE//rutF//rne//glnQ//ralR//mak//torR//yeeJ//ilvM//yraR//tldD//sstT//setB//cmoA//setC//glpK//narK//ykgO//rlmM//pgrR//csiD//fimF//soxR//allR//groS//rlmL//ompF//ccmG//fryC//ilvA//thiP//metB//mutS//uxuR//truC//mscM//radD//tolQ//yqaE//lpoB//dfp//tig//fruA//ftsX//yceK//glpB//bioD//yhiM//ybjG//rnpA//pldB//ftsW//gmhB//rspB//mgrB//arcB//sodA//ubiJ//menF//dcm//dpiA//gcvP//nsrR//gsiC//acrD//dcyD//csgA//leuB//dapB//arfA//fabB//yraI//btuR//ugpC//ygfA//gnsB//glnL//purF//mtgA//ydiB//ybdG//trmH//msrC//torZ//mepH//rlmG//yejF//hcaT//mdtP//puuP//rhlE//mdtA//recT//ybhR//hmp//garD//thiC//flhE//tamA//yjjU//rluB//lpxL//rcsB//flgB//hisF//yoeE//phnP//ansA//ycjQ//pgaA//msrA//msrQ//kdpC//xdhB//pstS//artJ//hslO//rlmL//livH//leuD//nuoN//mlaD//pstC//rlmJ//rzoR//yebG//gcd//waaO//ileS//
GO_0060274_5	purL//
GO_0060326_5	ydaV//
GO_0060341_5	clpS//mdtL//
GO_0060491_5	gstA//ycaO//fimA//yedX//
GO_0060566_8	rplJ//
GO_0060567_8	rzpD//yaiV//hisQ//
GO_0060699_8	alaS//entH//ybiJ//minC//ygaZ//
GO_0060700_7	flgG//csiR//glgP//tatB//pepN//
GO_0060701_8	entE//fucA//yqiJ//sodC//tmcA//
GO_0060702_9	fkpB//emrY//hybB//ansA//sufB//
GO_0061013_7	gabD//zntA//mglB//flhD//afuC//
GO_0061024_4	ugpB//leuO//amiC//amiA//sapB//psuT//ubiF//mak//insF-1//lysA//yjjI//fhuC//
GO_0061077_4	lipB//gpmA//mgtL//lpxH//kdpC//ycbB//folP//ydiP//malS//ydeE//comR//alpA//zapD//yfbU//decR//rutG//kefF//ivy//dicA//ypjD//yeeA//tesB//araE//
GO_0061475_9	add//
GO_0061504_8	appA//
GO_0061610_5	glsA2//
GO_0061615_7	bioA//proW//
GO_0061687_3	yjhB//yfbR//murJ//csgA//marA//insI-1//
GO_0061720_5	manX//malY//tnaC//sxy//
GO_0061727_6	uxaA//garK//yojI//waaG//yihT//chpB//hipA//dhaR//entA//mepH//gadX//lysS//yieF//mcbA//yeaE//murR//mprA//yiaA//cysP//ubiE//ytfT//cysD//pspA//yfhM//
GO_0061984_6	yggP//
GO_0061985_7	treC//
GO_0062012_5	frlB//uvrY//umuC//fabZ//mutT//flhC//trmB//sspA//dxs//rbsC//yobF//
GO_0062013_6	mutL//tsaD//csdA//
GO_0062014_6	exbD//dapB//
GO_0065002_6	nadC//umpH//pabB//edd//hyaA//wza//rzoD//dsdC//
GO_0065003_5	garR//sdhC//puuC//pinQ//yneE//yghB//eptB//msrA//rcnA//mepH//tusA//creC//lit//hpf//gltP//dosP//obgE//basS//yjjI//plsC//cmoA//msrQ//metQ//kdgT//glgS//gadA//iscX//tnaB//rpmF//uidA//waaL//gutM//dgoR//fixA//eutD//lipA//creC//ynfL//dmsA//ssuB//pfkA//kbaY//ssuB//speD//ulaG//murQ//yfhM//nusG//polB//glnP//abgR//yqjA//osmY//malP//yidA//queE//iscA//yacG//gudD//sgrR//mdtC//xapB//clcB//gloB//etp//cra//sgbH//pncB//dpiA//casE//bisC//ycbU//ygiW//yajL//rplM//ugpB//ugpE//emrB//shiA//umuC//ydcT//hybD//polA//narJ//yfiR//ubiX//acrA//yfbU//mgtA//plsC//glpD//grxD//
GO_0065004_6	mdoG//
GO_0065008_3	paaF//adeD//mcrA//yehD//yqhC//ftsQ//bcr//yfiF//cobC//rnhB//yfcP//decR//mreB//ppk//speE//minC//elfC//yhdH//ettA//ydhJ//blc//xanQ//rhaA//hdeD//ynfH//yjhP//gutQ//fimI//uvrB//gatD//ybaO//parE//fadH//livF//kbaZ//ymgC//gloB//fimB//pnuC//selU//yfiC//eutR//dmsB//waaA//ubiA//tmcA//guaD//gph//ygbM//curA//phoQ//lamB//galR//yiaO//yccA//ppsR//syd//argD//iap//ybhJ//thrS//hycI//argE//rseB//yjiR//pstB//sufS//kdsC//yfhH//yoaA//cas1//mdtM//wzb//yfjR//gapC//cbpM//yraH//pstA//recC//flgA//btuD//bdm//nupC//napC//rpsN//ygfX//secG//modB//pldB//bamE//ychF//nusG//der//cas3//ribF//fepG//artQ//cspA//perR//proV//yfjV//tdcC//ascG//radD//gyrB//glvC//pphA//ycdY//holA//ybiW//ugd//ydiP//uhpB//fimI//ihfB//idi//fadH//glxR//mqsR//appB//kdpF//trpR//rsmC//ymgF//rpiA//zntR//cspE//ldhA//mak//yiaU//dgcQ//
GO_0065009_3	codB//rssA//mak//artI//bacA//ruvA//bamC//cheA//cyaA//arnF//codB//waaO//comR//ribC//narV//ulaR//ccmD//astC//glpT//glsB//fes//ygjH//metB//ynfF//xylG//mutT//cadA//degQ//insH-6//ggt//norR//sufA//hslR//slmA//sapA//sodA//rzoD//dgoT//mglB//mlaD//tauA//blc//recA//pitB//nrfD//btuR//ydeO//nanA//rplE//pgl//grxD//murE//mtgA//rpmC//uspE//artP//soxR//pinR//hisM//cmtB//rhaT//ymjB//queC//mgrB//rpmH//torA//xdhB//mnaT//hslV//prfB//ydiP//artM//sgbU//ydfG//mdtO//yjjI//yhbS//
GO_0070084_7	nrdB//
GO_0070085_3	ycjU//garK//
GO_0070178_5	treR//
GO_0070201_6	flgM//aroE//yahD//
GO_0070206_7	rbsC//glnS//udp//rpoH//
GO_0070207_8	hrsA//ygcO//dacA//phoE//
GO_0070297_7	oppA//
GO_0070298_8	mraZ//
GO_0070301_6	uspF//fdx//lgoT//lolE//bhsA//ldrB//holB//mlc//hpf//moeB//
GO_0070329_5	eutD//sucB//
GO_0070413_7	bsmA//cysD//
GO_0070415_6	sdhC//casE//
GO_0070417_5	sfsA//crp//ypdA//phnC//
GO_0070453_7	bioH//
GO_0070475_7	sufE//dps//wecA//mdoG//ibsC//ydiZ//ccmH//speA//ytfT//ymfK//rclC//cdgI//glpF//uidR//hisC//prpB//astC//cusR//bamC//
GO_0070476_7	ilvL//nupG//
GO_0070482_4	allB//torI//rplR//gatY//
GO_0070525_7	yfdR//xylG//dsbC//hsrA//
GO_0070574_9	ygeV//insF-1//mdtG//nikC//
GO_0070581_8	rfbX//
GO_0070588_9	ebgR//
GO_0070589_6	glpR//dsdX//xerC//mdtO//fadD//zipA//slmA//rhaD//hrsA//ascB//guaB//yfiC//glyA//narK//ilvH//wecA//yhaM//ydeO//modC//ygbL//kdgK//acrF//amtB//proQ//lptA//mzrA//nrdB//ghoS//ybeF//betI//nac//rfaD//rluC//yaiW//uof//lapA//mraZ//sdaC//zapA//kbaY//rplO//pgaC//malS//
GO_0070627_10	decR//
GO_0070646_6	mqsA//
GO_0070647_7	pyrF//
GO_0070689_6	fabR//yggE//
GO_0070716_8	minE//
GO_0070726_5	minD//lpxK//
GO_0070727_4	napA//purC//puuR//cmtA//gntU//uxuB//argS//rpsD//mrp//ygfX//fau//allD//rsgA//dgoK//bcp//yjhP//bamA//
GO_0070778_6	kdpB//insK//
GO_0070838_8	cheA//eamB//ygjH//adeQ//hflC//yjjB//ydiZ//glnQ//acpT//ebgA//galU//ihfB//ybiS//tyrA//rcdA//
GO_0070873_7	kduI//mpaA//
GO_0070874_7	kefG//
GO_0070875_7	frlC//
GO_0070887_4	glnQ//dmsC//selU//cysN//cysP//cyaY//kbaY//malK//hslU//agaW//thiC//panB//tmk//feoC//wzyE//nikE//uvrY//hofO//hldE//hofP//dtpD//cydD//waaA//ygjH//phoA//ravA//lolE//gutQ//araB//dtpA//msrA//treA//yidA//bdcA//mngR//glnH//proS//hisB//betA//xylE//yneE//mltG//mtnN//hflC//acpS//ispG//idnK//yfjV//aaeB//ybiA//mdtI//dgoD//smpB//rsuA//tgt//agaB//hybG//yehX//sthA//proQ//
GO_0070894_6	pstC//
GO_0070925_5	secF//rluC//hda//sgcA//trpA//thiM//gcd//sodB//ftsE//nepI//
GO_0070930_7	tsaB//
GO_0070972_7	moaC//
GO_0070981_6	nudC//
GO_0070982_5	holE//
GO_0070988_3	yhjC//yhdX//
GO_0070989_4	hyfR//
GO_0071103_6	nemR//ybbN//menF//dnaC//yfbV//yfgI//ybaM//srmB//purN//atpA//hupB//glrK//abgT//ybeQ//ompR//yahD//tdcD//lacY//ymgF//
GO_0071139_6	ybhJ//ltaE//
GO_0071214_4	argH//lldP//yjgX//bglJ//psuT//ygbM//glpX//phnG//ruvC//ppiC//higB//xanQ//dnaE//actP//ydcO//idnD//tatC//ruvB//yhdZ//gadE//sbp//mdtM//fdhE//ubiC//
GO_0071218_6	aslB//
GO_0071229_5	garR//yiaA//kduD//potC//trmA//
GO_0071230_6	rpoS//
GO_0071236_5	uhpA//codB//rlmJ//fadI//entS//yidC//mipA//agaV//slyA//ilvI//ynaI//hybE//yidR//pdeK//tsr//yjjQ//speC//serA//
GO_0071237_6	frr//livJ//
GO_0071241_5	osmY//dapB//nanT//alsE//coaA//tolQ//wzzE//ubiI//moaC//yeeL//panZ//murJ//tonB//dxs//nfo//yijE//ydbK//
GO_0071243_5	hycA//
GO_0071248_6	malX//ubiG//yihQ//torZ//yjhG//nfo//tsaE//uhpA//paaX//fdhE//frvB//relA//basR//yadI//
GO_0071249_6	priC//yhbS//
GO_0071250_6	bssS//phoP//
GO_0071265_5	gutQ//ymfK//acpS//recJ//acrA//
GO_0071266_6	yagJ//prpD//
GO_0071267_6	yaaY//cra//ybhG//
GO_0071270_6	ydeP//hflK//
GO_0071271_7	yhbQ//gatY//
GO_0071276_7	panB//rpsK//
GO_0071280_7	rssB//hyaC//
GO_0071284_7	insA-1//
GO_0071286_7	yfcV//lspA//
GO_0071287_7	dacB//
GO_0071288_7	djlC//modA//
GO_0071289_7	cysI//
GO_0071291_6	fixA//
GO_0071292_7	yidE//yfcS//
GO_0071294_7	adeQ//guaA//
GO_0071310_5	trpR//ompL//lepA//eno//sgcA//thrA//yqjH//nudB//dnaG//frmR//fucK//
GO_0071417_5	tsx//cheA//ftsW//
GO_0071421_9	yfhH//baeR//nadD//
GO_0071422_7	sgrT//pstS//asmA//
GO_0071423_8	leuA//
GO_0071453_5	yhjD//nfuA//hisP//
GO_0071454_5	mdtB//exbB//
GO_0071456_5	insH-6//
GO_0071467_5	umpH//phr//ycgB//feaB//phoR//cynX//pflB//sapB//yjjX//hybF//mnmG//
GO_0071468_6	hdeB//dnaK//ybaK//fruA//yhaC//ybdM//dsbC//selB//ygbL//dtpC//
GO_0071470_5	fadJ//pstS//rfbC//ybeQ//astC//pheT//ykgF//ybcM//glmS//tig//
GO_0071474_6	osmF//proX//dctA//ybhI//
GO_0071478_5	mprA//acrB//lldP//
GO_0071482_6	yidL//nadD//ompW//
GO_0071483_7	rpsE//
GO_0071495_4	uhpB//yadK//rpmE//
GO_0071496_4	alaE//wcaC//rpsE//rcsD//hdeD//cbl//ffh//tdcC//ydiP//yedF//yddL//argP//kdpB//rlmJ//ldhA//ibpA//yebK//metQ//zraR//btuC//flgJ//torA//csdE//ydeO//rzpR//gspJ//napF//fepD//lptF//ubiH//acnA//ydaC//nagC//lpxM//rlmE//yejF//gudX//yceD//yieL//rplI//dppC//pepQ//aceA//hcaF//ynbB//ymfK//thrA//sdhB//gloC//gppA//potH//adk//fucK//
GO_0071500_5	gor//
GO_0071502_5	wrbA//
GO_0071545_6	mutS//waaL//
GO_0071554_3	rlpA//rlmG//nepI//malP//stpA//mtlA//trpS//ackA//ycbB//cutA//yfaV//cspE//lepB//hyfF//kefF//tsx//bcsQ//gltI//yifB//rsmB//fiu//ykfM//eptA//
GO_0071555_4	opgC//yjjB//modC//sbmA//nagE//panF//yneE//mazG//murB//appY//fadL//narV//ybiX//
GO_0071577_9	dacA//murE//galP//ydhJ//mprA//hscC//mhpD//
GO_0071616_6	napD//ugd//
GO_0071702_5	ymfA//mtlR//mepS//ubiB//katG//yehX//mraZ//hybD//ompT//gltS//aldB//livG//hfq//fur//rnpA//tcyN//decR//ybeF//zur//nrfF//sugE//hflX//rfbB//citX//ybiH//gntP//hcaT//alaE//fpr//gadE//rpsE//rnhB//lysR//appC//uspF//leuS//fadM//allC//fdx//ptsI//yafS//alr//mhpD//lpxP//sanA//sdhD//recX//ybiH//hyaB//paaD//yfaE//glsA//hybO//argK//arnB//frdA//ydcM//rpsH//ptsG//tgt//cmtA//trkH//mhpA//yiaO//lpxB//cstA//yehW//lolC//dsdA//ycgB//intF//flgC//selD//modA//obgE//glnH//rfbB//yafE//raiA//yeaK//ftsW//ybbN//ade//ybiS//mlaF//paaE//thrC//yibF//iraP//rlmB//chbF//rpsA//deoD//waaZ//fdhE//lsrD//ivbL//yjjU//tmcA//puuB//tpx//sfmA//carB//gshA//ybaE//hcaT//waaF//kilR//panD//lysU//ymjB//aspS//modA//acnA//tatC//murQ//phnO//ghrB//rimK//arnB//argS//deoB//rna//lsrG//insF-1//soxS//yihP//clsA//feoC//mtnN//relE//recT//dnaC//rnd//tpiA//pdeR//mdtC//lldP//narG//frdA//ybiX//bioF//rimK//cysZ//dgcE//hisB//abgA//tolQ//citE//ybdG//asnA//fixA//ppsA//yjjG//emrB//xylG//tmcA//pgaD//yahN//prfA//mcbR//amiD//xanQ//rnhB//metL//prlF//idnD//rplS//envC//cysZ//cyoC//fiu//proQ//phnL//zitB//nimR//ugd//hfq//nusG//fadH//nusA//lrp//greA//putP//insA-1//alsB//rimP//frmR//gloB//gatA//rdgC//pdeH//iraP//iscR//yfeO//rplX//ynbD//fadD//gpmM//lacZ//ftnA//pck//yhgH//rhsD//gfcE//hprR//mnmG//bcp//serS//rzoR//yqiJ//gntP//osmF//cas2//wecB//ispF//dgcM//purU//pflB//ycfL//insI-2//rpsI//proW//ulaR//waaP//ybdH//mcrA//glpF//mdtA//sbcD//lpoB//rssB//zntR//iscU//recT//bcr//dcuC//lptC//frvR//ddpX//tynA//yfaE//pspC//iap//ydiK//sapB//rplP//rfe//sugE//leuO//cpxR//ilvL//mdfA//kbaZ//mtgA//ghoS//gatY//kdgT//dgt//baeR//bamC//ydcM//yaaJ//dgcE//yfgO//rpsA//dgcE//yggP//sbmC//dnaE//bluR//ybeF//rpoE//cheY//sfmH//ttdB//poxB//glnH//fnr//elbB//hisP//mltB//ubiH//rpmC//tufA//hcaT//napD//nanT//mioC//fliZ//rplI//dusC//trpR//dgcM//livH//leuO//cpsB//rrrQ//rpsE//menH//ydhQ//arcC//fucI//atpB//dapB//dam//bdcR//deoA//tsaE//tdcD//yggD//hemD//tufB//ydcZ//yfiE//ytfP//hha//lit//elbB//dgoD//glpB//yhbO//tatA//aldA//ydeP//cas1//waaJ//proS//pspC//hflX//tyrS//znuC//lpxM//prkB//secB//miaB//acs//fadK//leuD//yfjR//holE//eco//ftsQ//emrD//speA//chiP//ybdO//nanS//folC//yhhZ//waaU//rcnR//psd//pspA//ddlB//agaI//insK//ldtA//nrfB//aes//spy//ydeM//ydjJ//kdsD//lgt//yidA//paaH//guaA//recC//mreC//rpoA//alkB//dhaL//ptsG//ygbN//agaV//slyA//mlaB//pgm//nrfA//yfdR//dcuC//yfcS//pepD//ycbU//ariR//argT//efp//hemC//rsuA//
