#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xthA//rfbC//ygiN//hyfA//
GO_0051187_5	yjiR//viaA//yebQ//dsdC//leuD//purD//cobB//ybhF//glpC//aroK//
GO_0051188_5	ynjD//aroE//dmsB//rclC//deaD//mscM//ulaC//ssuB//cysP//cdsA//dgcT//recO//fimD//pdxJ//orn//mgtA//fabD//ptsG//cstA//pntB//cmoM//ygaH//cysU//ansB//tauA//prfB//dld//glmS//rlmJ//artQ//relB//manZ//rzpD//oppF//sucD//lrp//hemF//iscA//sbmA//yejF//yafN//yghU//fdnG//pinE//yajL//uidR//yddL//mazF//tauD//ligA//rhaD//rlmE//pntB//arnE//kch//asd//rpsB//ybaE//parE//yhjX//yebZ//rnpA//xisR//yoaB//fadA//hybC//tusA//gstB//modB//yeeA//ybhF//rpsE//yadM//cheB//sucB//kduI//ydeI//moaE//ftp//lpxK//btuE//rplJ//yiaN//yiaA//sbcC//ettA//gshA//rluC//tauB//cbrA//srlR//pyrH//menD//yeeJ//glxR//yfhH//uidA//ravA//livH//nirD//birA//yehZ//fdhD//sufB//yidH//dicC//yjiY//spoT//bluF//nanC//tesB//lptD//hyaC//lsrA//bcsA//alr//mfd//serS//zapD//ilvC//lysR//dfp//aaeB//argA//ldtC//fimZ//nac//ribC//agaD//dgcJ//yjbB//waaB//thiC//rstB//tsaE//yqjA//pgrR//rutA//relE//mzrA//hisH//ydeM//amiC//elfG//aceB//ygiV//
GO_0051189_5	ogrK//yoaB//yegS//astC//citG//cyaA//hisG//queE//hicB//prpD//osmF//gatC//
GO_0051191_6	csgB//
GO_0051193_6	fryC//sutR//yihP//
GO_0051195_7	fdnH//
GO_0051196_7	yjjU//
GO_0051205_6	ftsY//yciA//blc//yedX//tpiA//sapC//uhpT//exuT//rihC//dnaB//
GO_0051223_7	tnaB//dtpA//lgoT//
GO_0051224_6	tap//
GO_0051234_3	menD//dgcE//truC//flgD//rplA//ulaC//folP//malX//uvrC//degP//argD//yciH//ppiA//rplL//rne//lldR//yfiR//glcE//nhaA//tktB//surA//lyxK//citX//ahpC//rlmF//dacC//fmt//rbsD//idnK//ompL//csgD//metF//hyaA//gntR//leuE//nupG//cyoE//flgE//lrhA//hofC//rpsK//ybiO//menF//yqaE//rimO//oxyR//phoR//sfmC//kdsA//cheR//argG//scpB//metN//ygeW//hemL//tsf//sdhE//nrdD//ygbN//gadW//bioD//sspA//rimI//rpiB//fetA//frwC//prs//mdoD//kdsD//emrB//treF//caiB//aqpZ//rne//glgC//pflB//ettA//mepH//mtfA//ybaT//leuE//fes//agaC//ldtE//mutL//xapA//prpR//agaW//yacG//ybiH//sutR//hflD//acpP//metK//ldrA//narP//appB//asnA//fdnG//acrR//ydbD//rep//yjjQ//fryA//puuA//pbpC//hisD//ampH//xthA//waaH//tatB//hdeA//napC//gatZ//iaaA//yidL//ppsA//metG//ytfT//yadG//fadL//hdeA//fryA//ilvH//tusB//lplT//leuB//udp//rzpR//csdA//trmH//ybiI//hrpA//yehW//frc//narZ//ycjW//lldP//avtA//lsrK//kdpC//narX//ymjB//lepA//folA//gcvH//tilS//pgl//ycjP//uhpC//waaP//ydcZ//ndk//fimG//tusB//lsrR//rimI//purC//lsrC//ybaM//yieL//otsB//mgtA//ynbC//pykA//yajQ//flgD//yhhY//waaU//lgoT//yeeA//relB//lsrC//ydhC//gatC//hisF//tldD//fdoG//alr//gspF//ribD//ycjY//glyS//glcA//bioD//surA//xylB//mqsR//fbp//hisG//smrA//wbbK//oppC//dcm//rrrQ//hrsA//minE//leuS//gabP//kch//prlC//galT//rbbA//pgm//gatY//yadK//melR//wecA//ykgO//arcA//aldB//guaA//skp//yfdR//tdcF//fhuD//mrr//katG//agp//tas//ydcS//ybaL//xapB//cdd//ybcM//rraB//yidP//ykgA//feoB//flgH//wecE//iraP//mgsA//carB//pepD//nusA//yphB//ybiJ//yjiM//yaaU//citX//cobB//yfaX//tas//yhiM//dnaE//frmB//rimP//appC//adiY//diaA//argB//intS//rcnR//lpoA//fpr//cpsB//bcsQ//pheA//atpB//hcaC//yhhT//lpd//msrP//arcA//yiaM//pabA//ribD//rnhA//ygfZ//pepB//hmp//priB//ccmC//lldD//rbfA//rluF//curA//lapA//yqgF//glcC//phoQ//yicJ//phoR//sad//menD//rrrD//ftsX//ompA//hslO//rsfS//rph//purD//oppD//uhpB//ilvD//ybjX//ybjI//rsmG//atoB//thiL//chiP//tar//cbrA//sodC//citC//tatA//fryC//cysN//arnT//baeS//sgcC//yebQ//msrB//ybhF//arnA//sucD//symE//minD//yaaJ//gadE//argR//cspC//glcC//narU//lsrA//yiaO//dgoR//rpsA//cycA//tcyL//tnaB//purB//uidR//yehU//oppC//epmB//gspI//uhpC//udp//rhaB//tdh//yggN//yieL//pspF//yehZ//trpS//nudG//sufS//prs//alsA//pflC//ydaV//nlpA//yfeR//asd//nikD//cusS//yigL//torY//xdhB//malP//menF//yehA//rlmJ//ygaZ//asnA//hdhA//sfsA//galF//dppB//gapA//aphA//hcaC//araD//lpxD//ribA//hprR//folP//hemE//fliT//zwf//mtnN//pyrG//cpdB//cydD//dmlR//tqsA//ydjK//arcA//nikC//mtlD//livF//rarA//tqsA//yojI//ytfP//sdaA//waaZ//vsr//mcbR//csgF//yggD//mqsR//phoB//ettA//ynbD//yeaV//csgE//hybC//dppF//cedA//mltB//arcB//tamA//arnT//rapA//lptD//yidE//idnT//crl//fepE//cytR//ygiV//rluC//sstT//csdE//ptsP//psd//mioC//ybhP//ybdO//aroA//yddG//nfuA//yifB//yabI//agaV//yeeJ//fdx//tatB//paaX//alaS//gdhA//fimA//mnmG//glpF//mlaC//hybB//uxaA//yceO//bcsQ//kdpE//yidL//pnp//asr//mscL//rhaM//rpmC//nuoM//ushA//argH//yneE//yeaK//glnA//mdtM//fucP//fabH//puuC//glvC//ptsN//appY//thiQ//yphC//dxr//ndh//malE//cyaY//nirD//ogt//zipA//asmA//dgcZ//minC//gpmM//ybeQ//sugE//aceA//rpsI//yahI//ybaT//gltK//nudG//chbF//lptE//phoR//hyaB//cysM//nfo//lptD//flgH//yajL//murI//pgsA//ydaN//ykgF//chbG//hofP//yadV//marA//rapA//rapZ//cspE//glmS//hycI//nfo//cmk//secF//ycjU//casA//ygbM//ycaO//yhjG//cyoD//ppk//ybgP//groS//cusR//proS//dnaG//fmt//dgcF//fliG//lysC//argH//cpsG//fliG//yfaL//ybaT//dnaN//ydcZ//yihT//rdgC//hdeB//lexA//evgS//ydfH//glnD//cusC//ybhJ//dsbB//amtB//uvrD//degQ//glmU//nadE//fabI//feoB//sseA//yqhC//ribE//wbbK//glcC//lpxD//ybdN//frwB//galM//yfaL//mscK//cpxR//ascF//ybdH//phoQ//hypE//groS//nuoM//metB//tsf//metI//zupT//yqcC//prfB//yfaU//cptB//glrK//rtcR//moaE//nuoM//gcvT//fepG//hofC//cof//dinJ//mepA//aphA//dinJ//purB//coaD//mdtO//scpB//higA//clcB//wecA//pstB//rplL//gcvP//
GO_0051235_3	yahD//hcaC//nudC//
GO_0051238_4	modB//intS//nrdI//
GO_0051246_6	ibsD//trpGD//ycfJ//cspE//yhdZ//yejB//casC//ycjD//dppA//potG//dnaK//ugpE//ridA//uvrD//htrE//creC//cysH//aspS//prpD//adiA//lolE//trmJ//fepA//cysW//nrfF//yagJ//thrB//mnaT//clpB//norW//mdfA//coaE//epmB//mdtI//minC//xylG//mutS//cysU//ecpR//yebG//ybjG//yehT//paaE//umpH//yaiP//ais//hemH//galE//ydeE//greA//gntR//ybcQ//rpmG//
GO_0051247_7	yiiD//hfq//csiD//alpA//msrP//truA//yhdX//ivbL//intF//cheY//nlpA//
GO_0051248_7	hprR//rplY//guaB//lysC//glmS//cyaA//hflC//livH//gadX//yfiE//katG//clcA//phnI//hisA//glnK//ugd//mdoD//yfjR//insH-6//lldD//ynhF//yfeX//aroE//dam//uvrB//secF//curA//lasT//appA//manX//rfbC//
GO_0051252_6	ubiA//pyrG//tldD//kdpF//cspA//higA//sbcC//rpsK//tusE//iraD//nanE//osmY//ykfM//tusE//narP//tsaD//yaiV//trpE//ffh//betT//minC//sdaC//hemE//pgrR//yeeJ//cheW//ybbN//cusS//ygfX//glpX//clcA//yahI//mhpR//ppc//ybaM//sgrR//arsR//ygaV//rhlB//rlmM//tauD//ybaE//rbsA//ccmH//gabT//folA//xylH//uxaC//nudB//yccA//xanQ//zipA//ybhJ//ybiA//cspI//rutE//yjjW//etk//rplK//holD//serB//fabI//yidC//rfaB//fpr//yhjD//mnmA//acrR//yjhC//menC//entS//rplR//yigB//lacY//ralR//wzb//bglF//ldtA//rppH//yfcA//rpoE//yjgX//mhpB//ffh//yidA//atoC//degS//dcd//mglB//yhjD//nrfF//mntP//hcaC//yafN//fruK//ubiF//bcr//ibsD//rimI//folM//dedD//radD//pepN//cysN//gpr//waaU//sfmC//frvR//bglJ//wecC//fdhD//rluA//yfiE//soxS//yahB//setA//aceF//slmA//melA//yjcO//prpB//rfaE//rspB//kdpD//narU//fhuC//gadX//hdeB//nanS//rhaS//rutA//yehT//rpmH//dsdC//yfeR//hsdR//rraB//yadV//thiL//crfC//sufD//rmf//fliK//ada//nrfC//mhpD//ygcR//pepB//mntP//fepE//malX//dcuR//yahI//livG//cusC//ycfH//yfjV//aceA//yjbB//csgA//pckA//tufB//gsiB//mgrB//speA//nrfF//rppH//rnd//yhjG//moaA//ykgM//insI3//ybjI//rfbD//treR//cyaA//actP//iscR//hpf//ydiO//fadD//narJ//cpxP//ubiE//exbB//dinI//mdlB//scpC//cspC//ndk//phnO//acpP//yajO//queA//queF//tdcC//secG//mqsA//yjcS//yecS//thiI//paaX//rsuA//ubiI//ptsG//hcaF//kdpB//ypdI//trpC//rnb//acrE//ynfE//frdA//mgtL//narH//mlaE//ypdI//fryB//rplO//yebZ//malP//cysI//ccmC//intE//srmB//pppA//fliS//pspA//ldhA//wecC//folC//fecB//rpmE//yeiG//matP//yejB//fcl//tusD//fliG//ycjU//add//hfq//fucO//guaA//adhP//acpS//patD//ttdT//gmhB//dinI//yhjC//otsA//kdsA//yihU//ompG//cas1//ydiR//scpB//phnI//pflB//yadC//arnF//rutD//tqsA//nrfA//setB//scpB//prpR//sgcA//ycfH//mocA//mtlR//yjtD//trmA//rplC//apaH//trmD//yphB//
GO_0051253_7	mdtG//fadL//ytfQ//yjgX//rihA//rluF//rpiA//pyrC//allB//hrsA//ycaN//frwC//yhdW//acpP//evgA//rpnC//glcD//mmuM//glcF//yagI//pgrR//msrC//fliL//leuE//efeO//envC//aaeR//folM//ydeO//nrfD//shoB//purN//betA//hyaD//truC//tatC//agaI//ybgI//gcvA//mdtL//torZ//dppD//cyaA//lpxK//rpsN//bioA//ybdR//narG//epmB//appC//fadH//ghxQ//ytfT//aroG//mprA//dppC//fadA//napF//truB//exoX//alaC//menC//yraR//rsfS//dcm//stpA//galM//ydcI//prs//zur//cysA//abgA//gntP//yieH//ygbL//sugE//citX//ygjK//exuR//yqjI//lysC//tdcE//macA//yfaX//truC//prfA//agaB//mdtC//rbsR//gadE//feaR//sdhE//gloB//thiC//thyA//ruvB//srlR//agaI//cspG//
GO_0051254_7	pdeR//yejA//yrdA//yeaG//ynfH//cas2//mrcB//hcaB//kefF//prs//frmB//ftsQ//atoS//fadL//insA-1//argS//rpsN//skp//rof//livG//mdtO//metL//ssuD//pyrF//plsB//ynaI//rssA//yedL//ybfA//deoC//pflA//ydaV//insE-1//wzc//dgoT//flgH//guaB//ybaT//hns//melR//yahF//rpoE//frdB//fimF//atpH//gsiD//iclR//ampG//deoB//gabD//ldcC//narU//csiD//ssuB//creC//tdcE//clcA//panZ//rrrQ//ynbB//uxuB//yoeE//narI//uxaC//rluB//fabH//adk//purF//nanS//yjjQ//narQ//mgsA//parE//fimZ//trxA//
GO_0051258_7	uhpA//
GO_0051259_6	zwf//ibsE//melB//nlpI//rcdA//nfo//rimO//yfdR//yggT//asmA//yebK//mgtA//sfmF//araA//yggX//rrrD//gabT//malF//hslO//yeaG//bglF//insI4//yihL//zapD//glcB//alsA//epmC//preA//hcaB//ydiB//der//pyrD//fryB//nanR//fadA//frwC//intA//ugpA//rlmF//patZ//ytfT//fucO//bfr//aroL//moeB//yciF//ydiF//uvrY//adeP//bglH//lldD//
GO_0051260_7	slmA//rep//yqiG//yjjB//flgH//bioD1//rlmL//sfmC//efeO//dnaJ//rnpA//yfdS//ccmG//adiA//scpB//yhaC//ubiJ//bssR//pckA//potG//rpsB//gshA//rpsH//yehA//gor//ldtE//thiH//gadB//ybdR//mhpA//dsdC//dcuD//prpC//mzrA//hipA//cyoB//hybB//fabH//fimF//ygiS//etp//rhtB//erfK//idnO//hupA//yebK//sufC//
GO_0051262_7	bioP//yhdW//ribF//rbfA//folP//sucC//murC//oxyR//gadA//ykgA//yaaA//livH//sulA//ptsN//ycbB//tag//yghO//feaR//dnaA//ibsC//opgG//thiI//yhiM//viaA//dgoD//crfC//truB//atpB//raiA//nudC//eamB//glpK//hemH//symE//deoD//livK//
GO_0051270_5	yjcO//yaaJ//gmk//rlmE//umpG//rzoD//zapD//yaaY//ada//narW//yqaA//phnO//sfmH//recA//epmB//sspB//
GO_0051271_6	zwf//rplX//menB//ybbY//proV//pgaC//pncB//nadB//yjjI//
GO_0051273_7	coaE//sohB//rffH//maoP//cas2//glpG//nrfF//
GO_0051274_8	recE//yhdJ//ypdF//pgl//zapA//zipA//parE//
GO_0051276_5	serA//adiA//tcyL//rng//murI//dsbB//bcp//fadA//yddL//yqjI//dapB//napF//uraA//adeD//sufA//etp//iraM//csgE//ybiI//folE//rhaS//nfuA//cutC//nrdI//infB//rlmL//
GO_0051289_8	pliG//ykgF//malZ//ytfP//bluF//yidD//yoeB//ibsA//rapA//hemG//pdhR//cusF//frmR//rpsH//clcA//leuE//kefG//fucI//kdsC//ttdA//rfbD//alaA//endA//plsX//alaS//sohB//wcaC//arsC//mcrA//iclR//glcA//intS//frlA//yjbG//rsmG//csgG//
GO_0051301_3	gmd//alsA//mdtN//selU//napF//ftp//mltD//mntR//yqaB//ydjL//phnG//setC//rdgB//arnA//ydhQ//efeO//torA//rcsB//yobA//narI//arsC//soxR//glpT//scpB//csgB//yidZ//wzc//yfdK//norV//paaA//clpP//yfiF//rzpD//map//ibsA//stpA//
GO_0051302_5	flgA//agaR//agaV//caiD//pheS//yrfG//yhjX//mdtE//yhaJ//cbpM//wzc//baeS//panF//mtn//
GO_0051304_4	ydiP//
GO_0051336_5	yahD//tdcA//recT//moaA//rihB//sdiA//menH//mscM//insI4//dkgA//dmlA//hupA//ilvE//kefG//miaA//rpoS//glsA2//gabP//pspD//gltP//hyaB//ulaA//yieF//ftsK//rnhB//
GO_0051338_5	ugpA//hycB//gabP//moeA//
GO_0051339_5	symE//
GO_0051341_5	rplP//pitA//
GO_0051345_6	artM//alsE//srlE//serA//tolB//hybB//mhpR//argF//
GO_0051346_6	yagU//queE//hisG//setA//atpG//uidA//artP//elfA//cycA//ugpA//pepT//
GO_0051347_6	flgI//epmA//
GO_0051349_6	opgC//
GO_0051353_6	pepT//ycbU//
GO_0051391_8	ycgR//
GO_0051409_4	ccmH//ygcR//
GO_0051410_3	phnJ//
GO_0051452_10	pdxY//
GO_0051453_9	wzzB//phoQ//ispG//ade//bglA//elfA//yfgO//fabR//
GO_0051454_10	fmt//queE//ybjD//bioF//prfC//
GO_0051476_7	gspF//
GO_0051484_7	ynaE//
GO_0051493_7	hycB//
GO_0051495_8	murG//
GO_0051595_6	uhpA//argT//mdtJ//yahF//ftsX//
GO_0051596_6	iscX//lpcA//xseA//rffC//atpE//gspE//ybjI//lipB//psd//crl//ydfK//fepA//fliL//cdgI//ftsB//zapA//rlmE//cycA//argS//rimI//minE//adeD//truC//cnu//rutD//hybF//tolQ//hisQ//
GO_0051599_4	valS//
GO_0051603_6	ybhG//hybB//aroG//bdcA//ibpA//ihfB//
GO_0051604_5	uxuA//umpG//pcm//yjiM//manX//waaH//flhE//mtfA//glpG//mlaB//trmD//ubiJ//grcA//gpt//mltA//ldrA//mobA//ssuE//gpt//fruK//ttcA//nanT//rhlE//clpP//purT//dauA//mlaC//ogrK//aceK//caiT//mazF//atpC//mhpD//caiF//lamB//yfiF//opgE//hypA//carA//yhjC//
GO_0051606_3	yhaO//ybeQ//
GO_0051607_4	recB//trxC//secD//lptE//wcaB//cptB//insA-2//galP//tldD//elaD//
GO_0051641_3	mrp//ybbW//yibT//dapB//upp//ydbK//eptB//solA//insI-2//plsB//ubiC//yjfF//yfeX//fnr//preA//hslV//mdtJ//gmd//ubiI//mocA//flgB//eutA//metG//
GO_0051649_4	flgI//rimM//ompT//hcaD//rsmG//ugpC//erpA//tqsA//allB//accA//gyrA//ldtC//yhaM//
GO_0051651_3	pbpG//dnaX//pgi//
GO_0051668_4	cmtB//
GO_0051691_5	setB//lepB//
GO_0051692_6	ghxP//acpS//
GO_0051701_4	yihS//yneJ//ydiO//appY//gcd//pdeF//pgrR//dpiB//trpB//cspG//hupA//yjjV//marA//glmU//ybgQ//dnaQ//
GO_0051703_3	tdk//cueO//yjhI//wcaB//feoC//ariR//polB//srmB//
GO_0051707_3	yidZ//yfaV//cvrA//kdpD//cydD//ycdY//selA//sapF//yebC//yqeA//ariR//gcd//carA//dppC//
GO_0051715_4	appY//
GO_0051716_3	ynbC//murI//lasT//parC//sfmC//etp//nth//hslJ//pspD//rpsN//ydfK//phnI//lsrR//modC//atpG//paaG//ldtC//matP//yhcH//dacB//waaL//rfaF//pabC//dld//trpL//mdtK//phoR//purA//mlaE//arnA//tyrA//sspA//gpp//waaZ//tsaD//nfi//allC//topA//puuA//rna//gloC//fucA//glyS//nuoN//afuC//asnB//glpT//fucI//fpr//yjjU//argA//yhjX//rpsE//xylR//oxyR//hyi//glcE//mhpA//radD//intS//hofO//pgrR//ydaV//fdrA//obgE//eutN//gstA//hflK//infB//adeP//gatA//pykF//ycjU//dxr//pitB//gudP//metC//yhdX//rpmF//pdeD//ldtC//ydeP//yqgF//gntK//rplC//fadL//srlA//ynfH//appB//torR//yhjB//yggD//tktA//pphA//yggN//rng//argD//ymjB//yhaC//hsdR//yfcR//htpX//apaH//ygeA//frvB//mepS//uxaB//prlF//idnK//sanA//hemG//envZ//yebG//purF//ugpB//guaA//cysB//ibpA//tcyJ//umuC//ydfD//phnL//gntP//rpmA//gnd//aroF//osmY//ycfJ//csrD//ygcW//yjgX//yiaA//cueR//rstB//rayT//yfbU//betI//cueR//insI3//tdcC//artM//alsA//pfkA//uxuA//ldhA//rsfS//rfaE//hisQ//yhbY//pheA//gltS//xthA//epmC//chbG//rapA//yraH//yieF//ypdB//sufC//rzpD//tamB//qseB//wzzE//acrA//gapC//flgB//menE//yjjX//chaC//malK//tdcR//lsrB//rpsH//yhbQ//hyi//deoC//nrfG//rimM//araF//perR//uspE//kdpD//xseA//nuoE//waaZ//yagE//alsA//dgcQ//mipA//phnO//hiuH//xthA//paaX//cnu//cheY//ygjR//umuC//cirA//gcvR//betB//rpmF//citE//appB//pnuC//ybhI//lolC//matP//gshA//yqgF//gloC//treF//ydcZ//tcyJ//fimI//ribE//spoT//menA//fimH//glcA//nhaB//yijO//hisM//gatA//narI//alaA//rihB//kdsA//lldP//ynaE//frlA//ydeT//gshB//rpsA//recD//era//dapB//ampH//ftsQ//frdB//hcaD//potE//ygfX//nrdG//narW//nfuA//mutL//glnE//yagU//csdE//osmC//ygfA//cysW//exbD//ogrK//feaR//msrC//yciH//ddlA//yagJ//insI1//rssB//yidP//proS//phnI//ogt//nepI//argC//intA//proV//ygaZ//hns//tatB//secB//thiM//cdd//dxs//dsbA//ligA//csiR//rpnC//gadX//cysG//mtr//rpmC//torC//yqaB//setA//acrA//minE//frdC//hyaC//mepH//ybcM//fklB//lapA//gltX//mreD//msrQ//elfG//hemG//citE//tamA//alpA//htrE//fepC//wzyE//agaB//mdtI//rluB//prmA//lptE//tamB//opgG//codA//flgF//yjhC//waaP//nupG//melB//hemN//tolB//intE//rhlE//wecE//minD//ydjL//ilvD//aroE//ompC//cysK//yehA//asd//yraH//waaS//hisB//dusC//osmY//rfaD//yafN//yjeI//fabI//ldcA//perR//ypdF//dnaC//nuoE//ycgB//xylE//umuC//allB//treF//fsr//bisC//dsdC//narK//pabA//galS//rnr//ecpR//
GO_0051726_5	priA//proW//lgoD//ravA//tsaE//
GO_0051781_6	hda//ygeX//
GO_0051782_6	cutC//rsmH//ldcA//sspA//narZ//ftsH//tauC//
GO_0051788_5	rihA//
GO_0051790_7	gmd//
GO_0051806_6	rhaR//nuoM//yhjX//malG//gluQ//ypdI//dedD//chaA//
GO_0051817_5	fnr//yggT//ulaE//clsA//
GO_0051818_6	serB//baeS//ftsZ//ykgO//
GO_0051828_5	ppc//fepC//glsA2//ydcT//ybaK//glrK//exuR//lnt//
GO_0051883_4	flgB//lpp//rnb//aroL//
GO_0051977_7	cueR//
GO_0051983_5	lpxK//
GO_0052126_4	dnaG//rpoA//xisE//gcvR//
GO_0052128_5	hcaD//
GO_0052131_6	gloA//
GO_0052192_3	lpxM//focB//cpxR//iap//
GO_0052547_6	mglB//mlaD//priA//
GO_0052548_7	csdA//yneL//
GO_0052646_5	prpD//cof//ibpB//garP//carA//
GO_0052652_8	cysS//ygaH//
GO_0052653_5	gluQ//
GO_0052777_7	pflB//glpB//
GO_0052778_6	xapA//glyA//adeQ//
GO_0052779_5	rlmG//kdgT//nac//
GO_0052782_6	dcuA//epmC//
GO_0052803_5	yjjV//lldP//hokE//torR//yahD//ccmA//metG//hslR//
GO_0052837_6	pdxB//
GO_0052838_5	shoB//
GO_0055062_9	macA//
GO_0055065_8	dinJ//queG//yqiI//prc//hprS//hybG//nudF//ycjU//mntR//higA//greB//maeA//mraZ//nrfD//galP//nrfG//ttcA//pdxK//dmsC//pitA//deaD//sufS//potD//yfbR//asd//trpL//
GO_0055067_8	yedL//ampD//rplT//ybiW//fdnH//araB//ybcM//fdoH//serC//thiH//vsr//sdhE//
GO_0055069_9	cysQ//
GO_0055070_10	livJ//aspC//pdxK//rarA//ydbK//msrC//
GO_0055071_10	rclR//
GO_0055072_10	pepA//secE//nanC//hycA//zupT//phoR//yrbG//insB-4//yfbV//ahpC//ydcR//ykfM//nrfD//degQ//
GO_0055073_9	yqiG//
GO_0055074_9	yciH//
GO_0055075_9	pdeH//
GO_0055076_9	galU//tsr//ydeI//insB-4//uhpA//rimL//rpiR//ubiA//waaU//mtn//mhpD//gntR//idnT//hypC//pepQ//sgbE//trkA//elfG//ugpC//fucI//bluR//yigB//
GO_0055078_9	dicA//maeA//satP//
GO_0055080_7	entA//sgcC//ibpA//efp//yeaE//chbA//yqgB//ompN//rluF//paoC//ppiA//rpnD//fepA//gfcE//yoaA//dosP//sdiA//yagG//dcuB//mdoD//cysE//sapA//cynX//pldB//agaD//rpsM//ggt//glnA//dapA//syd//malQ//mdtN//tomB//bamE//malS//
GO_0055081_7	rpoA//
GO_0055082_4	ydhQ//pepQ//ycjU//btuF//ynhG//ynjD//lpxB//prpD//sfmF//zinT//frmR//iclR//xylE//fumB//cedA//nanA//ppsR//queD//narW//ribF//gabT//rapA//yqiJ//flgG//trmL//ynfF//higB//bdcR//cbrA//nikC//menH//flhC//rhaA//hybG//
GO_0055083_8	rhtC//
GO_0055085_5	rcnA//aas//lptC//cadC//rpmF//ybhI//gntR//trkG//cpoB//hdeD//lspA//emrE//yqiH//ydjH//ycgR//glxK//tusE//hokE//hemB//intQ//etk//mglA//alsB//sufA//hcaR//iscX//argP//cydD//rpsN//potB//eutD//alkB//pinR//yfaL//scpC//thiG//rpsT//mtnN//emrY//ulaE//ytfR//ybfA//torD//yehB//msbA//csrA//artJ//decR//ynhF//uxaA//fimC//queD//sgcC//yraK//ycfS//treA//yafN//mak//yhbX//ybcJ//hha//codA//paaK//paaA//fucI//lhr//argH//rplL//lit//lptE//ispA//nanR//lrhA//ghxP//rplC//yjaA//nrfD//yfdG//atoC//tnaA//yfcP//fsr//phnN//yqhD//aaeA//kbaZ//kdsD//rraA//ilvB//hscA//gppA//glrK//adeP//fpr//fadK//dmlR//hofC//ybgP//fabB//mnaT//purN//rzoR//ynjA//yajR//rsgA//fes//rutF//pdhR//ygeR//lpcA//ycfS//argD//wecE//clpX//lptC//tauB//pal//glrR//yoaA//mlc//gudD//dinI//rpsK//uidA//csgE//dmsC//queE//tdcR//pspG//metL//gpsA//frvA//lapB//yjjW//murJ//aslB//cpsG//yidQ//frsA//ydeE//glyA//rplT//sodA//pheP//narL//rpsH//rimM//cadC//narJ//yqeF//lon//mrp//tauD//dam//ldtE//folM//cysN//ada//otsB//ydaV//garP//rsmF//htpG//mtlR//yehA//opgG//yjhG//rpoA//agaC//dcuD//yeeJ//ydcI//ydjJ//ybaL//lysR//rlmF//ydiZ//pyrG//cspB//truB//opgD//caiD//yifB//alaS//nrdG//dapB//pflA//ompT//lldR//yfhM//ffh//dhaM//arnB//deoB//murA//bcsQ//dsdC//ompT//tusC//rlmF//fre//rpnA//mqsR//ybjD//cspI//lamB//yohD//dnaC//puuE//mdfA//ravA//suhB//ppk//psuT//trpS//paaG//narI//flgM//pstS//cspI//pgaB//ybdR//waaB//ampE//glrK//mhpA//fiu//waaP//ccmF//gltI//rsmC//paaJ//ygiN//cusA//yraJ//uxaB//rluD//efp//clpP//yjbE//cspG//napD//mdtD//cmoA//rdgC//sulA//trkG//tusE//topA//iscU//apt//asnA//bluR//cof//sstT//mpaA//fixC//wecC//moaB//ykgM//rutR//tabA//fimE//yqiJ//caiD//ybgQ//cysS//nrdF//ybiX//yagJ//yfaU//gmk//emrE//rapA//rsmJ//tatB//puuP//rcnR//rho//ppiD//lplT//cspD//pncB//agaA//ydiK//sucA//proQ//folA//yghB//pstC//proW//epmC//lsrB//dsbC//lysU//mpaA//casC//uup//ldcC//glmM//gltD//aroH//gntR//sgcR//hrsA//acpH//tsgA//ackA//hokE//efeO//selU//wecC//queA//hcaE//srmB//aqpZ//yfhM//holD//yeiL//dgoA//gluQ//recQ//lptG//alr//flhE//glnE//metN//mreD//fhuC//hflD//sspA//gmk//thrC//yjiR//glnS//yghG//fepA//fucK//yraK//chbG//hyaA//nanC//feoA//yjhI//ssuC//tig//nhaA//ybiV//tolR//mreC//pgpA//opgH//nuoL//pgrR//pgpB//ulaB//sseA//speD//proQ//bioF//rihA//potH//msrB//yfeW//srlE//flgC//recA//xylG//dbpA//rna//malZ//degQ//kdsA//yccS//kdsB//nuoN//araG//nrdD//dhaM//ybaQ//sstT//rpmA//kbp//rapZ//ycjD//ydjM//abpA//chaC//oxyR//yfjR//comR//fucP//adeQ//epmB//yraJ//artQ//thyA//ymgA//rhaS//hemE//nuoH//ynbD//yieK//yehU//mzrA//hyaB//insB-2//yajL//intE//mepA//yihQ//rclR//rimL//dgoK//clpB//ybdM//mglA//phnM//hscC//crr//xylB//fdrA//yddG//pbpC//atpD//eno//aqpZ//rmf//gyrB//yphB//rfbB//bioC//
