#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xylB//bdm//fliZ//ybiH//
GO_0062013_6	dnaN//insE-1//rpmJ//
GO_0062014_6	dnaC//rutF//
GO_0065002_6	ydeI//glrK//ftsP//mppA//uspG//ygcR//nhaR//aceK//
GO_0065003_5	ybjN//caiE//recD//ychF//pspG//casD//pgpB//waaH//yciT//rplW//hyaD//yfeW//nuoG//pdxH//galP//iscS//cpxR//yebQ//maoP//xylF//rhlB//rluA//wcaC//dxs//poxB//nagD//seqA//yieL//ynbC//matP//cobT//ackA//tyrB//secF//rlmD//fliS//ddlB//guaC//srlA//ybeY//nusG//ybaQ//guaA//alaE//hyaD//paaB//secG//pyrH//prpR//waaA//rne//yieF//rsmJ//mdlA//yphD//corA//rpiR//allC//ydcZ//nanE//crcB//panC//macA//gsiB//thrL//ycfL//yfiR//fre//feaB//pabA//yihS//tmk//yneL//rfaE//raiA//sspB//tcyN//cusF//dctA//dinQ//yahN//nuoL//infB//yeaV//adiY//yiaA//smrA//gsiC//malS//yhdW//ugpB//hyaA//
GO_0065004_6	mog//
GO_0065008_3	yciH//xapB//cyoA//citX//gspF//fryB//tsgA//yqgB//ybgQ//dnaK//purL//fucO//hypF//pck//ydjK//rpmH//nsrR//rsfS//ttdA//hypC//hypD//hprS//tatE//rraA//gatB//napA//ybiY//agaS//yjjV//gyrB//dut//bsmA//proS//dgcQ//rpsR//uup//yhdH//gatA//menF//mgtA//ymgA//rrrQ//panB//fucP//zapD//katG//rimL//hyfR//queF//paaJ//yfbS//yfgO//nrfC//insH-5//aspS//yebK//patA//mdtK//yhbQ//cpdB//rcnR//hicB//nrfG//osmF//hprS//adeD//mrcB//mlaC//narY//gatA//gpt//ybdM//hycA//yhdZ//elyC//appB//argR//ybbN//hicA//poxB//rffT//rlmI//gfcE//srlD//entC//proQ//nfi//gyrB//ybeQ//ynfH//rplT//bioD//ybiI//eamB//lrhA//recT//tar//prpD//rbsD//yhjC//csgF//csgB//yhcF//artP//nuoG//yahB//btuD//rsmA//galF//arfA//kefC//nagK//holA//rhaS//ybfA//metN//moaC//rplO//cmoM//ybiT//puuD//degQ//prfA//ypjD//dusC//ydfK//paaZ//wcaJ//rihC//yhdH//mdtP//
GO_0065009_3	iscS//fliG//grxD//yehA//appC//clsB//fucA//yccA//yedX//mnmA//yfcR//gudD//eutD//livK//adeQ//lrp//srlA//fabD//moeA//ygeW//tgt//ybeY//napA//trmB//yghG//rrrQ//fryA//xisE//kilR//alaS//dppD//yciG//ycfH//dhaL//pnp//frlB//yjeH//glsB//pcnB//gsiD//potA//lysU//rsmF//ybdH//yedF//hcp//nrdG//umpH//yjiX//apaH//fkpA//cyoB//gntU//hemH//rnlB//narX//qseC//trpGD//yjgX//frwB//gatC//puuB//hypD//cysH//rffG//icd//allS//cheA//rnr//insH-6//brnQ//ybaQ//rbsA//edd//pagP//mutL//fumB//
GO_0070084_7	galS//
GO_0070085_3	puuP//ybjN//
GO_0070178_5	rclR//
GO_0070201_6	yggT//yhaC//elfD//
GO_0070206_7	surE//aceA//yqeG//xseB//
GO_0070207_8	tyrA//nemA//rstB//yehW//
GO_0070297_7	pntA//
GO_0070298_8	gltX//
GO_0070301_6	mlaF//clpX//lapA//envC//hybF//livH//nagC//yidL//gltX//yqjI//
GO_0070329_5	hdeB//queF//
GO_0070413_7	rcnA//sucD//
GO_0070415_6	ymfK//envY//
GO_0070417_5	ilvA//modB//fliT//nac//
GO_0070453_7	mhpC//
GO_0070475_7	yciK//nadB//rplW//acpH//lgt//lapB//bamC//paaD//yiaF//sanA//yhjX//ymgC//norV//fdx//ompG//araE//rpoS//yfcQ//setC//
GO_0070476_7	ldrB//aaeA//
GO_0070482_4	ydiP//allB//purR//pyrG//
GO_0070525_7	selU//recT//dnaB//casE//
GO_0070574_9	mrcB//ykfI//idnT//torD//
GO_0070581_8	rcsF//
GO_0070588_9	hpf//
GO_0070589_6	yfeO//pcm//asnA//rpoE//prmB//ldrB//bamA//clsC//hyaB//yccX//gltL//xapB//arsC//oppA//modB//rpoS//ydaN//eamB//ulaF//fadE//basR//fadR//folP//tdk//dinD//nrfA//lptC//tatC//ppk//bdcR//ribA//aroD//rlmF//degP//trpC//yciF//yjaZ//cdsA//ascG//sgrT//fhuF//abpA//xthA//
GO_0070627_10	nuoF//
GO_0070646_6	flgF//
GO_0070647_7	ygeV//
GO_0070689_6	zwf//lhr//
GO_0070716_8	sapA//
GO_0070726_5	bcsA//ribE//
GO_0070727_4	rpoD//htrE//alaE//ttdA//ilvN//nlpA//glvB//chpS//cysD//yejB//yieK//yfdG//ydeT//acnA//hofM//ompC//ade//
GO_0070778_6	nrdB//lpxL//
GO_0070838_8	dcd//ynfH//dpiB//yidD//yidD//zntA//mltC//mnmE//dnaN//glcA//ycjW//araD//tmcA//tqsA//rhmR//
GO_0070873_7	glpR//sapB//
GO_0070874_7	kdgR//
GO_0070875_7	lpxK//
GO_0070887_4	yahO//tmcA//mhpA//ydaV//pgpC//ybiS//paaZ//mrcB//rcsD//melA//cvpA//recR//livG//kup//fepB//pabB//degS//ftsH//sucD//ypjD//lolB//sapA//dosP//araG//flgA//trxA//gcvA//acrE//pntB//rhlB//fadI//ppk//cmtA//nrfE//roxA//pitA//mepS//yegT//dmlA//flgB//ptsG//gudP//yqaB//rcsC//nuoH//cpdA//fliG//yjhG//purD//gabD//aceF//arfB//hpf//yciV//msbA//flgC//mreB//pflC//norR//motA//
GO_0070894_6	recT//
GO_0070925_5	yphF//pepT//sad//dgcT//dctA//yieL//yghU//ldhA//ygjR//yfeX//
GO_0070930_7	gabD//
GO_0070972_7	ribC//
GO_0070981_6	fepB//
GO_0070982_5	frc//
GO_0070988_3	ispH//recC//
GO_0070989_4	cspB//
GO_0071103_6	rplS//nrdR//tisB//pdhR//lsrD//ftsA//creC//sppA//hemC//crl//lysA//asnS//frlC//fadE//agaD//kdsA//bcsQ//nagZ//osmF//
GO_0071139_6	kdsD//glpF//
GO_0071214_4	nagB//paaX//sulA//uhpC//ygjH//cheA//garD//ais//dsbC//mmuM//proQ//envC//xisE//rzoR//tehB//macB//rzpD//glpT//nagD//cas3//apaH//insI-2//hcaC//yqeF//
GO_0071218_6	acnA//
GO_0071229_5	insH-6//abgB//fecD//insA-1//yhfS//
GO_0071230_6	ychF//
GO_0071236_5	rfaE//sdaA//treF//fdhE//rpsN//mdtP//uxaA//rcnB//hchA//ahr//tmcA//rplI//tktB//tap//idnO//ttcA//ycdX//ddpA//
GO_0071237_6	nikE//dcuD//
GO_0071241_5	ccmH//pstA//srlR//yraH//galE//cyaA//ptrA//garD//hemG//rffM//sdhA//yedL//yfcP//yfaV//yieL//ispG//mdtF//
GO_0071243_5	dmsC//
GO_0071248_6	oppC//fliG//pgrR//opgG//fecA//murE//rssB//dmsC//sseA//dcuC//hldE//ptrA//cheB//hofN//
GO_0071249_6	aroP//ybhJ//
GO_0071250_6	mdtP//rsmF//
GO_0071265_5	menB//glpD//bacA//mfd//rapA//
GO_0071266_6	tyrS//zapA//
GO_0071267_6	iraM//nsrR//yfeD//
GO_0071270_6	yidH//paaG//
GO_0071271_7	endA//accB//
GO_0071276_7	aceA//ybhG//
GO_0071280_7	rutD//cusF//
GO_0071284_7	yjfP//
GO_0071286_7	feaR//dcuR//
GO_0071287_7	baeR//
GO_0071288_7	rclB//xylG//
GO_0071289_7	yjtD//
GO_0071291_6	rbn//
GO_0071292_7	yihR//era//
GO_0071294_7	relB//gntP//
GO_0071310_5	mhpA//chpS//ftsY//codB//leuB//ybaM//menI//paaB//kdgT//cmoM//potG//
GO_0071417_5	ribE//lasT//garR//
GO_0071421_9	rhlE//ymdB//glcA//
GO_0071422_7	rpsT//pabB//folA//
GO_0071423_8	puuP//
GO_0071453_5	elaA//tolA//clsB//
GO_0071454_5	opgB//rfaB//
GO_0071456_5	yhaV//
GO_0071467_5	dppF//murR//poxB//rrrD//parC//fumB//pfkB//rsmG//uof//sdhB//opgG//
GO_0071468_6	pyrB//ygfA//ubiF//ttdA//idnK//cca//ygcO//sstT//mcbR//cbrC//
GO_0071470_5	yejF//argR//hyfC//lptF//flgB//yahB//tdcD//sgbE//nrfB//chpB//
GO_0071474_6	rplJ//ynbC//rpoH//yggF//
GO_0071478_5	yhjV//talB//ynfL//
GO_0071482_6	pepQ//rimI//cyoE//
GO_0071483_7	ygeR//
GO_0071495_4	pepT//serS//glcD//
GO_0071496_4	rnb//pgaC//pntB//dhaM//hisM//dgoD//fadJ//lasT//yifB//mlaC//rpmF//tgt//rapA//adiC//gyrA//insI3//sgbE//rimM//feaB//hisS//dtpA//cyoC//recJ//feaR//waaY//cbl//astC//phnK//yacG//yjgX//higB//umpH//sufS//acrA//yihT//osmF//skp//kefF//xapA//dinG//tsf//gudX//rnt//torZ//ackA//btuR//hsrA//hpt//sbcD//lldP//fliT//dsbG//focA//
GO_0071500_5	yraH//
GO_0071502_5	yigL//
GO_0071545_6	sgcC//ftsZ//
GO_0071554_3	ygeR//ymdB//yejE//yoaA//minC//fadK//rpmF//rplI//lptC//tktB//trpA//cpxP//lplA//decR//oppD//ybhF//yehC//yhdZ//ytfP//epmB//eutA//ansB//uhpA//
GO_0071555_4	proP//cyoC//ybeQ//dosP//gcvR//eamA//sgcR//obgE//ftsI//yghU//rlmM//fiu//eutK//
GO_0071577_9	trpL//chbF//ccmE//yeaV//dnaG//rutC//bcsQ//
GO_0071616_6	elaA//ldrD//
GO_0071702_5	narK//yfaV//speF//ydcS//tyrS//ybhP//ftp//csgG//ldtD//iraM//menF//rseP//lit//cusA//rffH//dtpB//adiC//yidH//menE//recJ//folD//murI//ybdO//lpxP//opgD//gpr//tomB//hicA//yceK//ykgO//ybhF//yphC//yeiE//ubiX//sfsB//gudP//yhfS//yidZ//pdxB//ykgO//relB//recF//acrD//fadH//hflC//lpd//copA//scpC//yqaE//melA//ascF//hscB//exbD//chbC//yfcA//yjhC//rplN//trpC//agaR//yebS//upp//glk//cusF//dnaN//hyfC//fecD//bdcA//rbsR//recC//glcC//yjfP//ibpB//cfa//dtpB//agaC//tusC//gsiA//dpiB//pdeH//murJ//fimC//yebC//yieL//sucC//ulaC//trxC//yihL//ycfJ//ynbC//dsbA//hybC//slyA//rep//yedX//ttdB//dacA//nagC//ttcA//rlmA//yfbV//gnd//dps//thiI//solA//mrcA//napC//yggT//ampE//yehP//yjfF//cysU//metQ//yojI//queE//narL//actP//paaC//pdeR//pgsA//cobU//nfo//sfsB//dapB//hyfR//intA//nanR//yeiG//dnaT//hemN//nagB//yojI//fdnI//guaB//folX//qseB//btuE//pflA//rmuC//glcC//yfdO//entF//rraB//pgaA//tusA//rutR//dacA//pncB//dusC//moaA//cca//wecC//acs//trpR//yidK//livM//rplJ//hpt//yceD//paaG//queF//aas//rdgC//waaL//aroP//gatB//feaR//pykF//yraN//ubiD//atpG//zapD//lpp//hupA//ccmH//ygjR//yfiR//glrK//trmI//dinQ//recQ//phoR//ibsB//phnG//efeO//chiP//frdC//artQ//mepA//lrp//hdeD//gcvA//nth//hyaC//nikA//yihU//yfeR//mog//mrdA//adeQ//zur//araB//ypdB//ampE//casA//intZ//hypC//dgcT//sucD//tolQ//tatE//citG//cstA//waaS//rspB//yjjW//phnP//wzb//argR//osmE//yejA//roxA//ygdG//rna//fhuB//raiA//otsA//ygfZ//fimE//ldhA//treA//rstB//xerD//infB//lptD//arcC//dcuC//yihP//ynfF//ydeP//yfdS//nsrR//iraD//hypA//arnD//glgB//fucA//yjjG//xylB//mnmC//tnaC//ilvB//yjhB//yiaT//dfp//rplD//cheZ//tsaE//tusC//ygcW//yfaX//fecD//yhjA//dnaJ//mdtK//clpA//yfeW//elbB//yrfG//chaA//elfC//citX//yjhH//puuA//wecA//mlaB//mltA//ruvC//yfdO//ampE//ibsD//ycjU//wza//prc//recF//ahpC//fbp//hxpB//rhlB//slt//rfbC//pabB//solA//lysS//yfbR//dcuR//lit//galE//ldtE//ubiI//ffh//hslU//bluR//hemA//rrrQ//asnS//sbmC//nrfD//marR//recX//tsf//trmL//alaA//dcd//trpE//ybaQ//fucI//ompA//ssuA//alsK//frmA//ygfA//yccX//betT//ribA//ycjP//dpiB//ispH//agaS//yibH//ybdZ//paaF//fis//pdxB//dsdX//lapA//yjjX//era//zur//osmY//pitA//rplW//wzzE//arnT//mltB//nrdA//glcB//recA//gltS//ascB//ypdA//ileS//astC//yqeF//murQ//ygaV//cho//cpdB//ebgR//flhA//leuE//yiaT//focA//bolA//ydhK//slyD//ybdZ//ybgQ//mioC//hscB//yfdO//ydfG//ybhR//speF//yfbU//degP//folC//frmB//yiiD//yjiX//yhjC//aspA//ydiP//trpA//chiP//yjfP//bcp//torR//iraP//hycA//hypD//
GO_0071704_3	ybgI//dpiB//glgA//yagE//yqjH//ybiW//dacB//intF//ilvL//pdeF//narG//rdgC//rpiA//bluF//wecA//fhlA//hisS//kdgT//hybB//ubiC//fhuF//yohC//rzoD//gstA//glgS//msrB//alkA//livM//rpiR//mtlR//ymgF//thiQ//mdtB//yfiR//speG//yagI//ybgQ//cysP//thrA//uraA//rutR//mhpT//yehY//ybcL//rof//slyA//yfcA//fliS//allD//clsB//fdnI//gatB//clcB//ybhP//tdcG//purD//citE//insI3//srmB//rfaQ//mdoG//torZ//decR//fucI//glyS//opgD//flgM//dfp//rlpA//tolC//lapB//rplW//gpt//proP//dgcN//yfdC//clpP//evgS//yghB//rhtC//yggF//dsbB//eutN//pth//relB//glcE//oxyR//frdA//arcC//tyrB//narZ//galP//rhaR//rna//rpsJ//pspG//fnr//bioD//baeR//yphC//tpx//yghG//cbrA//thrC//lysO//preT//fur//queC//cmk//frvA//yejF//yraI//dppC//cpsB//osmY//rcnA//feaR//mdoG//ilvE//appA//shiA//cpsG//nrdE//smpB//yhjV//hcaC//rzoR//yqgB//rssB//metF//atpC//yiaT//yfdO//rph//queG//ydeI//glrR//yfdK//decR//yhjG//rcdA//htrE//ade//mscK//pabB//tpiA//cusR//asd//zipA//potF//csrD//ynjA//bluR//feoC//ypjD//prpB//malE//rfaE//arcB//ugpA//sapF//dacC//hofO//purD//mnmE//sgcR//yccS//narW//rseP//mtlA//nemR//idnK//lasT//cmoA//proW//umpH//nikA//btuE//holE//lpxM//rpsH//ycbB//lsrD//rclC//rng//lpxH//lolA//accC//atoC//uvrY//ldtE//asnS//miaB//mdtA//bssS//gapC//treR//gadC//lolE//pdxH//waaC//potG//sulA//rlmJ//mhpB//zraR//adhE//focB//dctA//folP//hofP//prc//kdsA//mazF//uhpB//murB//ptsG//artI//yidZ//ulaA//yhgF//nei//fdx//fdrA//yqhD//pnuC//atpD//torC//yaaJ//truD//rlmB//trkA//uvrA//puuA//ybiT//pmbA//fryA//msrP//waaA//dgoK//yhhZ//panC//dhaR//cdh//fimA//purT//ubiX//uacT//cdd//dctR//bglJ//nupG//otsA//paaB//dcp//kduI//yjjX//add//ibaG//fryC//viaA//ybjL//gcvA//ftsP//rbn//lolA//chbB//pfkB//aroD//cueO//trmH//ispH//yfcP//rpsN//livM//dinI//umuD//tcyJ//rimL//intA//sufE//cvpA//ybhJ//trmJ//ydgA//cysE//mutH//yiaB//mdtJ//waaY//ynaI//poxB//rapA//secE//rpiB//tnaB//ycjY//hyfF//rbsA//rhtB//yfeX//livJ//cnu//glmS//fabG//gadW//nagK//yciT//ribB//hxpA//tktB//metQ//ada//cbeA//yadK//emrK//treA//ibsC//phnC//adiA//nanK//moaA//gapA//pheT//treB//ygfA//yojI//cynT//ompC//udk//nikR//dppC//yoaB//dgoD//idi//casD//pflA//acrB//proA//mdtG//ybaL//atpE//bamC//mlc//ydjK//yddG//mfd//wcaC//htpG//uidC//mioC//rnc//yihT//yidA//narH//tamB//yhbO//yadM//cpxP//rhlE//yhjX//cusS//hprR//xseA//rutR//dsdX//seqA//mscM//dgkA//nadC//malQ//fpr//serA//mntP//zapD//creB//hemN//mltG//dsdA//kdsC//ybfA//rdgB//patA//srlA//hemB//envR//rsgA//mdtL//ftsP//yeeA//fliL//ybeQ//ptsP//gspI//ttdT//pepN//mtnN//vsr//cynT//xseA//agaR//rmuC//kbaZ//purA//wrbA//smrA//purR//thiQ//gntK//ibpB//sanA//ilvC//cadA//opgD//truC//gmhB//moaA//asnS//mscK//frr//yoeE//treC//fumC//ygjH//surE//puuA//glpX//rsmA//rsmG//feoA//speD//gspE//hipB//curA//mdtB//yccA//atpA//clpB//frdC//metI//dgoA//actP//ghoT//fumA//nusA//yfcG//casC//ymdB//ybiJ//yafQ//putP//rapA//mak//hokB//nrfG//dxr//ycjP//cspA//pdeR//pepQ//thiE//yibT//yahD//arnA//kdpD//baeR//argC//flgJ//yidQ//yraK//yqaE//clpS//phoR//dgcN//bssS//xerC//cpxP//gltD//prmB//yhdW//cirA//tig//rcsD//kdpC//cheZ//yidA//modA//adiA//rpmA//pgrR//rpsG//trpC//mdtI//nagB//argS//mzrA//gspF//yqgF//pspC//narV//hofM//casB//sgbH//ilvL//sbcB//ilvH//blc//alaE//hypE//ydfG//yqiI//nth//ldcA//murR//pgpB//eptB//nikC//uspB//cynS//nikA//hsrA//deaD//psuT//pppA//rbsK//metE//gmd//fkpA//guaC//glcC//metF//allB//lsrK//cysD//mug//yfhM//ygdG//prc//rcsD//dxs//trmJ//yhdH//elaB//gatD//murD//rraA//yghW//abgB//malX//nudC//mdoD//hflK//csgA//thiH//tnaB//intS//yejF//phoB//ydjL//ybjC//deoB//pdxB//yhjG//artI//iscR//galT//fhuB//gloA//fadB//bcr//prfB//clpS//alsK//gcvR//tonB//btuE//rsmI//hprS//tufB//yijE//pheM//guaC//mdtQ//zapE//seqA//serA//fdhE//fumB//gor//plaP//kup//infB//yehA//livM//prfA//wcaB//ytfP//proQ//sapB//yhbS//trpE//fdnG//paaX//melB//tcyN//rplY//envC//lgoT//ytfT//entD//fliT//pagP//potB//yjcO//amiD//acrD//yieE//lpxH//yihV//ruvC//ybdO//yihL//rarD//tqsA//hflC//menF//insB-4//yciH//citG//murJ//ttdR//rsmG//lrp//zapE//ybiS//rplI//rhtB//rclC//queD//serA//gatC//polB//cfa//frwB//trkA//yjcO//kefF//yehX//ptrA//otsB//rpsA//betI//wzyE//hybO//narY//ybjN//stpA//htpX//mdh//xylF//yqiG//kbaY//yfdS//pdeK//btuF//yfcQ//preA//dsbG//rbn//fliS//phnI//sdhC//xisR//pgpC//ftp//xerD//rlmE//yihU//srlR//ykfI//hcp//xapB//rihA//flgE//moaD//yehA//dhaM//cmtB//agaR//moeB//chaC//sbmC//yqcG//ftsX//ebgA//fruB//ycdY//glnK//galM//rfe//panD//guaC//yqeG//phoR//cutC//otsB//rihA//ftsZ//fdhE//mntH//wcaC//ycfL//ribA//wzzB//ssuA//yihQ//panE//sgrT//rutE//menE//emrD//erpA//yaaU//tyrA//znuB//sanA//acpP//hda//aldB//selA//yggX//wbbK//lpxH//patZ//rutC//ybjC//glgP//pdxH//idnD//ypdC//ralR//yobF//rclA//maoP//yciA//chbC//ykgA//ybhJ//rfbX//rhlE//ulaC//frmA//vsr//hofQ//ccmA//clpB//garR//rapZ//motA//yceD//fbaA//nagK//hscA//zur//baeS//fabD//yebS//rhaR//pgaA//eno//phnG//rlmN//xisE//cynT//yehX//truB//aroE//lgoT//yidE//cpxP//metH//ydjL//cheZ//carA//nfi//gstB//ychF//xthA//kdpF//bdcR//opgD//opgG//nlpD//lplA//rhaT//rluF//sutR//hscC//mutM//valS//tcyL//prmB//glpC//rimJ//solA//kdsC//metF//mog//nemA//waaQ//raiA//torI//yaiW//bolA//uxuA//ybjI//yeeL//bioF//ybhI//tus//epmC//cas1//rtcR//rhaD//ybhR//flgM//alr//rluD//slyA//osmY//ydcP//ybjL//tdcA//dcm//sdhD//casC//ymgF//nrfA//hybF//higB//ompT//rhmR//yneE//cusA//rne//sapF//dmlR//appY//gspE//glvC//yidP//dkgB//glcE//nudB//lysC//dppC//tolQ//ygaZ//rpnD//ygiW//fadK//arnT//relA//glpR//dhaK//yehB//minD//dfp//lpp//nrfE//acpS//cysH//hdeB//gapC//ycdY//rnr//alaA//lsrR//hdeA//lsrR//fucA//rhaB//uspG//rsmA//cbrC//ycjD//copA//mdtG//potH//ribB//ykfM//nimT//rnb//pepN//hflD//yibH//dnaX//tyrR//hemN//yrfG//atpA//ftnA//chbF//astB//accA//grpE//uxuA//paaB//tsf//atoC//yobA//sbmC//yehC//zwf//glnA//rpoD//uspG//cysG//arfB//fimE//phoB//elaD//gatA//ribF//dcyD//hyfF//yfeX//idnK//dhaK//topB//fimG//pck//yhaC//ilvB//trpGD//entF//ispH//ygcR//alaC//rsmH//dusB//rodZ//argS//pykA//maa//citE//rpnB//lipB//xanQ//ygbL//csgE//xylE//cpsB//nikD//gadE//znuB//yaaJ//dnaC//ubiH//hlyE//rpmG//cyaY//ulaR//zntR//glpT//wza//galT//thiH//glpC//udk//hdeA//chbB//pyrD//bolA//yhjV//ycbU//msbA//sufS//murC//gabD//waaO//arsR//rfbX//deoC//nemA//aas//ypdC//lsrA//hofC//phnC//nrfE//selA//insK//rzoD//bamB//rpmC//btuB//zitB//yfcA//adk//phnG//yddM//rhlB//yjbH//glsA2//ubiJ//lrp//btuC//deoC//gyrA//ulaA//murF//cdaR//insE-1//flgJ//rbbA//ariR//yjbH//setA//ybjD//nupC//yodD//rpsG//yidA//frwD//ftsI//glxK//adiC//ppx//rpiA//aroH//rpmA//lpxL//mipA//ygeA//nuoN//ytfT//pncB//hybB//lsrA//ispF//acrZ//dusB//lysA//tar//gapC//insA-2//rfaE//ycgR//cusB//ychH//rayT//ebgA//ychH//zitB//ffh//astB//nanE//ydeI//rhaM//murI//rnhA//cadB//flgE//rnpA//ybgP//ccmA//bolA//frmR//mrdB//gspJ//bamD//yoeB//lgoR//gabP//leuO//metE//hcaR//yahB//prfB//opgD//atoB//yohC//pfkA//era//yeiG//nhaR//rsmF//potA//cvrA//lptC//yphD//tatB//uspG//icd//pyrD//ymfK//yahD//agaW//metK//yfgO//appB//yjjB//ygcR//yhbY//ccmA//iaaA//glgC//csgG//yafS//marA//fucO//msbA//opgH//zinT//cobC//ldrB//cysS//mlaD//dsbC//selU//yihS//der//msrQ//rodZ//rplB//narZ//yjiY//yfaL//metE//cpoB//dsbG//kdgT//tktB//ychH//yehA//yjjB//ilvL//phoP//rbsA//rpsM//murF//cynT//rutF//rbsA//narY//pdeF//dxr//ydaN//hybA//ypdC//azoR//phnM//rpnB//hemB//trpS//moaD//sspA//ddlB//ybhA//slt//sulA//mtlA//rihC//ykfI//proQ//flgM//atpD//pth//dcuC//iscA//yrfG//purN//hchA//rbsK//yghU//araC//pyrF//flhD//fic//yhfS//yhbX//wzc//metR//ascB//mqsR//rluA//yqeA//tsr//dacB//wcaB//pepT//yidA//yihP//hypF//melA//ychF//pspA//yejF//ftsX//ilvI//araD//fruB//lpxT//fhuB//dicC//flgM//dsdX//uspC//purB//mglB//bdm//mdtO//bdm//rtcB//uhpT//ccmD//fumC//ligB//yceD//mrdB//srmB//lpoA//infB//ykgA//ybaK//ykgA//ebgR//phoE//fumC//dgoA//minE//gnsB//ygaV//cheR//cyaY//murR//yihO//mukB//grcA//sapD//rnr//mliC//mdfA//cmtB//abgT//deoA//manA//rfaC//fryB//glgS//rutB//lspA//mreD//ugpE//kefG//hpt//yehY//yeaG//tusC//yjjU//csgE//wzyE//yejE//rnlA//cyaY//rluA//mdtI//yehU//hflK//serC//yhiM//yafQ//dgcN//ybdO//fes//cysZ//yegS//pgrR//fepC//barA//rrrD//ycfH//yehA//birA//rhlE//parE//narW//nanS//mhpB//nei//yihU//bluF//fadE//ugpB//clsB//intS//lysP//sgrT//lpxT//kdsC//dnaE//cptB//lpxD//nrdA//betI//hha//dctR//dacC//ydcT//tbpA//znuB//ddlA//yjbE//ycaO//clsC//paaX//recJ//cusB//rlmM//gloB//tdcD//ybjL//fepG//nikA//alaE//cynX//ldtB//hycH//yjaA//rdgB//tamB//nikR//hisF//yggT//ydiB//ygiN//hisP//recX//mdtG//dxs//glsA1//tauC//pspF//yibT//chpB//exbB//yfeD//rpsS//mutY//fucA//ibsD//casB//livH//lnt//iaaA//phoU//rhaM//ribD//dcp//uxaA//emrD//cadA//hdeD//tamA//dnaC//ypjD//ugpC//dmlR//insH-5//afuC//nth//yjbG//sdhA//trpC//trpB//yjjV//narI//yiiE//rsmJ//nmpC//selD//prlC//hcaT//nadC//ykgM//umuC//lysP//ydbD//hdeA//hyaB//ansA//zraR//motA//alpA//uhpB//pphA//cca//yabI//rpiB//yhbO//tldD//ssb//gyrB//glmM//rpnD//xapB//rhaS//aaeR//nuoB//putP//ada//mhpB//ompF//glcD//lon//rimL//setA//gcl//ybdG//mhpA//sufS//insE-1//opgB//glpF//cusC//pdxB//tdcA//ybdZ//metH//mtn//amtB//pheT//kgtP//lepB//yggN//caiB//gshA//cbpM//gmk//menA//murC//menD//manZ//wzzB//argO//pspG//paaZ//ybcJ//lpxK//thyA//yehC//hcaB//caiB//insB-2//ydhQ//pyrF//yraR//sufC//rnc//mmuM//yadG//yqhD//lgoT//bsmA//flgA//yfcA//yceO//mhpD//lpxC//trpS//ydjJ//rrrD//cysU//evgA//mglA//rhtB//hrpA//cmoM//rpnD//ygjK//aroG//essD//gabP//pepQ//ydfD//prpC//yneE//rpmE//bioD//panB//ghxP//gudD//tehB//yedA//rhsD//nagK//kefF//tusC//lysP//yehB//dinJ//yadM//dcm//actP//yihW//rpe//radA//ycdY//tatA//kgtP//menA//pbpG//glnQ//acrB//eptC//araH//entE//hns//emrD//tcyJ//tusA//menI//yiaB//opgB//frsA//metF//livM//dtd//fepA//relA//lyxK//carA//agaV//lptA//mdtA//treF//setB//mlaE//fixC//ypdC//agaI//chbF//hemD//radA//aroL//rcnB//yceO//metC//tas//potF//kdpF//potE//bssR//nrdF//trpD//orn//ygbN//poxB//prmB//zinT//mglA//wzzB//astB//nadD//rhmD//recJ//fruK//bcsQ//yjeI//kbp//hslJ//mgtL//yehX//xerC//wbbK//ybjL//rnhB//sgbU//rpsJ//mazF//hslR//kbaZ//hslU//ilvC//pal//hrsA//ubiX//yiiD//glgS//yagE//yegS//thiG//rpsR//menF//epmC//ybhP//gatZ//ydiB//mreB//ymfA//sbcD//yebK//uidR//dhaK//aldB//uof//yebQ//mntP//mdfA//znuC//ogrK//araG//mepS//ybcM//potF//marA//menB//ddpA//sufA//mdfA//mliC//prpR//
