#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	puuC//rplY//artM//fadB//
GO_0050801_6	rpsP//exoX//atpE//chbA//agaW//hemN//purN//nupC//clcB//ycaO//thiC//ratA//rutC//ribB//napF//cydB//dgt//rpiR//rnhA//cspD//yceK//bdm//aroH//glcA//iap//rhaT//cspA//cysM//nagE//yidA//bdm//dapA//leuD//yfaU//cysI//recR//
GO_0050821_5	lpoB//arfB//pgpA//argD//metG//
GO_0050918_5	kdgR//ybhR//gloB//nlpE//
GO_0050919_5	coaE//
GO_0051027_8	argE//tyrB//
GO_0051049_5	yojI//paaD//msrB//hisQ//livK//mdtJ//ycaO//phoU//yebS//paaX//sfmC//yciT//
GO_0051050_5	dinB//yfeR//yfgO//
GO_0051051_5	yajL//maoP//ydfH//
GO_0051052_6	cbrC//osmE//ycjR//sfsA//alpA//nrdA//pheP//yefM//ybcM//recC//rhaA//ushA//secD//tktA//
GO_0051053_7	murE//lpxT//yjjB//yphB//sdaB//asnA//
GO_0051054_7	ybfA//murP//
GO_0051055_7	cysS//
GO_0051083_5	hdhA//
GO_0051084_5	ubiD//degQ//araA//tdh//prlF//rpmG//mepS//
GO_0051085_5	lgoD//hofC//narI//yaiV//rzoR//yghO//yhcD//
GO_0051090_4	yggF//fetA//ispB//fabA//pgaB//opgD//cheA//hyaB//
GO_0051091_5	pstC//fpr//
GO_0051098_4	gor//cheA//
GO_0051100_5	menC//yfgI//
GO_0051101_5	insK//
GO_0051103_7	mtr//gdhA//
GO_0051128_5	abpA//yqjA//yehY//rsmA//ansB//mqsR//bglF//dppB//srkA//pinE//ynfL//phnK//rfaH//ydiR//cysM//uxuR//glpX//glcD//yqjH//lptC//rplI//bluR//scpB//fhuC//melB//rplF//rzoR//lhr//ilvN//pheM//ftsE//arcA//mdfA//chbC//sdaB//corA//yfcF//pdxY//dapF//xapR//trkA//mtfA//curA//hemD//atpF//hofQ//waaP//entF//ydhQ//phoR//yjjX//yfcG//rpsE//ubiX//nikB//agaR//iraP//ispB//pinQ//caiB//yccS//ppiA//lysC//tbpA//glnB//elaD//gph//ybhP//sucA//hslO//norV//rlmE//rpsQ//ruvA//puuB//astC//yjaZ//
GO_0051129_6	rhmD//yihX//greA//tap//gspE//ypdI//dtpD//eamA//hemC//bglB//btuD//yggD//nrdE//yciE//hokE//yfjV//
GO_0051130_6	stpA//rrrQ//fliG//entB//hokB//ssuD//aas//cueR//envY//shoB//edd//tsaC//pykA//yeaE//elfD//dtpB//
GO_0051131_7	perR//coaD//
GO_0051143_8	potF//
GO_0051156_5	tsf//hokB//arfB//fdoH//pnuC//dsbB//
GO_0051167_5	tatA//yjjW//dsbG//
GO_0051171_5	menB//yciT//yfgJ//cspG//trpD//ymgC//exuR//yhjB//yqgF//gcvR//csgE//rcsA//hslO//cysG//ybaQ//caiD//ygiB//endA//lamB//malE//recG//clpB//ydbK//yidR//pliG//yagG//rsmI//iraP//yjhC//tusE//cobB//ycjP//nuoF//ycfJ//arnD//ynaI//ybgP//gltS//mocA//yehB//yedX//dgcE//ycdX//pal//lsrC//kdgR//acrE//treA//ccmD//clcB//glnL//flgG//malP//ompR//kch//sfmC//modC//malI//smpB//ssb//tamB//modA//fsr//hcaT//sgcC//yhdH//ydiR//surA//ygeX//panE//trpA//paaZ//nrfC//yrfG//gnd//ybjC//yahD//yieL//comR//udp//rutB//moaB//yhgH//insE-1//dxr//xseB//flgF//ybiT//trmB//waaF//sugE//trpC//panC//selA//tusA//hisG//pphB//fdnI//ydfG//yhdZ//nadK//uxuB//yhcF//pgpB//nirD//gspF//yidZ//eptA//glpR//tehA//cysI//tdcB//alkB//icd//asd//hisI//waaB//gspF//zur//yjeI//glpX//ybiT//envR//dacD//psuG//potE//sucC//galT//prs//hofO//potC//sgcR//creC//ilvM//rayT//smpB//atoB//thyA//hisC//pabA//ybgP//setA//rpe//yagI//nikR//htpX//rpiR//lptG//cfa//kdsC//ruvB//infC//serB//mltG//bglA//fklB//bioP//cpxA//lysA//flgH//plsC//ubiC//hybC//ilvE//ftp//insI-2//lapA//cysH//ribD//atpH//gspI//zur//dgkA//frwD//hipB//mepM//sanA//fepB//ubiA//yhgF//lpxP//ydcM//pncB//tsr//ydiR//yjfF//ydeO//lpoA//dgoD//queC//sad//dgcZ//motA//fixC//rnhA//iscA//topB//psuG//recX//nagZ//appA//yfeX//cyoA//basR//ydaV//pheM//frmA//ghxQ//lldD//recT//ubiD//lpxL//tusB//radD//coaD//kdgT//dtpB//sbmC//exuT//nagC//ydfH//fadE//bglX//pdxY//talB//rpoD//ftsX//rplT//ghxQ//ugpC//glgC//intQ//recG//yneL//cas2//nrdF//putP//yhjD//hxpA//rpnC//yjgX//yneJ//rnlA//ybiX//lacZ//ptsG//rfaD//yciA//yrbG//tomB//ycgB//galT//elfG//ggt//cheZ//hflD//lysA//upp//treR//fliD//yfcA//tar//ybhI//hemG//yqiJ//cheZ//ybiX//tolC//yojI//ubiX//pspD//cysW//rluD//yqhC//ybjN//otsB//rplF//mglB//bacA//ycfH//gnd//yhjV//truC//pabB//ydiF//folP//ydeT//hybF//cysW//ybcQ//mug//ligA//alkA//purT//nlpI//msbA//rluD//pnuC//rclB//sbmC//nadC//rfaB//exuR//phoB//rcsB//pyrG//yjhG//yebK//tdcD//yieE//leuC//araC//argG//aceB//gadX//hypB//acrR//yhdJ//garK//nhaB//ybjX//trmB//hyaC//lpxC//phoE//kilR//glcB//cpsB//priA//yddA//yraJ//hrsA//glyS//oppF//gspE//fimE//cbl//
GO_0051172_6	yfcF//rnhB//yneE//dmsB//nupC//alkA//frmR//queD//atpF//yghU//decR//tatE//zapE//rplF//ccmG//rplQ//manX//smrA//lsrR//fdoH//pyrB//rodZ//panZ//rclR//yhgH//rutC//yhjV//malI//aphA//dhaK//tpiA//rph//hdfR//ligA//rluB//yfcA//fdoG//citT//curA//yjbB//hokE//bisC//tsf//yfiC//yhhT//ynfK//uspG//garP//yfbU//kdsD//hyi//waaQ//cbpM//yneL//arfB//ldtD//hcaD//fdnI//rplB//ydgA//potH//ybiV//glgB//appY//fdrA//gntT//motA//aaeR//mhpT//glpC//thiP//livM//asmA//dsbB//ybdG//zur//fimH//ugpC//rutB//yggX//rne//phnL//corA//ccmD//yjjG//nadE//ligA//xylA//dsbA//glcC//bioF//yfeR//tatD//hicA//dgcF//qseC//aroG//yjjV//hycH//ampH//ybfA//dgoD//asnA//zntA//ompT//pdhR//melB//hsdR//mngA//syd//gatC//metE//sdhB//serB//caiF//ftsQ//queG//ybeF//basS//lnt//envC//ilvB//hslO//clpS//hexR//mtlR//ltaE//ais//crr//yhaO//rcnA//clpP//
GO_0051173_6	pliG//yadI//alsB//prmB//gppA//sfmF//yqhD//rbn//dgoR//tilS//exoX//potB//ahpC//hsdM//nrdA//yqaA//maeA//tatA//ycaO//ftsN//solA//argP//lysA//recO//ghxP//matP//ydbD//nimT//dam//glnK//livK//pinE//deoD//yjeH//recA//lldD//yidP//yahO//mprA//yrbG//lsrD//yheT//trpE//narX//livH//nhaA//csiD//aidB//dnaE//mdtB//glcA//rbsB//bluR//ybiW//tsaC//yfcF//aroP//elbB//ptsN//mltA//alsB//tolQ//arcC//ygfA//cusF//lgoD//cpxA//rnlB//ulaE//zapA//yjeH//potE//lepB//queC//acs//raiA//cyoE//cueR//baeR//gor//clsA//galR//tauB//yfdK//rep//rplK//ybhP//murD//nrfG//
GO_0051174_6	secM//tcyP//hpf//npr//rarD//rplW//tufB//uvrB//aslB//murA//
GO_0051180_5	ubiC//pagP//galP//lysP//dicB//csrA//puuE//mmuP//ubiG//serC//dnaC//rhaA//cysS//opgC//dgcM//yfdR//
GO_0051181_5	artQ//yjjI//rpoA//dacC//cycA//yhcD//yqjA//yahI//sucB//narK//gatA//gapC//ribB//iclR//yahF//ibsD//paaX//yihV//rlmG//trmD//betI//ivy//tdcC//hypA//pyrF//pgi//endA//ccmA//waaL//pyrC//rplS//cheZ//dsbA//ridA//mazF//uxuB//trkG//hyaB//ubiH//pdeF//allD//
GO_0051182_6	murP//xapB//deoA//ghxP//mdlA//
GO_0051186_4	ftsA//skp//yebQ//rpoH//pyrF//sbp//solA//yhaO//yodD//ftsH//deaD//yraI//ribA//ycfH//ftsQ//gpr//recC//pdeK//metC//agaC//yebG//ybeF//ymgA//malI//yehD//pflC//livG//rodZ//rfaB//hisG//wecA//yedF//gpt//kbaZ//glnL//gcvT//gabP//ssb//uxaC//bamB//rtcB//caiB//rsmB//yhbQ//ydhJ//hisS//mdtL//ligA//ibpA//ybeY//shoB//rpsI//yfdG//ptsP//intA//ivbL//rcnR//fimC//ybhR//rimP//rssB//uspC//ccmA//miaA//ybdG//fpr//topAI//yibF//hscC//gsiB//ugpE//yebC//kdpE//glmS//deoD//ycbU//gltB//caiT//ampH//tdcD//moeA//purU//plsC//entF//pgaD//hybE//rffH//trpS//ybgQ//glnD//ydeE//poxB//pphB//modA//ubiJ//glpF//ybhF//groL//pck//macA//tauC//yafQ//yqcG//ybhG//fes//lit//rhaD//tesB//srlA//ydjM//yedX//flgI//btuR//pck//alaS//glnH//glxK//lolD//mepH//hdfR//dsbG//mdtB//recX//rsmE//narY//entE//panF//degQ//znuC//proW//tonB//raiA//chbC//ugd//dpiA//fixA//cydB//hcaE//glxK//ygcR//phnG//rplT//glnE//metB//cspI//rsmF//focA//pyrH//ccmF//pgaC//yfiC//kdsB//intA//yagU//alkA//ibpB//gcvH//ilvL//cysZ//waaC//ribF//yraI//yegT//nemA//yjjI//ybaT//ligB//yiaU//ycfH//rplO//bioD//ygcO//wzc//fdhD//thiM//lexA//ldcA//smrA//cpxA//cstA//nadC//ddpX//yhcN//argD//cynX//pcm//nadE//kdpD//purR//chpS//lpoA//nirD//tauC//eco//aroE//yhdX//folA//trpR//sufC//
GO_0051187_5	ftsY//mhpB//gltX//idi//ynfF//tusE//rutD//mdh//artQ//citC//
GO_0051188_5	gabP//aroL//agaC//hemD//casD//iscU//intE//ravA//lacZ//tomB//rfe//idnO//nrdI//garD//gcd//ushA//argD//erfK//fadA//galK//hokB//pcm//fadJ//hybO//epmC//phnN//sulA//galE//copA//fliZ//glcB//csgF//fur//nhaA//yjiX//dsdX//fdrA//ybhP//yfcA//lexA//mcbR//narI//fadB//xylB//lipB//galK//amiC//abgR//cysE//treR//uspC//flhA//rfe//intE//opgC//rpmJ//tktA//bamD//rraA//pepT//cheA//ybgP//pyrF//shiA//rbsA//bioD2//ubiA//ibpB//yjbE//cysC//yjiX//yahF//ypdI//ydcZ//rbn//dnaB//aspS//flhE//phnN//moaC//symE//sdaB//hslR//yeaV//puuB//minC//ftnB//ycdX//ydcR//bamC//hslV//rplB//ispA//yfeD//yjfF//insF-1//hcaC//mdtC//emrE//rbn//seqA//ftsH//yjhP//waaO//dcuS//yohC//yagJ//ptsH//yfeO//xanQ//chbB//sbcB//nanC//yraR//cirA//tpiA//selU//guaC//yciA//clpB//rplY//pabC//ybjI//dcuC//sgrR//ugpA//umuC//opgD//fdnH//tehA//yahB//hokE//ykfI//ompG//tas//ldrA//entA//glnK//hemB//kdgR//aroA//pgsA//aaeB//ydfD//parC//ubiJ//
GO_0051189_5	cysN//ais//fiu//clcA//betB//pgl//tsr//cmoM//gltI//trxA//yqeA//bamD//
GO_0051191_6	rnb//
GO_0051193_6	hyaC//lacY//pstC//
GO_0051195_7	ddpA//
GO_0051196_7	fdx//
GO_0051205_6	essD//nuoN//tsaC//mrcB//pdxH//glpR//mreB//sodB//mpaA//ligA//
GO_0051223_7	ygiW//aroE//ybeF//
GO_0051224_6	pheP//
GO_0051234_3	mlc//znuA//cynX//ydhQ//atpA//slmA//caiB//rhoL//pgm//rfe//nrdI//yjfP//codA//dgoA//tnaC//mdfA//rsmB//pstA//zipA//emrD//secF//ybiH//dbpA//cnu//znuB//hybG//cvrA//mdtI//yceD//csdA//rmuC//relB//dgcJ//ampH//elaB//ycdX//acrR//rsmH//glnQ//ada//yhjX//uxuB//ygjR//yrdA//rmf//trmL//dctA//lysP//dadA//fadK//rbsB//dedD//srlE//mrcB//cysW//gpr//dut//acpP//alsB//coaE//hisM//xthA//phoE//yhdH//fetA//flhE//clpA//lpxD//dnaG//gabD//rplQ//purC//aphA//gcvH//puuC//metF//yihQ//narX//ugpE//hcaC//ydaC//dinB//gadC//pliG//agaW//fixC//nrfB//acrR//yaaY//ybaE//ompW//nrdF//clpP//ubiD//speF//livM//yehW//fdoI//cysB//pykA//amiD//ymjB//yehD//entD//thiI//pstB//lsrB//rhaT//hrpA//ycfL//proP//mppA//ratA//acnA//opgB//gloA//yebG//sgcB//ftsY//sppA//kduD//scpB//fecD//sgrR//pdeD//dcm//yfeD//yfbU//prlF//envC//ypdI//azoR//ybiT//rpsG//mtn//bcp//rimP//mnmG//ubiI//rnlB//yegT//yedL//cdh//ynfE//mqsR//fabD//hisP//ghoS//abgR//speC//yhfS//lsrG//tdcC//cheB//ygeA//yidD//nemA//fadB//adiA//aroK//dppC//modB//argO//yadG//fliG//ymgC//galT//bglX//ldcA//rplL//waaC//yhaM//yidL//fixA//dinQ//ygiN//arsC//yiaU//luxS//cobC//oppD//lpxP//ppc//coaE//yjeI//ybhJ//adeD//xanP//dhaR//feaR//murR//ubiC//araF//rluE//ybiW//yciE//rfaQ//flgG//eutB//pspA//yedL//tyrA//csrA//polA//rplQ//cvrA//malP//ybiA//abpB//ynhG//hemG//ddpA//mhpR//tmcA//caiT//yfeO//cspC//yidZ//purR//yjiA//rclR//rhlB//speC//aceB//yagI//yfaU//nagK//gltB//cra//ralR//ybbN//atpB//citC//flgH//dapB//cyoE//mrr//hicA//fecB//rfaB//gltB//scpB//caiT//hisH//dinQ//mqsA//mtnN//rbsK//rhlE//acpP//hybF//ycjD//mdtP//hicA//sapD//rsmF//shiA//chaA//prmB//truC//yeiE//aroK//ubiG//metR//yafS//glyA//hdeB//waaB//prpB//focB//birA//nanC//nrdF//csrD//mak//rpmE//glpA//yjhI//thrB//hybF//pldB//dam//ais//eamA//eutD//hisM//ybjN//yoaA//uvrD//ygbL//ycjW//ygeA//chbC//phoA//dpiB//nfi//scpB//gabT//bioP//trkG//yoaB//sdhC//fdhD//clsA//lpxL//tatE//yacG//wecC//gatC//fnr//obgE//gltD//uspB//yebQ//argB//ybiH//asnB//yeiE//pepN//yabI//dadA//yfiC//smrA//mnmG//rnhB//fabA//hha//ais//dinD//rusA//rbsC//mngR//thrA//glvB//cutC//argD//menF//fadI//wzc//sapB//prc//abgT//hldE//nanR//yjjB//manA//fliM//hrpA//nadA//rpsE//mcrA//sgcR//etk//paaJ//dinI//trmL//atoB//yggF//gspE//yjhC//nudC//glk//sdaB//fdx//proQ//nagC//tap//ansA//yphD//mazG//aspC//gltX//ade//tamB//gyrA//yidR//ilvN//rhaM//ugd//yhjA//fliA//nlpA//gpmA//rpsI//agaC//mrdA//sufA//bioD2//bluF//cvrA//oppC//ulaG//yceD//yfgI//hycA//ftnB//ubiC//ybiO//fabG//ygeV//ydcM//puuC//bglF//yfgI//holA//dxs//ydcZ//cpxA//glnH//insK//grxD//glrR//ddlA//yjaA//htrE//hyfA//lolE//mntH//pgaB//recA//serA//umuC//ompN//folP//yihI//rutR//casD//moeA//ydeE//yhjD//kbaY//sucC//djlC//ssuC//clcB//torA//dkgB//rplA//yddL//yqcG//ribD//yiiE//tdcF//sgbE//rutC//sspB//sgbH//rusA//uacT//cynX//etk//upp//mscK//fliS//rng//yqaB//yedP//pdeK//nagD//yfaX//ybcM//rpiA//ralR//malG//yhcN//glxK//wcaB//mgsA//ybgQ//gloC//mepM//pta//glnQ//araA//ftsX//zntA//araA//lpxL//nudF//lpxC//melA//phnI//yibA//pheA//gapA//glmS//yjcO//hofP//envC//fadJ//hscB//tdcR//menB//potD//ygbM//xthA//xanQ//malF//yahD//rnt//cysH//atpF//menH//yjiR//yidZ//iscU//rpsE//mglA//slt//fre//proS//nagA//fdhD//artQ//hcaD//xseB//narU//yaiP//xapB//entF//cobU//yafS//yicJ//grxD//yadK//tcyL//hybA//ybcL//ribB//ygbL//atoC//dut//oxyR//emrB//mocA//gspJ//csdA//umpG//yehC//endA//oppA//idnK//ldcA//yihO//dsdA//cas3//trmD//ytfQ//tdcD//secG//ilvC//treC//xylR//rnlA//rcnB//slyD//purA//flgA//alsK//dsbB//mhpT//rluB//hslJ//ppk//mdlB//macB//mraY//fdrA//miaA//pdxA//casC//sanA//nhaR//rsmA//sgrT//flgB//cysA//bamD//nimT//malP//sgrT//flgG//aroL//pgaB//ytfQ//tar//mutL//phr//flhA//mioC//ydfH//puuR//dtpB//ydeT//ssuD//gpmA//nrfC//nudG//mmuM//lgt//frmR//cfa//ybfA//yidH//sapD//potF//
GO_0051235_3	pcm//rcsB//prc//
GO_0051238_4	ttdT//cobS//secY//
GO_0051246_6	paaH//dnaE//cadB//gabT//valS//umpG//mhpB//miaA//cobU//vsr//yhaJ//mukB//yeaV//ydjH//potE//fryA//fhuC//yfeR//lysO//potF//fepA//yihV//yiaU//efp//glpG//yfcS//yfcU//hypE//ppsA//aroD//rpnB//ybhA//fabB//trpA//dgt//yafQ//tonB//artP//mgrB//ybaE//rlmG//ygjK//pheP//casC//dacA//rfbD//ispU//talB//hybA//yafO//uspB//comR//csdE//
GO_0051247_7	bluR//fumC//ftsN//mnmA//cheY//yneE//roxA//ydgA//ycaN//nrdI//elaD//
GO_0051248_7	cynT//yidR//hemB//eco//rluD//cobU//cysZ//rpmE//potG//proX//nrfB//ftsI//pdxA//sfsA//sgcC//nimR//ppiA//preT//sucD//hflX//curA//pstS//prs//lon//rffT//rdgB//astC//cas1//dmsA//cyoE//secB//
GO_0051252_6	allS//gsiA//asd//manA//minD//uhpC//agaW//hcaF//rluF//ilvL//yihW//tadA//ansA//dsbG//fdhE//maoP//yehU//dacC//purL//tdcD//yeaV//rsmB//bcsA//spy//chiP//rfaE//torZ//gudX//mmuP//agaD//kdsC//dsbD//polB//pstA//artJ//pbpG//bssR//fucI//yhcN//yafN//ibsD//intF//lapB//adhE//rpe//yddM//nanA//afuB//orn//bioF//csgG//modC//dnaX//citG//panF//ispU//mltD//era//ygeW//gadX//yadI//lysP//hflC//dcuD//yjcS//yciT//artQ//lpoA//yohC//yaiV//mhpB//acpH//nagE//kdpD//ybjL//thiG//tsaE//mhpB//waaA//trmJ//ygcO//feoC//rffT//pyrD//dmlR//cecR//hofM//cusS//basS//clsB//cusS//dnaX//rplC//holC//ugpA//bssR//yidC//acpS//uhpA//aer//yadN//nrdE//priC//hprS//lpd//tag//ycjD//deoC//metQ//cysS//dicC//nanT//tufA//casC//yieE//kup//hemC//ybgI//lrhA//nuoI//ycfH//motA//parE//pgrR//glcA//sufB//parC//yahI//ybfA//fimE//bcr//gntK//dps//mlaE//pheP//pabA//hemN//cecR//oppF//mtfA//yehT//yceD//cyoE//rplI//wbbK//gloA//hexR//rarA//yiaL//nagZ//melB//ccmA//ynfK//metH//mdtN//tqsA//yhbO//rpnA//proQ//ulaE//entA//adiA//pcnB//mrcA//rutE//hisD//dgcT//rlmH//ychH//rhsD//eco//hupB//rarD//sseA//entE//hyaB//glyS//kefG//gmhB//dppA//napC//rraB//ychO//rpoA//rraA//uxuR//ygjR//gabP//asnB//tdcD//zwf//fucK//fcl//gltD//chbB//rplJ//yghU//torZ//yfdR//agaB//tmk//rsmD//gmd//fryB//leuC//rimP//rlmJ//narP//entE//mnmE//rpmH//mdlB//yeiG//envR//dnaG//tauA//lsrK//ompN//phnJ//brnQ//xdhB//cmtB//artP//gspE//glpD//nrfA//rplS//patZ//yjfF//yijE//yciK//poxB//chaA//nikR//yphC//uhpT//pth//ydhC//intF//rplL//ykfI//yejB//chbG//alkB//glcC//yphC//yhdZ//yaiP//lldR//ompN//yhbY//csrA//nrfG//lysO//cfa//yaiP//lysA//aas//bhsA//ynfK//bglJ//efeO//bluF//ibsD//ygaZ//elaB//tktB//alsC//frvR//glyS//fmt//yegD//yfdO//ytfT//rutD//ileS//ybbW//fdnI//
GO_0051253_7	yieF//rpsP//acpP//pdeR//uxuB//rep//ttdB//glpG//insE-1//sdiA//lpoA//alkA//hslR//gloB//lplA//cbrC//ppiC//manA//rarD//evgA//dtpD//ynbB//yaiP//ffh//uspB//gatA//glpD//yddL//tufB//yebC//fimI//rluA//rlpA//mipA//yjiQ//gyrA//yidA//aes//dhaK//argT//fliT//ybaL//nsrR//aslB//ptsI//rpsA//waaF//smpB//minD//pgaD//rbsR//fabD//rssA//hemC//tatC//elfD//ascF//frmB//nagD//gsiA//iap//mglB//aroH//dgcZ//arcC//sufB//rplJ//purL//hycA//yjbG//oxc//mngA//ymgF//rpsJ//ynfF//cynS//yefM//yjaA//gspI//nadB//mnaT//cheA//ackA//gntK//xerC//fis//mngR//cpxP//fdnI//smrA//nikA//corA//djlC//pdxJ//pflC//betA//yddA//tusD//bioF//
GO_0051254_7	creB//yegT//miaA//insK//ybcL//agaR//pabA//ycaN//pck//argP//acs//casD//gadB//aldB//sfsA//garD//dcp//yhaM//ybdH//ftp//bglF//yqgF//sgrT//dapA//pdxY//gpsA//borD//rpsI//sufD//qseC//fadH//arsR//nlpI//yahK//ptrA//acpP//ybjC//yebK//fepC//pmbA//phnP//rffH//narX//flgB//yebZ//sucD//envR//yhfK//yoeE//pck//hyaC//prmC//melB//mog//rnlA//ilvB//kduI//frmA//opgE//mhpR//xdhB//glgP//ydiK//ydeP//hisD//rlmA//caiT//nimR//dcuB//relE//nudB//mngR//glcC//tap//phnL//
GO_0051258_7	rpsE//
GO_0051259_6	yeaD//pepQ//bssR//yejF//yebQ//cmtA//lptF//ssuA//eamA//iclR//casB//allD//glpB//rlmB//gyrB//recQ//zapE//dcuD//rusA//flgM//narP//codB//kefB//nanE//slyA//spy//yehU//tisB//bluF//gatD//rpmF//hypE//psd//copA//ygiW//yneL//bsmA//ubiC//yccA//ulaR//rutE//emrK//ftsH//appB//dnaC//dut//azoR//fur//ushA//fetA//yfiE//
GO_0051260_7	barA//tolC//crcB//csiD//waaJ//yjfP//higA//putA//idnO//ypdI//mprA//gabD//tig//ompC//bioB//ybjN//hycH//rpsO//dgcF//selA//iscU//aas//thiH//exuR//cas1//dgcQ//mqsR//rho//gntP//narI//ygiW//ihfB//frmR//yeiL//ybfE//ygfI//sfsB//hsdM//mscM//hybE//grcA//mobA//rffM//ygbN//yehP//barA//yeaK//
GO_0051262_7	ariR//ybhD//ppsR//yhbX//phnL//sodA//yciK//ariR//garL//narJ//rluF//gpt//araB//lipB//dbpA//intA//lptA//rfaQ//ftsP//yfiR//tolB//plaP//msrC//envC//araB//pphA//gfcE//dcuR//srmB//phoE//ilvD//mdtM//narU//srlD//ptrA//marA//
GO_0051270_5	acrE//poxB//tcyL//melB//hupA//bioD//emrB//dinB//tsaB//dctR//folP//arsC//garP//yjtD//hyi//artQ//
GO_0051271_6	yfbV//dgoK//elfD//mioC//acnB//yccX//ycbU//fhuB//yheT//
GO_0051273_7	livJ//mepS//lptG//yjeI//arsB//paaB//yciV//
GO_0051274_8	rplP//tcyJ//aspA//ecpR//yhjC//cmoB//nikB//
GO_0051276_5	gmhB//yhjR//rhaA//paaX//murE//murG//adeP//yeaD//pabA//rsmC//dgoT//yrbG//rarA//iscU//hdhA//amtB//thiM//opgC//fliA//ascF//frwB//ytfE//truC//ddpX//poxB//yhjA//
GO_0051289_8	crl//serA//dosP//fimB//diaA//copA//glsA//fliK//rutA//oppD//ttdR//afuC//tadA//nrdB//rplD//mhpA//nanR//frr//pldB//yfbU//pepB//cptB//mpaA//dtpB//yagF//dauA//emrE//mcbA//yagU//speF//kch//glgC//degQ//yjbF//moaE//dam//
GO_0051301_3	sfmC//entC//ivy//entH//ybgP//sdiA//hrsA//bamE//yqhC//fbp//lgt//eutB//yjfP//clcA//hycB//wbbK//tyrA//marR//yfeX//rclB//stpA//mutH//mepH//dppA//secB//mnmE//parE//birA//ycbB//ftsZ//yigB//ytfT//ubiI//mdtC//dtd//fhuB//
GO_0051302_5	rplA//fdoH//leuS//rsuA//msrP//iscX//flgH//pdeF//bdcR//gadX//eutR//miaA//msrC//rhaS//
GO_0051304_4	ampE//
GO_0051336_5	priB//hxpA//insK//lplA//ispA//treF//ggt//yeiL//rpe//ftsE//frc//purA//narQ//rpsS//proV//slyD//cdh//paaX//selB//rsmA//modC//nlpD//ymjB//dpiB//dapD//
GO_0051338_5	cynX//chaC//ampH//uof//
GO_0051339_5	yajD//
GO_0051341_5	acrD//rpnB//
GO_0051345_6	fecC//rsmI//fimF//ttdB//citX//rrrD//btuR//glmS//
GO_0051346_6	tsaD//caiE//napD//comR//setB//gpmA//ygiB//prpR//yadC//rsmJ//metR//
GO_0051347_6	obgE//xerD//
GO_0051349_6	hemE//
GO_0051353_6	agp//cheR//
GO_0051391_8	sfmH//
GO_0051409_4	cspD//btuE//
GO_0051410_3	katG//
GO_0051452_10	ecpR//
GO_0051453_9	cpsB//ddlA//dgcZ//narJ//dgcF//yciV//appC//ccmF//
GO_0051454_10	rimL//malX//ydcO//rplB//alr//
GO_0051476_7	yjiA//
GO_0051484_7	sodC//
GO_0051493_7	rplW//
GO_0051495_8	xdhB//
GO_0051595_6	kilR//tpiA//argF//artQ//smrA//
GO_0051596_6	gcvH//mlaD//cysK//lgt//pdeD//argA//fcl//yfaU//glnD//prfA//agaS//focA//phoA//yfiE//ycjU//insF-1//ccmD//torZ//yaiW//grxD//xseA//hscB//lptG//abgT//torZ//hypT//murE//oppB//
GO_0051599_4	gutM//
GO_0051603_6	sapA//nagA//ruvC//tpx//glk//yeeO//
GO_0051604_5	wcaJ//intQ//yhgH//yrdA//gspE//lysS//ycbX//yebG//btuE//plaP//yeiG//rlmM//msrQ//gcl//nagD//yedX//rluE//gcvP//selA//ybjD//citE//mdtP//umuD//exbB//pgaB//elfA//speC//pheS//bdcR//nudF//nuoI//sbcB//pagP//lptG//acrF//metF//yjjG//nuoF//casE//ldtD//
GO_0051606_3	tufB//thrB//
GO_0051607_4	pdxH//cheY//fryB//pspA//fucK//narH//cbl//serC//baeS//kup//
GO_0051641_3	katE//citE//yjjX//glsA2//trpA//malY//proV//yaaU//cydA//flgH//phnP//uhpC//htpX//fadJ//mreC//ulaE//lexA//tdcC//coaD//yggN//hisS//mdtG//ygiN//
GO_0051649_4	clcA//btuC//wcaC//dpiB//gloA//ahpC//tcyL//yhjB//tilS//yjcS//blr//tdk//yodD//
GO_0051651_3	emrK//srmB//rmuC//
GO_0051668_4	idi//
GO_0051691_5	sufS//intE//
GO_0051692_6	ybcJ//ftsP//
GO_0051701_4	ompN//fadE//cobC//bolA//yihW//intA//sgcR//mepS//exoX//hyfR//hprR//recR//tktA//oppB//coaD//yhbO//
GO_0051703_3	yedF//katG//yabI//yadC//erfK//dkgB//ftsP//potA//
GO_0051707_3	mazF//speF//rlmL//ribC//speG//rsmD//glyA//lyxK//dsbA//mgrB//yiaB//setB//asmA//cdd//
GO_0051715_4	ralR//
