#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	map//yihV//trpR//yqjI//
GO_0055129_5	dmsA//acrB//ycfS//
GO_0055130_8	gatZ//rcdA//
GO_0060003_10	yobA//bglJ//rsmF//katE//
GO_0060255_5	uraA//sufB//ihfB//dauA//tsgA//paaA//rcnR//elfA//umpG//nrfB//cmtB//yhiM//leuO//der//tcyN//mglA//hycH//cheA//hda//yaaJ//ampD//tnaC//potD//tauB//recX//cutC//nac//waaS//dppA//katG//csgD//ymgF//chbR//tcyJ//elfD//tomB//ulaE//thiQ//sgrR//gyrB//shoB//hcaB//dgcE//dinJ//mfd//yaiP//pinQ//yaaJ//fimH//frmR//srlA//thiE//grcA//yeaG//dapD//rplY//agaW//lysU//mdh//yjjV//nanT//patD//lptA//sfmH//hslJ//mtnN//macB//dgcE//nusG//pcnB//slyD//rplB//fepA//holA//ygjH//ccmC//ftsH//mpaA//viaA//cydB//fimG//hsrA//rimJ//folE//speE//dicB//dapD//tpx//arcA//tauD//dnaA//ybiX//ybdN//cysS//artM//cyoE//codB//gdhA//mrdA//puuD//blr//yidP//bacA//era//crcB//melR//pldB//fadI//pdxB//tolR//lolC//insI1//ydjH//sodB//arsR//pdxJ//lipA//xapB//lplA//osmF//araC//fdoH//cobC//ptsP//srkA//dsbG//rsmG//ycfS//rsmG//kdpF//fliD//ykgA//ymgA//yadM//nagA//hybA//caiB//ulaD//brnQ//hybA//sgrR//thrC//dppB//livK//rclC//sufD//mreC//pbpG//rpmC//cadB//ybbW//hicA//mhpT//yqjA//trkG//dkgA//yiaB//yadK//gntU//rffM//mdtG//nuoH//yadN//ygbI//ppsR//dgcZ//pepN//nrfC//abgR//narQ//dpiB//nfsB//aceF//insB-2//hsdR//bsmA//mdoD//allD//recN//dnaB//frdB//eptA//uacT//cusS//yddL//yidE//galE//rlmC//yjiR//clpB//fdhE//fdhD//fucI//lepA//mgtA//rluD//aroA//gudX//yghU//mntS//mobA//ydfH//ndk//sstT//mlaD//entA//glpC//ybhJ//sgbH//rpsB//yciA//ybiV//gcvA//yeeO//nudG//mazF//yidZ//cmoA//panZ//aceK//hyaC//ldcA//luxS//argB//hisI//gatD//fes//htpX//ykfI//atpC//acrZ//roxA//rlmD//mgrB//kdsA//ghoT//melB//ydfK//fabA//mntH//mak//waaH//pdxA//pflA//envZ//ilvD//dnaG//prmB//kdsA//ruvA//gdhA//xylF//insI4//cirA//tamA//rlmG//ydeP//maoP//lolC//clpA//gatD//glxR//hybE//deoB//ykgF//lit//yehC//ftsX//frlR//fepC//zur//ycfH//sucA//coaD//glgC//agaD//gloB//yjcO//umpG//ssuC//ygiN//lipA//hisQ//mdtF//mliC//dsdX//cpoB//phoR//ydaC//cysB//cobB//yciE//mukB//emrB//yghW//qorA//emrY//arcA//ycjQ//cmtA//ompL//msrA//rnt//mdoD//phnH//ydaV//rnhA//cra//gpmA//dam//ompL//adiC//lspA//rluA//rffM//pnp//garP//iaaA//ychO//mug//dcm//yccA//yadM//dpiA//cas3//ruvC//ghrB//srmB//nrfD//yjjI//fabB//agaB//pliG//ftsQ//lolD//ytfT//sanA//mdtC//lipB//wcaJ//nanS//glgX//ygaV//ydfK//tynA//rspB//opgH//ycjU//nadE//fecA//puuD//ompC//pdxJ//lit//
GO_0060274_5	gnsB//
GO_0060326_5	cobU//
GO_0060341_5	yibT//yihQ//
GO_0060491_5	rbsA//priA//mprA//sapB//
GO_0060566_8	pth//
GO_0060567_8	avtA//iraM//rpsJ//
GO_0060699_8	cheW//nrfD//cho//lpxT//glgX//
GO_0060700_7	sdiA//flgF//flgK//pabB//sufE//
GO_0060701_8	arsR//yehZ//purB//ygiN//argE//
GO_0060702_9	yddG//lasT//hypB//gcvT//hisG//
GO_0061013_7	menB//groS//nagD//lsrG//paoC//
GO_0061024_4	yfhH//yehY//ibsA//nhaA//msrC//rbfA//gcd//thrS//hipB//erfK//araC//ccmC//
GO_0061077_4	rsmE//uidC//dcuB//yjaA//tdcA//fic//gcvH//ytfQ//yfhM//dsdC//lolE//yraH//msrB//aroD//speB//tehA//qorA//cusB//yggD//ribA//intA//lptB//gapA//
GO_0061475_9	ribF//
GO_0061504_8	ilvB//
GO_0061610_5	rlmL//
GO_0061615_7	lpxD//fdhD//
GO_0061687_3	nagE//yidP//ynbD//paaH//rsgA//cutC//
GO_0061720_5	ccmD//ttdB//pgm//ftsB//
GO_0061727_6	yihO//ybhR//dauA//yfiR//bamB//mqsA//ampE//fabB//livH//trkA//glcF//sdiA//seqA//lgoD//yahK//mdtA//ykgF//uraA//ttdA//rfaC//proA//paaA//yciA//tolA//
GO_0061984_6	amyA//
GO_0061985_7	insI-1//
GO_0062012_5	soxR//rplA//curA//recF//iaaA//nlpE//thiL//pstS//waaL//rusA//gppA//
GO_0062013_6	mobA//nagC//secG//
GO_0062014_6	hdeD//cfa//
GO_0065002_6	yegD//speB//luxS//ribD//zwf//proS//gapA//nadC//
GO_0065003_5	yiiE//yfgI//spy//yahF//tdcB//sapD//mcbR//abgR//dsbD//ftsL//pliG//hscC//leuC//aroH//yjbG//mglC//secD//hypC//pdxH//emrK//iscX//dtpB//yfcU//rlmE//nuoE//carB//nanE//yihR//yeaG//sucD//def//dgkA//fliL//fklB//folE//hofQ//yidQ//gldA//ftsQ//wcaB//aroH//yceK//rbfA//lacZ//bssS//hofM//ymgF//cusA//ompA//glgX//ypdA//yidE//gmd//narV//mepH//cbeA//lptF//fepC//nfi//ygeV//crfC//tatD//puuP//ulaD//fabZ//nusG//glcD//symE//bepA//exbB//hflD//pgaB//ppiC//rfaD//leuD//agaD//kdgR//sapB//feaR//qseC//ccmG//epmC//yeaV//yqeF//sbp//speE//accC//yiaB//dhaR//ycjY//ybhA//srmB//
GO_0065004_6	sbp//
GO_0065008_3	hdeD//acpT//fhuF//pinQ//hemL//rplB//dusB//ldtD//fumA//ydbK//adiY//rpsK//hyfC//ydeP//gsiC//rnlB//rcnB//ybiY//ykgA//gor//yiiM//cheZ//yiaL//sfsA//nadC//yehC//osmE//yahB//ybgI//abgR//yhjX//yehB//pal//puuP//rimO//yhcD//atpF//purF//bdcR//zntR//argC//fdoH//insH-5//mmuP//murB//lldP//rplK//ygcO//ydcS//rzpR//frc//proV//yhbS//rfbC//lptF//ldtE//arnT//adeP//ydeI//cyoA//ymgC//yjhI//rlmC//ydfK//pabA//phoE//ccmE//bioA//hisF//tolA//plsX//flgB//insH-6//mmuM//hldE//ynjA//barA//thrC//casC//ygiW//ribD//ldcA//dgcJ//sbmA//zraS//phnL//lysC//oppA//intE//rpsG//yoaB//rhtB//hemN//sucB//frmA//eutD//yfiC//tdcE//tdcF//trpD//ycgV//mutH//tqsA//oppD//nrdG//nupX//ydaC//glgA//yihW//ycfH//dgcN//yoaA//adiC//waaZ//bisC//dcuA//nrfA//yafQ//proV//deoA//ydeT//wecB//betI//yejA//sgrT//malZ//ulaE//gcvR//rluC//hyfA//ygaH//
GO_0065009_3	frmR//ybgQ//secB//rhaM//uspF//insA-2//hisF//mdtQ//msrB//yjfF//ybjI//tomB//gluQ//hrsA//ygfI//dtpA//metN//fadL//queE//aroC//ybiH//speB//prmB//fhuC//ycdY//frlC//melA//dinQ//arnD//cyoE//mltC//rpsO//yiiM//murQ//crr//cof//glrR//yihQ//paoC//rdgB//fdoH//paaK//ydeO//ndh//gltX//ompC//fliD//cdgI//cas2//zntA//waaG//borD//menC//argC//mlaD//bsmA//frdD//umpG//ydeP//pphB//phoU//hha//rpsD//astC//clpX//mnmG//ynfL//rnt//rbsR//thiP//ydiF//yqaB//yehZ//bglB//hokE//menF//yjjV//
GO_0070084_7	rplD//
GO_0070085_3	yjaZ//narL//
GO_0070178_5	iraM//
GO_0070201_6	tisB//iaaA//rapA//
GO_0070206_7	ftsZ//glnE//cysD//ldtB//
GO_0070207_8	metR//fre//treR//emrK//
GO_0070297_7	ydbD//
GO_0070298_8	katE//
GO_0070301_6	rlpA//yeeJ//fdhF//dauA//feoA//kch//cvrA//rlmM//torZ//insA-1//
GO_0070329_5	entB//tnaC//
GO_0070413_7	yihI//yidC//
GO_0070415_6	ribA//ldrD//
GO_0070417_5	nagA//oppB//dsbD//fepD//
GO_0070453_7	ydjJ//
GO_0070475_7	appA//ybiW//hscC//ldtC//yobF//suhB//nupC//mpaA//yagE//tauC//rplP//nagC//lexA//gspI//dgcQ//yjjQ//malK//fhlA//yhbO//
GO_0070476_7	lpoA//degP//
GO_0070482_4	gabD//thyA//yjaZ//accA//
GO_0070525_7	rcsD//yfdK//yhjB//atpB//
GO_0070574_9	dnaQ//narK//efp//ulaG//
GO_0070581_8	tktB//
GO_0070588_9	cheY//
GO_0070589_6	asnC//ftsL//gabT//exbB//frwC//casA//betI//lptG//aaeR//rplF//zapD//mutY//fimG//nhaR//lpxH//psuT//talB//tnaA//ispG//intF//frc//amtB//cas2//ygaZ//ynhF//xisR//dacC//ftsL//yahD//ldrB//flhE//trpL//bcsQ//yqgB//alsK//yddA//gloA//bepA//ybdG//emrD//hemF//acrA//sdaA//
GO_0070627_10	wzb//
GO_0070646_6	lpoB//
GO_0070647_7	ppk//
GO_0070689_6	queE//potC//
GO_0070716_8	sdhD//
GO_0070726_5	lapB//ubiC//
GO_0070727_4	glmM//eutR//rpsI//yhgF//ldcA//yddA//yhhT//murB//cysC//sspA//yhhT//yphB//ligB//ydfH//metK//yecS//flgM//
GO_0070778_6	yneL//garL//
GO_0070838_8	aidB//ugd//appC//hybF//appY//prs//ybcL//queD//cynX//ynaE//zinT//raiA//kefF//accB//ydhJ//
GO_0070873_7	yphB//cpoB//
GO_0070874_7	zitB//
GO_0070875_7	frlB//
GO_0070887_4	syd//cmoM//amyA//norV//ygeW//scpC//prpD//clsC//lapB//fsr//yciE//yfbV//cysA//eno//rimI//frlB//kch//eutB//yeiG//ybiO//tynA//acrZ//hypF//yajO//pdxA//mdtQ//gloA//ybbN//cdd//ybiV//galF//ibsE//eutD//hslO//araB//setA//nanT//soxR//hisF//ushA//ampG//tcdA//ycdY//lysS//ccmH//mutH//hicA//dppB//sucB//pitB//ydaN//ydjE//yeiL//ompR//glrK//hemB//phr//rdgB//uup//ypdI//
GO_0070894_6	lolD//
GO_0070925_5	lsrA//fdx//ygfZ//dsbB//frc//nrfG//glpX//napC//ykgA//rmuC//
GO_0070930_7	cmk//
GO_0070972_7	yfaU//
GO_0070981_6	lysU//
GO_0070982_5	corA//
GO_0070988_3	trkA//ldtB//
GO_0070989_4	ulaA//
GO_0071103_6	feaB//nrfD//ascF//dosP//trpB//cydC//hdeB//atpH//pncB//idi//ykfI//lpxL//ompG//nikA//hisH//tpiA//yfcR//sdaC//alpA//
GO_0071139_6	cysI//fimE//
GO_0071214_4	clcA//suhB//dsbB//pfkB//kdpB//epmA//manX//zipA//tyrR//rpnB//yrdA//rclB//ddlA//msrQ//ibsE//ybhJ//rbn//gor//nei//rppH//ispB//holA//kduD//phoE//
GO_0071218_6	zraR//
GO_0071229_5	purL//cnu//rfaG//ompL//trkG//
GO_0071230_6	relA//
GO_0071236_5	miaA//yciE//ruvB//minC//cycA//agaA//bssR//recX//ykgA//yieK//norV//secM//ydcP//yggF//surE//asr//yhhY//focB//
GO_0071237_6	rplB//frlA//
GO_0071241_5	msrQ//dadA//rsmB//glcD//yjjQ//crr//ykgM//uvrB//patA//araE//dkgB//glsA2//phnO//alsA//ybdO//uxuA//fumB//
GO_0071243_5	yebC//
GO_0071248_6	idnT//yfcU//trmH//dnaJ//queF//manY//gadC//entC//greB//mdtL//pdxY//yeiE//otsA//ugpB//
GO_0071249_6	bglA//rutD//
GO_0071250_6	cof//cysD//
GO_0071265_5	ybiT//sfmC//leuO//rimP//cheB//
GO_0071266_6	sdhE//hxpB//
GO_0071267_6	mliC//ybhF//hyfF//
GO_0071270_6	btuD//nei//
GO_0071271_7	ymjB//cusB//
GO_0071276_7	pnuC//artQ//
GO_0071280_7	pepQ//xanP//
GO_0071284_7	rplC//
GO_0071286_7	ybdR//gltK//
GO_0071287_7	ycfH//
GO_0071288_7	melB//yfcA//
GO_0071289_7	glnB//
GO_0071291_6	leuE//
GO_0071292_7	cysU//yhdH//
GO_0071294_7	bcp//ccmD//
GO_0071310_5	zraR//fnr//rcsB//rlmF//rrrD//ydjH//abgA//tilS//ybfA//adhE//ugpA//
GO_0071417_5	nuoF//bioC//cnu//
GO_0071421_9	yfcS//recB//folX//
GO_0071422_7	otsA//cysH//nupC//
GO_0071423_8	btuC//
GO_0071453_5	pyrH//cas2//prlF//
GO_0071454_5	ybjG//pck//
GO_0071456_5	mhpT//
GO_0071467_5	maeA//btuD//osmE//nrdD//pgaD//yfiE//rluE//rpiB//pflB//fecD//allB//
GO_0071468_6	tldD//symE//ubiX//macA//ymgC//artP//uspE//yihS//hyaA//evgS//
GO_0071470_5	acpS//trmL//hyfR//entC//mtlA//insI-1//plsC//cynT//xylG//argG//
GO_0071474_6	fucI//ykgO//ydjM//yohC//
GO_0071478_5	sohB//truB//tamA//
GO_0071482_6	recT//thrC//frlC//
GO_0071483_7	rfaH//
GO_0071495_4	ybhR//ycbX//treR//
GO_0071496_4	sapC//yggX//yagJ//lacZ//tsgA//cbrA//ulaD//yibF//hslR//gloB//yciG//eutR//flgG//fliG//proA//yddL//crr//add//lhr//eno//glgX//yhcD//rpmJ//gmd//melB//wecE//phoE//ivbL//pyrB//degQ//frlR//sgcX//emrY//lysA//glmU//yidE//fruB//rsmH//folM//zupT//higA//oxyR//fimA//gntR//preA//ldtB//proP//ybjL//ompL//rpsG//glvB//waaC//recR//
GO_0071500_5	endA//
GO_0071502_5	rplF//
GO_0071545_6	ppiC//trmD//
GO_0071554_3	iclR//frlC//cecR//rffC//puuA//aphA//relE//pyrC//epmC//ycjY//truD//chbG//bglA//nei//yfiE//fdhD//metQ//asnA//ycgB//yihQ//mgtL//yehY//sixA//
GO_0071555_4	uxaA//lon//flgF//ycbU//yhgF//gudX//ybfE//dacC//fecD//chaA//clsB//mdtB//tsf//
GO_0071577_9	ypdI//ligB//kdgK//yadK//iscU//phoQ//paaD//
GO_0071616_6	lit//bamA//
GO_0071702_5	opgC//psuG//yfaL//ydfD//relB//proA//xisE//cpxR//mgsA//dmsB//pepA//yeeJ//hpt//ycjD//ydjL//yjiX//cstA//queC//ldrA//endA//elfC//adeP//cmtA//rlmM//ddpA//tonB//cmoA//aroP//ppiC//ascB//fliS//queE//mntS//leuC//rcnR//aslB//artP//prpD//sufE//fetB//gppA//ttdT//frdB//phoA//ptsI//fkpB//ycgV//fis//yiiE//yhiM//ynfH//nadA//nirC//hybC//ycaO//sstT//ftsL//nfuA//perR//ubiX//hisS//yfjV//gadA//frvR//rlmF//lacZ//pdxY//ilvA//nagB//flgH//der//pepT//narV//yjbF//yhaO//purT//fadR//prkB//rfbX//mdtG//mscK//ydcI//umuC//yiaT//csgB//hyaB//yedX//mepH//asd//rlmJ//erfK//ampH//surE//rsmC//gadC//abpA//yajR//waaB//ygaZ//tusB//dtpA//fliL//ilvI//yfdO//tyrR//yihR//narK//waaC//hybC//cheW//rhoL//murR//rspB//birA//ydiP//lpxP//alsE//ycdX//ygfI//arnT//mdlA//btuC//fruB//frmA//yfdC//mreD//mraZ//ftsN//glpD//yciF//panB//ftsY//xanP//betI//pagP//ymdB//aaeA//alsC//zur//ymgF//gspI//trpB//cedA//cyaY//frdC//malG//glmU//ftsY//ilvM//sdhD//hflC//ubiD//feaR//mdtE//rpmA//rpsR//dcuD//cdsA//modA//phoB//uidC//uvrD//fliZ//yajD//ompN//znuB//rutE//flgK//cueR//ycgR//proS//uvrC//dnaA//ppc//aas//menA//creC//ralR//rbsA//ybjN//ybiH//yedL//yfaE//rnlA//yggF//acpS//exuT//fpr//ydfH//def//yraI//cmoB//dctA//yejF//asnA//prfA//hxpB//yhhY//chbF//yagU//rplY//gcvH//yoeB//pgaB//lldD//ydeP//ubiD//gsiA//waaQ//rlmB//yhjB//ykfI//ilvI//insI4//tktB//wzzE//idnT//zwf//mcbR//appC//ybiV//galE//guaB//basR//feaR//agaW//ybiH//rhaM//pinQ//yajR//yefM//spoT//gcvT//pitB//valS//tdcC//pykF//codB//cysU//mgtA//plsB//mrdB//trpD//agaI//slt//yoaB//cusC//grxD//intE//ftsI//insB-4//yiaT//cdsA//ulaC//tolQ//yjiX//mepH//znuC//psd//waaB//dcp//ilvI//glnP//fimD//mrdB//tsr//rodZ//ybbY//tdcG//oppF//mdtP//wcaJ//surA//pepA//ygfX//ydiV//ygbM//srlD//csgG//fliS//rpsE//ndk//mglB//gudD//abpB//yeiE//hdeA//bcp//atpC//lit//bioD2//rdgC//mepA//mutS//marA//hisB//ydeE//rsmG//lipA//rbsB//ligB//ugpC//lrp//cysQ//yfhM//glcC//fnr//mdtB//folM//cysP//nuoE//mhpR//proW//chbA//rfaH//patD//bioD//rhtA//etp//sufB//exuT//tig//fecC//ybdO//ogt//hycB//deaD//nudF//hcaE//ypdF//glcC//rhoL//tpx//ubiX//purA//cysU//nirC//yidL//ycaN//wza//cusB//gadB//rnhB//phnM//mnmE//rplP//eptB//yaiV//mutT//pdxB//chbA//yihO//fdnH//ygjK//ldtD//yebG//ansB//atpE//hcaC//sfmH//rpnA//pbpC//zwf//nanA//lasT//phnL//hyfF//mqsA//yebS//mog//xerC//acrZ//hemD//nrfA//topAI//qorA//leuB//yifB//ycaN//fixC//murF//entD//pdeD//mtlD//fdoG//ftsX//pheP//ybiT//yjiR//mprA//
