#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	araH//thiH//idnT//garR//
GO_0070574_9	nuoF//hisD//pdeK//glnB//
GO_0070581_8	ccmH//
GO_0070588_9	nirD//
GO_0070589_6	rffM//glsB//yeaK//kilR//fimD//flgA//fecC//ispH//hha//trmJ//miaA//yfcS//ubiB//yehP//yhfS//selA//chpB//alaS//yiaN//bsmA//rtcB//yehW//nupX//fhuF//trmI//waaZ//msrQ//yedP//uspE//clsA//fiu//menA//ybiA//flhE//yhcH//ftsH//asr//rpnC//yqiG//abgT//paoC//lpxT//hisP//
GO_0070627_10	focB//
GO_0070646_6	kbp//
GO_0070647_7	opgD//
GO_0070689_6	mtr//fis//
GO_0070716_8	paaC//
GO_0070726_5	nuoL//exoX//
GO_0070727_4	tbpA//yiaO//hflX//pgpC//trxC//aroB//envY//lptF//aroP//cnu//aes//sbmC//fieF//cbpM//gatD//flgI//ampH//
GO_0070778_6	yfcQ//yehD//
GO_0070838_8	cysN//flgM//rplD//nfo//ortT//tnaA//yraI//ymfK//priC//rpsL//tilS//recE//rhaB//astB//yaaU//
GO_0070873_7	abgA//lnt//
GO_0070874_7	ykgF//
GO_0070875_7	ybaQ//
GO_0070887_4	eutN//aspC//treB//mdtQ//fepG//envY//ompG//hflK//tdcC//holE//yigB//ybbN//adhP//ppc//cpdB//nagE//amiB//rffH//rrrQ//ibpB//rcsD//rimM//nei//queE//proB//cydD//rluF//secD//mscK//napF//dpiB//ybiV//yjbF//clpB//mgtA//aas//tusB//sbcC//gltL//ybcM//malF//yehY//fdoG//rcdA//argT//ycbU//ydhQ//nrdI//flhC//mscK//fhuC//agaV//rpsE//ygcW//yqaB//udk//waaH//ygfZ//ycjW//sodC//
GO_0070894_6	yjbH//
GO_0070925_5	fryA//ybiO//yhaO//lamB//gltP//polB//ymgF//hyaD//ybgQ//menD//
GO_0070930_7	fadK//
GO_0070972_7	chpS//
GO_0070981_6	paaF//
GO_0070982_5	ykfI//
GO_0070988_3	mntP//arcB//
GO_0070989_4	rplD//
GO_0071103_6	murG//rlmN//osmE//rbsR//hcaR//yciV//ppiA//pepQ//fadA//bglX//frvR//sfmA//rbsK//yhdW//atpC//adiY//livK//fabI//yieE//
GO_0071139_6	rplJ//ybaT//
GO_0071214_4	acpP//gpmA//groS//solA//yihX//aroD//udk//adhE//ubiC//yjiQ//ruvC//yfcR//atoB//rplN//ulaA//nsrR//yfbR//oxc//ahpC//rodZ//tdcA//speD//cpdA//yhjV//
GO_0071218_6	cobC//
GO_0071229_5	ompW//ygeR//tdcC//ulaF//hisH//
GO_0071230_6	lgoT//
GO_0071236_5	dctA//trpL//norV//yhaM//rng//cbtA//pgrR//ydfK//yfbR//ndh//holD//pdxB//melA//glrR//intF//ebgA//cadC//gloC//
GO_0071237_6	potB//ldtB//
GO_0071241_5	bglF//paaD//thiQ//galK//ghxQ//oppC//gyrA//npr//tehB//rclB//lpxT//hofM//clsA//tpiA//speF//hupA//purN//
GO_0071243_5	sdhD//
GO_0071248_6	dnaA//mscS//metQ//mobA//nuoH//rpoD//pgaB//dgcZ//yegV//ulaF//prkB//hrpA//ghxP//hybA//
GO_0071249_6	ada//fecC//
GO_0071250_6	amiB//kdpD//
GO_0071265_5	glsA2//hns//ydfH//cptB//tig//
GO_0071266_6	icd//gadB//
GO_0071267_6	dxs//era//pfkB//
GO_0071270_6	fumA//csgB//
GO_0071271_7	nhaB//ddlA//
GO_0071276_7	rhtB//yhbQ//
GO_0071280_7	prfC//sdhC//
GO_0071284_7	iap//
GO_0071286_7	mog//hchA//
GO_0071287_7	gntR//
GO_0071288_7	potI//yhjB//
GO_0071289_7	tatE//
GO_0071291_6	preA//
GO_0071292_7	hyaA//gsiD//
GO_0071294_7	pbpG//prpC//
GO_0071310_5	mqsA//rpiR//hyaD//dinQ//gapA//yihS//metG//kefF//csiD//ogrK//nanE//
GO_0071417_5	yraI//atpC//flgM//
GO_0071421_9	yajD//prkB//clsB//
GO_0071422_7	yddM//yfhM//mrcA//
GO_0071423_8	uxuR//
GO_0071453_5	yjtD//narI//oxc//
GO_0071454_5	phnO//paaD//
GO_0071456_5	atpH//
GO_0071467_5	bamD//iap//rcnR//yehA//yhjX//yoaA//ybhG//cobT//yidP//sspA//cobC//
GO_0071468_6	sfmA//cspC//rimI//yhbY//entA//ygbI//vsr//gspI//selU//dcm//
GO_0071470_5	envR//yghO//surE//hns//glrR//iap//tehA//ubiI//rimK//phnO//
GO_0071474_6	prpC//ruvB//carB//ynhF//
GO_0071478_5	yehX//sapC//caiD//
GO_0071482_6	ydiV//yejE//mdtC//
GO_0071483_7	ybbN//
GO_0071495_4	yejE//glpX//rclC//
GO_0071496_4	crr//fhuB//ybaM//tcyL//rodZ//yjiY//radA//malI//pphB//udk//ybaE//trpGD//yjeH//yhdJ//yebC//mlaE//insI-1//aroH//lacI//sdiA//ybiH//ybgP//ubiX//caiD//ydfD//tolC//cydA//rlmN//eptA//astB//rsmE//thrL//tatB//hcaT//ybdG//frlB//rbsD//qseB//puuP//yphC//tufA//pflC//pphA//adeD//viaA//yihV//ybaQ//ompA//hdeB//csgF//lpxT//kdgT//shiA//
GO_0071500_5	higB//
GO_0071502_5	yghG//
GO_0071545_6	eptB//pldB//
GO_0071554_3	ybhP//phoE//mdtF//fadL//rutG//gadX//htpX//glnA//patA//lsrR//mglB//barA//mutT//osmC//lrp//rusA//emrE//holC//yihU//ytfQ//zapA//rplC//hisQ//
GO_0071555_4	yfaL//ykgM//xanP//ygaV//pckA//selD//maoP//yaaY//symE//csgD//tamB//ybiX//yggD//
GO_0071577_9	nanS//arsR//hofQ//yjhG//waaO//yfdS//yphD//
GO_0071616_6	prpD//nfsB//
GO_0071702_5	ydiO//hofM//yihV//lrhA//rhtB//aer//barA//yjhP//napD//rseB//bssR//ubiD//ftsX//csrA//crp//ydhK//pyrG//livM//pfkB//syd//tamB//erpA//ygiB//prkB//mazF//aroE//mak//mug//mdtB//pgsA//arcC//yehT//thrA//fixB//yhfS//mdtA//mnmA//mepA//rpsN//malF//malX//srkA//lpoB//mlaC//phoU//dhaL//cydA//nrfB//yfdS//mnmA//yiaF//mglA//mepA//cobU//thiI//radD//ydcO//hprS//xylA//rnt//ftsI//yfjR//hdeB//rbbA//gspJ//ypjD//tdcB//fepG//allB//pck//yqcG//lptD//yjiA//yjhH//rpsG//aes//murC//cho//mrp//glxK//map//yddA//der//araD//ymgA//mntH//lptF//waaB//gcvA//pspF//rsmF//elfA//tolA//sgcR//garP//leuA//htpG//ybaM//rfbD//mntH//nikD//prfB//lipA//mdtF//ttdT//puuE//hha//aaeA//yejF//purF//accD//mtgA//recE//nfsB//cpxP//ftsZ//rutD//gltL//hprS//sapB//glpG//mqsR//lpxD//phnC//rsmI//fre//ydcO//insB-4//sutR//murE//zntA//aceA//rihC//cytR//pdxY//cysB//citE//ccmG//cpsB//hypA//narH//ybjL//yehD//guaB//flhC//fhlA//ybcL//wza//thrC//yqiI//yrdA//hyi//dpiB//gudP//yigB//gadE//yqgF//zwf//rsmC//rep//yafC//yehD//coaE//pdeK//frvB//gsiA//yajD//rpsG//yjiA//puuB//zipA//potI//afuC//degP//skp//yqgB//gcvP//nupC//nirC//yihO//fbaA//rplC//lysP//ssb//cspD//yggD//ugpB//pgpB//cbl//hofM//yiaB//ompT//yaaJ//rsmH//rlmH//surA//relE//ttdR//ttdR//treB//abpA//gmd//trxC//ppiD//ldrD//baeS//cysE//rhaR//xylE//phnL//glpC//rpsK//ymgA//waaA//tolQ//fbp//rne//ftsE//gluQ//ulaB//zapE//fsr//ydaC//aroA//emrY//hokE//insB-4//yahO//ulaC//mhpC//sufS//ilvH//nrfG//mutS//yhcF//kdgT//sufC//yggN//aroC//cmoB//gspJ//frmB//ftsY//metF//bamC//pepA//yphD//surE//glsA1//ravA//patD//bglJ//purF//nanK//lsrA//yjhH//arcB//yhdJ//tnaC//mpaA//pyrH//hemL//mraZ//ycjU//holE//livJ//caiT//gfcE//cspG//caiB//iscA//mazF//tonB//uhpC//glgX//rpoS//bioD2//yraH//yciE//yjeI//solA//fadR//mdtD//glsB//iscA//tilS//rbn//metQ//tamA//maoP//gmd//napC//frvA//maa//melR//yafN//wzc//pgpA//gntR//ulaA//yedF//rihA//insI-1//rsmB//sbcD//atpH//glnD//ybdH//ghxQ//solA//cusR//rdgC//cvrA//rsuA//fadD//rfaB//flgE//mdh//hflC//ade//guaA//rlmB//aroA//modA//soxS//zapE//ppsA//rutG//ydgA//yciH//gadW//opgH//pepB//fadI//menA//malZ//mdtQ//qseC//serC//dapF//mglC//ydjK//sucB//yqcC//yidQ//gadX//lamB//modB//waaO//nlpA//ugpE//yjiA//yedF//ybgP//moaD//ispH//rhaT//metN//ykgO//rsmC//dinG//iap//pitA//yihW//yjcS//yeaK//ubiJ//cspE//pgm//glnQ//yebS//ybiW//agaB//higA//bssS//eno//mukB//deaD//hslR//nlpI//serC//mmuM//flgJ//yhbY//gutQ//xanP//hybC//rhmR//recO//uxaA//
GO_0071704_3	arnE//rarA//yahD//ilvH//rpmF//wzb//cyaY//thrL//wcaC//yhaM//yhbS//ghoS//fdoI//dbpA//dgoA//cyoE//mnmE//gltB//lysC//thiG//treC//rbsK//lpxM//yebG//fimI//rpmG//fliG//fixB//lasT//tpiA//tcdA//yfcG//ynaI//groL//slyD//aspS//tusA//scpB//yedA//ychF//mtlR//tsaE//glpD//fliZ//yeiL//glsB//yoeE//cecR//rhaT//pgaD//uspC//nfi//yidP//trpB//guaD//pdeL//aroL//qseC//bamA//perR//rzoD//hiuH//cmoA//yqeA//pntA//aroA//fadA//mltB//arsC//rpnA//nudG//ybhS//glxK//iap//rplQ//phnH//iaaA//rlmD//dgcM//ygjK//ompR//ribD//rof//queD//cusB//yeaK//der//malS//rhaB//pepB//yhfK//trpD//sgbU//mdtN//dgcM//yfcG//yqjA//mdoD//yifB//tsaC//speA//shoB//ettA//dgcQ//casD//cydA//sfsA//rlmL//ychO//yobA//ybbY//srmB//yajQ//ybjG//lipB//rimK//fau//fimF//sspA//atpB//mglA//zraR//phnG//sstT//yajQ//ghoS//ybjG//ltaE//surA//phoP//yfeO//bisC//dcm//recF//yphD//rcsF//gdhA//dosP//yfcS//otsB//roxA//serC//bolA//opgB//efeO//yneJ//elbB//aroG//mdtE//ybhP//gcvP//orn//yfaU//secB//amiB//serA//zraS//ybhG//hsrA//hslV//focB//artP//pitB//glnP//mrr//ygaV//xylE//cfa//acs//xapB//poxB//alsA//glcA//kefB//nagK//decR//rsmA//acnA//prs//ibsD//purU//emrY//fliD//alaE//tqsA//fabD//gmhB//yfaU//ynaI//ldrD//waaF//soxS//ybcM//mrdB//rplY//yraR//ilvM//phnM//solA//lpxL//ldtA//djlC//era//lpoB//ilvI//pgm//rbsR//waaL//corA//ldcA//araA//rbbA//putP//pflC//lpcA//basS//insH-5//waaC//pyrL//ydfK//sad//rfaG//moaD//panZ//proA//iap//yfbV//ygbI//prpR//yhbQ//fucP//sseA//hybD//emrK//fdnG//glgA//chbF//sucC//araD//phnI//parC//yjcE//moaC//aas//yafQ//uhpB//ygiB//ycjQ//cysG//luxS//ubiD//glxR//paaF//ydhQ//serC//emrE//envR//paaK//rluA//mazG//agaC//fes//rluA//slmA//ydiP//potE//waaS//rluD//fre//argF//hemA//rutF//ddpA//glmM//rluD//iraM//ygaH//xylE//epmC//gcd//yadN//yfgJ//evgS//gadC//dmlA//nfuA//flgI//katG//mhpT//ppk//adiY//decR//yejE//lacI//dpiA//metE//hybE//ppx//narY//pspA//dgcM//yggE//miaB//hofO//hflD//rimK//pncB//minD//ahr//sixA//mhpR//ynbD//rutA//ymfK//wcaC//nanS//ydcZ//rsmI//ynbC//btuR//sfsB//bssR//cysB//dfp//gsiB//insK//patA//bolA//mscL//yahF//ybaL//prpC//hyfF//fixA//yeaD//yidQ//sbmC//emrY//bcr//yphD//ompT//yfdS//guaA//cof//ilvE//yraR//acnA//adhE//kefB//aaeA//rpoE//glnS//sbcD//mlc//putA//mngR//pgl//entH//yggW//amtB//gspE//cirA//glcC//tolB//fhuD//upp//rlmN//ybhG//fruA//yghW//pykA//elfC//rdgC//yjjV//sfmD//rbsR//uhpC//yidE//moaC//argG//paaG//fecC//stpA//frlR//murP//yceO//yiaB//relA//glgS//dcd//iraD//deoC//pckA//mdtB//lsrG//ybhG//dpiA//yciG//wcaJ//ligB//elaD//ldtB//rmf//clsC//hemF//focA//lptG//gstA//sgbE//argD//wecC//mdtF//srlA//fucK//mngB//hycB//erfK//yaiP//lptA//mdlB//npr//rsmD//arnA//gatA//fliL//hha//rstB//yebG//opgE//dhaM//yifB//mdfA//coaE//bsmA//malY//gmd//codA//thiL//mrdB//recD//flhE//fimF//pckA//upp//murA//treB//folM//ybaT//ybhG//epd//yfiE//yfgI//hypC//mhpR//ybbY//trpGD//secM//mutM//btuD//crl//rpoH//yidP//thiI//ssuA//rfbX//aroP//hisQ//rsuA//csgG//iscS//yfbU//cbpM//garP//sspA//rimM//torC//yidA//rclC//atoC//tyrS//sucB//phnO//phnO//rhsD//yggF//cynX//ybiX//mtgA//gshB//pgpA//potG//yiiD//zupT//fhuF//eptB//glnP//moeB//putP//lolB//yneE//mltD//asnC//ydjK//rffG//yiaM//yidK//appB//alkB//yedX//cysA//rsmF//aphA//rclR//dtpB//gsiC//recB//sutR//metQ//nlpI//yhbQ//yahK//ycfS//ratA//proC//ybiH//narI//ycjD//cpdA//yidQ//feoB//mqsA//ydgA//oppD//ydiF//hybO//umuD//xanP//recO//fliG//epmC//clsB//csdA//metI//chpB//exoX//gpt//fimB//uup//narJ//cdd//rpsK//secY//dkgB//baeS//cbpM//mrcA//uhpB//gatC//hslV//tdcE//acpP//mlaF//ruvC//glsB//creC//flgE//yihS//slyA//ydjE//caiB//shiA//xylB//trpL//mngB//yjcS//metF//ydcZ//dinJ//rfaG//yhgF//ybdM//csgG//hypB//rfbX//secD//umpH//truC//aroK//yidL//yehA//gnsB//preT//dsbA//thiH//sucD//dcuA//glpX//yfcF//cutA//pntA//ygeR//rimK//rluC//ybcM//yabI//tadA//malK//moeA//ldcA//ybfE//opgD//dgcN//yejE//fimG//argK//ghrB//yaaU//nrfC//glnA//rluA//sgcC//hipB//mcbA//apaH//fklB//nrdD//rutG//tbpA//aspA//yiaF//cysA//dacD//rrrD//dacB//uhpB//wzyE//nrfB//trpE//gspF//selB//otsA//mngB//kefC//dacB//pdeF//hscA//argE//opgC//ydiB//rnlA//kefB//lnt//yfjR//ydjM//ydjK//tyrS//ybiI//mlaD//metE//leuB//ybaE//lpxC//ydiZ//pflC//puuE//acpH//tyrR//rluF//ftsN//preA//glpG//xanP//fur//rluF//degP//yjgX//ybcF//mliC//rlmM//hcaC//acnB//thiE//dtpA//mdtP//gltP//ybhS//narK//cusR//cvpA//casC//hofQ//moaC//ygjH//fruB//dgoT//ygeV//iap//epmA//evgS//fecB//ydjK//yfdG//lipA//dld//cirA//ulaB//lptC//scpC//leuA//cysW//yiaU//yidP//bamE//yhaJ//livK//elaD//ybbN//gatZ//ybcJ//serB//topB//rplT//phnP//moaE//gatB//tsgA//yehB//intA//dapA//sstT//ygaV//panD//purN//yoaB//rcnB//dsdC//moaB//yhhY//sbcB//garP//mukB//rzoR//alpA//yeaK//yecS//intF//murI//blc//rplN//degS//kdgK//yjgX//mzrA//zapE//rsmG//insI4//xanP//rspB//rpsP//kdpD//cheR//fabR//kbp//nhaA//yghB//uxuR//rraB//yobA//lolB//kefB//hfq//prlF//pheM//glgS//mnmC//appB//ynfE//ycjD//pgl//dauA//opgB//cdgI//fryC//rppH//tabA//gltB//hemC//livF//flgD//kbaY//lacZ//hisS//ynjD//mtnN//sdaA//fadE//clpX//acrD//hybO//qseB//lplT//rimO//curA//adhP//ruvB//csgB//mlc//ybcM//dctR//mscL//yaaU//argP//fecC//priA//trpD//hdfR//ynfK//bioH//yidA//yibH//uraA//xseA//yajQ//matP//murI//hemH//yhdZ//lacY//mepA//cedA//yheT//patA//rhaR//folC//gpmA//bioF//yiaN//yfjR//ypdI//rarD//yciF//cueR//ybaM//minC//hisM//cbeA//ompN//cyaY//argE//rplK//nirD//uxaB//trpS//ycdY//trpB//oppA//ispH//acnB//glmS//fetB//ybiY//rutR//csrD//queE//ydbD//frwD//nrfD//znuB//dctA//motA//mtlR//yhdJ//bsmA//ansA//nudF//rclA//mreC//sdaA//cyaY//potE//paaB//sucB//mlaF//rplJ//ybgP//macB//tnaC//yneE//nei//insB-4//rpoA//hdeB//ybhA//higB//ttdR//dhaM//mntH//mprA//fryA//uxuR//sufS//pheT//hisD//dgoD//ykgM//frvA//paaX//ydiQ//pfkB//pppA//ycbX//chaC//cysW//nusA//tonB//rsmC//fucA//mrcA//mdtG//cmoM//lysR//glnS//thrS//ibsE//thrA//glpC//yehY//uacT//caiD//umpH//frlB//tusD//agaA//bioD2//allD//oxyR//zapC//lon//nanK//gadA//psuT//pdeR//kch//bioB//ydeP//livK//arcB//uxaA//lyxK//ushA//fis//pykA//uhpC//yabI//kbp//nmpC//adk//araD//ybhS//tdh//mrdA//yjiX//rsmH//acnA//alpA//groS//bioD//sdaB//rpsA//frwD//nimR//oppB//ibsD//adiY//lsrD//ldtA//acrR//aldB//erpA//glsA//dhaR//accC//yhdH//envR//sgcR//fliL//dcuS//yehX//mnmE//yqiI//rplL//proX//dppC//manY//yabI//relE//hns//yfcG//gppA//marR//torZ//hcaE//mhpA//ravA//gutQ//accA//envY//sodB//guaB//cysQ//moaE//pal//glrK//speA//purB//cspB//ybaK//thiG//yneJ//fbaA//mdaB//cysS//epmC//sgrR//ddpX//atpE//osmY//cra//alsB//cmk//ulaG//rluD//tsaB//adhE//mhpT//kdgR//sutR//aaeA//purR//lamB//ycfH//ynjD//bglX//dnaB//ydjM//tolR//hslJ//atoS//araH//efp//nfsB//pyrG//manA//tdcB//galK//citE//dkgB//aceK//xylF//alkA//fhuF//essD//murD//yjeH//bamC//alkB//appC//atpG//ftsW//yeeO//leuE//insA-1//mltG//umuD//rng//mltD//murE//rpe//mtfA//ampE//ibpA//mdtK//ygjK//ilvE//ydeT//narL//ldtE//waaY//yebG//xylA//panB//tktA//degQ//rsmF//hfq//bglJ//cysD//ytfE//iscU//emrE//ynfE//fepB//pepD//cmoA//aspA//rne//ycaO//nusG//dppA//ygeA//yafN//gltL//hyfR//yiaL//rpsG//zinT//napD//puuA//rsmC//nth//ygdG//gadW//lsrK//leuO//ldtA//yghW//bioA//citT//dinI//yeaE//dacB//chbG//manZ//fis//def//nrdE//ybiX//nuoI//rssA//hinT//gnsB//moeA//rplC//uof//cspA//malP//chaC//gcl//frlR//greA//ebgR//ybaL//yfcS//yqeF//trkG//yqhC//cmtA//nfuA//btuD//betA//hfq//tyrS//erfK//ydhK//ubiE//purC//rbsB//mutS//truC//kduI//nuoB//cadC//gyrB//ccmF//opgD//hflK//codB//hdhA//leuB//corA//pphA//dinG//groL//mdtL//galS//glrK//sbp//fimE//rnr//gpmM//dtpD//gltS//gltL//hyaC//pyrH//phnG//lpcA//rihA//yfdO//livH//sgbH//actP//arsC//bepA//arsB//rzpD//aphA//pepD//hisM//symE//rimL//rnpA//dacB//yfbV//chpB//ycgB//cynX//mscM//pckA//paaZ//moeB//livK//cobB//wcaJ//pdeF//uvrA//yadM//holB//poxB//mrcB//serA//araB//flgB//dppD//zinT//yafE//yghG//eco//secY//crcB//dmsB//ybhD//lasT//hcaD//cspB//hprR//ycfJ//purR//mprA//lptC//lyxK//rpoH//der//cpsB//thiP//degQ//pgpB//clsA//menF//nagB//prlC//xseA//dgcT//yqeA//frmB//rhtB//rseC//hokE//lolC//rpsB//tsaD//baeS//cbtA//appY//bolA//potH//moaD//ccmD//araD//fhlA//ibpB//cca//erfK//yjaA//degP//metK//gyrA//yobF//ybeF//ffh//cycA//bcr//tabA//leuE//glsA2//ygbM//feaB//yphD//waaQ//yiaA//aidB//rlmN//rsmD//cbeA//ibsA//moeA//yahI//pntB//yibF//gntR//yccA//sufD//puuA//pepA//nrfC//maoP//yejE//prfA//frdD//dxs//hcaT//lpxT//yjhC//ptsI//rimL//pcnB//yedF//phr//astB//yojI//bioD1//gpp//yifB//relA//mrdA//alkA//chbB//uacT//gadC//ynhG//mtnN//yccS//ydeP//adhE//rmf//argI//glgP//uvrC//yahI//ogrK//pdeH//proP//ydaV//ydaV//pfkB//fhuB//metQ//tcyL//cvrA//tcyL//rtcB//tcyP//elfC//agaV//ulaR//ravA//icd//casD//orn//ade//ydeE//cydD//nuoH//gatZ//hdhA//proX//ptsH//paaD//tmcA//iscS//bioD2//ydhJ//nmpC//ybdM//bioF//kdpC//pgrR//mtfA//mtfA//yeaD//yhdH//purC//yddA//abpB//waaQ//rpnC//phnM//hemG//mscS//dpiB//tmk//gloB//zapD//lpxP//fur//elfD//rseB//sfsB//cpxP//tdcE//putA//gcvT//atpC//ygcR//hslR//yhiM//ugpB//mrp//glcF//tabA//talB//envR//yfaX//exbD//dkgB//fucO//suhB//sfsB//shiA//gltB//puuD//rnd//murF//pbpG//hemC//cpsG//yiaU//rutR//ompC//pspF//atoC//mngR//rpmA//nuoH//rplP//ygcO//bamD//aidB//lplA//aroE//gadW//sfsA//cynX//argH//ygeR//dnaB//agaC//ftsX//tamB//pepB//pykF//lptF//ssb//ybjD//waaH//glpR//rpsG//clcA//xylB//metG//lptC//lacZ//guaB//ychO//sufA//tig//glgX//yjcO//sufS//yghG//ileS//dapA//ibaG//torR//nth//yieH//yehW//hisM//rapZ//lsrK//yghW//exbD//ycjP//yfcG//insI4//yjaZ//dkgA//arnF//rplT//agaD//gatA//ypdC//dusC//fecD//cysA//panE//frmB//kdpB//acrB//dnaB//yjiR//smpB//yafS//rhmR//gyrA//yicJ//zur//yedL//moaE//betT//feoC//mppA//cmtA//insH-6//metL//cytR//nikR//plaP//recR//accA//paaB//yqaE//dcuD//gntP//bdcA//fabD//paaH//ybbY//fadH//cheW//yfcQ//bfr//lysP//sodB//mmuM//sodB//queE//narH//bamC//phoR//fimI//tsgA//hupA//chiP//fepA//mdtE//matP//torS//kbp//fdnG//pagP//tnaA//soxR//ydaC//yiiM//rffH//abpA//glyA//rayT//pfkB//paaH//lpxL//dps//mdtC//bamB//sppA//oppD//rfbX//narL//mraZ//ibsD//ydbK//rhtB//yehB//yjjG//hflX//appC//hexR//yheT//pckA//gadC//umpG//pgpC//gabD//preA//sfmH//recX//rcnR//mdtJ//mntP//torY//thrC//cynX//phoQ//xylF//dppC//wcaJ//fhuC//nuoN//glrK//rpsT//alpA//ftsA//yqaB//ybjG//thrL//oxyR//infB//hypD//rplR//preT//cobT//insA-2//
GO_0071705_5	rpnC//yqgB//accD//livG//cyoC//lyxK//ybhF//eptA//ypdC//infC//fdnG//yfdG//tmk//rodZ//maa//narH//sgrR//lptC//elfC//bcsQ//ilvE//oxc//flgD//uxuB//dnaK//bluR//yqeF//fucI//coaD//nirB//ilvH//bglA//ybjD//ynhG//hypT//yeaG//malX//ogrK//yehY//secE//yraH//yfdO//zntR//ibsB//recQ//dtpB//yraI//fumB//caiF//aroG//yjhP//phoQ//btuF//tolB//nikC//potE//dinD//melA//pgaB//sdaC//yejE//rseC//moaA//acs//rffG//poxB//rpsJ//mltG//kdpA//mobA//rlmM//gabP//fliD//ybjD//yejF//rep//hypE//puuP//treF//cspI//thiM//mutS//hdeA//queA//rlmM//fepG//lpxM//skp//mraY//rarD//tsaB//dinQ//tolQ//rutB//thiD//aroH//asnB//rpsN//ygaZ//dedD//dgcE//acnA//ampG//mtfA//lrhA//napB//groS//sdiA//lepA//ynaE//yghW//yfaX//yjiQ//aspA//hchA//kup//proQ//rfbD//nikB//appA//sbmC//fimC//yfbR//guaA//glxR//nsrR//fsr//allS//mrr//yidE//sutR//nadD//yciT//apaH//ydjM//mscM//sdaC//wzb//acrZ//mutT//rpsE//bglB//apaH//qseB//yhcD//folD//rplM//greB//tdh//umpH//bioD2//iraM//mrp//aceF//oppC//abgT//yabI//rluC//grpE//ycbB//ydeT//argP//aldA//yegS//thrA//opgB//malI//hisQ//folP//ppsR//ridA//truA//ridA//ybaQ//rplD//ydjJ//allB//srlD//aceB//bioA//asnA//sbmA//glmS//hflC//rpsO//solA//ccmE//aqpZ//ydbD//ibsC//dnaE//cueO//cpsB//hscA//yjbF//ymgC//matP//ruvC//cas1//parC//yfgO//cydC//gudP//aspA//srlR//frc//pyrC//ygbN//yhaO//aphA//xapA//ytfR//yegT//argG//lpxC//cusB//feaB//yhaM//frdC//ydiZ//thrL//hdeB//yciT//yoeB//gatC//ykgF//msrA//narZ//yebQ//clpS//rluC//bglJ//rutE//crfC//def//rpiR//
GO_0071709_5	pyrF//ybaK//mdtL//entE//uxuB//alsB//narQ//rdgB//kbaZ//yeeO//
GO_0071731_5	glpD//dcp//dtpD//
GO_0071732_6	recF//
GO_0071769_5	grxD//
GO_0071804_3	rfbX//agaI//yfaU//emrB//cspI//cynS//yfaE//rfbB//hisB//cfa//nuoN//xisR//rlmI//frdC//dacC//
GO_0071805_4	sgrT//hisH//adeP//serB//rplB//yqiG//yjhI//umpH//yqeA//rplI//opgB//yeaG//ppsA//orn//malZ//
GO_0071806_6	sdhD//ybhD//rof//pppA//guaB//queA//amtB//thrA//fabZ//sgrR//guaA//yhjV//rcsD//trmL//insB-4//yafO//fdnG//rpmF//hcaR//
GO_0071807_8	rhaD//
GO_0071824_5	yhfK//
GO_0071826_5	ugpB//ydhQ//ybjN//yoeE//sodB//ycgV//gyrB//ybhP//hemE//csgD//hflX//menB//dtd//zupT//paaE//mreD//wza//cusF//yfbV//dinQ//menH//sapC//ydjH//proQ//ridA//xylH//
GO_0071897_6	rfbD//csgD//nadE//cadB//yqcC//mukB//groL//lptD//aroG//arfB//fabI//cecR//dinB//umuC//proS//zraS//cynX//zipA//yfcS//yfaU//
GO_0071915_9	holB//
GO_0071932_8	glnQ//
GO_0071934_6	ffh//lysO//hfq//
GO_0071941_4	dpiA//pheA//gudP//gpsA//proC//erfK//rtcB//hybE//lsrR//
GO_0071945_7	eptC//
GO_0071951_8	nrdA//
GO_0071963_4	hdeD//
GO_0071973_6	glvC//glpX//rhaR//recX//napC//luxS//nudG//lpxH//basS//iaaA//ftsY//artJ//kdpF//oppF//rplD//malY//mltF//galF//hsdM//rfbB//sdaC//paaX//modA//clcB//birA//yhgH//ydaC//trmI//abgA//pdeR//cysE//
GO_0071975_4	ybhD//
GO_0071977_5	yjjU//
GO_0071978_7	ihfB//pnuC//pstA//ndk//mutS//agaB//ydgA//ulaC//rplB//yfcG//yiiE//bioD1//eno//modA//
GO_0072321_6	ugpA//yebK//
GO_0072322_6	torD//
GO_0072323_7	nikA//
GO_0072329_7	pldB//nadC//mdtG//mdtI//flgA//accC//fic//gltL//rraB//yajL//frvB//ariR//guaD//ompW//mgtA//spy//ftsA//yfcG//elaA//srlE//kdsD//atoC//ycfH//yjfP//oppC//nuoM//nuoL//idnT//arnE//feaR//cdd//focA//menD//cheZ//arnE//idnO//argT//yjjG//purB//csgF//ycfJ//dinI//wrbA//rsmG//ybaT//dld//glyS//ybdO//ebgA//dacD//groL//yggX//appY//mocA//rfaB//ygbN//emrY//kilR//uvrY//yhbO//prfA//ycfS//fliK//panE//ade//glcB//dgcZ//selA//secG//hofN//menI//xapA//iap//truA//pcm//fhuC//wza//fes//rutB//ydhQ//ydfD//
