#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	nupC//yciG//hisH//pta//
GO_0006139_4	mngA//recB//hisQ//kdgR//pspD//trpC//rsgA//npr//sufC//mutT//iraP//yafE//insK//menF//yebK//yjjW//yihV//serS//kefG//flgI//opgD//rpnB//glnE//oppD//atpC//ebgA//rseB//bolA//pbpG//dtpA//yohC//dacB//pdeL//glnB//hybF//cpxR//ispU//carA//dcuC//flgJ//yphD//rpnD//ybiY//ebgR//rrrD//basR//dsbA//pfkB//ascB//csiR//cdd//ligB//cutA//wecA//rutE//deaD//rutE//soxR//secA//bioA//gltD//srlR//yiaB//tig//mrcA//hyi//oppB//fucP//asnB//nuoH//yhbO//insA-1//ascF//ppiA//pykA//ygbM//selA//mhpC//yajL//waaH//bacA//fdnH//manZ//waaJ//dapF//rluE//secM//ydcZ//allS//ampD//yhjR//yiaN//kbp//ygfA//nanK//sgbH//glvC//focA//phnC//ibsE//ybjX//ddlB//cueR//yidA//hofO//yaiP//xylG//hdhA//tcdA//ulaF//raiA//dcuS//ldtA//ssb//wzzB//yhgF//psd//phnL//yodD//yhcH//yohC//yccX//ligB//sdaA//torS//yaiW//ttdB//manA//uup//aqpZ//rhaM//ybgP//hisA//yqaE//gpsA//ybiH//nanR//yihR//alsK//lepB//thiL//torC//pyrC//fepE//hxpA//sapD//murR//hcp//def//rnr//fliG//dcyD//mdtM//arnE//mcbA//ssuB//asd//eutA//motA//gcvP//serS//kdsC//xisR//wecB//glgA//agaI//wecC//cspI//radD//ggt//gutM//osmE//yjhB//xseB//trpE//cmtB//mobA//speB//caiF//mgtA//eco//gltD//lldR//rutR//menE//lysO//phnO//garP//leuC//puuE//yeeA//menH//yheT//yeaV//glgX//mepH//rffC//ynhG//map//ilvI//ung//lysP//yefM//betB//potC//lsrC//tsaE//pyrL//recQ//ispG//nuoB//yfcS//ldtE//fbaA//ccmC//yggE//rutR//rsfS//torR//livM//treB//fdnG//ycgR//ygiB//essD//livF//yfcS//rsmJ//pstB//tsaC//yfcQ//sxy//rpsQ//fnr//rpnC//yggT//ydhQ//yjjQ//kefG//pal//nhaB//ygbM//rbsA//malG//frmR//dusB//patZ//ydjL//kdpD//kbaY//ydiP//argE//mhpT//endA//nuoH//arnD//yahO//purB//lpxC//dcuR//dut//minD//lacY//tamB//entE//srlR//ybhA//rlmJ//mtlA//galR//ubiE//ykgA//ycjW//mrp//clpP//purT//alaS//caiF//gltI//araB//rcsB//fbaA//yhaC//paaA//rlmM//yggW//ykfI//dsdA//yccX//sgrT//nemR//yeiL//yfgO//yrbG//rne//cusA//agaA//rrrD//arnE//gcvT//mazG//mcrB//cdgI//ydcR//acpS//ung//mipA//csgB//vsr//nusG//uhpT//yeeO//ydcM//gpp//tnaC//yaaU//patD//xylR//ynaI//narJ//clcB//pheP//rraB//glcB//opgC//epd//yqcC//gcd//accB//fsr//yaaU//waaP//cyaY//ugpB//yggW//mdh//ahr//nrdR//tadA//rpsS//fucO//zur//ubiB//dsdA//ygeR//ampG//hpf//ldcA//mrcA//sodC//cmoB//araG//ygaH//ybhA//fabB//uraA//frlR//yhgH//rdgC//rluA//wcaB//ydjE//pdeR//dpiA//ybcJ//prpD//yrdA//mpaA//cydD//lhr//rbsD//phnO//btuC//gudP//glcB//hcp//frvB//mgtA//yhhZ//rfbB//yjiY//artP//sdiA//gabT//rbsB//ackA//tomB//leuA//fadD//ulaC//aspA//dpiB//tmk//rpnD//waaS//crr//galT//murP//gluQ//yhcH//aroC//mlaC//ydaC//rpiA//proS//rpiR//pth//trpL//glcE//rrrQ//wzb//ycfS//sspA//accC//rplD//pphA//frmR//btuR//cvpA//atpA//thiD//nlpI//dnaJ//ompW//mmuM//ubiG//pstB//cas1//dgcJ//ascG//erfK//ompR//yjjX//ubiC//glnS//fabA//icd//syd//rhtA//hda//ptsP//leuD//yeeJ//rimK//mdtF//rnt//tilS//rihB//trxC//yfgJ//yihL//mhpB//cusA//artJ//garL//diaA//menI//cusS//livJ//rapA//hisI//narV//cyoA//dcd//yhhZ//ilvN//sugE//appA//panC//cydB//sdhE//folD//scpB//phnP//dppA//tag//trmD//dcuD//sbcD//yggN//yceK//garL//rpoS//arsR//ybhR//manY//dgoK//ybiO//rpiB//gcd//yoaB//yfcA//rseP//metC//hemC//nudF//rpmB//ribC//yfgJ//yidZ//dnaG//rplN//yihT//dgcN//rusA//frdC//dam//hybG//trmD//glpK//hprR//yqjH//ackA//btuB//yjjG//cheA//fimZ//mrcB//gapC//kdgR//nhaA//flgB//ycjU//opgH//ribA//hofP//ldrD//nuoM//prpC//yrfG//nth//yibF//mocA//pyrG//rimO//fliZ//cynS//ychO//rayT//cusA//lsrK//ybeY//lsrK//pdxK//insH-5//dacA//ghoT//cpxP//msrA//zwf//deoD//rpmB//ubiA//pspA//fimG//ansB//mdtL//mdtP//tdcC//sppA//rpoE//fdrA//fliT//uof//pgpC//ortT//rpsO//dgcM//hisH//yfgO//zraR//fimZ//yhcH//fryC//yejA//yijE//glxK//gudX//phnH//atpF//adiA//hcaE//alsK//yieH//yceD//dacD//ygfZ//hisB//aslB//hisP//yehY//sucC//xerC//envY//bssS//cobT//hybD//yqjI//cbrA//aroP//hemF//torA//yhdJ//ytfT//zraS//satP//yjhG//glnH//gyrA//ftsK//mnmA//rssB//rapZ//
GO_0006140_6	guaC//ggt//
GO_0006144_6	rcdA//exbB//mppA//frlR//phnH//rnb//macA//leuD//cydC//alaA//
GO_0006145_7	yjbE//cobT//shoB//mdtC//
GO_0006146_8	yeeO//guaA//
GO_0006148_9	eptB//
GO_0006149_9	flgE//
GO_0006150_9	gntP//
GO_0006152_7	araA//gspJ//ybiI//sthA//hybE//xylE//
GO_0006154_6	hexR//
GO_0006161_9	glpB//
GO_0006163_6	ycbV//argE//napD//frr//lexA//ahpC//ybiO//lpxK//rplM//rpsI//rfaQ//hdeA//mrdB//cutA//yfaE//appY//atpA//mhpR//yhjD//hybF//speF//nhaB//recJ//hisA//gcd//waaZ//opgG//amiB//mgsA//folD//ycbV//pheS//poxB//argT//bipA//ydbK//yjjU//yfiR//pck//sapA//garD//selU//aroE//hcaD//frvA//minE//rlmA//lysA//soxR//cyoD//brnQ//xylB//lsrG//yagI//
GO_0006164_7	ftsB//nadB//flhE//fhuF//wbbK//idnK//mltD//talB//ompC//hrsA//ygcW//feoA//rpoD//pntB//recE//erpA//mepH//yggX//yraK//tdh//ybhR//cheW//idnD//yegV//tag//torI//tdcD//cadB//yhaO//paaX//ansB//dld//tusA//nagB//paaG//glpR//sgbU//sapC//pdxA//yaiV//
GO_0006165_7	fadB//nuoH//fumB//eptC//katG//hyfA//livM//mrdA//dtpA//napC//mscS//thiQ//mscL//clsB//rlmI//glmS//glsA2//cdaR//setA//
GO_0006166_6	ptsP//narH//
GO_0006167_6	paaZ//
GO_0006168_7	potB//phoQ//
GO_0006171_9	opgG//
GO_0006172_9	hxpA//
GO_0006177_9	agp//dcuR//btuR//
GO_0006178_7	argH//
GO_0006183_9	lacZ//
GO_0006188_9	tus//ymfK//sufA//ygbL//
GO_0006189_10	lldD//mtgA//
GO_0006195_7	gadA//napB//
GO_0006203_8	tolR//nudC//
GO_0006206_6	etp//glnP//lysC//manZ//lipA//moaA//cptB//yojI//fryB//zinT//arnF//dpiB//wcaC//cueR//fbaA//proB//glsA1//agaI//ymgF//chbA//phoA//ynfE//slmA//ygiN//glcF//gloB//
GO_0006207_8	ftsN//hypC//nirD//insI3//insI-2//
GO_0006208_7	rspB//yfiC//osmC//abgR//nrfF//napC//insB-4//yjtD//waaL//fieF//cas2//yaiW//yidQ//
GO_0006209_6	waaB//
GO_0006210_8	polA//
GO_0006212_6	glcE//rph//cadC//aidB//yigL//ybjD//rihC//evgA//dppB//tdcA//sad//
GO_0006213_6	yiaM//rlmI//metK//yigL//yhcN//hisF//ompC//motA//bglH//yraK//mazF//yciF//chbA//rbsR//selD//frwD//
GO_0006216_9	yfbS//
GO_0006217_9	rsmG//
GO_0006218_9	mukB//
GO_0006220_6	cytR//fhuC//dpiB//cpxA//ilvM//ygcR//ydjL//yidZ//csgE//ftsX//ygdG//valS//groL//gpr//pabA//mutY//yiaN//rlmM//pgm//yaaJ//
GO_0006221_7	ynfE//srlA//argC//moaA//gpp//sanA//ybdR//rutD//katG//otsB//alaA//yehX//elaB//
GO_0006222_9	cmoM//
GO_0006225_9	pyrE//
GO_0006226_9	dctA//tauC//
GO_0006227_9	asnC//
GO_0006231_9	adiA//
GO_0006233_9	pdeR//
GO_0006235_9	hprR//
GO_0006241_9	rpsL//
GO_0006244_7	nagB//entB//ndk//potC//gloB//yahD//tabA//
GO_0006259_5	secD//rluB//ilvD//ptsG//pmbA//livG//argK//ykfI//rplD//dld//hofC//purT//dhaM//fadK//pgaA//uvrD//phnK//ybdM//rho//nusG//insE-1//glnB//yjbH//rimL//ycbV//alaC//oppA//ygbN//arfB//crcB//fruK//pdxH//ftsE//rpiB//yghO//rrrQ//gapA//osmC//potH//pstS//pgi//trmJ//nlpI//fumC//pheT//gltL//skp//iscR//ybiA//cutC//arcB//cysC//yqjI//qseB//mgtA//tatE//yiaN//ycdX//dsdC//hxpA//tomB//crcB//cynS//tatD//ortT//rpsB//atpA//malG//yebK//fepC//manY//nanR//maa//hscA//motA//ldrD//rnc//alsK//yeeL//purD//yggT//secY//crp//yddL//srkA//arcC//sfmD//fdnI//cfa//aroD//ulaB//ybcL//phr//dapA//xylE//tesB//allS//ybiV//purD//holD//acnA//moeA//gadA//ycjQ//uvrY//cspD//dsbC//metB//hyaB//uidR//lgoD//yjbG//folA//caiF//ydjE//ispU//opgD//rpmB//pfkB//rbsB//patZ//rbbA//argR//patA//rpnB//artJ//ihfA//rnb//ydfK//dcm//recB//ybdR//csrA//glvB//dinJ//tonB//rep//dppB//cysK//yhaJ//ydiB//thiD//pth//adeD//fabZ//ybaK//nrfD//allD//
GO_0006260_6	dadA//fucP//appC//lpxT//rplJ//csgE//uacT//fabR//hyi//nrfA//thiP//paaF//nemR//yfcR//garR//rihC//araC//zwf//ilvN//ttdA//rhmR//
GO_0006261_7	trpC//ptsN//ilvN//yqaA//sgbE//ssuC//yggD//iscR//puuB//slt//nanE//hlyE//
GO_0006265_6	gshA//dfp//fdnG//rimL//pgsA//
GO_0006266_6	rnr//pepT//exbD//
GO_0006267_5	psuG//
GO_0006268_9	eamB//tisB//caiB//
GO_0006269_6	yeeJ//
GO_0006270_6	hisF//tolB//yfiF//hcaF//asnS//glpB//
GO_0006271_7	sfmC//lit//thrL//
GO_0006274_6	yggN//
GO_0006275_7	yahI//ada//rph//rplN//ydcI//osmE//tus//rpnC//flgD//
GO_0006276_3	ugpC//dosP//slyA//btuR//ompA//yqeG//csgG//arnF//
GO_0006281_6	obgE//lpcA//tcyP//lldR//rzpR//chpB//ycgR//fcl//yddL//srlE//ecpR//yghO//csgF//yeeA//priB//bioC//glcE//yciG//gpmA//ychO//envC//ybgI//ybiW//glpC//cheB//rpiA//galK//rihA//yhaJ//argB//napF//mdoG//yqaE//minE//dinQ//waaG//ydbK//glcE//rfbX//phnM//hemH//entS//ssuE//rbbA//narQ//ygdG//nhaB//trpR//fliD//ftsB//ompR//gapA//ariR//tgt//cspG//
GO_0006283_8	rpnD//
GO_0006284_7	iraP//yhjG//mdtJ//yjiA//yaaJ//lexA//
GO_0006285_6	purF//dauA//yfhM//glsA2//cmoA//
GO_0006288_8	exuR//yiaL//
GO_0006289_7	mscS//ygcW//
GO_0006298_7	ybeF//yibA//fadI//yfeD//afuC//yddL//nikR//nikD//frvA//nrfF//
GO_0006301_7	yhjX//insI-2//pheP//cynS//
GO_0006302_7	bdm//mutH//rssA//asnB//yciV//trpA//torD//tcyJ//pgm//
GO_0006304_6	tisB//lipB//ygeV//ivy//moaC//acrR//ispG//yfiR//tdcD//
GO_0006305_7	rhmR//yajQ//ybhD//moaE//
GO_0006306_5	tyrA//cusA//phnN//araC//
GO_0006307_8	glsA//kefB//sspB//ygcR//pcm//
GO_0006308_6	chbA//dxr//tmcA//ivy//cspE//ycjD//nrfF//zur//casC//hinT//sseA//recN//
GO_0006310_6	yceO//hcaE//evgA//agaV//ycgV//caiT//bglX//mocA//metF//chbC//lipB//mmuM//cspA//mepS//hslO//araE//dinG//metF//lhr//ompC//rpiA//menB//xapB//tdk//hslR//dcuA//yjhI//glmU//minE//dsdC//cheY//nagC//hdhA//msrB//ihfB//gpr//rseB//lolC//rdgB//sgcE//ycjW//epmA//pal//
GO_0006313_4	yecS//rspB//rlmA//ynjA//dgoR//nikA//bioD//
GO_0006323_7	nrfA//
GO_0006325_4	pdeF//
GO_0006351_6	idnT//yfcQ//lysR//thrA//nrfD//iscX//glrR//slt//hslV//gldA//talB//trmB//xapB//ompC//tauA//fucO//ogt//motA//mdtN//mraZ//nrdB//ytfR//ynbB//bisC//rssA//rhaS//ccmH//ybhR//pdxB//mdtE//alkB//ykgM//rapZ//narK//tolC//zwf//iscR//rclA//rpsR//prlF//yibH//dinI//mog//yehP//kdpE//bioB//ykfI//rbn//yeiE//leuC//msrQ//nlpI//flgM//yihX//mhpD//dgoT//citE//lamB//dpiA//uidA//queE//queD//uacT//glmU//lysP//tonB//dapD//ydhC//lpxT//tcyJ//ybaO//hyfR//gdhA//uspG//ruvC//hdhA//sulA//ybcJ//chiP//ompF//tyrS//metB//fimD//ogrK//arnE//yihO//mrr//dld//dnaN//katE//mepA//ttcA//nuoB//pphB//yfeR//mutL//rnhB//bioA//casA//glpX//tauD//paaA//fic//nrdD//yibA//tdcD//yaaU//tgt//aspS//yejB//yfiF//hipB//poxB//rraB//eutA//glpD//dmlR//waaC//rlpA//
GO_0006352_7	yebS//ybcQ//glmS//waaY//
GO_0006353_7	waaY//flhE//
GO_0006354_7	dapA//mazF//ppiC//
GO_0006355_7	torS//yfcG//phoR//gatB//aaeA//betB//dnaT//manZ//argT//norW//tsaB//mpaA//gnsB//lsrG//yhjR//rpoA//yoaA//glpG//yjiR//dam//panE//topA//chbG//yehD//pyrH//yfcQ//xerD//clsC//aldA//hisI//epd//topA//cvpA//uspG//bcsQ//yihP//ssuD//mdh//yedF//mmuM//malX//asnS//yggE//tsaE//fryC//gadC//rlmA//lysP//clpA//eamB//preA//sstT//nirC//baeR//nirB//mdtO//mutL//rpnC//pyrD//nanS//narL//yhjA//ortT//fliD//rlmM//yrdA//pgl//ydiP//focB//uxuA//acrD//moeA//ydhJ//rlmE//orn//proP//potI//yggP//dmlA//osmY//kefB//cysC//ycfH//uxaB//glpB//eamA//yaiP//pgk//aqpZ//nuoB//speC//srlD//mdtF//ynfH//ogt//malZ//dcd//torY//rzpR//yghO//truC//lptF//uof//ruvB//atpA//kdsB//hlyE//frvR//rhaS//wrbA//yjcO//era//ulaR//corA//queC//ratA//pgpA//ridA//yegD//fkpB//ygaH//arnF//grcA//fdx//bcp//pldB//mug//hemB//dctR//allR//bioA//iscA//pheM//cas2//xerC//ybjD//fucI//rplY//mngR//ycfH//hslR//ydiZ//crcB//dgoD//tauC//opgE//nudC//rnb//nemA//obgE//gatZ//tdcE//glpB//hemH//rutE//dhaR//hybE//yfbR//trkA//yqaE//hokE//napC//yebC//uspG//cobC//prpB//tsr//yghW//yfcV//der//insB-2//exbD//mltD//viaA//tdcC//mtgA//garP//yhdH//patA//rhoL//glmU//napF//rpsK//gcvH//cvpA//yajD//tomB//lptE//gloC//aqpZ//wzzE//setC//intF//pgpC//cyaA//pphA//thiH//dgcZ//mngA//tusA//macB//alsC//fadL//yagE//yjiM//hofC//flgE//secD//infC//yieE//hdhA//dut//ybgI//glrK//tus//cysB//folE//nfo//trmJ//waaL//hupA//lasT//yphC//lepA//zapE//ulaD//sufA//mglB//nusA//rzoR//hupB//glpG//secY//dsbB//mepH//alsC//asnC//glpB//rpmF//sohB//dhaK//yojI//ompN//ftsH//pdhR//wzyE//ilvM//tdcA//proB//gsiB//dnaE//ygiV//ydbD//ppsR//rmf//flgB//intQ//deoA//yfdG//dinJ//aspA//
GO_0006357_8	fdnH//
GO_0006364_9	ydaC//ygiS//ygbN//pheP//menD//cbrA//ybgQ//ygiS//yieK//lptE//secM//puuD//rpmA//mgtA//envC//lysO//nikB//yfcG//yedX//murB//rng//yjaA//kbp//cheB//yhcD//tolR//pinR//ycjD//selU//ycfJ//rnhA//recG//osmE//yeeO//cusA//clsB//bioD1//ilvB//ycfH//torZ//dsdA//pldB//mtgA//
GO_0006378_8	yqaE//rpoE//
GO_0006379_8	dhaL//
GO_0006382_8	mngA//
GO_0006396_7	alaS//nagE//phnL//betB//yibH//insK//rhtC//fliS//nrdG//rpoA//fhuB//gcvA//metB//kdsA//ade//narZ//glpF//rzpR//yaaU//cmk//wcaJ//ybiW//mltG//glmM//narQ//gltI//yfdK//sbcB//speF//pdeR//yehW//napB//dacB//rng//perR//hdeB//yfbR//emrK//galS//borD//tsaE//ortT//fabH//aspS//mutT//cedA//qorA//ccmH//iscS//lolD//rcnB//gltB//araF//ycgV//yohD//nfsB//livK//ldtC//aceK//dsdX//ybiH//ydeO//putA//ycaO//bioF//ssb//fimG//aphA//yjhC//hyaD//bioP//agaW//ybaE//rsmB//csrD//osmF//rcdA//yheT//lsrR//acpP//tdcA//ibsA//glnP//yeeL//shiA//ycdY//surA//dmsB//mnmA//rpsM//ihfB//glgC//yghB//yoeB//arsR//envZ//djlC//tktA//rssA//mnaT//rclB//malY//
GO_0006397_8	mnmE//yaaY//pabC//
GO_0006399_8	pepB//ybjD//prlC//menD//rbbA//leuC//gpmA//insI-1//feaR//proQ//sgbH//uxuR//fabR//flhA//leuC//ldtD//cysM//rluD//intA//phoU//zapD//sdhA//ribA//citE//ydeT//yahD//cheB//rutB//metF//ushA//ycgV//ascF//perR//moeA//leuD//rbsK//cysQ//secG//ttdR//phnN//prfC//clpS//cydD//putP//modC//iclR//gdhA//glgB//yghO//yhjA//menD//yafN//kdgR//puuC//yjhP//yhdJ//hemD//gpsA//nanR//elyC//astB//nsrR//rhtA//uspG//chaC//corA//cbrC//uspE//trmL//yeiG//yadK//yhhT//fimH//ibsA//arcB//dgoA//ydiZ//aes//rzoD//thiM//prpB//thiE//
GO_0006400_7	cyaA//pykA//speA//rraB//mmuM//yjiA//mhpA//rfbB//pdeH//rffH//nagC//yfiC//gspJ//yciE//glgP//efp//ybiX//panZ//rbn//yneL//ygaV//rsmC//hisD//nuoN//gatD//surE//rpsK//gshA//kefF//mrcA//rho//rfaG//ybiJ//ompA//syd//narZ//folM//selA//flgI//lldP//bluF//hslV//tsr//raiA//ligB//rbsC//phnC//flhC//yidA//
GO_0006401_6	feoA//tpiA//fdx//ynfL//dusB//tktB//nirC//lplA//yqiH//rplL//tusC//pcm//oppB//hybE//ulaE//bdcA//mgtA//ydbK//ybiJ//atoB//proA//folE//
GO_0006402_7	speE//hflD//fecB//prs//priA//yigL//yebZ//ldrD//gltX//holD//fabB//
GO_0006412_6	tdcF//yibF//ygiS//yciT//feaB//rutG//hprR//csiD//insI-2//rcdA//paoC//rsmJ//glmS//gspE//rssA//tatC//arcC//gltB//tldD//ggt//ybfE//prfA//glgA//ynbD//gabD//ribD//fliZ//nhaB//ydhK//phoU//cca//ynfE//ptrA//chpB//entB//glk//mgsA//cysK//insI3//rsmI//rhmD//gpp//rclB//yaiW//nemR//solA//yafE//mliC//arnE//bluF//fabD//
GO_0006413_4	sutR//ftsL//nanT//
GO_0006414_6	nrdG//mazG//allD//nrdI//ihfA//nadB//bipA//ariR//sdhC//
GO_0006415_7	cyoD//rfaB//ilvC//chbG//ompT//chbR//deaD//
GO_0006417_7	yjjU//yajL//waaU//ftnB//lspA//flhC//infB//iclR//pal//ynfK//hcaB//aaeB//gatY//zapA//nikE//yqhD//topA//fpr//yddM//ybcJ//dhaL//treB//lolB//metK//feoA//glcE//pepB//fre//folE//fadE//ygiV//hisQ//phnN//macA//xseA//yeiE//aaeA//yphF//sthA//
GO_0006418_7	ybcL//dacB//rimO//slmA//ycgV//pgrR//holD//ydiF//ybgQ//ydiQ//bssR//flhA//rlmN//menF//lpxD//rnr//abgR//gcvA//frvR//yjbH//hcaD//ppk//murE//nupX//hsdR//
GO_0006419_8	crp//
GO_0006420_8	hisH//
GO_0006421_8	recX//
GO_0006422_8	dfp//
GO_0006423_8	gabT//
GO_0006424_8	moaB//phnM//
GO_0006425_8	chbF//
GO_0006427_8	yciH//
GO_0006428_8	abpB//
GO_0006429_8	mdh//
GO_0006430_8	flgH//envR//
GO_0006431_8	yehD//
GO_0006432_8	fhuC//yibA//
GO_0006433_8	srlR//
GO_0006434_8	wrbA//
GO_0006435_8	sdhE//
GO_0006436_8	pspD//
GO_0006437_8	waaH//
GO_0006438_8	hisQ//
GO_0006446_8	casC//allR//manA//xapR//ygfX//adiA//nhaB//
GO_0006448_8	nadB//yehP//yfgO//yihQ//cspG//
GO_0006450_4	napD//tktA//aroP//cmoA//araH//yhfK//insE-1//exuT//rclC//groS//
GO_0006451_7	lgoR//
GO_0006457_3	dusC//flgH//yjbG//hslJ//yfgI//truD//sdaC//bacA//rclC//aceB//exoX//rplE//yafQ//ortT//pdhR//dcuD//mtlA//dinB//lpxB//gntR//rbsC//cytR//opgE//gadC//yggN//uxaC//topB//garP//abgB//guaA//lolC//mhpR//pphA//kdsB//rimI//rph//fabB//gatC//nrdI//proA//
GO_0006458_4	focB//cptB//dinG//dgcJ//mgrB//ybeQ//caiB//yqcC//
GO_0006464_6	rffT//sdaC//hprS//wrbA//uidA//yeiE//tamB//higA//yphB//cbpM//ygfA//puuR//yrbG//fixA//fdhE//frlB//erpA//rhmD//sbcB//emrY//hipB//mutL//queF//fadM//gldA//thrC//cvrA//xerD//panB//zntR//yejA//opgB//ydcT//rtcB//alsK//erfK//rhlE//yccA//yceK//yehZ//casC//yjjV//dtpB//gpr//sufS//oppF//rapZ//aaeR//yhdJ//rplT//agp//fliS//sbcB//tdcB//rarD//yhjD//thiI//yhbY//napF//lplT//cecR//cysP//yadI//fieF//nfuA//cdaR//leuE//mltA//ybiT//yneJ//cdd//galK//chbR//kdpB//yobF//yabI//eptB//dadA//atpA//hfq//mgtL//recB//idi//yghU//ybiS//entD//fhuC//ydiK//mreC//uspC//frdC//bacA//vsr//sapD//otsA//pflC//gmd//yfbS//nei//fixA//malY//cysE//tolR//puuA//ynbB//yehX//btuD//prc//hofQ//galU//yggT//gnd//bolA//ykgA//corA//fadD//yhaJ//yiaJ//rpsE//metG//yjjW//cho//leuE//rutC//dcm//ftsY//uspC//kdsC//insB-2//tdcA//insK//ybcJ//trpA//yphF//yoaB//fecA//lyxK//yjcE//ygeV//ybiY//rhoL//rsfS//
GO_0006465_6	moaA//yjiM//hofP//
GO_0006468_7	fklB//nhaA//fabZ//lacI//pyrD//nac//glgC//glnQ//argK//hflC//aspS//glgP//epd//dauA//kduD//mscK//potB//sdaB//asnC//exbD//wecA//ribC//dtpB//rfbC//bioB//ibsE//mhpT//grxD//ynjA//cysI//glk//hybA//rlmF//rfaD//nrdR//rcnB//ycbB//ldtB//fucK//paaH//alsE//sdaA//mrp//hemB//torA//relB//galP//rsmE//ybdZ//rlmN//rpmA//tgt//treA//
GO_0006470_7	pabA//ygcO//thrA//ihfB//eptC//topB//ung//glgC//yfcR//cmtB//dhaL//yifB//cynT//sgcR//infB//ttdA//
GO_0006473_8	yqhC//ssuB//yidK//pheP//nrfD//mnmG//arsC//agaV//fre//glgC//mlaF//curA//
GO_0006474_6	potD//pspG//ybjC//paaG//waaF//
GO_0006475_9	deaD//ubiC//
GO_0006476_8	wza//mraY//fumB//
GO_0006479_5	lpxH//ybaK//aroD//pinE//ahr//rutA//yejF//slyA//
GO_0006480_6	fadJ//
GO_0006486_5	pphA//
GO_0006490_5	lnt//
GO_0006497_7	ypdA//
GO_0006508_5	proC//ykfI//sapF//ykgM//insI-2//rssA//nirB//deaD//hlyE//yciF//fepE//hemE//gutQ//hpf//prmC//ompR//sbmA//moaE//queA//ssuB//yiaT//yidH//ompW//glnS//aldA//mngB//ssb//dppA//rffT//ebgR//yidL//rsgA//phnC//dppA//rpiA//gltX//yghU//iap//udp//entA//yfcR//ubiX//clsC//oppA//tdcD//glcF//dpiA//ilvM//yiaA//tehB//rbsK//yeiE//bamA//tgt//hofP//
GO_0006515_7	potA//yiaN//rffT//yqgB//
GO_0006517_6	rimL//rcsC//caiB//pyrF//
GO_0006518_5	yeeJ//ygaV//dtpA//tdcG//hisP//pncB//murD//mngR//radD//ldcC//argO//bisC//ulaB//nfsB//modC//prs//fhuB//mqsR//ubiB//pdxB//rseB//lptF//ddpX//uxaB//mlaF//nikB//mrdA//gloA//glnS//yghG//secA//puuE//xylH//dnaJ//ftsP//phnH//rutE//symE//rnt//rlmE//menB//csdA//paaC//aslB//selA//yneL//hyaC//yiiM//cysS//mrdA//hisM//mdtO//gpmM//araE//cas1//chpS//argD//fadH//yiaJ//mqsR//artJ//cmoA//yidD//yijE//slt//serS//speD//nadA//priB//hscB//wecC//btuC//waaY//mltF//dnaN//xseA//tyrB//
GO_0006520_4	rnhB//hofM//ynaE//queF//rffM//atoC//nagB//recF//malY//btuE//ydeM//cirA//yjbF//yidC//hyfR//ampD//yhjG//xthA//kefF//ibsB//essD//ftsN//yfhH//potA//ydeE//rbsR//era//uxuR//iclR//rnt//lgoR//ynhG//agaW//nagA//yddM//citE//tauA//cvpA//fnr//yjfP//hokE//ygfZ//lpoA//yidL//yfcP//fdrA//dgoK//ubiJ//pdxA//torZ//cnu//ybiV//sutR//adhP//fdoG//hisQ//yjjI//eptC//elfA//mlaB//glgS//lsrA//ygbI//tufA//sufC//gabD//sstT//rsuA//yohD//pyrC//alaC//cutA//yqjH//glsB//aes//napA//thiQ//yodD//yggF//yidC//yaiV//gudX//frlA//ubiG//fliG//gltI//yjiQ//xylR//selA//torR//dppB//alsB//exbB//sfmH//acpP//flhE//hslR//yadM//ypjD//pspG//rffT//gstA//ftsW//yafS//rnpA//lysA//cynX//lsrC//ycgV//mltG//clsA//gspI//yidA//tsgA//ybjN//dacD//yojI//lon//malQ//recN//yoaA//asnS//glyA//rzoD//clpA//yhjX//rraA//shiA//higA//mhpD//tbpA//sgrR//uspC//glnK//nfsB//lpxL//yhdH//galT//ygdG//mgrB//tsaD//gor//radA//nrdH//tmk//thrA//ykfI//yhjR//csrD//yqiG//mutY//appC//macB//mreB//potA//eutK//nuoL//phnP//prfC//nadK//tbpA//dpiA//norV//metN//umpH//dnaC//metK//rlmE//trxC//recO//yjjW//bcr//thiP//ybgI//rplM//amtB//sgbU//setC//yaiP//rlmI//gntP//ccmA//zwf//ravA//lpoA//trpS//sapA//menC//metC//yjiR//ugpA//nrfG//trmL//recB//rclR//thiP//ycjD//aceA//pgaC//rimI//otsB//dnaB//
GO_0006521_6	tatE//argP//dctA//
GO_0006522_7	ccmF//xisE//gcl//rimJ//moeB//queE//narG//
GO_0006523_8	yidZ//nrdF//ybiJ//nuoN//
GO_0006524_8	ratA//mntP//aslB//
GO_0006525_7	clcA//ubiF//cysI//carB//secB//alr//ampE//pstA//mdtA//yafN//cutA//yfeR//hybG//frlR//nanC//yddG//dnaJ//rraA//polB//dsbG//ascF//
GO_0006526_8	flgK//agp//dinI//acpS//mdlB//parC//fliT//yjjU//hrpA//csgA//argH//sspB//yedF//
GO_0006527_8	xanP//grpE//ompW//dps//rhsD//waaU//yjhG//serC//fabG//
GO_0006528_6	pgaA//rsmG//rffH//azoR//
GO_0006529_7	pcnB//cra//
GO_0006530_7	sfmF//trmB//
GO_0006531_7	cmtA//bssR//hyaD//rfaF//trpE//chaC//ybhG//yfaV//
