#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mgrB//mdtB//icd//yqgB//
GO_0051726_5	tusB//paaJ//uhpT//lysA//kdsD//
GO_0051781_6	sbmA//flgA//
GO_0051782_6	ybgP//yiaT//msrA//yjjV//rnr//ldhA//yhjC//
GO_0051788_5	pbpG//
GO_0051790_7	serC//
GO_0051806_6	lspA//ddlB//sapD//matP//yqiH//dhaL//ralR//nrdB//
GO_0051817_5	ydeI//mdtO//livK//lnt//
GO_0051818_6	lldD//htrE//ldtA//uxuB//
GO_0051828_5	hypC//csgF//atpH//mscS//entF//glnB//lldP//bcr//
GO_0051883_4	rlmF//uup//treF//mrp//
GO_0051977_7	radD//
GO_0051983_5	pbpC//
GO_0052126_4	purL//fadE//galF//pmbA//
GO_0052128_5	blc//
GO_0052131_6	frmR//
GO_0052192_3	ssb//infB//eno//paaD//
GO_0052547_6	folM//sgcE//idnK//
GO_0052548_7	mipA//ybhG//
GO_0052646_5	thrB//yggE//hsdM//tyrA//insE-1//
GO_0052652_8	gyrA//serC//
GO_0052653_5	deoD//
GO_0052777_7	ileS//paaJ//
GO_0052778_6	ynjA//tcyN//narJ//
GO_0052779_5	entD//nhaA//ybcL//
GO_0052782_6	nirB//caiE//
GO_0052803_5	elfA//torA//htpX//rffM//ispG//yfhH//nuoN//helD//
GO_0052837_6	rlmC//
GO_0052838_5	rpsD//
GO_0055062_9	clsB//
GO_0055065_8	ycbB//sgcC//priB//ybjN//mraZ//lipA//xylH//yciA//gabT//mltA//ynfK//glyA//gltL//ybaT//atpE//tolC//lysR//rluB//shoB//hemA//yaaU//clpP//fliS//trkA//mmuP//wbbK//
GO_0055067_8	ydfD//casE//araC//ivy//mhpC//amtB//kbp//aroC//mdtQ//prpR//ydcP//hscA//
GO_0055069_9	mntR//
GO_0055070_10	gcd//ybhR//tusD//livJ//prpB//lolE//
GO_0055071_10	uspB//
GO_0055072_10	dgoT//paaD//comR//eamB//envZ//dadA//rlpA//rclR//chbF//sdhE//galE//cheY//elfD//setA//
GO_0055073_9	rplF//
GO_0055074_9	flgI//
GO_0055075_9	iscU//
GO_0055076_9	yneL//feaB//pdeR//paaX//uhpB//lit//rpsH//ygcO//ydfK//gcl//metR//pdxB//kefB//abpA//rluA//ilvH//yagF//nemA//lpxB//murG//dgcZ//kdgK//
GO_0055078_9	rpnC//fnr//yihO//
GO_0055080_7	yqhD//arnB//atoS//yibF//lsrA//fliT//cdh//yfbR//codA//araD//arfB//yjhH//leuA//bglF//rlmE//yjjG//pdeH//hemD//agaW//srlB//rplA//hypD//serB//tcyP//rsgA//fryA//flgD//dgcN//dinG//casD//metK//glpT//pyrH//htrE//polB//
GO_0055081_7	btuE//
GO_0055082_4	tauB//yqjI//garR//ddpX//yidK//fecB//mutY//yqeG//pgl//aroL//prfB//frmB//yciE//glvC//fliM//mntH//pheS//hisP//insB-4//ispH//manX//adeP//ilvD//envZ//glgC//ydfD//mgsA//yggD//amiC//hpt//galR//yhjV//ygaV//glpG//
GO_0055083_8	ompA//
GO_0055085_5	ralR//lpd//yidL//hflD//ycbB//yjjW//setA//melB//yhbS//uvrC//zapA//phoR//cobS//araE//rpnB//purL//cfa//treA//hcaC//holA//soxS//ycdX//dauA//yneJ//moeA//ugpC//sanA//bcsA//glnH//ytfR//prfB//fabI//narQ//dsbG//csgG//gloA//secA//prmB//matP//tatB//lpxL//ldcA//yeeJ//nudF//narL//cysK//yggT//pgk//bcp//hypF//tauD//rsmA//ycbU//zapA//manY//exbB//tar//narK//hyfR//ygeX//queD//gatB//thiQ//ackA//yghB//ssuB//yhaJ//ubiC//fes//flgE//gpt//rpnA//glgX//tolA//yedA//priA//rpnD//potF//ydhJ//yebZ//ggt//fliL//ariR//yidD//kefF//intZ//dgoD//frlC//nuoB//pitA//dgcQ//recG//cyoB//yraJ//trkG//allD//insI4//rppH//mraY//glsA1//ftnB//hchA//mrcA//pheP//fepG//viaA//ldcA//fepD//acpS//yqiJ//ihfB//nusA//yfdG//gudP//atoS//rihC//rarA//fetA//trmJ//ldtE//mnmA//flhA//yieH//pgaB//chbR//malF//yjhB//bipA//yjjB//gadX//argC//rplJ//paaF//rplR//katG//rnd//rimL//ybcF//rutB//yaaU//prfA//smpB//yciG//gyrA//dppD//yejB//ulaR//dnaK//gabD//menH//znuC//ygfA//frlA//nagE//yjcO//gstB//menB//yicJ//yfeW//ampD//pgpA//fimE//ynbB//hcp//glnE//potC//lapB//ybhS//leuE//apt//xylG//rraA//nirC//gfcE//sfmD//rpsA//yieH//lptA//rpiR//luxS//baeS//patA//flgB//dnaC//tsgA//yghW//speC//deoR//yadC//hiuH//yieK//grcA//ybdH//ynjD//prfB//xerD//yehB//dcuR//pspA//ftsY//hslU//mzrA//panE//yidE//manZ//rnr//hcaD//eptA//yihR//dxs//dacC//glcE//flgI//csiR//yeeO//waaG//yjfP//tehB//viaA//narW//dsbG//iap//deaD//yebZ//cynS//crr//ykgM//mglB//xerC//yibT//iclR//gcvP//murQ//crl//nuoF//rrrD//grpE//dosP//fmt//dps//nadB//sufB//yaiV//hisF//katG//melR//hinT//csgD//wecE//fhuB//fdrA//secE//dtpD//rraB//fhuC//purL//csrD//sufA//feaB//yqcC//menF//thiL//narZ//bdcA//nudG//yraR//rcnB//xseA//holC//potE//nemA//tsf//htpG//dauA//hinT//nirB//argB//yjjW//aroE//rbsA//oppD//astC//trpR//trpGD//xdhB//hypC//guaB//potD//hybC//cobU//bioD//yfdK//bacA//yjjB//yeaV//ccmE//bssR//sapB//gudX//livM//gstA//pyrB//kdsD//ydaN//talB//metC//waaC//napC//sfsB//rbfA//yhjR//mcbA//tamA//lgt//sucA//cmk//yejE//alr//ybgP//csdA//dgcT//frlB//lrhA//pbpG//msrQ//ralR//ibpB//mreD//carB//yidD//pckA//glxK//rsmH//ycfH//dld//mnmA//cysP//mepA//dcm//yfcU//fdnI//rfaC//hdfR//artJ//cysP//dapD//sgrR//uspG//atoS//pgpB//ybiV//ybgQ//lipB//puuE//serC//rsmH//ravA//rsmF//appY//ydaV//caiE//modB//yfdG//rimM//acs//cynX//queA//rhaM//yjiQ//insB-2//yejA//hyaA//mdh//yraJ//prkB//gabP//nuoB//lptA//hisS//gspJ//rlmJ//ispF//rpoS//menC//dmsC//hofP//mug//mqsR//znuA//ttdR//grcA//agaR//caiT//cdsA//fumA//yiaM//arcC//pdxA//thrS//mngA//udk//galP//fecA//rimK//yhjG//paaC//agaI//norV//eno//yjfF//orn//ykgF//nirD//icd//ghxP//intS//trmL//ugd//mprA//fruA//casD//hypF//sulA//rcnB//yiaT//ykgA//rpmA//fliK//patA//bioF//trmI//phoP//
GO_0055086_4	phoR//rcnA//puuE//ubiX//cdsA//hybG//mltD//gatC//mdoG//rspB//sdhB//yehX//yhaO//mntH//pspF//sapA//mdtO//tolA//yafN//yjbB//bdm//dppF//yhfK//dinG//sfmH//cdsA//sufB//trpC//rpsP//allD//ftsP//rng//mcrB//glk//glpC//iraM//manY//fepG//aroF//rfbD//deoD//rsmF//hcaT//tdcA//ycjY//gloB//chbG//ubiG//bioB//argK//yfjR//nuoE//btuE//ydcI//galM//smpB//dgcM//ppiD//yfcS//gcvP//nusG//marR//fadH//yagF//pabB//xapR//abgB//mngA//napB//luxS//pflA//yfdG//ycjY//fucI//trmO//gldA//nemA//elbB//nac//hflX//treA//dnaJ//hipB//tauC//csgD//pepN//rplS//yfiR//potD//uof//nirD//dld//yejB//thiE//lpoB//tabA//glgB//sfmH//pgpC//rsmB//yfgI//hisS//nagC//mrcB//mltG//sfmF//tolA//yqjI//phnL//rsgA//pdxB//ligB//cobT//rhmD//dgoK//entB//livM//dinQ//galT//yajD//dhaL//pdeL//htpX//ynhF//fryC//lacI//feoB//ycbU//gpt//kdsC//yeeL//elfA//panC//queE//alaE//nadA//nrdG//mltC//rstB//pepA//miaA//yhfK//nagE//pinQ//dmsC//yraN//nadC//yafQ//mtr//copA//narY//ydhJ//kbaY//hofO//elfD//yaiW//mdtG//araB//dgcE//acs//kdpC//yfcA//tdcR//yfaU//eptB//osmC//ydcR//rbsB//sodA//ptrA//rluF//rutB//
GO_0055114_3	dsbG//yhaO//yebZ//arnB//yjjB//dctA//pgaB//basS//menI//ygiW//manA//adeQ//rplD//nlpE//ptsI//purN//cfa//yidQ//sdaA//insI-2//insI1//sgcX//ydhK//ulaC//rapZ//rlmN//aer//flgE//yaaU//gshB//ynfK//rfbB//mepM//yjbB//gatC//acrB//garP//rlpA//rne//leuD//gldA//cfa//yfeW//ung//wecA//glmS//yjiR//sspA//ubiG//fadK//chbC//treR//bamA//yibA//osmF//mobA//galS//nhaR//yjjU//rimL//yfcR//uacT//rbsC//cmoA//nadC//dicA//lpoB//yfaL//ynbC//udp//ybcQ//yadM//opgE//ydiV//agaB//hslR//glsA2//htpG//aroA//rtcB//ttdT//pdxH//murJ//azoR//tdcF//dbpA//ltaE//malQ//truB//rbsK//flgH//ygdG//blc//trmO//rlmH//slmA//fepD//ilvE//treC//cheY//proW//hycI//artQ//ulaC//codB//pykA//bcr//gapC//oxyR//pstS//tufB//rpoS//sgrR//ygeX//gatC//yhbY//purF//trmI//eno//yfaE//nusA//ubiJ//truD//ruvB//uspC//cadA//wecA//elbB//gltS//elbB//mazG//sbcC//upp//menE//topA//folM//uvrA//flgK//envR//lpxC//pta//pflA//hisF//mnmG//proQ//accB//rlmJ//rplI//proX//cbrC//dapD//yfdK//recA//ydhJ//hofO//xylG//tadA//yigL//umpH//ycfL//ddlA//yqeG//ssuB//aslB//ibsA//lgoR//yqeF//ybjC//flgK//yafN//htpX//gyrA//ispB//zapB//ftnA//glrR//pheM//secG//yhbY//hdeB//nfo//alsK//cynX//pntB//hemH//spy//galP//ycjQ//cdaR//nagD//folE//bioP//
GO_0055129_5	yjjX//acrR//ung//
GO_0055130_8	bioP//atpF//
GO_0060003_10	ravA//narY//dnaQ//pinR//
GO_0060255_5	aspC//rsmF//trpB//garL//rclA//ssuD//mocA//tsx//chbR//mutH//yfiE//rluF//argS//dnaJ//yejF//cdaR//ppk//rffC//ynaI//ebgA//mglA//guaA//ydiV//allS//sanA//cusC//rpiR//qseB//sufE//ybaL//trmB//acnB//kbaY//rhoL//cobT//flgI//lptB//frdC//melR//ybfA//cdsA//fepE//nagC//fdoI//ibsD//mscK//hda//rluE//ykgA//rsgA//ybcJ//yeaD//hybG//plsB//hybD//tusC//acrA//ycbB//dppF//insI4//ftsH//exoX//mrcA//iscA//puuD//fryB//ubiA//sapF//gmd//ydbK//lolB//speG//agaC//opgH//cbeA//frc//gcvR//nimT//prlC//ssuD//fruK//yijE//wcaJ//gmk//cspC//cobC//zapB//chbC//tolQ//sucC//flgK//queG//sgcA//mazF//oppD//pepQ//yceO//preA//ycbX//ligA//sufC//yeeL//kilR//panZ//ybbY//ascB//lolA//folA//ompF//artJ//insI-1//gppA//nikE//ftnB//rplE//purD//ccmA//serS//yedX//yiaF//yahK//ubiB//sdhB//yjbG//mdtL//ybhG//glpD//pabB//narK//yebC//adhE//bcsA//opgE//yihO//ibpB//hinT//gltI//rpiR//yehX//cspG//srlR//phoA//phnK//lexA//tqsA//mlc//clcB//mglC//cysW//yebS//erfK//ftsY//menB//fdnH//betA//pyrH//yciA//yebQ//yghO//ulaG//puuA//nlpA//nanT//aceB//hupB//cmoM//pykA//dgcM//guaA//purR//lysC//kup//rbsK//xylA//moaB//yafQ//cbl//ybaT//yafN//torY//ybiY//glcD//zraS//umuD//htpX//yhjG//kch//gltS//hybB//ftnB//bluF//phnN//epd//ycaO//nupG//pyrC//yafO//nlpA//rpmG//fumA//hemA//ybhS//rsuA//yheT//zntA//cysI//yagU//cnu//arcC//yibA//cyoD//cytR//uxaA//nuoF//chbC//htrE//yphB//mglA//ybcC//glxK//nimT//feaB//hsrA//agaD//rstB//folM//clcB//ycfS//nrdB//nuoG//lptC//recJ//rpnC//waaL//sufD//mnmE//efeO//menB//araC//mngA//gmhB//gudP//glpT//malP//mltF//kilR//ybiV//hslO//pyrD//adiC//secA//mukB//pgaB//glnA//tomB//yjcO//ycjW//cpdB//lgoR//gntU//ydiP//rfaC//waaQ//bluF//wrbA//mrdA//dacA//fdhD//tauD//dmsA//ybjC//proQ//abgA//uidC//acrA//tsaB//paaX//yjbF//acs//hyfC//gshA//rhsD//modA//cbl//ydjH//yaaA//yhbS//purR//rng//fepC//rihA//lacY//flgC//ggt//yeaG//ycdY//glgC//kdgR//ychH//ybiY//cfa//prmB//gppA//mrdA//cycA//yceD//cobC//waaU//msrC//napC//ygdG//hyfF//actP//ydiQ//tsf//ubiH//ilvB//yeiG//panB//rpmB//flgE//ynaI//pstS//rpoD//mrp//rpmJ//ade//pheP//pabC//yfbS//murF//yaiW//glnE//folA//flgH//pyrB//yrdA//rlmA//rimO//yhaJ//oppC//rsgA//ddlB//ompR//yhjR//greA//eptC//uxaB//gyrB//ygfA//acpP//sohB//ygaZ//clsB//
GO_0060274_5	intE//
GO_0060326_5	ykgF//
GO_0060341_5	pmbA//bamB//
GO_0060491_5	aaeB//ydiQ//wecC//bioB//
GO_0060566_8	ybeF//
GO_0060567_8	argG//rcsA//rayT//
GO_0060699_8	osmC//trpR//macB//yehB//sucD//
GO_0060700_7	infB//tufA//mcbA//iraD//ygbM//
GO_0060701_8	ybiX//dkgB//cspD//glrK//yjiQ//
GO_0060702_9	ybbW//intA//rsgA//cmtA//mlc//
GO_0061013_7	hisA//fkpB//atoS//zinT//trkA//
GO_0061024_4	dhaK//aldB//paaD//yegS//mntS//thrA//tig//iscU//narW//glgC//dppA//envC//
GO_0061077_4	aceF//ghoT//ybiW//dcuC//pspF//nrdG//folX//rutB//slmA//chaC//malE//rnhB//deoA//metC//rplA//lysU//rpsB//narZ//btuF//murQ//yciF//yneL//yfhH//
GO_0061475_9	mmuM//
GO_0061504_8	chbG//
GO_0061610_5	trmJ//
GO_0061615_7	recJ//yciF//
GO_0061687_3	era//ushA//queG//clsC//ybiT//ampG//
GO_0061720_5	leuA//dfp//mtr//oppC//
GO_0061727_6	ybaL//srlR//asnS//lgoD//ftnB//azoR//macB//appY//cvrA//ilvL//yddL//kgtP//lldP//fecA//ompW//secB//hyi//rsmD//trg//ushA//ybjI//argT//moaA//grcA//
GO_0061984_6	prlC//
GO_0061985_7	yfbS//
GO_0062012_5	yiiD//gmk//hflK//setA//pgpC//udk//sucB//ycdY//rsmI//argP//cysH//
GO_0062013_6	pgaD//ykfI//smrA//
GO_0062014_6	speG//uxuA//
GO_0065002_6	metE//cysZ//hisA//cas2//ydjM//nlpA//nhaB//gcl//
GO_0065003_5	sapC//yehW//znuB//queC//rplQ//ubiB//yfeX//idnT//viaA//ubiI//sfsB//yjeI//tap//rsmI//pbpC//sgbH//ldhA//hflC//oppC//hupA//nrdR//agaB//insB-2//insI3//flgC//rlpA//mrdB//lamB//sgcX//rpsO//yrdA//iraP//lapB//ycbX//dtd//yjhP//clpB//yehW//kefC//rssA//nlpE//melB//insI-1//hofN//garD//ssuB//baeR//mdtM//degS//csgB//yoaB//ompR//uxuR//ycaO//djlC//osmC//pgaD//rimI//yqjI//glvC//cobU//dinG//truC//yhjC//mug//trkH//tdcF//frwC//orn//dinJ//cheW//nupC//miaB//sgcX//araE//fepA//chaA//potE//ubiI//yfdK//rzoR//rsmG//prmA//nirD//ygeV//fepD//rcdA//citC//thrS//rpsL//tcdA//aroP//
GO_0065004_6	dgcT//
GO_0065008_3	yjbH//fklB//araE//ygcR//iclR//mngB//gfcE//ribF//yqiJ//phnO//btuC//ybcJ//ompR//prmC//hprS//lptG//ampG//modA//idnT//relE//acrB//yeiL//trpD//ampD//hypF//yadV//sufE//ybbY//alsC//yfcG//ydfG//suhB//fimD//lysR//ygbM//sthA//hemA//mepA//sixA//bamE//yqeA//lptA//yhjB//rutD//xapA//wzyE//rhlB//alsC//entD//yidP//dppF//agaB//npr//dam//yiiM//mepM//ymgA//ybhD//ycbX//dgoK//mcbR//bioD//htrE//rssA//aaeA//trpL//ypdI//ydiO//abpB//yegT//fepC//puuP//mdtN//ghxQ//yfeD//ftsI//hisM//yjbG//leuO//ssuD//queA//yaaA//yhhT//ygeW//hisB//radD//btuC//hcaE//rimL//nuoG//queD//aspC//ytfP//ftsW//cpxA//hinT//nuoG//dgt//tusA//ccmA//ccmF//prmC//nuoB//lpxB//intF//gluQ//ygaZ//dgt//yceD//flgF//pyrH//rbfA//nfsB//rseB//fsr//baeR//erpA//ssuE//rtcR//gfcE//rpoD//hchA//fumB//yraH//sfsA//deoB//metI//secM//pntB//dinJ//lpoB//
GO_0065009_3	wcaC//ychO//hyfC//ydjK//cueR//ruvC//yjaZ//yeaV//plsX//iscS//dkgA//menH//hemA//gshA//menB//lsrD//fucO//citX//dppC//dacA//mpaA//aroP//hemG//guaC//preT//cysP//ynhF//dapA//syd//fdnG//rayT//skp//intQ//hokB//rlmG//ygeA//ltaE//dsbD//tsgA//torR//rof//nadD//yraJ//dnaB//etp//sfmF//abgB//cytR//poxB//satP//tcyN//ivbL//ettA//yhdW//yrbG//yqjA//tolR//yehC//mglB//cheB//yedF//rpsI//fieF//yrfG//sbcC//msbA//btuC//yjcS//cysK//cra//recX//yehC//ynjA//acs//atpH//fimG//dhaL//
GO_0070084_7	ygjK//
GO_0070085_3	psuT//yobA//
GO_0070178_5	mntP//
GO_0070201_6	ygeR//elaA//atpF//
GO_0070206_7	nagC//rpiB//moaC//bamB//
GO_0070207_8	rzpR//hisG//ygiS//dgcM//
GO_0070297_7	fliA//
GO_0070298_8	yjcE//
GO_0070301_6	cobU//nfi//narQ//ubiG//ycjY//insI4//gltP//rffM//rnb//ygjR//
GO_0070329_5	hpt//glpR//
GO_0070413_7	eutA//lpxT//
GO_0070415_6	cbtA//rplF//
GO_0070417_5	lepB//gntR//fucP//ydjM//
GO_0070453_7	ychO//
GO_0070475_7	tolC//ilvM//hlyE//kgtP//cynS//dsdX//allS//malF//flgA//ssuE//grpE//envC//rffH//frvB//flgD//glnH//yahN//caiD//yahO//
GO_0070476_7	dnaQ//hycB//
GO_0070482_4	ybdN//cdsA//azoR//ilvE//
GO_0070525_7	cmtB//etp//mdlB//truB//
GO_0070574_9	ibsA//caiT//appC//gppA//
GO_0070581_8	yhdJ//
GO_0070588_9	yjjU//
GO_0070589_6	yeaE//mnaT//yeiG//cptB//secF//miaB//uof//fimI//map//tatC//gpp//uspE//idnK//yiaJ//coaD//clpB//insI-2//ybhI//kduI//intF//ygiS//gadB//cysS//ribD//mgrB//roxA//adk//znuB//yadK//yajR//rbsK//pdxH//recE//yadM//sgbU//pgaC//yfaL//livM//acrD//hrsA//aroD//frlA//paaF//
GO_0070627_10	sbcC//
GO_0070646_6	nhaA//
GO_0070647_7	tdcA//
GO_0070689_6	mpaA//ecpR//
GO_0070716_8	gatD//
GO_0070726_5	potA//rhaM//
GO_0070727_4	alkA//yafQ//hcaT//yjiR//proX//ycaN//ybiH//phoR//hmp//glrK//prpD//gmk//yphF//uxuB//umuD//dosP//carA//
GO_0070778_6	araC//era//
GO_0070838_8	cbtA//ybbW//aceA//alaE//yciF//yaiW//murP//arnA//frwC//yphB//fadJ//hemH//recG//purL//manZ//
GO_0070873_7	appB//alr//
GO_0070874_7	cysW//
GO_0070875_7	caiF//
GO_0070887_4	yqhD//iap//yiaN//yiiM//ssuD//ridA//recC//yhbY//yhjA//aroG//abpA//napB//rpsG//mak//prfB//rfbD//malS//yqgF//idnT//setC//patZ//bamE//mdtJ//fadI//dtpA//argD//opgB//minC//lptF//ratA//ygeV//ibpA//cadB//hflX//ubiE//fabD//bamD//tdcC//rpiA//yqjI//rna//cspI//cysK//ruvA//rpiB//fur//rdgB//pyrC//menA//mdtM//ubiI//cheZ//prfA//ppk//gltX//dnaQ//cmoM//rlmI//ugpE//ycdX//
GO_0070894_6	aaeB//
GO_0070925_5	argR//bglA//topB//crfC//moaE//appA//pabC//caiT//dsdX//chbG//
GO_0070930_7	fbaA//
GO_0070972_7	xerD//
GO_0070981_6	ygaZ//
GO_0070982_5	fpr//
GO_0070988_3	kdgT//alsA//
GO_0070989_4	sdhB//
GO_0071103_6	cysG//abgR//hisM//fhuD//folM//gatA//holD//fecC//ynfL//roxA//cutC//glsA//betI//mnmE//yajD//nrdB//tpiA//pspF//ilvI//
GO_0071139_6	ygiS//greA//
GO_0071214_4	sixA//rraB//agaW//mnmG//nanK//relB//yfhM//yafE//ydjM//trmH//hldE//gapC//yqiG//pck//matP//moaA//norW//nanE//abgR//mgtL//glmU//copA//yhhT//rsmH//
GO_0071218_6	bioD//
GO_0071229_5	insA-2//hcaR//parC//mdh//yacG//
GO_0071230_6	btuE//
GO_0071236_5	yhcH//thrB//leuS//rplX//dhaM//ygiS//nikE//cnu//rpsN//rfaC//recB//dsdA//mdtQ//fre//ydcP//agaR//ybdN//speG//
GO_0071237_6	ruvA//rplT//
GO_0071241_5	kdgR//tnaA//recC//nrfC//cspI//yoaA//pgpB//mutL//ydiP//gltB//eutK//sspB//bamC//argB//rppH//flgF//aroE//
GO_0071243_5	mrcB//
GO_0071248_6	uxaB//eutA//ubiI//entD//metK//mdlA//csiD//nanC//yahN//fabA//sgcX//efeO//phnK//ybiO//
GO_0071249_6	rof//cptB//
GO_0071250_6	gpmA//frc//
GO_0071265_5	ygeW//ydcI//cadB//yehT//dnaE//
GO_0071266_6	recN//caiF//
GO_0071267_6	norV//ymfA//greA//
GO_0071270_6	dppB//alaS//
GO_0071271_7	aaeR//aroL//
GO_0071276_7	menB//mtlA//
GO_0071280_7	ymgF//pyrD//
GO_0071284_7	dut//
GO_0071286_7	glpA//nanT//
GO_0071287_7	actP//
GO_0071288_7	fepC//idnK//
GO_0071289_7	ttdA//
GO_0071291_6	ada//
GO_0071292_7	aroA//torD//
GO_0071294_7	mmuM//ilvM//
GO_0071310_5	gntP//pheS//hisF//nupG//hsrA//fetA//uxaA//yahF//ybdR//ybhI//cytR//
GO_0071417_5	rsmC//trpC//xylF//
GO_0071421_9	tig//glvC//ybaQ//
GO_0071422_7	alaE//thrB//abpA//
GO_0071423_8	dsbD//
GO_0071453_5	rffT//rpsO//secB//
GO_0071454_5	feoA//glcB//
GO_0071456_5	yagG//
GO_0071467_5	katG//hypE//yfaE//yhgF//frlC//pgaC//mrr//diaA//ybhJ//yagF//prmB//
GO_0071468_6	gltL//csrA//yjjU//dgoR//nadK//flgG//ldtE//caiF//glnP//kefB//
GO_0071470_5	fdoG//mdtI//fadA//deoC//galP//ytfE//tktA//sufC//prpD//aldA//
GO_0071474_6	mlaF//secA//amiA//pgsA//
GO_0071478_5	gcvH//rarA//msrC//
GO_0071482_6	hofP//flhA//ychF//
GO_0071483_7	potC//
GO_0071495_4	yjjB//prfA//mtn//
GO_0071496_4	rhtB//rutB//satP//yheT//panB//phoU//ackA//yjiQ//rutE//napC//gadE//hypF//yphD//cheW//sdhB//sodB//murB//diaA//ybdR//torC//sucA//pinQ//preT//lolA//yihU//yqjH//ydjE//gcvP//mdlB//nikR//lgoR//flgG//yihP//wcaB//ytfP//yagJ//prmC//gltB//yebZ//waaC//tdcE//mdlB//yhgH//bipA//phnI//kdsD//insB-4//xseA//yebC//yqgB//argA//ivy//mioC//
GO_0071500_5	cheZ//
GO_0071502_5	serB//
GO_0071545_6	rluE//ycbX//
GO_0071554_3	proA//frmB//arnD//hypA//glpG//yjfF//bdcR//hyfF//ispF//erfK//ribF//oxc//folE//lysS//bhsA//yedX//rsmD//yehU//uvrY//upp//ypdA//nikE//yehY//
GO_0071555_4	yqgF//tolQ//dtd//pdeH//elbB//fimC//yqaA//zraR//rplW//plaP//citX//leuS//rhaB//
GO_0071577_9	dcuD//dnaE//ubiC//csrD//dinQ//yidL//ugpE//
GO_0071616_6	galM//lapB//
GO_0071702_5	gcl//gutM//yadK//yihX//sfmH//hisQ//infC//fdrA//ygaV//metR//exoX//thiE//cysE//nuoE//potH//rcsB//cusA//deoA//copA//mutT//yebQ//tcyL//gltS//mntS//ydeO//rssB//accA//yagE//mscS//tehA//pinE//bglJ//trpR//mlaC//ydcI//lpd//fmt//frlB//rpsI//bamE//qseC//fadD//fmt//ybjD//uvrC//menC//abpA//pgaA//yfaX//crl//pphB//umpH//tap//npr//pntA//yhjD//glrR//malP//uspF//trkA//ispH//yhjA//gspJ//gph//yehZ//oppF//yfcQ//apaH//gspE//dkgB//yhjA//queC//ydiB//rppH//yaaU//rplN//ydiF//treF//paaC//hybD//ackA//rffG//yphB//rpsL//dcuS//yjjW//ndh//dsbG//fixB//yebG//dacA//fryA//yeaG//preT//hflD//frdB//phnK//psd//yhaM//sugE//yjiA//btuB//lptD//cyoA//sthA//pphA//ssuE//cobT//arnF//sdhC//fliD//fdoH//ftsW//mrcB//rplJ//iscX//cynS//serA//sugE//phnK//dicC//holB//ortT//tcyL//cysS//murP//ydhK//hyfA//poxB//rpoA//dnaJ//gadW//frwD//yqaE//cusS//rpsT//ynbB//bacA//pgaC//rcnB//ydbK//hslO//fepD//insA-2//fadE//tsgA//yigL//yjhH//sapB//yoeE//rlmI//cysP//insI3//yqhD//aldB//fimC//talB//adeD//hypT//rho//tauD//trpA//mepA//selD//abgT//yfgO//elbB//pstB//btuF//cysS//allC//dam//glmM//fabZ//sgcA//ydeP//groS//ldtA//ygjR//trpGD//acnB//prlF//ycjY//pabA//sgrR//metF//lasT//nadK//proS//ftsQ//azoR//treA//serB//crfC//dgkA//atoS//yeaD//rclR//lspA//puuA//recX//phnH//gatY//trpE//ttdR//yehY//asd//gnsB//gutQ//flgF//iclR//mreC//proB//phr//selB//puuR//narH//yqjI//ttdR//nmpC//csrA//aroL//cynS//dosP//glvB//rpoD//glcC//hha//arcC//parC//yhdX//yfaE//phnP//mutL//glgX//yhiM//mtfA//mdtC//yehT//ybiW//mreB//puuD//aaeB//alsB//ariR//lpxL//ppsA//prmC//yhbS//yieL//lgoT//apaH//ycgB//dgt//intA//tcyL//mreB//ssuE//rnlB//entD//ampH//frvR//wza//ssb//panC//ygiS//osmE//frlB//pheS//torS//ppsR//rsgA//pdeK//dppF//tolA//oppD//thrB//ldrA//cof//rlmE//hofC//lolE//ccmG//ptrA//ybaK//minD//aaeR//focA//aer//paaH//aas//malZ//mrcB//glrR//mglC//rpmH//asd//rtcB//atpC//coaA//hsdM//ibsA//mglA//narP//djlC//nsrR//prc//yiaT//nagA//ftp//cdh//glgB//mdtO//ulaB//allS//rnlB//mrp//holE//galF//potF//cdaR//sgcC//yhdW//ttdB//fau//crcB//cyaA//yjhC//phnC//bcsA//scpC//aroH//yibH//opgB//emrD//ynaE//rzpR//rimL//rho//hisQ//ccmA//yebC//rimO//ibsD//phoR//metC//ulaR//yidC//metL//hemG//nrdB//mdtG//hxpA//yiaF//ulaA//gsiB//ynjD//nsrR//kdpD//acpS//norV//chpB//dicB//hypT//xerC//ybdR//rcnR//menI//napC//fepG//nrdG//rnr//preA//mutY//envR//yidP//yafO//ackA//tnaC//ilvL//dkgA//selD//hldE//mdtI//tpiA//yfbV//aroK//hpt//yebG//dnaK//
