#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gcd//nadA//dnaA//hypA//
GO_0098002_8	eutB//
GO_0098542_4	rbsC//bcp//ytfE//lsrR//waaO//rpsA//kdsA//uspE//tatD//intQ//
GO_0098586_5	galR//ydcR//norW//
GO_0098655_7	intE//yfaV//yfiF//yraI//frmR//gsiD//dcuD//lolC//fiu//rfaH//amiB//emrK//ychO//ybhD//narG//ghxQ//galT//murB//mgtA//hemD//frlC//narW//ybeQ//cpdB//yhjR//gcvA//oppF//prc//ralR//thiM//ecpR//ubiB//tldD//tdcR//yejF//accA//hmp//osmE//kdsA//fixB//dsbB//ompF//proS//fadK//rfe//prpC//cysK//sfmF//aroK//cstA//priB//yhaO//ygeV//ydiV//idnK//yafS//pepD//gudX//yiaT//rsmH//cas2//zapA//talB//yjjI//ttcA//chpB//guaA//cydA//rluA//hypT//fmt//kefF//ispB//ycbV//argR//pflC//ycaN//truC//purB//cspD//frwD//csgG//yhbS//uxaC//metR//paaK//trmJ//ygdG//narU//ptsI//trmH//glnA//lptD//serS//rseP//iscA//yahO//pepA//bioD//yihU//yihT//cynS//xdhB//fdhD//nlpE//ribA//
GO_0098656_7	chbR//cydA//elfD//manX//yqeA//ilvM//recD//rimO//thiH//rpmB//recR//flgD//mgsA//sufC//ahr//rhlB//narH//glgX//uhpT//cysG//topAI//yfeD//cecR//sgrR//idnT//dpiB//hfq//rimJ//mdtJ//mntR//kdpE//znuB//mraZ//rplP//sbmA//plsB//fepC//insI4//rzoR//tdcD//fdoI//hdeB//lysP//nuoH//mreC//yhhY//kdpD//acpH//skp//ycaO//paaB//yddL//rnhB//trmH//relA//ydcS//mdtG//yqaA//eutR//glnB//ybhF//ompA//pdxJ//dut//atpF//aroC//pinQ//tatC//tadA//ugpC//symE//kilR//sfmA//mlaE//ybiA//chbC//trkH//glmU//yfbV//speF//ytfQ//dgoK//rplW//uhpT//ttcA//rfaC//moaA//ybhF//yjbH//pgl//nagB//chbG//yejE//ypdF//chbG//sufB//rclR//
GO_0098657_5	yjjX//galR//lrp//yaiW//recA//pheT//ybeY//acrZ//acrA//yhbQ//dhaM//araG//pdeH//scpC//cas2//arnF//lptB//yedX//ibpA//trg//
GO_0098659_8	yafC//aaeR//
GO_0098660_7	araH//prpD//yqcC//mtgA//mtgA//glgS//mcrA//dnaA//ygbI//pcm//yjhH//ygfA//lapB//hscB//tusD//uhpB//kdpB//crr//fimH//menF//kefF//ybhR//phnN//glnD//rplA//cspE//yeaD//yraH//allD//phoB//ydaN//nagB//yhdZ//decR//insA-1//sohB//fliM//oxyR//mhpA//paaB//rutF//sgcC//treB//entD//rbsR//rsmI//rpsR//tdcE//mcbA//ybbW//putA//hofM//ugd//yccA//dbpA//iraD//aceF//argS//nei//rplL//aroC//xapB//cobS//rfbX//torR//aroD//ivbL//insI1//srmB//yadV//ygiB//nadC//allC//cmk//rplP//ybiY//sbp//
GO_0098661_8	hisM//oppA//rluD//ascB//wecA//casA//prs//allB//tsx//ompG//hicA//dxs//hlyE//garR//ygfX//ypdA//cbeA//cusR//ibsB//
GO_0098662_8	tdcG//rlmH//metQ//atpG//rutB//ompG//yadM//mepS//osmF//mtlD//metE//bioP//gcvP//hybA//ccmD//yjiX//yjaZ//motA//cutC//mlaF//treR//zipA//ccmG//nadD//rsmB//pdhR//ygfX//proP//ybcM//ldtE//gadC//ygiB//dmsC//guaC//flhE//nanR//cspC//glmU//hldE//amiD//cyoE//yhjC//yebZ//radD//frdD//spoT//yiaN//yceK//gntP//hypE//proC//sbmC//bsmA//pinR//abpB//uspF//yagI//csgF//focA//yccA//gpmA//
GO_0098670_7	rluF//
GO_0098704_7	patA//fadD//queG//xseA//
GO_0098707_10	mdoG//
GO_0098708_8	frdC//hscC//cca//hslJ//
GO_0098710_7	ybcQ//ralR//
GO_0098711_9	nfo//
GO_0098713_8	sfsA//patD//allD//selU//
GO_0098719_9	thrS//
GO_0098732_6	sfsB//ubiH//cyaY//xanP//
GO_0098739_6	prfA//adiY//tdcA//rfaC//glnL//tsaE//arnD//fklB//insH-5//ydfH//ygbN//rnhB//rbsC//ybeY//shoB//fepD//yfaX//exbB//
GO_0098771_7	ybfE//serB//gpr//fliT//lon//hisG//ftsK//uhpT//lsrA//idnK//ybjN//rlmG//umpH//torI//yibT//rcsD//wzyE//lpxT//bglX//mhpT//tktB//idi//rluF//rfaE//dsdX//holC//uidA//proC//proC//trpA//sbmA//fimD//cheZ//dgcJ//epmC//elyC//
GO_0098776_7	spoT//dnaB//sapC//ccmD//aaeR//
GO_0098795_9	pyrL//
GO_0098869_4	fre//ydiF//srlE//eno//nikE//dgcZ//yjbB//ldrB//cpoB//ycjQ//cusC//rlmD//crl//dusC//paaB//yiaL//rcsF//aaeA//ytfP//glpF//ybaO//cyaY//
GO_0099046_5	lrp//yehW//
GO_0099116_10	mrdA//
GO_0099131_7	yciA//
GO_0099132_7	lacZ//paaJ//allB//ddpA//ppx//iscR//yraI//yiiD//hisF//serA//trpGD//bsmA//rng//sthA//helD//rhtC//ynjA//intE//yfeD//rplX//mutT//rluC//patD//
GO_0099133_8	rplS//tar//holC//dsbG//insI-2//insI4//smrA//nrdF//nrfF//wecA//rpsM//rutE//cdh//yhaC//yjiQ//yhjV//sgbH//ycfL//yqjA//yaaY//
GO_0099587_7	nagB//tisB//
GO_0101030_8	metF//
GO_0104004_4	dsbG//pgaB//tusB//cutA//yddL//ybfA//marR//elfC//crl//cirA//sucD//garK//paaF//hpf//yodD//ompR//yohD//yfaX//proC//kilR//ansB//sdhB//ruvB//lolC//
GO_0110017_7	mdaB//
GO_0110095_4	arnE//tag//
GO_0140115_6	actP//malK//mdtJ//hemB//aes//
GO_1900190_5	ttdT//pphB//mtfA//sdhC//yghB//msbA//yhbX//glxK//nikC//yaiV//rplF//fiu//torZ//
GO_1900191_6	manZ//ygbL//mak//pta//
GO_1900192_6	ycfS//endA//
GO_1900231_6	phoA//argA//tolC//hscC//yadN//
GO_1900232_7	gatZ//ycjY//rpsP//
GO_1900233_7	holE//
GO_1900371_8	cspD//
GO_1900372_9	purN//
GO_1900376_6	glgB//rcsA//ftnB//
GO_1900377_7	yddG//
GO_1900378_7	sbcC//
GO_1900542_7	nlpE//
GO_1900543_8	yggF//
GO_1900704_7	tyrS//
GO_1900705_8	ibsD//
GO_1900725_7	ndh//
GO_1900727_8	insK//
GO_1900749_6	waaB//
GO_1900751_9	yafC//
GO_1900866_6	wcaJ//
GO_1901068_8	wzb//rcnB//glnK//azoR//pyrH//ybiY//hxpB//entA//azoR//rbbA//mrcB//
GO_1901069_9	rutG//
GO_1901070_9	ibaG//ynaE//plsB//ybhJ//
GO_1901071_6	gloB//lsrR//tdh//nfsB//csgG//
GO_1901072_7	rhaT//cytR//ybaO//metG//
GO_1901135_4	yjhI//nanE//ybcQ//insB-2//pnuC//lpxK//rpoA//nagE//torR//csrA//add//yafN//yciT//yhhT//ynbD//pdxY//ybiT//moaA//argA//groL//yaiV//chiP//mtfA//fliL//opgD//rhaD//araA//asnA//ispF//metG//cpoB//yjtD//mdtE//yhdZ//setC//yehU//yehW//modB//frlB//dgcQ//cecR//paaC//ftp//rlmN//fhuB//yahB//mdtN//yjhP//fumB//cmoA//tauC//ghxP//yfcA//gor//hisB//rnlA//flgE//livG//glcC//ynjD//pdxA//wecE//sapA//fimE//sgcA//sohB//priB//yjjU//rlmE//ypdC//frr//birA//cspE//hpt//uacT//yfbV//yrfG//sucA//btuR//rplR//insH-6//coaD//waaO//ddpX//yfcA//tynA//ssuA//mdtL//ydiP//lpxP//yehU//xdhB//melA//dgcQ//betA//pepN//lysA//mfd//thyA//hypA//fixB//dmlR//aroL//ymgA//fimE//livJ//bhsA//rna//galM//dinI//ydiR//paaJ//yjiY//uidR//ftsL//ettA//bioD1//flhA//yhbO//yafQ//chbA//mgrB//lplT//hcaD//rluE//cirA//gsiA//tpiA//hscC//sgcB//metL//btuR//symE//yneL//rfaG//dcuB//yqeA//ogt//malS//dam//trkG//hpt//ftsK//hcaT//csgB//yqcG//fabG//lsrC//hybO//dtpD//gltK//ykgO//dcuC//rbsK//fumB//fliD//mdlA//yneE//ycjR//kbaZ//yehY//dacA//yhaJ//ccmF//ulaC//rhaT//hslO//murB//dam//mutH//yeaE//rbsC//iraP//yegS//yqiI//elaB//ydhC//cedA//ybcQ//ykfI//ydfD//dsdX//menH//tusA//evgA//yegT//cysS//hslR//phoA//fadH//mtfA//bamA//ssuA//nemR//aaeB//rpsK//insI1//moeA//araC//thiQ//mdtI//paaX//ygiB//ligA//rcsC//yraN//ldtC//mnmG//sapA//sutR//katG//btuD//ybjI//ldtB//mreC//flgJ//rpmB//cheA//ycaO//aas//leuA//hyaD//trmA//uup//aqpZ//yagE//sbcD//ghxQ//hofO//ispB//queG//ycjQ//elfC//ycjW//cra//yjaZ//yhdH//prfA//rusA//yfeX//kbaZ//yhdJ//hokB//yafN//cspB//sodA//rseP//rzoD//ydfD//trpA//ykgM//mltD//ydcT//trkA//rhaA//coaE//hyfF//yagE//pppA//lysC//fabA//bisC//tomB//pdhR//rpoE//tsaD//sapD//dgcN//
GO_1901136_5	xanQ//rplE//tabA//ais//aspS//nuoH//dmlR//cedA//yaaA//ompR//fumB//yfgJ//ychO//glnD//rmuC//rpmC//idnT//cpxA//coaE//yphF//yafO//tdcC//yajO//rpsD//folD//hemA//yhdH//yajL//glxK//ycfS//dppF//mltB//paaF//rpmB//fetA//ydjH//yagJ//rplE//sdaC//casD//bipA//sfsA//cdaR//artM//ytfT//sufC//dsdA//ydeI//ycaN//slt//ilvC//dusC//
GO_1901137_5	yeaK//ccmF//queF//ydjL//ascF//arnB//mcbA//zipA//hisP//allD//poxB//wcaC//argP//mntR//rarA//nagD//holD//lasT//ddlB//yiaT//aer//yibT//rhmD//epmA//yejA//atpH//ygcR//afuB//yciF//gltD//mdtN//rarD//bglA//gnsB//ycaO//aroC//soxS//amiB//tesB//macA//cobT//emrB//yhbS//ydiF//mngA//carB//ychF//yraR//chpB//arfB//yihW//waaO//fliG//flgF//hokB//yejA//yiaM//yaaA//artI//fepE//fabZ//rrrD//glgC//ydeO//ompA//aspS//mtgA//glxK//artI//galU//yccX//yfeX//pdeH//essD//sfmA//yhcN//lolE//ispG//aspC//exuR//znuA//yggN//dadA//mzrA//hofC//yfdO//betA//ygbL//shiA//cydA//dcuR//eutB//nrdD//argF//ibsB//gph//deaD//fepB//yqhC//frmA//yedL//nlpA//cysA//amiD//pmbA//sbmC//tatA//umuC//rlmB//umpG//ygeR//motA//ettA//mntP//xylR//mltD//glgP//ybdO//appY//ygeX//fimZ//glpG//rplI//ykgO//fabB//fdhD//glpF//dsbG//hxpB//pspD//mmuP//yjeH//allR//lysA//rihB//ygbM//lgoD//iscX//nadC//lasT//minE//yihO//hprR//rseP//trpD//nrdA//dhaK//phoB//ybbN//cadC//yehP//setA//ydaV//bluF//gltX//puuP//rsmB//rfbC//manX//
GO_1901159_6	frwC//purR//cbrA//
GO_1901160_5	glnE//rssA//cspI//
GO_1901161_6	clpB//dnaX//yciA//
GO_1901260_9	dnaA//
GO_1901264_6	yadM//ydiP//hemL//aceK//speE//mtfA//tmk//mhpR//mdtL//kgtP//ykgM//mtlA//yjjG//glnA//higA//bdcR//ynfF//clsC//rhlE//leuS//rutR//prlC//sufE//gshA//rplJ//adeD//ompR//rutB//cnu//wecB//fsr//glyS//fbaA//ttdT//lptB//acpT//trxA//sufS//ycjY//rimO//mug//adiC//gadW//rpsH//
GO_1901269_5	yjjU//yieF//nemA//ybfA//tatC//dkgA//radA//bglF//yihU//glrR//uup//garL//
GO_1901271_6	dnaQ//bolA//treB//slt//nuoF//dgcJ//gcvH//nadB//rlmB//aceF//ldcA//paaB//
GO_1901275_3	yodD//
GO_1901281_6	ilvE//
GO_1901292_6	symE//artJ//ybhP//rpe//agp//rsmF//murR//fdhF//rutC//fliL//mgtL//ycgR//frdD//lnt//phoR//lsrA//bfr//feaR//galE//cirA//fecA//gltP//ygbI//acrR//nuoG//ampG//rihB//yaiW//essD//cueO//mdfA//oxyR//
GO_1901293_6	yafE//thiI//ggt//ygeV//insH-6//yfdC//rsuA//mltD//waaY//argO//crl//agaI//matP//topA//ruvB//kilR//sgbU//cpdB//yjhI//idi//nfi//nadK//rplB//ybcC//ivbL//trmB//truC//fryC//pgaD//bhsA//mngR//crr//aroP//puuE//mutM//cysE//sbcD//tufB//uraA//cpdA//aslB//cdsA//murI//nagD//cadC//lpxT//envR//sdaC//cysE//lysA//bcr//feoC//nuoN//stpA//focA//yidK//mazF//entE//rfbC//yiaJ//ghrB//insI3//mog//cfa//kdpC//sgrT//glgS//pspD//xylE//mtlD//ftsB//shiA//hyfC//mdtA//ycjD//
GO_1901360_4	oppC//xylR//wcaJ//gloC//rna//pdeD//araE//rplP//gpt//dsbC//gadE//nikC//dcuS//cyoB//ompN//ycdX//cheW//agaR//queA//mcrA//acrE//rimO//ynhG//yfcG//exuR//mlc//rcnB//prfC//yahI//fdnI//rpmC//rsmH//rplI//fucK//cmoM//yhaM//pgrR//nuoG//agaA//miaA//agp//adeD//metB//fimB//livM//yibF//aroF//maoP//dapF//dam//frc//hipA//nudG//yjiR//tdcA//mdlB//mobA//cpxA//dsbG//spy//alsE//etk//idnT//putA//wecA//frmR//fucO//dnaT//hcaC//ybdO//menB//hybB//dnaA//mug//frdA//yihW//phnO//csgF//aroF//tehB//ydhJ//narH//yfcQ//dgcF//yojI//pstC//pdhR//tolA//ccmA//rpmH//sgbU//nrfC//rpsB//dppA//lptA//truD//appY//dmlA//flhC//opgD//mtfA//yafN//pfkA//mdtA//ybaO//hemG//rfaB//yiaA//rpsL//ghxQ//entC//nupC//ratA//secM//yabI//thrC//roxA//hemL//pdxA//acrE//cheB//yhaO//gspI//fadE//glnL//rcsB//curA//hisP//yqhC//secB//nanT//nfo//paaH//pfkA//rhaA//ilvE//appY//ppiC//yqaE//msrQ//wcaC//bsmA//ycaO//atpF//rcsD//ivy//chbB//hflX//msrC//tatE//folX//mglB//queF//puuP//rnr//selD//sgcA//torD//yeeY//rdgB//garK//mglC//cusB//flhC//wcaC//tktB//dppF//cmoM//elbB//pdxJ//yhjB//rlmD//cynX//lplA//cbrA//yheT//lsrC//ydhC//ribD//nikE//srlA//bamD//pdxK//ydaV//ypdF//ppiD//pgrR//bsmA//paaK//hybE//yegS//pykA//lptB//bepA//mngB//chaA//yjbB//ispB//upp//potG//mdlB//yhaJ//hcaT//lepB//elaA//ygfZ//garP//relB//torD//rlmG//cstA//nikB//citT//zntR//rhaT//setC//pgm//yjjV//tsaB//fumA//mutT//sapB//rbsR//ptsI//kdsA//ygeX//setA//yicJ//mdtI//aqpZ//nfsB//dpiB//dapB//rpsT//fdx//rayT//prpC//sdhA//allR//fixB//ibpB//rlmG//eptC//rnlA//putP//hycB//rutC//fadB//ghoT//nrdG//tyrR//hfq//acnA//hemA//kefG//argK//ligA//pykA//pepB//secM//menI//yaiP//fau//ydiZ//rof//dgoK//sgcA//cynS//csrA//fucP//caiB//ugpC//rpiB//elaD//bioP//speC//pepT//mdaB//ychF//phoA//yihX//ybjG//yehZ//adhE//yefM//crp//cheR//yihV//yahN//narK//dppB//rsmA//acrA//ybaO//cmk//argG//yqgF//mcbA//argH//hyaB//npr//yehP//ftsW//ybiW//wzzB//infB//ebgR//ycjD//dacB//dapA//treC//atpF//pgl//speG//malS//grpE//glsA//rhaD//rlmI//fruB//caiF//adk//zntA//sseA//acrZ//narY//cspD//gcd//cobS//dusC//yfdG//clsA//sxy//yhgF//fdoH//yagG//pnuC//prpR//yidD//fixA//tnaB//ybbN//rlmD//serC//potE//cas1//malQ//ydiP//basR//nusG//mdtL//recA//nikC//nikD//cheR//luxS//gcvH//aaeR//recQ//sbmA//uspG//carB//norV//yibH//rplS//phnG//diaA//yhhZ//rluD//holD//mdlB//gadX//paaH//ybhD//argH//paaD//chbB//btuE//bioA//radA//rodZ//truB//pdhR//cysP//hcaE//yfbV//rffG//idnD//wecB//ddpX//gltK//rplX//yddA//yibF//prfB//modA//mdtP//nikR//ybjC//tsr//ftsI//bamD//pdxA//ugpB//ycaO//etk//yhdZ//secM//ppiA//ybhA//ydbD//cas2//cynT//rsgA//ydiV//pdeH//galS//amiA//mfd//aer//ypdC//ltaE//rpmF//opgE//rpiA//nhaR//yidP//torD//ldcC//yihV//phnI//rpsJ//ydfK//evgS//ygfA//menA//mscK//sbcD//nadA//corA//rsmF//murE//paaX//garL//glvB//nimT//amiC//yiaU//ynfL//cynX//pflA//rcnR//hypA//coaA//sbmC//entA//potB//narV//tig//tcyJ//ubiX//fryA//rutB//mltB//eno//kilR//osmE//ftsZ//flhD//lexA//rplD//queG//carB//citG//ldtD//yijE//elyC//tmk//pgaC//cpxA//ybbY//ogt//fimC//mltC//yccA//rpsD//epmB//adhP//bioD//selU//nrdF//ibsC//recG//livK//trmA//secY//rhtA//rutC//waaQ//hycA//rhoL//ilvB//yhbX//accA//guaA//yebZ//kdpD//dctR//guaD//rfaB//dcuC//ydiV//lysA//sufE//ispH//trmJ//pliG//yaaU//cspC//frwC//zapB//tusB//murP//leuE//hslV//rplK//glmU//tsf//hofC//yahK//gudX//pdhR//trpL//aceA//proA//flgM//mrdA//yadI//moaB//wzzE//lgoR//ygfA//yhjC//ansB//nemR//rlmH//rpe//astB//hemB//fiu//csdA//garD//ftsB//hsdR//rng//adeP//pyrD//frr//frlA//epmB//lsrG//uraA//paaJ//rnd//flgC//yehU//insB-4//fliD//yciH//rplX//sfmF//cbrA//chaC//xerC//mazG//ddpA//gyrB//mntR//ygfZ//envC//amiD//tusC//glpF//ynfL//fabR//fhuC//serC//recD//yidC//xylB//queG//amiC//mltG//ydjM//yddM//ppiC//tdcG//alsE//ydeT//mdfA//wzb//sugE//fliT//insI1//allC//rimK//mug//yebK//bioH//htpG//fruB//cheY//hybG//dgkA//rimM//fucO//appB//tsaE//ycdY//ubiI//rplF//fabH//yjbF//bcp//nfsB//kgtP//yciT//yqhD//bcp//cdaR//pliG//ydiO//mcbR//frmR//chbA//ydaC//atoS//thrS//lplT//dsdA//narZ//marA//ycjW//idnD//lipA//sdhC//sapF//ibaG//ldtB//fliL//ymgC//rfaQ//orn//dcd//rlpA//deoD//yihT//yafQ//ygjH//rpoE//purL//mrcA//ybdR//relA//recO//rhmD//ygaV//yqeG//folP//endA//yjiM//gpp//yjfP//fumB//yfdG//agaV//ybaO//yohD//speE//rssA//csdA//mqsR//essD//mtn//sgcX//ybhF//yahB//diaA//fimG//pepA//ycjP//pepB//sfsA//speB//tdcC//folM//ilvA//mrdB//yqiI//galR//atpE//cspB//hemL//sppA//fklB//pdhR//elfD//leuB//yihX//rbfA//mhpD//allR//ynbB//tsr//narU//miaA//ugpE//xthA//bcsQ//ymfK//yihL//yjiQ//iap//narZ//pdxH//zur//mlaE//soxR//flhE//kdgR//glk//atpG//grcA//mlc//rcsB//tdk//sxy//ycbB//ndk//frlA//frwB//yciK//symE//lplT//nimR//yehD//aroP//sgrR//htpX//glrR//atoC//ilvE//yqeG//slyD//nuoE//yegV//ydcO//ybhJ//epd//rpiA//degS//yaaA//entS//mltG//rimJ//
GO_1901361_5	malZ//dacA//arcC//yehW//metL//nrdB//dcyD//rclA//frlC//ybcF//fimG//rplJ//yfcF//melR//cysZ//torI//ulaF//setB//cpsG//recA//oxyR//degP//menB//yjjG//glcC//eutR//pnp//sbcC//pdxJ//ybiJ//ascF//intA//rcsF//dsbC//insH-6//sodB//hybC//fucI//hexR//cysW//mglA//gabP//queF//glnL//ybiO//ushA//sdhB//paaD//ydiF//sufA//csiR//yhbX//slmA//dmlR//sufC//murF//rhmR//hcaC//mlaE//fucA//mntS//ibsD//dsdC//dxs//ldtD//speC//zraS//hxpA//putA//rsmH//ompN//xisE//xseB//dfp//ymgF//baeS//gapA//crl//lolB//kdpD//alsK//puuD//gloC//cusF//tap//ravA//fdoH//grpE//insI4//mtlD//hcaF//yhhZ//rhaA//trpA//frwB//feaR//phoB//yeaG//efeO//hyfR//rhaT//nadK//clpX//ydcS//ycjW//fliA//setB//ilvI//ddlB//tisB//modB//bdcR//agaA//tcyJ//rapZ//cyoC//mdlA//gpmA//yihT//trxC//rpsQ//nrfE//yieH//elfA//sfmA//exoX//
GO_1901362_5	wrbA//ydfH//yjcS//ynjA//lysA//yjfP//mntP//ybiX//puuB//msrA//mdtG//zntA//acrZ//flgH//dgcN//glyA//yahF//ycjY//galK//nlpA//aslB//rfaC//adeD//mlc//phoU//ygaZ//fliA//kbp//rfaB//ybbW//sufE//proC//mgsA//deoR//cdd//arnE//ygeR//hdeA//proC//kdgK//ackA//hybG//ydiO//ydcT//rfaC//hybB//fadR//tauB//yfiR//rhaT//narK//lrp//ghoS//nuoM//dld//galR//dosP//yoeB//gph//btuB//gsiC//hflX//rhmR//fixA//thrL//livF//hflX//pdeF//guaB//icd//caiD//sstT//topAI//yafQ//epmA//dnaK//frdD//yedX//cyaA//nuoN//katE//hofC//tauA//yddM//lplA//nagD//yedX//cca//mug//gabD//shiA//yccA//glnS//lgoD//dnaJ//blc//rclR//yeeY//ung//metR//cyoD//aceF//yhhT//kefC//nrdD//ybcM//hcaF//ygbL//mdtQ//cheW//yfaV//manZ//fucO//guaD//pdeH//rpmG//rpsB//mnmG//ybaO//hyfA//lacY//rfaG//metH//pitA//yjiR//ulaE//dctR//dcd//glpB//htpX//puuC//lsrR//preA//bluF//cobC//yhaM//chbA//btuF//cecR//yhhY//arsR//mqsA//msrP//yihR//gltL//srlD//lsrG//ydiO//ymgF//ubiD//kch//bepA//waaU//emrD//ompC//rihC//yhbS//metF//mraY//hisQ//uvrY//msrB//insB-2//kdpF//ynfH//yigL//ampG//dgoD//yihX//yagJ//trg//mdfA//rnhA//yajQ//ispF//elaB//pabB//lplT//yhbQ//yghW//yieL//aidB//afuB//srlD//gshB//grpE//fabG//gsiA//rfbX//ygiN//yjjB//arnB//rclR//kdpC//pabB//arnT//pgl//yejA//nudG//ydeE//ybhG//rhaS//yfcA//yciH//dnaQ//yebK//yagG//tsaD//yfbU//yqcG//yehT//hisP//araC//nrdI//fdhE//lgt//ugpB//flhD//ykgA//ung//gcvR//modC//ftsN//ftsN//rfaB//rfe//secF//entE//gstA//sbmC//clpP//comR//asnS//cysE//accC//rbsR//dcuS//alsB//cdgI//ldrA//ymfA//yihU//ilvC//metK//ghoS//cadA//cheZ//rfaB//hycI//ybiS//cusR//ligA//yfdO//yahD//yadG//uup//abgR//ybbY//lipA//hemN//hicB//lamB//ybdG//rhaR//yihL//xseB//msrA//xseB//barA//yiiD//uidC//znuC//rapA//xylG//lptB//yehX//clcB//fepE//speB//lsrC//bioP//fkpA//hchA//tilS//ldrA//nupX//lnt//potD//ssuE//prpR//ypdF//sbmA//phnL//hicA//yneE//dsdX//betT//patA//umuD//mfd//glpX//fdhD//intA//yeaD//dnaC//nlpI//ygaV//rsmG//yfcU//yhbQ//uidC//hicB//mzrA//pphA//dnaK//csgF//mog//baeS//rpoA//glmU//putP//nadD//ynfH//mhpC//ybaL//yfaV//yihP//ymjB//asd//nikC//artP//sbmC//astC//pstA//cysB//yihV//hdeB//yfdS//clpS//aceB//yieL//frlC//rfbB//ppiA//rpoD//xanQ//lacI//fhuC//xseA//uspG//ydjE//ygeW//fucI//sspA//yobF//ghoS//sufD//mtr//mdlB//sgcA//ravA//moaD//gadB//tauB//ihfB//rimK//ynfF//yjjB//cspB//nudF//cobU//secA//ybcC//hupB//djlC//mdtK//ugpE//rplS//emrK//lsrA//sdhE//agp//xylF//
GO_1901367_6	lsrD//yegT//
GO_1901401_6	codA//
GO_1901422_5	nth//yedL//ansB//
GO_1901440_4	yadM//
GO_1901441_5	ydiZ//
GO_1901463_7	yigB//
GO_1901530_5	dppC//yieF//rplL//lepA//
GO_1901562_5	frc//
