#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgrR//ygeW//metI//ilvD//
GO_0098670_7	dppD//
GO_0098704_7	bacA//ulaF//fre//hypE//
GO_0098707_10	mlaE//
GO_0098708_8	glyS//hiuH//rcsB//recR//
GO_0098710_7	tusD//cysW//
GO_0098711_9	cspG//
GO_0098713_8	livM//cbpM//glgC//caiT//
GO_0098719_9	lipB//
GO_0098732_6	sfmA//cusC//yeeJ//prc//
GO_0098739_6	rcnA//ibsA//gntR//ygfI//hicA//mreC//lptC//dtpB//etp//rplT//rsmF//menE//ycfL//holA//narZ//sdaB//insH-5//cspG//
GO_0098771_7	aroP//pck//cbeA//sixA//lacZ//ytfR//yiaT//uxaC//aldB//cysG//yafN//nadD//uvrB//lpxD//flgG//nhaB//frlR//yjjU//pgpB//yiiE//cbeA//hisS//ydjM//glnH//ldrD//lsrR//ompR//hemE//pdeL//ruvC//eptB//purF//xisE//yaaY//menC//lpxL//
GO_0098776_7	yheT//agp//pyrD//truA//cas3//
GO_0098795_9	ydcM//
GO_0098869_4	flgK//potA//ytfE//pinQ//cvpA//bglF//lptC//insI4//hofC//acnA//epmC//dsbG//ycfJ//pheA//greB//yciT//hfq//rpe//ptsG//entA//yneJ//tsf//
GO_0099046_5	pepT//yggT//
GO_0099116_10	cvpA//
GO_0099131_7	yfdK//
GO_0099132_7	tolA//macA//polB//arsB//patD//rcnR//phnK//yfeD//gph//yggE//rffC//thiH//hchA//ypdC//yehY//msrA//abgR//dtpB//glcA//lysU//ebgR//yjiR//dxr//
GO_0099133_8	potB//yidK//yfcQ//tsaC//glnE//tusC//hyfA//rcnA//srlD//yehC//feoB//gdhA//oppB//mdtF//rplD//chbR//rplO//carB//yeeA//adhE//
GO_0099587_7	ydiF//rof//
GO_0101030_8	arnB//
GO_0104004_4	ccmE//proV//uof//fabD//rplR//mutY//yghG//cysI//acnB//murR//radD//ompN//fbp//tsx//glmU//mreB//yihR//fucA//yedF//ygiV//hslR//fumB//tdcB//yagF//
GO_0110017_7	insI-2//
GO_0110095_4	uspB//ybjI//
GO_0140115_6	mrr//araF//pinQ//ynjA//lapB//
GO_1900190_5	iraP//paaA//gcvR//hisM//tusE//insA-2//nanR//acrD//frmB//mutY//ydaC//lolB//guaC//
GO_1900191_6	topA//idnT//flgB//glpB//
GO_1900192_6	rluE//paaK//
GO_1900231_6	lrhA//ybbN//melR//rlmA//pepN//
GO_1900232_7	adiA//dnaE//thiP//
GO_1900233_7	agp//
GO_1900371_8	degQ//
GO_1900372_9	rpsK//
GO_1900376_6	azoR//secA//yggE//
GO_1900377_7	gcl//
GO_1900378_7	gcd//
GO_1900542_7	truA//
GO_1900543_8	phnG//
GO_1900704_7	patZ//
GO_1900705_8	thiP//
GO_1900725_7	ndk//
GO_1900727_8	appC//
GO_1900749_6	clpP//
GO_1900751_9	ruvC//
GO_1900866_6	hisA//
GO_1901068_8	rng//rpmC//lplT//pdeD//nadC//galS//yfdC//cvpA//gutM//pgi//betA//
GO_1901069_9	etp//
GO_1901070_9	fimI//dcyD//ilvM//marR//
GO_1901071_6	ldcC//tyrS//idi//nudG//ilvE//
GO_1901072_7	ygiW//cecR//hypF//entF//
GO_1901135_4	lolE//agaV//yqhC//argA//ftsY//napF//queG//dkgA//lrhA//dcuS//idnK//cusR//mutL//yedX//alaC//atpB//phnO//ftsW//dps//ebgR//ivbL//clsA//gpmA//fecA//argB//fcl//comR//tynA//gutQ//recC//cpsB//yacG//yeeJ//lpxM//cyaA//ybjD//phnC//ycgR//vsr//phnJ//iaaA//ybaL//ftsH//purT//pheA//yahK//rfaB//treF//dxs//otsA//glsA2//nanE//gcl//yeaG//nrfB//cheY//rcsD//tsaB//argH//dmlR//gsiD//lpxC//ortT//dpiA//pdeK//uidC//iscR//umpH//argB//potC//nrfF//nfo//yebC//galU//malZ//patA//ftsN//glyS//deoB//frmR//ygbL//tag//lsrR//umuC//htrE//rutA//gudX//ppx//mntH//ybiX//hpf//ghxQ//yfcG//cpdA//bamC//speA//recX//uxuB//adiY//rpsJ//ppiD//yneL//tdk//otsB//pepA//ybdG//yohD//essD//hrsA//fliA//ynbC//pgk//gatZ//amiB//artJ//bssR//hinT//cpxA//yciT//rapA//lolE//bacA//yhcF//ompC//ybhI//yegV//nuoM//lacZ//flgK//epd//gabP//xylG//nhaB//ariR//lgoD//pbpG//yjfF//gldA//valS//hflD//phnL//nrfD//rffG//ydcT//sbcD//fepG//tnaC//ydiK//pbpG//pgpC//exuT//mdtC//yafC//opgG//cadA//rfe//rcsC//degS//ybeQ//purR//bcsQ//hdeA//rbsD//gmd//tatB//atpA//bioD//glyA//rpsI//patD//rplA//mdtC//epmA//btuE//ymgF//trmJ//yiaM//tadA//ybiV//frdB//betA//lysS//yecS//yhcH//gadC//fepE//yggE//rpsJ//bglA//prfC//dxr//hemN//mngR//dtd//mntS//casA//kbaZ//rsmB//ddlB//yahO//maa//potD//lgoD//ycfJ//dmsA//rlmC//rpsQ//frc//accA//csgG//rffH//dacB//sxy//gltP//ydfH//insB-4//lyxK//nagD//yfcG//rapA//ppsA//psuT//fruA//ispU//ebgA//mtlA//garR//rlmG//lolB//carB//cyoD//acnB//glnS//kup//aslB//ppx//trpD//yagU//lit//rzpD//tdcC//sdhE//aroF//frmB//hybA//eutD//intQ//pepN//ybiH//yehD//uhpA//srlA//rlmJ//araF//fhlA//opgH//envY//frlR//fdnI//ycjR//smpB//yjiQ//ydfH//ybcL//rpnC//ygeV//mdh//dhaM//
GO_1901136_5	ogt//flhE//ribB//fliA//rsmI//waaG//fdx//allS//rhtB//tdh//glpD//yaaJ//ptsN//hisQ//mraY//gutQ//rplF//zipA//menE//kgtP//srlE//rlmM//yccS//recQ//yegT//infC//hemD//flgE//katE//uidA//queD//glnS//prmB//ybdO//mioC//asd//ssb//yaaY//sfsA//eamA//rbsD//psuT//mak//yihW//hsrA//casB//mhpC//nepI//rcnA//ftsX//abgA//yhjX//
GO_1901137_5	ulaD//yidQ//ybfE//rlmN//fadD//waaS//proQ//waaB//araA//dapB//narI//agaV//uspF//ispG//bluF//ybcC//recX//ulaB//mdtF//gpmM//recX//pflC//ribC//pgpA//yieE//cpsG//emrB//fdnH//relA//gntT//chbB//lolA//kefG//ygaH//yciH//yggT//rseB//cspC//dppF//mglB//rutA//hslO//rhaT//greB//ldtA//cysC//entH//bcp//pdeD//fimC//cyaY//hdeD//rbbA//ytfP//ydaC//xylE//fimA//kch//argP//accB//sstT//dsbA//yjbF//entA//ygeX//yaaY//dppB//dgcQ//dcd//ahr//flgM//fucA//ldtA//gspE//pabB//ybiY//murI//ygbI//paaX//lpxM//atoS//fryB//rssA//panF//secA//emrB//yhaV//scpB//cptB//mhpD//priA//iclR//rhaT//mrp//pntB//ftsK//rclB//yhcF//rbn//elaB//thrS//yojI//lplA//nadE//mglB//bdcA//valS//ibpB//alsC//pdxH//mlaB//ybaL//hypC//ppsR//napB//frwB//bluR//yafN//cyaY//fimI//opgG//dhaL//yihP//hypD//mgrB//minD//trpS//puuE//mnmG//glnP//norW//spy//rph//mdtI//dld//rnlB//msrA//fhuB//hypE//nadD//ais//ybiX//gppA//abgT//asmA//zipA//fadH//kbaY//era//ulaD//wecC//narK//tsr//napA//bioA//mrcB//mog//kduI//mtnN//
GO_1901159_6	cdh//tilS//groL//
GO_1901160_5	malY//rsmD//tmcA//
GO_1901161_6	yhbQ//yaiP//hofN//
GO_1901260_9	phnK//
GO_1901264_6	yjfP//eco//yijO//yehY//ilvN//sgcC//gmk//xapB//cnu//rsgA//iscR//rluA//nusG//rutB//yiaT//potE//yhdW//guaC//dgcJ//bdcR//hypF//mnmG//lsrR//fadD//recO//djlC//lpxH//yhfS//hsdM//ibsA//sanA//aes//bepA//rpsJ//hflK//wzzB//lspA//wcaB//bacA//sufE//yheT//hpf//nrdD//pepT//
GO_1901269_5	tomB//insI3//luxS//dppC//bdm//frwD//pphA//dgcF//pppA//agaD//kdpA//mntH//
GO_1901271_6	bhsA//yagF//yfhM//rtcR//sgcB//hisF//udp//emrB//lptG//exbB//add//yphD//
GO_1901275_3	ulaF//
GO_1901281_6	yhaO//
GO_1901292_6	mdtK//kduD//elfA//caiT//selA//dam//agaB//yqeF//tauC//yiaN//bamE//ecpR//atpE//ycbU//rpe//ilvI//ygaV//hscC//tcyP//rpsA//yeaG//ypdF//ndk//astC//deaD//caiB//tcyP//bioP//xylH//nudB//pgpC//feaB//
GO_1901293_6	xseA//elaA//yagF//infC//hsrA//yehP//ygaH//cas1//malQ//rraB//flhC//baeR//sgbE//fepD//intS//mscK//fnr//tdcR//hexR//trmO//gltK//mscK//ghxP//fklB//hyaC//narJ//gppA//mgrB//pepT//pfkA//cpoB//murQ//flgD//kefC//proS//glpB//yedA//gspF//nudG//dhaM//ybhA//glpA//htrE//wecC//fumA//wecE//fadE//sucB//tadA//apaH//mdlB//psuT//phnM//fiu//folA//macB//rclR//gapC//phnN//elfD//maoP//pcnB//glsA1//secF//gapA//nanS//leuA//bioD2//zur//paoC//pgaA//ygfX//flgH//yidE//dppA//
GO_1901360_4	dxr//nanA//livH//purL//deaD//paaJ//bcsA//clcB//ftsZ//garK//guaB//nfi//bfr//aspS//tdcE//btuC//sdaC//rplN//argS//ypdB//rutR//agaD//mepM//tatC//fumB//dicC//kdgT//parC//treR//ompL//ftsB//flgM//yihO//psd//ampD//panZ//bioD2//mdlA//glgC//yagJ//yhcN//ebgA//elfG//bipA//yqeA//ygeR//truA//yeeL//cpxR//pgpB//ycjU//rpsN//tolC//lolD//iscR//proV//xerC//tsf//paaH//ldtE//elaA//lsrD//rnhA//yahN//rutA//yhjB//fadE//gltI//insF-1//prpD//speB//flgB//ybdR//ubiB//hisS//yegT//amiD//casE//sucB//asd//lpxH//ppk//entE//ygeX//pspG//zraR//thiE//zntR//rpmF//apaH//mzrA//cspG//ydcM//pyrF//thiM//iclR//ppiA//wzb//dppF//ftsX//ydaC//eptA//decR//yjiR//xapB//mtfA//ribA//lpxC//kdpC//ytfR//ugpE//zntR//pta//xerD//betA//wzc//gshA//lplT//yqjA//cmk//uhpC//mrcA//uacT//ggt//ydjJ//ldcC//gsiA//pflA//rlmI//insB-2//dgcQ//hprR//agp//gpp//yahN//paaJ//yhfS//exbD//yddA//mngA//waaJ//tcyN//cpsB//sgcX//csgE//bioF//ydfG//casB//yihI//rpsR//xisE//nadK//gpt//ybiY//ttdA//lepA//setC//frmR//yhjA//dctA//tynA//wza//evgA//msrA//pmbA//ydhK//hypB//ybaK//rhtA//ribB//ybiA//mdtE//rpe//rho//dgkA//sgcA//yfcG//thiD//sbmA//recT//csgG//yiaF//cpsG//cobC//lpxD//artQ//ispG//rpsG//cueO//dusC//rlmH//yjfP//flgC//ubiJ//narI//gsiA//dgcQ//yfcU//acrD//pheS//malS//ldtB//msrB//dedD//xanQ//insI-2//rplI//aroB//rimL//gppA//cyaA//lysC//lldP//yhcH//livG//dnaN//yqgB//yciH//thiH//cvpA//torD//nikA//entA//aas//dgcZ//frmR//sdaA//mrcA//dbpA//rpsN//gudX//aslB//puuP//kdgK//amiD//yiiE//prfA//rclR//ascF//minD//yeeO//prc//ycdY//arnA//ydeI//cheW//fdoG//pepQ//paaC//cas1//ibaG//pgm//mutS//coaD//dinG//ydfK//lldR//folP//cpsG//cecR//tilS//eptC//zntR//rbsA//ybjN//glvB//ybaK//ffh//ffh//recX//bsmA//yphD//hflK//cptB//ybhA//moaB//fruA//dam//fliG//thiC//skp//metK//rpsL//nuoF//trg//rplX//acrB//lysR//focB//glcE//murA//elfG//glpD//rffG//opgC//gltD//gsiD//hisA//rhaD//rfbX//tatC//mnmA//iraM//dcuD//ftnA//tisB//fdnH//arnF//ybjN//ydcR//murD//bamB//relA//cydC//mdtA//dut//aqpZ//adk//prc//yebG//yggX//melB//scpC//recE//agaC//rimM//ubiH//gpmA//bioB//greB//xylF//rpe//gabP//hrsA//sad//grcA//xylG//gpr//fhuB//mdtC//rhaD//nadB//fbp//otsA//rclC//fdoG//yfcA//sapC//htpG//yobF//fbp//ulaF//leuA//smpB//pck//ghrB//kdgT//yohD//hypD//rplP//ygfX//yceK//pepA//actP//crl//thrB//glpA//lldP//waaG//lptA//hprS//ldtB//cysK//yicJ//aceB//srlE//yahK//pitB//azoR//pdeR//recE//ldhA//yjhG//yqiJ//rbsD//rstB//malG//pflA//narH//topAI//wzb//tsx//era//mltB//mdtF//thrC//betB//parC//ibaG//wecE//leuC//dsbA//kdpA//eptB//yoaB//pgaC//nadC//pgl//bglA//fiu//ansB//nikB//lolD//rimL//argI//kdpB//cyaY//aroK//yaiW//gatZ//elfA//adiA//gdhA//aas//ygjH//ompC//degQ//ygfI//ssuA//deoR//ydhK//sdaB//ybiY//cspB//murC//mnmE//bolA//eutB//mobA//hipA//citE//kdsD//abpB//yccS//yihS//yiaL//ydjH//gsiA//rnr//sbcD//tcyN//frdB//azoR//flgJ//yccA//livJ//ftsI//uraA//yoeB//nagD//murJ//cheZ//paaG//paaJ//sucD//comR//dapF//ybiT//nfi//yihQ//cycA//uxaC//norR//mrp//smpB//mukB//ssuD//rcsA//creB//rbsD//alr//treC//yadK//insB-2//recN//mscS//ahr//modA//fecC//yjbE//rrrQ//potI//xylB//yjaZ//fruK//ais//rbfA//yegV//dsdX//ygbN//cmk//gabP//pfkB//rpsT//ugpB//hypA//rpsJ//srlR//yifB//djlC//fdrA//ygiB//purC//pgaD//rnlB//ydjJ//yfjR//frdA//cas2//bioP//rlmA//uspE//dnaB//eutD//hypD//dcuC//yfbS//metL//cobB//gltB//creC//cysA//gntR//ydbK//prpD//ydfG//mdtQ//nrdE//hlyE//dbpA//dcp//chpS//secD//ilvH//ilvH//ubiE//arnB//lit//glcA//baeS//yagJ//citG//fadR//pldB//yadM//ynfL//phoP//cpsB//ampE//flgJ//sstT//yjjX//fimC//waaH//rfaD//agaS//yphF//lpxD//pppA//narG//yggF//ccmD//yceK//nupG//infC//zntA//tatD//helD//yccS//asnC//eno//potE//ftsH//atoS//gatY//atpF//hisM//sohB//ptsI//waaH//yoeE//cfa//rfaC//elyC//purL//glgX//hycB//csgB//glnH//pabA//argP//gpt//dgoT//feaR//hyfF//nudG//cyaY//csrA//rpsQ//ygfZ//srlD//dosP//phnI//tilS//allR//hemH//fepA//yegD//mepM//cpxA//adiY//rutF//fimB//mcbR//yhaV//nikC//hscA//mgtL//waaQ//ycjR//cadB//ycfH//yoeB//ugd//gsiC//ytfE//ydhC//nanE//zur//carA//atpD//gspJ//yijE//aidB//ibsC//ycjD//mngA//trmJ//relA//asnS//sgcA//rbsK//lspA//ynjD//thrA//nikA//aldA//mdtN//bdm//frwB//trpD//rutA//polA//psd//rplS//artP//hybG//ychH//lsrG//norR//yhcF//dnaB//ynjD//yccA//lplA//yagG//lipA//ymgF//kbaY//fklB//rsmH//mntR//sugE//priA//pstS//bcr//rplA//hexR//prmC//xapR//nrdF//appC//fabR//yhbO//sxy//ansB//exuT//queG//paaC//rplO//puuA//ybaO//rof//hycB//sdiA//ftp//menB//menB//focA//nuoF//glnA//oxyR//nrdE//nirB//mdtE//kbaY//waaP//yfiR//alaS//lptB//aaeR//csgE//afuC//fliT//mlc//lplA//prpC//amiA//fimF//mdlA//yjiX//ybdH//ymjB//gnsB//metN//ghxP//puuC//lysC//rimK//aroA//paaA//yhfS//envY//hycH//uvrC//rhlE//yqjH//ybiI//ykfI//frmA//entE//mtfA//metI//sbmC//yafO//tcdA//sdhA//entS//sapB//arsC//yieK//entA//cdaR//uvrA//poxB//
GO_1901361_5	fabA//ibaG//nhaR//xseA//glgB//lamB//pabB//phoP//torC//tolR//zapD//rpnC//mhpR//ygiB//abpA//pstC//solA//exbD//yhaC//codA//ribD//lpxP//kdpC//gadC//ynfE//rzoD//yihT//cusS//deoC//cysI//recD//mdtM//ibsC//rplR//ydcT//hybB//cyoB//ubiA//pabA//rplJ//bioD2//aas//ybiV//msrC//panC//exuT//ttdT//basS//fryB//idnO//pgpB//dcyD//yihP//rutA//nemA//gcvT//ettA//rseB//sgbH//ynaI//recN//ydjH//yafC//metN//cdsA//dgoT//ygaZ//mnaT//cdh//mdtB//casC//flhC//slmA//mcbR//holD//nikC//mhpA//ybfA//proX//hybE//nemA//rimL//tpx//zur//dcuD//artM//gntK//dctR//waaL//ybaL//hypF//yeaV//ydiB//ypdB//hdeB//caiB//pyrD//rpnB//sfsA//gcvA//rrrD//sgrT//cheY//gcvP//endA//cmoA//znuB//adiY//gatA//htpG//fimG//cusR//mdtJ//fdoG//tus//atpD//bssS//tauB//dpiA//ydfG//lysA//dsbA//proB//yjiX//ynaE//ybdM//
GO_1901362_5	tamB//hslV//yidK//yfgO//pbpG//symE//ttdB//rfbB//cmk//queD//paaC//xanP//mreC//uacT//ldrB//agaD//fdhE//cobC//mdlB//abpB//ymfA//flgJ//ispG//yqgF//gsiD//btuR//gsiA//hslV//nrfB//cdh//ydiK//gutQ//pgpA//ftnB//focA//ycjU//gltP//mpaA//mlaF//yigL//acs//hypF//gspI//ycjR//ycaO//secM//srlA//dsdA//cysS//galS//wbbK//hybD//rsmF//adhE//mltD//fliD//lptD//srmB//yqaA//htpX//ubiX//rluC//bacA//msrB//ycdX//gspE//pldB//secY//ycjD//menF//treF//hemN//murR//bioD2//rcnB//gspJ//chbB//yebK//adiC//nrfD//fdx//hypT//kilR//entA//yjjG//ulaB//guaC//yohC//tabA//groS//hofP//metB//yqiG//yieK//bluF//afuC//cysE//araF//mrp//hexR//kdpB//yjhG//actP//rluE//bamB//nhaB//ymgA//pspC//lolC//cspE//yjiQ//umuD//gadC//rlmF//ybgQ//tilS//opgH//phnJ//iclR//ihfA//rluA//mrcB//bdcR//glsA2//dadA//glpC//mltC//frc//fadI//proA//phnI//fdhF//yoaB//argS//agaI//yidH//pgl//idi//yiiE//hscC//hpf//rpmB//gldA//eamB//cydB//recX//flgM//lpxH//ulaB//rclR//msbA//prpD//ybhS//chaC//dppF//yjaA//secD//yidR//yciG//frmR//manZ//htrE//dcd//cobS//lpcA//livM//aspS//yadM//psuT//rnlB//gadX//xseB//arsR//ulaC//iclR//tufA//lysR//hisC//soxR//ydaV//ynfL//yggP//rimK//hyaB//nrfE//yieH//ubiA//mlc//ugpC//fsr//rnlB//slt//cusR//glxR//trpE//yieH//astB//bdm//aceF//iclR//modB//arnB//srlR//amiC//frc//nlpE//csgF//truC//fliM//yjhC//ybiW//nupX//waaF//fecC//yafO//nlpD//endA//msrA//galE//ytfP//hemE//napC//mlaC//prpC//fucK//yfcP//gntP//gspE//yfbV//feoC//sufE//agaV//ydfD//puuE//yjiQ//dsdC//acrR//yphF//potG//proP//alpA//pstC//nagB//ascG//ubiH//malK//yobA//ygiB//ygcW//emrY//sfmH//amtB//yjjI//bfr//yiiM//speD//hslO//relB//yjfP//rtcB//gntK//acrE//yjhP//tdcG//sdaC//ybdG//srlE//modA//rimI//fecA//pyrL//abgB//fecD//menE//fliT//solA//holB//dgcZ//phoU//fliA//yrdA//gadW//sgbE//metG//hybE//yafO//mepS//endA//mglB//gapA//yfaL//maeA//skp//yecS//mdtM//sodA//hcaF//minE//menI//dhaK//sdaA//ybhG//ltaE//fepA//orn//grpE//clsC//murQ//asmA//yfeO//chbR//yicJ//metI//stpA//hslV//cusF//entF//yahF//rplC//hinT//mltF//hypD//holE//proW//dppC//qseC//yfdG//lpxB//ybdZ//yhaC//ghrB//cysI//ugpE//rph//yfeX//yehP//bamC//ansA//leuE//yebC//yacG//yihR//nusA//ybiS//pgaC//speF//skp//yieH//ftnB//cyoC//ybdZ//grcA//pliG//fkpA//ybcF//rplQ//intA//mrp//dcuR//trpS//ybiH//mntS//yieL//yigB//nanT//mug//ybiH//soxR//msbA//rssA//ybeF//ydcP//ykgM//agaV//gstB//clsA//lptG//eptA//dbpA//deoC//mhpA//cpdB//ydjM//
GO_1901367_6	pheS//yjhB//
GO_1901401_6	yebG//
GO_1901422_5	mtr//dapB//ybcM//
GO_1901440_4	exoX//
GO_1901441_5	pgaD//
GO_1901463_7	tnaC//
GO_1901530_5	lldD//nikA//orn//alsA//
GO_1901562_5	norR//
GO_1901564_4	rpmA//ttdA//ygbI//paaH//arnE//yqiH//ydcO//gmd//hslV//araB//ushA//citX//ydcZ//pgk//yciF//gltK//cdh//gapC//pbpC//yfbU//rof//amiB//ypdB//gpr//ompT//clsC//glnB//maeA//xapR//kdsB//yeeJ//gudP//gspJ//torI//setA//dppF//bioP//yohC//envC//yabI//atoC//cysS//moaE//evgS//cheA//rplI//rrrQ//epd//nupX//feaR//rclR//rfaB//nadA//scpC//dacC//tdcA//murQ//ynaE//ascF//cysM//tauB//xylG//yqjH//queF//lspA//dnaT//xanP//yehY//cas2//yajO//dgoT//ypdI//panD//zwf//rdgB//rplK//ybgQ//murP//fbaA//ptsP//ompL//yigB//hscB//lolC//argO//purF//ttdR//frmA//nikE//fbaA//dfp//argH//moeB//bglF//rdgC//dusB//ldtC//ybhA//mlaB//yajL//dcuB//nmpC//tauA//yaaY//mscM//envR//yjbE//recG//xdhB//yciG//dxs//qorA//srkA//ffh//fdhE//nlpE//rpsG//betB//kdpF//fucP//nac//rbn//mltD//icd//manY//yebQ//fecD//narK//tyrA//malF//sufC//aer//gspJ//cobB//yddA//ybaL//yoaA//yohD//betA//sfmC//nrfC//rpoS//cpxP//fklB//lolE//sbcB//cpxP//argK//yhdX//gatY//pstS//yadC//yccX//yjbE//cadC//potG//fadL//pyrF//glnA//yqiG//ilvC//mrp//gltI//pgm//rhtA//sodB//gstA//amiB//yhbX//pgsA//mscS//rpsI//folA//lplT//fabI//rssB//cspB//amiD//rcsF//bdcA//fliT//arnT//coaE//ompA//msrB//tamA//ygfX//focB//nikA//rfaB//kdpF//pdhR//entC//rne//gatZ//rimJ//clpB//gdhA//lnt//moaB//tolR//yfgJ//rpmG//yahN//xylG//csrA//fepB//araA//ymgF//flhE//lplA//gor//cusS//glpB//aphA//acs//ligA//sgcX//uxaB//cheA//glgX//torZ//rlmA//yihT//yeaV//aroP//cutA//dnaG//prfB//hyfA//mdtJ//yddG//ybaO//codA//mhpB//grpE//rluF//pbpG//dnaC//yeeL//yjhB//recN//yjeI//mepM//ftsI//yqeA//sgcR//yieH//macB//pdeH//yeiG//tesB//arfA//aceA//endA//sfmH//fimB//rlmJ//aslB//higA//pdxA//tusE//arnT//pstS//yhbO//puuA//nirC//modC//yobA//clpB//ygfX//sdaC//feaR//folX//thiG//gutM//basR//nudB//syd//metG//rlmE//accA//srkA//menC//ruvC//alaE//yafN//dgcZ//ccmG//aceA//rffM//cpxR//yjjX//elaA//yqhD//fmt//ybgQ//yahN//bolA//yebZ//srlD//uxaA//cysE//gpsA//gloB//mdh//mntR//fliG//yhjG//purC//dtpC//narI//sulA//sodA//preT//yeaD//csgB//sapD//insB-4//ddpX//yjhP//glsA//cysN//fnr//gltK//sxy//nagK//tktA//ycgB//hsrA//rnb//hisA//yhjA//ykfI//speC//rsmC//prc//evgS//fhuB//hisH//higA//atpG//glpA//epmA//cvpA//araH//uxuB//hisQ//flgC//add//clcB//cspD//actP//ynaE//cirA//prkB//arnE//ydjJ//dinD//exbB//amiB//lysP//ilvA//yagG//sufE//lexA//zraS//araC//potB//evgA//clpX//oppF//obgE//rplR//uspB//cycA//caiD//prs//yajR//mltB//citE//bglB//fdoG//dauA//sfmC//allS//umpH//pinQ//tauB//iraP//tatB//wzzE//trpS//yibH//entS//tdcB//pdeK//panC//glyS//fimB//mrp//glpA//csgB//leuD//hlyE//pitA//modB//purA//ttdA//rpsG//ygfI//oppF//purR//dinG//yfcQ//yagU//rsmF//recN//glpK//rrrQ//zapC//rsmJ//aroC//tomB//aspA//sixA//cysS//arsB//clcA//nhaR//cspC//yihU//mliC//sapB//bioB//idnO//mazF//envZ//yajD//yfcU//ygfZ//mdtO//exbD//idi//glpB//sgrT//caiT//ycbX//dhaK//dadA//hdeD//waaP//ompW//betI//yfjV//sdiA//rzoR//potF//hemB//ycbB//caiB//cysI//fimF//ybhI//yfaV//epmC//frmR//blc//yebK//hcaD//sbcD//icd//fixA//hisH//ydiZ//gsiB//lsrB//rcnR//nmpC//norW//ilvN//potA//pnp//rodZ//ydiK//yfaL//fklB//entF//nuoG//blr//flhA//pgpC//tynA//efp//ccmH//symE//fadB//yafC//rutR//yiaN//sbmC//map//prfB//ykfI//yjeI//rfbB//flgA//folX//ybhG//hokE//menB//cmtB//nagZ//cheZ//rcsA//ygfA//dnaG//fmt//rfaQ//ybiH//gnd//adeQ//ilvN//alaA//fkpA//yghG//tmcA//nuoF//galM//artJ//etp//thiP//hda//hyi//baeS//rimL//ccmD//rffM//insA-1//yedP//atoS//prfC//rfaB//potC//sutR//mqsR//yfhM//cobS//amiA//napB//emrD//rpnC//elfD//eutR//purU//rpsH//ssuB//yfaL//fixC//yceD//mrcB//yebZ//yhdJ//yjiR//trpL//flgH//ubiE//idnT//yhjA//epd//obgE//cmtA//fcl//rpsK//lptE//citT//rarA//adeQ//fecA//tabA//tamA//hcaC//trpD//rimP//yggT//ftsP//flgH//kdpC//epmA//trmJ//nagB//serS//rlmL//lspA//ygaH//narX//yfcP//narZ//cyoB//rclB//sgrR//yddG//yhcN//holA//btuF//ydhK//envC//yehW//yihL//rssB//tcdA//rnlB//abgB//ihfB//rplN//alsC//intQ//gldA//torR//basR//ydfG//mrdA//pspF//yciE//wcaC//pagP//mppA//glcF//rpnC//fdoG//proP//bioH//nuoG//paaA//cho//rpe//gltI//hrpA//gatC//yjaA//katE//yagU//selB//zitB//ndh//cas3//glnP//ghrB//yjbF//yraR//upp//nlpD//selU//rnlB//hdeA//mdlB//yihI//sapC//pgsA//ptrA//pphB//bcp//nupX//pyrG//arfB//pliG//envR//lsrC//rhaB//hisH//dapD//ynbD//oppA//dcp//insB-4//alsB//lspA//hokB//deaD//mppA//mscL//sodA//lpoB//fepG//tusC//pck//pheP//insI-2//rbsA//kgtP//phoQ//caiF//mepS//tyrB//yidK//ygeV//arnT//dpiA//clpA//cdgI//rfbD//truC//htrE//rutC//nikR//glrK//aroA//yobA//bluR//znuA//rpsN//hipA//yidD//yhhY//lysA//rfaH//gltB//ygbN//mscM//msrB//sutR//gatD//gapA//truA//arnE//yfiE//pdhR//glnQ//ppc//prlF//yihX//narZ//malF//selD//cbl//scpC//elfG//mdlB//fdoG//dmsB//kefC//hda//cusA//hcaE//rlmN//pabA//yahD//gspF//yafC//flgI//potD//rhtB//rpmA//fdnH//yihX//mrdA//npr//mak//thiP//artM//yahN//ygeV//gsiD//
