#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tar//glk//dgoR//sapD//
GO_0055129_5	mipA//mgrB//yqiH//
GO_0055130_8	dauA//flgJ//
GO_0060003_10	lhr//ribB//aroK//aroH//
GO_0060255_5	yiiE//nadC//yneJ//mak//nikR//apaH//rpiB//yibF//mdtJ//lpoB//rfbB//nirB//dnaK//otsA//adiC//avtA//ftsZ//rlmC//pnp//mtnN//thrC//gntR//ydeM//hdeB//tusB//yifB//ybcL//nrfE//betI//frlB//rimM//yjcE//hiuH//prpD//insB-2//trpR//aes//aspA//trmL//atpC//rutG//baeR//ybfA//ribF//ygjH//hemD//cheA//rlmG//ribD//sthA//allD//cvpA//cysQ//xanQ//patA//dnaA//thiE//torD//ccmG//btuB//mscM//zitB//aqpZ//casB//ydiF//ssuA//trpA//yebK//cra//mutS//hofP//panF//purN//yidH//ppsR//manZ//hemE//yfcR//yghO//kdgK//rpsK//mhpA//emrE//icd//iap//lolE//preT//yedX//epmB//trmL//frwB//pepB//ydcP//ybhS//ydeT//ftnB//yhbQ//sufE//msbA//rnlA//cfa//ibsE//ssuA//bioH//lit//rihB//rpsJ//rnhA//fucP//ariR//ubiB//mhpT//bhsA//bcp//glnB//ynaI//nirD//bglJ//acrD//flgE//ygjK//mqsR//yhcD//dfp//fabB//ampD//ubiC//ybiW//acpT//malK//ldtB//tcyJ//hsrA//selB//phnI//acrR//yehX//azoR//intA//abgB//mtgA//artQ//ariR//dxs//ascB//ilvI//malI//baeR//ydcT//abgR//emrB//thrA//yfcS//smrA//treF//mgtL//tatC//exuR//yqaE//ndk//cysG//frdB//lpxK//groL//pdeL//lolD//gpp//rhaB//yagI//ddpX//dpiA//panF//sucB//tehA//ydeP//yphF//gpp//yfcQ//bcr//yehD//truA//umuD//fryC//cpxP//vsr//gltS//glpK//envZ//idnO//ybgI//blc//ade//kdpD//modC//potE//rnr//mdtJ//envC//zraR//mlaC//yggW//narG//menC//rsmF//mzrA//abgA//argA//entF//yhiM//chbA//ilvI//sbp//ftsY//waaH//mhpC//kdpB//cas1//ydaV//aceB//pliG//mobA//hyfR//rfaH//ybjN//osmF//thrC//fliZ//waaZ//tauC//phnI//sgcE//epmC//ymgC//ycjQ//rarD//lnt//yodD//lyxK//lrp//coaE//bcr//atoB//sdaA//pdxH//tcdA//rlmB//pfkB//hpf//ldhA//hybG//proP//wzzB//yneE//epmC//mraY//metH//intS//btuE//elfC//dld//cdh//mntS//sxy//dsdC//ghoS//ybjN//thiP//rseC//dgcM//ybfA//msrC//nlpI//yibH//metF//yfiR//plsX//malQ//aroL//uhpT//rluD//pgpA//ilvM//proS//dnaT//topB//pldB//yqiG//ilvL//parC//iscX//rhlE//cheB//fadM//yegD//glpG//csrD//mprA//yhcF//pdxK//sseA//kup//mdtI//lysA//ymgC//yajO//ycjR//rng//ydjM//yjjX//glgC//rapA//comR//dnaA//rpsG//bsmA//dadA//metC//glrR//rpoS//nadK//tehB//hofM//hslV//dusC//clsC//lldD//dgcF//argO//yghU//yfiC//folA//bglH//fadE//treB//waaL//cobS//manY//yhdJ//tdcC//speD//menE//bglX//gudP//tdcA//asr//clpX//ycjP//ccmH//puuE//actP//coaA//ypjD//ffh//lpxD//
GO_0060274_5	gadC//
GO_0060326_5	alpA//
GO_0060341_5	recX//elaB//
GO_0060491_5	zntA//ydiV//hisG//glgP//
GO_0060566_8	mdtQ//
GO_0060567_8	dtpB//nsrR//msrQ//
GO_0060699_8	yfeO//btuD//plsC//gsiA//mltG//
GO_0060700_7	yphB//lptA//ydjM//entH//rssA//
GO_0060701_8	galM//ugd//mmuP//ldtB//ldrB//
GO_0060702_9	manZ//fdhD//yebC//asnC//umpH//
GO_0061013_7	hcaF//ppsA//ibsD//kdpD//rffC//
GO_0061024_4	dsbG//waaL//ymgF//yjjB//flhD//zapB//betA//panD//tig//yjaA//artI//yhbX//
GO_0061077_4	sapF//dmlA//paaG//rpmC//kefC//phnC//umpH//bamA//atoS//ompR//murA//rarD//gcl//ulaF//yacG//mdaB//dnaJ//ymgA//miaB//yejF//ompR//ydcZ//endA//
GO_0061475_9	atpF//
GO_0061504_8	rpmG//
GO_0061610_5	ygfX//
GO_0061615_7	entS//rssB//
GO_0061687_3	yhdW//yihU//gudP//focA//bamE//ptsG//
GO_0061720_5	nrfB//garL//bepA//yqiI//
GO_0061727_6	yajL//wecA//ftsE//ybhS//dpiA//cmtB//purA//pphB//yneJ//ybdG//lptF//rpmB//casE//gadA//fau//fkpA//nuoN//cyoC//rpoA//mtfA//arsC//glmS//yhcN//frdB//
GO_0061984_6	fliD//
GO_0061985_7	ybiS//
GO_0062012_5	mhpR//ytfE//hypE//fabD//cysS//mppA//serB//yfiR//yieF//rimM//aroE//
GO_0062013_6	ahr//lolB//gsiC//
GO_0062014_6	corA//uxuB//
GO_0065002_6	kefG//ygdG//mug//fecD//marA//gfcE//dnaB//yfcG//
GO_0065003_5	entD//kdsA//lldD//htrE//fryC//tolB//nudC//yfaV//acs//fetB//dkgA//yfcF//cmoA//betI//trpL//sgcB//metB//asmA//blr//baeS//rnc//trxA//ybgP//ymdB//mrcB//mdtG//glcE//cca//yraK//mtlD//sufA//mtr//abpA//ptsP//nfo//queA//phnI//treF//yeaV//sdhD//araA//lexA//aroD//hypE//ytfT//ptrA//nuoG//sapB//hcaE//ydjH//iaaA//yqeA//yqhD//tabA//afuB//bluF//dam//arcB//ydaN//yraI//hyaC//galF//dacA//gpmA//envZ//ycfJ//waaP//yadC//araF//yieL//acrZ//yjhC//yfdR//yciH//uxuR//prc//ispA//mgtA//mglC//hemC//mdh//ybdO//araD//rlmE//ydcT//rna//basS//proV//ldhA//macB//mlaC//sohB//
GO_0065004_6	tcyJ//
GO_0065008_3	fliD//uxuB//ykgO//ybdH//ydaN//pheM//rsmD//frvA//gadX//dnaC//rplA//kdgT//pgi//yfeO//fpr//recB//yghB//mprA//ppiA//yhdZ//ybcF//csrA//gyrA//tpx//sstT//thiH//fadR//rpsP//nagB//grxD//rhaT//narQ//garP//hdeB//rpoA//mog//xylE//tnaC//lsrC//rdgC//yjhI//aroF//lsrG//mgtL//yhjB//ccmA//pliG//queF//ccmA//idnK//yebC//sdhB//xapB//pntA//ibsE//rcdA//ygiW//flgM//ibsC//glgS//hyaB//thiD//folE//uspG//wzb//speF//kdpE//mutL//dnaB//tsr//entC//mdtB//fdnG//sdhE//idnO//yqiJ//ytfE//mntP//yfbV//mngA//rapZ//yodD//gcvT//mepS//ydiZ//nanR//pdeD//artM//citG//phnL//ibsE//ligA//yqiH//rpsB//ybhJ//ftsI//queE//phnM//yehW//livJ//gppA//aroH//rimP//nrfG//fepA//kefB//glpF//cysG//recA//yadC//yqiG//glsA2//exuT//znuB//emrK//yddL//ydeE//hcaB//metE//cvpA//ycaN//ibpB//mzrA//trmO//rph//glnL//mngR//allC//gor//ecpR//hyfA//
GO_0065009_3	metL//zapE//tag//tdk//agaW//appB//wrbA//ybhJ//glgX//mdtM//btuC//trmJ//rffT//rcsC//gntR//yhdH//hemH//rapA//caiT//artM//yieL//sfmA//ompT//radD//ycdY//yejA//rnhA//hemN//cysD//rpsI//gcl//argP//dacC//helD//wbbK//focB//speE//pyrC//insH-5//trpR//alaE//cspE//paaB//dtpD//waaC//ybaL//dgcM//dapD//insE-1//ppx//ybaM//sbcD//holD//deaD//abgT//rmuC//pphA//ligB//mscS//garP//yfgI//lysR//cca//galT//yebZ//uraA//yjaZ//galR//ascB//hcaC//yqcC//sgrT//proC//xerC//rsfS//leuB//clcA//
GO_0070084_7	ccmF//
GO_0070085_3	appB//ydiO//
GO_0070178_5	napA//
GO_0070201_6	mdtA//dicC//yddG//
GO_0070206_7	ldcA//topAI//relA//ubiF//
GO_0070207_8	yaiV//hflC//msrC//rplR//
GO_0070297_7	rffG//
GO_0070298_8	yjjG//
GO_0070301_6	ynbD//syd//yqaB//caiB//wcaB//casB//ybjG//citE//lpcA//tonB//
GO_0070329_5	dmlA//yjtD//
GO_0070413_7	rpsN//ugpC//
GO_0070415_6	sbcB//yjcS//
GO_0070417_5	mlaC//livH//atoC//fdhD//
GO_0070453_7	hisH//
GO_0070475_7	glsB//kbp//proB//wecE//frlC//nlpI//fadA//dgcZ//cydC//yqeG//carA//rbsD//sdhB//puuC//pepN//hdfR//ilvI//yagI//fabD//
GO_0070476_7	mnmC//yidZ//
GO_0070482_4	yafO//qseC//argI//ilvE//
GO_0070525_7	ulaE//ugpB//yidP//yqaE//
GO_0070574_9	paaC//yidC//yafQ//nudG//
GO_0070581_8	rlmJ//
GO_0070588_9	fliG//
GO_0070589_6	yafS//fcl//csrD//ruvC//ynbB//fecB//sstT//paaJ//sufC//hypF//rmf//tusE//glgA//galK//lexA//bssS//gudP//yieL//agaS//mtn//lsrG//ugpB//insB-4//rrrQ//yhaO//ygiB//rng//lpoB//yijO//nanT//gnd//soxS//murB//lysO//potB//nupC//lsrR//yedX//yceK//rssA//rfbC//ynfL//cydC//
GO_0070627_10	ubiJ//
GO_0070646_6	ndk//
GO_0070647_7	ydaC//
GO_0070689_6	ulaR//leuA//
GO_0070716_8	adeP//
GO_0070726_5	oppF//sodA//
GO_0070727_4	lysP//thiE//yegV//hisF//thiD//fliT//uidC//mraZ//recQ//yphB//yciH//yehC//djlC//ydhK//lplA//fliL//gudD//
GO_0070778_6	deoD//yfjV//
GO_0070838_8	msrC//tusC//ycgV//insH-6//kdpD//rssB//flgH//gpmA//mltF//ydiB//yhjR//dhaL//yiaU//dacC//betA//
GO_0070873_7	narZ//uidA//
GO_0070874_7	mgrB//
GO_0070875_7	waaC//
GO_0070887_4	waaG//rffT//betI//oxyR//lysS//hcaC//alkA//grxD//yhhZ//azoR//dnaE//nagE//glvB//uacT//yfaL//dnaB//hisF//nfo//yeiG//yaiW//prc//gltD//pstC//aldA//ftsH//ptrA//yqiG//obgE//cbrA//modB//ibpB//wecC//rffH//ybdN//glgB//dnaA//yefM//clpP//lrp//lpxL//appY//lldP//yjeH//fepD//cyoA//clsA//ptsP//katG//hslO//dtd//eno//cheW//fruK//yicJ//osmY//nlpA//artP//rlmN//wcaB//degS//
GO_0070894_6	malG//
GO_0070925_5	yddG//kch//focA//pal//hsdR//mnaT//dsbD//idnK//mnaT//rpiA//
GO_0070930_7	agaS//
GO_0070972_7	pldB//
GO_0070981_6	motA//
GO_0070982_5	yibF//
GO_0070988_3	yiaM//yfcP//
GO_0070989_4	cbpM//
GO_0071103_6	rlmL//hisP//ftp//azoR//hisA//rpsD//tdcA//bioH//yjaZ//crcB//bglA//fecD//gadW//lit//glgX//ymjB//mutS//flgH//pcnB//
GO_0071139_6	cheZ//yedL//
GO_0071214_4	chpS//ygbN//yafN//yccX//mqsR//dnaQ//fabG//frvB//nrdI//lasT//lit//narU//csgE//bioD1//agp//ygcO//yjhC//fadD//holA//wecE//ygaH//gpsA//yggN//dicB//
GO_0071218_6	fimF//
GO_0071229_5	qseC//aroL//cyoA//pheP//flgH//
GO_0071230_6	paaB//
GO_0071236_5	prlC//codA//mmuP//lapB//ulaA//mtlD//purU//btuF//ansA//rfaF//ybiW//yqiH//afuB//dnaK//minC//rsmB//yidZ//coaE//
GO_0071237_6	lon//cfa//
GO_0071241_5	potA//hypB//rcsD//yodD//hisM//mepS//fetA//yeaE//hycA//ivy//prfC//rfaD//xseB//ybcL//recB//lsrD//bacA//
GO_0071243_5	ybdN//
GO_0071248_6	ais//ridA//yojI//yifB//yfaU//wecB//accC//yfcG//slyD//fau//dapF//rpsP//aer//alsK//
GO_0071249_6	hmp//hcaR//
GO_0071250_6	ynfL//mlaF//
GO_0071265_5	queD//ribA//intF//hycH//rnt//
GO_0071266_6	bioH//ptsI//
GO_0071267_6	ravA//folP//tcyJ//
GO_0071270_6	kdpE//tsx//
GO_0071271_7	deaD//proP//
GO_0071276_7	yhaV//cydD//
GO_0071280_7	abpB//ydbK//
GO_0071284_7	pflB//
GO_0071286_7	ymfA//rhaB//
GO_0071287_7	dcuC//
GO_0071288_7	glmS//yfcU//
GO_0071289_7	lpxD//
GO_0071291_6	prmA//
GO_0071292_7	rusA//tyrR//
GO_0071294_7	aaeB//ypdI//
GO_0071310_5	yiiM//narZ//recG//pntB//rssB//mdtQ//pinR//bhsA//sspB//pepN//tolC//
GO_0071417_5	uxuA//fixC//ynjA//
GO_0071421_9	malP//eutR//nuoG//
GO_0071422_7	pgaD//rimO//glcD//
GO_0071423_8	alsA//
GO_0071453_5	ygaH//yqeF//panF//
GO_0071454_5	gpsA//pdeF//
GO_0071456_5	uvrD//
GO_0071467_5	ilvH//yafQ//mdtP//ddlA//glmM//cyoC//srlA//gadC//yjtD//dcuB//yiaU//
GO_0071468_6	yfbU//arnF//yraJ//sapB//yphD//waaJ//sgbE//rpsD//ynfF//yihI//
GO_0071470_5	zraS//narZ//miaA//rpsQ//sbcB//rpsB//trpA//queE//hsrA//pabC//
GO_0071474_6	glcF//mdtC//alsK//rffM//
GO_0071478_5	amtB//azoR//nanC//
GO_0071482_6	chbA//ssb//yfbU//
GO_0071483_7	fimD//
GO_0071495_4	cysG//pykF//paaF//
GO_0071496_4	metL//cedA//sapD//dsbG//hinT//upp//mlc//mlc//thyA//yahB//yciA//garR//rcsA//ftsL//prfA//ybcQ//ykgO//ynhF//yjiM//uxaA//yhaJ//pgpC//ycdY//rutR//dmlA//ydaV//hokE//mgsA//flhA//kefG//ynfL//sbcC//atpD//wecC//ispA//yfgI//recO//rrrD//pgpC//yodD//yhgH//tsaD//pyrH//rpsH//rpiR//tdcC//sucC//ahr//ribC//hypB//mukB//mdtL//hslU//
GO_0071500_5	pspA//
GO_0071502_5	flgG//
GO_0071545_6	ynjA//fnr//
GO_0071554_3	atoC//garL//nadA//glmM//hmp//melA//xylE//rsmC//cysA//sbmA//yedF//dmlA//rfbB//ybdZ//thiP//ompT//evgS//pgaD//yiiE//yqeF//hisH//lpxD//trmH//
GO_0071555_4	rplY//fkpA//glvB//rpsL//serC//recO//sfmA//mrcB//metN//phnO//insB-2//arcA//fcl//
GO_0071577_9	arnB//yphD//raiA//menB//bioD//glmS//dicB//
GO_0071616_6	ftsI//yiaO//
GO_0071702_5	srlE//xdhB//dsdC//lsrB//ygjR//hxpB//gcvP//scpB//mnmG//ptsI//sohB//mltG//yhdX//ygiV//pitA//npr//moaA//ibsD//mepH//ynbB//codA//fabR//yohD//yahO//osmY//ytfQ//gluQ//rplD//phnI//fadR//cbrA//artI//clpB//lldD//yagU//rimP//ygeV//cheR//citG//agaW//ygbN//glyA//pitB//yidR//ruvA//yheT//agaI//lysO//hprS//iraP//yqjA//uhpC//malK//lysP//yibF//obgE//leuC//osmE//yadI//glsA2//hyaA//polA//mtnN//flgA//cbrA//mreC//sufE//map//recB//fdoH//lolB//rapA//fumC//cof//glgB//sfsB//puuR//cobB//lolE//aroP//frvA//ydjM//waaQ//yebK//trpD//rcsC//thiC//yadM//psd//norW//ompT//opgH//rtcB//mltD//yedX//rsmB//argK//mdlA//ispB//accA//hslR//ygiB//yfaV//rpiA//yihS//sufC//yceK//ygiS//rnt//folD//recD//malE//polA//recG//glnB//mfd//panB//ygeX//yciV//yidK//leuC//sseA//tcyN//cysQ//yfjV//waaS//cptB//yggE//narG//murP//maa//tatD//elfA//arfB//idnD//focB//pth//trpL//ydbD//ydeI//gstB//hprS//dinJ//rhtC//prpC//lpp//dctA//fucO//recR//ibpB//argH//yihU//glpC//oxyR//gspF//clcB//yidC//trkH//rclC//murP//tatE//yneJ//creC//lolE//wecE//hiuH//nlpD//holC//ydcM//rnlA//yjjV//rlmC//dhaK//insI-1//glnD//aspS//dnaG//mpaA//ihfB//yeaG//mtn//thiQ//basR//flgF//ybhA//rrrD//aroB//hycA//hrsA//ybdR//otsA//casB//ydiB//yciE//fklB//gapC//aroD//lepA//glnS//fepC//lsrC//ftsH//kbaY//prs//manY//smrA//pflB//nuoN//ybaL//mlaB//nagB//mltC//agaC//dfp//ruvC//yfcQ//otsB//rluF//ygiS//ileS//lgoT//moeA//xylB//ulaG//rnlB//clsB//mngB//cpsB//ybbW//bcr//mrdB//yafO//ygbM//dacC//ilvD//frlB//aceB//kch//waaJ//dnaB//yhhY//lysS//gyrB//rfbD//puuE//yjjX//fadD//araH//glpA//ptsN//relA//yfbV//npr//fhuF//ascF//bolA//dnaB//yedX//deoA//yagE//trmB//flgH//mraY//arfA//napA//ugpE//tcyN//gudP//hslR//dnaA//melA//rayT//ada//yeeY//rcdA//sfmH//miaA//fadJ//pphA//ybaE//aspC//slyD//rlmI//dam//prmA//plsX//ulaB//moaB//nanT//lrhA//trxA//yfeW//sgcR//helD//rsgA//rfaG//yahF//yebS//nagD//lldP//btuE//glrK//yccS//thiH//ftsH//ybdZ//malF//lysS//dacC//yjjW//puuA//yobA//cvrA//cyaA//bamC//fdnG//leuO//mltG//yifB//astB//dicB//mltF//arcC//ilvC//pdeH//frmB//trmL//aphA//aroA//cspI//rhmD//citC//ulaA//trxC//nrdG//uof//suhB//aroK//yagE//sodA//gyrA//trkG//gppA//lysO//crp//pgi//yicJ//torR//mcbA//ptsH//glpG//trpD//uraA//asr//ydhJ//pgpA//yhhZ//ymdB//ppsA//pgpB//yibT//yciK//yiaT//znuC//hprS//tap//rutG//araH//insI3//menC//ygdG//bssR//rpmF//opgH//fabA//ghoT//marR//rnpA//dgoD//ydcZ//lolB//yqjI//rutC//dacD//amiD//yajQ//lgoD//selU//yfbS//entB//
