#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	eutR//fnr//cbrC//aroD//
GO_0070894_6	atpF//
GO_0070925_5	yejE//malZ//lrp//adeD//btuB//cheW//ymdB//ilvN//nrfA//rclR//
GO_0070930_7	clpS//
GO_0070972_7	pitA//
GO_0070981_6	artP//
GO_0070982_5	yahB//
GO_0070988_3	ygjK//hemE//
GO_0070989_4	ynjD//
GO_0071103_6	ruvC//ibaG//yiaN//rpmE//thiD//ycjR//cecR//narU//manZ//sapC//argC//recQ//argC//trpE//abpA//selB//amiC//opgD//yhdW//
GO_0071139_6	btuF//fixC//
GO_0071214_4	mdlB//queC//dapA//nfuA//fau//elfA//tgt//oppB//eutD//surE//paaZ//tolB//lyxK//focB//fdrA//ampE//norW//def//uhpT//eutR//nagK//yfcF//nadK//bioP//
GO_0071218_6	pgaC//
GO_0071229_5	nupC//insF-1//der//rraA//glcD//
GO_0071230_6	narW//
GO_0071236_5	cspD//holE//yejA//mppA//rpnB//groL//clcA//dpiB//idnT//ssuE//gutM//uidR//rzpD//setA//fadE//ptsP//casA//groS//
GO_0071237_6	pgrR//gpt//
GO_0071241_5	rhtC//trkA//rpsP//yidL//fecB//ppc//galF//glgB//fdhF//mhpT//idi//yhcH//ydbD//ycfH//preT//arsR//ilvN//
GO_0071243_5	sbcD//
GO_0071248_6	satP//mcbR//patZ//evgS//argH//bioB//livF//rtcB//xerC//purL//ugpB//otsB//yjaZ//intQ//
GO_0071249_6	treR//mscS//
GO_0071250_6	insI1//gltS//
GO_0071265_5	dnaK//malP//fetB//lsrK//prmB//
GO_0071266_6	luxS//spy//
GO_0071267_6	dgoT//tatA//gppA//
GO_0071270_6	rlmD//torY//
GO_0071271_7	roxA//motA//
GO_0071276_7	fixA//ptrA//
GO_0071280_7	ydhQ//uxaB//
GO_0071284_7	atpD//
GO_0071286_7	relE//yebQ//
GO_0071287_7	pmbA//
GO_0071288_7	trpR//preA//
GO_0071289_7	yahO//
GO_0071291_6	aroD//
GO_0071292_7	relA//fliT//
GO_0071294_7	yhcN//yjjG//
GO_0071310_5	rplP//kefC//tolQ//tus//aslB//sufB//slt//pgsA//lasT//modC//arnA//
GO_0071417_5	yfdS//yjbF//zraR//
GO_0071421_9	zapC//opgH//araA//
GO_0071422_7	yidZ//citT//hyaB//
GO_0071423_8	fepC//
GO_0071453_5	ydaC//icd//fucO//
GO_0071454_5	allR//zwf//
GO_0071456_5	phnP//
GO_0071467_5	fdoI//lasT//ccmA//yfaL//livH//yecS//yqeA//rfaE//ulaE//iraM//araF//
GO_0071468_6	murE//dkgA//yqiI//baeR//hisM//uup//glyS//aceF//metL//pbpG//
GO_0071470_5	yihU//fecD//elfA//gadX//cspB//yefM//ubiE//speF//dusB//yqhC//
GO_0071474_6	nikA//yjfP//torD//pspG//
GO_0071478_5	manZ//glxR//nlpD//
GO_0071482_6	murC//hemN//aspA//
GO_0071483_7	sppA//
GO_0071495_4	fecC//yiiE//gudP//
GO_0071496_4	yggX//cheB//kefB//lrp//birA//yqcC//cyoC//prfC//tbpA//flgA//hypB//cysC//dnaT//pagP//pphB//rodZ//yagU//rhtA//gntK//yhcH//ygiS//yqhD//speG//mscS//uxaB//rluA//ydeM//sdaB//trmO//ydjH//ybcC//tdcC//ahpC//mdtM//kdpF//paoC//kdsD//fdhD//hybO//ompA//pnp//tadA//nusG//ldtE//ycjY//rffG//livG//mcrA//sufS//ygiS//yafS//wrbA//uraA//
GO_0071500_5	yceK//
GO_0071502_5	waaU//
GO_0071545_6	rpsA//napF//
GO_0071554_3	kch//waaP//tyrR//glcA//fimA//nudF//rsgA//lsrC//rplS//rutE//rpsT//prpD//hokB//fliL//yqiG//ydbK//btuB//sdhA//bglX//hslU//blr//atpD//def//
GO_0071555_4	dcyD//rzoR//lipA//yehY//aqpZ//dgcJ//arnF//ldrD//rplE//ygeX//hybB//manX//pflC//
GO_0071577_9	yphD//kdsA//lit//corA//pdeK//rpoA//yaiP//
GO_0071616_6	menF//ydgA//
GO_0071702_5	ybaL//lptA//tpiA//xdhB//yhhY//alpA//cbrC//dld//rhaR//yjhG//paaG//bamC//dicA//rpsJ//glnE//ratA//sspA//yeiE//gadC//mnmG//ribD//yjbE//glpA//dcuA//ygfA//aceF//ypdI//rsmD//hyaC//dgcJ//glgP//folE//metH//ccmG//lsrR//yhaJ//tsgA//gpr//dsbB//ugpB//ytfT//yadK//gltB//dkgA//mazF//pinR//ybeQ//eptA//livM//dicB//uraA//hpf//yahD//yggW//yhhZ//dapD//bcsA//birA//flgJ//phnG//trmD//sgbH//arcA//zitB//astC//fepC//gspF//hcaE//clcB//trpB//rplS//lptF//folP//mdtM//pspD//alsE//pepT//fhuF//ruvB//ortT//rsmD//sppA//yedF//sucB//tcyJ//yneL//ygeW//dinI//proV//rplR//ldrD//yaiP//malX//rpsT//gntP//ssuC//ndk//azoR//slmA//yhbX//viaA//yhfK//cysA//pstB//tsaD//srkA//basS//yraI//atoC//mukB//umuD//tsgA//yqjA//dgoK//trkA//yceD//livM//yaaJ//maeA//speG//yjbB//galR//higA//trmI//abpB//bamE//ndh//hybA//tamB//rnb//uvrY//gyrB//btuE//chiP//ldcA//atpE//mtfA//mdtA//ydiO//hypE//flhA//rffT//rlpA//tatB//yraK//yfeD//ilvC//nagB//fecC//tcyP//ldtE//prpB//fumB//napF//rutC//yjhG//cho//glpA//obgE//purA//nhaA//recO//potF//recD//yjiM//yijO//tdcG//pntB//yehA//rssB//amiC//ubiC//lptA//hyaA//modC//ompT//mak//yggX//yadN//xanP//yjiY//rcsB//yfdK//ppiD//ydcI//yhjV//aer//fmt//osmF//ubiE//mlc//dnaC//sbcC//murC//afuB//rutB//relB//rsmE//ppiC//asd//cynT//rspB//ftsH//glpR//yciF//epmB//gspI//dctR//yjtD//frsA//gnsB//fliL//nrfG//yedF//galS//groS//msrB//nanA//ansB//yihL//metN//cmtB//nrdG//ccmE//fabH//mprA//insK//ykfM//tusC//pinQ//htrE//erpA//hcp//kdsD//hcaR//rffT//ddpA//thiP//mlaF//yiaT//chpB//nirD//guaA//yohD//yqeG//lpxM//scpC//htrE//recF//tyrA//holE//ftnB//ruvB//artI//prlF//nadK//tcyL//blc//dcuS//dnaA//purD//gloA//rnhB//glnL//yeeO//luxS//fixC//sbmC//sbcC//rplO//glcB//opgB//tdcG//yqaB//pitA//ispA//fadA//rmuC//flgJ//purT//paaD//paaF//evgS//ygeR//putA//bamA//phnG//ychF//treB//ldrD//recG//adeP//fecC//dkgB//kdpB//pgpB//maeA//ybiJ//lolB//gspI//fsr//eutA//queC//yihO//rpmF//lon//intS//ygbL//fis//sbmA//mreD//acs//rpiR//trmJ//lpxM//rpsO//luxS//glmU//folE//uxaC//srlE//ttcA//fadK//cysC//rpoH//rlmH//kdsD//fhlA//yjiQ//glpF//dsbG//insK//hofO//yqaB//cspE//murA//ygaH//tnaC//mocA//nikA//ilvA//waaZ//cysA//gyrA//ygfI//flgB//carB//opgD//fetB//rimP//zapA//ulaF//yeeL//radA//baeS//grxD//lapA//mdtC//nrdA//gadW//cspC//lamB//bluR//panB//asr//malI//ycjQ//caiF//galT//cpsB//entF//fhuD//msbA//fmt//yfcA//hipA//purC//menD//dcuD//gudP//osmC//ompA//ffh//pgl//mdtJ//ubiF//glgS//dnaJ//ibpB//rpsB//
GO_0071704_3	yqeA//sulA//purL//rlpA//metL//arcC//acrF//mpaA//prpR//ampG//ydjH//lsrC//tyrS//glrK//ispA//gluQ//dmlR//yfiF//umpH//gsiD//ulaE//dmlR//dicC//narG//lacY//rpnD//yagI//ivbL//yiaB//yjbF//frdA//ydcR//phnK//puuR//mngR//insE-1//yfjV//ydfD//miaB//yccX//ykgF//amiB//sufE//nikA//glnE//cadA//yneL//rpsE//dicB//cptB//intS//serB//msrB//dsdX//yohD//sbp//gatZ//sbmC//yjiX//msrP//gmhB//queE//glnQ//osmE//murG//tas//yhjC//kduI//gdhA//frdD//tcyJ//zipA//nudC//citC//atpA//fliK//yjeH//cyoD//proC//xerD//gcvT//nusG//glsA2//lpxP//yfdK//frlR//rluF//zntR//ilvH//proB//tsaE//glgB//cycA//epmA//csgA//narI//copA//tsaD//sufS//pfkB//metN//tcyN//entE//aroL//ldrD//livM//zapC//yihO//rhtC//hslV//qseC//maoP//recE//wzyE//yjbF//yfcR//npr//alkA//prpR//rlmI//mdtG//yddG//yfiC//rcdA//rpoE//kdsB//rhtC//nfuA//phnO//tag//dnaB//bhsA//cas3//helD//fdnI//mmuM//npr//curA//amiB//mreD//yihP//lepA//yqjI//serS//epmA//fimB//rzoR//yeaV//glcA//aer//atpF//ftnB//dsdA//rzoR//mreD//yjjG//cysA//tufB//sfmD//afuB//ygaV//yabI//frwC//rnpA//arcA//lysU//glsA//hisG//fliZ//exbD//frmB//lhr//yfjR//aspS//deoB//aroL//dsbC//btuR//sufD//sgcB//argE//potE//yqaA//rpsM//yahO//narQ//murB//lit//umuC//dnaG//fryB//yhbY//glxR//rdgC//dmsA//yhjX//yjjI//rsmD//yajQ//hscA//yihV//yfbR//ppiC//dkgB//eutB//rffM//tgt//gstB//ydjE//glk//ybfE//yghB//rpsI//insI3//ugpB//zapE//frvA//livG//ribC//gltI//fadB//codB//gluQ//ibsA//alaS//yfdR//yjbE//yehT//ruvA//rlmJ//upp//ybaL//glcD//add//mglC//fecD//adhP//mdtD//caiE//adk//rpsH//flhA//hha//rpsG//ynbD//rffG//yidA//yahO//uxaC//yidQ//tufA//rapA//ynhG//norW//mdfA//ygiV//lldR//cdgI//narZ//ybgI//lgoR//rrrQ//adeD//dcuS//kbaZ//modB//lpd//ampH//clsA//appY//hsrA//emrE//pncB//clsC//higB//fepB//sgcA//cysH//gltS//phnI//rnlB//argH//scpC//uof//hicA//yhbY//tatB//pstC//gutQ//rnpA//ydgA//pdhR//ftsK//msrC//lnt//yjjV//xanP//fucK//insH-6//lepB//proB//ydjL//hscA//rhlE//narY//iscS//yggX//yjiA//oppA//hemH//ecpR//araE//azoR//pstS//sbcB//fryA//sgbU//hslV//epmC//phnI//oppC//entC//focB//hypE//fabI//ynfE//malX//ygfI//yghU//mrdA//kefB//cadA//rhtB//tsx//mdlA//entD//lptD//hsrA//glpR//norR//creC//ompW//artJ//gmhB//cnu//orn//rffT//murQ//xylB//narV//sad//trpR//rng//tauB//fliZ//sppA//thrB//hdeD//araG//pdxK//ydiV//frsA//iraP//trmH//csgD//solA//recR//glyS//msrP//phnO//proS//yqeA//yieK//yjhI//gspF//sugE//lptF//setB//nei//ftsK//lptE//umpH//nrfF//ycgR//cpdB//dppD//msrP//ymjB//ygbI//sgrT//gudP//clpP//yahK//aspA//gltI//selA//cpxP//yqiH//ptsG//ydeE//hisD//dcm//cfa//yajQ//diaA//eutR//trmA//rlmE//speF//rsmG//ytfR//msrB//fliZ//narH//secD//araA//yedA//yhcN//iap//prs//ybiS//topB//yjiY//mrcA//cobU//aroL//dcm//edd//ralR//rplQ//pnuC//prpC//cas2//fliS//ulaB//hemL//yccS//fadJ//ribF//zraS//rfbD//folA//dcm//gloB//minE//lrhA//ilvC//ynaE//adiA//tus//rfaD//btuF//insK//hcaD//umuD//pgl//putA//nupC//fecD//treC//dcp//aes//bcr//rlpA//alsB//yggX//nanC//fimI//ygeA//rpsL//rcdA//ghxQ//lpxT//dmlA//thrA//fiu//rayT//purT//skp//frdB//cheW//livF//pspD//tolQ//yfeW//opgD//rhtC//tehB//ynfK//hsdM//acs//yhgH//eamB//fhuD//rsmJ//cra//gltK//glnK//eptB//sufD//yiaN//hybA//ybgQ//mglB//mdtI//abpA//queF//nuoI//umpH//yjjQ//waaG//sufE//fecA//recA//rpsQ//panE//yieL//ybiA//znuB//gpsA//nrfB//ibpA//cspB//yahO//lysC//xylF//ompL//yadV//csgE//malQ//yqiI//nuoL//umpG//znuA//yhbS//yfcF//yraR//rfbX//ubiD//ogrK//rpnA//ftsA//waaL//waaB//sutR//bdm//mdaB//sufC//hemD//lhr//fdhD//ssuD//yjiY//selB//thiE//sgcE//fetB//essD//yihQ//pspA//yidE//ldtB//ybiJ//cysG//flgK//pspG//ansB//narW//rimL//hflX//gloC//yiaL//entE//adiC//rfbD//pspG//sdiA//ispF//paaD//ygbM//dmsA//ackA//lsrD//fumA//xapR//hdhA//nanR//paaC//insI3//rplP//dsbD//yciE//tehA//dnaE//ydaN//bcsA//hyfC//glxR//asmA//dicC//hcp//serB//lacI//paaB//yebZ//msrP//dgcQ//yaaY//ghxP//baeR//mtr//ogt//yijE//rstB//metB//ymjB//ydiB//glpK//yohD//pdxA//gsiC//fliT//csgE//yjaA//argI//smpB//fixB//entS//torS//ybcC//erpA//rpsG//bglH//agaB//hemL//treR//agaS//ilvB//tnaA//lptF//rsfS//yahB//sufB//obgE//trkH//coaD//wcaJ//fre//yegV//cheA//uspC//frmA//sdiA//yhbQ//bglB//pntB//yfcR//insA-1//ung//murF//ilvC//ccmF//trpB//dnaJ//rplQ//galR//ycjQ//thiD//rsmC//alaC//oxyR//waaG//yghW//tag//ycaN//trkH//napC//recE//iraD//pheA//stpA//argA//menC//yjiM//nrfC//yjcE//mutS//eutB//gcvT//pykA//dkgB//hpf//era//hslU//purB//citE//dgcQ//ftsN//rpmJ//yraH//fdnI//rpsB//glcA//moaE//ypdF//cspB//mdlB//oppA//ydiR//lldD//argR//citE//sgcB//leuC//ompA//tyrA//glnB//nirD//zraR//cyoA//gltB//hemA//gsiA//gadA//rmuC//ftsI//gcvR//sucB//dxr//dtpC//trg//kdsA//cspD//ybcF//ydiQ//arsB//yraR//umpH//flgJ//umpH//ybbW//yqaA//yceD//bamE//msrQ//eutR//rfaE//frdC//yedL//pnp//phnM//yaaJ//rpmG//yiaT//lapB//yhdJ//rlmE//lacZ//murB//feoB//edd//dacB//ydjE//vsr//yddL//yhjX//lamB//rplM//phoQ//artI//agaC//helD//astB//potH//sbp//ptrA//metH//yjjW//mnaT//murE//caiD//ygbN//cpxR//chaA//yagI//rutA//cysC//glgX//agaV//pabA//mdaB//fimI//dinQ//yebZ//motA//slmA//ftsA//mutH//rapA//tauA//ybeQ//brnQ//ygfA//yeaD//arnF//plsC//yciG//tusB//hda//fhuC//puuD//mrdB//uxuR//yefM//asnA//ubiE//srlR//gltB//lsrC//trpB//wzzE//ihfB//fadJ//gpsA//yqaE//yihI//frvB//phnC//pfkB//epmC//dsbB//rarA//hpf//sfsA//ygfI//dsbD//nemA//ahr//pstA//ompC//chaC//ccmH//ssuE//lipB//waaZ//ispH//sufC//intE//preT//hyaA//ibsA//ubiA//rimL//lptD//insA-1//hisM//hrsA//cutC//lrp//ybdR//rnlA//hicB//prfB//pflA//tusE//tauD//yebS//frdD//thiL//mtlR//gpmM//yeaE//ssb//lgoD//glxK//pyrD//phoA//asnB//hemF//ftsB//dsbG//yqgF//atpF//ybfA//fecA//argO//lgoT//arfB//mtr//rhaS//rcnB//smpB//yfhM//artJ//envR//mltD//rpsR//hflD//creB//aroG//msrA//flgG//topB//mrcB//yjaZ//bisC//ynjA//mreD//tauA//mcrB//tatA//tehA//agaW//ulaD//sucD//ybjL//dhaR//wzb//dgoD//yfdG//nuoN//fumA//plsX//yhjB//potI//ydeT//parC//rlmC//nuoM//eno//pnp//trmA//dfp//sixA//hipA//dmsA//raiA//cas3//lpxB//lgt//uxaC//fnr//ygbL//atpA//yajQ//tig//cedA//ompC//katG//tisB//motA//nagB//gntP//glgS//manX//narI//opgC//casC//paaX//exoX//aroK//paaF//rimO//yfcR//sulA//pheM//mrcA//ihfB//xylA//narW//hslR//dapA//hsrA//lpxK//afuC//flgI//glsA//atpD//rhlE//elfC//insA-1//ybcC//hlyE//rclA//nagA//tnaA//rhaM//citE//mglB//sapC//tusD//rsmH//nanC//treC//yajO//ompL//rpmF//speF//nrfA//galK//mdtD//napF//aceF//ssuB//murE//nlpD//entD//ibpA//panE//hemF//pspC//yfaV//yfbS//dgcT//cobS//dicB//yabI//sspA//fliD//potD//mrcA//glsA1//prlF//iaaA//pgsA//yieL//sad//tldD//nei//ubiG//ydcI//yraK//pspA//bipA//ycgV//dtd//preA//yfjV//cheB//yhgH//artM//rcnA//ubiC//yfaV//fiu//pyrE//hemC//ydiR//iscS//bdcR//ybaO//yodD//gltD//phoP//yphD//trmO//insA-1//ygaZ//rclC//sapB//rhmD//uspF//recF//yphF//ycfJ//atpA//ybaE//cysK//yhbO//trmI//cof//yeiL//yihQ//hxpA//yihP//yggD//speC//gltP//gnd//ydaN//hisA//fieF//insI-1//aspA//yhbS//yjhC//ddlB//fadL//sad//oxyR//fimG//yicJ//yidR//manA//rplQ//rluD//cysE//dmlR//nlpD//ydhQ//nemR//argE//ssuB//ampH//gpmA//yhbS//nuoF//hcaT//rnlB//ynaI//glyS//gdhA//flgF//yfcU//leuD//hinT//phr//cobC//srlD//gspF//purB//basS//dld//sgbU//trpB//pth//gcvH//rpnD//bluR//ybcL//hdeB//betA//gsiC//xapB//aroB//ybfE//hflC//dosP//treF//prpR//hycB//trkG//rpmF//ydiV//mnmG//lldP//hemN//ymdB//hcaT//pdxJ//upp//ynfE//allS//glcF//rpnB//tcyP//treA//argH//yqeG//holE//recJ//insF-1//mtlA//cysC//yegT//mdtF//yifB//yghO//ascB//hpf//patA//kduI//mdtI//yfhH//alsA//ybgQ//yhfK//pspC//phnP//elfC//dgcN//malI//yqcG//dgcM//queG//insI-2//yfaL//folE//tabA//cspI//cyoC//yhcN//sufE//aldA//sgbU//dgcE//gntU//xanQ//fimH//spy//mltD//yqjA//lldP//yafN//panD//envC//cdd//gltI//secY//nanA//mdfA//mrcB//sdiA//bssR//sfmD//yghG//rpmE//araA//ybdM//rbsA//bacA//kefB//matP//pck//mlaE//ldrD//glpB//rpsG//araE//cdaR//oxyR//lpcA//hofM//dadA//cusS//thiE//rutB//phnL//pflC//hyfR//yfcR//phnC//asmA//fhuC//insI-1//araG//lepA//pdxK//ddpA//rsmD//bluF//flhA//fadM//yjbH//mdtK//hslR//ribD//yhbS//uvrY//yraK//rhaR//sapB//yggF//dpiB//gutQ//nanA//cysQ//opgE//tesB//gshA//yidA//cutA//yiaN//thrC//ynbB//glnH//ligB//yccX//azoR//phnL//yqcC//grpE//yadG//ygiW//malI//hrpA//rnc//pgaA//dgcQ//mtfA//carA//yaiW//yddA//trkG//fcl//frvA//pabA//rcsC//epmB//fdhF//narX//proA//mlaB//tdcF//clpP//macB//paaC//hyi//lpxK//yfaV//elfD//phnL//yihO//aidB//dgcZ//rfaH//fabD//chpB//ygeV//yhjR//hflD//plsC//pyrF//yghW//ecpR//yaaU//bhsA//yddA//glpR//fic//symE//accB//hprS//sugE//yciH//znuB//ftsQ//nadE//afuB//sodC//gatY//trpE//ftsK//ubiC//iscS//selD//arnF//rhmR//acrZ//wzb//ygfZ//xseB//selU//eutA//argH//ftsA//argD//cadC//fdhE//alkB//iraP//argG//hyi//nrdG//insB-2//bcsA//gabP//ligA//mdaB//narP//mdtJ//gyrA//ibsB//hpt//phoE//ldtC//yggP//hofP//frdC//chbG//fryA//phr//iraP//nuoG//fdhE//mtfA//mipA//rstB//gudD//fadD//pepD//guaD//deoC//casE//pspF//ybiX//pinQ//yhaV//hisB//pheT//cyoA//dnaB//glk//menH//cheB//hflC//trxC//metI//ubiG//rutA//ybdG//aslB//insH-6//pepD//puuD//nsrR//preA//cdgI//aroC//lsrA//hiuH//yrfG//cmoB//folP//gadW//sdhA//phoB//ycjU//frdD//dpiB//plsC//prpB//sthA//bluF//nuoF//tktA//feaR//btuE//ybaL//hisA//ymfA//msrA//ispG//cbtA//ubiD//thrS//pdeR//rpsH//metI//bcsA//cadA//ybiA//ybhS//araG//fryA//dgcF//sthA//waaH//ybiA//pdxK//yfaX//tufA//ydcO//mdtC//ybiW//dppC//casE//ugpA//msrQ//rpsB//lptD//copA//oxyR//nudG//uvrA//aldA//ybcC//ybiA//glvB//nikE//nfi//rsmF//lpxC//yneJ//azoR//malE//osmE//yefM//envC//uvrD//rluA//eptA//glyA//idnO//frwB//fdoI//ppiA//tnaA//folA//cspE//dcd//mglB//mcbA//pykA//yhjB//ssuD//rpiB//udk//araF//yieE//rfbX//ptsN//tdk//nuoI//argI//prfB//mreC//malY//prpC//dgkA//dcuA//rfbX//deoA//yggN//hofO//glnB//waaG//ompR//fre//ydeE//chpS//dapB//adeD//yneE//tmcA//rplK//yafO//murA//ymfK//soxR//gspE//ttdA//nrdB//rpnB//nagD//ompR//hdhA//pgpB//maa//chbB//nupX//ybaQ//coaE//rmf//yiaB//yddM//ispA//ydhK//uxaA//lacY//mnmG//ybjN//argC//polB//hns//ybjL//orn//pdeK//hcaB//glpD//cydD//asnB//pinE//thrB//kefC//hcaC//xanP//serS//alsC//narX//yfaV//selA//yfaV//ftsY//secA//appC//ydcR//abgB//tsaC//hcaB//mtlD//aspC//rfbB//acrZ//ygbN//shiA//yjjX//nudG//yeeO//ymjB//ibpB//fruK//ypdB//nac//kdsD//cysD//potI//acnB//cca//dam//ydeI//csrD//hcaB//rluB//wzb//cca//gutQ//mzrA//exuT//yqeA//glpF//caiT//pyrH//
GO_0071705_5	mazF//essD//nikD//nac//yddL//dapF//tomB//priA//yieH//dauA//lsrC//selU//cusA//minE//clpP//yebS//rplK//hscA//pcnB//leuD//qseB//yiiE//rbn//yeaK//dgkA//xanP//metE//fliA//yceD//cysZ//ssuB//mgsA//fcl//sodC//yfbV//uvrD//ycfH//zapC//rplA//rpsD//bioD2//mngB//dcuB//glk//uspG//mgtL//lsrG//nadK//minD//cpxR//tatB//yfeX//frwC//alaC//rfaQ//dnaB//dcp//tdcB//serC//fucO//rfaF//pcnB//mtfA//dsbA//envZ//hfq//uof//dnaE//cobB//ynaI//nrdA//msbA//insH-5//pgm//mraY//blr//diaA//frsA//nupC//glpC//yhdZ//ygdG//trmD//miaA//coaD//nimR//deoA//rfaC//bipA//arfA//aroF//yfjR//trpC//aroK//rpsP//ycbX//ftnA//mscL//ydhC//tap//ymgC//yhaM//hybA//uspF//ghxP//comR//mutS//guaD//nagC//yfdK//ompR//crl//nrfF//clcB//glmM//queG//waaU//yjcE//ybcL//tusA//prpB//ycbV//ybiI//pgaD//nfi//csdE//hdfR//cdh//mntP//nuoM//torC//cmoM//tus//nikA//aroF//minC//zapA//ydeP//dedD//ycgB//rcsF//galS//pdxJ//alkA//rhaA//yedL//ybjN//kefC//clsA//cstA//pstA//recF//mcrB//tolB//wecB//cpsB//yrdA//sdaC//abgB//ygbN//rpsO//bioD//uvrB//prlF//yebZ//yciE//yejB//tabA//narI//poxB//smrA//yqiJ//gluQ//malS//pgm//dctR//fepC//pppA//arfA//mdtL//yhjV//ptsN//purU//tdh//rclR//umuC//rplM//purA//dcuR//pabA//osmC//mdoG//yciV//sfmD//narP//flgK//basS//rpsG//dicC//rlmD//rluF//yejA//ttdT//fliA//asd//rimL//puuD//gatD//glk//mdoG//exbD//tpx//clpA//cpsB//glcF//glrR//exbD//lpxH//trkG//xylB//ygjH//argA//ispB//chpS//rfe//araA//obgE//pstB//eutA//rpmJ//hyfR//nfi//mlaC//dicC//sufC//ybcL//
GO_0071709_5	dhaL//ccmF//rssA//ybcL//fur//glpD//murC//mpaA//rpsH//arsC//
GO_0071731_5	idnT//napD//plsC//
GO_0071732_6	mtnN//
GO_0071769_5	ompL//
GO_0071804_3	rplF//polA//lyxK//add//ynhG//aidB//ruvA//yggD//tmcA//flhE//gmk//tar//katG//rplE//symE//
GO_0071805_4	lysU//ynjA//frsA//hinT//menE//adiA//fabD//minD//mdfA//rpoE//osmY//ihfA//mnmC//iraM//argF//
GO_0071806_6	ybdH//ldhA//lgoD//hisD//folC//metF//trpR//arfB//dppD//yjiX//aroG//mnmE//priB//yafN//ycdX//glsA1//yjcE//ytfR//yhcD//
GO_0071807_8	fpr//
GO_0071824_5	ybeQ//
GO_0071826_5	nrdE//rfe//yphD//cpoB//aer//ymfA//fryC//yraR//uvrY//nadC//rhlE//pepT//hybO//ybfE//rsmA//ascB//hypD//yfjR//eno//rnr//chaC//argK//baeR//yehX//blr//rclR//
GO_0071897_6	yeaG//holD//phoQ//deaD//csdE//yiaT//sixA//yggD//suhB//obgE//trpE//katG//glsA2//nuoL//potI//ppsA//insI-2//hscC//yhjD//glpA//
GO_0071915_9	norW//
GO_0071932_8	efp//
GO_0071934_6	tsf//rhmR//umpH//
GO_0071941_4	recA//sdaB//xylE//radD//ptsP//pspA//pckA//araF//pheA//
GO_0071945_7	lipA//
GO_0071951_8	yfaX//
GO_0071963_4	aspC//
GO_0071973_6	insF-1//fadR//yfcG//psuT//hcaB//murD//asmA//menC//clsB//abpB//hexR//abpB//dppB//ilvB//rhmD//leuA//setB//proV//gmhB//exbB//phnO//ftsK//wza//iaaA//nhaR//pepQ//cobU//tas//btuR//yibF//lyxK//
GO_0071975_4	clpA//
GO_0071977_5	frwC//
GO_0071978_7	yfeR//narZ//paaF//rpnD//eutK//yahK//fixA//nadK//spy//miaA//yihR//ydfG//dppB//oxyR//
GO_0072321_6	astC//yiaA//
GO_0072322_6	dadA//
GO_0072323_7	rlmL//
GO_0072329_7	artQ//yebZ//ppx//cpoB//yoaB//arnA//lpxT//yraI//yjhC//dsbB//tsx//trpR//pflA//murJ//yqcC//nikA//norR//metB//hflX//insI3//lexA//yjjV//arsR//tap//ydbD//dpiA//yebG//recN//infC//hsrA//nadE//mhpR//rplS//ydiQ//aceF//ygeW//uidR//frwB//ispF//cho//ybhG//yoeB//yhjB//nrfD//ygeV//sdiA//dpiB//csgD//ssuB//aphA//ccmH//ygjH//mtnN//ybaT//dbpA//pnp//setA//mliC//ligA//rhaD//pgpA//cpoB//yajR//nikR//dsbC//gstA//fepB//narI//frdA//mdtF//yraJ//ydhC//ynfH//potI//wrbA//sgcX//nikB//arsB//dcuA//rplB//hisB//
GO_0072330_7	trmO//livH//tauB//murB//lgoR//mdaB//tsaB//glpF//rarD//ybcF//elfC//rplW//secE//ymfK//glgB//ubiJ//rclA//insI3//grxD//purU//rpmA//aslB//dgt//rplQ//flhA//dam//rplR//elfD//gudD//uxaB//csgG//rplM//caiB//rhaD//holA//gcl//zur//mdtQ//aes//ubiB//artJ//fadI//dcuD//yegS//arcC//dcuB//frdB//mltB//ruvC//purR//dsbC//rseP//cbrC//zipA//osmC//mtn//iclR//satP//
GO_0072337_6	flgA//rplJ//elfD//fdnH//ypdC//dnaJ//ygjK//nhaR//cysH//plsC//ttdR//yohD//lplA//scpB//perR//rclB//rseC//mltF//cydD//hisF//napD//ycjR//xerD//fabR//ygiV//yfhM//
GO_0072344_7	basS//bioD1//fieF//dcuS//
GO_0072348_5	tsaB//garR//rpsQ//yfjR//pdxB//yahN//pnp//pphB//entE//lspA//zwf//yaiP//gmhB//nagA//rluB//hyaB//pyrL//rpiB//atpC//agaB//rlmC//tauB//rplF//rbsD//yddG//hokB//emrB//sapC//glpT//prpD//mdtG//skp//bdm//ttcA//sgbE//fucO//xylE//dnaX//eco//ybdR//
GO_0072350_7	hofP//garR//rsfS//aroG//slt//fecB//mdtB//caiB//hemL//tcyP//pyrH//recQ//yqeG//ascB//basR//ttdA//rbsK//manA//
GO_0072488_7	hrpA//ybcJ//hybB//cdd//rcsA//hisQ//cydD//
GO_0072490_6	galU//csgA//
GO_0072491_6	ybbY//torI//
GO_0072501_7	secE//
GO_0072502_7	hpf//
GO_0072503_7	bglB//gntU//
GO_0072505_8	lptC//
GO_0072506_8	ldtE//
GO_0072507_8	mscM//yafE//ydaN//
