#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	diaA//sapD//lsrK//ralR//
GO_0090487_4	hslV//
GO_0090501_7	lysR//dppF//yaiW//insA-1//pcm//garK//ycfH//fruK//uidR//trmJ//rbbA//ydcR//yidP//accB//iraM//pyrG//fkpA//cbrA//rseB//ampD//ldrA//frr//hofM//abpB//pstS//mcbA//alsB//mngR//yjhP//bioH//xanP//ybhD//
GO_0090502_8	asnC//ydcZ//frdD//ytfT//cpsB//araG//trpB//ffh//cbrA//garP//guaB//csgG//ynbC//allB//tolQ//yqcC//sthA//recJ//ybcF//ygfX//pcnB//
GO_0090503_8	ybaL//mngA//purB//chbC//panD//yidZ//xerC//tsaC//
GO_0090529_5	dusC//cobT//ibsA//rplS//dgcT//umpH//
GO_0090540_10	dacC//spy//trmO//
GO_0090549_5	trxC//insI-2//
GO_0090605_5	rseP//hofC//yjcE//betI//sapC//elfA//flgA//aslB//trmL//
GO_0090609_6	manX//hdeB//ynjD//yebK//rlmA//fucA//feaR//purL//entS//
GO_0090662_6	zapC//
GO_0097035_4	dacB//mug//
GO_0097056_7	yjhC//
GO_0097164_4	yafE//ndh//srlB//norW//nth//mrcB//ldcC//prpR//yggE//yjbF//fimG//sanA//rpsT//yciE//lpxM//proA//panE//puuB//ybiH//narQ//ulaC//tusD//amiD//ygfI//oxc//cycA//
GO_0097237_5	rluD//uvrD//yiiD//agaB//yagJ//tbpA//tdh//tas//groS//ccmA//
GO_0097264_6	potG//
GO_0097286_10	ushA//
GO_0097292_8	arsR//
GO_0097293_9	pgpB//
GO_0097304_7	nepI//
GO_0097305_5	def//eutK//agaW//cycA//psd//yejA//
GO_0097339_7	ydfD//
GO_0097366_5	flgC//emrK//gpmA//
GO_0097428_6	rpsI//caiE//mfd//yjjV//citT//purR//menC//
GO_0097435_4	csgG//pflA//
GO_0097501_4	yhjD//
GO_0097502_4	tdcF//
GO_0097510_7	ggt//
GO_0097532_4	plsX//
GO_0097533_5	yobA//
GO_0097577_5	mdlB//glnB//mntP//
GO_0097588_5	recJ//evgA//dtpC//ibaG//hisQ//ydjE//clsA//gudP//sgbE//insK//rpsH//nuoI//nikD//cspC//pykF//hemB//yeiG//panZ//insI3//uvrC//chbG//insI-2//cmoB//epmC//chiP//ulaC//rluD//aslB//clpP//fdoH//appA//
GO_0097638_8	lsrD//rplM//ulaC//panB//
GO_0097659_7	trxC//ccmC//marR//atoS//cmtA//tilS//pyrG//uvrB//ycjW//hda//opgH//cynT//dcuC//ydiZ//uvrD//cstA//sfsB//agaI//nlpD//pyrE//pgsA//ydiP//hscC//dnaA//glrK//ispH//ileS//rpsT//hrsA//ybjX//yajL//bhsA//fimI//gadE//nrdB//ydbK//arfB//trg//iraM//uxuB//yafE//nrdI//yebG//viaA//ykgM//gcd//elaB//gltL//cobU//ftsI//hisS//pck//cbrC//yfiE//topB//ygiW//dacA//parE//yagG//uxuA//agaA//cysU//hofC//yccS//ycgV//folP//rutB//gabP//rlmJ//arnF//tus//yjiY//yhgH//hsdM//rplD//ulaC//crfC//cusC//ybhF//yihW//ampE//glgC//sucC//ubiA//betT//yeaK//rluB//surE//astC//dut//nagE//bipA//potI//etp//tusC//gudX//rihB//ilvL//glgP//dpiA//ybiJ//bioP//ymfA//yaaA//murR//gadX//ispG//ytfT//lspA//yneJ//mepM//hdeD//deoD//bglA//yiaF//ppc//shiA//opgG//nhaA//
GO_0098002_8	pyrF//
GO_0098542_4	narK//potA//mobA//lpd//yihQ//mtlR//asnB//frmB//ybjD//argG//
GO_0098586_5	ulaD//prlC//rpoS//
GO_0098655_7	topA//yciK//thrA//sgcX//kup//nemR//yqiI//ulaF//yphC//metE//nrfG//pstB//ffh//ygaH//sanA//rhlE//wzb//btuE//rplK//pflA//hfq//satP//emrD//ibsC//hrpA//trxC//fdrA//miaB//nrdI//ccmE//malG//rplA//pdeR//abpA//nac//fruA//livJ//yihU//ybcL//priB//yheT//murF//rsfS//aidB//eutA//insB-4//uhpB//dmsB//marA//yqcG//cynS//glcC//yejF//paaX//ssuC//ompR//lplT//nanT//queF//astC//fimG//gatB//recB//exuR//mlaB//bssR//ahr//lgt//priA//sgbE//aroP//caiE//tatB//allC//arsB//yfdR//yaaA//birA//hns//yfbS//torZ//sapF//hmp//ybjC//agaR//iscR//dacA//rseB//fadD//ybbW//yqcG//eamA//puuD//yidQ//zipA//fetB//tnaB//emrE//pabB//ldtB//thiM//zitB//lsrK//ydhQ//tufB//lysA//
GO_0098656_7	clpP//rbsD//frsA//atpF//zupT//mfd//katE//ygjH//fumA//qseB//kdsD//galR//fryA//ybjG//dctR//ydjK//ygbL//glnL//coaE//ynbC//sgcA//yiaN//rzoD//tdcF//glsA//tonB//acpS//hrpA//hofC//gatZ//hisM//tktA//adeD//ybhJ//phnJ//ftsQ//betA//hofC//ybhD//waaH//mmuP//folM//rfaB//intQ//nanR//alaE//ynbB//mocA//fepC//ispF//ilvD//mhpC//pgrR//cra//hexR//abgR//mppA//mnmC//livH//cheB//ftsY//cadA//mpaA//chbB//ynhG//mdtI//pfkA//ydgA//recC//talB//ulaF//aqpZ//pgsA//hisM//qseC//phnP//yfcQ//metE//fhlA//sgcR//cyoB//dsdC//mepS//frdA//yafE//rcnA//sfsB//mgsA//yadN//pntA//uhpT//opgH//yqeF//aroL//ycfL//pstS//yfdO//
GO_0098657_5	gnsB//yefM//lpxB//yehU//gcd//adeD//sdhC//yqeF//murA//yaaA//hscC//nikE//gsiA//kdsB//umpG//xapA//metB//cyoC//adhP//gatA//
GO_0098659_8	bioD2//proB//
GO_0098660_7	asnS//nadE//slyD//fruB//paaB//thiH//lpxD//yoaB//mrcB//sapA//panE//ulaA//fliG//ygeV//ygeA//elfD//degP//valS//gpsA//citE//bglB//yidR//pphB//yihV//nupX//aroH//sgbU//yagJ//queC//ftsH//perR//arsC//yiiD//envC//hypE//mtnN//wcaB//ssuD//hemL//yeeJ//mtlA//perR//lsrA//bfr//mscM//allR//abpA//cheA//treB//nrdF//insB-2//dgcF//gsiD//yidC//rfaG//yjeI//bamC//rbsD//csgA//ltaE//yjgX//alkB//dinI//rffG//ompT//pflA//tpx//spoT//pyrG//torR//gatA//tyrA//rsmF//ampD//asnS//yahK//frc//
GO_0098661_8	torC//fimC//hscC//ftsY//glsA1//rcdA//nikB//yggX//glpR//hprR//wcaJ//cyoE//gloA//argF//ygeA//sgcA//paaB//yciH//pgpA//
GO_0098662_8	otsA//ycfH//alaC//yegS//ligA//tsr//ybiH//yfgJ//pepN//valS//clpX//fadA//menD//ytfR//queD//ybdM//dld//nanA//pliG//fruA//panB//chaC//ihfB//tolB//mog//pnp//mgtA//radD//fadH//pgpB//cusF//nadD//psd//bglA//ung//bioB//trmH//aer//puuA//rffC//dhaM//bfr//mntS//ydcO//nikA//hipA//kdsB//mgtA//fmt//hdhA//kefC//poxB//ybeY//gfcE//lplT//yqiJ//nac//suhB//nikC//ompN//cdaR//
GO_0098670_7	oxc//
GO_0098704_7	pstS//tauC//yebK//alsB//
GO_0098707_10	ybdG//
GO_0098708_8	uxaB//kduD//arnT//ddpX//
GO_0098710_7	garD//yggW//
GO_0098711_9	cytR//
GO_0098713_8	murB//fixB//fruB//bacA//
GO_0098719_9	gatZ//
GO_0098732_6	yqaA//paaH//frlB//glrK//
GO_0098739_6	ygiB//mdtB//yjtD//aroA//tauB//ycgB//mtlA//yigL//yibT//glgX//dapF//cbpM//yddA//nrdE//queF//mutH//rlmI//scpC//
GO_0098771_7	topB//pgaD//ppsA//nemR//yjfF//carA//zapA//hyaC//yddM//proA//ftnB//trpR//ghrB//nsrR//yiiM//rppH//tehA//glgB//djlC//udp//rlmL//ahr//ulaC//aer//amiD//hypC//sbcB//minD//bioA//idnK//dut//mtnN//potH//entF//ygjR//yhjX//
GO_0098776_7	fabI//dld//ligA//ydjJ//nemA//
GO_0098795_9	nhaR//
GO_0098869_4	folE//arnD//waaS//argH//narV//yqaB//ais//yghG//ygcW//plaP//mntH//tolQ//yrfG//sfmH//radA//glpF//tusB//araD//groL//gltP//rluB//narI//
GO_0099046_5	rpmJ//phr//
GO_0099116_10	ibpA//
GO_0099131_7	rffT//
GO_0099132_7	fucP//sanA//wecA//fhuD//fadK//edd//xylE//pspC//atpF//rsmF//truB//ybiY//ycfJ//sdhB//gadA//gsiC//cvpA//priB//ydcM//nrdR//ynfL//ftsY//lon//
GO_0099133_8	xseB//nudB//ydbD//hokB//lysP//metN//ybaK//pta//cspD//ybeY//csgF//dnaN//valS//atpE//argB//mlaE//rpsE//ybgQ//ldtC//rplS//
GO_0099587_7	nupC//dkgA//
GO_0101030_8	rodZ//
GO_0104004_4	agaW//yhjR//rlmJ//mcrA//glnE//rlmF//rnb//ybhA//nrfF//aroE//tig//yhjV//mlaF//bssS//atpE//codA//kilR//yhaJ//hisP//araF//livK//envZ//mzrA//frmA//
GO_0110017_7	purD//
GO_0110095_4	dinB//chbA//
GO_0140115_6	dcuR//ispG//yajD//livK//ariR//
GO_1900190_5	hofQ//rpoE//gldA//borD//ascB//ubiI//atpC//pstC//atpC//dnaC//cusC//nemA//bcr//
GO_1900191_6	selU//potC//yjgX//rraB//
GO_1900192_6	paaH//hldE//
GO_1900231_6	rlmN//zapC//nanS//waaH//ribA//
GO_1900232_7	cspE//cbpM//dnaC//
GO_1900233_7	mfd//
GO_1900371_8	alsA//
GO_1900372_9	metQ//
GO_1900376_6	ebgA//emrK//yabI//
GO_1900377_7	rpmA//
GO_1900378_7	mug//
GO_1900542_7	ansB//
GO_1900543_8	add//
GO_1900704_7	curA//
GO_1900705_8	ykgM//
GO_1900725_7	recF//
GO_1900727_8	ssuE//
GO_1900749_6	astC//
GO_1900751_9	pstA//
GO_1900866_6	perR//
GO_1901068_8	amyA//ygfX//holC//accA//apaH//mhpD//yciA//pgm//caiT//raiA//yciK//
GO_1901069_9	waaS//
GO_1901070_9	abgT//hycI//fliM//dsbG//
GO_1901071_6	ftsQ//priB//yjhC//yggW//lolD//
GO_1901072_7	ycfS//pyrH//envZ//tolA//
GO_1901135_4	eco//prlF//csgE//queD//ydeP//idi//nrdI//zraS//ghxQ//dppD//dld//yiiM//rpmB//rplD//bamD//rclB//cbpM//tdcR//degS//hyaD//phoB//hemF//fliT//ydjE//cra//arcA//bolA//eutK//fabR//htpX//plsB//paaA//gntR//rhtC//ppiC//zntR//yihS//yidH//yqiJ//sstT//zapD//napB//uvrC//artM//tcyP//dmsC//yhjX//pdxK//citX//ybhF//higB//guaA//glpC//lolC//adeQ//fliM//ybdZ//rutC//pinR//rzpD//hypD//ccmD//ykfM//kdgR//sanA//rpoA//patA//cpxA//yehP//aaeA//ccmA//dcuD//intE//yqcG//dgoK//ispA//infC//malI//proB//recN//crr//pstS//ydiP//allR//fadB//uup//entE//rffT//pgaC//frdA//cysK//glsB//nadA//yjcS//fliA//poxB//atpE//rplD//cbtA//dgcQ//ybhA//glnS//iap//frdB//glvC//artM//feoA//cpsB//garD//ulaF//dcuC//phnJ//acrZ//nmpC//atpB//rzpR//epd//hyi//rplS//mhpD//hisA//uspG//sseA//yagU//ybjG//sufE//codA//ycfJ//tdcC//hdeB//casD//trpR//feoA//nimR//syd//ssuB//xapA//prfC//rodZ//umpH//yraJ//ybdM//cdgI//gppA//tnaB//ftnB//hyfA//cysU//glyS//fklB//rsmE//rcsD//dcuB//djlC//hofP//folM//ygbL//cyoC//cdaR//gadE//ada//sgcX//flhE//fadE//ydiQ//luxS//yegT//mocA//edd//iraM//arsB//torY//yqeA//yjiR//menB//artI//yjcO//trkH//pstA//rpsI//xylH//cpsG//sseA//aer//ycbB//yahD//gapC//sdaB//murD//ccmC//ilvB//glrR//insA-1//ftsL//ygeA//yahK//potA//iscU//frvB//ampG//aroD//ppsA//xylR//arfA//fhuC//nrdI//dgcT//hypA//ykgM//rpiA//nanR//gatZ//gntU//ccmH//obgE//purA//map//mdoG//emrB//hyfA//katG//rhmD//yidA//gshA//iraM//clpX//rpsN//maoP//yghO//entF//znuA//cyoC//wza//ssuE//yecS//priC//shoB//btuB//fcl//ascF//galK//ttcA//xisE//luxS//add//rlmG//yfeW//malP//mog//fhuB//dusB//yjhB//lgoR//cbpM//iscR//ulaB//pinR//eamA//insI3//nusA//rfe//rlmM//ytfR//yobF//paaK//hpt//entE//ygiS//
GO_1901136_5	hisH//flhA//manY//mscK//pfkB//rsmH//argS//yahN//feaR//rpoE//cho//gutM//hybF//ybhP//rzpD//tap//gfcE//yiaN//dusC//hpt//yddL//rraB//ibsE//ftsI//lysO//tsaD//yghU//tdcG//ypdA//dppC//tsr//ycaO//csgB//ilvB//ymjB//add//fdnH//yeaE//ydcZ//yaaJ//mlaF//fliL//rfbD//yajD//ompN//djlC//fdhD//ybiS//hisB//bioA//cpdB//ompG//
GO_1901137_5	ltaE//der//yhgF//cyoD//ynaI//thiM//nrdD//malF//psd//fkpB//ppk//fabR//ybbW//narU//rmuC//mrdA//entA//ydiF//sgcA//sdaB//envZ//clpB//ybiJ//pfkA//kefF//nsrR//chpB//lpxT//xerD//umpH//yfcU//narX//fabD//yahN//glk//pgsA//orn//yehX//rsmE//wzzE//ldtB//suhB//sulA//tdcG//yhaJ//wcaB//ynbD//rph//slyD//yhgF//crcB//yahK//dbpA//yahO//gloA//gltD//atoB//ribF//mutY//dnaK//ygfX//lysC//prpB//trkA//malS//adeD//rfaD//phr//modB//sdhC//zntA//yebQ//tolA//puuC//dapB//ltaE//nepI//moaC//clsC//nanC//lipA//cydA//lpxT//opgG//mepM//uhpT//rpoS//sdiA//ldrD//yjjI//hokB//yadK//ribB//nfi//yhjB//qseB//appY//artQ//narZ//yebZ//yghG//atpA//yadI//atoB//hycB//ugd//fadD//solA//prpR//trpA//fabB//yddM//hyi//ygcO//yijO//ypdC//oppA//mreC//yghO//pbpG//tolA//manA//dapB//secG//yejE//nfuA//glpA//zapC//nrdI//rfbD//wcaC//yqeG//dkgA//kdpA//rpmH//atoB//moeA//recB//malG//yraJ//pdhR//yajQ//yjeH//bioP//ydeT//wza//insF-1//kefB//agp//glpX//rsmG//yqjA//rhaT//tgt//pgaC//nfuA//yjbB//fliT//dnaK//
GO_1901159_6	yciA//ilvB//rhsD//
GO_1901160_5	nudG//secD//mglB//
GO_1901161_6	entE//epmB//glxK//
GO_1901260_9	mtlR//
GO_1901264_6	sdhB//mepS//katG//yqeA//mak//narX//ompW//obgE//msbA//pnp//yagE//infC//sfmC//nanA//hcaF//xapR//ygfI//ybiJ//topB//waaQ//kbp//uvrD//rimI//pabB//citX//zipA//deoA//rbsR//cydD//fdoG//dgoK//cmk//yidP//yieK//lexA//nagE//ycfL//fadK//rpsK//mdtD//nadC//purB//hslO//mepM//
GO_1901269_5	fadD//yeaE//nupX//cpoB//gadE//psuT//mdtO//nac//queE//yhbX//ulaE//bamE//
GO_1901271_6	rssB//ydjH//xseA//lolA//yqiH//yciF//yieE//argK//rfe//rlmE//nuoL//eutA//
GO_1901275_3	topAI//
GO_1901281_6	hiuH//
GO_1901292_6	rzpD//nagA//nagZ//slmA//uvrC//epmA//bglF//yihL//tdcB//paaH//garL//lptB//fimZ//fieF//garD//yebC//yhcF//dkgA//dhaR//abgB//rplL//pyrB//dut//ycfS//rpmC//acrR//ibsE//dhaM//glgS//ygbM//yciV//lplA//
GO_1901293_6	metL//gmhB//entD//astB//bioP//paaK//yfaX//pheA//argE//nrdF//ynfH//secD//adeP//livH//ilvL//katE//gltB//sdaC//lplA//yidP//trmB//nuoM//rcsF//nadE//crl//mdfA//ppiC//wzzB//hldE//xisE//dcuS//nupC//chbC//cspA//queG//comR//wzzB//gltP//envY//rnd//yciE//nuoH//murC//ssuE//csgG//asr//secY//lrhA//yebS//moaC//mscL//rsfS//trmH//uxaA//bolA//tdcC//ydhQ//mdtP//ycjU//serB//gatD//yahN//lsrK//basS//rcnB//ftsH//ymjB//mntH//pspF//rfbC//nudB//hflC//gsiA//metG//ydfD//
GO_1901360_4	mlaF//ansA//opgG//yejE//pgaC//bioC//cheY//fhuC//yaaY//ytfR//secY//ygiB//kgtP//frwC//phoU//xanQ//torD//waaU//glpK//aldA//entC//fucK//hxpB//cpsB//uvrC//hchA//rho//pgaC//alaC//abgA//purC//borD//hisA//yfiE//yjiA//wzyE//gapA//plsC//cas2//syd//ydaC//rdgC//trmB//luxS//yjaZ//intA//acnB//ybiT//yddG//yiaB//pspG//uspB//pyrC//yacG//ydiO//gnsB//hofO//perR//yceD//dppF//yoeE//bioD2//preT//yfbR//yegD//sulA//glvB//sutR//abgR//yoeE//hypC//uspF//tolC//envY//proW//xylR//yieK//phnC//yddG//entA//syd//kduI//ydjH//accB//murI//uspG//rbsC//sad//gudX//yahK//nrfB//yahN//sgcE//arnA//mltC//yjiX//ratA//rffM//yeiE//iraP//lolE//galM//gltI//manX//yjiQ//ydcT//entD//msrB//ccmG//asr//panD//mtfA//rpoE//yihR//ydiQ//acrE//araA//yfdR//kdsD//aes//thiH//yihV//allB//yieE//ybaO//pflB//panD//cueO//waaF//ydcT//pinR//etp//deoC//ribB//apaH//dsbD//ypjD//emrD//ptsN//fliK//frr//suhB//ispF//pspA//pspA//caiF//rimI//yfjR//phnO//yqeA//bamB//frsA//putA//xanQ//xanP//yjbH//ahr//dfp//waaG//bioF//pdeH//yajD//rpmF//lptC//rplW//nac//rpiA//ybiO//thrA//rimJ//rhaB//yggD//asnB//mraY//ybeY//yagJ//nhaR//ypdB//tynA//ybjG//ahpC//waaF//fucK//yjtD//hcaE//yhjR//hybO//glpD//mgtL//phnJ//yeaK//csrD//lyxK//ydjK//chiP//frr//cho//glnH//ydeP//asd//mntS//ydaN//amiB//yeaE//guaB//dsbG//dsbB//ldtB//tatE//yedX//rrrQ//rcsF//phoQ//pbpG//rimK//dgoA//torI//emrY//ilvM//ilvM//dcuR//aspC//ldtC//yagF//sbcB//malP//yhfS//rutB//tehA//dnaQ//cspG//dcm//rapA//waaQ//tldD//ygeW//yibH//citC//ilvI//frsA//dnaT//nimR//clpA//hypC//trxA//rbsB//yjhG//rpoA//yohC//shoB//tdcC//sapF//ybiS//thiG//mtgA//ygfI//rpmJ//lplA//waaY//yqiI//cedA//yceO//yjjG//lpxD//mlaC//leuE//dcuA//ygfA//glnE//pepD//zapC//phnJ//ftsH//aspS//menC//hemL//malZ//prpR//ibaG//yfgI//mog//yeiG//amiC//lpcA//insB-2//idnO//ubiX//nei//mliC//phnN//nrfA//idi//hisQ//dcm//sixA//clpX//mcrB//ygaH//tar//modA//glrK//groL//rplQ//rsmJ//ybcQ//fecD//yiaF//cdgI//agaD//bolA//yjbG//glgC//trmI//agaW//hisP//insI4//ydcZ//yoeB//frvA//ggt//yhcN//recJ//clpX//yfaL//creC//nikB//alsK//ftsW//rhaD//gatD//rfaG//btuR//hisF//cmoM//tktA//qorA//soxR//mqsR//pfkB//sufD//pppA//murD//ybaE//ygiS//nuoI//csdE//ypdB//dusC//yfaV//ais//ydaC//dcuD//eutN//yjiQ//barA//ybhR//yihT//potB//mqsA//yfcP//livK//arcB//znuB//ftsX//hokB//leuO//ygeX//ybgP//ycbU//dsdC//mdtL//clpA//dppA//nagC//recA//glpF//nadC//yoaB//secE//galF//lptA//araH//ybgI//exoX//uxaA//tsaD//ilvA//yqhC//rseP//modC//acs//ygiV//fimA//yhjC//eutK//ldtC//fepG//pheP//rpsP//lepA//asnS//pmbA//ygfA//cysN//cheB//kbaZ//caiE//thiD//gpsA//csiD//rbsD//amiD//cobC//flgF//sufS//dinD//fimH//tonB//ycjU//hlyE//yhaC//uhpB//dcuS//aspC//arfB//iaaA//ushA//sapC//fpr//rfbX//citG//ibaG//sgrT//ypjD//zapC//insH-6//ycjQ//argB//polA//betI//upp//rodZ//queF//putP//serS//deaD//folE//accC//fecA//casC//sdhE//hflC//lgt//proX//proV//yodD//bdm//sufA//pheA//ushA//yaaA//hisF//adk//fis//metC//infB//garR//agaC//mdtB//ibsC//gcvR//blr//cydC//sufE//torI//yhdW//sgrR//amiB//nikC//galT//hprS//dusC//hcp//gltS//rzoR//yihS//rbbA//acpH//elfA//fliT//dppF//rcsD//fabA//nlpD//ydiO//rstB//nanT//fucA//metG//recB//ldtA//ribD//proS//ldtB//uspC//serB//rpsL//purB//cueR//yejE//cobS//gudD//cdd//katE//gudP//ecpR//preA//aspC//hisD//dosP//rsmE//moaC//glnK//malP//yjaZ//nuoF//acs//tsaD//yiaN//rlpA//dctR//rarA//pflA//aceA//mdfA//mtlD//ybhS//ynbD//abgT//lgoT//ygcR//hupB//ygiV//rplD//dosP//gutM//yidK//ybcC//eutN//moaE//agaI//yjjX//ybdO//rutE//recA//nth//arsR//cspC//ggt//mscS//cvpA//lacY//ssuA//rlmD//grxD//sucD//lplA//hybA//phnG//secG//rsmH//mmuM//yciA//icd//sgcE//ynhF//nikD//argD//mdtC//yijO//argR//tynA//rsgA//rssA//yfcA//ada//ydaV//cobU//hflX//glcD//arsC//yfbV//rpsR//adhE//rplE//ribB//msrQ//msrP//hcaD//alsC//sohB//frdC//hxpA//yjjU//gutQ//dxs//elaA//rbsD//hofM//recT//borD//pabA//rlmH//tusD//pgaC//ybbY//mdtN//ihfB//fabI//phnO//insI1//yfdG//glrR//phnK//insA-1//trmB//surA//cbrC//pgpC//cbrC//flgC//yafE//tsaE//cho//manZ//ycdX//kdpF//bglX//envR//symE//pppA//rihA//miaA//yeaG//srlE//barA//oppA//pabA//rutD//preA//selA//rpmJ//gnd//ubiB//grxD//grxD//tadA//ibsC//dgcN//pyrG//fadD//cysA//aspA//yddG//yiaF//ycdX//ybfA//malZ//yneE//ybiW//yjjW//potF//tyrB//frwC//surA//garL//ybaQ//atpF//cheY//mfd//pphA//ydiB//betA//fixA//rutR//mntP//galU//ygbM//yfbR//nudG//pykA//ygfZ//ygeA//rbn//asr//yfcU//yrbG//oxyR//yggF//rlmI//msrA//ybhG//dauA//narL//ilvB//perR//menI//casC//arcA//insA-2//hofO//cbtA//ydiP//gntU//glpA//rne//uidC//pbpC//nrfB//ulaC//intS//gntK//dapF//bfr//glnS//aldA//ybaQ//pphB//tatD//cvrA//zitB//cfa//cysQ//dhaK//higB//yjcE//ybiS//rfaD//ybjL//citT//melA//ppk//ymfK//nadE//yjaA//fecB//cueR//insK//modA//rhaM//mglA//hisP//alr//ebgA//ssuD//yajL//manZ//acrF//yddA//dcd//glsB//caiT//rhtB//rcsD//yfbS//
GO_1901361_5	trmH//alsB//pdhR//tauD//msrQ//srlD//gntT//marR//rffH//rarA//sbcC//acpT//yjaA//fixB//yjiM//hprR//phnL//nemA//asnA//ydgA//mlaE//yobA//yhgF//rfe//hdeB//dapB//tehA//oppA//aas//hyfF//hofP//borD//ackA//pepQ//rusA//plsX//betT//rpnA//rutG//asnC//argP//ebgA//truD//recC//cbrA//phnP//tdcD//kup//cysD//yhaM//fcl//ubiD//mocA//rusA//proX//mepM//marR//mltA//tcyN//fdnI//ettA//fdoG//bacA//atpG//pagP//yraH//comR//ompG//narI//gpp//gluQ//pdeK//tsgA//yhbO//dmlR//panC//mrp//ttdT//mipA//dinG//yjjG//exuT//manY//gshB//panB//nrdH//flgJ//queD//dctR//ccmE//flhD//galE//kdsD//nuoF//alsA//lacI//betB//mtlD//atpA//flgH//casE//tpx//mdtD//uxaC//pabB//rnlA//tdcE//lacY//slyD//lamB//rpmF//proC//ynhF//dmsA//wzc//yfeO//ygaV//yadG//folX//hscB//sfmH//cheW//trg//rhaS//recT//fis//
GO_1901362_5	viaA//metN//ybiY//hicA//nhaR//tdcB//glvC//rssB//borD//insK//ycjU//yejB//holD//ybiS//glsA1//trxC//xthA//dinG//rplP//araF//aer//cmoA//motA//gmk//lysP//chpB//hisI//rusA//hemH//mreC//ygiV//ygiV//lolE//potC//miaA//intQ//rpsE//tsaD//rimP//citC//rpsT//gstB//hisB//ycaN//ebgR//alsK//yihS//dmsA//lolB//yphF//rpnD//yhjB//pntB//yefM//gudD//frmR//ispF//sgcC//yidR//cpsB//abgT//yghW//hisB//sodC//pabB//mglB//xapR//hsdR//setA//hemG//sdhC//mntS//cusB//gmhB//gatA//nanE//nhaR//narH//polB//eptC//yegS//tcyP//paaX//agaA//yqeG//dhaM//tmk//hemE//dgcJ//ssb//opgB//lpxP//paaA//nagC//cysG//mzrA//ybaL//yeaK//rplM//rpsK//degP//acpS//rcnB//yggW//ssuE//pgi//mnmG//folC//nhaB//sucC//napF//lptE//yfeD//ushA//tbpA//oppA//yfcQ//nanA//ybiX//mglA//hemL//cynT//rpsR//yaaY//sseA//menA//dicA//hfq//ybjN//ygfZ//ada//hmp//fkpA//uhpA//cspB//holD//tisB//thiH//ybdZ//ribD//nuoM//hcaB//tqsA//caiB//hha//bioH//mnmA//ybhS//znuB//dmsA//ldtE//yidP//elfG//casC//metC//kgtP//sugE//rpsQ//dbpA//yddA//uhpB//znuB//yciG//dmlA//livM//rplI//glnQ//rluA//nikR//hyi//yhjR//yhhZ//phnI//maeA//rlmE//marR//appA//bcsQ//actP//flgJ//yqgB//ybdZ//nupX//asnA//ubiC//rpoA//tatD//trkG//glxR//yccX//xseA//selB//cspA//dgoR//moaB//purU//pheA//ydjH//kdpF//ftnA//ccmA//acrZ//glnH//fucO//uvrB//gatY//fucO//prfB//ugd//glyA//cpxR//arfA//znuC//tonB//carA//ndh//ptsN//kdsB//trmH//fnr//nth//fdnI//metR//pabB//csgG//gmd//fur//chbG//moaA//endA//bssS//sucD//sucA//argK//yiaF//rhtC//yccA//bglH//paaG//lipB//uvrA//flgM//metE//ybfA//iclR//rhtA//mtlD//prmC//nuoG//dgt//nuoE//bacA//surE//dtpC//tcyN//yphD//mdtJ//yhjB//zapA//yidK//pgl//cysP//citC//waaG//malG//xanQ//yddM//hflD//ppsA//ygdG//degS//dedD//mlaB//yhcF//btuR//mdoG//yidA//tnaB//paaB//glsA2//potI//gpt//rpsT//yadC//yieF//yidZ//ddlA//artM//bcsQ//pstB//nrdH//entB//tynA//ybcC//trpB//mnmE//slyA//proS//prs//nhaR//lsrC//gyrB//tgt//ugpA//ybcF//hemD//dtpA//apt//atpA//guaB//lptG//sucD//rpsT//greA//tap//aldB//lhr//ilvA//proV//rplY//srlA//ybaO//lysP//opgD//arfB//torD//higB//mdlA//zntR//ymjB//smpB//melA//add//glsA1//mug//ydjH//mglB//yeiL//rarA//pta//pspD//dcp//ddlA//kdpB//nrdB//hyaA//cmoB//plsB//appB//yqeF//dacC//mrp//astC//yehY//aroK//rimI//livJ//uxuA//treA//metC//yhaJ//yahI//alsA//prpB//yidD//lpcA//cdd//srlD//thiC//fdx//betB//narH//yccS//bcsA//rnhA//yfeO//yehZ//ligB//hslR//nudG//rzpR//rplC//wza//
GO_1901367_6	metQ//pnp//
GO_1901401_6	artM//
GO_1901422_5	murI//hemE//yggT//
GO_1901440_4	fiu//
GO_1901441_5	pabA//
GO_1901463_7	lhr//
GO_1901530_5	elaA//pstC//yibH//glgC//
GO_1901562_5	yedP//
