#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rbsD//cobS//cysQ//ascB//
GO_0072350_7	glsA1//rsmF//torS//ghxQ//csiR//yidA//nrdD//proP//yefM//kdgR//ygiV//dtpC//recD//fhlA//tdcC//rfaF//pepA//nlpI//
GO_0072488_7	aceA//ydjL//glpR//folC//bepA//cpsB//dmlA//
GO_0072490_6	zwf//hflC//
GO_0072491_6	ybjD//glgC//
GO_0072501_7	afuB//
GO_0072502_7	citT//
GO_0072503_7	ubiF//kch//
GO_0072505_8	nupX//
GO_0072506_8	nrfD//
GO_0072507_8	hybO//rplJ//cbeA//
GO_0072511_7	atoB//ftsB//creB//fliZ//recJ//ppiA//ibpB//nrfC//adeD//aaeB//yeaD//dcuS//phnL//fimH//insE-1//yfdG//ttdT//
GO_0072512_7	hcaR//rsmH//fklB//agaA//icd//kbaY//yheT//truA//yedX//nanS//phnH//deaD//
GO_0072521_5	murE//recG//nudG//qseC//dut//paaJ//rutR//tsgA//btuR//kch//dgcQ//arfB//pabB//insH-6//agaD//ptsH//rnt//metI//caiF//rpmJ//sbmA//rnlA//crcB//flgH//dcm//ybeQ//ulaR//tdcF//sdhC//yaaJ//priC//treB//chbF//dld//udk//ispB//tmk//rpoD//leuA//fhuB//dctA//amiD//yidA//dtpD//sbp//yedP//rpnC//uhpB//ilvH//yjiR//murP//minE//gatA//ftsZ//narH//rluD//tdcE//zraR//frvR//tcyL//flgM//arnE//rpmC//pdxH//yhgF//pheT//hslV//kefG//
GO_0072522_6	mscM//fabB//ascG//zapD//prpB//fliS//dpiA//mdtE//srlE//argB//yibT//yrbG//yjaZ//rspB//rpsP//insH-6//mltD//idnK//leuC//yicJ//prmA//rusA//yqgF//yqiH//fimZ//gltP//elyC//gadA//hemH//ybbN//sspB//iap//yciG//xisR//nagB//rnhB//csiR//nhaB//rpsI//ugpB//yibT//secM//murA//
GO_0072523_6	ycgV//torY//patZ//dps//glcF//cof//sseA//yeaK//aroF//yieF//speF//ibsC//
GO_0072524_5	ydeM//helD//ychF//iscX//msrC//caiE//ybeQ//envZ//kdsC//gutQ//wcaB//yjaZ//entD//rbbA//rutF//cysH//rpiR//yihU//chbG//ptsN//recB//fes//mepH//hicA//rimJ//yciV//flgB//glnB//cpoB//ygeW//rhtC//rzoD//wrbA//ptsG//tusC//bluR//sfmF//argG//yahO//malE//hscC//yqjA//hcp//carA//phnJ//hicB//ugd//
GO_0072525_6	yiaB//pinR//sstT//ykgA//shoB//dcm//chpS//kdpE//yehT//ptsP//chbG//ribF//yibA//rfaC//rpmJ//yraI//ycdX//sodA//rnb//gadA//der//torD//yfgI//tatA//ybaO//waaY//ndh//cyaA//nanT//norW//mtfA//rcsF//zntA//melB//yihL//ompR//sgcX//
GO_0072526_6	dppD//clpP//
GO_0072527_5	fhlA//pldB//menI//sucA//ampD//hmp//preT//rpoS//glpT//rsmH//gpmA//ugpE//frlA//tyrA//greA//ybeF//pepN//yegT//mobA//yhjG//yhjA//nikA//mscS//glpK//argO//thiG//fabG//citX//nuoF//ldrD//rpiA//yjjB//lacY//thrL//glnS//recT//uof//speG//ypdF//cpsB//nagK//dnaG//yehX//ydgA//purT//yidA//ydiR//iaaA//ypjD//sdaC//pabB//cydD//yjtD//fimH//cydD//hupB//malF//
GO_0072528_6	aaeB//allR//yafN//eutK//tbpA//sbcD//rffH//hisH//malY//tusC//codA//yfcV//potD//ydcT//hcaE//pspG//ebgR//hyfF//yiaA//nrfD//bdcR//uxaC//alsB//astC//lysA//rlmN//nrdI//ybhF//pgm//
GO_0072529_6	pykA//cbl//gudX//thyA//flgA//flhD//waaH//glpC//purA//yiaN//mdtQ//yeaD//garR//dfp//fumC//rpsS//rep//rpsE//ybiO//tatD//ispB//ygdG//ygeV//
GO_0072530_6	bglB//yciG//miaB//solA//
GO_0072531_6	yggP//rsmJ//cysW//perR//holE//gapA//
GO_0072581_9	ytfE//
GO_0072593_4	mdtG//dgcE//yedL//mtgA//insB-2//ivy//yehP//truD//epmA//
GO_0072594_5	ymfA//
GO_0072599_6	tyrB//
GO_0072657_6	cpsB//pdeK//yfbU//panE//prfB//lysU//setC//ompN//ytfE//aroK//ansB//prfC//ulaB//prpR//speE//relE//lgoD//
GO_0072714_5	queG//
GO_0075713_7	kbaZ//radD//fadL//
GO_0080033_5	ydiR//rhaD//
GO_0080090_5	oxyR//paaF//holE//rsmE//agaB//menC//fepA//ompG//speA//nac//envR//kdsD//nanT//dxs//greB//yciG//exuT//hypD//truD//rplM//gatD//mzrA//yjhI//yidP//uidA//fabI//tap//ydjM//dosP//treF//ftsB//gppA//opgH//livG//dtpC//yebK//purU//cydC//yihT//lacZ//yhjB//treR//yihL//ybiA//ompT//amtB//hofO//flgC//fdoH//accA//wzb//intZ//rlmH//ybiS//fecB//prmC//mntH//rpsD//kefB//xylE//napC//feoB//dapA//matP//yraH//eutD//hisM//aroB//nusG//intA//trpB//mscL//lipA//yjjX//plsC//dicB//yeeL//leuO//cyoB//xylR//norW//yfcQ//mazG//queE//yfiR//dcuA//ygjR//pepB//galF//caiD//acrA//chpS//yeaE//accA//adhP//fsr//mdlB//seqA//ybdZ//feaB//ssuE//ychF//yjjQ//zapB//hypE//cbpM//cysG//crl//iraD//yghB//clsA//coaA//dgcJ//entE//ybaM//otsB//lpoA//gppA//aroE//fhlA//era//manY//ascB//metF//ascB//hflD//ydcT//ampD//cbl//dgcM//waaL//dmsB//lysR//katG//frwB//umuC//rcnB//yeiG//pfkB//ycjD//sucA//tolC//tsx//hdfR//dsbC//tcyJ//cueO//nagK//sugE//gatY//ymgF//yfeW//btuF//artJ//glcC//mntP//gapA//yijO//nlpD//gstA//araE//ycjW//yhjD//ogt//mppA//rcnB//cysG//fadH//araB//yfcU//sfmH//eamB//ilvE//hisS//ttdR//nfsB//lysP//bamE//mdtK//emrK//yraJ//mdtI//dcuC//ugd//ygiW//otsA//mlaE//iraM//hicA//hslJ//glxR//yhbX//glnH//acrB//ugpB//bioD//recF//fadI//garL//aes//fimA//aldB//accD//yadV//tolB//yjhG//ppc//napA//ade//citC//adeD//fliS//rnhB//rplQ//prc//recX//ybjI//pldB//torR//ydbK//macB//lipB//fecC//mscS//speG//yggX//sgcE//ddlB//dacD//tesB//truD//hcaE//aslB//sufD//eutK//ispU//recX//dgoR//yddM//mscL//artQ//dmsC//cadA//ispB//paaD//bcsQ//ilvI//nuoN//lexA//cspI//rlmG//umuC//rseB//kdgR//tauA//yjjV//hypE//dhaM//dinD//ybhG//dctR//msrQ//xisR//ytfT//malE//nimT//phoP//bipA//araF//adiA//yhhZ//cysW//rmf//arcB//panF//yjhH//msrB//tufA//pgrR//leuE//yehY//rpsQ//araB//murE//rnc//rpsE//glpR//ugpB//upp//ygjK//tas//yafN//dapD//pcnB//murG//glxK//gadW//cmoB//frvA//cspD//pntB//tusC//proS//osmY//sfmF//intZ//ssuD//bioF//hybB//ybbN//ybhF//ttdB//yejA//gntU//dinQ//ynhF//lpxB//rcsA//speC//glcD//yieH//yhgH//treF//hflK//ppc//atpG//glcB//cobU//ybaL//yjiY//cmoM//fixC//ygiN//ybaL//mgtL//ppc//eamB//yhaC//ymfK//yhjA//leuE//syd//tdcC//cpxP//cysG//
GO_0080111_4	citE//soxR//
GO_0080134_5	clpS//
GO_0089705_7	symE//ybiV//
GO_0089709_7	glpG//secM//
GO_0089718_7	yjhH//ygdG//kdpC//yehA//baeS//crcB//radA//tar//glk//asnC//
GO_0090066_4	rlmE//yqaB//yedP//rhtA//glnK//
GO_0090068_7	rng//
GO_0090069_5	gltI//ydjJ//citE//
GO_0090071_6	cbl//pckA//elfG//
GO_0090087_6	ispF//dicC//cpxP//
GO_0090116_7	proS//
GO_0090143_4	tauB//
GO_0090150_5	flgI//yqcC//hisQ//ygcR//maoP//dppB//ubiG//prfB//argC//ispB//ubiF//ubiA//
GO_0090304_5	ybhG//mreC//yadN//rnhB//gph//waaZ//rsmF//hybA//moaA//gabP//rusA//maa//melA//lsrB//purT//fumA//yhjD//elfG//rlmA//ybiY//fre//rlpA//ybiV//yehC//napF//hpf//sdhA//srlB//lsrD//yagU//exbD//yhcH//yidZ//umpG//ulaE//yraK//ftp//panD//mdtB//rbbA//moaE//agaB//pbpG//rpsG//yadM//mcbR//arsB//tsaC//fhuF//ansA//glgS//menC//ygbM//hiuH//yeaE//argS//yhjX//gatA//ghoT//murJ//glpA//waaY//mlaD//rpsM//fbp//ybdH//hha//rtcB//yafN//hslU//gsiC//prlF//narW//chiP//argA//gsiA//cof//araG//hycB//cedA//aspC//ribB//yaaA//erpA//wzzB//ybiY//rlmC//ilvB//gluQ//dhaK//paaF//hflK//hyaA//kefG//ybcF//menI//truD//ycjQ//rffM//slt//mtn//wzc//ccmA//ygjK//obgE//pflA//ybcC//plaP//potD//cspD//ibpB//fepE//queF//yfbU//dinQ//narQ//yiaU//ltaE//hldE//dut//betA//ltaE//tmcA//nimT//bluF//nadD//nadK//ampD//sapB//yciA//frmB//yaiP//cho//yjfF//yfcR//aaeB//ribF//hcaF//narQ//zapC//tgt//garP//lit//hofM//cho//pspC//emrD//mutM//ubiC//yieK//ascB//rlmG//ydcM//hldE//grcA//dnaB//nusA//yiaF//yqgB//mcbA//surA//glcF//ydjJ//sthA//bamD//yceK//hicA//sbcC//narK//yohD//yihQ//mog//wcaC//ppiD//appC//yceK//hypB//mutM//yeaG//ybdO//yihV//glgA//arnA//osmY//pppA//msbA//rhlE//phnI//yigB//uvrA//yeaD//hyfC//yhbO//nanA//prmC//mrcA//adhP//glpR//ptsH//fadD//yjjW//cysG//gatD//gor//potC//yagJ//ttcA//hypF//fecA//menA//dgoK//rlmA//waaA//cysB//ycfJ//waaL//arnD//sfmA//mdtF//rpoS//yegV//gshB//lrhA//yihS//rplW//acrR//mnmC//sodC//rnhA//mioC//ileS//yggN//acpS//rcdA//glsA//mdtL//puuB//yddG//ndh//dcuC//yihO//frdB//yhaO//yfiE//pgsA//nrdR//cdgI//rpsT//cusC//yqaE//fadI//argA//rpoH//tesB//galM//yggP//gutM//rlmD//dusB//rpoH//rbn//opgC//yccX//bglA//ais//rlmJ//uspB//hcaE//yehC//puuE//dgcF//gmd//ligA//sufA//ydjE//fadM//flhC//fucI//kdpD//tehB//glcA//intQ//nac//uspC//ompL//ispG//insI-2//rpiB//pykA//ynaE//srlD//ybhS//rcsC//kdpE//cadA//dsbA//rtcR//adiA//nikD//hprS//nanS//ykfI//trmL//mliC//cyaY//dnaC//gshA//dsdA//alsK//nfsB//allR//gutQ//hyaA//ybhG//metL//lacZ//mrdB//pabC//fumA//yiaA//carA//hisP//ykgF//folA//fdoG//elaD//ymdB//nudF//mtnN//agaD//tas//metK//artI//ampG//cydD//yhgF//dnaJ//ybcM//phnM//pinE//yahO//murQ//dhaK//hmp//ycjR//lpxP//tsaD//rclC//yahI//uvrC//pflB//ygaH//uhpA//era//yiaL//paoC//paaA//trkG//gltI//ydhQ//hofM//wcaC//lon//fadR//ytfP//etk//hupA//chpS//paaZ//queE//adhP//ampG//artJ//radD//rfaH//mdtN//tdcD//ykgA//yciK//rfaF//yfdS//mtn//fadR//pstB//yafQ//epmC//arnF//argA//livM//entA//appC//pgsA//bglB//acpH//grcA//putA//tolR//hexR//tdh//uhpC//ahr//arnB//mak//lpxL//exbB//dapF//tdcC//rdgB//agaC//msbA//fucO//clpX//ileS//yphD//ybaO//ygiS//ytfT//lamB//yihS//speC//rplM//aer//lrp//frwB//potE//yafE//glnQ//glpB//preA//yciF//srkA//napB//asnB//ydjE//accA//yqaB//dtd//ubiE//ygaH//cadA//ortT//kefB//guaC//lpxD//rimO//
GO_0090305_6	glmU//astC//asnA//parE//yihT//dgcQ//ldrA//garK//uvrY//pepT//ubiG//citX//rnt//ybdZ//melA//adiA//yidE//ycgV//moaD//mqsA//hsdM//yoaA//yafQ//pdxB//hycH//prlF//carA//puuR//fepG//yfdK//fiu//kduD//acrR//ydiO//evgS//ybjI//lolD//galM//bamD//citX//atpE//thiI//cmtA//higB//cysI//uspE//yeaE//truA//rplL//opgD//napB//rplR//pnp//holB//ydcR//ygbN//fepB//smpB//gudP//ygeV//truA//rplW//btuD//epd//tus//ggt//gspJ//frdD//fimB//insE-1//znuB//yddG//etp//exuT//hslU//frvA//hemE//fpr//eamB//cysW//cheY//
GO_0090313_8	cusR//purC//
GO_0090329_8	allC//glsA1//bepA//proV//murB//mipA//iraM//
GO_0090347_6	yigL//
GO_0090352_6	sdaC//
GO_0090357_7	torZ//tdcC//
GO_0090358_8	uvrD//
GO_0090407_5	rna//tufB//plsC//citG//purA//fliK//mntS//ddlA//hisD//holC//sgbH//glmS//frdD//nanA//gpr//acrD//hemC//ubiB//wzc//torI//epmC//lpxT//cyoD//pgsA//yjhP//yfdO//uidC//dfp//gutM//dadA//rnb//mutT//mscM//rplI//rsmH//paaE//macA//tdcR//rplK//tomB//yihL//tauB//rfe//arnD//oppA//metG//thiH//ompT//nimR//waaJ//insH-5//rpsT//nanE//yidL//glvC//pdeD//yfgI//ibsB//aidB//degS//ydiP//queG//norV//clpS//agaD//viaA//ybiV//opgE//mak//prfC//cysG//rayT//trkA//dauA//nuoN//adeQ//gpsA//rarA//hybB//rpmH//lysA//rhaR//cynT//zapD//ubiF//fucA//yoaB//udp//lrhA//gntK//hslO//narP//ybbN//zinT//menB//cho//uof//hemL//lhr//rzoD//yjfF//uspF//tisB//yceD//aldA//yebK//comR//fabB//agaC//trg//sohB//nth//cptB//yphF//pdeF//pyrD//mutH//dinJ//dgoD//atpA//yfdR//dctA//elaA//rraA//rdgB//argC//pgrR//ymgA//dacA//rzpR//rluE//
GO_0090487_4	ymgC//
GO_0090501_7	nfsB//dgoR//rutB//chpB//minC//adeP//yidA//rihB//ygcW//arnB//yejB//ugpB//mntP//ybiI//mlc//yqeA//mlc//phoP//yidK//ydhQ//topB//hdfR//lsrD//pflB//dsdC//zwf//carA//bhsA//ugpC//panE//bioP//sufC//
GO_0090502_8	acrF//epmB//garL//rpoD//mcrA//hipA//maeA//narH//recQ//rpiA//yidC//baeR//yfdO//recE//slmA//intF//rpoD//motA//ybeQ//dicB//fbaA//
GO_0090503_8	rutE//paaH//wzc//chbR//setC//recA//trmA//nemR//
GO_0090529_5	mglC//uhpA//glnB//ybiS//ydjL//yfcS//
GO_0090540_10	oppC//mnmG//glpD//
GO_0090549_5	groL//tsr//
GO_0090605_5	ptsI//pgsA//tatD//uacT//fucO//selD//ilvL//prlF//hisP//
GO_0090609_6	rng//zntA//rpmF//tdcC//entC//yfdC//astC//recR//yehW//
GO_0090662_6	hypB//
GO_0097035_4	ppsA//cbeA//
GO_0097056_7	potE//
GO_0097164_4	xdhB//asnC//hemG//argB//tyrA//yahF//ydgA//ybhF//nrdG//lolD//lysR//hipB//bdcR//insH-6//aceB//sgrT//yehA//rsmF//ygcW//ampE//yphC//narY//crcB//ydiZ//hexR//rfe//
GO_0097237_5	marA//mutL//holC//nuoE//cusC//waaF//btuF//lepB//rsfS//fadM//
GO_0097264_6	yjfF//
GO_0097286_10	scpC//
GO_0097292_8	yfhM//
GO_0097293_9	nuoE//
GO_0097304_7	oppC//
GO_0097305_5	ydbK//ompL//ftsE//iscS//nlpA//lldR//
GO_0097339_7	ycfL//
GO_0097366_5	cas3//metL//bglJ//
GO_0097428_6	ebgA//cyoC//recN//dosP//agaI//folX//mhpD//
GO_0097435_4	mipA//dgcE//
GO_0097501_4	lptC//
GO_0097502_4	ytfR//
GO_0097510_7	aroP//
GO_0097532_4	lldD//
GO_0097533_5	yfdK//
GO_0097577_5	lepA//ompR//glsB//
GO_0097588_5	hdfR//lipA//prpC//ddpX//hokB//raiA//kdsC//rcsD//bdm//zapC//hyaA//gabP//yedX//cusR//recQ//ybfE//adeD//ruvB//alsC//lpoA//ybhR//abpB//rtcR//tsaB//treR//frdC//appA//asr//ubiJ//lysU//ptsG//
GO_0097638_8	asnB//folP//cptB//pepD//
GO_0097659_7	nagK//phnN//mltG//pyrL//ligB//pabB//fimC//msbA//plsX//scpC//mntR//torA//aroD//rpsA//ldtC//ttcA//abgB//fepD//araG//rplI//waaH//glcD//csdA//iclR//yhgF//pdeH//fliM//waaF//sulA//mdtF//rbsC//mdtJ//ispB//yeeO//fhuD//fieF//rpsE//potI//puuR//pgi//ttdB//tyrA//pdeK//ugpB//alaC//sapD//lyxK//arsR//alaE//lsrG//idnT//srmB//sucA//dcuR//cmtA//yhjR//fucP//bamA//rnc//codB//livG//ettA//yahD//pheS//nagB//mukB//sodA//dmlR//uraA//speA//rluD//livH//soxR//ybbW//ibsD//yggT//yfcP//yidP//maoP//wzb//phnO//gatD//fdx//ygcR//purL//aceA//galT//ilvC//mdtI//nth//narW//srlD//folE//srlB//hipA//ybcJ//malX//glnL//ais//yfgO//adiY//emrB//uacT//ahpC//cyoC//cpxR//holE//ypdF//eptB//gltP//dkgB//bioB//glgB//rpmA//sixA//yaiV//yeaV//prpR//ftsN//
GO_0098002_8	ynfF//
GO_0098542_4	ssuB//hrpA//mtn//ydfD//glcA//mltB//eutA//yebG//yjbF//pgm//
GO_0098586_5	rffM//yqeA//yhcN//
GO_0098655_7	eco//uhpT//kgtP//glnK//btuE//hyaA//potG//rplQ//yccX//mdtE//malE//sdaA//dsbB//pheM//crcB//fecC//rplJ//mdtQ//lplT//fumC//yfbV//tsaB//flgI//puuC//hisS//malG//rutC//alsE//thiH//galU//epmB//iraM//rsgA//ynaE//yfiR//oppF//rraB//dtpA//nagD//rlmC//dcm//dgoK//lexA//ecpR//caiB//ilvM//rhaB//yajR//glnK//dgcN//mutM//wzzB//sgcB//ydcZ//ubiD//frmA//yafN//yicJ//coaD//yabI//yfeO//mmuP//murP//yeeO//otsB//ampG//nuoI//yhhT//mreC//phoU//yjhH//opgH//intS//livF//minE//aroB//atpD//hflK//glyA//leuO//csrA//galS//garP//phoB//feoC//yqgB//rpnB//ridA//kdgR//sgbH//cecR//selD//murA//thrC//hisM//yibF//iaaA//mipA//speA//fixC//gsiD//lpxB//allR//rplN//moeA//tsf//
GO_0098656_7	csrA//zitB//bglX//osmF//nikA//hxpB//nikB//yqiJ//bioD2//fnr//entF//zapC//alkB//hha//thiQ//ypdA//hycB//srlB//fes//glsA2//acrE//rbn//ampD//fkpB//dgcE//ais//tap//thrB//ybcF//trkG//rutR//ubiX//mtlR//thrS//carB//ycjP//ybhS//perR//proP//paaK//yciV//yibT//hinT//entS//mrdB//accA//ilvA//rhtA//rtcR//tsgA//malG//murC//rpiB//gabT//ulaE//ansB//serB//gspE//cspB//prlF//cspA//cpxR//rpnB//phoB//rlmF//ascG//purR//rpiA//ybjL//narX//pdxK//fabH//lipA//yhaO//frlA//uvrA//sapA//yoeE//ydbD//appA//xseB//gutM//mngA//ttdT//yehC//sbmC//dpiB//ompN//ulaE//ybcL//pflC//yjfP//rpoA//glpT//lamB//fpr//glmM//
GO_0098657_5	frmR//clpX//pliG//yjiX//nlpE//ybgP//rihC//guaA//murC//fecB//rplA//yhdH//nrfF//greA//baeR//ffh//glpC//curA//yehX//fetA//
GO_0098659_8	ybdM//ybcC//
GO_0098660_7	rfe//rimI//lptE//spy//hofN//fdoI//yjjQ//tnaA//rof//fdoI//ycdX//rutE//nudC//yeiG//eamA//tcyL//cpdB//wcaC//potI//queE//galR//fimB//argK//preA//torS//yjjX//osmC//prfC//csgF//yddG//cedA//ftsZ//thrA//cpxR//clcA//artQ//yagI//rhaR//ung//yjcE//ddpX//ydcR//wzyE//yhaJ//cysB//ydiP//gntP//betA//thiP//yagJ//yagJ//rpoE//tpiA//panE//yhaJ//tolB//yrbG//rsmI//hybA//alkA//abpA//ycfH//nadC//adhP//dnaQ//fabD//srkA//rpsQ//evgS//queE//baeS//emrD//lacY//yqjH//ansB//yqjA//uspB//
GO_0098661_8	ghrB//ydcR//nrfE//malI//tilS//dgcQ//fecA//frvA//ybiH//manX//secM//glcE//ascB//yccS//uvrC//nrdF//xerD//eutD//mtgA//
GO_0098662_8	viaA//pepB//uspG//glxK//yjjQ//ftsL//yqjA//uxaA//nuoN//cra//frvA//garD//rfaE//thiD//msrC//yqhD//gntU//asmA//motA//lrhA//yjhB//lysR//eco//bglA//rhlB//ugd//proS//prlC//creB//ugpB//ykgO//yjiA//artM//alsE//metH//zupT//leuO//folX//rmuC//ybaM//ygfA//ypdF//ccmD//potA//ihfA//yidK//yafN//yciG//glnK//dgoK//hcaD//deoB//rpoE//fpr//ogrK//dppD//ribB//mrp//yhhT//ldrA//ubiE//
GO_0098670_7	yeeJ//
GO_0098704_7	nirB//csdA//prlC//napD//
GO_0098707_10	gltK//
GO_0098708_8	srkA//cmk//hyi//ybdO//
GO_0098710_7	lgt//essD//
GO_0098711_9	glnP//
GO_0098713_8	ffh//trpS//yahF//fcl//
GO_0098719_9	secY//
GO_0098732_6	rnd//gsiA//ybeF//yjaZ//
GO_0098739_6	deoR//fes//ymgF//queA//tsaC//lsrR//ascG//npr//argP//ruvC//rpmB//bglH//yjjU//hypT//dcuD//hyfC//yiaL//ppk//
GO_0098771_7	atpC//abgR//ybcJ//lplT//galT//glsA1//rraB//coaE//yddG//ybdZ//murR//ygcO//rpmC//cpdA//hybA//ftsZ//hslR//cobT//yibT//adiA//ydjK//aldA//cstA//gntK//ilvA//queG//gntK//ybiY//gpp//aspA//ybfA//chbA//mngA//oppA//metQ//oppD//
GO_0098776_7	qorA//kefF//ybeF//galM//nudB//
GO_0098795_9	ulaG//
GO_0098869_4	yojI//yjjV//hemF//nrfD//rapZ//pepQ//dadA//glxK//nuoL//yadC//yfdK//yghU//thiE//queC//priA//yijE//rffC//yqiH//ptsI//ydeM//dppB//ybaM//
GO_0099046_5	frlA//plaP//
GO_0099116_10	thiE//
GO_0099131_7	gadW//
GO_0099132_7	waaC//prpD//pckA//sucB//mhpR//cmoM//paaK//gloA//hemH//hisH//rplS//ybiI//fimA//ulaR//rrrQ//metK//cedA//arsR//pck//pagP//dgcM//patZ//fhuC//
GO_0099133_8	seqA//ttdB//tnaC//garK//sapF//gatD//phoU//umuD//yfcF//malE//dcp//ygjR//secA//flhE//lolD//ascF//satP//ygjH//djlC//nupG//
GO_0099587_7	ulaD//sufD//
GO_0101030_8	rbsB//
GO_0104004_4	cnu//flgE//lsrR//rhlE//lysR//mug//uhpT//prpR//hsrA//nlpI//srmB//ugd//rplJ//ruvA//upp//rplY//astB//glk//sodB//csiR//ansB//yahN//fre//yadC//
GO_0110017_7	stpA//
GO_0110095_4	nusG//mtgA//
GO_0140115_6	flgF//ulaG//ycjQ//kduI//ygfZ//
GO_1900190_5	cueR//uxaC//purT//yqjA//ybbW//nanC//intQ//hisQ//agaB//pspG//mtlA//nikC//puuE//
GO_1900191_6	hscB//hicB//tktB//pabB//
GO_1900192_6	cobC//tolB//
GO_1900231_6	hypD//narW//ynjA//preA//galE//
GO_1900232_7	yagF//cyoD//yehU//
GO_1900233_7	rclA//
GO_1900371_8	ydiP//
GO_1900372_9	galU//
GO_1900376_6	rbbA//ulaA//iscX//
GO_1900377_7	purD//
GO_1900378_7	gsiA//
GO_1900542_7	rcnB//
GO_1900543_8	ansA//
GO_1900704_7	acnB//
GO_1900705_8	trpL//
GO_1900725_7	pepB//
GO_1900727_8	sthA//
GO_1900749_6	gatY//
GO_1900751_9	acrA//
GO_1900866_6	dicC//
GO_1901068_8	malG//mltB//fic//iscS//manA//yghU//ttdR//nemA//patD//ilvA//fecC//
GO_1901069_9	pheS//
GO_1901070_9	plsC//yggD//ghxQ//rraB//
GO_1901071_6	mutL//yfbR//slyD//nfuA//pdhR//
GO_1901072_7	yhdH//mscS//nirB//nadE//
GO_1901135_4	ribF//selB//aceK//cspG//yraJ//glgS//mdtJ//tadA//ghxQ//glnE//sad//kilR//focB//bfr//pphA//agaD//csgA//nadC//cysC//rsfS//eutK//purB//murG//skp//intS//coaD//exbB//adhE//srlR//ugpA//yafN//mdoG//fecD//rutB//ftsQ//mraY//epmA//degQ//purU//asnB//sxy//phoU//ptsN//kdgT//amiB//yhdX//aceA//alsE//crr//umpH//zraR//prmB//nanT//dcuR//glvC//yebQ//zapC//mntH//yidZ//fdrA//gmd//bglH//pabB//syd//waaB//rhaB//bisC//hsdM//speA//ydcP//yhgH//iscU//yehB//nhaR//aspC//ampG//gmhB//glmS//hypE//xylH//galM//accA//flgI//intS//yjcE//acpP//astB//paaD//yoaA//rpsR//dppD//caiF//yraH//ompT//accC//ribF//hyaD//mprA//chbR//greB//yhhY//hybE//rffM//mioC//actP//bioC//rluA//tcyL//thrB//malQ//cspA//nupG//rpsB//aroG//lacY//spoT//sucB//ycfJ//rcsD//chpS//dnaQ//gntU//rimO//chbC//emrD//pstC//yjiY//hflX//pabC//hlyE//tpx//epd//dcp//cbrC//secF//clpS//rplX//deoD//torI//yfjV//ydjJ//yiiD//hiuH//lolB//agaR//mglC//yecS//glmS//sufB//ilvE//elfC//fucO//napF//rclR//truC//pal//yggT//exuT//rzoR//galE//mlaE//ydhK//dosP//agaR//ybjG//fryB//clsA//mepH//rhlB//hemA//csiR//exuT//btuR//rhmR//cobB//rhlB//aaeA//ygeA//carA//focA//ampD//ompA//bhsA//nudB//waaA//iclR//thiH//rihA//paaJ//zipA//fabB//yiaL//prlC//livH//aceF//bhsA//folM//sixA//truA//nupX//rarD//ulaA//rplM//nimT//rutF//fucP//flgB//mltF//ybcQ//pepN//ycdY//hybB//hisH//radD//dpiA//zipA//fetB//ilvH//xapB//metQ//phr//degP//lpxB//pdxB//yaaU//ttdR//modA//cysD//fimF//flgM//arnE//insF-1//nagA//purD//dinJ//fimC//lhr//ubiX//yidL//sbcC//kdsC//opgD//uraA//metC//fryC//glsA1//yceD//yaaU//ligA//bluF//ymgF//hisD//yphC//osmC//sfsB//argP//tehB//yhdZ//lasT//tehA//lacY//ccmE//uxaC//yibH//yccA//mscL//allS//yjgX//
GO_1901136_5	rpsE//fucI//alsE//nlpI//cysM//htpG//pepN//ypdF//dinG//glrR//rnt//ptsN//yhhY//phnP//mpaA//fre//wecB//mglC//ampH//nupG//rzpR//flgJ//kduD//yqhD//gatB//zitB//purF//fixC//yjiY//metI//gntT//ynjD//pgaC//cysS//dgcN//guaC//abgT//yjjX//mltD//ampD//flgJ//btuF//parE//dcm//acrR//tolB//lepB//nuoG//soxR//tktA//yhjV//cysP//
