#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	hprR//b3290//b3264//b2622//
GO_0071709_5	b3911//b3181//b2560//b1611//b3395//b3903//b2531//b1188//b2533//b1391//
GO_0071731_5	b1756//b3219//b0144//
GO_0071732_6	b1593//
GO_0071769_5	b1662//
GO_0071804_3	b3192//b1683//b4520//b3141//b2777//b1479//b4026//b0409//b1441//b1702//b2796//b0092//b2540//b3823//b3512//
GO_0071805_4	b0981//b4379//b0095//b0268//b3258//b1575//b3577//b3423//b2706//b2617//b3935//b2676//b4374//b2437//b0121//
GO_0071806_6	b3812//b1603//b2209//b2527//b1412//b4255//b4352//b3712//b0633//b0144//b2574//b0474//b2557//b1025//b4085//b0662//b2224//b2788//b0808//
GO_0071807_8	b2539//
GO_0071824_5	b4187//
GO_0071826_5	b2373//b2789//b2770//b3693//b0807//b1521//b3040//b3872//b0763//b1698//b0709//b0762//b3399//b4318//b1856//b2476//b3134//b0996//b1994//b2092//b2164//b2871//b2563//b1634//b3308//b0260//
GO_0071897_6	b1009//b1088//b1073//b2704//b0771//b3050//b3161//b3722//b0313//b0907//b2529//b4036//b4129//b0750//b4320//b2705//b2424//b2265//b3981//b1826//
GO_0071915_9	b0431//
GO_0071932_8	b2174//
GO_0071934_6	b3020//b0804//b0815//
GO_0071941_4	b2287//b2533//rpnB//b4350//b3127//b1890//b3366//b0053//b0832//
GO_0071945_7	b2381//
GO_0071951_8	b1960//
GO_0071963_4	b1104//
GO_0071973_6	b0764//b3986//b1175//b4153//b0198//b4666//b1235//b0629//b0463//b1174//b0507//b1225//b0311//b3520//b2615//b4379//b0270//b1918//b4191//b1864//b2757//b1506//b0576//b3631//b1679//b4192//b3478//b1293//b2957//b2243//b2545//
GO_0071975_4	b2688//
GO_0071977_5	b1236//
GO_0071978_7	b4016//b1812//b0325//b3717//b1324//b3604//b2132//b3828//b3585//b1866//b1477//b2412//b1981//b0721//
GO_0072321_6	b3012//b3875//
GO_0072322_6	b1681//
GO_0072323_7	b2548//
GO_0072329_7	b1826//b0020//b0432//b4260//b0903//b3304//b0907//b0714//b1601//qorA//b1167//b3164//b3962//b3680//b3105//b1900//b1404//b4544//b0641//b0640//b0059//b2126//b3460//b1203//b0878//b0676//b1973//b4245//b1101//b1895//b4095//b0463//b2369//b2728//b0532//b1991//b0307//b0912//b2578//b3626//b2709//b0740//b0241//b2126//b1393//b2580//b3680//b1378//b0312//b2361//b1650//b1905//b1734//b1326//b0078//b3166//b4279//b4381//b3501//b3292//b4208//b0685//b2622//b1378//b4363//b3729//b3597//b3119//b3339//b3307//b3953//b4003//b4550//b3167//b3244//b1397//b2810//b2581//b0737//b3605//b0069//
GO_0072330_7	b1011//b2803//b0878//b4111//b4485//b2438//b2260//b2264//b3298//b2835//b0980//b3632//b4419//b2546//b3880//b3064//b0345//b0220//b3261//b4095//b2525//b3514//b0035//b4363//b3375//b4705//b0675//b3891//b1118//b1611//b1294//b2376//b3632//b3737//b0481//b1393//b0793//b2774//b3966//b0532//b4269//b1634//b3752//b2011//b3049//b1799//b3559//b4269//b1576//b1165//b1897//b3121//b0487//b4095//b3261//b0889//b1337//b0930//
GO_0072337_6	b4113//b4299//b1206//b2197//b3010//b0717//b2380//b3394//b0420//b0947//b3693//b1275//b0009//b0624//b1389//b3212//b3009//b0728//b1348//b3642//b0685//b0844//b4702//b2714//b1259//b4524//
GO_0072344_7	b0932//b4539//b3442//b4557//
GO_0072348_5	b1112//b3347//b3955//b3704//b3893//b3729//b0688//b2392//b3590//b3765//b4040//b2169//b3447//b1835//b3249//b3910//b3091//b3953//b3061//b0642//b3226//b2266//b0529//b2134//b0143//b1786//b3287//b1336//b0855//b4101//b0051//b0553//b2608//b4125//b2387//b2831//b3909//b3364//b2128//b2295//
GO_0072350_7	b4268//b0721//b3743//b0451//b2240//b0967//b1435//b3465//b3664//b0997//b1831//b0809//b1985//b3396//b3592//b2232//b2465//b0774//
GO_0072488_7	b2354//b3635//b1901//b3392//b2710//b0446//b1853//
GO_0072490_6	b0427//b3749//
GO_0072491_6	b1856//b0853//
GO_0072501_7	b0158//
GO_0072502_7	b1002//
GO_0072503_7	b0765//b1736//
GO_0072505_8	b0421//
GO_0072506_8	b2687//
GO_0072507_8	b3126//b0756//b4347//
GO_0072511_7	b3700//b0867//b2619//b4323//b0911//b3735//b0592//b0409//b0738//b2677//b0036//b0596//b0366//b4132//b4052//b4094//b4050//
GO_0072512_7	b2561//b2560//b2497//b0316//b0644//b2578//b3863//b1343//b3831//b2235//b1961//b1804//
GO_0072521_5	b2690//b0812//b2428//b4372//b0662//hxpB//b3339//b2841//b3789//b3206//b0589//b2564//b1821//b3541//b3657//b0556//b4386//b2105//b1526//b2427//b3626//b3735//b0796//b0983//xisR//b4358//b3563//b2673//b3491//b0063//b2539//b2393//b3549//b4079//b0629//b3155//b1729//b1489//b1853//b0518//b4415//b3073//b0629//b2241//b1603//b0115//b3931//b4255//b0064//b2103//b2252//b0652//b4065//b1409//b3721//b1656//b4468//b0008//b1808//b2340//b1612//b1088//b0521//b1263//b1092//b1139//b3772//b1841//
GO_0072522_6	b4481//b3460//insI3//b0762//b0973//b0790//b1759//b3125//b0771//b3305//b4225//b3126//b4352//b0758//b2150//b4085//b4071//b3984//b3786//b0072//b3750//b3899//b0207//b2491//b1731//b0822//b1166//b3308//b3668//b3199//b3147//b2502//b1698//b4203//b2330//b4261//b2126//b4151//b1600//b0320//b1914//b2374//b0447//
GO_0072523_6	b2436//hxpA//b4208//b1592//b2563//b3048//b2515//b4089//b0677//b3590//b3715//b3581//
GO_0072524_5	b1661//b1887//b3167//b0697//b0019//b3453//b1638//b1914//b3519//b3519//b3320//b1649//b2702//b2113//b1053//b4026//b0134//b1200//b3870//b3501//b1187//b1688//b4027//b3228//b3307//b0764//b0675//b0512//b2576//b3629//b2745//b2430//b2174//b4138//gapC//b1090//b3311//b2763//b3965//b2784//b3633//b4082//b1860//b3442//b1475//b1748//b0301//
GO_0072525_6	b2558//b0084//b0426//b4288//b0378//b0472//b2540//b1110//b2511//b0196//b1505//b3880//b4178//b0838//b2416//b0699//b0880//b3542//b0785//b2702//b3676//b2565//b3956//b0036//b2339//b4377//b2663//b0430//b2021//b3243//b2686//b3187//b1914//b2800//b0298//b0675//b3554//
GO_0072526_6	b3857//b3514//
GO_0072527_5	b3115//b3816//b1380//b4070//b4557//b2061//b3934//b4194//b2338//b2573//b2797//b2052//b3869//b1276//b1333//b1250//b3469//b1590//b2418//b3522//b0998//b0927//b2568//b2554//b3234//b0695//b1592//b2474//b4192//b1330//b4166//b3954//b1222//b1444//b0133//b2151//b0928//b3066//b2185//b3601//b3391//b2174//b3813//b2760//b2290//b1939//b1826//b3187//b1061//b2548//b0182//b3367//b0529//b0241//b3451//b2584//b0160//
GO_0072528_6	b4484//b3480//b3877//b0301//b4358//b0972//b1800//b3734//qorA//b1709//b0871//b3196//b4682//b0635//b3478//b2584//b3958//b1650//b3080//b0911//b1617//b4042//b4093//b3292//b1046//b3844//b4112//b4298//b1728//
GO_0072529_6	b2098//b2533//b2991//b2760//b1642//b2554//b3543//b2436//b2308//b0601//b3351//b0460//b3143//b3216//b1289//b1324//b2688//b0472//b2389//b0905//b0210//b2132//b0334//
GO_0072530_6	b3212//b2481//b3866//b4058//
GO_0072531_6	b1312//b0842//b3624//b1584//b0182//b4356//
GO_0072581_9	b3680//
GO_0072593_4	b3974//b0526//b1341//b0177//b2366//b1654//b1374//b0006//b1128//
GO_0072594_5	b1053//
GO_0072599_6	b3661//
GO_0072657_6	b1870//b3447//b0840//b3576//b2906//b3626//b4024//b0831//b2740//b0576//b1734//b2811//b1265//b2525//b4065//b3982//b1774//
GO_0072714_5	b3679//
GO_0075713_7	b0799//b4324//b1879//
GO_0080033_5	b1534//b0198//
GO_0080090_5	b2930//b0857//msrP//b3080//b3110//b2399//b2781//b0995//b4309//b0138//b3706//b3662//b1079//b1579//b1434//b3521//b4138//b3667//b4173//b1314//b2996//b3185//b4101//b2185//b1570//b0060//b2991//b3974//b0829//b0983//b1082//b1612//b2570//b2212//b3363//b0709//b4227//mltG//b0886//b1330//b4159//b1716//b0803//b2789//b3616//b2793//b0740//b0191//b1225//b0642//b4618//b3499//b0750//b0330//b2068//b2536//b2835//b3671//b1520//b3415//b4237//b1649//b1707//b3169//b3187//b3121//b1399//b0775//b3936//b4520//b4383//b1538//b3609//b2281//b0577//b3262//b3835//b1625//b1390//b2759//b2048//b0401//b1081//b0087//b4136//b1800//b3870//b4311//b1182//b3733//b0273//b0759//b3535//b3342//b3769//b4151//b2784//b4415//b1107//b0968//b3688//b0969//b2514//b4354//b2161//b1592//b1886//b3163//glsA//b3903//b4147//b4225//b1333//b4311//b3645//b0388//b3958//b1013//b2136//b2835//b1932//b3986//b4252//b0197//b3769//b0061//b3438//b3612//b3688//b2883//b4662//b0414//b4291//b2148//b3386//b4032//b1707//b0427//b2257//b1992//b0855//b3163//b4231//b2053//b1210//b0592//b1967//b2009//b1221//b0831//b0096//b0940//b2810//b0578//b2421//b3426//b0399//b3317//b3667//b2329//b1307//b2679//b2817//b0709//b1506//b0714//b4349//b0346//b3785//b0513//b1392//b2347//b1290//b0997//b0785//b1120//b3311//b1544//b4532//b1680//b4193//b3161//b0900//b2761//b4202//b4189//b3301//b0756//b1081//b0228//b2676//b3298//b1288//b2554//b0593//b0467//b0140//b4464//b4315//b3639//b3934//b2340//b0023//b3588//b3973//b2845//b1082//b0521//b3883//b4464//b2594//b2236//b1852//b3355//b0215//b2913//b2525//b4042//b4092//b4043//b2607//b0889//b3877//b2729//b0915//b2429//b1570//b0472//b0345//b0630//b4251//b4511//b2627//b3707//b3667//b4080//b3203//b3949//b2140//b1478//b3005//b2017//b3935//b0649//b3414//b2327//b0238//b0367//b3304//b3718//b3866//b3876//b2993//b0188//b2916//b2627//b3676//b0177//b0064//b4189//b3710//b3707//b4375//b0776//b4309//b3353//b0853//b1545//b3514//b0737//b0835//b1100//b3181//b0900//b1761//b0953//b2557//b1261//b1563//b3493//b1465//b3404//b1435//b3029//b3386//b3732//b4401//b0882//b0698//b1655//b2664//b3519//b0813//b0709//b3307//b3842//b1767//b2945//b3770//b4384//b0891//b3008//b1377//b1136//b1772//b3936//b3577//b3264//b1874//b4349//b4065//b1609//b1715//b2290//b2538//b2400//b0774//b3432//b1737//b4279//b2514//b0220//b3261//b1497//b2243//b3041//b1724//b3309//b2527//b2888//b1851//b0797//b1066//b3624//b1280//b3251//rhmD//b3786//b3825//b0941//b0757//b3130//b1830//b2624//b1128//
GO_0080111_4	b0116//b3511//
GO_0080134_5	b1207//
GO_0089705_7	b0710//b3910//
GO_0089709_7	b0601//b1205//
GO_0089718_7	b0120//b0092//b2236//b4252//b2154//b0167//b3080//b2622//b2760//b3869//
GO_0090066_4	b2306//b2324//b3833//b0677//b4162//
GO_0090068_7	b3816//
GO_0090069_5	b3281//b2295//b3306//
GO_0090071_6	b2040//b3146//b2898//
GO_0090087_6	b1925//b0273//b2954//
GO_0090116_7	b3601//
GO_0090143_4	b0025//
GO_0090150_5	b2480//b0729//b4376//b3514//b2183//b0486//b2927//b4662//b1422//b4196//b0170//b3258//
GO_0090304_5	b0575//b4668//b3582//b1956//rpnB//b1433//b3083//b2905//b1066//b0627//b3339//b3534//b3117//b0608//b3831//b3838//b1766//b1131//b2370//b1534//b4398//b0572//b0796//b2752//b0328//b3386//b2742//b0935//b3082//b2382//b2458//b1413//b2516//b0550//b3076//b1407//b3729//b4124//b0432//b2094//b0439//b3053//b0894//b2871//b4357//b4311//b2494//b4388//b1716//b2794//b0939//b1136//b4392//b0185//b4125//b3880//b2923//b3877//b4346//b2679//b2438//b4386//b0486//b0551//b0077//b4169//b3894//b3282//b3396//b3295//b0429//b0877//b4252//b3342//rpnC//b2412//b3813//b3653//b1039//b3543//b2048//b3423//b3966//b2380//b3437//glsA2//b1580//b0517//glsA1//b2374//b3963//b2727//b0182//b2092//b2297//b0149//b3261//b1927//b3486//b1918//b1774//b2712//b1103//b0620//b1753//b4083//b2020//b1853//b0857//b0733//b1234//b0842//b4122//b0779//b1920//b1552//b0655//b3497//b3161//b1187//b0460//b2781//b0855//b0166//b2800//b3836//b3089//b2709//b4511//b0432//b1225//b2365//b1887//b2358//b3424//b4122//b2578//b3296//b3732//b3035//b1198//b4142//b4312//b0301//b3247//b0999//b2256//b3588//b3684//b1871//b1914//b2514//b3781//b3568//b1864//b4371//b2617//b4179//b0933//b3268//b4359//b2510//b3902//b0195//b4161//b3881//b2008//b3095//b1960//b0096//b0790//b0903//b3996//b1279//b3725//b3919//b3447//b1588//b0140//b1782//b2808//b0880//b1650//b0949//b1340//b0220//b3290//b0518//b1654//b3828//b2799//b2416//b0862//b4367//b2184//b3497//b1053//b0382//b0590//b2042//b1588//b1207//b0175//b4388//b1663//b3035//b0461//b1642//b4222//b3689//b0894//b2726//b2335//b2727//b0158//b0080//b1639//b4120//b2662//b0516//b3683//b0727//b3904//qorA//b1693//b2975//b0824//b3546//b3025//b0737//b2049//b1545//b2349//b0827//b2739//b3413//b0981//b3431//b0639//b0824//b3232//b4098//b2105//b1376//b1892//b0042//b4153//b1895//b0401//b4480//b0133//b0765//b0693//b4355//b3786//b3199//b1514//b0895//mltG//b1015//b0480//b0812//b2707//b2604//b4231//b4207//b2233//b0445//b1884//b3023//b3906//b2232//b2411//maoP//b2679//b2245//b2149//b2174//b0596//b0067//b1704//b0880//b1884//b1159//b0080//b0123//b1257//b3929//b1012//b1664//b2062//b3640//b3908//b0566//b2729//hexR//b4098//b1597//b2896//b2005//b1222//b3669//b1226//b2163//b3679//b3513//b3730//b1131//b4280//b3958//b2423//b4687//b1281//b2312//b0832//msrQ//b3847//b4114//b1872//b3303//b0661//b3155//b4419//b2896//b3933//b0090//b0512//b3829//b4046//b1450//b3227//b0272//b1226//b3232//b2964//b2542//b4467//b3697//b1637//b1919//b0478//b4366//b4114//b2329//b3778//b0795//b1080//b0085//b0397//b1496//b3631//b1264//b4268//b2479//b2032//b3737//b1818//b1246//b4025//b3063//b4209//b2469//b1329//b1223//b3161//b1780//b1976//b2017//b0657//b1707//b2129//b3236//b0318//b3616//b4106//b1167//b2509//b3094//b3641//b3221//b0207//b2182//b2903//b3653//b0109//b0573//b1377//b0784//b3608//b1072//b2912//b1588//b3729//b0375//b0369//b0460//b1625//b1238//b1221//b1818//b1951//b3353//b2578//b2385//b0734//b2510//b1660//b1791//b0925//b1724//b1049//b2734//b4306//b3579//b3912//b2903//b1887//b1247//b3020//b1516//b1092//b0349//b1890//b1319//b0476//b1614//b4141//b3361//b0435//b3458//b2545//b3806//b0345//b0208//b3597//b2161//b2417//b0860//b3665//b2026//b2399//b1133//b1775//b0622//b3458//
GO_0090305_6	b1885//b4195//b1010//b2574//b2666//b3697//b4161//b4352//b2093//b0287//b1275//b3342//b1557//b0904//b0657//b2067//b3219//b3281//b3724//b3625//b1433//b1886//b2212//b1261//b2753//b0990//b3291//b1658//rhmD//b2556//b2068//b0970//b2474//b0819//b0594//b3883//b4036//b0397//b1533//rpnA//b3647//b0346//b0813//insI4//b2904//b0685//b3265//b3193//b2041//b1298//b4363//b1851//b2610//b1187//b0958//b1293//b1871//b1944//b3885//b2677//b0650//b3212//b3605//b4246//b3566//yeeL//b1409//b1534//b0546//b0636//b1886//b0932//b2350//b0718//b3422//b1514//b0936//b2820//b2906//b2125//b1122//
GO_0090313_8	b2710//b1680//
GO_0090329_8	b0945//b1515//b3019//b1074//b0473//b3576//b2919//
GO_0090347_6	b2594//
GO_0090352_6	b2947//
GO_0090357_7	b3528//b0061//
GO_0090358_8	b3009//
GO_0090407_5	b3408//b4346//b4109//b0340//b3912//b0446//b1037//b2469//glsA2//b3737//b0927//b4203//b3956//b3138//b1829//bioD2//b2608//b0767//b2904//b3299//b2269//b0973//b3262//b2548//b2701//b4477//b3620//b1939//b1520//b1131//b1429//b0183//b2912//b4090//b3682//b0451//b3415//b1686//b0839//b2209//b4203//b2165//b2412//b2925//b2934//b0605//b4304//b2972//b0419//b2282//b1540//b4172//b0635//b0121//b3133//b3769//b2716//b2811//b4011//b1664//b2125//b0214//b3518//b4053//b1394//b2294//b4207//b0649//b0599//b2049//b2383//b3652//b4399//b0113//b3996//b1202//b3399//b3732//b0792//b1544//b1614//b0481//b2185//b2246//b2942//b2597//b1088//b0129//b0960//b2958//b4052//b2560//b2796//bioD2//b3705//b2575//b3719//b3554//b3009//b1646//b2727//b1380//b0141//b4365//b3919//b1473//b1840//b3893//b1088//b0138//b3404//b3950//b4130//b4053//b0750//b0003//b4075//b4019//b1336//b0212//b0864//b2663//b0303//b0622//b0641//b3572//b0629//b0483//b0550//b0777//b3297//
GO_0090487_4	b0033//
GO_0090501_7	b1729//b0528//b2093//b1312//b1399//b1513//b2897//b1704//b3936//b1778//b0831//b0988//b3693//b2029//b0350//b0465//b2436//b4020//b1109//b3688//b3371//b2817//b3903//b3268//b2506//b1886//b0790//b2406//b3804//b2038//b0440//b2442//
GO_0090502_8	b2278//b0934//b1728//b2741//b0432//b3282//b0300//b4148//b4114//b4154//b1844//b1440//b2156//b1342//b3542//b3266//b1377//b3426//b2303//b2664//b1447//
GO_0090503_8	b1301//b2412//b2840//b0641//b1704//b4374//b0530//b0432//
GO_0090529_5	b3223//b0614//b3165//b3067//b2564//b2021//
GO_0090540_10	b0143//b2381//b0077//
GO_0090549_5	b0059//b0403//
GO_0090605_5	b4171//b2094//b1178//b3198//b3022//b0911//b3121//b0794//b2580//
GO_0090609_6	b0886//b3008//b3163//b2755//b4513//b3182//b0213//b0741//b1324//
GO_0090662_6	b1516//
GO_0097035_4	b4389//b0699//
GO_0097056_7	b1025//
GO_0097164_4	b0072//b1415//b0655//b0225//b0785//b3061//b4111//b3742//b3787//b2421//b0027//b3359//b2938//b2366//b3464//b2208//b2904//b1101//b2407//b0189//b4365//b4085//b0649//b2256//b0125//b0934//
GO_0097237_5	b3341//b2831//b1487//b0405//b1127//b2168//b3621//b3253//b2725//b1734//
GO_0097264_6	b0431//
GO_0097286_10	b4421//
GO_0097292_8	b2314//
GO_0097293_9	b0178//
GO_0097304_7	b2423//
GO_0097305_5	b2041//b4314//b0871//b2924//b2663//b1701//
GO_0097339_7	b0098//
GO_0097366_5	b1077//b2937//b0783//
GO_0097428_6	b3785//b2114//b4065//b3580//b0584//b3564//b3137//
GO_0097435_4	b2062//b0589//
GO_0097501_4	b4347//
GO_0097502_4	b2905//
GO_0097510_7	b1411//
GO_0097532_4	b0930//
GO_0097533_5	b3493//
GO_0097577_5	b0167//b2198//b0594//
GO_0097588_5	b3809//b4196//b0632//b2161//b3479//b1013//b0894//b0696//b2703//b3961//b2711//b0197//b2791//b4198//b2883//b1107//b3080//b0483//b0073//b0052//b3161//b0213//b2476//b1094//b1822//b3180//b2686//b3408//b0589//b2075//b2318//
GO_0097638_8	b2792//b0733//b3542//b4239//
GO_0097659_7	b2022//b3199//b2333//b3146//b0902//b4096//b2739//b0460//b0386//b3699//b0850//b0797//b1763//b1512//b0422//b0330//b1998//b1352//b1859//b0414//b3879//b2335//b1424//b0607//b0797//b2086//b3401//b2005//b0344//b3578//b2794//b1285//b2906//b0153//b0806//b1776//b3915//b2257//b1074//b4249//b4004//b2129//b2165//b2194//b3311//b3515//b4179//b1061//b0294//b1885//b4138//b1298//b1116//b3825//b3401//b3945//b0730//b0152//b1210//b1732//b2843//b2757//b1374//b4131//b1363//b2726//b3812//b2425//b1838//b3247//b1096//b0641//b1745//b2594//b3205//b1025//b4042//b2740//b3811//b3241//b3857//b3034//b4483//b0935//b2199//b2431//b3786//b3020//b1686//b1395//b1040//b0299//b3990//b1378//b3670//b2991//b1805//b2327//b3321//b4083//b1393//b1025//b0516//b1162//b2376//b2838//b0732//b4064//b0031//qorA//b4080//b2098//b1661//b0124//b2897//b2494//b4289//b3601//b0143//
GO_0098002_8	b2435//
GO_0098542_4	b3424//b2606//b0564//b1884//b3206//b2021//b2608//b2252//b2512//b0141//
GO_0098586_5	b1103//b2751//b4202//
GO_0098655_7	b3451//b0041//b3959//b0439//b0790//b4052//b0086//b3025//b3986//b1145//b1021//b4079//b2436//b0740//b3308//b3832//b1961//b4480//b2992//b1870//b3209//b2798//b0854//b4062//b2952//b3477//b1434//b0638//b4081//b0436//b1614//b3422//b3594//b2369//b0388//b4097//b4265//b1913//b0859//b3413//insI3//b2243//ftp//b3562//b0256//b3957//b0768//b0636//b4251//b1729//b3253//b3985//b0284//b1236//b0774//b3203//b3875//b2022//b2742//b3387//b2476//b0507//b2196//b1176//b2155//b1737//b2327//b1985//b3670//b1478//b3358//b0483//b0681//b1917//b0443//b3087//b4483//b3657//b3409//b1349//b1112//b3028//b2906//b3691//b0110//b1521//b0479//glsA2//b1597//b3704//b1570//b0143//b0388//b3137//b4352//b2687//b2048//b2608//b2545//b3252//b3175//b2096//b1564//b1817//b4024//b3203//
GO_0098656_7	b0340//b3507//b2556//b0346//b0819//b3628//b0113//b1218//b0367//b1781//b1712//b2327//b3832//b0320//b0632//b0330//b2108//b0892//b1124//b0583//b0437//b1956//b0988//b1870//b1664//b1508//b2502//b2943//b1034//b0241//b3228//b3875//b2165//b1497//b0983//b0739//b3998//b3068//b1791//b2169//b2149//b2330//b3250//b3342//b1326//b3500//b3982//b2925//b3075//b4039//b1593//b2027//b1531//b3750//b1621//b0377//b1852//b3936//b0850//b1266//b3061//b0415//b3701//b2167//b2942//b3289//b2159//b0621//b1960//b4131//b0124//b4059//b2148//b0776//b4524//b1252//b0240//b3701//b0337//b4299//b4209//b3785//b1817//b0912//b0511//b0504//b2539//b0262//b2442//arcC//b1489//b2792//b4143//b4357//b3244//b4618//b3008//
GO_0098657_5	b4705//b4501//b0046//b0131//b3279//b0624//b2560//b4380//b2806//b1307//b1350//b3682//b1448//b0861//b1852//b1123//b4428//b1117//b1662//b0083//
GO_0098659_8	b0785//b2435//
GO_0098660_7	b3414//b1439//b3904//b0806//b1534//b3203//b0573//b2257//b1876//b4098//b1609//b2320//b4544//b2569//b3726//b0492//b3457//b3486//b3599//b1465//b2662//b1681//b2729//b0890//b2829//b4078//b3517//b0024//b2086//b3010//b1266//b3170//b0516//b3265//b4291//b3673//b0860//b1069//b1203//b3041//b0096//b4474//b0009//b1734//b2706//b2597//b4557//b4464//b1575//b0627//b2341//b3965//b2871//b2104//b3415//b3845//b1183//b1601//b1284//b1525//b3904//b2600//b0846//b2574//b1622//b4130//b0061//b4428//b0029//b2146//b1140//b2610//b0634//b2379//b0287//b1082//b0921//
GO_0098661_8	b0594//b2373//b2907//b0397//b4177//b3624//b1488//b2096//b2582//b0212//b2806//b0889//b3165//b2607//b0677//b2829//b3905//b2955//b2746//
GO_0098662_8	b4356//b4323//b2294//b0320//b0733//b1487//b3607//b2289//b2241//b1635//b0347//b2741//b3350//b0628//b0968//b2486//b1304//b3047//b2263//b0602//b2415//b3501//b4393//b4346//b3997//b2110//b1236//b2183//b1531//b3305//b2078//b2422//b0451//b0006//b3261//b4266//b3591//b1781//b0172//b0299//b0571//b0174//b1587//b1200//b1871//b3749//b2510//b2202//b2762//b3130//b1433//b0612//b3401//b3152//b1633//b0635//b4254//b2476//b3685//b3648//b3361//
GO_0098670_7	b1804//
GO_0098704_7	b3073//b4383//b0120//b2297//
GO_0098707_10	b4059//
GO_0098708_8	b4460//b0166//b1393//b1921//
GO_0098710_7	b4116//b3431//
GO_0098711_9	b0104//
GO_0098713_8	b1012//b2939//b0120//b4347//
GO_0098719_9	b3387//
GO_0098732_6	b2113//b2610//b0698//b1692//
GO_0098739_6	b3541//b4356//b0930//b1110//b1429//b2584//b2556//b3939//b1905//b2744//b4143//b3546//b3690//b3355//b3177//b3136//b3514//b0422//
GO_0098771_7	b3127//b2682//b3180//b4269//b0399//b3309//b1766//b3021//b4064//b0356//b3889//b0476//b1785//b0871//b3930//b2531//b2075//b3515//b0019//b0365//b2042//b0893//b2266//b4078//b2525//b3515//b0093//b2135//b2113//b2946//b3954//b2256//b3087//b3953//b1612//b3222//
GO_0098776_7	b3139//b1060//b2126//b3244//b0840//
GO_0098795_9	b2735//
GO_0098869_4	b0835//b0211//b3502//b0784//xisR//b1481//b2507//b1410//b2731//b0199//b4160//b2538//b0857//b0226//b4354//insI4//b1714//b0169//b3185//b2903//b3719//b3168//
GO_0099046_5	b0096//b0340//
GO_0099116_10	b1302//
GO_0099131_7	b0530//
GO_0099132_7	b2511//b3029//b3711//b4403//b3572//b4000//b4668//b3200//msrQ//b2791//b1731//b0155//b4116//b2925//b1993//b0357//b0159//b3126//b2979//b2898//b3905//b3524//b2418//
GO_0099133_8	insI4//b1704//b0210//b0438//b4386//b1511//b2388//b1210//b2211//b4241//b0158//b0073//b3623//b1861//b0803//b2465//b0890//b4358//b3996//b4366//
GO_0099587_7	b4398//mtnN//
GO_0101030_8	b1123//
GO_0104004_4	b2197//b0830//b3588//b3934//b3376//glsA1//b1724//b4359//mtnN//b1247//b1110//b0905//b3306//b0935//b0953//b4059//b1853//b2822//b2291//b1062//b3491//b0993//b2761//b3945//
GO_0110017_7	b0630//
GO_0110095_4	b0516//b0573//
GO_0140115_6	b3749//b3676//b0440//b3060//b1905//
GO_1900190_5	b3906//b3857//b4025//b3805//b0813//b2540//b1985//b3581//b2811//b4053//b3413//b3772//b2570//
GO_1900191_6	rpnB//b0029//b3952//b1074//
GO_1900192_6	b3415//b3462//
GO_1900231_6	b3926//b3729//b3918//b2340//b1166//
GO_1900232_7	b3685//b0680//b1253//
GO_1900233_7	b4261//
GO_1900371_8	b0350//
GO_1900372_9	b0242//
GO_1900376_6	b1655//b3193//b4106//
GO_1900377_7	b0826//
GO_1900378_7	b0215//
GO_1900542_7	b0233//
GO_1900543_8	b0605//
GO_1900704_7	b0491//
GO_1900705_8	b0088//
GO_1900725_7	b3195//
GO_1900727_8	b2399//
GO_1900749_6	b1440//
GO_1900751_9	b0399//
GO_1900866_6	b1054//
GO_1901068_8	b2661//b3518//b1522//b0570//b1976//b2456//b2065//b4394//b0535//b3721//b1276//
GO_1901069_9	b3963//
GO_1901070_9	b4394//hexR//b3364//b0967//
GO_1901071_6	b0806//b1782//b3829//b3753//b1779//
GO_1901072_7	b0118//b3942//b3594//b0946//
